date,time,PRICE_DASH_DASH_ON_PCAR,PRICE_PCAR_DASH_ON_PCAR,BETA_DASH_ON_PCAR,SPREAD_DASH_ON_PCAR,Z_DASH_ON_PCAR,Z_VOL_DASH_ON_PCAR,market_close,SIGNAL_DASH_ON_PCAR,POS_DASH_ON_PCAR,POS_BETA_DASH_ON_PCAR,PAIR_BASE_DASH_ON_PCAR,PAIR_RET_DASH_ON_PCAR,SL_DASH_ON_PCAR,LOSS_DASH_ON_PCAR,COOLDOWN_DASH_ON_PCAR,CAPITAL_DASH_ON_PCAR,REMAINING_CAPITAL,CAPITAL,PORT_RET
2024-06-05,14:40:00.000000000,113.072,108.94,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:41:00.000000000,113.03,109.0206,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:42:00.000000000,112.9208,109.01,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:43:00.000000000,112.935,108.95,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:44:00.000000000,113.03,108.79,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:45:00.000000000,112.9943,108.99,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:46:00.000000000,113.02,108.95,0.3564927851646529,74.18011105631106,1.2980807054423458,0.763505741671032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:47:00.000000000,113.11,109.09,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:48:00.000000000,113.04,109.04,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:49:00.000000000,113.085,108.96,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:50:00.000000000,113.095,108.94,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:51:00.000000000,113.08,108.84,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:52:00.000000000,113.08,108.88,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:53:00.000000000,113.05,108.88,0.3548959435737156,74.40892966369384,1.4165610295895945,0.7874010596043173,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:54:00.000000000,113.06,108.895,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:55:00.000000000,113.0,108.88,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:56:00.000000000,112.97,108.9,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:57:00.000000000,112.99,108.835,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:58:00.000000000,113.02,108.82,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:59:00.000000000,113.095,108.8,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,15:00:00.000000000,113.1702,108.82,0.35349274966413896,74.70311898154839,1.5536638208324436,0.8130773684954531,0,-1.0,0.0,0.0,151.6372810184516,0.0,0.0,0.0,0.0,0.5997,0.4,0.9997,-0.00029999999999996696
2024-06-05,15:01:00.000000000,113.25,108.82,,,,,0,0.0,-1.0,0.35349274966413896,151.7170810184516,-0.0005262558090203134,0.0,0.0,0.0,0.5993844043913306,0.4,0.9993844043913306,-0.00031569031576417927
2024-06-05,15:02:00.000000000,113.16,108.87,,,,,0,0.0,-1.0,0.35349274966413896,151.6447556559348,0.0007097067565523792,0.0,-0.0005262558090202152,0.0,0.5998097915528993,0.4,0.9998097915528993,0.00042564918934049386
2024-06-05,15:03:00.000000000,113.27,109.01,,,,,0,0.0,-1.0,0.35349274966413896,151.8042446408878,-0.0003990313729299371,0.0,0.0,0.0,0.5995704486282791,0.4,0.9995704486282792,-0.00023938845832704618
2024-06-05,15:04:00.000000000,113.335,108.99,,,,,0,0.0,-1.0,0.35349274966413896,151.8621747858945,-0.00047475520308261506,0.0,-0.0003990313729298478,0.0,0.5992857994381783,0.4,0.9992857994381783,-0.00028477151409535636
2024-06-05,15:05:00.000000000,113.25,109.0,,,,,0,0.0,-1.0,0.35349274966413896,151.78070971339116,0.0005829952562016263,0.0,-0.0008735971337919812,0.0,0.5996351802163596,0.4,0.9996351802163597,0.00034963048446980127
2024-06-05,15:06:00.000000000,113.155,109.1399,,,,,0,0.0,-1.0,0.35349274966413896,151.73516334906915,0.0009517259205782995,0.0,-0.000291111180575343,0.0,0.6002058685602621,0.4,1.0002058685602622,0.0005708966182832666
2024-06-05,15:07:00.000000000,113.08,109.135,0.3518523685266321,74.680591760846,1.5757882224408701,0.83760284630608,0,-1.0,-1.0,0.35349274966413896,151.6584312345958,0.0004828668840465632,0.0,0.0,0.0,0.6004956880978003,0.4,1.0004956880978004,0.0002897598850878958
2024-06-05,15:08:00.000000000,113.06,109.13,,,,,0,0.0,-1.0,0.35349274966413896,151.6366637708475,0.00012022105268562472,0.0,0.0,0.0,0.6005678803215566,0.4,1.0005678803215567,0.00007215645665957213
2024-06-05,15:09:00.000000000,113.03,109.09,,,,,0,0.0,-1.0,0.35349274966413896,151.5925240608609,0.00010459403167431498,0.0,0.0,0.0,0.6006306961374536,0.4,1.0006306961374536,0.00006278016427696694
2024-06-05,15:10:00.000000000,113.05,109.0149,,,,,0,0.0,-1.0,0.35349274966413896,151.58597675536114,-0.0003070554157478368,0.0,0.0,0.0,0.6004462692293402,0.4,1.0004462692293403,-0.00018431066408933393
2024-06-05,15:11:00.000000000,113.0616,108.96,,,,,0,0.0,-1.0,0.35349274966413896,151.57817000340458,-0.0002045489472064318,0.0,-0.0003070554157478256,0.0,0.6003234485771153,0.4,1.0003234485771153,-0.00012276586559679053
2024-06-05,15:12:00.000000000,113.04,109.075,,,,,0,0.0,-1.0,0.35349274966413896,151.59722166961598,0.0004106901819039547,0.0,-0.0005115415550922542,0.0,0.6005699955234126,0.4,1.0005699955234126,0.0002464672268235108
2024-06-05,15:13:00.000000000,113.07,109.08,,,,,0,0.0,-1.0,0.35349274966413896,151.62898913336426,-0.00018623386326428287,0.0,-0.00010106145828259194,0.0,0.6004581490529857,0.4,1.0004581490529856,-0.00011178275475725083
2024-06-05,15:14:00.000000000,113.18,109.22,0.34988875804243846,74.96514984660487,1.701146391128059,0.8636296901303535,0,-1.0,-1.0,0.35349274966413896,151.78847811831727,-0.0003990728645813543,0.0,-0.000287276500481104,0.0,0.6002185224993818,0.4,1.0002185224993818,-0.00023951681919987618
2024-06-05,15:15:00.000000000,113.22,109.29,,,,,0,0.0,-1.0,0.35349274966413896,151.85322261079375,-0.00010050504302187022,0.0,-0.0006862347208066444,0.0,0.6001581975109554,0.4,1.0001581975109555,-0.00006031180893910965
2024-06-05,15:16:00.000000000,113.265,109.35,,,,,0,0.0,-1.0,0.35349274966413896,151.91943217577358,-0.00015666730419766072,0.0,-0.0007866707937783657,0.0,0.6000641723440593,0.4,1.0000641723440593,-0.00009401029470153516
2024-06-05,15:17:00.000000000,113.24,109.425,,,,,0,0.0,-1.0,0.35349274966413896,151.9209441319984,0.00033907417561444174,0.0,-0.0009432148523834671,0.0,0.6002676386086125,0.4,1.0002676386086127,0.00020345320848406988
2024-06-05,15:18:00.000000000,113.2,109.47,,,,,0,0.0,-1.0,0.35349274966413896,151.8968513057333,0.00036800175284787954,0.0,-0.0006044604965677047,0.0,0.6004885381517984,0.4,1.0004885381517985,0.00022084043775833921
2024-06-05,15:19:00.000000000,113.12,109.39,,,,,0,0.0,-1.0,0.35349274966413896,151.78857188576018,0.00034049803917768763,0.0,-0.00023668118624209367,0.0,0.6006930033215877,0.4,1.0006930033215877,0.00020436532952884553
2024-06-05,15:20:00.000000000,113.1,109.31,,,,,0,0.0,-1.0,0.35349274966413896,151.74029246578704,-0.00005454573997410285,0.0,0.0,0.0,0.6006602380772242,0.4,1.0006602380772243,-0.00003274255366501694
2024-06-05,15:21:00.000000000,113.165,109.405,0.34726838257673004,75.17210260419286,1.7977991171656866,0.8904824079506346,0,-1.0,-1.0,0.35349274966413896,151.83887427700512,-0.0002070523805600087,0.0,-0.00005454573997409895,0.0,0.6005358699450226,0.4,1.0005358699450226,-0.00012428607380323076
2024-06-05,15:22:00.000000000,113.19,109.5,,,,,0,0.0,-1.0,0.35349274966413896,151.8974560882232,0.00005651919680619462,0.0,-0.00026158682670884836,0.0,0.6005698117500453,0.4,1.0005698117500454,0.000033923626371009565
2024-06-05,15:23:00.000000000,113.17,109.455,,,,,0,0.0,-1.0,0.35349274966413896,151.86154891448834,0.000026944666293456157,0.0,-0.000205082414579838,0.0,0.6005859939032089,0.4,1.000585993903209,0.000016172937633561258
2024-06-05,15:24:00.000000000,113.16,109.48,,,,,0,0.0,-1.0,0.35349274966413896,151.86038623322992,0.000124042714408309,0.0,-0.0001781432741635447,0.0,0.6006604922201282,0.4,1.000660492220128,0.0000744546869265872
2024-06-05,15:25:00.000000000,113.125,109.45,,,,,0,0.0,-1.0,0.35349274966413896,151.81478145074,0.00016064240395523082,0.0,-0.00005412265713056197,0.0,0.6007569837655594,0.4,1.0007569837655594,0.00009642785558292692
2024-06-05,15:26:00.000000000,113.13,109.335,,,,,0,0.0,-1.0,0.35349274966413896,151.77912978452864,-0.00030070633290858273,0.0,0.0,0.0,0.600576332336002,0.4,1.000576332336002,-0.00018051478279745565
2024-06-05,15:27:00.000000000,113.105,109.35,,,,,0,0.0,-1.0,0.35349274966413896,151.7594321757736,0.0001996479442724644,0.0,-0.0003007063329085735,0.0,0.6006962361661317,0.4,1.0006962361661316,0.00011983476547928555
2024-06-05,15:28:00.000000000,113.11,109.395,0.3440795059247272,75.46942244936447,1.9125084537838848,0.9182425684194314,0,-1.0,-1.0,0.35349274966413896,151.7803393495085,0.0000718714717004185,0.0,-0.0001011184240372609,0.0,0.6007394090886699,0.4,1.0007394090886699,0.00004314288490152405
2024-06-05,15:29:00.000000000,113.07,109.37,,,,,0,0.0,-1.0,0.35349274966413896,151.73150203076688,0.00020531434698303668,0.0,-0.000029254219866770015,0.0,0.6008627495081539,0.4,1.000862749508154,0.00012324928784042912
2024-06-05,15:30:00.000000000,113.08,109.295,,,,,0,0.0,-1.0,0.35349274966413896,151.71499007454207,-0.00024063530470693132,0.0,0.0,0.0,0.600718160717339,0.4,1.000718160717339,-0.00014446415443672845
2024-06-05,15:31:00.000000000,113.075,109.2271,,,,,0,0.0,-1.0,0.35349274966413896,151.68598791683988,-0.00012524904554828354,0.0,-0.0002406353047068599,0.0,0.6006429213410656,0.4,1.0006429213410657,-0.00007518538108608084
2024-06-05,15:32:00.000000000,113.04,109.185,,,,,0,0.0,-1.0,0.35349274966413896,151.636105872079,0.00013262896273688084,0.0,-0.00036585421091295256,0.0,0.6007225839886983,0.4,1.0007225839886984,0.00007961146372368415
