date,time,PRICE_CSCO_CSCO_ON_SBUX,PRICE_SBUX_CSCO_ON_SBUX,PRICE_ASML_ASML_ON_CSCO,PRICE_CSCO_ASML_ON_CSCO,BETA_ASML_ON_CSCO,SPREAD_ASML_ON_CSCO,Z_ASML_ON_CSCO,Z_VOL_ASML_ON_CSCO,BETA_CSCO_ON_SBUX,SPREAD_CSCO_ON_SBUX,Z_CSCO_ON_SBUX,Z_VOL_CSCO_ON_SBUX,market_close,SIGNAL_ASML_ON_CSCO,SIGNAL_CSCO_ON_SBUX,POS_ASML_ON_CSCO,POS_CSCO_ON_SBUX,POS_BETA_ASML_ON_CSCO,POS_BETA_CSCO_ON_SBUX,PAIR_BASE_ASML_ON_CSCO,PAIR_BASE_CSCO_ON_SBUX,PAIR_RET_ASML_ON_CSCO,PAIR_RET_CSCO_ON_SBUX,SL_ASML_ON_CSCO,SL_CSCO_ON_SBUX,LOSS_ASML_ON_CSCO,LOSS_CSCO_ON_SBUX,COOLDOWN_ASML_ON_CSCO,COOLDOWN_CSCO_ON_SBUX,CAPITAL_ASML_ON_CSCO,CAPITAL_CSCO_ON_SBUX,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-09-07,13:29:00.000000000,59.02,117.08,865.28,59.02,12.497371712388633,127.68512153482288,-0.3664703282148409,1.2210472172104494,-0.0004377979815329709,59.07125738767788,1.3693923765280458,0.2309994355022243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:30:00.000000000,59.24,117.07,863.51,59.24,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:31:00.000000000,59.16,116.85,864.22,59.16,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:32:00.000000000,59.12,116.98,863.92,59.12,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:33:00.000000000,59.0501,116.86,864.31,59.0501,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:34:00.000000000,59.13,116.83,864.64,59.13,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:35:00.000000000,59.16,116.7086,865.73,59.16,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:36:00.000000000,59.16,116.54,866.79,59.16,11.408783468396024,191.8463700096912,-0.30349662291950374,1.2210048687275623,-0.0017509199549196964,59.36405221154634,1.4717780764172421,0.22259370856531815,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,59.36405221154634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9495250000000001,0.050000000000000044,0.9995250000000001,-0.0004749999999998922
2021-09-07,13:37:00.000000000,59.195,116.45,864.8,59.195,,,,,,,,,0,0.0,0.0,0.0,-1.0,0.0,-0.0017509199549196964,0.0,59.3988946287504,0.0,-0.0005869278781694088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9489676973064812,0.050000000000000044,0.9989676973064813,-0.0005575675380994323
2021-09-07,13:38:00.000000000,59.15,116.44,865.04,59.15,,,,,,,,,0,0.0,0.0,0.0,-1.0,0.0,-0.0017509199549196964,0.0,59.353877119550845,0.0,0.0007578846286773119,0.0,0.0,0.0,-0.0005869278781693854,0.0,0.0,0.0,0.9496869053373811,0.050000000000000044,0.9996869053373811,0.0007199512385025733
