date,time,PRICE_MDLZ_MDLZ_ON_ZM,PRICE_ZM_MDLZ_ON_ZM,BETA_MDLZ_ON_ZM,SPREAD_MDLZ_ON_ZM,Z_MDLZ_ON_ZM,Z_VOL_MDLZ_ON_ZM,market_close,SIGNAL_MDLZ_ON_ZM,POS_MDLZ_ON_ZM,POS_BETA_MDLZ_ON_ZM,PAIR_BASE_MDLZ_ON_ZM,PAIR_RET_MDLZ_ON_ZM,SL_MDLZ_ON_ZM,LOSS_MDLZ_ON_ZM,COOLDOWN_MDLZ_ON_ZM,CAPITAL_MDLZ_ON_ZM,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-09-18,13:50:00.000000000,72.0,70.48,0.5357502458317256,34.24032267377998,-0.5035658501647479,0.3168698275689389,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:51:00.000000000,71.915,70.465,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:52:00.000000000,71.88,70.6224,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:53:00.000000000,71.84,70.61,0.5356350641232273,34.018808122258925,-0.7084809176332758,0.3137621813059599,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:54:00.000000000,71.8,70.53,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:55:00.000000000,71.87,70.56,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:56:00.000000000,71.86,70.63,0.5356229506478152,34.028950995744815,-0.7013167216548843,0.3106350301162046,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:57:00.000000000,71.86,70.61,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:58:00.000000000,71.87,70.57,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:59:00.000000000,71.85,70.71,0.5358656275987757,33.95894147249057,-0.7898335432289941,0.3058858275941326,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:00:00.000000000,71.815,70.69,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:01:00.000000000,71.77,70.705,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:02:00.000000000,71.765,70.77,0.5360846799122202,33.82628720261218,-0.9742711827082496,0.29917817423751075,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:03:00.000000000,71.7001,70.8,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:04:00.000000000,71.67,70.795,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:05:00.000000000,71.6606,70.67,0.5365257080954258,33.74432820889626,-1.1116961731136616,0.2919400349201566,0,1.0,0.0,0.0,109.57687179110374,0.0,0.0,0.0,0.0,0.649675,0.3500000000000001,0.9996750000000001,-0.0003249999999999087
2023-09-18,14:06:00.000000000,71.63,70.77,,,,,0,0.0,1.0,0.5365257080954258,109.59992436191328,-0.0007688900899650136,0.0,0.0,0.0,0.649175471330802,0.3500000000000001,0.9991754713308021,-0.0004996910687953601
2023-09-18,14:07:00.000000000,71.665,70.61,,,,,0,0.0,1.0,0.5365257080954258,109.54908024861803,0.0011025930355228536,0.0,-0.0007688900899649465,0.0,0.6498912476843236,0.3500000000000001,0.9998912476843237,0.0007163670186661603
2023-09-18,14:08:00.000000000,71.6799,70.62,0.53714987917181,33.74637553288678,-1.143529219399815,0.2849447954068993,0,1.0,1.0,0.5365257080954258,109.56934550569898,0.00008703626627807465,0.0,0.0,0.0,0.6499478117920089,0.3500000000000001,0.999947811792009,0.000056570259832041444
2023-09-18,14:09:00.000000000,71.67,70.69,,,,,0,0.0,1.0,0.5365257080954258,109.59700230526565,-0.00043312113755581615,0.0,0.0,0.0,0.6496663056564136,0.3500000000000001,0.9996663056564137,-0.00028152082766280754
2023-09-18,14:10:00.000000000,71.67,70.705,,,,,0,0.0,1.0,0.5365257080954258,109.60505019088708,-0.00007343162177934148,0.0,-0.0004331211375558919,0.0,0.6496185996059739,0.3500000000000001,0.999618599605974,-0.00004772197499280854
2023-09-18,14:11:00.000000000,71.67,70.62,0.5376374516127235,33.702043167109466,-1.2507906315021287,0.2786199035685943,0,1.0,1.0,0.5365257080954258,109.55944550569897,0.00041608196984242973,0.0,-0.0005065209545476179,0.0,0.6498888941925443,0.3500000000000001,0.9998888941925443,0.0002703977163659178
2023-09-18,14:12:00.000000000,71.71,70.66,,,,,0,0.0,1.0,0.5365257080954258,109.62090653402278,0.00016921381438731974,0.0,-0.00009064973894168382,0.0,0.6499988643712585,0.3500000000000001,0.9999988643712586,0.00010998239839746025
2023-09-18,14:13:00.000000000,71.745,70.57,,,,,0,0.0,1.0,0.5365257080954258,109.6076192202942,0.0007597758161464814,0.0,0.0,0.0,0.6504927177889305,0.3500000000000001,1.0004927177889305,0.0004938539785066022
2023-09-18,14:14:00.000000000,71.68,70.595,0.5384593793649239,33.6674601137332,-1.3528876089476034,0.273923105566466,0,1.0,1.0,0.5365257080954258,109.55603236299659,-0.0007153986489277703,0.0,0.0,0.0,0.650027356177487,0.3500000000000001,1.000027356177487,-0.0004651324324197317
2023-09-18,14:15:00.000000000,71.665,70.56,,,,,0,0.0,1.0,0.5365257080954258,109.52225396321325,0.00003448828605636884,0.0,-0.0007153986489276676,0.0,0.6500497745068913,0.3500000000000001,1.0000497745068913,0.000022417716141173024
2023-09-18,14:16:00.000000000,71.625,70.705,,,,,0,0.0,1.0,0.5365257080954258,109.56005019088707,-0.0010755460503342217,0.0,-0.0006809350357446231,0.0,0.6493506160393997,0.3500000000000001,0.9993506160393998,-0.0006991236689555892
2023-09-18,14:17:00.000000000,71.63,70.83,0.5386153807901691,33.47987257863232,-1.7606599237526976,0.28061047114206156,0,1.0,1.0,0.5365257080954258,109.632115904399,-0.0005664994987114102,0.0,-0.0017557487090906765,0.0,0.6489827592409254,0.3500000000000001,0.9989827592409255,-0.00036809583400485295
2023-09-18,14:18:00.000000000,71.63,70.86,,,,,0,0.0,1.0,0.5365257080954258,109.64821167564187,-0.00014681620536178148,0.0,-0.0023212535770384957,0.0,0.6488874780548685,0.3500000000000001,0.9988874780548685,-0.000095378208658325
2023-09-18,14:19:00.000000000,71.62,70.81,,,,,0,0.0,1.0,0.5365257080954258,109.6113853902371,0.00015345699804532613,0.0,-0.002467728984758444,0.0,0.6489870543793199,0.3500000000000001,0.99898705437932,0.00009968722868101278
2023-09-18,14:20:00.000000000,71.63,70.83,0.5386684614647512,33.476112874451665,-1.8236081017622183,0.28987256821296403,0,1.0,1.0,0.5365257080954258,109.632115904399,-6.664582874441738e-6,0.0,-0.0023146506769951003,0.0,0.6489827291513115,0.3500000000000001,0.9989827291513116,-4.329613671625079e-6
2023-09-18,14:21:00.000000000,71.67,70.83,,,,,0,0.0,1.0,0.5365257080954258,109.672115904399,0.00036485659033423114,0.0,-0.0023212998336884505,0.0,0.6492195147770554,0.3500000000000001,0.9992195147770555,0.00023702674614312912
2023-09-18,14:22:00.000000000,71.66,70.82,,,,,0,0.0,1.0,0.5365257080954258,109.65675064731805,-0.0000422599936258361,0.0,-0.001957290184896654,0.0,0.6491920787644991,0.3500000000000001,0.9991920787644992,-0.000027457442684556284
2023-09-18,14:23:00.000000000,71.68,70.78,0.5385576445607,33.56088991799366,-1.6895680370992558,0.2946179202068677,0,1.0,1.0,0.5365257080954258,109.65528961899425,0.0003780982755651013,0.0,-0.0019994674634518095,0.0,0.6494375371699904,0.3500000000000001,0.9994375371699905,0.0002456568768987767
2023-09-18,14:24:00.000000000,71.66,70.78,,,,,0,0.0,1.0,0.5365257080954258,109.63528961899424,-0.00018238974215928637,0.0,-0.0016221251830869088,0.0,0.6493190864250374,0.3500000000000001,0.9993190864250375,-0.00011851740658889573
2023-09-18,14:25:00.000000000,71.655,70.76,,,,,0,0.0,1.0,0.5365257080954258,109.61955910483233,0.000052268883329681585,0.0,-0.0018042190662522772,0.0,0.6493530256086095,0.3500000000000001,0.9993530256086096,0.00003396230896929907
2023-09-18,14:26:00.000000000,71.68,70.745,0.5385390233898479,33.58105679028521,-1.6717573924591773,0.2988239040207414,0,1.0,1.0,0.5365257080954258,109.6365112192109,0.00030147800165696736,0.0,-0.0017520444874384866,0.0,0.64954879126114,0.3500000000000001,0.99954879126114,0.00019589238989016017
2023-09-18,14:27:00.000000000,71.67,70.8,,,,,0,0.0,1.0,0.5365257080954258,109.65602013315615,-0.00036036274326770295,0.0,-0.0014510946886523435,0.0,0.6493147180768349,0.3500000000000001,0.999314718076835,-0.000234178847847622
2023-09-18,14:28:00.000000000,71.625,70.7,,,,,0,0.0,1.0,0.5365257080954258,109.5573675623466,0.00007890648228005248,0.0,-0.0018109345114571962,0.0,0.6493659532171311,0.3500000000000001,0.9993659532171312,0.00005127027488872334
2023-09-18,14:29:00.000000000,71.65,70.685,0.5385849533110764,33.58012257520657,-1.6846102159971001,0.30355017713445104,0,1.0,1.0,0.5365257080954258,109.57431967672517,0.0003016491392295993,0.0,-0.001732170923648968,0.0,0.6495618338979641,0.3500000000000001,0.9995618338979642,0.00019600495714548714
2023-09-18,14:30:00.000000000,71.675,70.71,,,,,0,0.0,1.0,0.5365257080954258,109.61273281942755,0.00010574427778144365,0.0,-0.0014310442922874644,0.0,0.649630521344964,0.3500000000000001,0.9996305213449641,0.00006871755670391116
