date,time,PRICE_COST_COST_ON_INTU,PRICE_INTU_COST_ON_INTU,PRICE_FAST_FAST_ON_MU,PRICE_MU_FAST_ON_MU,BETA_FAST_ON_MU,SPREAD_FAST_ON_MU,Z_FAST_ON_MU,Z_VOL_FAST_ON_MU,BETA_COST_ON_INTU,SPREAD_COST_ON_INTU,Z_COST_ON_INTU,Z_VOL_COST_ON_INTU,market_close,SIGNAL_FAST_ON_MU,SIGNAL_COST_ON_INTU,POS_FAST_ON_MU,POS_COST_ON_INTU,POS_BETA_FAST_ON_MU,POS_BETA_COST_ON_INTU,PAIR_BASE_FAST_ON_MU,PAIR_BASE_COST_ON_INTU,PAIR_RET_FAST_ON_MU,PAIR_RET_COST_ON_INTU,SL_FAST_ON_MU,SL_COST_ON_INTU,LOSS_FAST_ON_MU,LOSS_COST_ON_INTU,COOLDOWN_FAST_ON_MU,COOLDOWN_COST_ON_INTU,CAPITAL_FAST_ON_MU,CAPITAL_COST_ON_INTU,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-04-11,17:49:00.000000000,499.1814,439.0934,26.42,63.63,0.030237673461711335,24.49597683763131,0.7582557154800401,0.5698172219200311,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.15463725187429,585.9890579940463,0.00020176645911949482,0.0004911525841243389,0.0,0.0,-0.001974310659247802,-0.01058883593698745,0.0,0.0,0.046656099177857166,0.9250904555308378,0.0024605247972059666,0.9742070795059009,0.00047604860984521254
2023-04-11,17:50:00.000000000,499.135,439.0,26.415,63.645,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.150046171547054,585.924193049557,0.00019211469941447302,0.00004767163333443245,0.0,0.0,-0.0017729425497992057,-0.010102884086996444,0.0,0.0,0.046665062500326565,0.925134556103835,0.0024605247972059666,0.9742601434013675,0.000054468805023945306
2023-04-11,17:51:00.000000000,498.99,439.0,26.4175,63.63,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.15213725187429,585.779193049557,-0.00010333623096172024,0.00024747228689312345,0.0,0.0,-0.001581168458709925,-0.010055694074647903,0.0,0.0,0.04666024030865019,0.9253635012681177,0.0024605247972059666,0.9744842663739739,0.00023004427936871972
2023-04-11,17:52:00.000000000,499.0,439.035,26.4225,63.6102,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.15659747790624,585.7961124613036,-0.00019677987211008522,-5.258958136454463e-6,0.0,0.0,-0.00168434129768269,-0.009810710293363889,0.0,0.0,0.046651058512529625,0.9253586348202036,0.0024605247972059666,0.9744702181299392,-0.000014416080915291413
2023-04-11,17:53:00.000000000,499.0597,438.9822,26.4225,63.605,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.156455719086345,585.8453740344402,-5.034657330472769e-6,-0.00011973180663273189,0.0,0.0,-0.0018807897253275696,-0.009815917657385542,0.0,0.0,0.046650823640435914,0.9252478399590734,0.0024605247972059666,0.9743591883967153,-0.00011393855980219413
2023-04-11,17:54:00.000000000,499.25,439.0,26.435,63.64,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.169909864989467,586.039193049557,-0.0004100606344800044,-0.00031882300887150816,0.0,0.0,-0.0018858149135262403,-0.009934474186463316,0.0,0.0,0.046631693974094904,0.9249528496587858,0.0024605247972059666,0.9740450684300866,-0.0003223862107212685
2023-04-11,17:55:00.000000000,499.345,439.11,26.4375,63.625,,,,,0.19598546374028147,413.28582301700504,2.6945512681952377,1.5435109777306844,0,0.0,-1.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.1720009453167,586.1559397721891,-0.00010326336458693938,-0.00012499723267119222,0.0,0.0,-0.0022951022495462103,-0.010250129856383294,0.0,0.0,0.046626878628478745,0.9248372331122271,0.0024605247972059666,0.9739246365379117,-0.00012364098549261902
2023-04-11,17:56:00.000000000,499.35,439.53,26.4425,63.625,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.1770009453167,586.2439727131476,-0.00017748118103872926,0.00013312658912737328,0.0,0.0,-0.0023981286141528946,-0.010373845851187835,0.0,0.0,0.04661860323499161,0.9249603535385693,0.0024605247972059666,0.9740394815707668,0.00011791983542312981
2023-04-11,17:57:00.000000000,499.49,439.4,26.45,63.615,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.184228332201524,586.3582720409461,-0.00027584955298329993,-0.00028264797578148466,0.0,0.0,-0.002575184172493028,-0.010242100296774859,0.0,0.0,0.04660574351412853,0.9246989153669635,0.0024605247972059666,0.9737651836782979,-0.0002816085976582485
2023-04-11,17:58:00.000000000,499.53,439.66,26.465,63.647,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.20010069417009,586.449673385349,-0.0005012604164611651,0.000019444331130958925,0.0,0.0,-0.0028503233620735813,-0.010521853363639755,0.0,0.0,0.046582381899725155,0.9247168955188704,0.0024605247972059666,0.9737598022158015,-5.526447840405542e-6
2023-04-11,17:59:00.000000000,499.585,440.02,26.4675,63.685,0.03044538466188212,24.52858567780804,0.7644091957604706,0.5706136154660048,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.203636624007768,586.5758444775993,-0.000051917196261181336,0.000027574560928398755,0.0,0.0,-0.0033501550242591716,-0.010502613622909607,0.0,0.0,0.04657996347306175,0.9247423941812474,0.0024605247972059666,0.973782882451515,0.00002370218575565923
2023-04-11,18:00:00.000000000,499.59,440.02,26.4825,63.695,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.218909237122944,586.5808444775992,-0.0005221804223746393,-8.524046885102166e-6,0.0,0.0,-0.00340189828986448,-0.010475328666940453,0.0,0.0,0.04655564032806119,0.9247345116337227,0.0024605247972059666,0.9737506767589897,-0.000033072765095426966
2023-04-11,18:01:00.000000000,499.5,439.61,26.485,63.69,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.221272930565355,586.4097885114254,-0.00009342340398173404,0.000015247742762730624,0.0,0.0,-0.003922302307553305,-0.01048376342163293,0.0,0.0,0.04655129094166719,0.9247486117476797,0.0024605247972059666,0.9737604274865529,0.000010013577187546134
2023-04-11,18:02:00.000000000,499.44,439.71,26.4725,63.665,,,,,0.1960889804207551,413.21771441918975,2.680376658277563,1.5449903601172388,0,0.0,-1.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.208091397777412,586.3695582592727,0.00041877867242676625,0.00013603072358290636,0.0,0.0,-0.004015359276702046,-0.010468675532598115,0.0,0.0,0.04657078562948749,0.9248744059704681,0.0024605247972059666,0.9739057163971615,0.00014920395870227134
2023-04-11,18:03:00.000000000,499.06,439.33,26.4675,63.67,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.203227704335,585.914433217453,0.00018208628457541104,0.0005199365381200939,0.0,0.0,-0.0035982621511025936,-0.010334068870522906,0.0,0.0,0.04657926553081252,0.9253552819673043,0.0024605247972059666,0.9743950722953227,0.0005024674256678004
2023-04-11,18:04:00.000000000,499.18,439.0,26.47,63.71,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.20681815679571,585.969193049557,-0.00004997823490497249,-0.0003161556660736696,0.0,0.0,-0.0034168310607132213,-0.009819505392395955,0.0,0.0,0.04657693758133812,0.9250627256517792,0.0024605247972059666,0.9741001880303232,-0.0003026331653185933
2023-04-11,18:05:00.000000000,499.11,439.01,26.4625,63.7,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.19904554368053,585.9011700243417,0.0002562283645268274,0.00012283405960325085,0.0,0.0,-0.003466638528432764,-0.010132556566201822,0.0,0.0,0.04658887191387926,0.9251763548617586,0.0024605247972059666,0.9742257515728439,0.00012890208221249364
2023-04-11,18:06:00.000000000,499.12,439.43,26.4625,63.705,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.19918185023812,585.9942029653002,4.83372947422315e-6,0.00012465061463443582,0.0,0.0,-0.003211298415026431,-0.010010967129655657,0.0,0.0,0.0465890971118826,0.9252916786630374,0.0024605247972059666,0.974341300572126,0.00011860597925642356
2023-04-11,18:07:00.000000000,499.27,439.5,26.455,63.72,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.192090769910884,586.1580417887934,0.00028046628142505117,-0.000232359255122129,0.0,0.0,-0.0032064802080999932,-0.009887564388227021,0.0,0.0,0.04660216378270453,0.9250766785778126,0.0024605247972059666,0.9741393671577231,-0.00020725121093020954
2023-04-11,18:08:00.000000000,499.21,439.5,26.4575,63.73,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.194863383026064,586.0980417887934,-0.00007900750969486967,0.0001023614720304762,0.0,0.0,-0.0029269132362552686,-0.010117626176252892,0.0,0.0,0.046598481861797665,0.925171370788373,0.0024605247972059666,0.9742303774473766,0.0000934263542998672
2023-04-11,18:09:00.000000000,499.07,439.51,26.4575,63.7402,0.0305574050594026,24.509764890032667,0.7605262946894514,0.5714065663270448,0.19616852959777906,412.8519695564801,2.6599321218856335,1.546432703007487,0,0.0,-1.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.195141448403547,585.9600187635781,9.862270786889602e-6,0.00024224099836845075,0.0,0.0,-0.0030056894978242044,-0.01001630035933121,0.0,0.0,0.04659894142864405,0.9253954852248947,0.0024605247972059666,0.9744549514507447,0.00023051426907512071
2023-04-11,18:10:00.000000000,498.79,439.51,26.445,63.705,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.18168185023812,585.6800187635781,0.00040930462631980405,0.0004778483019896047,0.0,0.0,-0.0029958568699609556,-0.00977648571956169,0.0,0.0,0.0466180145909524,0.9258376838861783,0.0024605247972059666,0.9749162232743366,0.00047336392811712024
2023-04-11,18:11:00.000000000,498.78,439.43,26.4413,63.69,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.177572930565354,585.6542029653003,0.00011678083461187861,-9.929992643473211e-6,0.0,0.0,-0.002587778461717871,-0.009303309094672585,0.0,0.0,0.04662345868160428,0.9258284903247882,0.0024605247972059666,0.9749124738035984,-3.845941475494795e-6
2023-04-11,18:12:00.000000000,499.18,439.64,26.445,63.72,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.182090769910886,586.0957194357795,-0.00010228562486821024,-0.0006121078406091349,0.0,0.0,-0.002471299830034468,-0.0093131467055253,0.0,0.0,0.04661868977199951,0.9252617834468011,0.0024605247972059666,0.9743409980160065,-0.0005861816347084667
2023-04-11,18:13:00.000000000,499.005,439.565,26.4475,63.7,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.184045543680533,585.9058921248941,-0.000108055369462042,0.00027328759416425863,0.0,0.0,-0.002573332676455431,-0.009919553896015176,0.0,0.0,0.04661365237225236,0.9255146460135714,0.0024605247972059666,0.9745888231830296,0.0002543515745799307
2023-04-11,18:14:00.000000000,498.865,439.3819,26.4475,63.675,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.18336401089259,585.7296937165858,-0.00002418151031183347,0.00017716427345548124,0.0,0.0,-0.0026811099835043484,-0.00964897719287039,0.0,0.0,0.04661252518373685,0.9256786141434047,0.0024605247972059666,0.9747516641243474,0.00016708681388932477
2023-04-11,18:15:00.000000000,498.99,439.6601,26.4525,63.715,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.1894544633533,585.9096931550969,-0.0001387182714517671,-0.00011951000988990867,0.0,0.0,-0.0027052266605275266,-0.009473522373448895,0.0,0.0,0.04660605917481536,0.9255679862830736,0.0024605247972059666,0.9746345702550949,-0.000120126872886855
2023-04-11,18:16:00.000000000,498.83,439.85,26.463,63.735,,,,,0.19618147449590462,412.53957844297634,2.6409017625365934,1.5478333063426972,0,0.0,-1.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.200499689583655,585.7872359062588,-0.0003531382199179308,0.0003371556290496912,0.0,0.0,-0.0028435696676130107,-0.009591900202586268,0.0,0.0,0.04658960079404098,0.9258800467397171,0.0024605247972059666,0.974930172330964,0.00030329529127181036
2023-04-11,18:17:00.000000000,499.105,439.795,26.47,63.745,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.207772302698828,586.0513625449429,-0.00023855559152760077,-0.00048801568862072013,0.0,0.0,-0.0031957037144001443,-0.009257978536683087,0.0,0.0,0.04657848658426452,0.9254282027511274,0.0024605247972059666,0.9744672141325978,-0.0004748629301925098
2023-04-11,18:18:00.000000000,498.95,439.95,26.47,63.7701,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.208456561617925,585.9270056541061,0.000024257814894228097,0.0003167693499715839,0.0,0.0,-0.003433496952937931,-0.009741476186532982,0.0,0.0,0.04657961647657013,0.9257213500413581,0.0024605247972059666,0.9747614913151342,0.0003019877716443536
2023-04-11,18:19:00.000000000,499.02,439.87,26.4825,63.77,0.030724488214414175,24.52319938656681,0.7628528852919366,0.5722073676668746,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.220953835486775,585.9811898558283,-0.00044322616885634537,-0.00014646158557250308,0.0,0.0,-0.003409322427177397,-0.00942779263764082,0.0,0.0,0.046558971171612416,0.9255857674246327,0.0024605247972059666,0.9746052633934511,-0.00016027297249129839
2023-04-11,18:20:00.000000000,499.1,440.09,26.485,63.75,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.222908609256418,586.1046833010923,-0.00010790656645073122,-0.00006229987475368928,0.0,0.0,-0.00385103749511595,-0.009572873413755234,0.0,0.0,0.046553947152895805,0.9255281035472483,0.0024605247972059666,0.9745425754973501,-0.0000643213190566052
2023-04-11,18:21:00.000000000,498.96,440.02,26.4725,63.775,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.211090142044362,585.9508444775993,0.00046705082634961894,0.00021525365707094607,0.0,0.0,-0.0039585285093334255,-0.009634576899694158,0.0,0.0,0.0465756902123834,0.9257273268562589,0.0024605247972059666,0.9747635418658482,0.00022673854796476345
2023-04-11,18:22:00.000000000,498.84,440.15,26.4775,63.83,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.21758951417784,585.8565451498007,-0.00012408694059309,0.00024865681750383653,0.0,0.0,-0.0034933265169952987,-0.009421397120535135,0.0,0.0,0.046569910777478934,0.9259575152672312,0.0024605247972059666,0.9749879508419161,0.000230218885329204
2023-04-11,18:23:00.000000000,498.58,439.915,26.47,63.7922,,,,,0.19617557498767005,412.27942192929913,2.6232336602504223,1.549209034070032,0,0.0,-1.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.20905903660247,585.5500862423596,0.00022927268189864813,0.00036449382417379515,0.0,0.0,-0.003616979981388324,-0.009175082997655792,0.0,0.0,0.04658058798581867,0.9262950210629934,0.0024605247972059666,0.975336133846018,0.00035711518670689867
2023-04-11,18:24:00.000000000,498.51,439.5399,26.475,63.7672,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.213377503814527,585.4059299181845,-0.0002014080930730167,-7.098153126184372e-6,0.0,0.0,-0.0033885365741903595,-0.00881393343457093,0.0,0.0,0.04657120627841822,0.9262884460790939,0.0024605247972059666,0.9753201771547181,-0.00001636019700923389
2023-04-11,18:25:00.000000000,498.83,440.085,26.475,63.79,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.213999061717132,585.8336948136999,0.00002203060950503807,-0.0003625434824586409,0.0,0.0,-0.003589262188573694,-0.008820969025048031,0.0,0.0,0.04657223227047792,0.9259526262400911,0.0024605247972059666,0.974985383307775,-0.00034326558066276655
2023-04-11,18:26:00.000000000,498.72,440.085,26.4725,63.795,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.211635368274717,585.7236948137,0.0000934396627652942,0.0001877665982237409,0.0,0.0,-0.003567310652702327,-0.009180314522677757,0.0,0.0,0.046576583964155496,0.9261264892148365,0.0024605247972059666,0.975163597976198,0.00018278701555343393
2023-04-11,18:27:00.000000000,498.615,440.15,26.47,63.785,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.20886275515954,585.6315451498007,0.00007895277447583672,0.00020120465868845303,0.0,0.0,-0.003474204318241636,-0.008994271680882515,0.0,0.0,0.04658026131468507,0.9263128301790015,0.0024605247972059666,0.9753536162908925,0.00019485788342469402
2023-04-11,18:28:00.000000000,498.5639,440.245,26.4725,63.815,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.212180594505075,585.5992264102556,-0.000059632345659183264,0.00011932632562856737,0.0,0.0,-0.003395525841835889,-0.008794876711557653,0.0,0.0,0.04657748362444145,0.9264233636854092,0.0024605247972059666,0.9754613721070566,0.00011047871701543118
2023-04-11,18:29:00.000000000,498.75,440.245,26.48,63.8517,0.0309145876720624,24.506051022339772,0.7591961801855815,0.5730039190945837,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.220681084637775,585.7853264102556,-0.00023037956408680118,-0.00031779413565965597,0.0,0.0,-0.003454955704324414,-0.008676599846251576,0.0,0.0,0.04656675312406779,0.9261289517732919,0.0024605247972059666,0.9751562296945656,-0.00031281855049974494
2023-04-11,18:30:00.000000000,498.91,440.22,26.4925,63.775,,,,,0.1961850911622611,412.54539916854947,2.617054892000169,1.5505672649680322,0,0.0,-1.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.231090142044362,585.9403839732938,-0.0005170301365034793,-0.00028157488678082665,0.0,0.0,-0.003684539317222124,-0.008991636609362641,0.0,0.0,0.04654267670934353,0.9258681771185518,0.0024605247972059666,0.9748713786251013,-0.00029210813692234517
2023-04-11,18:31:00.000000000,498.815,440.255,26.505,63.695,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.24140923712294,585.8523033850404,-0.0005200261430767654,0.00017394160657683872,0.0,0.0,-0.004199664435859507,-0.009270679677083282,0.0,0.0,0.046518473300685904,0.9260292241167583,0.0024605247972059666,0.9750082222146501,0.00014037091717862522
2023-04-11,18:32:00.000000000,498.94,440.395,26.495,63.695,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.231409237122943,586.0049810320265,0.00035408997886880056,-0.00016612097016853588,0.0,0.0,-0.004717506643637459,-0.00909835062742348,0.0,0.0,0.04653494502591395,0.9258753912436436,0.0024605247972059666,0.9748708610667635,-0.0001408820405377151
2023-04-11,18:33:00.000000000,498.99,440.395,26.4875,63.69,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.223772930565357,586.0549810320265,0.00026083336402249046,-0.00008532350682745946,0.0,0.0,-0.004365087086596442,-0.009262960170758783,0.0,0.0,0.04654708289216966,0.9257963923083775,0.0024605247972059666,0.9748039999977531,-0.00006858453943034377
2023-04-11,18:34:00.000000000,498.83,439.93,26.4775,63.64,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.212409864989468,585.8030517045366,0.0003060162950347675,0.00011615065943187131,0.0,0.0,-0.004105392282923059,-0.009347493329340817,0.0,0.0,0.046561327058021,0.9259039241698437,0.0024605247972059666,0.9749257760250706,0.00012492360240389314
2023-04-11,18:35:00.000000000,499.04,439.61,26.485,63.625,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.2195009453167,585.9497885114254,-0.0002803347785820772,-0.0004664762198083837,0.0,0.0,-0.003800632304824414,-0.00923242838742322,0.0,0.0,0.0465482742987097,0.9254720120073913,0.0024605247972059666,0.9744808111033069,-0.0004564090238519559
2023-04-11,18:36:00.000000000,498.855,439.59,26.485,63.6,,,,,,,,,0,0.0,0.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.218819412528756,585.760834561856,-0.00002415112830182073,0.00030897877937713814,0.0,0.0,-0.004079901633990746,-0.009694597898937785,0.0,0.0,0.046547150105364886,0.9257579632200089,0.0024605247972059666,0.9747656381225798,0.0002922859188478253
2023-04-11,18:37:00.000000000,498.73,439.5,26.4825,63.7,,,,,0.19620390249646155,412.49838485280515,2.6042437203122812,1.551889736386317,0,0.0,-1.0,-1.0,-1.0,0.027261311517747754,0.19769747847279498,28.219045543680533,585.6180417887934,0.00018520020541512016,0.00018302218347802135,0.0,0.0,-0.0041039542280647545,-0.00938861454458606,0.0,0.0,0.046555770647125884,0.9259273974638096,0.0024605247972059666,0.9749436929081414,0.00018266420008874318
