date,time,PRICE_TSLA_TSLA_ON_DXCM,PRICE_DXCM_TSLA_ON_DXCM,PRICE_GOOG_GOOG_ON_GOOGL,PRICE_GOOGL_GOOG_ON_GOOGL,BETA_GOOG_ON_GOOGL,SPREAD_GOOG_ON_GOOGL,Z_GOOG_ON_GOOGL,BETA_TSLA_ON_DXCM,SPREAD_TSLA_ON_DXCM,Z_TSLA_ON_DXCM,market_close,SIGNAL_GOOG_ON_GOOGL,SIGNAL_TSLA_ON_DXCM,POS_GOOG_ON_GOOGL,POS_TSLA_ON_DXCM,POS_BETA_GOOG_ON_GOOGL,POS_BETA_TSLA_ON_DXCM,PAIR_BASE_GOOG_ON_GOOGL,PAIR_BASE_TSLA_ON_DXCM,PAIR_RET_GOOG_ON_GOOGL,PAIR_RET_TSLA_ON_DXCM,SL_GOOG_ON_GOOGL,SL_TSLA_ON_DXCM,LOSS_GOOG_ON_GOOGL,LOSS_TSLA_ON_DXCM,COOLDOWN_GOOG_ON_GOOGL,COOLDOWN_TSLA_ON_DXCM,CAPITAL_GOOG_ON_GOOGL,CAPITAL_TSLA_ON_DXCM,REMAINING_CAPITAL,CAPITAL,PORT_RET
2022-07-08,13:47:00.000000000,245.7215,80.1,118.4513,117.8485,0.9859070834256459,2.2636290789127713,2.4019834217567415,0.3210424248182078,220.00600177206155,1.3487433898496402,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.07059044107888,0.0,-0.00030389240525819294,0.0,0.0,0.0,-0.0005899071494616104,0.0,0.0,0.0,0.7001868040464007,0.0,0.30000000000000004,1.0001868040464008,-0.00021276110432156918
2022-07-08,13:48:00.000000000,245.8267,80.11,118.411,117.803,,,,0.2779138684247166,223.56302000049595,1.3840676480214729,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.98526502526897,0.0,-0.000020102114011819955,0.0,0.0,0.0,-0.0008936202864172627,0.0,0.0,0.0,0.7001727288114361,0.0,0.30000000000000004,1.0001727288114362,-0.00001407260614488985
2022-07-08,13:49:00.000000000,245.185,79.86,118.032,117.5,0.9855616513902604,2.2285059616444016,2.3511655624871493,0.23955678687617785,226.05399500006843,1.4036115601755026,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.3064254430626,0.0,0.00033687396435317957,0.0,0.0,0.0,-0.0009137044367721892,0.0,0.0,0.0,0.7004085987743228,0.0,0.30000000000000004,1.0004085987743228,0.0002358292283842827
2022-07-08,13:50:00.000000000,243.7,79.6,117.7055,117.135,,,,0.23087225021637978,225.32256888277615,1.3726061737950397,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,233.61873254700544,0.0,-0.0001480663451357662,0.0,0.0,0.0,-0.0005771382756548649,0.0,0.0,0.0,0.7003048918330006,0.0,0.30000000000000004,1.0003048918330006,-0.00010366458410010857
2022-07-08,13:51:00.000000000,243.67,79.37,117.708,117.1918,0.9852124842854022,2.249175584122,2.326747554663484,0.21735306517146982,226.41868721734042,1.3717517058478021,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,233.67744009904942,0.0,0.00022989403057893908,0.0,0.0,0.0,-0.0007251191660355705,0.0,0.0,0.0,0.7004658877472182,0.0,0.30000000000000004,1.0004658877472181,0.00016094684283954759
2022-07-08,13:52:00.000000000,243.8467,79.41,117.836,117.325,,,,0.20258348899859482,227.75954513862158,1.3760393840070422,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,233.93725076687082,0.0,0.00001630738431487782,0.0,0.0,0.0,-0.000495391836024428,0.0,0.0,0.0,0.7004773105136491,0.0,0.30000000000000004,1.000477310513649,0.000011417447182210707
2022-07-08,13:53:00.000000000,244.0,79.26,117.851,117.4185,0.9847030252854924,2.2286478255154236,2.2851687008624935,0.18760527431941165,229.13040595744343,1.3817719888164117,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.04477552243617,0.0,0.00033139123979266505,0.0,0.0,0.0,-0.00047909253025457677,0.0,0.0,0.0,0.7007094425580269,0.0,0.30000000000000004,1.000709442558027,0.00023202129817287783
2022-07-08,13:54:00.000000000,243.6333,79.24,117.8815,117.3785,,,,0.18526026281611563,228.95327677445098,1.3616613135136368,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.03569273930663,0.0,-0.00029944177550261753,0.0,0.0,0.0,-0.00014786005752953635,0.0,0.0,0.0,0.700499620878436,0.0,0.30000000000000004,1.000499620878436,-0.0002096729286920577
2022-07-08,13:55:00.000000000,244.1967,79.2,118.1278,117.5308,0.9844253719657887,2.4274984925632737,2.341574685811843,0.16845716608999906,230.85489244567208,1.3783867149037223,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.43270418607239,0.0,-0.0004084357907778568,0.0,0.0,0.0,-0.00044725755755381513,0.0,0.0,0.0,0.7002135117618429,0.0,0.30000000000000004,1.000213511761843,-0.0002859662418881277
2022-07-08,13:56:00.000000000,244.365,79.325,118.0795,117.468,,,,0.1533018742106401,232.204328828241,1.3862783401939403,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.32225921655896,0.0,-0.0000590573297418906,0.0,0.0,0.0,-0.0008555106723375783,0.0,0.0,0.0,0.700172159021589,0.0,0.30000000000000004,1.000172159021589,-0.000041343912842180304
2022-07-08,13:57:00.000000000,244.8533,79.68,118.375,117.6725,0.9842310511641951,2.558071631881262,2.365375038551236,0.13437943829458276,234.14594635668763,1.4057300449596177,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.82012619530883,0.0,-0.00039745699602569505,0.0,0.0,0.0,-0.0009145174779036092,0.0,20.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,-1.105886022206437e-7
2022-07-08,13:58:00.000000000,244.5183,79.53,118.3245,117.678,,,,0.12152618778008313,234.85332228585,1.4030205677831482,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.77506882798912,0.0,0.000238236106873496,0.0,1.0,0.0,-0.0013116109925597197,0.0,19.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,13:59:00.000000000,244.1267,79.72,118.266,117.587,0.9840563718683177,2.553763401120122,2.3297925506432082,0.11675528367000922,234.81896878582685,1.3867224773566307,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.62651799636942,0.0,-0.00013438748746716963,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:00:00.000000000,243.4667,79.755,118.0923,117.4635,,,,0.12035254565297276,233.86798272144716,1.3531637998110437,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.3306061534569,0.0,0.00021944730513496978,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:01:00.000000000,244.35,80.23,118.3355,117.7495,0.9836840273186531,2.507197625242256,2.2774015230608504,0.11101093391245283,235.4435927722039,1.3689527857554171,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.8568230528332,0.0,0.00016991762207208233,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:02:00.000000000,244.7633,80.38,118.367,117.8555,,,,0.09936996549951732,236.7759421731488,1.380051536180804,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.99321742812654,0.0,0.00031250688968405174,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:03:00.000000000,245.4534,80.39,118.5895,118.106,0.9831340185461945,2.4754736055831614,2.233467042149625,0.0840741650771013,238.69467786945182,1.4035362397112696,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.46360460747536,0.0,0.0001080336684890762,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:04:00.000000000,245.8967,80.65,118.617,117.984,,,,0.07332324530652931,239.98318026602843,1.4141284315843534,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.3703771189302,0.0,-0.0006295133755054472,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:05:00.000000000,245.4233,80.61,118.734,118.028,0.982948614159715,2.7185409679571393,2.3069971294537126,0.06473222547705308,240.20523530429477,1.4025419224175195,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.53091818037274,0.0,-0.00031209933661431523,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:06:00.000000000,246.0021,80.57,118.7355,118.0405,,,,0.05229376630729107,241.78879124862158,1.420847997352859,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.54478780010072,0.0,0.00004614943894391711,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:07:00.000000000,245.6231,80.5,118.6005,118.0155,0.9826696322136952,2.6302520194846437,2.2384960521087973,0.04224282747773978,242.22255238804195,1.414008733917147,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.38504856064475,0.0,0.0004681095326873709,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:08:00.000000000,245.6358,80.535,118.739,118.1487,,,,0.0327914639235837,242.99493945291417,1.4149639629735173,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.65535922846618,0.0,-0.000028418679179072925,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:09:00.000000000,245.7267,80.91,118.7605,118.1733,0.9822914471519849,2.679878128274339,2.2298483024798195,0.028571930181382352,243.41494512902435,1.4080369237532213,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.70120264009083,0.0,0.00001206597479467765,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:10:00.000000000,246.5167,81.18,118.738,118.221,,,,0.03145207362192871,243.9634206633718,1.4038183352536096,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.72590510897282,0.0,0.00029572385758429455,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:11:00.000000000,247.6767,81.31,118.9385,118.258,0.982040223872398,2.804387205297971,2.252682642463615,0.043593677817032564,244.1320980566971,1.3904672102323896,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.96301918336766,0.0,-0.0006952393523716007,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:12:00.000000000,247.855,81.22,119.05,118.4315,,,,0.05079583004938989,243.72936268338853,1.3631287186617933,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.2462095051921,0.0,0.00025508370774691633,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:13:00.000000000,248.43,81.385,119.233,118.5915,0.9817708456437289,2.8033227588417446,2.222564008586685,0.06657697514513423,243.01163287781327,1.3276726805374677,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.5875406377103,0.0,-0.00010442016205667524,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:14:00.000000000,248.6701,81.322,119.1107,118.5495,,,,0.08008700858405902,242.15726428792715,1.2885931694210353,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.42367871542427,0.0,0.00034126090281999945,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:15:00.000000000,248.7925,81.62,118.9945,118.45,0.9814417427006492,2.7427255771081036,2.1692959668989764,0.10913525225398707,239.88488071102955,1.2128470834921767,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.20901654238952,0.0,0.00007502559414356003,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:16:00.000000000,249.0884,81.6,119.093,118.4945,,,,0.13958330311891812,237.6984024654963,1.1383180498772447,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.35155238862114,0.0,-0.00023057609978493246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:17:00.000000000,249.1233,81.705,119.0233,118.4505,0.9811183514214065,2.8093407149586938,2.169524470802913,0.17295750159889056,234.99180733186265,1.0485872304501478,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.23831132717865,0.0,0.0001106780907217774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:18:00.000000000,248.8895,81.7,118.9895,118.27,,,,0.20556906698763058,232.09450722711057,0.9520875565719347,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.02589401830653,0.0,-0.0006130136473569503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:19:00.000000000,248.5433,81.54,118.7977,118.221,0.9808654514507219,2.8388054640442135,2.154680933174007,0.2279266397258067,229.9581617967577,0.8752565790288113,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.78560510897285,0.0,0.0006071837637237647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:20:00.000000000,248.6067,81.525,118.7405,118.0936,,,,0.25027888235845647,228.20271411572682,0.8080135250499358,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.6023339447052,0.0,-0.00029209231935846766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:21:00.000000000,248.9875,81.54,118.874,118.247,0.9805078093825687,2.9318930639393983,2.1656357996357762,0.2737241310913373,226.66803435081238,0.7459768556535794,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.88763391800703,0.0,0.00007767314098904989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:22:00.000000000,249.22,81.45,118.8156,118.297,,,,0.29366407224241775,225.30106131585507,0.6876975563931843,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.87871239691896,0.0,0.0004573299461277656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:23:00.000000000,249.88,81.47,118.8495,118.2135,0.9802608498940413,2.969434021050759,2.1543173963137714,0.31744713228065097,224.01758213309537,0.6306971300962713,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.829983337136,0.0,-0.0004940210949891142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:24:00.000000000,250.38,81.64,118.993,118.347,,,,0.35320267791179805,221.5445333752808,0.5340677123473117,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.1055908758309,0.0,-0.000048307942628399805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:25:00.000000000,250.5667,81.75,119.15,118.4305,0.9801907538588388,3.0655189251207986,2.166123608160421,0.3948330867452273,218.28909515857765,0.40833411025894656,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.34521993561384,0.0,-0.0003149901700386976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:26:00.000000000,250.6533,81.79,119.0354,118.4505,,,,0.4384302324468199,214.7940912881746,0.26956797651304815,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.25041132717865,0.0,0.000568623268968232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:27:00.000000000,251.4721,81.871,119.1878,118.6293,0.9797835507737661,2.9567632201936647,2.097034906952809,0.4916033121194058,211.22404523347214,0.12256018863446604,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.57974636776774,0.0,0.00010385184284450692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:28:00.000000000,251.5234,82.09,119.2605,118.622,,,,0.5588831641752615,205.64468105285277,-0.10309722914153459,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.64522250984658,0.0,-0.00033783051655191817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:29:00.000000000,251.3567,82.0,119.2945,118.5305,0.9797197435141045,3.1678289414014245,2.155481122138916,0.6167620646396574,200.78221069954807,-0.311331894299447,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.58867689343774,0.0,-0.0005262967707014846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:30:00.000000000,251.5233,82.22,119.2788,118.6005,,,,0.6894154735529098,194.83955976447976,-0.568202538774336,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.64224676391444,0.0,0.00035914597263242453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:31:00.000000000,252.588,82.3076,119.381,118.7342,0.9794341776982856,3.0886664583362204,2.098676999337303,0.7787419494943238,188.491619117801,-0.8481021638543106,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.876752216525,0.0,0.00012721926461667005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:32:00.000000000,252.3433,82.185,119.1859,118.697,,,,0.8537605988606842,182.17698518263467,-1.1303394481027556,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.6448402282145,0.0,0.000668229407100358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:33:00.000000000,252.4967,82.11,119.1933,118.519,0.9792557998102686,3.132881862286766,2.0915277061299378,0.9233350054626795,176.6816627014594,-1.3792057002008034,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,236.476096843288,0.0,-0.0007756069591438788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000172048413948,1.000172048413948,0.0
2022-07-08,14:34:00.000000000,252.8653,82.1,119.144,118.5,,,,0.9932316848510074,171.32097867373227,-1.616625086094476,0,0.0,1.0,-1.0,0.0,0.9895695782388308,0.0,236.40799502130147,334.4096213262677,0.00012896939022829232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001204338897635,0.3000516145241845,1.000172048413948,0.0
