date,time,PRICE_TSLA_TSLA_ON_DXCM,PRICE_DXCM_TSLA_ON_DXCM,PRICE_GOOG_GOOG_ON_GOOGL,PRICE_GOOGL_GOOG_ON_GOOGL,BETA_GOOG_ON_GOOGL,SPREAD_GOOG_ON_GOOGL,Z_GOOG_ON_GOOGL,BETA_TSLA_ON_DXCM,SPREAD_TSLA_ON_DXCM,Z_TSLA_ON_DXCM,market_close,SIGNAL_GOOG_ON_GOOGL,SIGNAL_TSLA_ON_DXCM,POS_GOOG_ON_GOOGL,POS_TSLA_ON_DXCM,POS_BETA_GOOG_ON_GOOGL,POS_BETA_TSLA_ON_DXCM,PAIR_BASE_GOOG_ON_GOOGL,PAIR_BASE_TSLA_ON_DXCM,PAIR_RET_GOOG_ON_GOOGL,PAIR_RET_TSLA_ON_DXCM,SL_GOOG_ON_GOOGL,SL_TSLA_ON_DXCM,LOSS_GOOG_ON_GOOGL,LOSS_TSLA_ON_DXCM,COOLDOWN_GOOG_ON_GOOGL,COOLDOWN_TSLA_ON_DXCM,CAPITAL_GOOG_ON_GOOGL,CAPITAL_TSLA_ON_DXCM,REMAINING_CAPITAL,CAPITAL,PORT_RET
2022-07-08,13:29:00.000000000,242.41,80.12,117.6225,117.14,0.9898832760707419,1.6675730410732967,2.450826032915843,0.6315775157306616,191.80800943965937,1.3559633155772355,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-07-08,13:30:00.000000000,242.2386,80.29,117.9625,117.3115,,,,0.6413904592872302,190.7413600238283,1.3164470916284596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-07-08,13:31:00.000000000,243.1067,79.92,118.2995,117.6315,0.9895695782388308,1.8949461573989623,2.523753261627116,0.6335867099959408,192.4704501371244,1.3133564878055537,0,-1.0,0.0,0.0,0.0,0.0,0.0,234.704053842601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.30000000000000004,1.0,0.0
2022-07-08,13:32:00.000000000,242.4633,80.36,118.3103,117.6975,,,,0.633971598080922,191.5173423782171,1.276666824968576,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.7801654347648,0.0,0.00023225671338561576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001625796993699,0.0,0.30000000000000004,1.0001625796993698,0.00016257969936983585
2022-07-08,13:33:00.000000000,242.83,80.16,118.2855,117.5,0.989359218070404,2.0357918767275294,2.5507376943747535,0.632175992779616,192.154772418786,1.2614528299026242,0,-1.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.55992544306264,0.0,-0.000726807528166546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6996536962655039,0.0,0.30000000000000004,0.9996536962655039,-0.0005088007131989122
2022-07-08,13:34:00.000000000,243.5933,80.61,118.3225,117.813,,,,0.6196460091155386,193.64363520519643,1.2579550211963892,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.90666072105137,0.0,0.0011627530895295586,0.0,0.0,0.0,-0.000726807528166562,0.0,0.0,0.0,0.7004672207624374,0.0,0.30000000000000004,1.0004672207624374,0.0008138063211016583
2022-07-08,13:35:00.000000000,243.3767,80.39,118.3675,117.7165,0.9890171129023176,1.9438670290343367,2.465583989063649,0.6087157383229778,194.44204179621582,1.2456518628224087,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.85616725675135,0.0,-0.0005980820802134868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000482838699225,0.0,0.30000000000000004,1.0000482838699225,-0.0004187412479098193
2022-07-08,13:36:00.000000000,243.47,80.32,118.323,117.6098,,,,0.5949488243637114,195.6837104271067,1.2395603842740754,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.70608018275325,0.0,-0.00026010419360744566,0.0,0.0,0.0,-0.0005980820802135023,0.0,0.0,0.0,0.6998661983755602,0.0,0.30000000000000004,0.9998661983755602,-0.00018207670299442855
2022-07-08,13:37:00.000000000,243.99,80.52,118.135,117.679,0.9885562817767032,1.802685316799355,2.360894634247743,0.5782329384609805,197.43068379512187,1.240501158757614,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.5865583975674,0.0,0.0010927634026966966,0.0,0.0,0.0,-0.0008580307101637707,0.0,0.0,0.0,0.7006309865439295,0.0,0.30000000000000004,1.0006309865439296,0.0007648905119623539
2022-07-08,13:38:00.000000000,244.0533,80.39,118.29,117.741,,,,0.563095119617138,198.7860833339783,1.23623868727479,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.80291171141818,0.0,-0.0003991988577218091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7003512954544167,0.0,0.30000000000000004,1.0003512954544167,-0.000279514719486042
2022-07-08,13:39:00.000000000,244.5417,80.46,118.6905,118.1388,0.9880855305729371,1.9592611207498862,2.3996331748070263,0.5422238778269443,200.91436679004406,1.2429403242003818,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.5970624896416,0.0,-0.00002917008876367219,0.0,0.0,0.0,-0.000399198857721883,0.0,0.0,0.0,0.7003308661449625,0.0,0.30000000000000004,1.0003308661449626,-0.000020422135250834372
2022-07-08,13:40:00.000000000,244.9267,80.35,118.611,118.1685,,,,0.5183699905634096,203.27567125823006,1.2532490961641738,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.5469527061153,0.0,0.00046218834531720776,0.0,0.0,0.0,-0.0004283573018193376,0.0,0.0,0.0,0.7006545509091607,0.0,0.30000000000000004,1.000654550909161,0.00032357770329102277
2022-07-08,13:41:00.000000000,246.1883,80.81,118.72,118.3325,0.9873800600024,1.880849049766013,2.3275473799918087,0.49974386776671015,205.80399804577215,1.2663896638087482,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.81824211694646,0.0,0.0002262368934047354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7008130648181083,0.0,0.30000000000000004,1.0008130648181084,0.00015841022139306642
2022-07-08,13:42:00.000000000,246.18,80.7899,118.7465,118.343,,,,0.478844848027859,207.4941726123141,1.2681442823372822,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.85513259751798,0.0,-0.00006831328774172442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7007651899735583,0.0,0.30000000000000004,1.0007651899735583,-0.00004783595082139068
2022-07-08,13:43:00.000000000,246.1067,80.8,118.7197,118.25,0.9868462988571794,2.025125160138529,2.3611825275780554,0.4609933634149716,208.85843623607028,1.2659059260885306,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.73630262674175,0.0,-0.0002765679510886169,0.0,0.0,0.0,-0.00006831328774170586,0.0,0.0,0.0,0.7005713807807731,0.0,0.30000000000000004,1.000571380780773,-0.00019366100532578796
2022-07-08,13:44:00.000000000,245.5933,80.25,118.5789,118.185,,,,0.4292771418873871,211.14380936353717,1.2779375205423917,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.53118060415625,0.0,0.0003244217227567925,0.0,0.0,0.0,-0.00034486234556430073,0.0,0.0,0.0,0.70079866135504,0.0,0.30000000000000004,1.0007986613550401,0.00022715078467442975
2022-07-08,13:45:00.000000000,246.0833,80.46,118.4653,118.0335,0.9862956050604775,2.0493777000941265,2.3381447968084337,0.39993664390455896,213.9043976314392,1.2976799845450795,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,235.26766081305306,0.0,-0.00015420374920220196,0.0,0.0,0.0,-0.000020552503643855857,0.0,0.0,0.0,0.7006905955740231,0.0,0.30000000000000004,1.000690595574023,-0.0001079795419298006
2022-07-08,13:46:00.000000000,245.8508,80.08,118.3248,117.7928,,,,0.36091864676814395,216.94843476680703,1.3225191188590402,0,0.0,0.0,-1.0,0.0,0.9895695782388308,0.0,234.88897141557095,0.0,-0.0004152266280222454,0.0,0.0,0.0,-0.00017475308357295383,0.0,0.0,0.0,0.700399650180736,0.0,0.30000000000000004,1.0003996501807362,-0.00029074460634857455
