date,time,PRICE_INTC_INTC_ON_MSFT,PRICE_MSFT_INTC_ON_MSFT,PRICE_MDLZ_MDLZ_ON_TXN,PRICE_TXN_MDLZ_ON_TXN,BETA_MDLZ_ON_TXN,SPREAD_MDLZ_ON_TXN,Z_MDLZ_ON_TXN,BETA_INTC_ON_MSFT,SPREAD_INTC_ON_MSFT,Z_INTC_ON_MSFT,market_close,SIGNAL_MDLZ_ON_TXN,SIGNAL_INTC_ON_MSFT,POS_MDLZ_ON_TXN,POS_INTC_ON_MSFT,POS_BETA_MDLZ_ON_TXN,POS_BETA_INTC_ON_MSFT,PAIR_BASE_MDLZ_ON_TXN,PAIR_BASE_INTC_ON_MSFT,PAIR_RET_MDLZ_ON_TXN,PAIR_RET_INTC_ON_MSFT,SL_MDLZ_ON_TXN,SL_INTC_ON_MSFT,LOSS_MDLZ_ON_TXN,LOSS_INTC_ON_MSFT,COOLDOWN_MDLZ_ON_TXN,COOLDOWN_INTC_ON_MSFT,CAPITAL_MDLZ_ON_TXN,CAPITAL_INTC_ON_MSFT,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-12-22,14:39:00.000000000,50.37,327.3,64.46,185.255,-0.008806392918406462,66.09142832009938,2.13782852836262,0.18177958192846047,-9.126457165185116,2.1646408685418215,0,-1.0,0.0,0.0,0.0,0.0,0.0,66.09142832009938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8491054842343956,0.0,0.1498421442766581,0.9989476285110537,0.0
2021-12-22,14:40:00.000000000,50.2223,327.0979,64.455,185.13,,,,0.1812924983466974,-9.078095494958191,2.1610309077334975,0,0.0,0.0,-1.0,0.0,-0.008806392918406462,0.0,66.08532752098459,0.0,0.00009230847736021754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8491838638687635,0.0,0.1498421442766581,0.9990260081454216,0.0000784622057562621
2021-12-22,14:41:00.000000000,50.265,327.355,64.46,184.87,-0.009865817560205095,66.28389369235511,2.1141598902100314,0.18078383342913062,-8.915491792193059,2.1684564632861747,0,-1.0,0.0,-1.0,0.0,-0.008806392918406462,0.0,66.0880378588258,0.0,-0.00004101270195486666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990260067170589,0.9990260067170589,-1.4297553314488845e-9
2021-12-22,14:42:00.000000000,50.315,327.42,64.43,184.775,,,,0.18029771642622977,-8.718078312276155,2.1789966261048046,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00004101270195489004,0.0,0.0,0.0,0.0,0.0,0.9990260067170589,0.9990260067170589,0.0
2021-12-22,14:43:00.000000000,50.4,327.9832,64.39,185.0824,-0.01101582833762144,66.42883594671498,2.0856679854616456,0.17975772938096307,-8.557515307102292,2.185681589605377,0,-1.0,0.0,0.0,0.0,0.0,0.0,66.42883594671498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8491721057095001,0.0,0.1498539010075588,0.9990260067170589,0.0
2021-12-22,14:44:00.000000000,50.415,328.33,64.37,185.26,,,,0.1791589115866755,-8.408245441253165,2.1910179369116536,0,0.0,0.0,-1.0,0.0,-0.01101582833762144,0.0,66.41079235782775,0.0,0.0002716228371322289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8494027602460664,0.0,0.1498539010075588,0.9992566612536252,0.00023087941156237486
2021-12-22,14:45:00.000000000,50.425,328.53,64.3,185.79,-0.012549914505475194,66.63164861597224,2.0653855315812706,0.17852904582602255,-8.227147425223187,2.1991709845506024,0,-1.0,0.0,-1.0,0.0,-0.01101582833762144,0.0,66.34663074684669,0.0,0.0009661322911997637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992558684112323,0.9992558684112323,-7.934321818437874e-7
2021-12-22,14:46:00.000000000,50.42,328.47,64.27,185.85,,,,0.17791570472120216,-8.01997152977328,2.2095493850447228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992558684112323,0.9992558684112323,0.0
2021-12-22,14:47:00.000000000,50.45,329.01,64.19,186.06,-0.0144556244536097,66.87961348583862,2.0511145503765116,0.17720771595850246,-7.8531106275068865,2.215767351110106,0,-1.0,0.0,0.0,0.0,0.0,0.0,66.87961348583862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493674881495474,0.0,0.14988838026168483,0.9992558684112323,0.0
2021-12-22,14:48:00.000000000,50.45,328.88,64.19,186.22,,,,0.17653899488480543,-7.610144637714804,2.228993086957691,0,0.0,0.0,-1.0,0.0,-0.0144556244536097,0.0,66.8819263857512,0.0,-0.000034583033484058636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493381144452645,0.0,0.14988838026168483,0.9992264947069494,-0.000029395578461412213
2021-12-22,14:49:00.000000000,50.44,328.78,64.26,186.31,-0.016328288099651433,67.30212335584606,2.0577873005196197,0.17589320201481823,-7.390166958431934,2.239688853383017,0,-1.0,0.0,-1.0,0.0,-0.0144556244536097,0.0,66.95322739195203,0.0,-0.0010660728548634753,0.0,0.0,0.0,-0.000034583033484025805,0.0,0.0,0.0,0.0,0.0,0.9992255294245578,0.9992255294245578,-9.660296205987841e-7
2021-12-22,14:50:00.000000000,50.38,328.9201,64.28,186.015,,,,0.17517559285168247,-7.238773518334675,2.2435893476094813,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011006190203142197,0.0,0.0,0.0,0.0,0.0,0.9992255294245578,0.9992255294245578,0.0
2021-12-22,14:51:00.000000000,50.3,328.62,64.3,185.77,-0.017877436088649057,67.62109130218833,2.051697393724109,0.17447521324328702,-7.036044576008983,2.2521230833711257,0,-1.0,0.0,0.0,0.0,0.0,0.0,67.62109130218833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493417000108741,0.0,0.14988382941368372,0.9992255294245578,0.0
2021-12-22,14:52:00.000000000,50.34,328.715,64.24,185.7184,,,,0.17379064488448193,-6.78759183320247,2.264657248203715,0,0.0,0.0,-1.0,0.0,-0.017877436088649057,0.0,67.56016882648616,0.0,0.0009009389604482638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8501069050391471,0.0,0.14988382941368372,0.9999907344528308,0.0007657981163809077
2021-12-22,14:53:00.000000000,50.355,328.94,64.221,185.85,-0.019617654204707777,67.86694103394494,2.037164813374602,0.17307331066139775,-6.575734808960178,2.273417944606026,0,-1.0,0.0,-1.0,0.0,-0.017877436088649057,0.0,67.54352149707543,0.0,0.0002464074572324657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999906828372,0.9999906828372,-5.161610902098987e-8
2021-12-22,14:54:00.000000000,50.32,328.95,64.21,185.6,,,,0.17233492518666532,-6.369573640153554,2.281359483337904,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999906828372,0.9999906828372,0.0
2021-12-22,14:55:00.000000000,50.39,329.11,64.2,185.51,-0.0212072891714104,68.13416421418835,2.0254688130418264,0.17162258585408185,-6.092709230436881,2.2955455788586647,0,-1.0,0.0,0.0,0.0,0.0,0.0,68.13416421418835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84999208041162,0.0,0.14999860242558005,0.9999906828372,0.0
2021-12-22,14:56:00.000000000,50.3258,328.52,64.23,185.215,,,,0.17100127057930647,-5.85153741071376,2.3060220755380225,0,0.0,0.0,-1.0,0.0,-0.0212072891714104,0.0,68.15790806388279,0.0,-0.0003484866948657192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496958694808553,0.0,0.14999860242558005,0.9996944719064353,-0.00029621369063588575
2021-12-22,14:57:00.000000000,50.255,328.2688,64.25,185.05,-0.022505651406853105,68.41467079283817,2.015470218308688,0.17038978425947063,-5.678650011115309,2.3098880104396993,0,-1.0,0.0,-1.0,0.0,-0.0212072891714104,0.0,68.1744088611695,0.0,-0.0002420965923901943,0.0,0.0,0.0,-0.00034848669486575723,0.0,0.0,0.0,0.0,0.0,0.9996944221051146,0.9996944221051146,-4.981654108678161e-8
2021-12-22,14:58:00.000000000,50.3,327.8,64.27,184.955,,,,0.16990562531696116,-5.39506397889987,2.3236352080183837,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005904989198146637,0.0,0.0,0.0,0.0,0.0,0.9996944221051146,0.9996944221051146,0.0
2021-12-22,14:59:00.000000000,50.29,328.17,64.23,184.87,-0.023725327011787912,68.61610120466923,1.9967895757464795,0.16934834963451484,-5.285047899558741,2.3211757707720593,0,-1.0,0.0,0.0,0.0,0.0,0.0,68.61610120466923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8497402587893474,0.0,0.14995416331576716,0.9996944221051146,0.0
2021-12-22,15:00:00.000000000,50.375,328.5502,64.29,184.9321,,,,0.16877872764653565,-5.077284724014817,2.327421965196014,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.67757454747667,0.0,-0.0008959025903274213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8489789742903926,0.0,0.14995416331576716,0.9989331376061598,-0.000761517201778289
2021-12-22,15:01:00.000000000,50.3,327.9802,64.33,184.7499,-0.02489893544376088,68.93007583334128,1.9911375181355988,0.1682748296100534,-4.890812270471244,2.3314334971436765,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.71325179289511,0.0,-0.0005194890130223986,0.0,0.0,0.0,-0.0008959025903273465,0.0,0.0,0.0,0.8485379390409618,0.0,0.14995416331576716,0.9984921023567289,-0.000441506275873217
2021-12-22,15:02:00.000000000,50.33,328.175,64.3735,184.62,,,,0.1677582429613117,-4.72406138382847,2.3334162788344335,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.75366987291629,0.0,-0.0005882137574132752,0.0,0.0,0.0,-0.0014149261917972833,0.0,0.0,0.0,0.8480388173515307,0.0,0.14995416331576716,0.9979929806672979,-0.0004998754504446581
2021-12-22,15:03:00.000000000,50.325,327.81,64.47,184.47,-0.026049239670976394,69.27530324210501,1.9888729432128986,0.16730938416593719,-4.520689223435866,2.3384713984204817,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.84661107386451,0.0,-0.0013517998547569827,0.0,0.0,0.0,-0.002002307670158854,0.0,20.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,-1.552791109619822e-6
2021-12-22,15:04:00.000000000,50.365,327.51,64.5,184.39,,,,0.166937721343497,-4.308773117208695,2.3440168899398675,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.87471304770358,0.0,-0.0004081823840090096,0.0,1.0,0.0,-0.003351400805698068,0.0,19.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:05:00.000000000,50.345,327.355,64.54,184.36,-0.027248753741192514,69.56358023972626,1.9802580642739451,0.1665814863346559,-4.1862824590812835,2.3413568860009977,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.91400128789323,0.0,-0.0005704305462940662,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:06:00.000000000,50.355,327.5062,64.57,184.28,,,,0.16621009814123566,-4.079837643863158,2.3371630966135206,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.94210326173227,0.0,-0.00040778322712165037,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:07:00.000000000,50.36,328.035,64.54,184.29,-0.02845941567786638,69.784785715274,1.9645911507524472,0.16575717474440263,-4.014154817280122,2.3292880046155275,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.9123405150024,0.0,0.0004317063930713131,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:08:00.000000000,50.38,327.99,64.54,184.21,,,,0.1653284533064272,-3.8460793999750607,2.3303066445972944,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.91044248884145,0.0,0.00002754261641325402,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:09:00.000000000,50.39,328.2869,64.49,184.35,-0.02965300235642629,69.95653098440718,1.9442043241081566,0.16485845894418255,-3.730872425562964,2.326504817607012,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.8637640346231,0.0,0.0006773785297621674,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:10:00.000000000,50.435,328.49,64.5,184.56,,,,0.16438664529052252,-3.5643691114837424,2.327003856088721,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.87874635329558,0.0,-0.0002175646202689047,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:11:00.000000000,50.44,328.76,64.48,184.54,-0.030890438215904863,70.18052146836308,1.9301181867950785,0.16387386241229784,-3.4351710066670407,2.3240787200733153,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.85827184675534,0.0,0.0002972543436725829,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:12:00.000000000,50.4213,328.33,64.455,184.3,,,,0.16343046235470884,-3.237823704921553,2.3268916239452495,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.8275777682725,0.0,0.0004457573165813452,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:13:00.000000000,50.465,328.555,64.425,184.54,-0.03212308610575026,70.35299430995515,1.9111302042185674,0.16298145553957422,-3.0833721248048036,2.325823843078564,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.80327184675534,0.0,0.00035314218958861415,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:14:00.000000000,50.44,328.34,64.41,184.39,,,,0.16255692092422525,-2.9339394162601167,2.324205140506942,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.78471304770358,0.0,0.0002697371586208308,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:15:00.000000000,50.44,328.615,64.415,184.495,-0.03335772274802916,70.56933305839765,1.8974806859385296,0.16208952886126432,-2.825050526744377,2.3190347676544203,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.79220420703982,0.0,-0.00010890732845021607,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:16:00.000000000,50.46,328.86,64.41,184.565,,,,0.16159717979448426,-2.6828485472140997,2.316643342095876,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.78886497993064,0.0,0.00004854077795108896,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:17:00.000000000,50.5001,329.215,64.39,184.84,-0.034708802515363554,70.8055750569398,1.8863375290814763,0.16107391748171157,-2.527849743741669,2.31525029917021,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.77538944485887,0.0,0.00019589704054128685,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:18:00.000000000,50.48,329.41,64.37,184.805,,,,0.16050517595160643,-2.3920100102186836,2.312160111155832,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.75455905841346,0.0,0.00030287558694395777,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:19:00.000000000,50.455,329.415,64.37,184.92,-0.03610860443604409,71.04720313231327,1.8761104342865271,0.15992385195241862,-2.2263156909059845,2.3115069224250226,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.75728747101982,0.0,-0.000039683370000832964,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:20:00.000000000,50.455,329.26,64.36,184.89,,,,0.15937894663736693,-2.0221119698194343,2.3139624824690186,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.74657571120946,0.0,0.00015579090165355363,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:21:00.000000000,50.485,328.78,64.37,184.86,-0.03750899470286868,71.3039127607723,1.867728689983344,0.15894537392589228,-1.77306003935486,2.3199751759726435,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.75586395139912,0.0,-0.0001351084049433925,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:22:00.000000000,50.51,328.94,64.345,184.84,,,,0.15850660145570836,-1.6291614828407077,2.3171649531749363,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.73038944485887,0.0,0.00037050667501256043,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:23:00.000000000,50.52,329.07,64.3807,184.81,-0.03891222254253788,71.57206784808643,1.8607136663667831,0.1580576667913435,-1.4920364110273994,2.3137789322061075,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.76537768504853,0.0,-0.0005090650652828412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:24:00.000000000,50.5547,329.46,64.405,184.8,,,,0.15757128224831166,-1.3587346495287562,2.31007386280062,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.7894404317784,0.0,-0.0003499253191057491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:25:00.000000000,50.545,329.26,64.3975,184.7,-0.04030288523241333,71.84144290242673,1.853952605524903,0.15711825892358536,-1.1877579331797108,2.3094218773447923,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.77956789907722,0.0,0.00014351814230807182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:26:00.000000000,50.555,329.28,64.43,184.83,,,,0.15667412956305643,-1.0346573825232142,2.3072790893924386,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.81515219158877,0.0,-0.0005173672007326082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:27:00.000000000,50.575,329.2401,64.47,184.9,-0.04174795436382748,72.1891967618717,1.8550510787767096,0.15625560622363646,-0.8706114186306877,2.3059943697631198,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.85681296447959,0.0,-0.0006054011589603661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:28:00.000000000,50.575,329.21,64.47,185.15,,,,0.1558467014415258,-0.731292581564702,2.3026994753963526,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.86274429623253,0.0,-0.00008614008545540694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:29:00.000000000,50.51,329.045,64.47,184.85,-0.04320679953939522,72.4567768948572,1.8480296727278156,0.1554247774053531,-0.6317458813444148,2.2962464296995457,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.855626698129,0.0,0.00010335919917619741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:30:00.000000000,50.515,329.2592,64.43,184.86,,,,0.1549761754098627,-0.5123315345110626,2.2914344743222395,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.81586395139912,0.0,0.0005774799916381856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:31:00.000000000,50.505,329.2,64.425,184.72,-0.0446673358609461,72.67595028023396,1.8364937370341066,0.15453548441843984,-0.3680814705503934,2.2886183692517523,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.80754240561745,0.0,0.00012092481738725633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:32:00.000000000,50.485,329.3299,64.41,184.6975,,,,0.1540648296129525,-0.2531549299506892,2.2835002545313987,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.79200858575969,0.0,0.0002257575160320952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:33:00.000000000,50.4879,329.46,64.415,184.68,-0.04613955194676602,72.93605245352876,1.829315552476535,0.1535797930921023,-0.11049863212401334,2.2805987205090026,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.796593392537,0.0,-0.00006664737476884066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:34:00.000000000,50.495,329.41,64.475,184.68,,,,0.15311361668065993,0.05784352922380975,2.2797063617325173,0,0.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.85659339253698,0.0,-0.0008721362067686712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
2021-12-22,15:35:00.000000000,50.47,329.44,64.47,184.53,-0.04761521603433634,73.25643581481609,1.8281403108367609,0.1526307568910113,0.18732344982523585,2.2757645580534875,0,-1.0,0.0,-1.0,0.0,-0.023725327011787912,0.0,68.84803459348522,0.0,0.00012429890341747457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979914309926701,0.9979914309926701,0.0
