date,time,PRICE_ASML_ASML_ON_CPRT,PRICE_CPRT_ASML_ON_CPRT,BETA_ASML_ON_CPRT,SPREAD_ASML_ON_CPRT,Z_ASML_ON_CPRT,market_close,SIGNAL_ASML_ON_CPRT,POS_ASML_ON_CPRT,POS_BETA_ASML_ON_CPRT,PAIR_BASE_ASML_ON_CPRT,PAIR_RET_ASML_ON_CPRT,SL_ASML_ON_CPRT,LOSS_ASML_ON_CPRT,COOLDOWN_ASML_ON_CPRT,CAPITAL_ASML_ON_CPRT,REMAINING_CAPITAL,CAPITAL,PORT_RET
2022-05-03,13:29:00.000000000,565.35,28.8,31.792358849667917,-350.26993487043603,0.6913113264016325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:30:00.000000000,565.97,28.6775,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:31:00.000000000,564.45,28.7475,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:32:00.000000000,566.4,28.6988,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:33:00.000000000,566.13,28.775,31.810267359342788,-349.21044326508866,0.6935615261500402,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:34:00.000000000,567.26,28.835,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:35:00.000000000,565.65,28.6825,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:36:00.000000000,565.11,28.69,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:37:00.000000000,563.9475,28.655,31.824893090356138,-347.9948115041552,0.6967623943175918,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:38:00.000000000,564.15,28.635,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:39:00.000000000,564.69,28.5375,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:40:00.000000000,566.025,28.6025,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:41:00.000000000,566.24,28.61,31.85676822834136,-345.1821390128463,0.7092065316527983,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:42:00.000000000,568.055,28.61,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:43:00.000000000,567.14,28.61,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:44:00.000000000,565.72,28.625,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:45:00.000000000,564.57,28.5025,32.22117619827056,-353.8140745912067,0.6555806449938618,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:46:00.000000000,564.41,28.5025,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:47:00.000000000,564.22,28.4975,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:48:00.000000000,563.85,28.515,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:49:00.000000000,564.32,28.4638,32.29062137648977,-354.7937887361294,0.6461931155486196,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:50:00.000000000,564.76,28.525,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:51:00.000000000,565.2,28.53,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:52:00.000000000,565.57,28.5175,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:53:00.000000000,565.8,28.5175,32.358016666171714,-356.96974027755186,0.6298222297114618,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:54:00.000000000,567.3,28.535,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:55:00.000000000,566.78,28.5,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:56:00.000000000,568.8,28.5725,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:57:00.000000000,568.32,28.63,32.378229041179736,-358.66869744897576,0.6161719348510973,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:58:00.000000000,568.35,28.5525,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,13:59:00.000000000,568.8101,28.63,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:00:00.000000000,570.3,28.6575,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:01:00.000000000,570.75,28.61,32.43031022135262,-357.0811754328985,0.6219245703848116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:02:00.000000000,571.35,28.61,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:03:00.000000000,571.1201,28.6333,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:04:00.000000000,571.29,28.6825,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:05:00.000000000,571.06,28.64,32.477596168173235,-359.09835425648157,0.6063374028838137,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:06:00.000000000,570.15,28.645,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:07:00.000000000,568.99,28.5875,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:08:00.000000000,568.325,28.5575,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:09:00.000000000,568.24,28.54,32.51605195686062,-359.76812284880214,0.5987309400294085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:10:00.000000000,568.35,28.5325,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:11:00.000000000,569.49,28.555,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:12:00.000000000,568.8,28.505,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:13:00.000000000,569.71,28.52,32.498604832045906,-357.15020980994916,0.610911055263353,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:14:00.000000000,570.75,28.5825,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:15:00.000000000,568.17,28.505,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:16:00.000000000,566.85,28.455,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:17:00.000000000,567.83,28.5075,32.49638656138541,-358.56073989869446,0.5988575120307285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:18:00.000000000,567.75,28.4825,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:19:00.000000000,567.91,28.4725,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:20:00.000000000,568.95,28.465,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:21:00.000000000,567.91,28.455,32.45286573909211,-355.53629460586603,0.6137925951634267,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:22:00.000000000,568.425,28.475,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:23:00.000000000,567.9,28.4475,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:24:00.000000000,567.63,28.46,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:25:00.000000000,569.12,28.51,32.46088359097786,-356.3397911787788,0.6054175820258688,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:26:00.000000000,570.15,28.505,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:27:00.000000000,569.91,28.55,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:28:00.000000000,570.545,28.5419,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:29:00.000000000,571.47,28.575,32.47638703202078,-356.5427594399938,0.6007347400886945,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:30:00.000000000,571.085,28.5663,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:31:00.000000000,570.8593,28.52,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:32:00.000000000,572.29,28.58,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:33:00.000000000,572.3965,28.5763,32.507572659309886,-356.54964858423716,0.5972160883586958,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:34:00.000000000,571.4633,28.5875,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:35:00.000000000,571.57,28.56,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:36:00.000000000,571.035,28.4975,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:37:00.000000000,570.03,28.4675,32.46120349997515,-354.0593106355426,0.6094178786110354,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:38:00.000000000,569.85,28.4275,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:39:00.000000000,569.325,28.44,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:40:00.000000000,568.81,28.3998,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:41:00.000000000,568.3,28.395,32.385852038858495,-351.29626864338695,0.6235484445587158,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:42:00.000000000,568.37,28.385,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:43:00.000000000,567.4725,28.3575,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:44:00.000000000,567.47,28.3625,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:45:00.000000000,567.45,28.34,32.32839181345831,-348.73662399340844,0.6365223892305099,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:46:00.000000000,567.54,28.3313,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:47:00.000000000,566.925,28.325,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:48:00.000000000,568.19,28.325,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:49:00.000000000,567.97,28.3175,32.2890917831959,-346.3763565706498,0.648438110716977,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:50:00.000000000,568.25,28.2875,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:51:00.000000000,568.73,28.335,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:52:00.000000000,568.79,28.3025,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:53:00.000000000,569.7,28.3075,32.15394901754488,-340.49791181415173,0.6832951948041162,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:54:00.000000000,569.25,28.28,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:55:00.000000000,569.7,28.335,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:56:00.000000000,570.3,28.3575,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:57:00.000000000,569.485,28.3513,32.08260562483633,-340.0985768514223,0.6829623748093232,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:58:00.000000000,569.99,28.4013,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,14:59:00.000000000,569.33,28.4263,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,15:00:00.000000000,569.99,28.3963,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,15:01:00.000000000,568.9,28.4125,32.05822635892417,-341.9543564229332,0.6678666686727992,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-05-03,15:02:00.000000000,569.1,28.4288,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
