date,time,PRICE_ANSS_ANSS_ON_NXPI,PRICE_NXPI_ANSS_ON_NXPI,BETA_ANSS_ON_NXPI,SPREAD_ANSS_ON_NXPI,Z_ANSS_ON_NXPI,market_close,SIGNAL_ANSS_ON_NXPI,POS_ANSS_ON_NXPI,POS_BETA_ANSS_ON_NXPI,PAIR_BASE_ANSS_ON_NXPI,PAIR_RET_ANSS_ON_NXPI,SL_ANSS_ON_NXPI,LOSS_ANSS_ON_NXPI,COOLDOWN_ANSS_ON_NXPI,CAPITAL_ANSS_ON_NXPI,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-01-20,14:40:00.000000000,249.935,166.6189,0.6427979464125063,142.83271324648928,-0.9939862303963771,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:41:00.000000000,250.015,166.565,0.642716180636923,142.9609793722109,-0.9796192549287658,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:42:00.000000000,250.12,166.47,0.6425791431017152,143.14985004785748,-0.9585417804501805,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:43:00.000000000,250.995,166.645,0.6421895496780414,143.9773224939028,-0.8676002068672392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:44:00.000000000,250.2,166.75,0.6421049055364915,143.12900700179006,-0.9599198583082841,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:45:00.000000000,250.325,166.17,0.6417935437919082,143.6781668280986,-0.8976741437347888,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:46:00.000000000,249.768,165.68,0.6415168709649656,143.4814848185245,-0.9188803061990348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:47:00.000000000,249.768,165.38,0.6411384655792016,143.73652056251166,-0.8886139226531983,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:48:00.000000000,249.768,165.44,0.6407683466508693,143.7592847300802,-0.8849608556332103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:49:00.000000000,249.975,165.28,0.6402389237725087,144.15631067887978,-0.8370088764863889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:50:00.000000000,250.355,165.48,0.6396248400119001,144.50988147483076,-0.7931277639924502,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:51:00.000000000,250.485,165.82,0.6390905665275634,144.51100225839946,-0.7913238717091017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:52:00.000000000,250.53,166.02,0.6386268613085633,144.5051684855523,-0.7903242772997351,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:53:00.000000000,250.06,165.795,0.6382961421905862,144.23369110551178,-0.8228405994398008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:54:00.000000000,250.06,165.93,0.6380115630534392,144.19474134254284,-0.8263790145975544,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:55:00.000000000,250.06,165.9,0.6377637377112348,144.25499591370613,-0.8170853661515035,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:56:00.000000000,249.945,165.71,0.637508146905895,144.30352497622414,-0.8089478281281886,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:57:00.000000000,250.04,166.0,0.6373229354010616,144.24439272342377,-0.8150042890053049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:58:00.000000000,250.23,166.06,0.6370732917980882,144.43760916400947,-0.786982619580831,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,14:59:00.000000000,249.73,166.125,0.6370250829297668,143.9042080982925,-0.8582608937368685,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:00:00.000000000,249.54,165.89,0.6370193426050114,143.86486125525465,-0.8618634206663479,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:01:00.000000000,249.54,166.22,0.6370726463405931,143.6457847252666,-0.8909029786322795,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:02:00.000000000,249.54,166.3,0.6371318057722588,143.58498070007334,-0.8978620225977485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:03:00.000000000,249.54,166.3635,0.6371936313040724,143.53423731854497,-0.9033320949782877,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:04:00.000000000,249.865,166.0,0.6370540645550796,144.1140252838568,-0.8164827740147583,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:05:00.000000000,250.38,166.235,0.6368024721545056,144.52114104139577,-0.7533865872638306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:06:00.000000000,250.83,166.27,0.6363877614327632,145.01780690657446,-0.6754471931459969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:07:00.000000000,250.83,166.37,0.6360067994145346,145.0175487814039,-0.6718885580261547,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:08:00.000000000,250.5431,166.08,0.6356410222671524,144.97583902187134,-0.674691315240732,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:09:00.000000000,250.5431,165.965,0.6352412303566579,145.1152892038573,-0.6493317101960409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:10:00.000000000,250.9999,165.775,0.6345717118103432,145.80377447464036,-0.5361088124608581,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:11:00.000000000,250.1,165.48,0.6341838101118563,145.15526310269001,-0.6361223495408869,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:12:00.000000000,250.1,165.5,0.6338112470649199,145.20423861075574,-0.6243855911337124,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:13:00.000000000,250.37,165.76,0.6334083408632302,145.376233418511,-0.5920339463670237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:14:00.000000000,250.495,165.74,0.6329526077468499,145.58943479203708,-0.55204520962046,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:15:00.000000000,250.68,165.69,0.6324007996912447,145.89751149915767,-0.4949468095393453,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:16:00.000000000,250.68,165.58,0.6318062130409394,146.06552724468125,-0.4608262754930316,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:17:00.000000000,250.42,165.21,0.6311778681163004,146.143104408506,-0.44185893909705926,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:18:00.000000000,250.37,165.27,0.6306029099332864,146.15025707532575,-0.4350270749731717,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:19:00.000000000,250.495,165.215,0.6299383505071409,146.41973542096272,-0.3806770491309118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:20:00.000000000,250.415,165.1193,0.6292561627175708,146.5126628913886,-0.3574586082315121,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:21:00.000000000,250.645,165.215,0.6285218300606251,146.80376584653385,-0.2967965571354589,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:22:00.000000000,250.8125,165.21,0.6277103561176439,147.10847206580405,-0.23200142795634446,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:23:00.000000000,250.8125,165.05,0.6268341838077933,147.3535179625237,-0.17701801323472197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:24:00.000000000,250.735,164.71,0.6258231941868733,147.6556616854801,-0.10938436941889668,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:25:00.000000000,250.735,164.37,0.6246304199460786,148.06449787346307,-0.018488910349379325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:26:00.000000000,250.735,164.3992,0.6234657652188442,148.23772697063418,0.02754107883021254,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:27:00.000000000,250.735,164.44,0.6223280476207509,148.39937584924374,0.07246261021869763,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:28:00.000000000,250.365,164.52,0.6214378766609534,148.12604053173993,0.02759391792088279,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:29:00.000000000,251.01,164.8,0.620381861711413,148.77106918995912,0.17705777981508483,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:30:00.000000000,251.01,164.9,0.6194049681260156,148.87012075602001,0.21260487183995053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:31:00.000000000,250.905,164.83,0.618447698182692,148.96626590854686,0.24863680558491513,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:32:00.000000000,250.7962,164.89,0.6175876044689276,148.96217989911855,0.2631517178394307,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:33:00.000000000,250.7962,164.64,0.6166036781682521,149.27857042637896,0.35143485269899527,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:34:00.000000000,250.7,164.54,0.6156225394644983,149.40546735651145,0.3981752442312823,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:35:00.000000000,251.06,164.6975,0.614552242641673,149.84478201752307,0.5206439841364293,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:36:00.000000000,251.06,164.79,0.61352863927965,149.9566155331065,0.5675943528027202,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:37:00.000000000,251.06,164.67,0.6124493511200437,150.2079653510624,0.6503396206496584,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:38:00.000000000,250.96,164.68,0.6114357089268325,150.26876745392923,0.6871550736863751,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:39:00.000000000,250.96,164.61,0.610361689368103,150.48836231311657,0.765520846965933,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:40:00.000000000,250.96,164.67,0.6093706553626761,150.61493418142814,0.8218332220083976,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:41:00.000000000,250.74,164.73,0.6085313161496364,150.4966362906704,0.8144547260171534,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:42:00.000000000,250.78,164.8019,0.6077045440865407,150.62913649590433,0.8726481880786952,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:43:00.000000000,250.78,164.78,0.6068864403710509,150.77725235565822,0.9357113448592279,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:44:00.000000000,250.78,164.84,0.6060823024451514,150.87339326494123,0.9847061669471454,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:45:00.000000000,250.78,164.91,0.6057001590100256,150.89398677765666,1.0119868721806584,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:46:00.000000000,251.17,164.93,0.6041335925259473,151.53024658469548,1.2147704213517796,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:47:00.000000000,250.95,165.07,0.602777034072619,151.44959498563279,1.2128826989082702,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:48:00.000000000,251.11,165.105,0.6017037659018089,151.76569973078188,1.326576019468551,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:49:00.000000000,251.18,165.05,0.6006269691013133,152.04651874982824,1.4305769729112265,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:50:00.000000000,250.91,164.94,0.5997090038772419,151.99399690048773,1.4358536116474039,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:51:00.000000000,251.01,165.14,0.5990150197456187,152.08865963920852,1.4850220448325477,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:52:00.000000000,251.3,164.985,0.5980314527480972,152.63378076835517,1.6709408743519638,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:53:00.000000000,251.38,165.025,0.5969675449064684,152.86543090181004,1.7596107627324826,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:54:00.000000000,251.46,165.15,0.5956073949779189,153.0954387193967,1.847528389880473,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-01-20,15:55:00.000000000,251.41,165.24,0.5941712651047254,153.22914015409515,1.9024934950732135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
