date,time,PRICE_CDW_CDW_ON_MELI,PRICE_MELI_CDW_ON_MELI,PRICE_ROST_ROST_ON_TXN,PRICE_TXN_ROST_ON_TXN,PRICE_KHC_KHC_ON_MSFT,PRICE_MSFT_KHC_ON_MSFT,BETA_KHC_ON_MSFT,SPREAD_KHC_ON_MSFT,Z_KHC_ON_MSFT,BETA_ROST_ON_TXN,SPREAD_ROST_ON_TXN,Z_ROST_ON_TXN,BETA_CDW_ON_MELI,SPREAD_CDW_ON_MELI,Z_CDW_ON_MELI,market_close,SIGNAL_KHC_ON_MSFT,SIGNAL_ROST_ON_TXN,SIGNAL_CDW_ON_MELI,POS_KHC_ON_MSFT,POS_ROST_ON_TXN,POS_CDW_ON_MELI,POS_BETA_KHC_ON_MSFT,POS_BETA_ROST_ON_TXN,POS_BETA_CDW_ON_MELI,PAIR_BASE_KHC_ON_MSFT,PAIR_BASE_ROST_ON_TXN,PAIR_BASE_CDW_ON_MELI,PAIR_RET_KHC_ON_MSFT,PAIR_RET_ROST_ON_TXN,PAIR_RET_CDW_ON_MELI,SL_KHC_ON_MSFT,SL_ROST_ON_TXN,SL_CDW_ON_MELI,LOSS_KHC_ON_MSFT,LOSS_ROST_ON_TXN,LOSS_CDW_ON_MELI,COOLDOWN_KHC_ON_MSFT,COOLDOWN_ROST_ON_TXN,COOLDOWN_CDW_ON_MELI,CAPITAL_KHC_ON_MSFT,CAPITAL_ROST_ON_TXN,CAPITAL_CDW_ON_MELI,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-10-19,13:45:00.000000000,186.29,1605.5355,108.63,194.89,36.645,308.53,,,,0.3015861209399209,49.85388089001882,-1.1115371924320105,0.11271064726096211,5.329054594547557,-1.2424174662086962,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:46:00.000000000,186.13,1612.69,108.71,194.91,36.64,308.85,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:47:00.000000000,186.33,1614.74,108.88,195.07,36.69,309.05,0.018360381924591898,31.01572396620487,1.5321160296579945,0.301661683971771,50.03485530762663,-1.101593683281345,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:48:00.000000000,186.33,1612.02,108.69,195.5,36.66,309.04,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:49:00.000000000,186.19,1609.78,108.57,195.345,36.65,308.9,,,,0.30153204005261086,49.667223635922724,-1.1168688366347288,0.11355925183586797,3.384587579656454,-1.2679523926886453,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:50:00.000000000,186.21,1611.76,108.81,195.78,36.65,309.07,0.017978530695167274,31.09337551804465,1.5414184853317159,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:51:00.000000000,186.34,1609.5,108.9,195.84,36.65,308.89,,,,0.301435754485806,49.86682184149976,-1.1060604712376791,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:52:00.000000000,186.69,1611.42,108.91,195.92,36.6699,308.866,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:53:00.000000000,186.46,1611.41,108.78,195.63,36.63,309.02,0.017575265914966214,31.198891326957146,1.5580482797507809,0.3013876634694774,49.81953139546614,-1.1066099229446535,0.11445013016280552,2.0339157543535578,-1.2848279805895073,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:54:00.000000000,186.46,1613.95,108.65,195.7,36.598,309.07,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:55:00.000000000,186.34,1611.975,108.58,195.6164,36.6,308.6,,,,0.3013814513435307,49.62484546140335,-1.1139102745597842,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:56:00.000000000,186.25,1610.02,108.645,195.63,36.63,308.299,0.017197908830428394,31.32790190548776,1.5807271116540937,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:57:00.000000000,186.3,1606.74,108.46,195.72,36.64,307.92,,,,0.30121339304082617,49.506514714049494,-1.1176679782047794,0.11535385371160366,0.9563490874179479,-1.2977049701452714,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:58:00.000000000,186.35,1605.19,108.5,195.565,36.665,308.0841,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,13:59:00.000000000,186.36,1605.03,108.37,195.48,36.655,308.1,0.01683996601735125,31.46660647005408,1.605684005083043,0.3010372777038709,49.52323295444732,-1.115217035657039,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:00:00.000000000,186.51,1600.58,108.1328,195.4606,36.6897,308.1,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:01:00.000000000,186.8,1596.72,108.18,195.35,36.73,308.04,,,,0.30078164522441986,49.42230560540959,-1.1181472333362028,0.11641140609481969,0.9235796602795006,-1.295461743962649,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:02:00.000000000,186.705,1601.35,108.32,195.54,36.73,308.09,0.016556015079903334,31.62925731403258,1.6365754847581349,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:03:00.000000000,186.781,1601.35,108.25,195.37,36.71,308.21,,,,0.3006208913746224,49.51769645214002,-1.1120856274593167,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:04:00.000000000,186.55,1603.5263,108.29,195.28,36.67,308.36,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:05:00.000000000,186.96,1603.9,108.29,195.47,36.68,308.5383,0.016197895327954282,31.682328911935045,1.6377226304602235,0.300454291352418,49.56019966934286,-1.1084711807692516,0.116943645924215,-0.6059136978484219,-1.3148126203103838,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:06:00.000000000,186.84,1603.9,108.3,195.35,36.615,308.4,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:07:00.000000000,186.84,1603.52,108.39,195.505,36.61,308.455,,,,0.3002798304743766,49.683791743107,-1.1010523802374743,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:08:00.000000000,186.975,1603.07,108.39,195.595,36.625,308.68,0.01580754603957273,31.74552668850469,1.6414839660668465,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:09:00.000000000,186.915,1602.165,108.46,195.71,36.595,308.61,,,,0.3001103188711405,49.72540949372909,-1.0973355465130998,0.11756208388892417,-1.4388561338981845,-1.3240527896737966,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:10:00.000000000,186.69,1602.165,108.48,195.675,36.6,308.55,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:11:00.000000000,186.88,1600.0,108.61,195.89,36.61,308.83,0.015377837644805173,31.86086240015482,1.6591536916643759,0.3000118548615333,49.84067775117424,-1.0902841766199305,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:12:00.000000000,186.72,1599.01,108.57,195.8415,36.5999,308.73,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:13:00.000000000,186.72,1599.68,108.63,195.91,36.565,308.7899,,,,0.29993337960917643,49.87005160076624,-1.087153500953508,0.11833510907842029,-2.5783072905673805,-1.337674650035764,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:14:00.000000000,186.5,1599.5,108.58,195.905,36.52,308.78,0.014870134714431644,31.9283998028778,1.6641182631686715,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:15:00.000000000,186.5,1599.5,108.545,195.97,36.5437,308.775,,,,0.29979740574091396,49.793702396953094,-1.0888104164844914,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:16:00.000000000,186.51,1600.3941,108.5711,195.955,36.54,308.71,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:17:00.000000000,186.51,1599.99,108.53,195.77,36.515,308.35,0.014401649593417793,32.07425134786963,1.6899215560994012,0.2998065647660174,49.836868815756766,-1.085012524234601,0.11906641255227354,-3.9950694195121628,-1.3552400386897032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:18:00.000000000,186.05,1595.63,108.51,195.84,36.485,308.37,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:19:00.000000000,186.24,1594.64,108.56,195.92,36.4722,308.47,,,,0.299698382750633,49.84309285149599,-1.0828861533362637,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:20:00.000000000,185.931,1594.64,108.575,195.965,36.43,308.39,0.013871916706395634,32.15203960691465,1.6973217425563836,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:21:00.000000000,186.14,1594.89,108.55,195.99,36.445,308.336,,,,0.29958046526274995,49.835224613153635,-1.08138215578477,0.11990883586214582,-5.101403228177759,-1.3682701519745615,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:22:00.000000000,186.14,1592.49,108.5,195.985,36.42,308.5078,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:23:00.000000000,186.14,1592.49,108.6,195.97,36.425,308.47,0.013279108730725334,32.328793329833154,1.7308978651803681,0.29958370691003794,49.89058095683986,-1.0770051856667893,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:24:00.000000000,186.14,1596.209,108.48,195.96,36.4369,308.53,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:25:00.000000000,186.05,1595.18,108.47,195.935,36.425,308.5,,,,0.29951484782167714,49.784558292059685,-1.0799561662828234,0.12083267023666451,-6.699858908122479,-1.388329975122235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:26:00.000000000,186.05,1591.45,108.387,195.89,36.425,308.5322,0.01266917107295924,32.516152776683526,1.766829917277297,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:27:00.000000000,186.05,1591.45,108.31,196.0,36.39,308.69,,,,0.2992410247653794,49.65875914598564,-1.0837620530053802,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:28:00.000000000,186.05,1591.45,108.29,195.99,36.4064,308.68,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:29:00.000000000,186.16,1593.37,108.42,196.0503,36.39,308.65,0.012028206526954167,32.6774940554556,1.7953804182514774,0.29909015206000955,49.78328596158951,-1.0761918568894326,0.12156746851328958,-7.5419573050201905,-1.3974335633358526,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-10-19,14:30:00.000000000,185.89,1592.06,108.44,195.9741,36.37,308.45,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
