date,time,PRICE_ALXN_ALXN_ON_BIIB,PRICE_BIIB_ALXN_ON_BIIB,PRICE_CSCO_CSCO_ON_MNST,PRICE_MNST_CSCO_ON_MNST,PRICE_CMCSA_CMCSA_ON_REGN,PRICE_REGN_CMCSA_ON_REGN,PRICE_GOOG_GOOG_ON_GOOGL,PRICE_GOOGL_GOOG_ON_GOOGL,BETA_GOOG_ON_GOOGL,SPREAD_GOOG_ON_GOOGL,Z_GOOG_ON_GOOGL,BETA_CMCSA_ON_REGN,SPREAD_CMCSA_ON_REGN,Z_CMCSA_ON_REGN,BETA_CSCO_ON_MNST,SPREAD_CSCO_ON_MNST,Z_CSCO_ON_MNST,BETA_ALXN_ON_BIIB,SPREAD_ALXN_ON_BIIB,Z_ALXN_ON_BIIB,market_close,SIGNAL_GOOG_ON_GOOGL,SIGNAL_CMCSA_ON_REGN,SIGNAL_CSCO_ON_MNST,SIGNAL_ALXN_ON_BIIB,POS_GOOG_ON_GOOGL,POS_CMCSA_ON_REGN,POS_CSCO_ON_MNST,POS_ALXN_ON_BIIB,POS_BETA_GOOG_ON_GOOGL,POS_BETA_CMCSA_ON_REGN,POS_BETA_CSCO_ON_MNST,POS_BETA_ALXN_ON_BIIB,PAIR_BASE_GOOG_ON_GOOGL,PAIR_BASE_CMCSA_ON_REGN,PAIR_BASE_CSCO_ON_MNST,PAIR_BASE_ALXN_ON_BIIB,PAIR_RET_GOOG_ON_GOOGL,PAIR_RET_CMCSA_ON_REGN,PAIR_RET_CSCO_ON_MNST,PAIR_RET_ALXN_ON_BIIB,SL_GOOG_ON_GOOGL,SL_CMCSA_ON_REGN,SL_CSCO_ON_MNST,SL_ALXN_ON_BIIB,LOSS_GOOG_ON_GOOGL,LOSS_CMCSA_ON_REGN,LOSS_CSCO_ON_MNST,LOSS_ALXN_ON_BIIB,COOLDOWN_GOOG_ON_GOOGL,COOLDOWN_CMCSA_ON_REGN,COOLDOWN_CSCO_ON_MNST,COOLDOWN_ALXN_ON_BIIB,CAPITAL_GOOG_ON_GOOGL,CAPITAL_CMCSA_ON_REGN,CAPITAL_CSCO_ON_MNST,CAPITAL_ALXN_ON_BIIB,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-02-24,14:29:00.000000000,153.39,278.4,45.23,44.0,52.59,466.38,102.0385,101.6835,1.0290605361852263,-2.5999770311904484,-0.8357632360753597,0.023482810355915144,41.6380869062083,0.9170400011967933,0.4032825889308505,27.485566087042574,1.6485909489686559,0.0821733692934047,130.51293398871613,-0.9622057785725241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-02-24,14:30:00.000000000,153.6,278.95,45.15,43.695,52.705,464.5,102.771,102.2,1.0290842704534326,-2.4014124403408204,-0.7982114147356106,,,,,,,0.08269281925350998,130.53283806923338,-0.9588201687636921,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-02-24,14:31:00.000000000,153.48,279.1,45.25,43.85,52.8125,463.839,102.5135,102.092,1.0290313951875858,-2.542373197491017,-0.819622314008207,,,,,,,0.08321796016559402,130.2538673177827,-0.9738396913050644,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-02-24,14:32:00.000000000,153.72,280.98,45.25,43.97,52.97,465.5113,102.812,102.2555,1.0290486142587727,-2.4138805753379273,-0.7942576663934525,,,,0.4024839807808631,27.55277936506545,1.6458238311604825,0.08354310826713901,130.24605743909927,-0.9721641267888644,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.94722063493455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.050000000000000044,1.0,0.0
2021-02-24,14:33:00.000000000,153.4,281.31,45.23,43.805,52.98,465.9899,102.825,102.2078,1.0291685194396094,-2.364050201179708,-0.7826762979428681,0.023484744379216917,42.03634631520315,1.5547386997720682,,,,0.08379722065467649,129.82700385763297,-0.9957972726899603,0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.4024839807808631,0.0,0.0,63.92365368479685,62.8608107781057,0.0,0.0,0.0,-0.0007372820652081529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04750000000000004,0.9492995820380522,0.0,0.0025000000000000022,0.9992995820380524,-0.0007004179619476414
2021-02-24,14:34:00.000000000,153.56,280.3,45.23,43.75,52.99,465.5,102.8125,102.2835,1.0290965179073248,-2.447093689373858,-0.7944040308611804,,,,,,,0.08419634120367184,129.95976556061078,-0.9855072023586547,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.023484744379216917,0.4024839807808631,0.0,0.0,63.922148508525474,62.83867415916276,0.0,0.0,-0.0003364196980576745,-0.00035215293390167827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000737282065208178,0.0,0.0,0.0,0.0,0.0,0.0,0.047484020064342304,0.9489652834050859,0.0,0.0025000000000000022,0.9989493034694281,-0.0003505240819873596
2021-02-24,14:35:00.000000000,153.57,279.55,45.211,43.51,52.91,465.645,102.251,101.938,1.0294076758190225,-2.6847596576395176,-0.8333965638483626,,,,0.4013914197004855,27.746459328831875,1.6681933429723623,0.08467565863412024,129.89891962883166,-0.987156917704476,0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.023484744379216917,0.4024839807808631,0.0,0.0,63.84555379646046,62.723078003775356,0.0,0.0,0.001304794814959482,-0.0012348471132739996,0.0,0.0,0.0,0.0,0.0,0.0,-0.00033641969805764393,-0.0010891753630674073,0.0,0.0,0.0,30.0,0.0,0.0,0.04754597696751568,0.0,0.0,0.9514638363778471,0.9990098133453629,0.00006057352032240282
2021-02-24,14:36:00.000000000,153.58,278.8,45.13,43.495,52.71,464.5512,101.9065,101.4495,1.0297999516597294,-2.566190195903715,-0.8099370985048343,,,,,,,0.08522165323807158,129.82020307722564,-0.989936765282954,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.023484744379216917,0.4024839807808631,0.0,0.0,63.61986618305848,62.63604074406364,0.0,0.0,0.002730219666567834,0.0011951381002662125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0023226775112885623,0.0,0.0,0.0,29.0,0.0,0.0,0.047675787928898566,0.0,0.0,0.9514638363778471,0.9991396243067457,0.00012993962586631155
2021-02-24,14:37:00.000000000,153.84,278.355,45.22,43.525,52.77,464.35,102.5045,101.865,1.0297703429793457,-2.3930559875910546,-0.7768300685636855,0.023476349447666266,41.868757133976175,1.2784588118524085,,,,0.08574293594540003,129.97302506491818,-0.9785593642685321,0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.023484744379216917,0.4024839807808631,0.0,0.0,63.67514105248938,62.73811526348706,0.0,0.0,-0.0010173729442130971,-0.0012440997172056478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.047627283872165666,0.0,0.0,0.9514638363778471,0.9990911202500128,-0.000048545824380262205
2021-02-24,14:38:00.000000000,153.72,278.517,45.24,43.535,52.82,463.0,102.424,101.9615,1.0292406156041976,-2.5189170279273867,-0.7966389659888701,,,,0.4003080688969314,27.812588220572096,1.6645894196684483,0.08628365337188064,129.6885357138239,-0.9940247709902709,0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.023484744379216917,0.4024839807808631,0.0,0.0,63.69343664757743,62.762140103294875,0.0,0.0,-0.001283144466764424,-0.0002546324530965321,0.0,0.0,0.0,0.0,0.0,0.0,-0.001017372944213113,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.047566171186398075,0.0,0.0,0.9514638363778471,0.9990300075642452,-0.00006116828037896165
2021-02-24,14:39:00.000000000,153.76,278.44,45.25,43.545,52.87,464.27,102.644,102.0885,1.0292501333236659,-2.430602235813055,-0.7786730473763264,,,,,,,0.08682100531345094,129.58555928052272,-0.9983647913736354,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.023484744379216917,0.4024839807808631,0.0,0.0,63.773262272939036,62.776164943102685,0.0,0.0,-0.00031674181360339933,-0.00009520325760644898,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022992119745135486,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.04755110499107033,0.0,0.0,0.9514638363778471,0.9990149413689174,-0.000015080823612591154
2021-02-24,14:40:00.000000000,153.53,277.54,45.16,43.44,52.78,462.4288,102.25,101.6445,1.0288794809364443,-2.329940400044407,-0.7585308718507522,,,,,,,0.08747077972726257,129.25335979449554,-1.0167310526848916,0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.023484744379216917,0.4024839807808631,0.0,0.0,63.64002216158802,62.643904125120685,177.80664020550446,0.0,0.0007332208982638143,0.000760466684469783,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026152255315462503,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.04758597045498531,0.0,0.9038906445589547,0.04757319181889241,0.9990498068328325,0.000034899842305954964
2021-02-24,14:41:00.000000000,153.57,277.95,45.18,43.46,52.82,464.28,102.281,101.747,1.0282704857695149,-2.342437115590826,-0.7586238892344537,0.023468476018281278,41.92405595423237,1.369800252373972,0.39935035369417554,27.82423362845113,1.6502153549654563,0.08808415537275867,129.08700901414173,-1.0249155779650339,0,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.72349712038283,62.67195380473631,177.88250322519264,0.0,0.00005460335613944401,-0.00019076589416448163,0.000023266736872321296,0.0,0.0,0.0,0.0,0.0,-0.0018839221712959597,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.04758856880867731,0.0,0.903911675144743,0.04757319181889241,0.9990734357723128,0.000023651412891192185
2021-02-24,14:42:00.000000000,153.77,277.91,45.2,43.45,52.92,464.43,102.283,101.7785,1.0282226954453104,-2.3679636083805207,-0.7611013402051203,,,,,,,0.0886441693147285,129.1348989057438,-1.019999569268348,0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.82701983203972,62.6879289649285,178.07900439400356,0.0,-0.0015139986457563244,-0.000383342760984674,0.0011440070130533662,0.0,0.0,0.0,0.0,0.0,-0.0018294216836296506,0.0,0.0,0.0,40.0,23.0,0.0,0.0,0.0,0.0,0.9049457564402893,0.0951616515454378,1.000107407985727,0.0010349311435900502
2021-02-24,14:43:00.000000000,153.54,277.71,45.175,43.4025,52.99,463.49,102.354,101.8,1.0283110778807436,-2.328067728259697,-0.7517640052592138,,,,,,,0.0892816833467523,128.7455837177734,-1.0418036691921158,0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.874944172323254,62.64381097584141,177.8315102380581,0.0,-0.0014425812133914504,0.0000938300404884531,-0.0011933234059664207,0.0,1.0,0.0,0.0,0.0,-0.0033406505874343795,0.0,0.0,0.0,39.0,22.0,0.0,0.0,0.0,0.0,0.9038658634879991,0.0951616515454378,0.9990275150334369,-0.0010797769756201766
2021-02-24,14:44:00.000000000,153.65,277.39,45.19,43.46,52.88,462.7,102.191,101.6949,1.0287059974757358,-2.4231535426952036,-0.7670877868284842,,,,0.3984063615202934,27.875259528328044,1.6438374922293402,0.08989933127095612,128.71282449874948,-1.0418087549979336,0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.74639122426367,62.68195380473631,177.91351958854537,0.0,0.0014316576417461196,0.00012998616731726807,0.0007759628725416552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001193323405966451,0.0,38.0,21.0,0.0,0.0,0.0,0.0,0.9045672298398236,0.0951616515454378,0.9997288813852614,0.0007020490840044788
2021-02-24,14:45:00.000000000,153.61,277.37,45.26,43.35,52.9,463.14,102.1725,101.635,1.0279970476512104,-2.307979938030769,-0.7438150965580244,0.023452268492573206,42.03831637034965,1.5634693917808187,,,,0.0905313781921987,128.49931163082985,-1.0528365043023562,0,0.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.77672451179052,62.707680566850414,177.87177017295085,0.0,-0.00015164328972181379,-0.0018230643901412978,-0.00021499537805739233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004182865080827325,0.0,37.0,20.0,0.0,0.0,0.0,0.0,0.9043727520662659,0.0951616515454378,0.9995344036117036,-0.00019453051440133297
2021-02-24,14:46:00.000000000,153.55,277.835,45.37,43.35,52.935,464.225,102.6445,102.0,1.0281445126034,-2.226240285546794,-0.726539038003004,,,,,,,0.09115910381656588,128.22281039112443,-1.067684232516827,0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.837205459441975,62.81768056685041,177.852444085524,0.0,-0.0001492558989414943,-0.0017541710840784865,-0.0005659915144223424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000633191956474155,0.0,36.0,19.0,0.0,0.0,0.0,0.0,0.9038608847627215,0.0951616515454378,0.9990225363081593,-0.000512105738126453
2021-02-24,14:47:00.000000000,153.71,277.86,45.44,43.375,52.9,464.63,102.811,102.2675,1.0279463072549428,-2.3144989771948588,-0.7407375499286846,,,,0.39653841589926553,28.240146210369357,1.698898842415483,0.09173976998205498,128.21918751278622,-1.065886626225997,0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.81171678091555,62.897742666369936,178.01463085501717,0.0,0.0006972630013051731,-0.0009541565358608181,0.000887326746158993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001198825089622213,0.0,35.0,18.0,0.0,0.0,0.0,0.0,0.9046629047005785,0.0951616515454378,0.9998245562460163,0.0008028046502542659
2021-02-24,14:48:00.000000000,153.66,278.14,45.425,43.38,52.865,465.55,102.8025,102.284,1.0268518858254942,-2.228018289774866,-0.7224477130753089,,,,,,,0.09232186483714276,127.98159651419711,-1.0783688527808566,0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.798322745744436,62.88475508627384,177.9891226733408,0.0,0.0008870779174179042,0.0002704774318236819,-0.00041845896579321095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00031256209302910065,0.0,34.0,17.0,0.0,0.0,0.0,0.0,0.904284340397086,0.0951616515454378,0.9994459919425238,-0.0003786307318894553
