date,time,PRICE_FAST_FAST_ON_PCAR,PRICE_PCAR_FAST_ON_PCAR,PRICE_INTC_INTC_ON_MU,PRICE_MU_INTC_ON_MU,PRICE_ISRG_ISRG_ON_PCAR,PRICE_PCAR_ISRG_ON_PCAR,PRICE_MELI_MELI_ON_TSLA,PRICE_TSLA_MELI_ON_TSLA,BETA_MELI_ON_TSLA,SPREAD_MELI_ON_TSLA,Z_MELI_ON_TSLA,BETA_ISRG_ON_PCAR,SPREAD_ISRG_ON_PCAR,Z_ISRG_ON_PCAR,BETA_INTC_ON_MU,SPREAD_INTC_ON_MU,Z_INTC_ON_MU,BETA_FAST_ON_PCAR,SPREAD_FAST_ON_PCAR,Z_FAST_ON_PCAR,market_close,SIGNAL_MELI_ON_TSLA,SIGNAL_ISRG_ON_PCAR,SIGNAL_INTC_ON_MU,SIGNAL_FAST_ON_PCAR,POS_MELI_ON_TSLA,POS_ISRG_ON_PCAR,POS_INTC_ON_MU,POS_FAST_ON_PCAR,POS_BETA_MELI_ON_TSLA,POS_BETA_ISRG_ON_PCAR,POS_BETA_INTC_ON_MU,POS_BETA_FAST_ON_PCAR,PAIR_BASE_MELI_ON_TSLA,PAIR_BASE_ISRG_ON_PCAR,PAIR_BASE_INTC_ON_MU,PAIR_BASE_FAST_ON_PCAR,PAIR_RET_MELI_ON_TSLA,PAIR_RET_ISRG_ON_PCAR,PAIR_RET_INTC_ON_MU,PAIR_RET_FAST_ON_PCAR,SL_MELI_ON_TSLA,SL_ISRG_ON_PCAR,SL_INTC_ON_MU,SL_FAST_ON_PCAR,LOSS_MELI_ON_TSLA,LOSS_ISRG_ON_PCAR,LOSS_INTC_ON_MU,LOSS_FAST_ON_PCAR,COOLDOWN_MELI_ON_TSLA,COOLDOWN_ISRG_ON_PCAR,COOLDOWN_INTC_ON_MU,COOLDOWN_FAST_ON_PCAR,CAPITAL_MELI_ON_TSLA,CAPITAL_ISRG_ON_PCAR,CAPITAL_INTC_ON_MU,CAPITAL_FAST_ON_PCAR,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-07-26,13:39:00.000000000,27.15,58.4533,53.54,77.095,322.2933,58.4533,1603.44,217.0034,-10.418931552971038,3864.3835713619956,2.0771225367455672,0.4671929223775345,294.9843319503893,-0.8322951427488247,0.49241154052058117,15.577532283565795,-0.5692517909523546,0.8674446448352636,-23.555002057949117,-3.02569456718058,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:40:00.000000000,27.155,58.42,53.5983,77.05,321.79,58.42,1603.44,217.1287,,,,0.41317491203191736,297.6523216390954,-0.8194172910901807,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:41:00.000000000,27.135,58.3733,53.65,77.42,322.1533,58.3733,1600.3,216.8117,-10.410903349024345,3857.5056536376615,2.0648013878757236,0.37928426977227253,300.0132255353022,-0.8079133570188045,0.47734881035984883,16.6936551019405,-0.46472871775779995,0.8659736970089392,-23.414742407611914,-2.9739443336898037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:42:00.000000000,27.115,58.3467,53.73,77.22,321.6667,58.3467,1602.99,216.5341,,,,0.350082599128409,301.2405356134345,-0.802171049655324,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:43:00.000000000,27.105,58.2383,53.655,77.41,321.7517,58.2383,1598.5549,216.2333,-10.408072093784998,3849.12667547704,2.0514584135053315,0.3599853814245269,300.786763360984,-0.8053256569929739,0.4630181176060115,17.812767516118647,-0.360129209602912,0.8660862862646398,-23.334392965365975,-2.9283698970938308,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:44:00.000000000,27.11,58.1533,53.6082,77.0301,321.4386,58.1533,1598.5549,216.46,,,,0.4082508995430168,297.69746296360506,-0.8228786511183916,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:45:00.000000000,27.095,58.1467,53.65,76.95,321.4386,58.1467,1602.16,216.51,-10.399358154337852,3853.725033995688,2.0479716701127564,0.46039209337657044,294.6683190640606,-0.8407992528323939,0.4535553025267023,18.748919470570257,-0.2728921894549081,0.8644844361995487,-23.171917166364302,-2.878392726145113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:46:00.000000000,27.085,58.22,53.68,76.98,321.9317,58.22,1602.16,216.3633,,,,0.4808193316398919,293.93839851192547,-0.8466940569029664,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:47:00.000000000,27.0775,58.1833,53.815,76.82,321.7067,58.1833,1608.68,216.5083,-10.391987443034903,3858.6315349128336,2.0447339647499954,0.5145751006317902,291.76702254741036,-0.8611093900869987,0.44581482514667053,19.567505132232768,-0.19683208025451032,0.8644412592184069,-23.218545117482336,-2.845154978125899,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:48:00.000000000,27.0975,58.1867,53.785,76.7,321.4167,58.1867,1608.68,216.38,,,,0.5483627818916637,289.5092793189043,-0.8766842037988556,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:49:00.000000000,27.085,58.1767,53.765,76.565,320.6667,58.1767,1611.55,216.0247,-10.384711744449607,3854.9042391812027,2.03505986302669,0.5982639117492782,285.8616798853358,-0.9011200564257823,0.4395432746973296,20.11136917279896,-0.14672466920919752,0.8642420490314509,-23.193750413888004,-2.807862456145433,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:50:00.000000000,27.055,58.1867,53.76,76.565,321.0033,58.1867,1614.99,215.7413,,,,0.6393775956425388,283.8000276556263,-0.9171406313004948,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:51:00.000000000,27.0625,58.2667,53.75,76.5699,321.0033,58.2667,1615.0,216.1293,-10.371286614592218,3856.538916111186,2.0294633975730676,0.6457109181635553,283.3798556446396,-0.9239673546789022,0.4332611605667452,20.575236261520374,-0.10420226943056524,0.8637718035376074,-23.266632545184713,-2.7785819200204718,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:52:00.000000000,27.04,58.2533,53.725,76.6,321.0033,58.2533,1608.67,216.4433,,,,0.6601289845548228,282.5486082240326,-0.9337642649501207,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:53:00.000000000,27.07,58.2867,53.875,76.54,320.8917,58.2867,1612.01,216.5667,-10.343644595038569,3852.0989759203394,2.0193860849972687,0.6570165356643719,282.5963742906915,-0.9385829819177777,0.42769238817927685,21.139424608758148,-0.05227749572794543,0.86277511495465,-23.218314292827202,-2.74163453546146,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-26,13:54:00.000000000,27.0625,58.24,53.83,76.64,320.1888,58.24,1612.01,216.74,,,,0.6819157580725783,280.47402624985307,-0.9578015990983736,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
