date,time,PRICE_FAST_FAST_ON_PCAR,PRICE_PCAR_FAST_ON_PCAR,PRICE_INTC_INTC_ON_MU,PRICE_MU_INTC_ON_MU,PRICE_ISRG_ISRG_ON_PCAR,PRICE_PCAR_ISRG_ON_PCAR,PRICE_MELI_MELI_ON_TSLA,PRICE_TSLA_MELI_ON_TSLA,BETA_MELI_ON_TSLA,SPREAD_MELI_ON_TSLA,Z_MELI_ON_TSLA,BETA_ISRG_ON_PCAR,SPREAD_ISRG_ON_PCAR,Z_ISRG_ON_PCAR,BETA_INTC_ON_MU,SPREAD_INTC_ON_MU,Z_INTC_ON_MU,BETA_FAST_ON_PCAR,SPREAD_FAST_ON_PCAR,Z_FAST_ON_PCAR,market_close,SIGNAL_MELI_ON_TSLA,SIGNAL_ISRG_ON_PCAR,SIGNAL_INTC_ON_MU,SIGNAL_FAST_ON_PCAR,POS_MELI_ON_TSLA,POS_ISRG_ON_PCAR,POS_INTC_ON_MU,POS_FAST_ON_PCAR,POS_BETA_MELI_ON_TSLA,POS_BETA_ISRG_ON_PCAR,POS_BETA_INTC_ON_MU,POS_BETA_FAST_ON_PCAR,PAIR_BASE_MELI_ON_TSLA,PAIR_BASE_ISRG_ON_PCAR,PAIR_BASE_INTC_ON_MU,PAIR_BASE_FAST_ON_PCAR,PAIR_RET_MELI_ON_TSLA,PAIR_RET_ISRG_ON_PCAR,PAIR_RET_INTC_ON_MU,PAIR_RET_FAST_ON_PCAR,SL_MELI_ON_TSLA,SL_ISRG_ON_PCAR,SL_INTC_ON_MU,SL_FAST_ON_PCAR,LOSS_MELI_ON_TSLA,LOSS_ISRG_ON_PCAR,LOSS_INTC_ON_MU,LOSS_FAST_ON_PCAR,COOLDOWN_MELI_ON_TSLA,COOLDOWN_ISRG_ON_PCAR,COOLDOWN_INTC_ON_MU,COOLDOWN_FAST_ON_PCAR,CAPITAL_MELI_ON_TSLA,CAPITAL_ISRG_ON_PCAR,CAPITAL_INTC_ON_MU,CAPITAL_FAST_ON_PCAR,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-07-28,13:50:00.000000000,27.065,56.0333,53.78,74.97,325.6983,56.0333,1595.3616,214.8467,,,,-0.976544022882956,380.4172841974075,-0.25375106115983836,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,13:51:00.000000000,27.035,55.8933,53.78,74.86,325.6983,55.8933,1597.13,215.0,2.9661813983937613,959.4009993453415,-0.5432221772337197,-0.988287138668689,380.93692952775064,-0.2283904243216469,0.3794858114464026,25.371692155122304,-0.5418178548902977,0.008991154211065411,26.53245472033466,1.0403637105587948,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,13:52:00.000000000,27.045,55.8333,53.855,74.97,325.6533,55.8333,1603.06,215.3,,,,-1.0000040250213234,381.4868247302231,-0.20004372385651326,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,13:53:00.000000000,27.075,55.77,53.9,74.9,325.6533,55.77,1603.0916,214.8067,2.9727025078481186,964.5351842074215,-0.5401342758676903,-1.0124910821963764,382.1199276540919,-0.1654687247815418,0.38005045410577065,25.434220987477776,-0.5410477114116151,0.009701006244052195,26.533974881769208,1.0364896116301607,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,13:54:00.000000000,27.075,55.7867,53.865,74.65,325.6533,55.7867,1599.18,214.8067,,,,-1.0240668451112096,382.78260986816554,-0.1280918444751599,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,13:55:00.000000000,27.065,55.8067,53.855,74.64,325.6533,55.8067,1599.83,215.4333,2.9818800534959333,957.4337398711945,-0.5462557491298021,-1.0356177414457355,383.4477086115397,-0.08985175955075614,0.3802895607648635,25.470187184510586,-0.5409393009324064,0.010440567555004105,26.482346378628154,1.0294747862008597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,13:56:00.000000000,27.055,55.58,53.84,74.67,326.0567,55.58,1605.0,215.5167,,,,-1.0507871017512413,384.459447115334,-0.029026379187197318,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,13:57:00.000000000,27.0375,55.58,53.85,74.665,325.8767,55.58,1606.4,215.5,2.9918495079378804,961.6564310393869,-0.5438419990337783,-1.0642699199958632,385.02882215337013,0.00442450265086218,0.38061976361553385,25.431025349646163,-0.5426703906049583,0.011465812646958222,26.400230133082065,1.0206466697566248,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,13:58:00.000000000,27.0675,55.56,53.8901,74.8,325.69,55.56,1605.531,215.6833,,,,-1.0779427703003033,385.58050031788486,0.03729993772963711,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,13:59:00.000000000,27.065,55.6133,53.78,74.753,325.69,55.6133,1608.5,215.83,3.000929427192146,960.8094017291191,-0.5452491233910484,-1.088699177339007,386.2361539591074,0.07720334761333439,0.38102664035180217,25.297115553781733,-0.5467133668197747,0.0123499194563218,26.37818022429974,1.0154696100478067,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:00:00.000000000,27.0525,55.6467,53.51,74.695,325.69,55.6467,1602.86,215.595,,,,-1.0990185217749322,386.84675397565314,0.11467744217067229,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:01:00.000000000,27.025,55.52,53.595,74.885,326.0667,55.52,1608.08,215.96,3.011013714290186,957.8214782618913,-0.5482688018346659,-1.113356978527543,387.8802794478492,0.1792985541655036,0.38150744442334167,25.025815024358057,-0.5540983592851276,0.013431810468329416,26.27926588279835,1.0056912635326603,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:02:00.000000000,26.995,55.5,53.6001,75.055,326.1467,55.5,1607.4,215.8056,,,,-1.129593777511887,388.8391546519097,0.2395706807868937,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:03:00.000000000,26.995,55.5267,53.6399,75.17,326.489,55.5267,1607.045,215.4367,3.0171165822701957,957.0473600004306,-0.5496160429802931,-1.1471279249622093,390.1852281509991,0.3247114371394925,0.3820965158573681,24.91770490300164,-0.5575156856470738,0.014609390897543836,26.183788734449355,0.9961608335869518,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:04:00.000000000,27.0,55.5433,53.66,75.17,326.489,55.5433,1607.045,215.2667,,,,-1.1635498572284946,391.11639878499943,0.383999942212202,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:05:00.000000000,26.995,55.6067,53.59,75.18,325.8,55.6067,1608.9,215.6933,3.0235145844414606,956.7481616836928,-0.5506033500511034,-1.1785114181075933,391.3331308732835,0.39865662195632284,0.38266796728113633,24.82102221980417,-0.5606635943263863,0.01562979770092225,26.125878528184128,0.9889348542780246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:06:00.000000000,26.975,55.64,53.49,75.08,325.49,55.64,1609.01,215.8483,,,,-1.191411133792733,391.7801154842277,0.4285292924818175,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:07:00.000000000,26.935,55.5867,53.51,75.0915,325.49,55.5867,1614.46,216.3678,3.032226426928497,958.3838389036204,-0.5501297675949605,-1.2050754305405025,392.47616643482576,0.47420152642739166,0.3832402305626198,24.731916226707035,-0.5636425298467325,0.01693429241830545,25.993678567631378,0.9771936602056622,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:08:00.000000000,26.955,55.64,53.52,75.11,325.49,55.64,1616.0,216.842,,,,-1.2186359092181451,393.2949019888976,0.5279473754291184,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:09:00.000000000,26.945,55.68,53.485,75.12,325.115,55.68,1617.86,216.8466,3.0429489787264714,958.0068599896923,-0.5511748302203745,-1.2302247083608786,393.6139117615337,0.5503327950169957,0.38384327610675717,24.650693098860398,-0.5664411563689651,0.018155839054531418,25.93408288144369,0.9699152882731191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:10:00.000000000,26.935,55.5767,53.505,75.08,325.8217,55.5767,1620.0,217.0767,,,,-1.2461137417055763,395.07658958864835,0.6454948122634694,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:11:00.000000000,26.93,55.5233,53.41,74.98,325.8217,55.5233,1618.63,217.0113,3.0546884241429213,955.7280939817933,-0.5536569664946791,-1.2613946243465615,395.8584921459815,0.6976927490047447,0.38451076793688344,24.579382620092474,-0.5690106300690982,0.019506700433710118,25.846923619808983,0.9609803312243472,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:12:00.000000000,26.92,55.5933,53.44,75.08,325.4733,55.5933,1614.75,217.04,,,,-1.2720389122545694,396.1901408606419,0.7216326399869963,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:13:00.000000000,26.9,55.55,53.39,74.96,325.6533,55.55,1615.84,216.9781,3.0673319706282887,950.296136943818,-0.5585187613935558,-1.283531623481512,396.95348168439796,0.7735211869711607,0.38520399736485694,24.515108357530327,-0.5714216747451661,0.02094148383669743,25.736700572871456,0.9506502912714123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:14:00.000000000,26.89,55.4533,53.365,74.8564,325.5283,55.4533,1615.62,216.83,,,,-1.2947017413363573,397.3237840728474,0.8006067029099179,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:15:00.000000000,26.9125,55.4633,53.335,74.85,325.6233,55.4633,1616.704,216.6804,3.0825419161158765,948.7775845992454,-0.560417130774927,-1.3072744147705215,398.12905304874187,0.8555586061871134,0.38586040916745323,24.45334837381613,-0.5737827466687244,0.022386301362357003,25.670881851649185,0.9430939638230513,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:16:00.000000000,26.91,55.3533,53.385,74.86,325.92,55.3533,1616.704,217.39,,,,-1.3189110582034156,398.9260794780511,0.9100954575064261,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:17:00.000000000,26.92,55.38,53.39,74.952,325.92,55.38,1616.704,217.4567,3.1007725515118976,942.4202334976427,-0.5659720574341237,-1.3357501283035722,399.8938421054519,0.9758525419610161,0.3866576500395242,24.409235814237586,-0.5757247191203229,0.023775625437039885,25.603305863296733,0.9354545877866852,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:18:00.000000000,26.89,55.34,53.4125,74.91,326.13,55.34,1619.601,217.8233,,,,-1.3540778146479975,401.06466626262016,1.0549727084372424,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:19:00.000000000,26.89,55.2867,53.355,74.89,326.13,55.2867,1619.601,218.0804,3.121411378602381,938.8823579898414,-0.5693920547436865,-1.3722482435543888,401.9970769669184,1.1192001868952746,0.38753682905152276,24.33236687233146,-0.578476800036861,0.025301461947828705,25.491165663728978,0.925038315881912,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:20:00.000000000,26.9057,55.2531,53.305,74.955,326.3233,55.2531,1620.51,218.0933,,,,-1.3903676139812404,403.1454208120669,1.1975774344450811,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:21:00.000000000,26.925,55.3533,53.28,74.985,326.01,55.3533,1617.77,217.8734,3.141426880338622,933.3366447292312,-0.5743306624959824,-1.4061288728278054,403.84387333629934,1.2468746999006073,0.3883473461938094,24.159774245657204,-0.5835783297531368,0.02655726441384401,25.45496777572117,0.9193949283026382,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:22:00.000000000,26.92,55.3267,53.25,74.885,326.01,55.3267,1615.41,217.96,,,,-1.4240607019684544,404.7985792395981,1.3126222181121558,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:23:00.000000000,26.925,55.32,53.255,74.9201,326.01,55.32,1615.41,217.8633,3.1614849904639915,926.6384470770463,-0.5801421543231915,-1.4433273480153832,405.854868892211,1.384573314469791,0.38923182273359547,24.093712917616756,-0.5860933465557119,0.02782859378600684,25.385522191758103,0.9116457720198246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:24:00.000000000,26.905,55.32,53.205,74.87,326.1667,55.32,1616.25,218.0633,,,,-1.461658959547148,407.0256736421482,1.46364961907617,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:25:00.000000000,26.9445,55.2933,53.25,74.84,326.365,55.2933,1612.62,217.6933,3.181641494483824,919.9979636488845,-0.585909153188271,-1.4835163831070666,408.39351642605396,1.5548556241286764,0.390102178575961,24.054752955375076,-0.5879598906553609,0.028958090226209703,25.34331162969512,0.9056012333521098,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:26:00.000000000,26.965,55.3267,53.21,74.7,326.365,55.3267,1610.61,217.3333,,,,-1.503025974047867,409.5224671583542,1.6300751913532368,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:27:00.000000000,26.95,55.3,53.2309,74.76,326.4433,55.3,1610.61,217.5467,3.199731034338703,914.5190725920285,-0.5907869029707739,-1.5230919454380918,410.6702845827265,1.7063616896891476,0.3909095301603761,24.006503525210277,-0.5900727343831862,0.029938994357950915,25.294373612005312,0.8991300785412975,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:28:00.000000000,26.945,55.34,53.205,74.77,326.5667,55.34,1610.61,217.55,,,,-1.5448276949156745,412.0574646366334,1.7979627793447164,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:29:00.000000000,26.945,55.42,53.199,74.87,326.5667,55.42,1610.61,217.1967,3.215879162730473,912.1316582561782,-0.5933225969327781,-1.5667857380722254,413.39796560396275,1.8855214168649104,0.39179071275297284,23.86562933618492,-0.5944668959754308,0.03087030930602122,25.234167458260305,0.8919447107006735,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:30:00.000000000,26.935,55.3667,53.18,74.855,326.5442,55.3667,1610.61,217.5167,,,,-1.5860669643816696,414.3594937968306,1.9475771401217028,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:31:00.000000000,26.945,55.4,53.175,74.905,326.6633,55.4,1613.985,217.3817,3.234690920222031,910.8223887875704,-0.5950402062372155,-1.6061545311269596,415.64426102443355,2.029194949474793,0.3927020635067493,23.75965193302694,-0.5980236792631193,0.03175567656116251,25.1857355185116,0.885528856118679,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:32:00.000000000,26.9525,55.3333,53.2,74.84,326.3867,55.3333,1613.985,216.82,,,,-1.6263168087818372,416.37617587536806,2.073793986415167,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
2021-07-28,14:33:00.000000000,26.95,55.36,53.13,74.7,326.3867,55.36,1609.38,216.4,3.2526273640953907,905.5114384097576,-0.5997958797119874,-1.6452376477566095,417.4670561798059,2.1407132179882256,0.3936788128401655,23.72219268083964,-0.5999182474301878,0.03257307729401707,25.146754441003214,0.8797167156004047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0223547735537133,1.0223547735537133,0.0
