date,time,PRICE_PTON_PTON_ON_XLNX,PRICE_XLNX_PTON_ON_XLNX,PRICE_PTON_PTON_ON_SGEN,PRICE_SGEN_PTON_ON_SGEN,PRICE_MAR_MAR_ON_INCY,PRICE_INCY_MAR_ON_INCY,PRICE_INTC_INTC_ON_MU,PRICE_MU_INTC_ON_MU,PRICE_CMCSA_CMCSA_ON_QCOM,PRICE_QCOM_CMCSA_ON_QCOM,BETA_CMCSA_ON_QCOM,SPREAD_CMCSA_ON_QCOM,Z_CMCSA_ON_QCOM,BETA_INTC_ON_MU,SPREAD_INTC_ON_MU,Z_INTC_ON_MU,BETA_MAR_ON_INCY,SPREAD_MAR_ON_INCY,Z_MAR_ON_INCY,BETA_PTON_ON_SGEN,SPREAD_PTON_ON_SGEN,Z_PTON_ON_SGEN,BETA_PTON_ON_XLNX,SPREAD_PTON_ON_XLNX,Z_PTON_ON_XLNX,market_close,SIGNAL_CMCSA_ON_QCOM,SIGNAL_INTC_ON_MU,SIGNAL_MAR_ON_INCY,SIGNAL_PTON_ON_SGEN,SIGNAL_PTON_ON_XLNX,POS_CMCSA_ON_QCOM,POS_INTC_ON_MU,POS_MAR_ON_INCY,POS_PTON_ON_SGEN,POS_PTON_ON_XLNX,POS_BETA_CMCSA_ON_QCOM,POS_BETA_INTC_ON_MU,POS_BETA_MAR_ON_INCY,POS_BETA_PTON_ON_SGEN,POS_BETA_PTON_ON_XLNX,PAIR_BASE_CMCSA_ON_QCOM,PAIR_BASE_INTC_ON_MU,PAIR_BASE_MAR_ON_INCY,PAIR_BASE_PTON_ON_SGEN,PAIR_BASE_PTON_ON_XLNX,PAIR_RET_CMCSA_ON_QCOM,PAIR_RET_INTC_ON_MU,PAIR_RET_MAR_ON_INCY,PAIR_RET_PTON_ON_SGEN,PAIR_RET_PTON_ON_XLNX,SL_CMCSA_ON_QCOM,SL_INTC_ON_MU,SL_MAR_ON_INCY,SL_PTON_ON_SGEN,SL_PTON_ON_XLNX,LOSS_CMCSA_ON_QCOM,LOSS_INTC_ON_MU,LOSS_MAR_ON_INCY,LOSS_PTON_ON_SGEN,LOSS_PTON_ON_XLNX,COOLDOWN_CMCSA_ON_QCOM,COOLDOWN_INTC_ON_MU,COOLDOWN_MAR_ON_INCY,COOLDOWN_PTON_ON_SGEN,COOLDOWN_PTON_ON_XLNX,CAPITAL_CMCSA_ON_QCOM,CAPITAL_INTC_ON_MU,CAPITAL_MAR_ON_INCY,CAPITAL_PTON_ON_SGEN,CAPITAL_PTON_ON_XLNX,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-07-02,13:29:00.000000000,123.0,142.71,123.0,161.1,140.0,84.09,56.55,80.65,57.99,142.0,0.17589777707432228,33.01251565544624,-1.2437966044643607,0.09778974614908581,48.66325697307623,1.7394435999864988,0.8325772803852292,69.98857649240608,-1.237418033458357,0.15346742305491262,98.27639814585358,0.5044578474839947,0.15632859577942024,100.69034609631893,1.2899875359828998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:30:00.000000000,123.06,142.57,123.06,157.91,139.75,83.72,56.5803,80.725,58.22,141.895,,,,,,,0.833795881385675,69.94460881039129,-1.2240885547834301,0.16135450528455966,97.58051007051519,0.49633228733066886,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:31:00.000000000,123.2358,142.05,123.2358,157.91,139.4572,83.72,56.74,80.4803,58.19,141.96,0.17643100145495283,33.1438550334549,-1.2367375501311308,,,,0.8344110376399445,69.60030792878385,-1.2138385220169938,0.1693224228317882,96.49809621063233,0.4836761118117591,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:32:00.000000000,123.3442,141.5,123.3442,156.61,139.43,83.65,56.595,80.0,58.21,141.73,,,,,,,0.8339835193948815,69.66727860261817,-1.1998216276127147,0.1595324426988757,98.35982414892908,0.5057994454673199,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:33:00.000000000,123.755,141.5,123.755,156.61,139.93,83.65,56.5489,80.0904,58.19,141.51,0.17671980580416588,33.18238028065248,-1.2328653885906997,0.0977490005700776,48.72014344474226,1.7397819093083358,0.8328847570515363,70.25919007263899,-1.1809865600875695,0.14577731504033614,100.92481469153296,0.536223799157821,0.15408742118569238,101.95162990222452,1.3037414716174596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:34:00.000000000,123.87,141.36,123.87,156.61,139.205,83.65,56.53,79.9205,58.2665,141.53,,,,,,,0.8325838368786388,69.55936204510188,-1.1748171264840581,0.13009814919981808,103.49532885381649,0.5667034272031987,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:35:00.000000000,124.35,141.74,124.35,158.36,139.6,83.64,56.62,80.12,58.115,141.67,0.1770774364725594,33.02843957493251,-1.2355608363956323,,,,0.8315609524125283,70.04824194021613,-1.1573385855244742,0.14924988140546613,100.71478878063037,0.5340319676726332,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:36:00.000000000,124.5,142.18,124.5,157.645,139.65,83.75,56.58,80.046,58.01,141.705,,,,,,,0.833422241636218,69.85088726296675,-1.1467020829072585,0.15165359254189967,100.59256940373223,0.5328087343116318,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:37:00.000000000,124.56,142.035,124.56,157.645,139.71,83.75,56.53,79.93,58.095,141.61,0.1773972570144809,32.97377443417936,-1.2348626525441562,0.09770801159164831,48.720198633479555,1.734447265065311,0.8352480702193577,69.7579741191288,-1.1352123002906316,0.155155912130865,100.10044623212978,0.5272645601684014,0.1516507626095513,103.02028393275239,1.315498583674287,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:38:00.000000000,124.85,141.63,124.85,158.07,139.6,83.51,56.47,80.03,58.07,141.42,,,,,,,0.8299643481411578,70.2896772867319,-1.117848211705631,0.170714452658685,97.86516646824165,0.5011880549080873,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
