date,time,PRICE_PTON_PTON_ON_XLNX,PRICE_XLNX_PTON_ON_XLNX,PRICE_PTON_PTON_ON_SGEN,PRICE_SGEN_PTON_ON_SGEN,PRICE_MAR_MAR_ON_INCY,PRICE_INCY_MAR_ON_INCY,PRICE_INTC_INTC_ON_MU,PRICE_MU_INTC_ON_MU,PRICE_CMCSA_CMCSA_ON_QCOM,PRICE_QCOM_CMCSA_ON_QCOM,BETA_CMCSA_ON_QCOM,SPREAD_CMCSA_ON_QCOM,Z_CMCSA_ON_QCOM,BETA_INTC_ON_MU,SPREAD_INTC_ON_MU,Z_INTC_ON_MU,BETA_MAR_ON_INCY,SPREAD_MAR_ON_INCY,Z_MAR_ON_INCY,BETA_PTON_ON_SGEN,SPREAD_PTON_ON_SGEN,Z_PTON_ON_SGEN,BETA_PTON_ON_XLNX,SPREAD_PTON_ON_XLNX,Z_PTON_ON_XLNX,market_close,SIGNAL_CMCSA_ON_QCOM,SIGNAL_INTC_ON_MU,SIGNAL_MAR_ON_INCY,SIGNAL_PTON_ON_SGEN,SIGNAL_PTON_ON_XLNX,POS_CMCSA_ON_QCOM,POS_INTC_ON_MU,POS_MAR_ON_INCY,POS_PTON_ON_SGEN,POS_PTON_ON_XLNX,POS_BETA_CMCSA_ON_QCOM,POS_BETA_INTC_ON_MU,POS_BETA_MAR_ON_INCY,POS_BETA_PTON_ON_SGEN,POS_BETA_PTON_ON_XLNX,PAIR_BASE_CMCSA_ON_QCOM,PAIR_BASE_INTC_ON_MU,PAIR_BASE_MAR_ON_INCY,PAIR_BASE_PTON_ON_SGEN,PAIR_BASE_PTON_ON_XLNX,PAIR_RET_CMCSA_ON_QCOM,PAIR_RET_INTC_ON_MU,PAIR_RET_MAR_ON_INCY,PAIR_RET_PTON_ON_SGEN,PAIR_RET_PTON_ON_XLNX,SL_CMCSA_ON_QCOM,SL_INTC_ON_MU,SL_MAR_ON_INCY,SL_PTON_ON_SGEN,SL_PTON_ON_XLNX,LOSS_CMCSA_ON_QCOM,LOSS_INTC_ON_MU,LOSS_MAR_ON_INCY,LOSS_PTON_ON_SGEN,LOSS_PTON_ON_XLNX,COOLDOWN_CMCSA_ON_QCOM,COOLDOWN_INTC_ON_MU,COOLDOWN_MAR_ON_INCY,COOLDOWN_PTON_ON_SGEN,COOLDOWN_PTON_ON_XLNX,CAPITAL_CMCSA_ON_QCOM,CAPITAL_INTC_ON_MU,CAPITAL_MAR_ON_INCY,CAPITAL_PTON_ON_SGEN,CAPITAL_PTON_ON_XLNX,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-07-02,13:39:00.000000000,124.47,141.39,124.47,158.07,139.81,83.42,56.47,80.07,58.12,141.54,0.17769461052777766,32.96910482589835,-1.2324629302261667,,,,0.8193316832507018,71.46135098322645,-1.0945149837017638,0.1829691124781771,95.54807239057455,0.47421327800604823,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:40:00.000000000,124.14,141.32,124.14,157.57,139.83,83.4,56.465,80.1,58.0,141.66,,,,,,,0.8080566074243787,72.43807894080683,-1.0733383734907669,0.1843252847343696,95.09586488440539,0.4693442381623751,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:41:00.000000000,124.1121,141.2965,124.1121,157.13,140.07,83.25,56.4,79.965,57.99,141.4,0.1778746873006542,32.8385192156875,-1.23435066263221,0.09767011907085049,48.58980892849944,1.7161646906268955,0.7857740635607602,74.6543092085667,-1.0403518680400885,0.1768739324054842,96.31989900112626,0.4843443040647728,0.14922588008578228,103.02700543445926,1.3161074482307857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:42:00.000000000,123.8217,141.0,123.8217,156.78,139.99,83.27,56.3943,79.8,58.0,141.38,,,,,,,0.766262933023605,76.18328556712441,-1.0143456693979025,0.166084467429786,97.78297719635816,0.5022238137995606,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:43:00.000000000,123.445,140.895,123.445,156.78,140.13,83.3,56.335,79.86,57.99,141.54,0.1780987054353939,32.78190923267435,-1.2337142286085527,,,,0.7473536908350168,77.8754375534431,-0.9869716001550296,0.1578291963990692,98.70053858855393,0.5137248610666661,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:44:00.000000000,123.6364,141.0252,123.6364,156.78,140.016,83.34,56.3517,79.8818,57.96,141.8,,,,,,,0.73316568449918,78.91397185383833,-0.9662145674469585,0.14701253459690328,100.5877748258975,0.5367737666018291,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:45:00.000000000,123.52,141.05,123.52,156.78,140.22,83.39,56.391,79.89,58.005,141.82,0.1784501377046784,32.69720147072251,-1.234031250488048,0.097591188922449,48.59443991698555,1.7114215284763514,0.7200441887884712,80.17551509692939,-0.9434173221671233,0.13830350520417695,101.83677645408913,0.5523453094994685,0.14686338362429915,102.8049197397926,1.3143661734400531,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:46:00.000000000,122.7909,141.0,122.7909,156.01,140.185,83.39,56.37,79.6662,58.025,141.64,,,,,,,0.7081532628368519,81.13209941203493,-0.9237819259154113,0.12797891139620057,102.82491003307874,0.5649175098510383,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:47:00.000000000,122.69,141.06,122.69,156.4,140.31,83.17,56.44,79.7401,58.03,141.71,0.17875773674106615,32.69824112642351,-1.2314332547564981,,,,0.6819817902433145,83.58957450546353,-0.8893889900738391,0.12253779041483047,103.5250895791205,0.5741892485959522,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:48:00.000000000,122.93,141.2,122.93,155.32,140.25,83.17,56.4701,79.68,58.01,141.63,,,,,,,0.6570249136899546,85.60523792840647,-0.8595425575653463,0.10227810461347522,107.04416479143504,0.6169900203770944,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:49:00.000000000,122.88,141.33,122.88,155.58,140.18,83.11,56.5688,79.69,58.09,141.78,0.1790993166574736,32.69729888430339,-1.2289090222872112,0.09741719409726843,48.80562380238868,1.7271999149043025,0.6295661251783536,87.85675933642705,-0.8274471795398217,0.08775103870045035,109.22769339898393,0.6441054661525094,0.14426523962036253,102.49099368445415,1.3117516637735545,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:50:00.000000000,122.52,141.53,122.52,156.05,140.1,83.245,56.57,79.628,58.1,141.7,,,,,,,0.611928149281674,89.16004121304704,-0.8049648168923073,0.08377793542126998,109.44645317751082,0.6479478483985271,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:51:00.000000000,122.46,141.56,122.46,156.27,140.0,83.275,56.57,79.5801,58.145,141.6543,0.17939066194591818,32.73354135551432,-1.2251301285756109,,,,0.5964722105577255,90.3287766658054,-0.783907934456037,0.08224349637322888,109.60780882175551,0.6511098854785621,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:52:00.000000000,122.57,141.72,122.57,155.78,140.29,83.34,56.63,79.515,58.185,141.755,,,,,,,0.5809547560829212,91.87323062804933,-0.7590850846318576,0.07704669110120821,110.56766646025378,0.6637620543633974,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:53:00.000000000,122.24,141.88,122.24,156.39,140.17,83.51,56.6546,79.499,58.205,141.765,0.17977601525948458,32.71905319673917,-1.2230812660916166,0.09729473474441101,48.919765882554074,1.7332402618655567,0.5751278057389514,92.14107694274016,-0.7473304137075066,0.07929815649235519,109.83856130616057,0.6563475500472246,0.141717756282833,102.13308473859165,1.308774397869935,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:54:00.000000000,121.84,141.8955,121.84,156.43,140.24,83.53,56.705,79.55,58.13,141.8,,,,,,,0.5685711788884809,92.74724942744521,-0.7321447948113834,0.08502293487753196,108.53986229710767,0.642141092525659,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:55:00.000000000,121.99,141.925,121.99,156.43,140.205,83.71,56.745,79.58,58.115,141.81,0.18011629960185602,32.5727075534608,-1.225502785873983,,,,0.5691102740564259,92.56477895873661,-0.7251409813382793,0.08868906173099383,108.11637007342063,0.6383571432083407,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:56:00.000000000,121.94,141.89,121.94,156.43,140.295,83.69,56.785,79.445,58.08,141.755,,,,,,,0.5682469489563425,92.73841284184368,-0.7144866999118898,0.09255137390586896,107.46218857990492,0.6318428380634299,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:57:00.000000000,121.93,141.75,121.93,156.43,140.295,83.69,56.77,79.43,58.09,141.75,0.1804111442313719,32.51672030520304,-1.2248569834995044,0.09724330596715185,49.04596420702913,1.7404218050248765,0.5670183110302539,92.84123754987803,-0.7046094550720413,0.09619127027162434,106.8827995914098,0.6262566729449384,0.13893718353143703,102.2356542344188,1.3107590085712493,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:58:00.000000000,122.2282,141.94,122.2282,156.43,140.28,83.73,56.78,79.32,58.075,141.66,,,,,,,0.56524347283586,92.95216401945345,-0.6946850293685082,0.0965087458835108,107.13133688144241,0.6306024703766899,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,13:59:00.000000000,121.614,141.78,121.614,156.43,140.17,83.54,56.8091,79.1899,58.09,141.62,0.18065421683057703,32.505749812453686,-1.2226832575554216,,,,0.5531673837099377,93.9583967648718,-0.6752943477998519,0.101560837157235,105.72683824349373,0.6151873094787703,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,14:00:00.000000000,121.6,141.55,121.6,156.09,140.17,83.69,56.85,78.952,58.138,141.705,,,,,,,0.545775606306155,94.49403950823788,-0.6609022906484039,0.10701924152621915,104.89536659017244,0.606599311109689,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-07-02,14:01:00.000000000,121.85,141.78,121.85,156.09,140.29,83.66,56.95,78.97,58.04,141.715,0.18098653323603767,32.391493442454916,-1.2240072416877226,0.09708764747975092,49.282988478524075,1.758494103829114,0.5372495041065373,95.34370648644708,-0.6431187376436812,0.1095741237615216,104.74657502206409,0.6061520838055401,0.13630019825945897,102.5253578907739,1.314808199233104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
