date,time,PRICE_DDOG_DDOG_ON_ILMN,PRICE_ILMN_DDOG_ON_ILMN,PRICE_AAPL_AAPL_ON_FAST,PRICE_FAST_AAPL_ON_FAST,PRICE_DXCM_DXCM_ON_FAST,PRICE_FAST_DXCM_ON_FAST,PRICE_ADSK_ADSK_ON_MELI,PRICE_MELI_ADSK_ON_MELI,BETA_ADSK_ON_MELI,SPREAD_ADSK_ON_MELI,Z_ADSK_ON_MELI,BETA_DXCM_ON_FAST,SPREAD_DXCM_ON_FAST,Z_DXCM_ON_FAST,BETA_AAPL_ON_FAST,SPREAD_AAPL_ON_FAST,Z_AAPL_ON_FAST,BETA_DDOG_ON_ILMN,SPREAD_DDOG_ON_ILMN,Z_DDOG_ON_ILMN,market_close,SIGNAL_ADSK_ON_MELI,SIGNAL_DXCM_ON_FAST,SIGNAL_AAPL_ON_FAST,SIGNAL_DDOG_ON_ILMN,POS_ADSK_ON_MELI,POS_DXCM_ON_FAST,POS_AAPL_ON_FAST,POS_DDOG_ON_ILMN,POS_BETA_ADSK_ON_MELI,POS_BETA_DXCM_ON_FAST,POS_BETA_AAPL_ON_FAST,POS_BETA_DDOG_ON_ILMN,PAIR_BASE_ADSK_ON_MELI,PAIR_BASE_DXCM_ON_FAST,PAIR_BASE_AAPL_ON_FAST,PAIR_BASE_DDOG_ON_ILMN,PAIR_RET_ADSK_ON_MELI,PAIR_RET_DXCM_ON_FAST,PAIR_RET_AAPL_ON_FAST,PAIR_RET_DDOG_ON_ILMN,SL_ADSK_ON_MELI,SL_DXCM_ON_FAST,SL_AAPL_ON_FAST,SL_DDOG_ON_ILMN,LOSS_ADSK_ON_MELI,LOSS_DXCM_ON_FAST,LOSS_AAPL_ON_FAST,LOSS_DDOG_ON_ILMN,COOLDOWN_ADSK_ON_MELI,COOLDOWN_DXCM_ON_FAST,COOLDOWN_AAPL_ON_FAST,COOLDOWN_DDOG_ON_ILMN,CAPITAL_ADSK_ON_MELI,CAPITAL_DXCM_ON_FAST,CAPITAL_AAPL_ON_FAST,CAPITAL_DDOG_ON_ILMN,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-08-04,13:39:00.000000000,113.68,186.1,187.1228,28.515,122.46,28.515,203.01,1312.9942,,,,8.919153715020876,-131.8696681838203,-1.8073450202419958,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:40:00.000000000,113.75,185.99,186.6942,28.61,122.48,28.61,202.94,1312.495,,,,8.6640886657886,-125.39957672821187,-1.7270813159140863,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:41:00.000000000,113.095,185.89,185.97,28.62,122.5,28.62,202.425,1306.625,-0.027166846099199525,237.92188028436658,1.357367014994602,8.39225595130692,-117.68636532640406,-1.633266499915641,-6.911744697748662,383.7841332495667,4.4539770277041555,0.8423756845371285,-43.49421599860682,-2.116074655408547,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:42:00.000000000,113.41,185.99,185.75,28.645,122.77,28.645,202.46,1307.71,,,,8.131562924342115,-110.15861996777987,-1.5423701170989295,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:43:00.000000000,113.7201,185.77,185.77,28.62,122.69,28.62,202.5,1304.24,,,,7.920132802484458,-103.9842008071052,-1.467690471100261,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:44:00.000000000,113.67,186.36,185.34,28.66,122.62,28.66,202.78,1302.0,,,,7.546726545701474,-93.66918279980425,-1.3460899399401134,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:45:00.000000000,114.215,186.635,184.9273,28.67,122.455,28.67,203.025,1301.95,-0.027402817743988474,238.70209856178582,1.4464696291999721,7.109349727177225,-81.37005667817105,-1.2024894818459062,-12.646358308766093,547.498392712324,4.50966176068446,0.8398915165840448,-42.538153197663206,-2.0967353269215905,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:46:00.000000000,113.72,186.5601,186.2501,28.66,122.275,28.66,203.025,1295.75,,,,6.705973853277918,-69.91821063494513,-1.0692964498046362,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:47:00.000000000,113.1904,186.77,186.72,28.6475,122.11,28.6475,203.125,1296.61,,,,6.3239177314659925,-59.054433212172015,-0.9433762909055124,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:48:00.000000000,113.12,186.89,186.13,28.6325,122.41,28.6325,203.04,1295.57,,,,6.097125061075159,-52.16593331123451,-0.8634252864306279,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:49:00.000000000,113.28,187.0,185.9145,28.605,122.4554,28.605,203.18,1293.09,-0.027613927189661124,238.88729310967892,1.4182964011602035,5.95650083650535,-47.930306428235525,-0.8140974165063684,-15.168364548223103,619.8055679019219,3.804926674504885,0.8402024281812108,-43.83785406988642,-2.111979751190153,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:50:00.000000000,113.063,187.155,185.5882,28.59,122.07,28.59,202.965,1288.31,,,,5.773518970032601,-42.994907353232065,-0.756918433801702,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:51:00.000000000,112.7,187.235,185.315,28.57,121.88,28.57,202.3,1286.975,,,,5.611015759187354,-38.4267202399827,-0.7041025464186079,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:52:00.000000000,112.89,187.31,185.5362,28.58,121.94,28.58,202.515,1289.9242,,,,5.436334003379896,-33.43042581659742,-0.6465082926980857,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:53:00.000000000,112.725,186.95,185.0748,28.5975,122.08,28.5975,202.26,1291.21,-0.027884519600636145,238.2647705535374,1.2353257130158044,5.261492363205093,-28.385527856757662,-0.5884629435087606,-17.705216292587938,691.3997229272836,3.4015079451996235,0.840415213087685,-44.39062408674269,-2.115683031460371,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:54:00.000000000,112.48,186.86,185.08,28.56,122.095,28.56,202.33,1292.12,,,,5.157600912784396,-25.206082069122346,-0.5518726949731816,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:55:00.000000000,112.1425,186.705,185.1,28.52,121.79,28.52,202.15,1284.0,,,,5.06941238515429,-22.789641224600345,-0.5240841532494812,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:56:00.000000000,112.0,186.73,185.0546,28.495,121.185,28.495,201.8015,1278.02,,,,5.042090283434015,-22.489362626452248,-0.5205769604295478,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:57:00.000000000,111.6498,186.75,185.29,28.48,121.29,28.48,201.795,1279.32,-0.028141915546972478,237.79751539755281,1.0870406629330562,5.027329505381549,-21.8883443132665,-0.5136306974571534,-17.153043070876606,673.8086666585657,2.74225777256653,0.841491241436529,-45.49868933827179,-2.1278038522062404,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:58:00.000000000,111.705,186.62,185.25,28.46,121.02,28.46,201.71,1282.49,,,,5.053237651225941,-22.7951435538903,-0.5239619499024135,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:59:00.000000000,111.37,186.545,185.295,28.475,121.11,28.475,201.575,1282.0,,,,5.015461430964023,-21.705264246700565,-0.511408253559544,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:00:00.000000000,111.19,186.75,185.09,28.425,121.0,28.425,201.46,1281.0,,,,5.015290479813653,-21.55963188870308,-0.5096849673872753,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:01:00.000000000,111.11,186.67,184.8701,28.4075,120.95,28.4075,201.6,1284.3,-0.02842910745228916,238.11150270097497,1.1123627087579229,5.062198236671819,-22.854396408254686,-0.5244507470601482,-13.592741352508034,571.005899971372,1.8888971684161477,0.8420995201773057,-46.08471743149765,-2.1318353582515295,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:02:00.000000000,110.561,186.58,184.725,28.375,120.96,28.375,201.18,1282.3,,,,5.111559170408384,-24.08049146033791,-0.538404448261169,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:03:00.000000000,110.5,186.925,184.73,28.38,120.98,28.38,200.93,1282.365,,,,5.160342104318657,-25.47050892056346,-0.5542094793035632,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:04:00.000000000,110.235,186.88,184.72,28.4,121.05,28.4,200.87,1284.15,,,,5.179873197347108,-26.05839880465787,-0.5607938318808486,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:05:00.000000000,110.38,186.88,184.6401,28.365,121.05,28.365,200.81,1288.415,-0.028775249255128036,237.8844627690458,1.0174641064536492,5.1754971362526865,-25.752976269807434,-0.5571285272763903,-8.447328624223742,424.2485764261064,0.9475960364073678,0.8438884040357156,-47.32586494619454,-2.1458174881652545,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:06:00.000000000,110.135,186.53,184.34,28.3225,121.04,28.3225,200.535,1287.775,,,,5.1308578180501865,-24.27872055172641,-0.540070858724589,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:07:00.000000000,110.245,186.47,184.71,28.34,121.1,28.34,200.63,1292.96,,,,5.09525969511911,-23.299659759675592,-0.5286746276754436,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:08:00.000000000,110.5,186.285,184.94,28.36,121.21,28.36,200.94,1284.87,,,,5.060115915433439,-22.294887361692346,-0.5169867663014458,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:09:00.000000000,110.43,186.06,184.95,28.37,121.2,28.37,200.87,1284.51,-0.02909594769085813,238.24403576838418,1.0620008637009364,5.0352729788957555,-21.650694411272596,-0.5094235145307267,-4.258688455514086,305.7689914829346,0.21963671217338826,0.8459616813414249,-46.96963043038551,-2.1352680006317026,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:10:00.000000000,110.605,186.47,185.183,28.34,121.26,28.34,201.13,1284.55,,,,4.969782687606765,-19.583641366775694,-0.4855843623365773,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:11:00.000000000,110.86,186.64,185.11,28.345,121.2,28.345,201.36,1286.77,,,,4.92611155255782,-18.43063195725138,-0.47223156047301834,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:12:00.000000000,110.8895,186.99,185.375,28.3438,121.12,28.3438,201.54,1289.74,,,,4.909173555434877,-18.024633420535054,-0.46743269172969404,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
