date,time,PRICE_DDOG_DDOG_ON_ILMN,PRICE_ILMN_DDOG_ON_ILMN,PRICE_AAPL_AAPL_ON_FAST,PRICE_FAST_AAPL_ON_FAST,PRICE_DXCM_DXCM_ON_FAST,PRICE_FAST_DXCM_ON_FAST,PRICE_ADSK_ADSK_ON_MELI,PRICE_MELI_ADSK_ON_MELI,BETA_ADSK_ON_MELI,SPREAD_ADSK_ON_MELI,Z_ADSK_ON_MELI,BETA_DXCM_ON_FAST,SPREAD_DXCM_ON_FAST,Z_DXCM_ON_FAST,BETA_AAPL_ON_FAST,SPREAD_AAPL_ON_FAST,Z_AAPL_ON_FAST,BETA_DDOG_ON_ILMN,SPREAD_DDOG_ON_ILMN,Z_DDOG_ON_ILMN,market_close,SIGNAL_ADSK_ON_MELI,SIGNAL_DXCM_ON_FAST,SIGNAL_AAPL_ON_FAST,SIGNAL_DDOG_ON_ILMN,POS_ADSK_ON_MELI,POS_DXCM_ON_FAST,POS_AAPL_ON_FAST,POS_DDOG_ON_ILMN,POS_BETA_ADSK_ON_MELI,POS_BETA_DXCM_ON_FAST,POS_BETA_AAPL_ON_FAST,POS_BETA_DDOG_ON_ILMN,PAIR_BASE_ADSK_ON_MELI,PAIR_BASE_DXCM_ON_FAST,PAIR_BASE_AAPL_ON_FAST,PAIR_BASE_DDOG_ON_ILMN,PAIR_RET_ADSK_ON_MELI,PAIR_RET_DXCM_ON_FAST,PAIR_RET_AAPL_ON_FAST,PAIR_RET_DDOG_ON_ILMN,SL_ADSK_ON_MELI,SL_DXCM_ON_FAST,SL_AAPL_ON_FAST,SL_DDOG_ON_ILMN,LOSS_ADSK_ON_MELI,LOSS_DXCM_ON_FAST,LOSS_AAPL_ON_FAST,LOSS_DDOG_ON_ILMN,COOLDOWN_ADSK_ON_MELI,COOLDOWN_DXCM_ON_FAST,COOLDOWN_AAPL_ON_FAST,COOLDOWN_DDOG_ON_ILMN,CAPITAL_ADSK_ON_MELI,CAPITAL_DXCM_ON_FAST,CAPITAL_AAPL_ON_FAST,CAPITAL_DDOG_ON_ILMN,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-08-04,13:29:00.000000000,115.0,185.58,185.56,28.4,122.65,28.4,203.51,1313.641,-0.026506908940788537,238.3305623678864,1.6896419426123517,10.593284094290926,-178.19926827786227,-2.429396640179323,2.2670546814892076,121.17564704570651,-2.3754776276752785,0.855896218210836,-43.837220175566955,-2.1352901517865637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:30:00.000000000,114.94,185.56,184.615,28.63,121.33,28.63,204.59,1320.56,,,,9.690173633195066,-156.09967111837472,-2.157278481813427,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:31:00.000000000,114.945,185.17,185.27,28.54,121.91,28.54,204.17,1322.5,,,,9.603219744664973,-152.16589151273828,-2.1016839948888437,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:32:00.000000000,114.905,185.5,185.0515,28.55,122.06,28.55,204.17,1322.24,,,,9.506760889454428,-149.35802339392393,-2.0599564755057087,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:33:00.000000000,115.055,185.5,185.355,28.5775,122.28,28.5775,204.17,1321.855,-0.026640937804938977,239.3854568421476,1.7915633755980256,9.35410793170702,-145.03701941835735,-2.0011065302091455,-2.2650154060226666,250.08347776561274,3.0149322038804414,0.8488763383029039,-42.411560755188674,-2.1087433929879142,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:34:00.000000000,114.96,185.695,185.0,28.565,122.235,28.565,204.31,1321.29,,,,9.244861681341186,-141.844473927511,-1.9561239036195166,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:35:00.000000000,114.59,185.99,186.07,28.525,122.46,28.525,203.56,1315.91,,,,9.228062573729986,-140.77048491564784,-1.9363511791972452,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:36:00.000000000,114.11,185.765,186.54,28.485,122.4,28.485,203.24,1311.55,,,,9.185584854872314,-139.25138459103786,-1.9117192175763185,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:37:00.000000000,114.11,185.94,186.725,28.47,122.63,28.47,203.2266,1313.48,-0.02687356612920544,238.52449163938874,1.542749636508928,9.063062788294063,-135.39539758273196,-1.860339091055324,-1.720227690348252,235.69988234421473,2.1808018161809293,0.8451355779504656,-43.03450936410955,-2.113693512501774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:38:00.000000000,113.41,185.99,187.34,28.485,122.4,28.485,203.165,1313.98,,,,8.961881315135061,-132.8791892616222,-1.8249554597250315,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
