date,time,PRICE_ATVI_ATVI_ON_MCHP,PRICE_MCHP_ATVI_ON_MCHP,PRICE_ANSS_ANSS_ON_GOOGL,PRICE_GOOGL_ANSS_ON_GOOGL,PRICE_MSFT_MSFT_ON_ODFL,PRICE_ODFL_MSFT_ON_ODFL,PRICE_NXPI_NXPI_ON_SNPS,PRICE_SNPS_NXPI_ON_SNPS,PRICE_KDP_KDP_ON_TXN,PRICE_TXN_KDP_ON_TXN,BETA_KDP_ON_TXN,SPREAD_KDP_ON_TXN,Z_KDP_ON_TXN,BETA_NXPI_ON_SNPS,SPREAD_NXPI_ON_SNPS,Z_NXPI_ON_SNPS,BETA_MSFT_ON_ODFL,SPREAD_MSFT_ON_ODFL,Z_MSFT_ON_ODFL,BETA_ANSS_ON_GOOGL,SPREAD_ANSS_ON_GOOGL,Z_ANSS_ON_GOOGL,BETA_ATVI_ON_MCHP,SPREAD_ATVI_ON_MCHP,Z_ATVI_ON_MCHP,market_close,SIGNAL_KDP_ON_TXN,SIGNAL_NXPI_ON_SNPS,SIGNAL_MSFT_ON_ODFL,SIGNAL_ANSS_ON_GOOGL,SIGNAL_ATVI_ON_MCHP,POS_KDP_ON_TXN,POS_NXPI_ON_SNPS,POS_MSFT_ON_ODFL,POS_ANSS_ON_GOOGL,POS_ATVI_ON_MCHP,POS_BETA_KDP_ON_TXN,POS_BETA_NXPI_ON_SNPS,POS_BETA_MSFT_ON_ODFL,POS_BETA_ANSS_ON_GOOGL,POS_BETA_ATVI_ON_MCHP,PAIR_BASE_KDP_ON_TXN,PAIR_BASE_NXPI_ON_SNPS,PAIR_BASE_MSFT_ON_ODFL,PAIR_BASE_ANSS_ON_GOOGL,PAIR_BASE_ATVI_ON_MCHP,PAIR_RET_KDP_ON_TXN,PAIR_RET_NXPI_ON_SNPS,PAIR_RET_MSFT_ON_ODFL,PAIR_RET_ANSS_ON_GOOGL,PAIR_RET_ATVI_ON_MCHP,SL_KDP_ON_TXN,SL_NXPI_ON_SNPS,SL_MSFT_ON_ODFL,SL_ANSS_ON_GOOGL,SL_ATVI_ON_MCHP,LOSS_KDP_ON_TXN,LOSS_NXPI_ON_SNPS,LOSS_MSFT_ON_ODFL,LOSS_ANSS_ON_GOOGL,LOSS_ATVI_ON_MCHP,COOLDOWN_KDP_ON_TXN,COOLDOWN_NXPI_ON_SNPS,COOLDOWN_MSFT_ON_ODFL,COOLDOWN_ANSS_ON_GOOGL,COOLDOWN_ATVI_ON_MCHP,CAPITAL_KDP_ON_TXN,CAPITAL_NXPI_ON_SNPS,CAPITAL_MSFT_ON_ODFL,CAPITAL_ANSS_ON_GOOGL,CAPITAL_ATVI_ON_MCHP,REMAINING_CAPITAL,CAPITAL,PORT_RET
2022-02-26,14:39:00.000000000,81.43,72.15,323.5,134.45,297.06,151.905,194.99,311.15,38.23,170.82,,,,0.7918262258471785,-51.38673017234959,-1.2005591115949288,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-02-26,14:40:00.000000000,81.43,72.15,323.5,134.45,297.06,151.905,194.99,311.15,38.23,170.82,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-02-26,14:41:00.000000000,81.43,72.15,323.5,134.45,297.06,151.905,194.99,311.15,38.23,170.82,0.12695002519810555,16.544396695659607,-0.3129064536550339,0.793408374219917,-51.879015638527136,-1.2022564517912904,1.33100229096792,94.87409699051813,0.8126625657576976,3.5075422101579483,-148.08905015573612,-0.7179807540175365,0.2077954289559898,66.43755980082534,-2.1236269093013016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-02-26,14:42:00.000000000,81.43,72.15,323.5,134.45,297.06,151.905,194.99,311.15,38.23,170.82,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-02-26,14:43:00.000000000,81.43,72.15,323.5,134.45,297.06,151.905,194.99,311.15,38.23,170.82,,,,0.7947851896035786,-52.307411745153445,-1.2030986303281692,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-02-26,14:44:00.000000000,81.43,72.15,323.5,134.45,297.06,151.905,194.99,311.15,38.23,170.82,,,,,,,,,,,,,0.20835929577443857,66.39687680987426,-2.153031982898731,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-02-26,14:45:00.000000000,81.43,72.15,323.5,134.45,297.06,151.905,194.99,311.15,38.23,170.82,0.12650475315695708,16.620458065728588,-0.3035335729435966,0.7961778390952513,-52.74073463448741,-1.2040138944361596,1.32490661664972,95.80006039782427,0.8338694708990165,3.505594330030185,-147.82715767255831,-0.529576835140168,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-02-26,14:46:00.000000000,81.43,72.15,323.5,134.45,297.06,151.905,194.99,311.15,38.23,170.82,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-02-26,14:47:00.000000000,81.43,72.15,323.5,134.45,297.06,151.905,194.99,311.15,38.23,170.82,,,,0.7980830203856034,-53.333531792980466,-1.207244170362313,,,,,,,0.20892789873566997,66.35585210622142,-2.182284901251068,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-02-26,14:48:00.000000000,81.43,72.15,323.5,134.45,297.06,151.905,194.99,311.15,38.23,170.82,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-02-26,14:49:00.000000000,81.43,72.15,323.5,134.45,297.06,151.905,194.99,311.15,38.23,170.82,0.1260594733511483,16.696520762156844,-0.2941511582559932,0.7992141331248238,-53.6854775217889,-1.2070912008427759,1.316429010989351,97.08785108566263,0.8585712471972795,3.50378052414704,-147.58329147156945,-0.3170936118140477,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
