date,time,PRICE_ALGN_ALGN_ON_IDXX,PRICE_IDXX_ALGN_ON_IDXX,PRICE_ABNB_ABNB_ON_EBAY,PRICE_EBAY_ABNB_ON_EBAY,PRICE_EBAY_EBAY_ON_SPLK,PRICE_SPLK_EBAY_ON_SPLK,PRICE_CSCO_CSCO_ON_WDAY,PRICE_WDAY_CSCO_ON_WDAY,BETA_CSCO_ON_WDAY,SPREAD_CSCO_ON_WDAY,Z_CSCO_ON_WDAY,BETA_EBAY_ON_SPLK,SPREAD_EBAY_ON_SPLK,Z_EBAY_ON_SPLK,BETA_ABNB_ON_EBAY,SPREAD_ABNB_ON_EBAY,Z_ABNB_ON_EBAY,BETA_ALGN_ON_IDXX,SPREAD_ALGN_ON_IDXX,Z_ALGN_ON_IDXX,market_close,SIGNAL_CSCO_ON_WDAY,SIGNAL_EBAY_ON_SPLK,SIGNAL_ABNB_ON_EBAY,SIGNAL_ALGN_ON_IDXX,POS_CSCO_ON_WDAY,POS_EBAY_ON_SPLK,POS_ABNB_ON_EBAY,POS_ALGN_ON_IDXX,POS_BETA_CSCO_ON_WDAY,POS_BETA_EBAY_ON_SPLK,POS_BETA_ABNB_ON_EBAY,POS_BETA_ALGN_ON_IDXX,PAIR_BASE_CSCO_ON_WDAY,PAIR_BASE_EBAY_ON_SPLK,PAIR_BASE_ABNB_ON_EBAY,PAIR_BASE_ALGN_ON_IDXX,PAIR_RET_CSCO_ON_WDAY,PAIR_RET_EBAY_ON_SPLK,PAIR_RET_ABNB_ON_EBAY,PAIR_RET_ALGN_ON_IDXX,SL_CSCO_ON_WDAY,SL_EBAY_ON_SPLK,SL_ABNB_ON_EBAY,SL_ALGN_ON_IDXX,LOSS_CSCO_ON_WDAY,LOSS_EBAY_ON_SPLK,LOSS_ABNB_ON_EBAY,LOSS_ALGN_ON_IDXX,COOLDOWN_CSCO_ON_WDAY,COOLDOWN_EBAY_ON_SPLK,COOLDOWN_ABNB_ON_EBAY,COOLDOWN_ALGN_ON_IDXX,CAPITAL_CSCO_ON_WDAY,CAPITAL_EBAY_ON_SPLK,CAPITAL_ABNB_ON_EBAY,CAPITAL_ALGN_ON_IDXX,REMAINING_CAPITAL,CAPITAL,PORT_RET
2022-09-15,14:01:00.000000000,256.365,361.315,129.04,43.72,43.72,96.97,43.79,160.71,0.23409871319901662,6.167995801786034,-1.1158830057844762,,,,0.23155572885763126,118.91638353434435,1.7435521671075207,0.6841850697957631,9.158671506743872,0.7314960614920223,0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.7374828053622,483.81252366526024,0.0,0.0,-0.000052331707707778154,0.00023987583853664652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:02:00.000000000,256.1,361.62,129.235,43.73,43.73,96.86,43.78,159.89,,,,0.017465274135003834,42.03831354728352,2.683978875582587,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.9356158069188,483.73952093832645,0.0,0.0,-0.0013441949141353123,0.0009445751209664132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:03:00.000000000,255.99,360.83,128.624,43.72,43.72,96.72,43.75,159.87,0.23412330595871725,6.320707076379875,-1.0985284885435875,,,,,,,0.6906154959306695,6.795210603336528,0.5666881995057819,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.3214828053622,483.1322165261222,0.0,0.0,0.0042527329176275,-0.0008006466195958806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:04:00.000000000,255.99,361.23,128.59,43.755,43.755,96.59,43.77,159.82,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.29844831081022,483.38401622850415,0.0,0.0,0.00031594320521177683,0.0005211817671618421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:05:00.000000000,255.29,362.05,128.73,43.67,43.67,96.71,43.74,160.02,0.23417292044128707,6.267649270985245,-1.1015710403378833,0.017558830345421845,41.971885517294254,2.6423522086963116,0.22103292414091055,119.07749220276642,1.7331214838584783,0.6919445890087021,4.771461549399362,0.42124253759335417,0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.4118177975793,483.2002056183869,0.0,0.0,-0.001170993185160788,0.0025159900804579234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:06:00.000000000,256.1,360.94,129.0,43.78,43.78,96.735,43.74,160.0,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.71628081470166,483.31146144427726,0.0,0.0,-0.0016539145874285505,-0.0031223996938885223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:07:00.000000000,256.085,361.05,129.3,43.79,43.79,96.87,43.745,160.13,0.23418599589311162,6.2447964776360365,-1.1016197488048856,,,,,,,0.697026565310853,4.423558594516464,0.39238743880835886,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,143.01941381625826,483.3657063624322,0.0,0.0,-0.002080120058824102,0.00017430771847064453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:08:00.000000000,256.63,361.16,128.95,43.72,43.72,96.68,43.695,160.37,,,,0.017673119980102642,42.01136276032368,2.644317994792255,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.6474828053622,483.9799512805873,0.0,0.0,0.0022938773160226314,-0.0009842549348924405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:09:00.000000000,256.64,360.77,128.79,43.65,43.65,96.655,43.68,160.14,0.2342348039636699,6.1696384932579065,-1.1068589864106866,,,,0.20997549076366526,119.624569828166,1.7271977670189498,0.7043637866129586,2.52667670364292,0.2517963043131906,0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.46555179446614,483.7444465707649,0.0,0.0,0.0009679034385228724,-0.0005279241612101487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:10:00.000000000,257.37,361.87,128.93,43.655,43.655,96.67,43.67,160.07,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.60711829524445,485.1668957523151,0.0,0.0,-0.0009716980524627874,-0.00007762532203946526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:11:00.000000000,258.11,361.87,128.82,43.675,43.675,96.7,43.675,160.15,0.23420989364432943,6.166285532860641,-1.1049680060370688,0.017764049806688338,41.957216383693236,2.6082822370927046,,,,0.7149661982692537,-0.614818167694807,0.0202445290177508,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.5033842983576,485.9068957523151,0.0,0.0,0.0008152889175732336,-0.0015252483351168092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:12:00.000000000,258.7159,362.01,129.2,43.73,43.73,97.01,43.71,160.335,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.90061580691878,486.60092564814875,0.0,0.0,-0.0025456833409604513,-0.001065574719545128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:13:00.000000000,258.32,362.43,129.11,43.76,43.76,96.9257,43.7,160.2706,0.2341540282033985,6.171993407424402,-1.1021819623298459,,,,0.20129737377064852,120.30122692379643,1.7227497410975374,0.7259764171523818,-4.79563286853778,-0.2876299136663066,0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.82001481158852,486.4694153356497,0.0,0.0,0.0006955813598732851,0.0013569429335167176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:14:00.000000000,259.385,363.49,128.92,43.8,43.8,97.05,43.7,160.13,,,,0.017879151739910892,42.06482832364164,2.6379257666022737,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.6425468178148,488.20168454696164,0.0,0.0,0.001418092600631178,-0.000817586421982209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:15:00.000000000,259.21,363.33,128.855,43.8,43.8,97.04,43.76,160.28,0.23406909265984938,6.2434058284793394,-1.0928704262322524,,,,,,,0.7373680881319692,-8.69794746098836,-0.5749848884965214,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.5775468178148,487.9259646660089,0.0,0.0,0.0004556845166471733,0.00015215047673621784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:16:00.000000000,259.14,363.59,128.7201,43.77,43.77,97.21,43.745,160.07,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.4332478131451,488.0196344725571,0.0,0.0,0.0008802297285323683,0.0004789042261937061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:17:00.000000000,259.615,363.76,128.61,43.77,43.77,97.245,43.78,160.29,0.23398696077797124,6.274230056898993,-1.0876064873446514,0.017974160562299054,42.02210275611923,2.606536642902383,0.19463744197884011,120.09071916458618,1.7081913068913368,0.7491982937419084,-12.913371331556561,-0.8835779517864146,0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.3231478131451,488.6016493460694,0.0,0.0,0.0007729936773219284,-0.0007540375437669348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:18:00.000000000,259.71,363.77,128.75,43.765,43.765,97.14,43.75,160.07,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.4615813123668,488.7029443386289,0.0,0.0,-0.000994683598230581,-0.0001815487269826665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:19:00.000000000,259.69,362.97,128.48,43.67,43.67,97.02,43.7225,159.67,0.23391221864974854,6.373736048194651,-1.0755105020369435,,,,,,,0.7620864566879123,-16.924521184011553,-1.1752627279652617,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.1618177975793,488.1793449338652,0.0,0.0,0.001686324712946673,-0.0009895569698647948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:20:00.000000000,258.99,362.3,128.63,43.59,43.59,96.93,43.685,159.49,,,,0.018045976597758355,41.84080348837929,2.520094561682881,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.28675378512668,487.05758043237563,0.0,0.0,-0.001231441853830908,0.0005699452494206784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
2022-09-15,14:21:00.000000000,258.82,361.9736,128.5,43.57,43.57,96.59,43.655,159.41,0.23385868370183177,6.3755872310909965,-1.0731596079773065,,,,0.18684426698221704,120.35919528758481,1.6992202215340082,0.7733945789311744,-21.1284199562013,-1.477693950009883,0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3133001556578728,0.6294992559546663,0.0,0.0,142.15048778201353,486.68211187523195,0.0,0.0,0.0008696100908569674,-0.00007282210270114245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972802839214276,0.9972802839214276,0.0
