date,time,PRICE_ALGN_ALGN_ON_IDXX,PRICE_IDXX_ALGN_ON_IDXX,PRICE_ABNB_ABNB_ON_EBAY,PRICE_EBAY_ABNB_ON_EBAY,PRICE_EBAY_EBAY_ON_SPLK,PRICE_SPLK_EBAY_ON_SPLK,PRICE_CSCO_CSCO_ON_WDAY,PRICE_WDAY_CSCO_ON_WDAY,BETA_CSCO_ON_WDAY,SPREAD_CSCO_ON_WDAY,Z_CSCO_ON_WDAY,BETA_EBAY_ON_SPLK,SPREAD_EBAY_ON_SPLK,Z_EBAY_ON_SPLK,BETA_ABNB_ON_EBAY,SPREAD_ABNB_ON_EBAY,Z_ABNB_ON_EBAY,BETA_ALGN_ON_IDXX,SPREAD_ALGN_ON_IDXX,Z_ALGN_ON_IDXX,market_close,SIGNAL_CSCO_ON_WDAY,SIGNAL_EBAY_ON_SPLK,SIGNAL_ABNB_ON_EBAY,SIGNAL_ALGN_ON_IDXX,POS_CSCO_ON_WDAY,POS_EBAY_ON_SPLK,POS_ABNB_ON_EBAY,POS_ALGN_ON_IDXX,POS_BETA_CSCO_ON_WDAY,POS_BETA_EBAY_ON_SPLK,POS_BETA_ABNB_ON_EBAY,POS_BETA_ALGN_ON_IDXX,PAIR_BASE_CSCO_ON_WDAY,PAIR_BASE_EBAY_ON_SPLK,PAIR_BASE_ABNB_ON_EBAY,PAIR_BASE_ALGN_ON_IDXX,PAIR_RET_CSCO_ON_WDAY,PAIR_RET_EBAY_ON_SPLK,PAIR_RET_ABNB_ON_EBAY,PAIR_RET_ALGN_ON_IDXX,SL_CSCO_ON_WDAY,SL_EBAY_ON_SPLK,SL_ABNB_ON_EBAY,SL_ALGN_ON_IDXX,LOSS_CSCO_ON_WDAY,LOSS_EBAY_ON_SPLK,LOSS_ABNB_ON_EBAY,LOSS_ALGN_ON_IDXX,COOLDOWN_CSCO_ON_WDAY,COOLDOWN_EBAY_ON_SPLK,COOLDOWN_ABNB_ON_EBAY,COOLDOWN_ALGN_ON_IDXX,CAPITAL_CSCO_ON_WDAY,CAPITAL_EBAY_ON_SPLK,CAPITAL_ABNB_ON_EBAY,CAPITAL_ALGN_ON_IDXX,REMAINING_CAPITAL,CAPITAL,PORT_RET
2022-09-12,13:39:00.000000000,266.8,374.7,124.82,45.5001,45.5001,97.577,46.22,171.84,0.14769782948371998,20.839604981517557,-0.8578767939770603,,,,,,,0.6351163724075832,28.821895258878584,2.1783802911128065,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,504.4752958406646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:40:00.000000000,266.5,375.14,125.05,45.56,45.56,97.88,46.27,172.17,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,504.4543914642832,0.0,0.0,0.0,0.001147916713450982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:41:00.000000000,267.92,377.36,125.35,45.645,45.645,98.04,46.2977,172.055,0.14844823786867936,20.75643843350437,-0.8662733279368067,0.1214951391588358,33.733616556867744,-0.47439869668985035,4.3416059485250384,-72.82260352042539,-3.5591735499576647,0.6357815117503982,28.001488725869734,2.1320146582687087,0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,507.28255574708623,0.0,0.0,0.0,-0.000023462412850962445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:42:00.000000000,267.75,376.53,125.83,45.76,45.76,98.47,46.285,172.38,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,506.5860799116238,0.0,0.0,0.0,-0.0007027165263694128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:43:00.000000000,268.1214,376.53,125.77,45.76,45.76,98.285,46.315,172.56,0.14913013641179076,20.581103660781384,-0.8861080220136972,,,,,,,0.6366677418784957,28.396895150490025,2.1305690851557166,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,506.9574799116238,0.0,0.0,0.0,-0.0007331429242287639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:44:00.000000000,267.475,376.615,125.74,45.78,45.78,98.6,46.315,172.385,,,,0.1221670005265616,33.73433374808103,-0.4726338461958317,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,506.36499611164106,0.0,0.0,0.0,0.001381410133526998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:45:00.000000000,268.02,377.24,125.75,45.72,45.72,98.77,46.29,172.2841,0.14979413066626585,20.48285301287999,-0.8963739481256416,,,,4.400645765479069,-75.44752439770303,-3.559899040778666,0.6375641310168774,27.50530721519317,2.082969117831343,0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,507.3064387588266,0.0,0.0,0.0,-0.00029337998075538866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:46:00.000000000,267.81,377.24,125.82,45.74,45.74,98.675,46.2859,172.24,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,507.0964387588266,0.0,0.0,0.0,0.0004139509849584494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:47:00.000000000,267.81,377.24,125.79,45.72,45.72,98.78,46.32,172.4525,0.15050069477112896,20.365778934981886,-0.9089817041678138,0.1227448305986798,33.595265633462404,-0.5190311570063405,,,,0.6381403797810136,27.077923131410444,2.053204774964191,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,507.0964387588266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:48:00.000000000,268.34,375.805,125.43,45.72,45.72,98.7,46.34,172.42,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,506.71620644088864,0.0,0.0,0.0,-0.002840154668534157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:49:00.000000000,267.82,375.84,125.47,45.74,45.74,98.89,46.366,172.0675,0.15138025984418357,20.318377139260942,-0.9129194885768329,,,,4.455911958722868,-78.34341299198397,-3.5663969811289067,0.6387631723237347,27.74724931384756,2.063352137606366,0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,506.218407229131,0.0,0.0,0.0,0.0010700285117200116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:50:00.000000000,268.5,375.37,125.69,45.725,45.725,98.855,46.415,172.18,,,,0.12329541451975645,33.53663179764948,-0.537639856198417,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,506.60028235844754,0.0,0.0,0.0,-0.001932219091039039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:51:00.000000000,268.13,375.42,125.9,45.66,45.66,99.29,46.39,172.01,0.15222158572565314,20.206365039330404,-0.9249012709242308,,,,,,,0.6403525958319162,27.728828472782027,2.0486458083862717,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,506.26199777022237,0.0,0.0,0.0,0.0007929632607085575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:52:00.000000000,268.32,375.65,126.4194,45.78,45.78,99.54,46.42,172.305,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,506.5978886643866,0.0,0.0,0.0,-0.00008712703309749506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:53:00.000000000,268.32,375.65,126.342,45.76,45.76,99.6492,46.405,172.13,0.15311796920079193,20.048803961467687,-0.9425580968363736,0.12374516103968036,33.42889369852468,-0.5731418908265679,4.517442785448326,-80.37618186211539,-3.5468567221075826,0.641289248599448,27.419693763617346,2.0241586056652228,0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,506.5978886643866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:54:00.000000000,268.09,375.431,126.62,45.69,45.69,99.84,46.415,172.164,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,506.22897516081275,0.0,0.0,0.0,0.00017980038698218502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
2022-09-12,13:55:00.000000000,268.2506,375.431,126.5,45.69,45.69,100.1,46.44,172.26,0.15402558562301713,19.907552620579068,-0.9581753016524863,,,,,,,0.6420537534446416,27.20371729052482,2.0032554410199217,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6343082354968365,0.0,0.0,0.0,506.3895751608128,0.0,0.0,0.0,-0.0003172477433734951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000222851110023,1.000222851110023,0.0
