date,time,PRICE_MAR_MAR_ON_QCOM,PRICE_QCOM_MAR_ON_QCOM,PRICE_TSLA_TSLA_ON_CTAS,PRICE_CTAS_TSLA_ON_CTAS,PRICE_FOXA_FOXA_ON_XLNX,PRICE_XLNX_FOXA_ON_XLNX,PRICE_FOX_FOX_ON_XLNX,PRICE_XLNX_FOX_ON_XLNX,PRICE_QCOM_QCOM_ON_CMCSA,PRICE_CMCSA_QCOM_ON_CMCSA,BETA_QCOM_ON_CMCSA,SPREAD_QCOM_ON_CMCSA,Z_QCOM_ON_CMCSA,BETA_FOX_ON_XLNX,SPREAD_FOX_ON_XLNX,Z_FOX_ON_XLNX,BETA_FOXA_ON_XLNX,SPREAD_FOXA_ON_XLNX,Z_FOXA_ON_XLNX,BETA_TSLA_ON_CTAS,SPREAD_TSLA_ON_CTAS,Z_TSLA_ON_CTAS,BETA_MAR_ON_QCOM,SPREAD_MAR_ON_QCOM,Z_MAR_ON_QCOM,market_close,SIGNAL_QCOM_ON_CMCSA,SIGNAL_FOX_ON_XLNX,SIGNAL_FOXA_ON_XLNX,SIGNAL_TSLA_ON_CTAS,SIGNAL_MAR_ON_QCOM,POS_QCOM_ON_CMCSA,POS_FOX_ON_XLNX,POS_FOXA_ON_XLNX,POS_TSLA_ON_CTAS,POS_MAR_ON_QCOM,POS_BETA_QCOM_ON_CMCSA,POS_BETA_FOX_ON_XLNX,POS_BETA_FOXA_ON_XLNX,POS_BETA_TSLA_ON_CTAS,POS_BETA_MAR_ON_QCOM,PAIR_BASE_QCOM_ON_CMCSA,PAIR_BASE_FOX_ON_XLNX,PAIR_BASE_FOXA_ON_XLNX,PAIR_BASE_TSLA_ON_CTAS,PAIR_BASE_MAR_ON_QCOM,PAIR_RET_QCOM_ON_CMCSA,PAIR_RET_FOX_ON_XLNX,PAIR_RET_FOXA_ON_XLNX,PAIR_RET_TSLA_ON_CTAS,PAIR_RET_MAR_ON_QCOM,SL_QCOM_ON_CMCSA,SL_FOX_ON_XLNX,SL_FOXA_ON_XLNX,SL_TSLA_ON_CTAS,SL_MAR_ON_QCOM,LOSS_QCOM_ON_CMCSA,LOSS_FOX_ON_XLNX,LOSS_FOXA_ON_XLNX,LOSS_TSLA_ON_CTAS,LOSS_MAR_ON_QCOM,COOLDOWN_QCOM_ON_CMCSA,COOLDOWN_FOX_ON_XLNX,COOLDOWN_FOXA_ON_XLNX,COOLDOWN_TSLA_ON_CTAS,COOLDOWN_MAR_ON_QCOM,CAPITAL_QCOM_ON_CMCSA,CAPITAL_FOX_ON_XLNX,CAPITAL_FOXA_ON_XLNX,CAPITAL_TSLA_ON_CTAS,CAPITAL_MAR_ON_QCOM,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-06-11,13:39:00.000000000,144.19,134.22,201.5367,88.2425,37.68,128.56,36.05,128.56,134.22,56.64,3.1081158572789387,-41.82368215627909,-1.559619576062142,0.04206042825996507,30.642711342898888,-0.24719115974290215,,,,,,,-0.13713390425593616,162.59611262923175,-0.20790030784104077,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:40:00.000000000,144.15,134.15,201.8,88.3175,37.78,128.41,36.16,128.41,134.15,56.7,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:41:00.000000000,144.24,133.97,202.0167,88.3175,37.71,128.54,36.05,128.54,133.97,56.64,3.105522497745121,-41.926794272283644,-1.5532965992958232,0.039883859530940556,30.9233286958929,-0.23920651774825016,0.20786062239565342,10.991595597262712,-1.246113444379603,0.39556113475757654,167.08172948104772,0.3200663765343719,-0.13338974807561546,162.1102245496902,-0.7857143220903474,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:42:00.000000000,144.22,133.949,201.9794,88.3175,37.75,128.54,36.09,128.54,133.949,56.66,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:43:00.000000000,144.175,133.88,202.1217,88.3175,37.775,128.45,36.11,128.45,133.88,56.63,3.102889034136211,-41.83660600313365,-1.5446975282897124,0.03188183916251107,32.01477775957545,-0.20761009355421767,,,,,,,-0.12991784957264363,161.56840170078553,-1.737345213033678,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:44:00.000000000,144.1,133.855,202.0967,88.045,37.77,128.52,36.1,128.52,133.855,56.565,,,,,,,0.21003388106998244,10.776445604885858,-1.2453930456876872,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:45:00.000000000,144.0878,133.75,201.5433,88.045,37.78,128.36,36.11,128.36,133.75,56.615,3.1001641457973297,-41.76579311431581,-1.5364349106019008,0.020187661404485892,33.51871178212019,-0.16403145968308436,,,,0.3696274389154695,168.99945214068748,0.32381151501645977,-0.1265118994101821,161.00876654611184,-2.580546127884677,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:46:00.000000000,144.095,133.7,201.8033,87.955,37.75,128.56,36.12,128.56,133.7,56.5624,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:47:00.000000000,144.0,133.92,201.6633,88.145,37.7,128.75,36.05,128.75,133.92,56.58,3.097293039073042,-41.32484015075275,-1.523756885544701,0.021896210450974778,33.230862904437,-0.17272154228588305,0.216128085583064,9.87350898118051,-1.2587853313765716,,,,-0.12265367817224422,160.42578058082694,-2.6207758855776464,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:48:00.000000000,143.97,133.92,201.1546,88.17,37.62,129.0,36.0,129.0,133.92,56.565,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:49:00.000000000,143.78,133.99,201.1667,88.17,37.6,128.93,35.97,128.93,133.99,56.6,3.0963869843533787,-41.26550331440123,-1.5158471362371406,0.016933362592535892,33.78678156094435,-0.15681701624201877,,,,0.3293505623320025,172.12786091918733,0.3321889503045305,-0.11833286788865632,159.63542096840106,-2.5889195531272176,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:50:00.000000000,143.83,134.05,201.2833,88.17,37.5001,129.17,35.88,129.17,134.05,56.595,,,,,,,0.17827004683811642,14.472958049920507,-1.1552184643434242,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:51:00.000000000,144.085,134.09,200.79,88.17,37.565,129.16,35.91,129.16,134.09,56.56,3.092650266814904,-40.83029909105096,-1.50344277105522,-0.002409424378816244,36.221201252767905,-0.08617545693127329,,,,,,,-0.11370518891771225,159.33172878197604,-2.294068735052115,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:52:00.000000000,144.105,134.13,200.63,88.1025,37.6,129.19,35.94,129.19,134.13,56.59,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:53:00.000000000,144.18,134.03,200.8867,88.11,37.655,129.04,35.98,129.04,134.03,56.56,3.0923348720654076,-40.872460364019446,-1.4969621578995973,-0.004937340231445826,36.61711438346577,-0.07503086530076945,0.1680393638820041,15.971200484666191,-1.1182783855760385,0.2730025632852055,176.83244414894054,0.3466456779577162,-0.10871196412781672,158.7506645520513,-2.199579836538237,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:54:00.000000000,144.15,134.03,201.0383,88.13,37.63,128.95,35.97,128.95,134.03,56.57,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:55:00.000000000,144.0,133.87,200.9533,88.04,37.625,129.15,35.96,129.15,133.87,56.535,3.0915102302022537,-40.90853086448439,-1.4904779529221337,-0.012982199892282551,37.636651116088295,-0.0457194038374652,,,,,,,-0.10324953712314112,157.8220155346749,-2.2345458043780795,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:56:00.000000000,143.93,133.725,200.9367,88.0675,37.68,128.63,36.03,128.63,133.725,56.57,,,,,,,0.16069571525912307,17.009710146219,-1.0914225299616311,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:57:00.000000000,143.9,133.78,201.4233,88.0675,37.73,128.7,36.07,128.7,133.78,56.58,3.095316646774549,-41.35301587450397,-1.4890386699901204,-0.012982199892282551,37.74080912613677,-0.04313230157305107,,,,0.2533154388647586,179.1144425877779,0.3519188709114404,-0.10057726025479014,157.35522587688584,-2.078050269537196,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:58:00.000000000,144.0,133.77,201.4267,88.0025,37.73,128.94,36.06,128.94,133.77,56.61,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,13:59:00.000000000,143.98,133.88,201.5733,88.0025,37.6383,128.89,35.96,128.89,133.88,56.585,3.0964752395399016,-41.33405142936533,-1.4819900847272431,-0.01624370641969363,38.05365132043431,-0.03446895651460338,0.15258016761366786,17.972242196274355,-1.0663786265750699,,,,-0.09604491945303388,156.83849381637216,-1.9709142915371247,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,14:00:00.000000000,143.8961,133.96,201.1775,88.1175,37.67,128.91,36.01,128.91,133.96,56.615,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,14:01:00.000000000,143.92,133.99,201.2533,88.1775,37.7,128.76,36.03,128.76,133.99,56.66,3.102751091180465,-41.81187682628513,-1.4810622280395995,-0.0154044943613682,38.01348269396977,-0.03611701244725358,,,,0.22026891968478152,181.83053733449518,0.3589042418885044,-0.09166800252362542,156.20259565814055,-1.9169597880212785,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,14:02:00.000000000,143.84,133.98,201.1533,88.1775,37.75,128.83,36.03,128.83,133.98,56.6444,,,,,,,0.15075133279794026,18.328705795641355,-1.0543031160742309,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-06-11,14:03:00.000000000,143.81,134.02,201.1184,88.235,37.71,128.77,36.06,128.77,134.02,56.635,3.1075326487985935,-41.97511156470833,-1.4763413813140838,-0.01667385942284539,38.2070928778798,-0.030952809474068317,,,,,,,-0.08790261947161335,155.5907090615856,-1.864796012401043,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
