date,time,PRICE_DLTR_DLTR_ON_FANG,PRICE_FANG_DLTR_ON_FANG,BETA_DLTR_ON_FANG,SPREAD_DLTR_ON_FANG,Z_DLTR_ON_FANG,market_close,SIGNAL_DLTR_ON_FANG,POS_DLTR_ON_FANG,POS_BETA_DLTR_ON_FANG,PAIR_BASE_DLTR_ON_FANG,PAIR_RET_DLTR_ON_FANG,SL_DLTR_ON_FANG,LOSS_DLTR_ON_FANG,COOLDOWN_DLTR_ON_FANG,CAPITAL_DLTR_ON_FANG,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-04-18,14:25:00.000000000,147.75,143.9144,0.16059153970683998,124.63856491801394,1.2547213195596707,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:26:00.000000000,147.65,143.7941,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:27:00.000000000,147.7,143.82,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:28:00.000000000,147.565,144.07,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:29:00.000000000,147.6,144.22,0.1598815470701974,124.54188328153613,1.243781579386045,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:30:00.000000000,147.51,143.82,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:31:00.000000000,147.55,144.0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:32:00.000000000,147.68,144.1,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:33:00.000000000,147.7,144.34,0.15881839890626984,124.776152301869,1.244977058224977,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:34:00.000000000,147.69,144.14,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:35:00.000000000,147.64,144.21,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:36:00.000000000,147.695,144.11,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:37:00.000000000,147.745,144.05,0.1579903683486404,124.98648743937835,1.245409536657423,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:38:00.000000000,147.78,144.18,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:39:00.000000000,147.72,144.19,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:40:00.000000000,147.665,144.1963,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:41:00.000000000,147.72,144.2,0.15691536715287815,125.09280405655497,1.2421441863531,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:42:00.000000000,147.655,144.17,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:43:00.000000000,147.62,144.21,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:44:00.000000000,147.58,144.17,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:45:00.000000000,147.61,144.01,0.15609581619031654,125.13064151043253,1.2364737600716653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:46:00.000000000,147.78,143.83,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:47:00.000000000,147.83,143.87,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:48:00.000000000,147.83,143.78,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:49:00.000000000,147.865,143.57,0.15546366392001962,125.5450817710028,1.2448763355405044,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:50:00.000000000,147.89,143.57,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:51:00.000000000,148.02,143.71,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:52:00.000000000,148.25,143.74,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:53:00.000000000,148.19,143.64,0.1548502230850107,125.94731395606907,1.2528557986333404,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:54:00.000000000,148.085,143.6,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:55:00.000000000,148.0,143.4569,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:56:00.000000000,147.97,143.39,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:57:00.000000000,148.12,143.48,0.1541688167659262,125.99985817042491,1.247869795807776,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:58:00.000000000,148.15,143.61,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,14:59:00.000000000,148.1,143.53,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:00:00.000000000,148.29,143.72,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:01:00.000000000,148.315,143.79,0.15337716788299002,126.26089703010487,1.2508303767278315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:02:00.000000000,148.41,143.795,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:03:00.000000000,148.175,143.88,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:04:00.000000000,148.22,143.89,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:05:00.000000000,148.27,143.95,0.15238327972934745,126.33442688296044,1.246835104646705,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:06:00.000000000,148.29,143.95,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:07:00.000000000,148.25,143.925,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:08:00.000000000,148.14,143.89,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:09:00.000000000,148.14,143.9799,0.15132747550200415,126.35188520996898,1.2407657760296094,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:10:00.000000000,148.07,143.83,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:11:00.000000000,148.07,143.77,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:12:00.000000000,148.12,143.69,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:13:00.000000000,147.93,143.6392,0.15045432620567364,126.31886094727801,1.2328573377132468,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:14:00.000000000,147.82,143.61,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:15:00.000000000,147.82,143.56,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:16:00.000000000,147.915,143.665,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:17:00.000000000,147.895,143.82,0.14959125248012084,126.38078606830904,1.2286613651119915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:18:00.000000000,147.91,143.77,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:19:00.000000000,147.985,143.74,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:20:00.000000000,147.96,143.64,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:21:00.000000000,147.935,143.7083,0.14888262114555237,126.53933161562861,1.22830360478855,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:22:00.000000000,147.89,143.575,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:23:00.000000000,148.058,143.6,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:24:00.000000000,147.985,143.51,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:25:00.000000000,147.995,143.57,0.1482339046689089,126.71305830668476,1.2285862302838781,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:26:00.000000000,147.95,143.52,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:27:00.000000000,148.0,143.6105,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:28:00.000000000,148.0,143.91,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:29:00.000000000,148.1,143.9,0.14738137441326582,126.89182022193104,1.2291702384444467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:30:00.000000000,148.095,143.9,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:31:00.000000000,148.13,143.98,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:32:00.000000000,148.13,144.11,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:33:00.000000000,148.34,144.21,0.14639556230308487,127.22829596027213,1.2361179797280253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:34:00.000000000,148.28,144.15,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:35:00.000000000,148.3,144.25,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:36:00.000000000,148.44,144.33,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:37:00.000000000,148.54,144.38,0.14551144127880516,127.5310581081661,1.241839883946125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:38:00.000000000,148.435,144.3,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:39:00.000000000,148.305,144.01,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:40:00.000000000,148.245,143.85,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:41:00.000000000,148.48,144.05,0.1448067159153086,127.62059257239979,1.2392493463119505,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:42:00.000000000,148.56,144.085,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:43:00.000000000,148.535,144.02,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:44:00.000000000,148.47,144.08,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:45:00.000000000,148.42,144.01,0.14428430375077955,127.64161741685022,1.234059596506948,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:46:00.000000000,148.445,144.02,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:47:00.000000000,148.56,144.108,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:48:00.000000000,148.6,144.23,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:49:00.000000000,148.545,144.21,0.14384559972171967,127.8010260641308,1.2345702293270726,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:50:00.000000000,148.51,144.12,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:51:00.000000000,148.57,144.14,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:52:00.000000000,148.58,144.0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:53:00.000000000,148.73,144.02,0.1434511473217757,128.07016576271786,1.23967687650888,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:54:00.000000000,148.64,144.05,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:55:00.000000000,148.625,144.08,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:56:00.000000000,148.6,144.07,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:57:00.000000000,148.58,144.22,0.14310860008740944,127.94087769539382,1.228686289902289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:58:00.000000000,148.505,144.31,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,15:59:00.000000000,148.72,144.34,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,16:00:00.000000000,148.76,144.47,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,16:01:00.000000000,148.86,144.54,0.14281108980627172,128.2180850794015,1.2345788268541038,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,16:02:00.000000000,148.84,144.62,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,16:03:00.000000000,148.93,144.57,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,16:04:00.000000000,149.0,144.66,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,16:05:00.000000000,149.01,144.61,0.14235040157026704,128.42470842892368,1.2377416747867331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,16:06:00.000000000,149.03,144.705,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,16:07:00.000000000,149.1,144.7,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-04-18,16:08:00.000000000,149.13,144.7501,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
