date,time,PRICE_ROST_ROST_ON_TXN,PRICE_TXN_ROST_ON_TXN,PRICE_COST_COST_ON_INTC,PRICE_INTC_COST_ON_INTC,BETA_COST_ON_INTC,SPREAD_COST_ON_INTC,Z_COST_ON_INTC,BETA_ROST_ON_TXN,SPREAD_ROST_ON_TXN,Z_ROST_ON_TXN,market_close,SIGNAL_COST_ON_INTC,SIGNAL_ROST_ON_TXN,POS_COST_ON_INTC,POS_ROST_ON_TXN,POS_BETA_COST_ON_INTC,POS_BETA_ROST_ON_TXN,PAIR_BASE_COST_ON_INTC,PAIR_BASE_ROST_ON_TXN,PAIR_RET_COST_ON_INTC,PAIR_RET_ROST_ON_TXN,SL_COST_ON_INTC,SL_ROST_ON_TXN,LOSS_COST_ON_INTC,LOSS_ROST_ON_TXN,COOLDOWN_COST_ON_INTC,COOLDOWN_ROST_ON_TXN,CAPITAL_COST_ON_INTC,CAPITAL_ROST_ON_TXN,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-11-09,14:41:00.000000000,119.47,192.45,505.875,51.285,5.426356962921908,227.58428315655,-0.21025844719107964,0.5134923141265729,20.64840414634105,-0.11391790054205048,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:42:00.000000000,119.56,192.265,505.86,51.31,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:43:00.000000000,119.43,192.385,505.435,51.33,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:44:00.000000000,119.08,192.27,505.6327,51.2449,5.402308182685045,228.79195740912309,-0.20076525096245176,0.512398916167191,20.561060388534173,-0.11384669396956622,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:45:00.000000000,119.18,192.43,505.76,51.16,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:46:00.000000000,119.28,192.28,505.745,51.19,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:47:00.000000000,119.29,192.07,505.755,51.1,5.38118835965365,230.7762748216985,-0.18646276727735606,0.5114325758645218,21.059145153701294,-0.10700435231769193,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:48:00.000000000,119.27,191.5475,505.505,51.0721,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:49:00.000000000,119.285,191.71,506.53,51.13,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:50:00.000000000,119.41,192.05,506.97,51.105,5.361512354832604,232.96991110627982,-0.17082736406081817,0.5105457677487744,21.35968530384787,-0.10245109677071211,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:51:00.000000000,119.56,191.865,506.73,51.09,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:52:00.000000000,119.54,191.8695,506.81,51.09,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:53:00.000000000,119.7,191.86,506.835,51.01,5.342139569076362,234.3324605814148,-0.16028397936197053,0.5097034366111417,21.908298651786353,-0.09502818760803813,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:54:00.000000000,119.72,191.72,507.13,50.9888,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:55:00.000000000,119.67,191.8,507.46,50.955,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:56:00.000000000,119.75,191.75,507.76,50.9527,5.32511256918772,236.43113679594887,-0.14514842875210743,0.5087775874801678,22.191897600677834,-0.09067644525876285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:57:00.000000000,119.87,191.86,507.73,50.96,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:58:00.000000000,119.62,191.45,507.46,50.85,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,14:59:00.000000000,119.525,191.56,507.785,50.9,5.308387408450574,237.58808090986577,-0.1358142424351812,0.5076807996864484,22.27366601206394,-0.08866495324927101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:00:00.000000000,119.66,191.47,507.6601,50.9,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:01:00.000000000,119.7,191.685,507.14,50.91,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:02:00.000000000,119.46,191.67,506.2,50.885,5.290033144288312,237.01666345288925,-0.1372057511866029,0.5066856364448942,22.34356406260713,-0.08679124864647687,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:03:00.000000000,119.57,191.97,506.54,50.8987,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:04:00.000000000,119.16,191.93,505.98,50.86,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:05:00.000000000,119.29,192.12,506.345,50.88,5.271078499727131,238.15252593388357,-0.12796103042957746,0.5056626886366965,22.142084259117865,-0.08806419459676065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:06:00.000000000,119.3,192.14,506.68,50.9,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:07:00.000000000,119.33,191.98,507.0098,50.81,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:08:00.000000000,119.26,192.03,506.32,50.81,5.252392702170987,239.44592680269216,-0.11770798477168379,0.5045810381687885,22.365303240447545,-0.0844106806790145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:09:00.000000000,119.42,191.85,506.14,50.7799,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:10:00.000000000,119.39,192.11,505.935,50.88,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:11:00.000000000,119.39,192.405,506.1599,50.95,5.2313629251598455,239.62195896310584,-0.11442531779789401,0.5036015036178352,22.494552696410423,-0.08184848742750558,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:12:00.000000000,119.61,192.74,505.85,51.0011,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:13:00.000000000,119.44,192.74,505.395,51.0039,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:14:00.000000000,119.44,192.87,504.85,51.0436,5.206716748155152,239.0804329938677,-0.11563903639554016,0.5026087367299296,22.50185294689848,-0.08070233829447743,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:15:00.000000000,119.673,192.98,505.305,51.0794,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:16:00.000000000,119.5,192.88,505.2,51.03,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:17:00.000000000,119.455,193.05,504.8655,51.035,5.18287211173212,240.35762177775126,-0.10541591430938979,0.501477239823629,22.644818852048417,-0.07798006584739223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:18:00.000000000,119.3502,193.05,504.78,51.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:19:00.000000000,119.26,192.93,504.52,51.01,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:20:00.000000000,119.2,192.81,504.52,51.0,5.159396237243622,241.39079190057527,-0.09670291473929377,0.5002787642794331,22.74125145928251,-0.07579935128568782,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:21:00.000000000,119.35,193.04,504.6,50.995,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:22:00.000000000,119.35,192.8,504.8353,50.975,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:23:00.000000000,119.44,192.869,504.85,50.96,5.1369257362100695,243.07226448273485,-0.08386603782547138,0.4991900087413769,23.161722204059373,-0.0698532398039945,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:24:00.000000000,119.51,192.765,504.53,50.945,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:25:00.000000000,119.64,193.1,504.43,50.99,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:26:00.000000000,119.7,193.17,504.265,50.99,5.113397253667773,243.53287403548023,-0.07872481655761075,0.49822607671657165,23.457668760659857,-0.06535698049605672,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:27:00.000000000,119.695,193.15,504.17,50.985,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:28:00.000000000,119.575,193.06,504.555,50.955,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:29:00.000000000,119.57,193.14,504.725,50.995,5.090016840594282,245.15959121389466,-0.06616531781069998,0.49715860357766956,23.5487873050089,-0.06324343138412228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:30:00.000000000,119.54,193.27,504.915,51.025,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:31:00.000000000,119.59,193.39,504.81,51.03,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:32:00.000000000,119.585,193.42,504.985,51.025,5.067048797265881,246.43883511950844,-0.055776466164827204,0.4960065478969504,23.64741350577185,-0.061043363893733125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:33:00.000000000,119.69,193.385,505.24,51.015,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:34:00.000000000,119.75,193.61,505.7554,51.06,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:35:00.000000000,119.75,193.56,505.73,51.058,5.044513172812463,248.16724642254127,-0.042492780324459085,0.49495025303429324,23.9474290226822,-0.05649825082103907,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:36:00.000000000,119.92,193.52,505.42,51.03,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:37:00.000000000,119.81,193.375,505.5892,50.9901,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:38:00.000000000,119.73,193.3809,505.465,51.005,5.022824288548931,249.27584716256172,-0.033129322835058615,0.49383442800029187,24.23185386231836,-0.05213442581177855,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:39:00.000000000,119.72,193.315,505.44,51.0179,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:40:00.000000000,119.665,193.52,505.5,51.035,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:41:00.000000000,119.68,193.52,505.825,51.045,5.001267054254709,250.53532321556838,-0.02277587479561184,0.49268790010312546,24.335037572043163,-0.04988269628305047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:42:00.000000000,119.715,193.51,506.3862,51.065,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:43:00.000000000,119.78,193.52,506.405,51.05,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:44:00.000000000,119.83,193.52,506.59,51.055,4.980826833237061,252.29388602908182,-0.009189763964954642,0.49172847751727566,24.67070503085681,-0.04492208102065626,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:45:00.000000000,119.74,193.405,506.58,51.015,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:46:00.000000000,119.6801,193.37,506.64,50.995,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:47:00.000000000,119.68,193.37,506.78,51.0,4.961905946739825,253.7227967162689,0.00231632157993268,0.49066517621936284,24.800074874461814,-0.04236828657990958,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:48:00.000000000,119.72,193.345,506.775,50.9803,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:49:00.000000000,119.68,193.28,506.63,50.9818,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:50:00.000000000,119.6563,193.245,506.82,50.9301,4.941900916821848,255.12849211617157,0.013705297018460629,0.4895308201204086,25.056916665831636,-0.03832948192448283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:51:00.000000000,119.59,193.14,506.46,50.91,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:52:00.000000000,119.6628,193.045,507.3207,50.89,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:53:00.000000000,119.68,193.29,507.7342,50.9211,4.923200722452098,257.03940369194447,0.028392164781630123,0.4885454711086867,25.249045889401955,-0.03504698875084145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:54:00.000000000,119.63,193.175,507.47,50.94,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:55:00.000000000,119.615,193.48,507.28,50.9722,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:56:00.000000000,119.65,193.44,506.885,50.96,4.902894954239484,257.03347313195593,0.030707165081707913,0.48742977928658054,25.361583494803867,-0.032693883703399845,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:57:00.000000000,119.71,193.455,506.765,50.97,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:58:00.000000000,119.69,193.52,507.01,50.97,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,15:59:00.000000000,119.83,193.53,507.22,50.98,4.8821481447735975,258.328087579442,0.04147157934574462,0.4864744097058387,25.682607489629035,-0.027906835845314,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-11-09,16:00:00.000000000,120.02,193.72,507.49,51.0388,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
