date,time,PRICE_EBAY_EBAY_ON_SPLK,PRICE_SPLK_EBAY_ON_SPLK,PRICE_ADI_ADI_ON_IDXX,PRICE_IDXX_ADI_ON_IDXX,BETA_ADI_ON_IDXX,SPREAD_ADI_ON_IDXX,Z_ADI_ON_IDXX,BETA_EBAY_ON_SPLK,SPREAD_EBAY_ON_SPLK,Z_EBAY_ON_SPLK,market_close,SIGNAL_ADI_ON_IDXX,SIGNAL_EBAY_ON_SPLK,POS_ADI_ON_IDXX,POS_EBAY_ON_SPLK,POS_BETA_ADI_ON_IDXX,POS_BETA_EBAY_ON_SPLK,PAIR_BASE_ADI_ON_IDXX,PAIR_BASE_EBAY_ON_SPLK,PAIR_RET_ADI_ON_IDXX,PAIR_RET_EBAY_ON_SPLK,SL_ADI_ON_IDXX,SL_EBAY_ON_SPLK,LOSS_ADI_ON_IDXX,LOSS_EBAY_ON_SPLK,COOLDOWN_ADI_ON_IDXX,COOLDOWN_EBAY_ON_SPLK,CAPITAL_ADI_ON_IDXX,CAPITAL_EBAY_ON_SPLK,REMAINING_CAPITAL,CAPITAL,PORT_RET
2022-10-24,13:54:00.000000000,38.28,78.14,145.765,339.78,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,13:55:00.000000000,38.28,78.17,145.85,339.78,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,13:56:00.000000000,38.31,78.26,145.72,341.92,,,,0.07356933592798343,32.55246377027602,1.972679480062942,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,13:57:00.000000000,38.17,78.14,145.31,341.84,0.03307869248556967,134.00237976073288,1.0747562918986766,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,13:58:00.000000000,38.175,78.03,145.25,342.2106,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,13:59:00.000000000,38.17,77.89,145.02,342.2106,,,,0.07343513118954693,32.45013763164619,1.0912718693768861,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:00:00.000000000,38.05,77.28,144.42,341.71,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:01:00.000000000,38.0,77.345,143.95,340.33,-0.021250059768002327,151.18203284084422,1.2579011758326035,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:02:00.000000000,37.955,76.94,143.54,340.33,,,,0.07325255091631126,32.31894873249901,-0.12396532917795484,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:03:00.000000000,37.91,76.8495,143.62,340.33,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:04:00.000000000,37.85,76.61,143.56,340.33,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:05:00.000000000,37.78,76.58,143.44,339.2,-0.06454486873906788,165.33361947629183,1.4052259359781052,0.07304502508270402,32.18621197916653,-1.3598515590355589,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:06:00.000000000,37.88,76.72,143.79,339.79,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:07:00.000000000,37.895,76.5,143.935,339.605,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:08:00.000000000,37.79,76.35,143.47,337.91,,,,0.07282605218269007,32.22973091585161,-0.948944386758144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:09:00.000000000,37.78,75.985,143.32,337.5,-0.08628549454178486,172.44135440785237,1.4733104193383477,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:10:00.000000000,37.8,76.17,143.45,337.8,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:11:00.000000000,37.83,76.4,143.3,337.8,,,,0.07259755107624041,32.28354709777523,-0.46848660319617497,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:12:00.000000000,37.8,76.43,143.45,337.8,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:13:00.000000000,37.783,76.555,143.72,338.16,-0.10862457268479075,180.45248549908885,1.550278217169302,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:14:00.000000000,37.87,76.675,143.76,338.64,,,,0.07236421819528939,32.32147356987618,-0.1490735892123018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:15:00.000000000,37.835,76.4,143.52,338.64,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:16:00.000000000,37.78,76.41,143.01,337.46,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:17:00.000000000,37.78,76.284,143.245,337.6,-0.12080714888801285,184.02949346459314,1.5778205087272696,0.07210345924307829,32.27965971510102,-0.5654579998901577,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:18:00.000000000,37.79,76.56,143.1,338.91,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:19:00.000000000,37.81,76.74,142.99,338.91,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:20:00.000000000,37.76,76.425,142.61,338.88,,,,0.07181527435153064,32.27151765768427,-0.6620727557360989,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:21:00.000000000,37.65,76.46,142.7875,338.27,-0.14550354881824903,192.00698545874909,1.652164596550361,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:22:00.000000000,37.68,76.56,142.59,338.155,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:23:00.000000000,37.63,76.53,142.54,338.02,,,,0.07151894204501015,32.15665536529538,-1.656877127712454,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:24:00.000000000,37.65,76.465,142.74,338.18,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:25:00.000000000,37.68,76.625,142.76,338.42,-0.17535776869776987,202.10457608269928,1.7476755380545081,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:26:00.000000000,37.6,76.44,142.455,337.745,,,,0.07122835991879352,32.15530416780742,-1.5186633103779772,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:27:00.000000000,37.67,76.475,142.645,337.4,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:28:00.000000000,37.68,76.3,142.61,337.48,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:29:00.000000000,37.675,76.45,143.17,338.46,-0.20228764747490643,211.6362771643568,1.8351274588643667,0.07094810079666046,32.2510176940953,-0.6286200732913204,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:30:00.000000000,37.64,76.46,143.03,338.21,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:31:00.000000000,37.66,76.63,143.19,338.67,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:32:00.000000000,37.79,76.89,143.26,338.67,,,,0.0706797928606469,32.35543072694486,0.3026275900283243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:33:00.000000000,37.75,76.78,143.11,338.67,-0.23274922696376557,221.9351806958185,1.9285136508404292,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:34:00.000000000,37.77,76.81,143.22,338.495,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:35:00.000000000,37.89,77.27,143.5,338.495,,,,0.07044703709657311,32.446557443547796,1.0605027195700985,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:36:00.000000000,37.88,77.215,143.46,338.495,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-24,14:37:00.000000000,37.925,77.3299,143.35,339.4,-0.2669434996014424,233.95062376472953,2.03739207641665,,,,0,-1.0,0.0,0.0,0.0,0.0,0.0,233.95062376472953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.44999999999999996,1.0,0.0
2022-10-24,14:38:00.000000000,37.95,77.43,143.35,339.54,,,,0.07024471756609774,32.510951518857055,1.5415418363658013,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,233.98799585467376,0.0,-0.00015974349348950876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5499121410785809,0.0,0.44999999999999996,0.9999121410785808,-0.00008785892141915941
2022-10-24,14:39:00.000000000,38.01,77.72,143.54,340.04,,,,,,,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,234.31146760447447,0.0,-0.0013824288234069082,0.0,0.0,0.0,-0.00015974349348935046,0.0,0.0,0.0,0.5491519266844125,0.0,0.44999999999999996,0.9991519266844124,-0.0007602811916538754
2022-10-24,14:40:00.000000000,38.05,77.785,143.56,339.85,,,,,,,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,234.2807483395502,0.0,0.00013110440235100817,0.0,0.0,0.0,-0.0015419514828864944,0.0,0.0,0.0,0.5492239229195603,0.0,0.44999999999999996,0.9992239229195603,0.00007205734505940121
2022-10-24,14:41:00.000000000,38.01,77.54,143.31,339.75,-0.29752082127480245,244.39269902811412,2.126810920625408,0.07004399955473346,32.57878827452596,1.8885533880403553,0,-1.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,234.00405398959006,0.0,0.0011810375027448549,0.0,0.0,0.0,-0.0014110492371630645,0.0,0.0,0.0,0.549872576969933,0.0,0.44999999999999996,0.9998725769699329,0.0006491578468991873
2022-10-24,14:42:00.000000000,38.0,77.425,143.315,339.55,,,,,,,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,233.95566528966978,0.0,0.00020678573338918978,0.0,0.0,0.0,-0.0002316782364856218,0.0,0.0,0.0,0.5499862827740323,0.0,0.44999999999999996,0.9999862827740322,0.00011372029468383537
2022-10-24,14:43:00.000000000,37.94,77.33,143.08,339.14,,,,,,,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,233.6112184548332,0.0,0.0014722739644287542,0.0,0.0,0.0,-0.000024940410850438077,0.0,0.0,0.0,0.5507960132589534,0.0,0.44999999999999996,1.0007960132589533,0.0008097415923294537
2022-10-24,14:44:00.000000000,38.0,77.51,143.14,339.14,,,,0.0698367348221072,32.58695468393847,1.7867802581097225,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,233.67121845483317,0.0,-0.0002568369806759702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5506545484739396,0.0,0.44999999999999996,1.0006545484739395,-0.00014135226673525189
2022-10-24,14:45:00.000000000,37.97,77.4683,143.095,339.52,-0.3282640278703443,254.5472027425393,2.2105422271300768,,,,0,-1.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,233.72765698468174,0.0,-0.00024152965958658095,0.0,0.0,0.0,-0.0002568369806761339,0.0,0.0,0.0,0.5505215490682969,0.0,0.44999999999999996,1.0005215490682968,-0.0001329124080288657
2022-10-24,14:46:00.000000000,37.965,77.41,143.03,339.81,,,,,,,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,233.74007059956614,0.0,-0.00005311145049987856,0.0,0.0,0.0,-0.0004983046065141217,0.0,0.0,0.0,0.5504923100702944,0.0,0.44999999999999996,1.0004923100702943,-0.000029223756379644534
2022-10-24,14:47:00.000000000,38.025,77.65,143.04,339.81,,,,0.06961400264596093,32.61947269454113,1.794146853433904,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,233.75007059956613,0.0,-0.00004278256601163817,0.0,0.0,0.0,-0.0005513895913336064,0.0,0.0,0.0,0.5504687585967,0.0,0.44999999999999996,1.0004687585966998,-0.0000235398846721743
2022-10-24,14:48:00.000000000,37.995,77.58,142.94,340.34,,,,,,,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,233.79155065435492,0.0,-0.00017745472624840835,0.0,0.0,0.0,-0.0005941485674836322,0.0,0.0,0.0,0.5503710753138349,0.0,0.44999999999999996,1.0003710753138348,-0.00009763751444071426
2022-10-24,14:49:00.000000000,37.93,77.45,142.69,339.82,-0.3677309991287721,267.6523481239393,2.3223937403782604,,,,0,-1.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,233.40274003456216,0.0,0.0016630653191038304,0.0,0.0,0.0,-0.0007714978592605615,0.0,0.0,0.0,0.5512863783618273,0.0,0.44999999999999996,1.001286378361827,0.0009149635276140984
2022-10-24,14:50:00.000000000,38.03,77.785,143.125,340.065,,,,0.06938783166014446,32.63266751431566,1.6808445709152093,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,233.90314119196452,0.0,-0.0021439386586818384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5501044541832527,0.0,0.44999999999999996,1.0001044541832527,-0.0011804057301849473
2022-10-24,14:51:00.000000000,38.12,78.24,143.42,340.74,,,,,,,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,234.3783280541955,0.0,-0.0020315540005552287,0.0,0.0,0.0,-0.0021439386586816767,0.0,0.0,0.0,0.5489868872786334,0.0,0.44999999999999996,0.9989868872786334,-0.0011174501822731678
2022-10-24,14:52:00.000000000,38.115,78.31,143.445,340.74,,,,,,,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,234.40332805419547,0.0,-0.00010666515205363395,0.0,0.0,0.0,-0.004171137132078062,0.0,0.0,0.0,0.5489283295088264,0.0,0.44999999999999996,0.9989283295088264,-0.000058617155593032177
2022-10-24,14:53:00.000000000,38.12,78.13,143.4322,341.38,-0.3996303442655029,279.85800692535736,2.4213213100582336,0.06922029661076663,32.7118182258008,1.926929422778117,0,-1.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,234.56137189394042,0.0,-0.0006742388901082825,0.0,0.0,0.0,-0.0042773573691552436,0.0,0.0,0.0,0.5485582206811894,0.0,0.44999999999999996,0.9985582206811894,-0.0003705058878638243
2022-10-24,14:54:00.000000000,38.17,78.2175,143.505,341.24,,,,,,,0,0.0,0.0,-1.0,0.0,-0.2669434996014424,0.0,234.5967998039962,0.0,-0.00015103897871040936,0.0,0.0,0.0,-0.004948712298578295,0.0,0.0,0.0,0.5484753670077746,0.0,0.44999999999999996,0.9984753670077745,-0.00008297330260658486
