,number,value,datetime_start,datetime_complete,duration,params_AAPL_INTU_beta_win,params_AAPL_INTU_stop_loss,params_AAPL_INTU_trade_freq,params_AAPL_INTU_z_entry,params_AAPL_INTU_z_exit,params_AAPL_INTU_z_stop_scaler,params_AAPL_INTU_z_win,params_ADSK_ILMN_beta_win,params_ADSK_ILMN_stop_loss,params_ADSK_ILMN_trade_freq,params_ADSK_ILMN_z_entry,params_ADSK_ILMN_z_exit,params_ADSK_ILMN_z_stop_scaler,params_ADSK_ILMN_z_win,params_AMGN_ILMN_beta_win,params_AMGN_ILMN_stop_loss,params_AMGN_ILMN_trade_freq,params_AMGN_ILMN_z_entry,params_AMGN_ILMN_z_exit,params_AMGN_ILMN_z_stop_scaler,params_AMGN_ILMN_z_win,params_ATVI_INTU_beta_win,params_ATVI_INTU_stop_loss,params_ATVI_INTU_trade_freq,params_ATVI_INTU_z_entry,params_ATVI_INTU_z_exit,params_ATVI_INTU_z_stop_scaler,params_ATVI_INTU_z_win,params_CHTR_DLTR_beta_win,params_CHTR_DLTR_stop_loss,params_CHTR_DLTR_trade_freq,params_CHTR_DLTR_z_entry,params_CHTR_DLTR_z_exit,params_CHTR_DLTR_z_stop_scaler,params_CHTR_DLTR_z_win,params_DDOG_ILMN_beta_win,params_DDOG_ILMN_stop_loss,params_DDOG_ILMN_trade_freq,params_DDOG_ILMN_z_entry,params_DDOG_ILMN_z_exit,params_DDOG_ILMN_z_stop_scaler,params_DDOG_ILMN_z_win,params_DLTR_ILMN_beta_win,params_DLTR_ILMN_stop_loss,params_DLTR_ILMN_trade_freq,params_DLTR_ILMN_z_entry,params_DLTR_ILMN_z_exit,params_DLTR_ILMN_z_stop_scaler,params_DLTR_ILMN_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_FANG_ILMN_beta_win,params_FANG_ILMN_stop_loss,params_FANG_ILMN_trade_freq,params_FANG_ILMN_z_entry,params_FANG_ILMN_z_exit,params_FANG_ILMN_z_stop_scaler,params_FANG_ILMN_z_win,params_GFS_ILMN_beta_win,params_GFS_ILMN_stop_loss,params_GFS_ILMN_trade_freq,params_GFS_ILMN_z_entry,params_GFS_ILMN_z_exit,params_GFS_ILMN_z_stop_scaler,params_GFS_ILMN_z_win,params_buffer_capital,params_pairs_to_trade,state
30,30,1.6401088882055528,2025-06-16 00:22:41.386209,2025-06-16 00:22:46.562522,0 days 00:00:05.176313,552.0,0.05,7m,1.3,1.1,1.9000000000000001,944.0,560.0,0.025,8m,1.4,1.2000000000000002,1.3,272.0,,,,,,,,,,,,,,,376.0,0.05,8m,1.1,0.9,1.9000000000000001,32.0,,,,,,,,,,,,,,,288.0,0.05,2m,1.1,0.9,1.3,384.0,656,0.025,7m,1.0,1.2000000000000002,1.1,872,144.0,0.025,4m,1.4,0.9,1.7000000000000002,824.0,0.25,6,COMPLETE
31,31,0.9707616367904658,2025-06-16 00:22:46.622319,2025-06-16 00:22:51.474326,0 days 00:00:04.852007,560.0,0.05,7m,1.3,1.1,1.9000000000000001,992.0,576.0,0.025,8m,1.4,1.2000000000000002,1.3,296.0,,,,,,,,,,,,,,,384.0,0.05,8m,1.1,0.9,1.9000000000000001,32.0,,,,,,,,,,,,,,,264.0,0.05,2m,1.2000000000000002,0.9,1.3,368.0,720,0.025,7m,1.0,1.2000000000000002,1.1,888,160.0,0.025,4m,1.4,0.9,1.7000000000000002,816.0,0.25,6,COMPLETE
32,32,-0.24244463494518112,2025-06-16 00:22:51.553831,2025-06-16 00:22:56.565433,0 days 00:00:05.011602,544.0,0.05,7m,1.3,1.1,1.9000000000000001,968.0,584.0,0.025,8m,1.4,1.2000000000000002,1.3,248.0,,,,,,,,,,,,,,,376.0,0.05,8m,1.1,0.9,1.9000000000000001,16.0,,,,,,,,,,,,,,,296.0,0.05,2m,1.1,0.9,1.3,568.0,672,0.025,7m,0.9,1.2000000000000002,1.1,928,152.0,0.025,4m,1.2000000000000002,1.0,1.7000000000000002,824.0,0.25,6,COMPLETE
33,33,-1.08627492404054,2025-06-16 00:22:56.638455,2025-06-16 00:23:03.079743,0 days 00:00:06.441288,648.0,0.05,7m,1.3,1.2000000000000002,1.9000000000000001,912.0,688.0,0.025,8m,1.5,1.3,1.3,280.0,296.0,0.025,1m,1.3,1.3,1.3,1008.0,760.0,0.05,2m,1.3,0.8,1.1,48.0,512.0,0.05,8m,1.0,0.8,1.9000000000000001,192.0,,,,,,,,,,,,,,,168.0,0.05,2m,1.2000000000000002,0.8,1.2000000000000002,400.0,800,0.025,7m,1.0,1.2000000000000002,1.1,864,40.0,0.025,4m,1.5,0.9,1.7000000000000002,888.0,0.3,8,COMPLETE
34,34,-1.9517371393034748,2025-06-16 00:23:03.147491,2025-06-16 00:23:08.872030,0 days 00:00:05.724539,392.0,0.05,7m,1.3,1.0,1.8000000000000003,896.0,480.0,0.025,8m,1.3,1.2000000000000002,1.5,240.0,,,,,,,,472.0,0.025,8m,0.9,1.4,1.4000000000000001,880.0,344.0,0.05,8m,1.3,1.0,1.8000000000000003,136.0,,,,,,,,,,,,,,,272.0,0.05,2m,1.1,0.9,1.1,312.0,896,0.025,7m,0.8,1.4,1.2000000000000002,776,152.0,0.025,4m,1.4,1.0,1.8000000000000003,744.0,0.25,7,COMPLETE
35,35,-1.852583394317042,2025-06-16 00:23:08.974546,2025-06-16 00:23:14.355506,0 days 00:00:05.380960,560.0,0.05,7m,1.5,1.1,2.0,1016.0,696.0,0.025,8m,1.4,1.5,1.2000000000000002,360.0,,,,,,,,,,,,,,,136.0,0.05,8m,1.1,1.1,2.0,96.0,,,,,,,,,,,,,,,112.0,0.05,2m,1.2000000000000002,1.2000000000000002,1.4000000000000001,336.0,672,0.025,7m,1.1,1.1,1.3,904,248.0,0.025,4m,1.3,0.8,1.9000000000000001,912.0,0.2,6,COMPLETE
36,36,-1.899848085778313,2025-06-16 00:23:14.425019,2025-06-16 00:23:18.867398,0 days 00:00:04.442379,656.0,0.05,1m,1.4,1.2000000000000002,1.9000000000000001,912.0,,,,,,,,,,,,,,,,,,,,,,456.0,0.05,3m,0.9,0.8,1.7000000000000002,344.0,,,,,,,,,,,,,,,424.0,0.05,2m,0.9,1.0,1.3,448.0,600,0.025,8m,0.6,1.4,1.1,712,144.0,0.025,2m,1.1,1.1,1.6,736.0,0.15000000000000002,5,COMPLETE
37,37,0.7692979107787695,2025-06-16 00:23:18.948907,2025-06-16 00:23:24.125782,0 days 00:00:05.176875,784.0,0.05,2m,1.1,1.4,1.7000000000000002,832.0,552.0,0.025,8m,1.2000000000000002,1.3,1.4000000000000001,600.0,,,,,,,,,,,,,,,600.0,0.05,2m,1.1,0.8,1.9000000000000001,456.0,,,,,,,,,,,,,,,48.0,0.05,3m,0.5,0.7,1.5,280.0,696,0.025,10m,0.9,1.3,1.2000000000000002,784,400.0,0.025,4m,1.4,1.2000000000000002,1.7000000000000002,608.0,0.1,6,COMPLETE
38,38,-3.4068418734952393,2025-06-16 00:23:24.212303,2025-06-16 00:23:29.443915,0 days 00:00:05.231612,816.0,0.05,2m,1.1,1.4,1.7000000000000002,840.0,592.0,0.025,2m,1.1,1.4,1.4000000000000001,592.0,,,,,,,,,,,,,,,616.0,0.05,2m,1.1,0.6,1.6,112.0,,,,,,,,,,,,,,,96.0,0.05,3m,0.5,0.7,1.5,352.0,736,0.025,7m,0.9,1.5,1.2000000000000002,952,392.0,0.025,4m,1.5,1.2000000000000002,1.7000000000000002,624.0,0.05,6,COMPLETE
39,39,-3.3859376727480166,2025-06-16 00:23:29.530066,2025-06-16 00:23:33.397580,0 days 00:00:03.867514,720.0,0.05,2m,1.2000000000000002,1.3,1.8000000000000003,728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.05,3m,0.6,0.6,1.4000000000000001,264.0,864,0.025,10m,0.7,1.2000000000000002,1.1,808,536.0,0.025,4m,1.4,1.2000000000000002,1.6,720.0,0.1,4,COMPLETE
40,40,1.4592702390767311,2025-06-16 00:23:33.457081,2025-06-16 00:23:38.018819,0 days 00:00:04.561738,40.0,0.05,1m,1.1,0.7,1.7000000000000002,960.0,,,,,,,,,,,,,,,,,,,,,,736.0,0.05,2m,1.3,0.8,1.8000000000000003,224.0,,,,,,,,,,,,,,,128.0,0.05,3m,0.9,0.7,1.2000000000000002,520.0,656,0.025,2m,0.6,1.3,1.3,864,640.0,0.025,4m,1.3,1.4,1.5,608.0,0.05,5,COMPLETE
41,41,-1.2288930143295693,2025-06-16 00:23:38.109353,2025-06-16 00:23:42.513184,0 days 00:00:04.403831,16.0,0.05,1m,1.1,0.7,1.7000000000000002,936.0,,,,,,,,,,,,,,,,,,,,,,720.0,0.05,2m,1.3,0.8,1.8000000000000003,224.0,,,,,,,,,,,,,,,136.0,0.05,3m,0.9,0.7,1.2000000000000002,600.0,664,0.025,2m,0.6,1.3,1.2000000000000002,856,640.0,0.025,4m,1.3,1.4,1.5,600.0,0.1,5,COMPLETE
42,42,-0.9191072039008724,2025-06-16 00:23:42.581183,2025-06-16 00:23:48.024540,0 days 00:00:05.443357,512.0,0.05,1m,1.3,0.8,1.6,1024.0,816.0,0.025,7m,1.2000000000000002,1.1,1.6,24.0,,,,,,,,,,,,,,,848.0,0.05,2m,1.3,0.8,2.0,72.0,,,,,,,,,,,,,,,208.0,0.05,3m,0.7,0.5,1.1,696.0,632,0.025,2m,0.5,1.3,1.3,896,904.0,0.025,4m,1.4,1.3,1.7000000000000002,704.0,0.05,6,COMPLETE
43,43,-1.8583594003855393,2025-06-16 00:23:48.113056,2025-06-16 00:23:52.956964,0 days 00:00:04.843908,128.0,0.05,2m,1.0,0.8,1.8000000000000003,832.0,,,,,,,,,,,,,,,,,,,,,,576.0,0.05,2m,1.0,0.9,1.9000000000000001,384.0,,,,,,,,,,,,,,,368.0,0.05,4m,0.8,0.7,1.2000000000000002,512.0,752,0.025,2m,0.8,1.4,1.1,976,784.0,0.025,4m,1.5,1.4,1.8000000000000003,792.0,0.05,5,COMPLETE
44,44,-2.0254641596635645,2025-06-16 00:23:53.019475,2025-06-16 00:23:59.169694,0 days 00:00:06.150219,600.0,0.05,8m,1.2000000000000002,1.0,1.1,968.0,504.0,0.025,9m,1.2000000000000002,1.3,1.2000000000000002,448.0,,,,,,,,248.0,0.025,10m,0.5,0.5,1.3,592.0,872.0,0.05,5m,1.4,0.6,1.8000000000000003,160.0,,,,,,,,,,,,,,,160.0,0.05,3m,0.6,0.6,1.4000000000000001,408.0,552,0.025,7m,1.0,1.2000000000000002,1.2000000000000002,744,304.0,0.025,10m,1.2000000000000002,1.3,1.6,880.0,0.1,7,COMPLETE
45,45,0.3033766395210127,2025-06-16 00:23:59.263226,2025-06-16 00:24:04.403793,0 days 00:00:05.140567,952.0,0.05,1m,1.0,1.4,1.5,880.0,328.0,0.025,5m,1.4,1.1,1.4000000000000001,168.0,,,,,,,,,,,,,,,688.0,0.05,7m,1.5,0.7,1.7000000000000002,248.0,,,,,,,,,,,,,,,80.0,0.05,8m,1.0,0.8,1.3,488.0,504,0.025,4m,0.6,1.5,1.3,648,720.0,0.025,7m,1.4,1.4,1.4000000000000001,592.0,0.1,6,COMPLETE
46,46,-8.78234285103015,2025-06-16 00:24:04.500300,2025-06-16 00:24:10.697713,0 days 00:00:06.197413,104.0,0.05,7m,1.4,1.5,1.7000000000000002,960.0,768.0,0.025,3m,1.1,1.4,1.5,344.0,,,,,,,,16.0,0.025,8m,1.0,0.7,1.7000000000000002,192.0,480.0,0.05,8m,1.1,0.9,1.9000000000000001,88.0,,,,,,,,,,,,,,,56.0,0.05,3m,0.6,0.7,1.5,544.0,704,0.025,1m,0.7,1.2000000000000002,1.1,840,496.0,0.025,4m,1.3,1.1,1.8000000000000003,648.0,0.05,7,COMPLETE
47,47,0.811992246453118,2025-06-16 00:24:10.776247,2025-06-16 00:24:15.248570,0 days 00:00:04.472323,320.0,0.05,5m,0.9,0.6,1.3,800.0,,,,,,,,,,,,,,,,,,,,,,920.0,0.05,1m,1.2000000000000002,0.7,2.0,304.0,,,,,,,,,,,,,,,248.0,0.05,5m,0.8,0.6,1.2000000000000002,880.0,632,0.025,3m,0.5,1.1,1.4000000000000001,1024,280.0,0.025,8m,1.2000000000000002,1.5,1.7000000000000002,1024.0,0.35000000000000003,5,COMPLETE
48,48,-2.1747382346381126,2025-06-16 00:24:15.314574,2025-06-16 00:24:18.886765,0 days 00:00:03.572191,352.0,0.05,5m,0.9,0.6,1.2000000000000002,784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,0.05,5m,0.8,0.5,1.2000000000000002,912.0,624,0.025,3m,0.5,1.1,1.4000000000000001,1008,200.0,0.025,8m,1.2000000000000002,1.5,1.5,1000.0,0.35000000000000003,4,COMPLETE
49,49,2.065055188310175,2025-06-16 00:24:18.956275,2025-06-16 00:24:23.361129,0 days 00:00:04.404854,224.0,0.05,5m,0.9,0.6,1.3,448.0,,,,,,,,,,,,,,,,,,,,,,904.0,0.05,1m,1.2000000000000002,0.6,2.0,304.0,,,,,,,,,,,,,,,224.0,0.05,5m,0.9,0.6,1.2000000000000002,1016.0,568,0.025,3m,0.5,1.0,1.5,952,1024.0,0.025,10m,1.1,1.5,1.6,928.0,0.3,5,COMPLETE
50,50,0.012465748609006531,2025-06-16 00:24:23.420959,2025-06-16 00:24:26.971331,0 days 00:00:03.550372,200.0,0.05,5m,0.8,0.5,1.3,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0,0.05,5m,1.0,0.5,1.1,768.0,568,0.025,3m,0.6,1.0,1.5,944,976.0,0.025,10m,1.1,1.4,1.1,960.0,0.3,4,COMPLETE
51,51,0.1851529481037736,2025-06-16 00:24:27.041462,2025-06-16 00:24:31.033268,0 days 00:00:03.991806,304.0,0.05,5m,0.9,0.6,1.3,552.0,,,,,,,,,,,,,,,,,,,,,,904.0,0.05,1m,1.2000000000000002,0.6,2.0,296.0,,,,,,,,,,,,,,,224.0,0.05,5m,0.8,0.6,1.2000000000000002,976.0,408,0.025,3m,0.5,1.1,1.6,984,1024.0,0.025,8m,1.2000000000000002,1.5,1.6,944.0,0.3,5,COMPLETE
52,52,0.5307781432989009,2025-06-16 00:24:31.084786,2025-06-16 00:24:35.297379,0 days 00:00:04.212593,128.0,0.05,5m,1.0,0.7,1.2000000000000002,472.0,,,,,,,,,,,,,,,,,,,,,,920.0,0.05,1m,1.3,0.6,2.0,344.0,,,,,,,,,,,,,,,256.0,0.05,5m,0.9,0.6,1.3,912.0,752,0.025,3m,0.5,1.1,1.4000000000000001,904,968.0,0.025,10m,1.1,1.5,1.7000000000000002,1016.0,0.35000000000000003,5,COMPLETE
53,53,-0.5399907699843346,2025-06-16 00:24:35.416174,2025-06-16 00:24:38.842138,0 days 00:00:03.425964,72.0,0.05,10m,0.9,0.6,1.3,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,0.05,5m,1.1,0.6,1.2000000000000002,1024.0,584,0.025,3m,0.6,1.2000000000000002,1.5,1008,280.0,0.025,2m,1.3,1.5,1.6,840.0,0.4,4,COMPLETE
54,54,-2.0578746396776095,2025-06-16 00:24:38.901692,2025-06-16 00:24:43.147706,0 days 00:00:04.246014,440.0,0.05,5m,1.0,0.5,1.2000000000000002,544.0,,,,,,,,,,,,,,,,,,,,,,944.0,0.05,1m,1.4,0.7,1.9000000000000001,248.0,,,,,,,,,,,,,,,288.0,0.05,1m,1.0,0.8,1.1,808.0,640,0.025,9m,0.5,1.0,1.6,952,904.0,0.025,8m,1.0,0.9,1.5,784.0,0.25,5,COMPLETE
55,55,-1.3913952884855152,2025-06-16 00:24:43.187869,2025-06-16 00:24:48.059900,0 days 00:00:04.872031,280.0,0.025,8m,0.8,0.6,1.4000000000000001,864.0,960.0,0.05,6m,0.9,1.1,1.7000000000000002,32.0,,,,,,,,,,,,,,,800.0,0.05,1m,1.2000000000000002,0.7,2.0,40.0,,,,,,,,,,,,,,,184.0,0.05,4m,0.7,0.5,1.2000000000000002,848.0,512,0.025,7m,0.7,1.0,1.4000000000000001,824,88.0,0.025,10m,1.2000000000000002,1.4,1.8000000000000003,912.0,0.35000000000000003,6,COMPLETE
56,56,-6.695636029323275,2025-06-16 00:24:48.127089,2025-06-16 00:24:50.756616,0 days 00:00:02.629527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,0.05,7m,0.9,0.8,1.3,1016.0,448,0.025,2m,0.5,1.3,1.3,888,184.0,0.025,1m,0.9,1.0,1.7000000000000002,856.0,0.4,3,COMPLETE
57,57,0.7498481621960899,2025-06-16 00:24:50.810590,2025-06-16 00:24:54.138895,0 days 00:00:03.328305,168.0,0.05,9m,1.3,0.8,1.1,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,0.05,5m,0.8,0.6,1.4000000000000001,944.0,736,0.025,3m,0.6,1.1,1.5,680,824.0,0.025,2m,1.0,1.3,1.4000000000000001,792.0,0.2,4,COMPLETE
58,58,1.1152233690509066,2025-06-16 00:24:54.206871,2025-06-16 00:25:00.045630,0 days 00:00:05.838759,600.0,0.05,7m,0.9,0.7,1.9000000000000001,264.0,280.0,0.05,10m,1.0,1.4,1.1,184.0,,,,,,,,624.0,0.025,2m,1.3,1.0,1.2000000000000002,472.0,800.0,0.05,1m,1.2000000000000002,0.8,2.0,160.0,,,,,,,,,,,,,,,336.0,0.05,9m,1.3,0.5,1.3,376.0,864,0.025,7m,0.7,1.2000000000000002,1.4000000000000001,936,728.0,0.025,5m,1.3,1.5,1.2000000000000002,1024.0,0.3,7,COMPLETE
59,59,-1.389415442219885,2025-06-16 00:25:00.103834,2025-06-16 00:25:05.803809,0 days 00:00:05.699975,600.0,0.025,7m,1.4,0.7,1.9000000000000001,136.0,272.0,0.05,10m,1.0,1.4,1.1,168.0,,,,,,,,648.0,0.025,2m,1.3,1.0,1.2000000000000002,440.0,768.0,0.05,7m,1.0,1.0,1.8000000000000003,168.0,,,,,,,,,,,,,,,504.0,0.05,9m,1.3,0.5,1.3,640.0,1024,0.025,7m,0.7,1.4,2.0,776,704.0,0.025,5m,1.3,0.8,1.2000000000000002,936.0,0.3,7,COMPLETE
60,60,-6.118016504777528,2025-06-16 00:25:05.864417,2025-06-16 00:25:11.535319,0 days 00:00:05.670902,440.0,0.05,7m,0.7,1.0,2.0,280.0,424.0,0.05,10m,0.9,1.0,1.2000000000000002,272.0,,,,,,,,368.0,0.025,2m,1.1,1.0,1.5,480.0,304.0,0.05,1m,1.3,0.9,1.9000000000000001,64.0,,,,,,,,,,,,,,,336.0,0.05,9m,1.2000000000000002,0.7,1.4000000000000001,360.0,848,0.025,7m,0.8,1.2000000000000002,1.3,544,568.0,0.025,5m,0.8,1.4,1.1,696.0,0.25,7,COMPLETE
61,61,1.25638601532968,2025-06-16 00:25:11.592189,2025-06-16 00:25:15.627296,0 days 00:00:04.035107,616.0,0.05,7m,0.9,0.6,1.9000000000000001,248.0,,,,,,,,,,,,,,,,,,,,,,960.0,0.05,1m,1.2000000000000002,0.7,2.0,136.0,,,,,,,,,,,,,,,272.0,0.05,9m,1.3,0.6,1.2000000000000002,432.0,928,0.025,8m,0.6,1.1,1.4000000000000001,1024,656.0,0.025,9m,1.2000000000000002,1.5,1.2000000000000002,1024.0,0.35000000000000003,5,COMPLETE
62,62,-2.518063434862633,2025-06-16 00:25:15.688235,2025-06-16 00:25:20.657479,0 days 00:00:04.969244,696.0,0.05,7m,0.9,0.7,1.9000000000000001,240.0,152.0,0.05,4m,0.7,1.2000000000000002,2.0,184.0,,,,,,,,,,,,,,,992.0,0.05,1m,1.1,0.8,2.0,128.0,,,,,,,,,,,,,,,400.0,0.05,9m,1.3,0.5,1.3,424.0,936,0.025,8m,0.6,1.2000000000000002,1.4000000000000001,976,664.0,0.025,9m,1.3,1.5,1.2000000000000002,976.0,0.3,6,COMPLETE
63,63,-5.429684930294142,2025-06-16 00:25:20.717133,2025-06-16 00:25:27.252374,0 days 00:00:06.535241,608.0,0.05,7m,0.8,0.5,2.0,96.0,640.0,0.05,10m,0.8,1.5,1.1,448.0,664.0,0.05,6m,0.9,1.5,2.0,760.0,512.0,0.025,4m,1.4,0.7,1.2000000000000002,680.0,824.0,0.05,3m,1.2000000000000002,0.6,2.0,192.0,,,,,,,,,,,,,,,296.0,0.05,9m,1.2000000000000002,0.6,1.1,472.0,840,0.025,8m,0.7,1.3,1.5,928,760.0,0.025,9m,1.1,1.5,1.2000000000000002,760.0,0.25,8,COMPLETE
64,64,-5.171650842995103,2025-06-16 00:25:27.310569,2025-06-16 00:25:29.877238,0 days 00:00:02.566669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,0.05,9m,1.4,1.1,1.2000000000000002,376.0,920,0.025,6m,0.6,1.0,1.4000000000000001,16,944.0,0.025,5m,1.2000000000000002,0.9,1.3,816.0,0.3,3,COMPLETE
65,65,-1.9482758086662046,2025-06-16 00:25:29.925017,2025-06-16 00:25:34.106749,0 days 00:00:04.181732,488.0,0.05,3m,1.2000000000000002,0.9,1.9000000000000001,280.0,,,,,,,,,,,,,,,,,,,,,,752.0,0.05,1m,1.0,1.0,1.9000000000000001,144.0,,,,,,,,,,,,,,,344.0,0.05,6m,1.3,0.5,1.3,536.0,792,0.025,8m,1.5,1.3,1.5,864,616.0,0.025,9m,1.1,1.4,1.1,872.0,0.35000000000000003,5,COMPLETE
66,66,-22.043852581042227,2025-06-16 00:25:34.171644,2025-06-16 00:25:39.849952,0 days 00:00:05.678308,632.0,0.05,4m,1.0,0.7,1.8000000000000003,328.0,456.0,0.05,9m,1.0,1.1,1.2000000000000002,328.0,,,,,,,,696.0,0.025,1m,0.9,1.1,1.4000000000000001,176.0,968.0,0.05,8m,1.3,0.5,2.0,24.0,,,,,,,,,,,,,,,208.0,0.05,9m,1.3,0.7,1.2000000000000002,216.0,976,0.025,7m,1.0,0.9,1.1,912,848.0,0.025,6m,1.4,1.5,1.3,920.0,0.3,7,COMPLETE
67,67,-1.4245977147433895,2025-06-16 00:25:39.938663,2025-06-16 00:25:44.814830,0 days 00:00:04.876167,544.0,0.025,7m,1.1,1.1,2.0,160.0,368.0,0.05,10m,1.3,1.4,1.3,80.0,,,,,,,,,,,,,,,872.0,0.05,6m,1.2000000000000002,0.8,1.9000000000000001,248.0,,,,,,,,,,,,,,,288.0,0.05,2m,1.2000000000000002,1.5,1.3,304.0,1024,0.025,7m,0.7,1.2000000000000002,1.2000000000000002,208,480.0,0.025,3m,1.3,1.1,1.1,984.0,0.2,6,COMPLETE
68,68,0.25865028859804085,2025-06-16 00:25:44.898005,2025-06-16 00:25:49.129861,0 days 00:00:04.231856,688.0,0.05,8m,0.8,0.5,1.9000000000000001,368.0,,,,,,,,,,,,,,,,,,,,,,400.0,0.05,9m,1.4,0.9,1.8000000000000003,72.0,,,,,,,,,,,,,,,184.0,0.025,8m,1.1,1.0,1.1,448.0,896,0.05,4m,0.6,1.1,1.6,960,752.0,0.025,9m,1.2000000000000002,1.3,1.2000000000000002,680.0,0.25,5,COMPLETE
69,69,-47.46194244464888,2025-06-16 00:25:49.210737,2025-06-16 00:25:52.526348,0 days 00:00:03.315611,472.0,0.05,7m,0.9,0.8,1.8000000000000003,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,0.05,2m,1.4,0.9,1.4000000000000001,336.0,720,0.025,1m,0.8,1.2000000000000002,1.3,120,936.0,0.025,5m,1.3,1.4,1.2000000000000002,544.0,0.25,4,COMPLETE
70,70,-1.8869160611392208,2025-06-16 00:25:52.564476,2025-06-16 00:25:59.068561,0 days 00:00:06.504085,552.0,0.05,7m,0.7,1.2000000000000002,2.0,48.0,896.0,0.025,8m,1.4,0.9,1.1,408.0,1024.0,0.05,10m,0.8,1.1,1.7000000000000002,536.0,432.0,0.025,3m,1.1,0.9,1.2000000000000002,360.0,216.0,0.025,10m,1.1,0.7,2.0,120.0,,,,,,,,,,,,,,,736.0,0.05,1m,1.0,0.8,1.7000000000000002,576.0,776,0.025,7m,1.1,1.2000000000000002,1.1,880,688.0,0.025,2m,1.5,0.8,1.1,880.0,0.4,8,COMPLETE
71,71,-0.8967508551111727,2025-06-16 00:25:59.123701,2025-06-16 00:26:03.228729,0 days 00:00:04.105028,248.0,0.05,6m,0.9,0.6,1.4000000000000001,776.0,,,,,,,,,,,,,,,,,,,,,,904.0,0.05,1m,1.2000000000000002,0.7,2.0,304.0,,,,,,,,,,,,,,,248.0,0.05,5m,1.2000000000000002,0.6,1.2000000000000002,384.0,544,0.025,8m,0.5,1.1,1.4000000000000001,1016,112.0,0.025,8m,1.2000000000000002,1.5,1.7000000000000002,1024.0,0.3,5,COMPLETE
72,72,-0.051281435153119524,2025-06-16 00:26:03.275068,2025-06-16 00:26:07.508055,0 days 00:00:04.232987,408.0,0.05,5m,0.9,0.6,1.3,664.0,,,,,,,,,,,,,,,,,,,,,,952.0,0.05,1m,1.2000000000000002,0.8,1.9000000000000001,208.0,,,,,,,,,,,,,,,232.0,0.05,5m,0.9,0.6,1.2000000000000002,496.0,680,0.025,5m,0.5,1.0,1.4000000000000001,1000,1008.0,0.025,10m,1.1,1.5,1.6,1024.0,0.35000000000000003,5,COMPLETE
73,73,-7.831135794188649,2025-06-16 00:26:07.556611,2025-06-16 00:26:12.376869,0 days 00:00:04.820258,584.0,0.05,1m,0.9,0.7,1.2000000000000002,976.0,280.0,0.05,8m,1.3,1.2000000000000002,1.5,208.0,,,,,,,,,,,,,,,824.0,0.05,4m,1.2000000000000002,0.9,2.0,504.0,,,,,,,,,,,,,,,320.0,0.05,7m,1.3,0.5,1.3,88.0,600,0.025,3m,0.5,1.1,1.4000000000000001,1024,544.0,0.025,7m,1.2000000000000002,1.4,1.8000000000000003,976.0,0.35000000000000003,6,COMPLETE
74,74,-1.860266202195819,2025-06-16 00:26:12.416788,2025-06-16 00:26:15.577649,0 days 00:00:03.160861,344.0,0.05,10m,1.0,0.6,1.8000000000000003,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,0.05,10m,1.1,0.6,1.1,728.0,288,0.025,9m,0.6,1.1,1.5,936,64.0,0.025,1m,1.4,1.5,1.7000000000000002,952.0,0.45,4,COMPLETE
75,75,-1.7937265493151997,2025-06-16 00:26:15.632817,2025-06-16 00:26:20.422564,0 days 00:00:04.789747,624.0,0.05,8m,1.2000000000000002,1.3,1.9000000000000001,464.0,1016.0,0.025,3m,0.8,1.0,1.3,312.0,,,,,,,,,,,,,,,784.0,0.05,1m,1.1,0.7,1.9000000000000001,344.0,,,,,,,,,,,,,,,376.0,0.05,2m,1.3,0.7,1.2000000000000002,864.0,648,0.025,2m,0.6,1.3,1.3,400,616.0,0.025,4m,1.3,1.5,1.6,904.0,0.4,6,COMPLETE
76,76,-1.970034568205125,2025-06-16 00:26:20.485476,2025-06-16 00:26:24.628688,0 days 00:00:04.143212,520.0,0.025,9m,0.8,1.1,1.6,600.0,,,,,,,,,,,,,,,,,,,,,,320.0,0.05,5m,1.3,0.6,2.0,1016.0,,,,,,,,,,,,,,,120.0,0.025,9m,0.9,0.9,1.3,416.0,480,0.025,7m,0.5,1.2000000000000002,1.9000000000000001,824,816.0,0.025,8m,1.2000000000000002,0.9,1.7000000000000002,1000.0,0.35000000000000003,5,COMPLETE
