,number,value,datetime_start,datetime_complete,duration,params_AAPL_INTU_beta_win,params_AAPL_INTU_stop_loss,params_AAPL_INTU_trade_freq,params_AAPL_INTU_z_entry,params_AAPL_INTU_z_exit,params_AAPL_INTU_z_stop_scaler,params_AAPL_INTU_z_win,params_ADSK_ILMN_beta_win,params_ADSK_ILMN_stop_loss,params_ADSK_ILMN_trade_freq,params_ADSK_ILMN_z_entry,params_ADSK_ILMN_z_exit,params_ADSK_ILMN_z_stop_scaler,params_ADSK_ILMN_z_win,params_AMGN_ILMN_beta_win,params_AMGN_ILMN_stop_loss,params_AMGN_ILMN_trade_freq,params_AMGN_ILMN_z_entry,params_AMGN_ILMN_z_exit,params_AMGN_ILMN_z_stop_scaler,params_AMGN_ILMN_z_win,params_ATVI_INTU_beta_win,params_ATVI_INTU_stop_loss,params_ATVI_INTU_trade_freq,params_ATVI_INTU_z_entry,params_ATVI_INTU_z_exit,params_ATVI_INTU_z_stop_scaler,params_ATVI_INTU_z_win,params_CHTR_DLTR_beta_win,params_CHTR_DLTR_stop_loss,params_CHTR_DLTR_trade_freq,params_CHTR_DLTR_z_entry,params_CHTR_DLTR_z_exit,params_CHTR_DLTR_z_stop_scaler,params_CHTR_DLTR_z_win,params_DDOG_ILMN_beta_win,params_DDOG_ILMN_stop_loss,params_DDOG_ILMN_trade_freq,params_DDOG_ILMN_z_entry,params_DDOG_ILMN_z_exit,params_DDOG_ILMN_z_stop_scaler,params_DDOG_ILMN_z_win,params_DLTR_ILMN_beta_win,params_DLTR_ILMN_stop_loss,params_DLTR_ILMN_trade_freq,params_DLTR_ILMN_z_entry,params_DLTR_ILMN_z_exit,params_DLTR_ILMN_z_stop_scaler,params_DLTR_ILMN_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_FANG_ILMN_beta_win,params_FANG_ILMN_stop_loss,params_FANG_ILMN_trade_freq,params_FANG_ILMN_z_entry,params_FANG_ILMN_z_exit,params_FANG_ILMN_z_stop_scaler,params_FANG_ILMN_z_win,params_GFS_ILMN_beta_win,params_GFS_ILMN_stop_loss,params_GFS_ILMN_trade_freq,params_GFS_ILMN_z_entry,params_GFS_ILMN_z_exit,params_GFS_ILMN_z_stop_scaler,params_GFS_ILMN_z_win,params_buffer_capital,params_pairs_to_trade,state
115,115,-1.84946439543438,2025-06-16 00:30:45.822853,2025-06-16 00:30:53.906368,0 days 00:00:08.083515,496.0,0.05,1m,1.2000000000000002,0.8,2.0,632.0,528.0,0.025,4m,0.5,1.2000000000000002,1.4000000000000001,616.0,600.0,0.05,3m,1.0,1.0,1.5,952.0,160.0,0.05,9m,0.7,1.4,2.0,144.0,520.0,0.05,9m,0.5,1.0,1.3,760.0,864.0,0.05,10m,0.9,0.8,1.1,264.0,320.0,0.05,3m,0.9,1.2000000000000002,1.4000000000000001,1024.0,104.0,0.025,2m,1.1,1.5,1.1,184.0,336,0.05,2m,0.5,1.5,1.3,968,176.0,0.025,3m,0.7,1.2000000000000002,1.6,472.0,0.1,10,COMPLETE
116,116,3.060859873906457,2025-06-16 00:30:53.998333,2025-06-16 00:31:02.210755,0 days 00:00:08.212422,392.0,0.05,1m,1.1,1.0,2.0,576.0,600.0,0.025,4m,0.5,1.3,1.4000000000000001,520.0,720.0,0.05,3m,0.9,1.1,1.4000000000000001,960.0,208.0,0.05,9m,0.7,1.5,2.0,72.0,608.0,0.05,9m,0.7,1.1,1.3,880.0,560.0,0.05,2m,0.8,0.8,1.3,104.0,256.0,0.05,9m,1.1,1.2000000000000002,1.4000000000000001,816.0,40.0,0.025,2m,1.2000000000000002,1.4,1.1,152.0,496,0.05,2m,0.5,1.5,1.2000000000000002,1016,208.0,0.025,3m,0.7,1.2000000000000002,1.7000000000000002,328.0,0.1,10,COMPLETE
117,117,3.2465028646952607,2025-06-16 00:31:02.271161,2025-06-16 00:31:10.385979,0 days 00:00:08.114818,392.0,0.05,1m,1.1,0.9,2.0,576.0,592.0,0.025,4m,0.5,1.3,1.4000000000000001,584.0,720.0,0.05,9m,0.9,1.1,1.4000000000000001,984.0,224.0,0.05,9m,0.7,1.5,2.0,64.0,616.0,0.05,9m,0.7,1.1,1.3,880.0,552.0,0.05,2m,0.8,0.8,1.3,96.0,272.0,0.05,9m,1.1,1.2000000000000002,1.4000000000000001,848.0,40.0,0.025,2m,1.2000000000000002,1.4,1.1,152.0,496,0.05,2m,0.5,1.5,1.2000000000000002,1016,208.0,0.025,3m,0.7,1.1,1.7000000000000002,216.0,0.1,10,COMPLETE
118,118,3.8693188242006022,2025-06-16 00:31:10.475028,2025-06-16 00:31:18.631847,0 days 00:00:08.156819,352.0,0.05,1m,1.1,1.0,2.0,568.0,552.0,0.025,4m,0.5,1.3,1.4000000000000001,512.0,704.0,0.05,9m,1.0,1.1,1.4000000000000001,976.0,216.0,0.05,9m,0.6,1.5,2.0,72.0,616.0,0.05,9m,0.7,1.1,1.3,960.0,568.0,0.05,2m,0.8,0.8,1.3,96.0,304.0,0.05,9m,1.1,1.2000000000000002,1.4000000000000001,864.0,32.0,0.025,2m,1.1,1.4,1.1,144.0,512,0.05,2m,0.5,1.5,1.3,1016,200.0,0.025,3m,0.8,1.0,1.7000000000000002,192.0,0.1,10,COMPLETE
119,119,2.5147642499290934,2025-06-16 00:31:18.704373,2025-06-16 00:31:26.751385,0 days 00:00:08.047012,360.0,0.05,1m,1.1,1.0,2.0,584.0,552.0,0.025,4m,0.5,1.2000000000000002,1.4000000000000001,504.0,720.0,0.05,9m,1.0,1.1,1.4000000000000001,984.0,208.0,0.05,9m,0.6,1.5,2.0,72.0,608.0,0.05,9m,0.5,1.1,1.3,968.0,576.0,0.05,2m,0.8,0.8,1.3,96.0,344.0,0.05,9m,1.2000000000000002,1.2000000000000002,1.4000000000000001,808.0,32.0,0.025,2m,1.1,1.4,1.1,192.0,528,0.05,10m,0.5,1.5,1.3,1024,208.0,0.025,3m,0.7,1.0,1.7000000000000002,184.0,0.1,10,COMPLETE
120,120,-1.1079227476511675,2025-06-16 00:31:26.817525,2025-06-16 00:31:35.059609,0 days 00:00:08.242084,344.0,0.05,1m,1.1,1.0,2.0,576.0,576.0,0.025,4m,0.6,1.3,1.5,464.0,624.0,0.05,9m,1.0,1.1,1.4000000000000001,1024.0,232.0,0.05,9m,0.9,1.5,1.8000000000000003,80.0,576.0,0.05,9m,0.7,1.0,1.3,984.0,520.0,0.05,2m,0.8,0.8,1.3,88.0,272.0,0.05,9m,1.1,1.2000000000000002,1.3,856.0,40.0,0.025,2m,1.0,1.4,1.1,136.0,504,0.05,4m,0.5,1.5,1.3,1024,160.0,0.025,3m,0.8,1.2000000000000002,1.7000000000000002,224.0,0.1,10,COMPLETE
121,121,0.3103883780550248,2025-06-16 00:31:35.139378,2025-06-16 00:31:43.445129,0 days 00:00:08.305751,400.0,0.05,1m,1.1,0.9,2.0,616.0,608.0,0.025,4m,0.5,1.3,1.4000000000000001,520.0,696.0,0.05,9m,0.9,1.1,1.5,944.0,152.0,0.05,9m,0.7,1.5,2.0,48.0,624.0,0.05,9m,0.7,1.1,1.3,888.0,672.0,0.05,2m,0.8,0.8,1.2000000000000002,128.0,200.0,0.05,9m,1.0,1.3,1.4000000000000001,920.0,88.0,0.025,2m,1.1,1.4,1.1,168.0,440,0.05,2m,0.5,1.5,1.2000000000000002,976,272.0,0.025,3m,0.8,1.1,1.7000000000000002,336.0,0.1,10,COMPLETE
122,122,-2.4721197235377668,2025-06-16 00:31:43.521141,2025-06-16 00:31:51.554597,0 days 00:00:08.033456,288.0,0.05,1m,1.1,1.0,2.0,440.0,704.0,0.025,4m,0.5,1.3,1.4000000000000001,576.0,728.0,0.05,9m,0.9,1.1,1.3,888.0,64.0,0.05,9m,0.6,1.4,2.0,80.0,568.0,0.05,9m,0.7,1.1,1.4000000000000001,928.0,456.0,0.05,2m,0.8,0.6,1.3,72.0,176.0,0.05,9m,1.0,1.1,1.5,1024.0,16.0,0.025,2m,1.2000000000000002,1.5,1.1,200.0,416,0.05,2m,0.5,1.5,1.2000000000000002,936,224.0,0.025,3m,0.7,1.0,1.7000000000000002,88.0,0.1,10,COMPLETE
123,123,-1.6291024556547986,2025-06-16 00:31:51.624598,2025-06-16 00:31:59.693155,0 days 00:00:08.068557,320.0,0.05,1m,1.2000000000000002,1.0,2.0,480.0,504.0,0.025,5m,0.5,1.2000000000000002,1.4000000000000001,704.0,728.0,0.05,2m,1.1,1.0,1.4000000000000001,960.0,160.0,0.05,9m,0.7,1.2000000000000002,1.9000000000000001,24.0,520.0,0.05,9m,0.7,1.1,1.5,776.0,728.0,0.05,2m,0.9,0.8,1.4000000000000001,208.0,536.0,0.05,9m,1.1,0.9,1.3,864.0,80.0,0.025,1m,1.2000000000000002,1.4,1.1,152.0,360,0.05,2m,0.5,1.5,1.2000000000000002,1008,192.0,0.025,3m,0.8,1.1,1.7000000000000002,520.0,0.15000000000000002,10,COMPLETE
124,124,2.8081760438812715,2025-06-16 00:31:59.779908,2025-06-16 00:32:07.178340,0 days 00:00:07.398432,392.0,0.05,1m,1.1,0.9,2.0,560.0,552.0,0.025,4m,0.5,1.4,1.3,432.0,688.0,0.05,3m,1.0,1.1,1.5,904.0,208.0,0.05,9m,0.5,1.4,2.0,152.0,424.0,0.05,9m,0.6,1.0,1.2000000000000002,816.0,592.0,0.05,9m,0.9,0.8,1.1,144.0,,,,,,,,144.0,0.025,10m,1.1,1.3,1.1,80.0,544,0.05,2m,0.5,1.5,1.2000000000000002,976,296.0,0.025,3m,0.7,1.0,1.7000000000000002,288.0,0.1,9,COMPLETE
125,125,2.121274437109223,2025-06-16 00:32:07.241616,2025-06-16 00:32:15.479347,0 days 00:00:08.237731,416.0,0.05,6m,1.2000000000000002,0.9,2.0,528.0,592.0,0.025,7m,0.5,1.3,1.4000000000000001,632.0,928.0,0.05,8m,0.9,1.0,1.4000000000000001,976.0,48.0,0.05,7m,0.7,1.5,2.0,72.0,608.0,0.05,9m,0.5,1.2000000000000002,1.3,888.0,640.0,0.05,2m,0.7,0.6,1.2000000000000002,56.0,424.0,0.05,8m,0.9,1.3,1.5,696.0,56.0,0.025,2m,1.2000000000000002,1.5,1.1,48.0,504,0.05,5m,0.5,1.4,1.3,952,264.0,0.025,7m,0.7,1.2000000000000002,1.6,312.0,0.15000000000000002,10,COMPLETE
126,126,0.30825275445607925,2025-06-16 00:32:15.553146,2025-06-16 00:32:22.769308,0 days 00:00:07.216162,368.0,0.05,1m,1.2000000000000002,0.9,2.0,640.0,672.0,0.025,4m,0.6,1.3,1.3,592.0,824.0,0.05,7m,1.1,1.1,1.3,888.0,248.0,0.05,9m,0.8,1.3,1.9000000000000001,128.0,584.0,0.05,9m,0.6,1.1,1.5,728.0,736.0,0.05,2m,0.8,0.9,1.3,240.0,,,,,,,,112.0,0.025,7m,1.1,1.4,1.1,128.0,456,0.05,1m,0.5,1.5,1.2000000000000002,904,168.0,0.025,3m,0.6,1.1,1.7000000000000002,392.0,0.05,9,COMPLETE
127,127,-5.771954221428246,2025-06-16 00:32:22.841490,2025-06-16 00:32:30.897567,0 days 00:00:08.056077,480.0,0.05,1m,1.1,0.9,2.0,392.0,640.0,0.025,4m,0.6,1.4,1.3,520.0,744.0,0.05,3m,0.9,1.1,1.6,1024.0,128.0,0.05,9m,0.8,1.5,2.0,208.0,528.0,0.05,7m,0.7,1.1,1.4000000000000001,824.0,544.0,0.05,7m,0.9,0.7,1.4000000000000001,144.0,184.0,0.05,5m,1.1,1.3,1.7000000000000002,888.0,72.0,0.025,2m,1.2000000000000002,1.5,1.1,16.0,392,0.05,2m,0.5,1.4,1.2000000000000002,1008,328.0,0.025,3m,0.7,1.0,1.6,448.0,0.15000000000000002,10,COMPLETE
128,128,-4.24825771134982,2025-06-16 00:32:30.973429,2025-06-16 00:32:38.357243,0 days 00:00:07.383814,328.0,0.05,1m,1.3,1.0,2.0,464.0,584.0,0.025,4m,0.5,1.2000000000000002,1.5,424.0,672.0,0.05,10m,1.0,1.3,1.4000000000000001,928.0,168.0,0.05,10m,0.7,1.3,1.9000000000000001,176.0,696.0,0.05,3m,0.5,1.0,1.3,920.0,440.0,0.05,2m,0.8,0.7,1.2000000000000002,64.0,,,,,,,,40.0,0.025,2m,1.1,1.5,1.1,176.0,496,0.05,2m,0.5,1.5,1.3,984,232.0,0.025,1m,0.6,1.1,1.6,248.0,0.1,9,COMPLETE
129,129,1.8239869306390206,2025-06-16 00:32:38.441348,2025-06-16 00:32:46.163552,0 days 00:00:07.722204,528.0,0.05,10m,1.2000000000000002,0.9,2.0,520.0,696.0,0.025,4m,0.5,1.3,1.5,488.0,824.0,0.05,6m,0.8,1.2000000000000002,1.5,976.0,120.0,0.05,9m,0.9,1.4,1.8000000000000003,64.0,504.0,0.05,10m,0.7,1.1,1.4000000000000001,880.0,832.0,0.05,3m,0.7,0.6,1.3,424.0,32.0,0.05,6m,0.8,1.1,1.2000000000000002,904.0,120.0,0.025,6m,1.0,1.4,1.1,152.0,560,0.05,9m,0.5,1.4,1.2000000000000002,928,200.0,0.025,3m,0.7,1.2000000000000002,1.5,152.0,0.15000000000000002,10,COMPLETE
130,130,-2.02724328249801,2025-06-16 00:32:46.269020,2025-06-16 00:32:53.194231,0 days 00:00:06.925211,424.0,0.05,2m,1.1,1.0,2.0,424.0,624.0,0.025,4m,0.6,1.2000000000000002,1.4000000000000001,576.0,752.0,0.05,5m,0.9,1.1,1.3,872.0,192.0,0.05,9m,0.6,1.4,2.0,104.0,464.0,0.05,4m,0.6,1.0,1.3,800.0,648.0,0.05,5m,0.8,0.8,1.1,24.0,,,,,,,,56.0,0.025,2m,1.3,1.3,1.1,88.0,312,0.05,2m,0.5,1.5,1.3,1024,152.0,0.025,3m,0.5,1.2000000000000002,1.7000000000000002,344.0,0.1,9,COMPLETE
131,131,-8.368390460118635,2025-06-16 00:32:53.272784,2025-06-16 00:33:01.014071,0 days 00:00:07.741287,448.0,0.05,1m,1.2000000000000002,0.8,2.0,536.0,608.0,0.025,4m,0.6,1.3,1.3,528.0,800.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,808.0,96.0,0.05,9m,0.7,1.4,2.0,136.0,544.0,0.05,9m,0.6,1.2000000000000002,1.4000000000000001,872.0,736.0,0.05,1m,1.0,0.7,1.2000000000000002,184.0,200.0,0.05,9m,1.1,1.0,1.5,1024.0,40.0,0.025,2m,1.2000000000000002,1.5,1.1,112.0,480,0.05,2m,0.6,1.4,1.2000000000000002,1000,248.0,0.025,3m,0.6,1.1,1.6,376.0,0.15000000000000002,10,COMPLETE
132,132,4.807088977565992,2025-06-16 00:33:01.089224,2025-06-16 00:33:07.928231,0 days 00:00:06.839007,464.0,0.05,1m,1.2000000000000002,0.8,2.0,600.0,656.0,0.025,4m,0.7,1.3,1.3,608.0,768.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,800.0,120.0,0.05,9m,0.7,1.5,2.0,128.0,472.0,0.05,9m,0.6,1.2000000000000002,1.4000000000000001,856.0,672.0,0.05,2m,0.9,0.9,1.3,112.0,,,,,,,,16.0,0.025,2m,1.2000000000000002,1.5,1.1,200.0,520,0.05,2m,0.6,1.4,1.2000000000000002,992,216.0,0.025,3m,0.6,1.1,1.6,368.0,0.15000000000000002,9,COMPLETE
133,133,0.7734102190427788,2025-06-16 00:33:08.030336,2025-06-16 00:33:14.987933,0 days 00:00:06.957597,464.0,0.05,1m,1.3,0.8,2.0,608.0,656.0,0.025,4m,0.7,1.4,1.4000000000000001,680.0,688.0,0.05,3m,0.7,1.2000000000000002,1.4000000000000001,912.0,32.0,0.05,8m,0.7,1.5,1.9000000000000001,40.0,432.0,0.05,9m,0.6,1.2000000000000002,1.4000000000000001,848.0,672.0,0.05,2m,0.9,0.9,1.3,112.0,,,,,,,,88.0,0.025,2m,1.2000000000000002,1.4,1.1,200.0,520,0.05,2m,0.5,1.4,1.2000000000000002,960,184.0,0.025,3m,0.8,1.1,1.6,504.0,0.15000000000000002,9,COMPLETE
134,134,0.8375623759043425,2025-06-16 00:33:15.094917,2025-06-16 00:33:22.523609,0 days 00:00:07.428692,552.0,0.05,1m,1.2000000000000002,0.9,2.0,592.0,688.0,0.025,9m,0.5,1.3,1.3,600.0,592.0,0.05,3m,0.7,1.1,1.3,864.0,144.0,0.05,4m,0.8,1.5,2.0,168.0,592.0,0.05,9m,0.7,1.3,1.5,936.0,608.0,0.05,2m,0.9,0.8,1.4000000000000001,112.0,456.0,0.05,3m,1.0,1.1,1.7000000000000002,776.0,16.0,0.025,4m,1.2000000000000002,1.5,1.1,144.0,440,0.05,2m,0.6,1.5,1.2000000000000002,984,216.0,0.025,3m,0.6,1.1,1.8000000000000003,392.0,0.1,10,COMPLETE
135,135,5.240782026265474,2025-06-16 00:33:22.602227,2025-06-16 00:33:29.450586,0 days 00:00:06.848359,512.0,0.05,9m,1.1,0.8,2.0,688.0,728.0,0.025,4m,0.7,1.3,1.3,648.0,864.0,0.05,9m,0.9,1.0,1.5,792.0,224.0,0.05,3m,0.6,1.2000000000000002,1.9000000000000001,88.0,624.0,0.05,9m,0.5,1.2000000000000002,1.2000000000000002,840.0,736.0,0.05,2m,0.8,0.9,1.1,160.0,,,,,,,,72.0,0.025,2m,1.1,1.5,1.1,256.0,528,0.05,2m,0.5,1.5,1.2000000000000002,944,232.0,0.025,3m,0.7,1.2000000000000002,1.6,456.0,0.1,9,COMPLETE
136,136,2.6300203005746847,2025-06-16 00:33:29.572496,2025-06-16 00:33:36.417140,0 days 00:00:06.844644,528.0,0.05,9m,1.2000000000000002,0.8,2.0,680.0,728.0,0.025,6m,0.7,1.4,1.4000000000000001,648.0,864.0,0.05,9m,0.8,1.0,1.4000000000000001,792.0,232.0,0.05,3m,0.5,1.2000000000000002,1.9000000000000001,96.0,632.0,0.05,9m,0.5,1.2000000000000002,1.2000000000000002,992.0,728.0,0.05,8m,0.8,0.9,1.1,168.0,,,,,,,,104.0,0.025,2m,1.1,1.5,1.1,208.0,544,0.05,2m,0.6,1.5,1.3,936,176.0,0.05,3m,0.5,1.2000000000000002,1.5,456.0,0.1,9,COMPLETE
137,137,2.4999429468914673,2025-06-16 00:33:36.488160,2025-06-16 00:33:43.470518,0 days 00:00:06.982358,400.0,0.05,9m,1.0,0.8,2.0,704.0,760.0,0.025,4m,0.7,1.3,1.3,568.0,984.0,0.05,9m,0.9,1.0,1.4000000000000001,784.0,288.0,0.05,6m,0.6,1.3,1.9000000000000001,152.0,616.0,0.05,5m,0.5,1.2000000000000002,1.6,792.0,768.0,0.05,2m,0.7,0.9,1.3,56.0,,,,,,,,32.0,0.025,2m,1.1,1.4,1.1,240.0,512,0.05,2m,0.5,1.5,1.2000000000000002,1024,144.0,0.025,6m,0.6,1.2000000000000002,1.7000000000000002,440.0,0.05,9,COMPLETE
138,138,-1.8395018877028253,2025-06-16 00:33:43.537509,2025-06-16 00:33:50.400855,0 days 00:00:06.863346,488.0,0.05,9m,1.3,0.8,2.0,560.0,536.0,0.025,3m,0.6,1.2000000000000002,1.3,712.0,848.0,0.025,9m,0.8,0.9,1.3,744.0,72.0,0.05,3m,0.8,1.2000000000000002,1.8000000000000003,224.0,560.0,0.025,9m,0.6,0.9,1.3,752.0,504.0,0.05,4m,0.6,1.0,1.1,112.0,,,,,,,,56.0,0.025,2m,1.1,1.5,1.2000000000000002,128.0,464,0.05,2m,0.6,1.5,1.1,984,208.0,0.025,3m,0.6,1.2000000000000002,1.6,480.0,0.1,9,COMPLETE
139,139,-22.39095443041337,2025-06-16 00:33:50.449910,2025-06-16 00:33:57.641386,0 days 00:00:07.191476,424.0,0.05,4m,1.2000000000000002,0.8,2.0,640.0,504.0,0.025,4m,0.5,1.4,1.4000000000000001,456.0,896.0,0.05,1m,1.0,1.2000000000000002,1.1,672.0,184.0,0.05,1m,0.6,1.3,1.9000000000000001,16.0,680.0,0.05,9m,0.6,1.1,1.1,832.0,824.0,0.05,2m,0.8,0.8,1.3,152.0,,,,,,,,16.0,0.025,2m,1.0,1.4,1.1,256.0,576,0.05,6m,0.5,1.5,1.1,896,272.0,0.025,3m,0.8,1.0,1.7000000000000002,296.0,0.15000000000000002,9,COMPLETE
140,140,0.41046164560446824,2025-06-16 00:33:57.693769,2025-06-16 00:34:15.704598,0 days 00:00:18.010829,384.0,0.05,1m,1.1,0.9,1.9000000000000001,480.0,632.0,0.025,4m,0.6,1.1,1.2000000000000002,520.0,760.0,0.05,3m,0.8,1.3,1.4000000000000001,728.0,224.0,0.05,3m,0.9,1.2000000000000002,1.9000000000000001,112.0,472.0,0.05,9m,0.5,1.0,1.2000000000000002,904.0,760.0,0.05,2m,0.7,1.0,1.4000000000000001,560.0,,,,,,,,144.0,0.025,8m,1.1,1.5,1.1,176.0,528,0.05,2m,0.6,1.4,1.2000000000000002,1008,296.0,0.025,3m,0.7,1.1,1.6,416.0,0.1,9,COMPLETE
141,141,0.9646430721124761,2025-06-16 00:34:15.837098,2025-06-16 00:34:25.370389,0 days 00:00:09.533291,512.0,0.05,1m,1.1,0.9,2.0,576.0,656.0,0.025,4m,0.5,1.3,1.3,624.0,800.0,0.05,3m,0.9,1.1,1.5,864.0,128.0,0.05,9m,0.7,1.4,2.0,72.0,504.0,0.05,9m,0.7,1.1,1.4000000000000001,848.0,648.0,0.05,2m,1.0,0.7,1.2000000000000002,224.0,232.0,0.05,9m,1.2000000000000002,1.4,1.4000000000000001,520.0,72.0,0.025,2m,1.2000000000000002,1.5,1.1,152.0,408,0.05,2m,0.5,1.4,1.2000000000000002,960,232.0,0.025,3m,0.7,1.1,1.6,360.0,0.15000000000000002,10,COMPLETE
142,142,3.148316058511314,2025-06-16 00:34:25.440452,2025-06-16 00:34:33.181665,0 days 00:00:07.741213,456.0,0.05,1m,1.1,1.0,2.0,456.0,576.0,0.025,4m,0.5,1.3,1.3,648.0,712.0,0.05,3m,0.9,1.2000000000000002,1.5,792.0,256.0,0.05,9m,0.7,1.5,2.0,88.0,576.0,0.05,9m,0.5,1.1,1.4000000000000001,808.0,560.0,0.05,2m,0.8,0.5,1.2000000000000002,40.0,128.0,0.05,9m,1.0,0.9,1.6,928.0,80.0,0.025,2m,1.2000000000000002,1.5,1.1,216.0,440,0.05,2m,0.5,1.4,1.2000000000000002,920,192.0,0.025,3m,0.7,1.1,1.6,392.0,0.15000000000000002,10,COMPLETE
143,143,1.5945783972670322,2025-06-16 00:34:33.257530,2025-06-16 00:34:40.758697,0 days 00:00:07.501167,464.0,0.05,1m,1.0,1.0,2.0,456.0,576.0,0.025,4m,0.5,1.3,1.3,744.0,760.0,0.05,3m,1.1,1.2000000000000002,1.5,512.0,304.0,0.05,9m,0.8,1.5,2.0,128.0,584.0,0.05,9m,0.5,1.2000000000000002,1.4000000000000001,816.0,560.0,0.05,2m,0.8,0.7,1.1,16.0,400.0,0.05,9m,0.8,0.7,1.3,920.0,88.0,0.025,2m,1.3,1.5,1.1,224.0,472,0.05,2m,0.5,1.5,1.2000000000000002,928,200.0,0.025,3m,0.6,1.1,1.6,464.0,0.15000000000000002,10,COMPLETE
144,144,1.6198711453310188,2025-06-16 00:34:40.816968,2025-06-16 00:34:47.428574,0 days 00:00:06.611606,552.0,0.05,1m,1.2000000000000002,1.0,2.0,544.0,592.0,0.025,4m,0.5,1.3,1.3,648.0,640.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,792.0,248.0,0.05,9m,0.7,1.5,1.9000000000000001,184.0,656.0,0.05,9m,0.5,1.1,1.3,768.0,624.0,0.05,2m,0.7,0.5,1.3,48.0,,,,,,,,48.0,0.025,2m,1.2000000000000002,1.5,1.2000000000000002,184.0,440,0.05,2m,0.6,1.4,1.2000000000000002,984,160.0,0.025,3m,0.6,1.0,1.6,392.0,0.1,9,COMPLETE
145,145,1.7166155963852456,2025-06-16 00:34:47.488837,2025-06-16 00:34:54.700341,0 days 00:00:07.211504,344.0,0.05,1m,1.2000000000000002,0.9,2.0,520.0,624.0,0.025,1m,0.7,1.3,1.4000000000000001,680.0,960.0,0.05,3m,0.9,1.3,1.4000000000000001,592.0,272.0,0.05,9m,0.6,1.5,2.0,96.0,536.0,0.05,9m,0.6,1.3,1.4000000000000001,736.0,800.0,0.025,2m,0.8,0.7,1.5,80.0,136.0,0.05,9m,1.3,1.2000000000000002,1.5,816.0,128.0,0.025,2m,1.2000000000000002,1.4,1.1,64.0,496,0.05,2m,0.5,1.5,1.2000000000000002,944,128.0,0.025,3m,0.7,1.2000000000000002,1.6,200.0,0.1,10,COMPLETE
146,146,2.2776339577492273,2025-06-16 00:34:54.762077,2025-06-16 00:35:00.733117,0 days 00:00:05.971040,432.0,0.05,9m,1.1,0.8,1.9000000000000001,448.0,712.0,0.025,5m,0.6,1.4,1.3,496.0,776.0,0.05,7m,0.7,1.2000000000000002,1.5,800.0,176.0,0.05,9m,0.8,1.3,1.9000000000000001,40.0,600.0,0.05,6m,0.6,1.2000000000000002,1.2000000000000002,808.0,,,,,,,,,,,,,,,104.0,0.025,2m,1.1,1.5,1.1,96.0,544,0.05,2m,0.6,0.5,1.3,912,184.0,0.025,3m,0.7,1.1,1.6,424.0,0.05,8,COMPLETE
147,147,-3.4025468979876745,2025-06-16 00:35:00.798909,2025-06-16 00:35:07.546088,0 days 00:00:06.747179,456.0,0.05,1m,1.1,1.0,2.0,600.0,552.0,0.025,4m,0.5,1.3,1.4000000000000001,544.0,656.0,0.05,2m,0.8,1.2000000000000002,1.6,848.0,96.0,0.05,7m,0.7,1.5,2.0,96.0,560.0,0.05,9m,0.5,0.9,1.5,856.0,728.0,0.05,6m,0.8,0.5,1.2000000000000002,176.0,,,,,,,,896.0,0.025,2m,1.2000000000000002,1.3,1.2000000000000002,128.0,480,0.05,10m,0.5,1.4,1.2000000000000002,1008,256.0,0.025,7m,0.5,1.1,1.5,504.0,0.2,9,COMPLETE
148,148,-2.0134647462182964,2025-06-16 00:35:07.617394,2025-06-16 00:35:15.679506,0 days 00:00:08.062112,520.0,0.05,1m,1.2000000000000002,0.9,2.0,392.0,776.0,0.025,7m,0.6,1.2000000000000002,1.2000000000000002,592.0,424.0,0.05,3m,1.0,1.2000000000000002,1.3,1000.0,216.0,0.05,9m,0.6,1.3,1.9000000000000001,128.0,624.0,0.05,9m,0.6,1.0,1.4000000000000001,896.0,552.0,0.05,10m,0.8,0.7,1.2000000000000002,120.0,256.0,0.05,9m,1.1,0.9,1.2000000000000002,696.0,656.0,0.025,10m,1.2000000000000002,1.4,1.1,216.0,448,0.05,2m,0.6,1.5,1.2000000000000002,968,216.0,0.025,3m,0.6,1.2000000000000002,1.7000000000000002,320.0,0.15000000000000002,10,COMPLETE
149,149,5.016840069360267,2025-06-16 00:35:15.750794,2025-06-16 00:35:22.768612,0 days 00:00:07.017818,480.0,0.05,6m,1.1,1.1,2.0,560.0,688.0,0.025,4m,0.5,1.2000000000000002,1.3,568.0,704.0,0.05,3m,0.9,1.0,1.4000000000000001,768.0,56.0,0.05,10m,0.8,1.4,2.0,160.0,568.0,0.05,9m,0.5,1.1,1.3,840.0,712.0,0.05,2m,0.7,0.8,1.3,88.0,,,,,,,,32.0,0.025,2m,1.1,1.5,1.1,168.0,512,0.05,5m,0.5,1.4,1.1,992,232.0,0.025,3m,0.7,1.1,1.6,392.0,0.15000000000000002,9,COMPLETE
