,number,value,datetime_start,datetime_complete,duration,params_ADSK_ZM_beta_win,params_ADSK_ZM_stop_loss,params_ADSK_ZM_trade_freq,params_ADSK_ZM_z_entry,params_ADSK_ZM_z_exit,params_ADSK_ZM_z_stop_scaler,params_ADSK_ZM_z_win,params_AVGO_ILMN_beta_win,params_AVGO_ILMN_stop_loss,params_AVGO_ILMN_trade_freq,params_AVGO_ILMN_z_entry,params_AVGO_ILMN_z_exit,params_AVGO_ILMN_z_stop_scaler,params_AVGO_ILMN_z_win,params_DDOG_ILMN_beta_win,params_DDOG_ILMN_stop_loss,params_DDOG_ILMN_trade_freq,params_DDOG_ILMN_z_entry,params_DDOG_ILMN_z_exit,params_DDOG_ILMN_z_stop_scaler,params_DDOG_ILMN_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_KDP_ZM_beta_win,params_KDP_ZM_stop_loss,params_KDP_ZM_trade_freq,params_KDP_ZM_z_entry,params_KDP_ZM_z_exit,params_KDP_ZM_z_stop_scaler,params_KDP_ZM_z_win,params_LCID_ZM_beta_win,params_LCID_ZM_stop_loss,params_LCID_ZM_trade_freq,params_LCID_ZM_z_entry,params_LCID_ZM_z_exit,params_LCID_ZM_z_stop_scaler,params_LCID_ZM_z_win,params_LULU_VRTX_beta_win,params_LULU_VRTX_stop_loss,params_LULU_VRTX_trade_freq,params_LULU_VRTX_z_entry,params_LULU_VRTX_z_exit,params_LULU_VRTX_z_stop_scaler,params_LULU_VRTX_z_win,params_PAYX_ZM_beta_win,params_PAYX_ZM_stop_loss,params_PAYX_ZM_trade_freq,params_PAYX_ZM_z_entry,params_PAYX_ZM_z_exit,params_PAYX_ZM_z_stop_scaler,params_PAYX_ZM_z_win,params_PYPL_ZM_beta_win,params_PYPL_ZM_stop_loss,params_PYPL_ZM_trade_freq,params_PYPL_ZM_z_entry,params_PYPL_ZM_z_exit,params_PYPL_ZM_z_stop_scaler,params_PYPL_ZM_z_win,params_QCOM_ZM_beta_win,params_QCOM_ZM_stop_loss,params_QCOM_ZM_trade_freq,params_QCOM_ZM_z_entry,params_QCOM_ZM_z_exit,params_QCOM_ZM_z_stop_scaler,params_QCOM_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
74,74,3.3146158835350956,2025-06-16 00:26:38.667303,2025-06-16 00:26:44.045320,0 days 00:00:05.378017,856.0,0.05,3m,1.3,1.4,1.6,336.0,,,,,,,,648.0,0.025,8m,1.4,1.0,1.1,480.0,552.0,0.05,2m,0.6,1.5,1.8000000000000003,168.0,24.0,0.025,2m,1.4,1.0,1.4000000000000001,128.0,,,,,,,,,,,,,,,72.0,0.05,8m,1.4,1.2000000000000002,1.3,1024.0,904,0.025,3m,1.2000000000000002,0.8,1.6,984,480.0,0.025,8m,0.8,1.0,1.3,16.0,0.15000000000000002,7,COMPLETE
75,75,2.303602744372132,2025-06-16 00:26:44.121455,2025-06-16 00:26:49.261823,0 days 00:00:05.140368,520.0,0.05,3m,1.2000000000000002,0.8,1.4000000000000001,456.0,,,,,,,,552.0,0.025,2m,1.4,0.9,1.2000000000000002,632.0,600.0,0.05,2m,0.5,1.4,1.8000000000000003,264.0,,,,,,,,,,,,,,,,,,,,,,152.0,0.05,8m,1.4,1.1,1.4000000000000001,968.0,776,0.025,3m,1.1,0.9,1.4000000000000001,928,744.0,0.025,8m,0.7,0.9,2.0,88.0,0.1,6,COMPLETE
76,76,1.0484617481056615,2025-06-16 00:26:49.349114,2025-06-16 00:26:54.454443,0 days 00:00:05.105329,952.0,0.05,3m,0.5,1.4,1.7000000000000002,312.0,,,,,,,,664.0,0.025,1m,1.3,0.9,1.2000000000000002,576.0,432.0,0.05,2m,0.6,1.5,1.9000000000000001,320.0,,,,,,,,,,,,,,,,,,,,,,48.0,0.05,8m,0.7,1.3,1.3,912.0,944,0.025,3m,1.2000000000000002,0.8,1.6,976,864.0,0.025,8m,0.7,1.0,1.9000000000000001,56.0,0.15000000000000002,6,COMPLETE
77,77,1.1873057552392672,2025-06-16 00:26:54.521549,2025-06-16 00:27:00.636207,0 days 00:00:06.114658,192.0,0.05,4m,1.3,1.5,1.6,224.0,,,,,,,,40.0,0.025,2m,1.4,1.0,1.3,656.0,512.0,0.05,3m,0.5,1.0,1.9000000000000001,392.0,952.0,0.025,10m,0.5,0.7,1.2000000000000002,232.0,,,,,,,,,,,,,,,96.0,0.05,4m,1.3,1.2000000000000002,1.4000000000000001,984.0,888,0.025,5m,1.1,0.8,1.5,736,504.0,0.025,7m,0.8,0.8,1.9000000000000001,144.0,0.2,7,COMPLETE
78,78,0.9263659704054461,2025-06-16 00:27:00.710567,2025-06-16 00:27:06.146491,0 days 00:00:05.435924,800.0,0.05,1m,1.4,1.4,1.5,368.0,,,,,,,,128.0,0.05,2m,1.4,1.0,1.4000000000000001,528.0,464.0,0.05,1m,1.3,1.4,1.8000000000000003,368.0,,,,,,,,,,,,,,,,,,,,,,16.0,0.05,10m,1.5,1.0,1.2000000000000002,1024.0,808,0.025,9m,1.3,0.9,1.5,480,640.0,0.025,10m,0.7,0.7,1.8000000000000003,192.0,0.1,6,COMPLETE
79,79,0.3233126993034614,2025-06-16 00:27:06.209919,2025-06-16 00:27:11.451565,0 days 00:00:05.241646,720.0,0.05,7m,1.2000000000000002,1.0,1.8000000000000003,608.0,,,,,,,,312.0,0.025,2m,1.5,1.2000000000000002,1.1,464.0,704.0,0.05,5m,1.0,1.5,1.7000000000000002,144.0,,,,,,,,,,,,,,,,,,,,,,216.0,0.05,3m,0.9,1.3,1.3,400.0,856,0.025,5m,1.4,0.7,1.6,536,600.0,0.025,8m,0.9,0.7,2.0,112.0,0.15000000000000002,6,COMPLETE
80,80,-2.471786724250429,2025-06-16 00:27:11.507023,2025-06-16 00:27:17.346769,0 days 00:00:05.839746,888.0,0.05,1m,1.3,0.5,1.7000000000000002,272.0,,,,,,,,448.0,0.025,10m,1.3,1.1,1.6,392.0,552.0,0.05,2m,0.5,1.4,1.9000000000000001,464.0,808.0,0.05,2m,0.9,0.5,1.7000000000000002,384.0,,,,,,,,,,,,,,,96.0,0.05,5m,1.5,1.4,1.1,824.0,704,0.025,1m,1.2000000000000002,1.3,1.6,952,440.0,0.025,3m,1.0,0.9,1.9000000000000001,32.0,0.15000000000000002,7,COMPLETE
81,81,-5.79178671462773,2025-06-16 00:27:17.407043,2025-06-16 00:27:22.092719,0 days 00:00:04.685676,904.0,0.05,1m,1.1,0.9,1.5,136.0,,,,,,,,520.0,0.025,2m,1.5,1.1,1.2000000000000002,328.0,488.0,0.05,2m,0.7,1.5,1.7000000000000002,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,0.05,5m,1.0,1.1,1.7000000000000002,832,832.0,0.025,8m,0.6,1.1,2.0,888.0,0.05,5,COMPLETE
82,82,1.8090135540979493,2025-06-16 00:27:22.155409,2025-06-16 00:27:25.531814,0 days 00:00:03.376405,936.0,0.05,6m,1.1,0.9,1.5,352.0,,,,,,,,,,,,,,,528.0,0.05,2m,0.6,1.5,1.8000000000000003,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,0.05,3m,1.0,1.0,1.7000000000000002,888,624.0,0.025,8m,0.6,0.8,1.7000000000000002,88.0,0.1,4,COMPLETE
83,83,-0.46981999776712463,2025-06-16 00:27:25.599911,2025-06-16 00:27:30.083257,0 days 00:00:04.483346,840.0,0.05,1m,1.2000000000000002,0.9,1.6,960.0,,,,,,,,464.0,0.025,2m,1.5,1.0,1.3,504.0,408.0,0.05,2m,0.8,1.5,1.7000000000000002,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,0.025,5m,1.1,1.1,1.8000000000000003,784,1000.0,0.025,8m,0.7,1.1,2.0,160.0,0.05,5,COMPLETE
84,84,-2.9041496322450864,2025-06-16 00:27:30.155800,2025-06-16 00:27:35.393622,0 days 00:00:05.237822,976.0,0.05,5m,1.2000000000000002,0.8,1.4000000000000001,912.0,,,,,,,,592.0,0.025,2m,1.4,1.1,1.2000000000000002,576.0,856.0,0.05,7m,0.7,1.4,1.8000000000000003,184.0,,,,,,,,,,,,,,,,,,,,,,648.0,0.05,1m,1.4,1.1,1.6,920.0,928,0.05,10m,1.3,0.9,1.7000000000000002,664,688.0,0.025,8m,0.8,1.0,1.8000000000000003,952.0,0.45,6,COMPLETE
85,85,1.6806744756364653,2025-06-16 00:27:35.452391,2025-06-16 00:27:39.081302,0 days 00:00:03.628911,1000.0,0.05,3m,1.3,1.3,1.6,208.0,,,,,,,,,,,,,,,456.0,0.05,6m,0.6,1.2000000000000002,1.3,952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,0.025,7m,1.1,1.2000000000000002,1.6,912,776.0,0.025,4m,0.7,0.8,1.6,584.0,0.1,4,COMPLETE
86,86,2.5541474560701607,2025-06-16 00:27:39.186485,2025-06-16 00:27:44.907553,0 days 00:00:05.721068,752.0,0.05,10m,1.0,1.4,1.5,760.0,,,,,,,,16.0,0.025,7m,1.5,0.9,1.2000000000000002,544.0,600.0,0.05,9m,0.5,1.5,1.6,56.0,232.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.7000000000000002,520.0,,,,,,,,,,,,,,,168.0,0.05,4m,1.1,1.2000000000000002,1.3,864.0,904,0.025,5m,1.3,1.0,1.7000000000000002,848,960.0,0.025,8m,0.6,0.6,1.9000000000000001,776.0,0.05,7,COMPLETE
87,87,3.069976671140856,2025-06-16 00:27:44.980180,2025-06-16 00:27:49.358589,0 days 00:00:04.378409,952.0,0.05,1m,1.2000000000000002,1.0,1.6,832.0,,,,,,,,88.0,0.025,9m,1.4,1.0,1.3,624.0,496.0,0.05,2m,0.5,1.4,1.8000000000000003,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,0.05,6m,0.9,1.1,1.8000000000000003,1008,568.0,0.025,8m,0.5,1.0,2.0,120.0,0.2,5,COMPLETE
88,88,-10.161347627589498,2025-06-16 00:27:49.416990,2025-06-16 00:27:54.624105,0 days 00:00:05.207115,904.0,0.025,1m,0.6,1.3,1.7000000000000002,408.0,,,,,,,,544.0,0.025,5m,1.5,1.2000000000000002,1.1,736.0,560.0,0.05,10m,0.6,1.5,1.8000000000000003,288.0,,,,,,,,,,,,,,,,,,,,,,248.0,0.05,7m,1.3,1.3,1.4000000000000001,968.0,832,0.025,5m,1.0,1.0,1.6,696,760.0,0.025,2m,0.8,0.9,2.0,40.0,0.15000000000000002,6,COMPLETE
89,89,-1.0017275122580267,2025-06-16 00:27:54.689856,2025-06-16 00:27:59.576570,0 days 00:00:04.886714,864.0,0.05,9m,1.1,0.7,1.4000000000000001,544.0,,,,,,,,368.0,0.025,2m,0.5,1.1,1.2000000000000002,456.0,376.0,0.05,2m,0.8,0.8,1.9000000000000001,224.0,,,,,,,,,,,,,,,,,,,,,,456.0,0.025,4m,1.4,1.1,1.2000000000000002,760.0,232,0.025,8m,1.2000000000000002,0.9,1.5,552,896.0,0.025,8m,0.7,1.2000000000000002,1.9000000000000001,696.0,0.1,6,COMPLETE
90,90,3.4296894232953785,2025-06-16 00:27:59.647946,2025-06-16 00:28:03.949118,0 days 00:00:04.301172,928.0,0.05,1m,1.3,1.5,1.5,304.0,,,,,,,,944.0,0.025,3m,1.4,1.4,1.3,664.0,520.0,0.05,2m,0.6,1.3,1.7000000000000002,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,0.05,5m,1.1,1.2000000000000002,1.7000000000000002,624,528.0,0.05,8m,0.6,0.7,2.0,808.0,0.2,5,COMPLETE
91,91,3.5442416416805624,2025-06-16 00:28:04.026037,2025-06-16 00:28:08.231869,0 days 00:00:04.205832,944.0,0.05,1m,1.3,1.5,1.5,304.0,,,,,,,,872.0,0.025,3m,1.4,0.9,1.3,672.0,528.0,0.05,2m,0.6,1.3,1.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,0.05,5m,1.0,1.2000000000000002,1.7000000000000002,624,512.0,0.05,8m,0.6,0.7,2.0,824.0,0.2,5,COMPLETE
92,92,3.4174509558682025,2025-06-16 00:28:08.291418,2025-06-16 00:28:12.478310,0 days 00:00:04.186892,928.0,0.05,1m,1.3,1.4,1.5,304.0,,,,,,,,952.0,0.025,3m,1.4,0.8,1.3,688.0,528.0,0.05,2m,0.6,1.3,1.5,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,0.05,5m,1.1,1.2000000000000002,1.7000000000000002,624,440.0,0.05,8m,0.6,0.7,2.0,816.0,0.25,5,COMPLETE
93,93,3.885987896775246,2025-06-16 00:28:12.538638,2025-06-16 00:28:16.766744,0 days 00:00:04.228106,928.0,0.05,1m,1.4,1.5,1.5,304.0,,,,,,,,936.0,0.025,3m,1.2000000000000002,1.4,1.3,688.0,528.0,0.05,2m,0.5,1.3,1.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,0.05,5m,1.1,1.3,1.1,640,384.0,0.05,8m,0.7,0.7,2.0,800.0,0.25,5,COMPLETE
94,94,-2.0321645845278895,2025-06-16 00:28:16.811796,2025-06-16 00:28:20.884474,0 days 00:00:04.072678,1008.0,0.05,1m,1.5,1.5,1.4000000000000001,288.0,,,,,,,,888.0,0.025,3m,1.2000000000000002,1.4,1.4000000000000001,792.0,592.0,0.05,2m,0.5,1.3,1.4000000000000001,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0.05,5m,1.1,1.3,1.1,584,352.0,0.05,8m,0.7,0.8,2.0,928.0,0.3,5,COMPLETE
95,95,0.09776060093719045,2025-06-16 00:28:20.958523,2025-06-16 00:28:25.226528,0 days 00:00:04.268005,880.0,0.05,1m,1.4,1.5,1.5,264.0,,,,,,,,912.0,0.025,3m,1.1,1.4,1.3,664.0,568.0,0.05,4m,0.5,1.4,1.5,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,0.05,5m,1.2000000000000002,1.2000000000000002,1.2000000000000002,504,312.0,0.05,9m,0.7,0.6,2.0,800.0,0.25,5,COMPLETE
96,96,-2.1402837381323123,2025-06-16 00:28:25.324212,2025-06-16 00:28:28.868433,0 days 00:00:03.544221,832.0,0.05,1m,1.4,1.5,1.5,320.0,,,,,,,,,,,,,,,448.0,0.05,2m,0.5,1.2000000000000002,1.4000000000000001,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,0.05,5m,1.0,1.4,1.9000000000000001,648,400.0,0.05,1m,0.8,0.7,1.9000000000000001,832.0,0.2,4,COMPLETE
97,97,-0.16468236189685712,2025-06-16 00:28:28.941566,2025-06-16 00:28:32.295813,0 days 00:00:03.354247,952.0,0.05,1m,1.3,1.5,1.6,576.0,,,,,,,,,,,,,,,520.0,0.05,8m,0.6,1.4,1.5,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0.05,5m,1.1,1.3,1.3,592,520.0,0.05,8m,0.7,0.8,2.0,768.0,0.2,4,COMPLETE
98,98,2.260615370503117,2025-06-16 00:28:32.376714,2025-06-16 00:28:36.650110,0 days 00:00:04.273396,968.0,0.05,1m,1.4,1.5,1.5,384.0,,,,,,,,960.0,0.025,3m,1.3,1.4,1.4000000000000001,688.0,480.0,0.05,2m,0.5,1.2000000000000002,1.5,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0.05,5m,1.3,1.3,1.6,568,536.0,0.05,6m,0.6,0.7,2.0,848.0,0.35000000000000003,5,COMPLETE
99,99,0.4543044290483076,2025-06-16 00:28:36.713745,2025-06-16 00:28:41.755321,0 days 00:00:05.041576,912.0,0.05,1m,1.3,1.4,1.6,432.0,,,,,,,,840.0,0.025,3m,1.0,1.5,1.3,648.0,656.0,0.05,2m,0.6,1.1,1.6,16.0,,,,,,,,,,,,,,,,,,,,,,888.0,0.05,6m,1.1,1.5,2.0,336.0,432,0.05,5m,1.2000000000000002,1.2000000000000002,1.1,456,600.0,0.05,5m,0.9,0.8,1.9000000000000001,856.0,0.25,6,COMPLETE
100,100,2.1328778240712434,2025-06-16 00:28:41.837434,2025-06-16 00:28:45.885799,0 days 00:00:04.048365,928.0,0.05,8m,1.4,1.5,1.5,480.0,,,,,,,,976.0,0.025,3m,1.3,1.4,1.2000000000000002,744.0,624.0,0.05,2m,0.5,1.3,1.5,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,0.05,2m,1.1,1.4,1.2000000000000002,616,496.0,0.05,10m,1.1,0.7,2.0,736.0,0.15000000000000002,5,COMPLETE
101,101,3.116262579082473,2025-06-16 00:28:45.952408,2025-06-16 00:28:50.225215,0 days 00:00:04.272807,944.0,0.05,1m,1.3,1.4,1.5,320.0,,,,,,,,920.0,0.025,3m,1.4,0.7,1.3,688.0,536.0,0.05,2m,0.6,1.3,1.4000000000000001,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,0.05,5m,1.1,1.2000000000000002,1.7000000000000002,624,400.0,0.05,8m,0.6,0.6,2.0,816.0,0.25,5,COMPLETE
102,102,1.3133330423155438,2025-06-16 00:28:50.306425,2025-06-16 00:28:54.431776,0 days 00:00:04.125351,880.0,0.05,1m,1.3,1.4,1.5,296.0,,,,,,,,984.0,0.025,3m,1.4,0.8,1.3,600.0,512.0,0.05,2m,0.6,1.3,1.5,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,0.05,5m,1.1,1.2000000000000002,1.8000000000000003,664,464.0,0.05,8m,0.5,0.7,2.0,752.0,0.3,5,COMPLETE
103,103,4.222577121877064,2025-06-16 00:28:54.521090,2025-06-16 00:28:58.125193,0 days 00:00:03.604103,1024.0,0.05,1m,1.5,1.5,1.5,208.0,,,,,,,,,,,,,,,536.0,0.05,2m,0.7,1.5,1.5,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0.05,5m,1.0,1.1,1.7000000000000002,648,416.0,0.05,8m,0.7,0.7,2.0,696.0,0.25,4,COMPLETE
104,104,-0.8653797184332186,2025-06-16 00:28:58.178606,2025-06-16 00:29:00.599835,0 days 00:00:02.421229,1008.0,0.05,1m,1.5,1.5,1.4000000000000001,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,0.05,5m,1.0,1.1,1.6,544,368.0,0.05,8m,0.8,0.6,2.0,496.0,0.2,3,COMPLETE
105,105,-1.205979448103618,2025-06-16 00:29:00.667498,2025-06-16 00:29:03.483210,0 days 00:00:02.815712,1024.0,0.05,2m,1.5,1.5,1.6,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,0.05,4m,1.0,1.1,1.7000000000000002,512,304.0,0.05,8m,0.7,0.5,1.9000000000000001,704.0,0.25,3,COMPLETE
106,106,1.1008325483728907,2025-06-16 00:29:03.542631,2025-06-16 00:29:07.455438,0 days 00:00:03.912807,968.0,0.05,7m,1.4,1.5,1.6,352.0,,,,,,,,,,,,,,,576.0,0.05,2m,0.9,1.5,1.4000000000000001,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,0.05,5m,1.0,1.1,1.6,712,432.0,0.05,8m,0.7,0.8,2.0,656.0,0.2,4,COMPLETE
107,107,-9.158385013054225,2025-06-16 00:29:07.552087,2025-06-16 00:29:18.732129,0 days 00:00:11.180042,992.0,0.05,4m,1.4,1.5,1.5,232.0,,,,,,,,824.0,0.025,4m,1.3,0.6,1.1,776.0,544.0,0.05,1m,0.7,1.5,1.5,624.0,,,,,,,,,,,,,,,,,,,,,,344.0,0.025,2m,1.2000000000000002,0.9,1.1,664.0,360,0.05,1m,0.9,1.1,1.8000000000000003,600,464.0,0.05,8m,0.8,0.7,2.0,600.0,0.15000000000000002,6,COMPLETE
108,108,-2.301574809774531,2025-06-16 00:29:18.863083,2025-06-16 00:29:31.103588,0 days 00:00:12.240505,904.0,0.05,1m,1.5,1.4,1.6,504.0,,,,,,,,752.0,0.025,6m,1.4,1.3,1.2000000000000002,720.0,424.0,0.025,7m,0.5,1.5,1.6,576.0,672.0,0.025,2m,0.8,0.8,1.6,256.0,,,,,,,,,,,,,,,392.0,0.05,8m,1.5,1.4,1.9000000000000001,456.0,320,0.05,3m,0.5,1.3,1.7000000000000002,672,328.0,0.05,7m,0.7,0.8,1.9000000000000001,72.0,0.3,7,COMPLETE
109,109,1.6027836879388782,2025-06-16 00:29:31.176934,2025-06-16 00:29:33.001916,0 days 00:00:01.824982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,0.05,9m,1.3,1.1,1.7000000000000002,648,240.0,0.05,4m,0.6,0.7,2.0,448.0,0.15000000000000002,2,COMPLETE
110,110,-2.6846932417993106,2025-06-16 00:29:33.060524,2025-06-16 00:29:38.186341,0 days 00:00:05.125817,856.0,0.05,3m,1.3,1.5,1.4000000000000001,128.0,,,,,,,,920.0,0.025,8m,1.3,1.5,1.2000000000000002,552.0,472.0,0.05,2m,0.7,1.4,1.3,664.0,,,,,,,,,,,,,,,,,,,,,,280.0,0.05,4m,1.3,1.3,1.2000000000000002,168.0,952,0.05,5m,1.2000000000000002,0.7,1.6,160,368.0,0.05,8m,0.7,0.9,1.9000000000000001,136.0,0.2,6,COMPLETE
111,111,1.6691017811314826,2025-06-16 00:29:38.255495,2025-06-16 00:29:42.621469,0 days 00:00:04.365974,928.0,0.05,1m,1.3,1.4,1.5,272.0,,,,,,,,960.0,0.025,3m,1.4,0.9,1.5,688.0,520.0,0.05,2m,0.6,1.5,1.5,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0.05,5m,1.1,1.2000000000000002,1.7000000000000002,632,424.0,0.05,8m,0.6,0.7,2.0,840.0,0.25,5,COMPLETE
112,112,3.414643817215945,2025-06-16 00:29:42.702590,2025-06-16 00:29:45.923710,0 days 00:00:03.221120,936.0,0.05,1m,1.3,1.4,1.5,328.0,,,,,,,,,,,,,,,496.0,0.05,2m,0.6,1.3,1.5,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,0.05,5m,1.0,1.2000000000000002,1.7000000000000002,568,448.0,0.05,8m,0.6,0.7,2.0,912.0,0.3,4,COMPLETE
113,113,0.8143306821721182,2025-06-16 00:29:45.999345,2025-06-16 00:29:50.369798,0 days 00:00:04.370453,432.0,0.05,1m,1.3,1.4,1.5,304.0,,,,,,,,880.0,0.025,3m,1.4,0.7,1.4000000000000001,640.0,568.0,0.05,2m,0.5,1.5,1.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008,0.05,5m,1.1,1.2000000000000002,1.8000000000000003,600,392.0,0.05,3m,0.7,0.7,2.0,744.0,0.25,5,COMPLETE
114,114,3.3710940071859703,2025-06-16 00:29:50.459348,2025-06-16 00:29:54.576472,0 days 00:00:04.117124,968.0,0.05,1m,1.4,1.4,1.5,376.0,,,,,,,,1000.0,0.025,3m,1.4,0.8,1.3,608.0,536.0,0.05,2m,0.6,1.4,1.6,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,0.05,5m,1.3,1.3,1.7000000000000002,752,512.0,0.05,8m,0.7,0.8,2.0,800.0,0.25,5,COMPLETE
115,115,-4.11761992286872,2025-06-16 00:29:54.641879,2025-06-16 00:29:59.526017,0 days 00:00:04.884138,888.0,0.05,1m,1.3,1.5,1.4000000000000001,248.0,,,,,,,,880.0,0.025,1m,1.2000000000000002,1.0,1.2000000000000002,712.0,456.0,0.05,5m,0.5,1.5,1.5,128.0,,,,,,,,,,,,,,,,,,,,,,224.0,0.05,9m,1.5,1.2000000000000002,1.5,832.0,536,0.05,5m,0.6,1.0,1.6,680,280.0,0.05,8m,0.6,0.6,1.4000000000000001,872.0,0.25,6,COMPLETE
116,116,-0.6825990918426139,2025-06-16 00:29:59.589090,2025-06-16 00:30:03.126387,0 days 00:00:03.537297,992.0,0.05,1m,1.2000000000000002,1.4,1.6,408.0,,,,,,,,,,,,,,,616.0,0.05,3m,0.7,1.2000000000000002,1.8000000000000003,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,0.05,5m,1.2000000000000002,1.1,1.7000000000000002,632,488.0,0.05,8m,0.5,0.7,2.0,816.0,0.15000000000000002,4,COMPLETE
117,117,3.3101618510803816,2025-06-16 00:30:03.193542,2025-06-16 00:30:09.083220,0 days 00:00:05.889678,920.0,0.05,6m,1.3,1.3,1.1,280.0,,,,,,,,1016.0,0.025,3m,1.3,0.9,1.3,680.0,488.0,0.05,2m,0.6,1.5,1.4000000000000001,152.0,568.0,0.05,9m,0.6,1.0,1.1,80.0,,,,,,,,,,,,,,,536.0,0.05,4m,1.4,0.6,1.3,984.0,864,0.05,7m,1.1,1.2000000000000002,1.6,608,712.0,0.05,8m,0.8,0.8,2.0,784.0,0.2,7,COMPLETE
118,118,0.9262772862534555,2025-06-16 00:30:09.139568,2025-06-16 00:30:13.867152,0 days 00:00:04.727584,960.0,0.05,1m,1.4,1.5,1.5,192.0,,,,,,,,944.0,0.025,2m,1.4,0.8,1.2000000000000002,672.0,592.0,0.05,6m,0.5,1.3,1.7000000000000002,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,0.025,5m,1.3,1.0,1.7000000000000002,952,552.0,0.05,8m,0.6,0.8,1.9000000000000001,224.0,0.15000000000000002,5,COMPLETE
119,119,-1.0414222438002723,2025-06-16 00:30:13.934009,2025-06-16 00:30:21.071768,0 days 00:00:07.137759,808.0,0.05,10m,1.3,1.4,1.6,456.0,,,,,,,,40.0,0.025,2m,0.9,1.0,1.9000000000000001,960.0,520.0,0.05,10m,0.6,1.4,1.6,248.0,848.0,0.025,7m,1.5,1.2000000000000002,1.3,480.0,,,,,,,,592.0,0.025,7m,1.2000000000000002,0.7,1.5,840.0,320.0,0.05,3m,1.2000000000000002,1.4,1.3,712.0,488,0.025,3m,1.2000000000000002,1.5,1.8000000000000003,872,808.0,0.05,2m,0.7,0.9,2.0,168.0,0.25,8,COMPLETE
120,120,0.605922291264479,2025-06-16 00:30:21.133927,2025-06-16 00:30:26.321729,0 days 00:00:05.187802,936.0,0.05,1m,1.5,1.3,1.5,528.0,,,,,,,,856.0,0.05,3m,1.5,1.0,1.3,512.0,544.0,0.05,9m,1.1,0.5,1.8000000000000003,64.0,,,,,,,,,,,,,,,,,,,,,,160.0,0.05,6m,0.9,1.3,1.2000000000000002,776.0,392,0.05,5m,1.0,0.9,1.2000000000000002,648,832.0,0.05,8m,0.7,0.7,1.9000000000000001,672.0,0.2,6,COMPLETE
121,121,2.96047764963129,2025-06-16 00:30:26.400015,2025-06-16 00:30:30.158542,0 days 00:00:03.758527,936.0,0.05,1m,1.3,1.4,1.5,344.0,,,,,,,,,,,,,,,496.0,0.05,2m,0.6,1.0,1.5,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,0.05,5m,1.0,1.2000000000000002,1.3,576,448.0,0.05,8m,0.6,0.7,2.0,928.0,0.3,4,COMPLETE
122,122,1.854718819687485,2025-06-16 00:30:30.214126,2025-06-16 00:30:33.918808,0 days 00:00:03.704682,904.0,0.05,1m,1.3,1.4,1.5,312.0,,,,,,,,,,,,,,,496.0,0.05,2m,0.7,1.3,1.5,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,0.05,5m,0.9,1.2000000000000002,1.7000000000000002,560,576.0,0.05,8m,0.6,0.6,2.0,976.0,0.35000000000000003,4,COMPLETE
