,number,value,datetime_start,datetime_complete,duration,params_ADSK_ZM_beta_win,params_ADSK_ZM_stop_loss,params_ADSK_ZM_trade_freq,params_ADSK_ZM_z_entry,params_ADSK_ZM_z_exit,params_ADSK_ZM_z_stop_scaler,params_ADSK_ZM_z_win,params_AVGO_ILMN_beta_win,params_AVGO_ILMN_stop_loss,params_AVGO_ILMN_trade_freq,params_AVGO_ILMN_z_entry,params_AVGO_ILMN_z_exit,params_AVGO_ILMN_z_stop_scaler,params_AVGO_ILMN_z_win,params_DDOG_ILMN_beta_win,params_DDOG_ILMN_stop_loss,params_DDOG_ILMN_trade_freq,params_DDOG_ILMN_z_entry,params_DDOG_ILMN_z_exit,params_DDOG_ILMN_z_stop_scaler,params_DDOG_ILMN_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_KDP_ZM_beta_win,params_KDP_ZM_stop_loss,params_KDP_ZM_trade_freq,params_KDP_ZM_z_entry,params_KDP_ZM_z_exit,params_KDP_ZM_z_stop_scaler,params_KDP_ZM_z_win,params_LCID_ZM_beta_win,params_LCID_ZM_stop_loss,params_LCID_ZM_trade_freq,params_LCID_ZM_z_entry,params_LCID_ZM_z_exit,params_LCID_ZM_z_stop_scaler,params_LCID_ZM_z_win,params_LULU_VRTX_beta_win,params_LULU_VRTX_stop_loss,params_LULU_VRTX_trade_freq,params_LULU_VRTX_z_entry,params_LULU_VRTX_z_exit,params_LULU_VRTX_z_stop_scaler,params_LULU_VRTX_z_win,params_PAYX_ZM_beta_win,params_PAYX_ZM_stop_loss,params_PAYX_ZM_trade_freq,params_PAYX_ZM_z_entry,params_PAYX_ZM_z_exit,params_PAYX_ZM_z_stop_scaler,params_PAYX_ZM_z_win,params_PYPL_ZM_beta_win,params_PYPL_ZM_stop_loss,params_PYPL_ZM_trade_freq,params_PYPL_ZM_z_entry,params_PYPL_ZM_z_exit,params_PYPL_ZM_z_stop_scaler,params_PYPL_ZM_z_win,params_QCOM_ZM_beta_win,params_QCOM_ZM_stop_loss,params_QCOM_ZM_trade_freq,params_QCOM_ZM_z_entry,params_QCOM_ZM_z_exit,params_QCOM_ZM_z_stop_scaler,params_QCOM_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
30,30,-1.163651535959737,2025-06-16 00:22:27.749325,2025-06-16 00:22:34.708067,0 days 00:00:06.958742,664.0,0.05,7m,1.4,1.4,1.3,640.0,,,,,,,,184.0,0.05,9m,1.3,0.5,1.2000000000000002,784.0,552.0,0.025,7m,0.6,1.2000000000000002,2.0,592.0,328.0,0.025,4m,1.0,0.7,1.3,352.0,,,,,,,,984.0,0.025,10m,1.0,0.5,2.0,72.0,240.0,0.05,6m,1.2000000000000002,0.7,1.3,632.0,496,0.05,10m,1.2000000000000002,0.9,1.5,1024,728.0,0.025,8m,0.9,1.0,1.9000000000000001,152.0,0.2,8,COMPLETE
31,31,3.3434918492975254,2025-06-16 00:22:34.782501,2025-06-16 00:22:39.262912,0 days 00:00:04.480411,904.0,0.05,5m,1.1,0.9,1.5,864.0,,,,,,,,488.0,0.025,2m,1.5,1.1,1.3,432.0,488.0,0.05,2m,0.7,1.5,1.7000000000000002,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,0.05,10m,1.0,1.0,1.7000000000000002,840,624.0,0.025,8m,0.6,1.1,1.7000000000000002,904.0,0.05,5,COMPLETE
32,32,0.7518356141350898,2025-06-16 00:22:39.325875,2025-06-16 00:22:46.538998,0 days 00:00:07.213123,912.0,0.05,5m,1.1,1.2000000000000002,1.4000000000000001,880.0,,,,,,,,480.0,0.025,2m,1.4,1.1,1.3,456.0,672.0,0.05,2m,0.7,1.4,1.7000000000000002,384.0,736.0,0.05,5m,0.5,0.8,1.7000000000000002,768.0,,,,,,,,88.0,0.05,2m,1.0,1.1,1.6,1000.0,512.0,0.05,2m,1.2000000000000002,0.8,1.8000000000000003,296.0,352,0.05,10m,1.0,1.0,1.7000000000000002,848,608.0,0.025,8m,0.6,1.1,1.8000000000000003,888.0,0.1,8,COMPLETE
33,33,-1.2813866715585533,2025-06-16 00:22:46.598430,2025-06-16 00:22:49.271862,0 days 00:00:02.673432,800.0,0.05,5m,0.8,0.9,1.2000000000000002,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,0.05,10m,1.0,1.1,1.4000000000000001,968,464.0,0.025,8m,0.9,1.0,1.6,248.0,0.05,3,COMPLETE
34,34,4.801247971742815,2025-06-16 00:22:49.320065,2025-06-16 00:22:54.543282,0 days 00:00:05.223217,936.0,0.05,1m,1.3,1.4,1.6,568.0,,,,,,,,168.0,0.025,2m,1.4,1.0,1.2000000000000002,608.0,536.0,0.05,2m,0.5,1.5,1.8000000000000003,240.0,,,,,,,,,,,,,,,,,,,,,,160.0,0.05,4m,1.4,1.2000000000000002,1.3,832.0,944,0.05,5m,1.3,1.0,1.5,880,760.0,0.025,8m,0.7,0.8,2.0,152.0,0.15000000000000002,6,COMPLETE
35,35,4.978421522411844,2025-06-16 00:22:54.603794,2025-06-16 00:23:00.851192,0 days 00:00:06.247398,936.0,0.05,1m,1.3,1.4,1.6,552.0,,,,,,,,32.0,0.025,2m,1.4,1.0,1.2000000000000002,632.0,520.0,0.05,2m,0.5,1.5,1.8000000000000003,240.0,984.0,0.025,2m,1.2000000000000002,0.6,1.3,288.0,,,,,,,,,,,,,,,160.0,0.05,4m,1.5,1.2000000000000002,1.3,1024.0,832,0.025,5m,1.3,1.1,1.6,832,808.0,0.025,8m,0.7,0.8,2.0,128.0,0.15000000000000002,7,COMPLETE
36,36,7.103144936348357,2025-06-16 00:23:00.920853,2025-06-16 00:23:07.211864,0 days 00:00:06.291011,944.0,0.05,1m,1.3,1.4,1.7000000000000002,512.0,,,,,,,,24.0,0.025,2m,1.4,1.0,1.2000000000000002,656.0,496.0,0.05,2m,0.5,1.5,1.8000000000000003,256.0,1008.0,0.025,2m,1.2000000000000002,0.6,1.3,232.0,,,,,,,,,,,,,,,144.0,0.05,4m,1.5,1.2000000000000002,1.3,1024.0,1024,0.025,5m,1.2000000000000002,1.0,1.6,608,800.0,0.025,8m,0.7,0.8,2.0,120.0,0.15000000000000002,7,COMPLETE
37,37,1.1574071104749133,2025-06-16 00:23:07.288876,2025-06-16 00:23:15.607251,0 days 00:00:08.318375,944.0,0.05,1m,1.4,1.4,1.7000000000000002,416.0,976.0,0.025,4m,1.5,1.5,1.1,32.0,176.0,0.025,2m,1.4,1.0,1.2000000000000002,568.0,488.0,0.05,2m,0.5,1.4,1.9000000000000001,144.0,1016.0,0.025,2m,1.3,0.7,1.2000000000000002,304.0,,,,,,,,720.0,0.025,6m,1.5,1.0,1.4000000000000001,440.0,200.0,0.05,4m,1.4,1.2000000000000002,1.2000000000000002,888.0,1016,0.025,5m,1.3,1.0,1.6,392,784.0,0.025,8m,0.7,0.8,2.0,128.0,0.2,9,COMPLETE
38,38,3.471123648350941,2025-06-16 00:23:15.683757,2025-06-16 00:23:21.454396,0 days 00:00:05.770639,912.0,0.05,1m,1.3,1.4,1.6,320.0,,,,,,,,16.0,0.025,2m,1.5,1.1,1.2000000000000002,432.0,488.0,0.05,2m,0.6,1.5,1.8000000000000003,256.0,,,,,,,,,,,,,,,,,,,,,,328.0,0.05,4m,1.4,1.3,1.3,856.0,928,0.025,5m,1.3,1.1,1.6,592,1008.0,0.025,8m,0.8,0.7,2.0,320.0,0.15000000000000002,6,COMPLETE
39,39,0.6030020021335599,2025-06-16 00:23:21.521907,2025-06-16 00:23:27.296590,0 days 00:00:05.774683,784.0,0.05,1m,1.3,1.4,1.6,304.0,,,,,,,,24.0,0.025,2m,1.4,1.1,1.2000000000000002,632.0,280.0,0.05,2m,0.6,1.4,1.9000000000000001,360.0,,,,,,,,,,,,,,,,,,,,,,312.0,0.05,4m,1.4,1.3,1.3,856.0,912,0.025,5m,1.3,1.2000000000000002,1.6,560,1016.0,0.025,8m,0.8,0.7,2.0,304.0,0.15000000000000002,6,COMPLETE
40,40,-0.9768627584253344,2025-06-16 00:23:27.374096,2025-06-16 00:23:35.056297,0 days 00:00:07.682201,664.0,0.05,1m,1.5,1.3,1.8000000000000003,504.0,,,,,,,,152.0,0.025,2m,1.2000000000000002,1.0,1.1,848.0,688.0,0.05,2m,0.5,1.5,1.8000000000000003,512.0,896.0,0.025,2m,1.2000000000000002,0.7,1.3,216.0,,,,,,,,280.0,0.05,4m,0.7,1.2000000000000002,1.8000000000000003,736.0,136.0,0.05,4m,1.4,1.2000000000000002,1.2000000000000002,920.0,920,0.025,5m,1.4,1.1,1.6,424,872.0,0.025,10m,0.7,0.8,2.0,96.0,0.25,8,COMPLETE
41,41,5.613806209147627,2025-06-16 00:23:35.138316,2025-06-16 00:23:41.030457,0 days 00:00:05.892141,936.0,0.05,1m,1.3,1.4,1.6,360.0,,,,,,,,16.0,0.025,2m,1.5,1.1,1.2000000000000002,464.0,528.0,0.05,2m,0.7,1.5,1.8000000000000003,264.0,,,,,,,,,,,,,,,,,,,,,,168.0,0.05,4m,1.3,1.1,1.4000000000000001,744.0,832,0.025,5m,1.3,1.2000000000000002,1.7000000000000002,600,800.0,0.025,8m,0.7,0.9,1.9000000000000001,200.0,0.15000000000000002,6,COMPLETE
42,42,1.2422482080988002,2025-06-16 00:23:41.093457,2025-06-16 00:23:47.895508,0 days 00:00:06.802051,936.0,0.05,1m,1.3,1.4,1.6,360.0,,,,,,,,16.0,0.025,2m,1.4,0.9,1.2000000000000002,488.0,424.0,0.05,2m,0.6,1.4,1.8000000000000003,424.0,888.0,0.025,3m,1.5,1.1,1.3,432.0,,,,,,,,,,,,,,,168.0,0.05,4m,1.3,1.1,1.4000000000000001,776.0,808,0.025,5m,1.3,1.3,1.7000000000000002,256,816.0,0.025,8m,0.8,0.9,1.9000000000000001,200.0,0.15000000000000002,7,COMPLETE
43,43,1.7486951210735049,2025-06-16 00:23:47.982023,2025-06-16 00:23:53.695573,0 days 00:00:05.713550,832.0,0.05,1m,1.4,1.3,1.7000000000000002,568.0,,,,,,,,160.0,0.025,2m,1.5,1.0,1.2000000000000002,536.0,536.0,0.05,2m,0.6,1.5,1.9000000000000001,272.0,,,,,,,,,,,,,,,,,,,,,,264.0,0.05,4m,1.5,1.3,1.3,816.0,928,0.025,5m,1.4,1.2000000000000002,1.6,616,888.0,0.025,8m,0.7,0.7,2.0,216.0,0.2,6,COMPLETE
44,44,-39.39496282437458,2025-06-16 00:23:53.761086,2025-06-16 00:24:00.370603,0 days 00:00:06.609517,864.0,0.05,1m,1.3,1.5,1.8000000000000003,464.0,,,,,,,,120.0,0.025,7m,1.3,1.2000000000000002,1.1,368.0,536.0,0.05,1m,0.5,1.4,1.8000000000000003,112.0,616.0,0.025,6m,1.3,0.6,1.5,152.0,,,,,,,,,,,,,,,400.0,0.05,4m,1.4,1.1,1.2000000000000002,656.0,816,0.025,5m,1.2000000000000002,1.1,1.5,600,1024.0,0.025,3m,0.8,0.8,2.0,288.0,0.15000000000000002,7,COMPLETE
45,45,0.9812723402706287,2025-06-16 00:24:00.458125,2025-06-16 00:24:08.871811,0 days 00:00:08.413686,960.0,0.05,1m,1.5,1.4,1.6,240.0,88.0,0.025,5m,0.5,1.0,1.6,992.0,24.0,0.025,8m,1.4,1.1,1.4000000000000001,704.0,440.0,0.05,5m,0.7,1.5,1.9000000000000001,312.0,1016.0,0.025,2m,0.9,0.9,1.2000000000000002,448.0,,,,,,,,696.0,0.025,3m,1.2000000000000002,0.5,1.3,368.0,128.0,0.05,4m,1.2000000000000002,1.4,1.5,1016.0,848,0.025,5m,1.3,1.3,1.8000000000000003,480,768.0,0.025,8m,0.7,0.9,1.9000000000000001,168.0,0.35000000000000003,9,COMPLETE
46,46,3.3487376031123026,2025-06-16 00:24:08.952323,2025-06-16 00:24:14.607433,0 days 00:00:05.655110,976.0,0.05,1m,1.2000000000000002,1.3,1.7000000000000002,352.0,,,,,,,,232.0,0.025,5m,1.5,0.9,1.2000000000000002,600.0,344.0,0.05,2m,0.6,1.3,1.8000000000000003,224.0,,,,,,,,,,,,,,,,,,,,,,16.0,0.05,4m,1.4,1.1,1.4000000000000001,912.0,752,0.025,5m,1.5,1.2000000000000002,1.7000000000000002,688,936.0,0.025,8m,0.6,0.7,2.0,96.0,0.2,6,COMPLETE
47,47,0.35759319799623235,2025-06-16 00:24:14.680447,2025-06-16 00:24:22.162337,0 days 00:00:07.481890,768.0,0.05,1m,1.3,1.5,1.6,288.0,,,,,,,,104.0,0.025,6m,1.5,0.8,1.3,488.0,592.0,0.05,6m,0.5,1.2000000000000002,2.0,432.0,376.0,0.05,2m,1.2000000000000002,0.8,1.4000000000000001,720.0,,,,,,,,720.0,0.05,1m,1.2000000000000002,1.3,1.8000000000000003,776.0,256.0,0.05,4m,1.5,1.2000000000000002,1.3,936.0,960,0.025,5m,1.4,1.4,1.6,552,848.0,0.025,2m,0.7,0.9,1.9000000000000001,368.0,0.15000000000000002,8,COMPLETE
48,48,-0.8018713310903922,2025-06-16 00:24:22.259851,2025-06-16 00:24:28.638051,0 days 00:00:06.378200,816.0,0.05,10m,1.4,1.2000000000000002,1.8000000000000003,176.0,,,,,,,,96.0,0.025,3m,1.3,1.1,1.1,656.0,696.0,0.05,9m,0.6,1.4,1.9000000000000001,192.0,856.0,0.025,2m,1.4,0.6,1.6,152.0,,,,,,,,,,,,,,,448.0,0.05,4m,1.3,1.4,1.2000000000000002,800.0,864,0.025,7m,1.2000000000000002,1.1,1.6,24,752.0,0.025,10m,0.8,0.6,2.0,304.0,0.5,7,COMPLETE
49,49,-5.506429971278163,2025-06-16 00:24:28.707264,2025-06-16 00:24:33.858386,0 days 00:00:05.151122,704.0,0.05,1m,1.3,1.3,1.5,552.0,,,,,,,,376.0,0.025,1m,1.1,1.3,1.5,752.0,512.0,0.05,2m,0.7,1.5,1.8000000000000003,488.0,,,,,,,,,,,,,,,,,,,,,,176.0,0.05,4m,1.4,1.1,1.4000000000000001,608.0,1016,0.025,5m,1.3,1.0,1.5,432,920.0,0.025,8m,1.5,0.6,1.8000000000000003,256.0,0.25,6,COMPLETE
50,50,0.7580483491323073,2025-06-16 00:24:33.948887,2025-06-16 00:24:40.787918,0 days 00:00:06.839031,880.0,0.05,1m,1.4,1.5,1.7000000000000002,424.0,,,,,,,,16.0,0.025,7m,1.4,1.0,1.4000000000000001,600.0,448.0,0.05,2m,0.5,1.2000000000000002,1.7000000000000002,392.0,592.0,0.025,3m,0.9,0.9,1.2000000000000002,416.0,,,,,,,,264.0,0.025,5m,0.8,0.8,1.3,280.0,296.0,0.05,3m,1.5,1.0,1.5,888.0,872,0.025,6m,1.5,0.9,1.7000000000000002,296,984.0,0.025,5m,0.9,0.8,1.9000000000000001,184.0,0.1,8,COMPLETE
51,51,0.44414546384338044,2025-06-16 00:24:40.873291,2025-06-16 00:24:46.014831,0 days 00:00:05.141540,984.0,0.05,1m,1.2000000000000002,1.3,1.7000000000000002,368.0,,,,,,,,240.0,0.025,5m,1.5,0.9,1.2000000000000002,568.0,168.0,0.05,2m,0.6,1.3,1.8000000000000003,240.0,,,,,,,,,,,,,,,,,,,,,,40.0,0.05,4m,1.4,1.1,1.4000000000000001,944.0,744,0.025,5m,1.5,1.2000000000000002,1.7000000000000002,672,832.0,0.025,8m,0.6,0.7,2.0,88.0,0.2,6,COMPLETE
52,52,1.158712869486171,2025-06-16 00:24:46.075107,2025-06-16 00:24:51.554273,0 days 00:00:05.479166,968.0,0.05,1m,1.2000000000000002,1.4,1.6,696.0,,,,,,,,216.0,0.025,5m,1.5,0.9,1.2000000000000002,512.0,336.0,0.05,2m,0.6,1.5,1.9000000000000001,304.0,,,,,,,,,,,,,,,,,,,,,,16.0,0.05,4m,1.3,1.3,1.3,1008.0,736,0.025,5m,1.4,1.2000000000000002,1.8000000000000003,712,928.0,0.025,8m,0.7,0.7,2.0,120.0,0.15000000000000002,6,COMPLETE
53,53,1.0062240053006004,2025-06-16 00:24:51.613444,2025-06-16 00:24:57.720573,0 days 00:00:06.107129,920.0,0.05,1m,1.2000000000000002,1.4,1.7000000000000002,336.0,,,,,,,,120.0,0.025,4m,1.5,0.8,1.3,1016.0,392.0,0.05,2m,0.6,1.3,1.8000000000000003,224.0,928.0,0.05,1m,1.2000000000000002,0.6,2.0,216.0,,,,,,,,,,,,,,,112.0,0.05,4m,1.4,1.2000000000000002,1.4000000000000001,712.0,976,0.025,8m,1.2000000000000002,1.1,1.6,528,888.0,0.025,8m,0.6,0.7,2.0,56.0,0.2,7,COMPLETE
54,54,3.265510673415396,2025-06-16 00:24:57.799516,2025-06-16 00:25:02.340470,0 days 00:00:04.540954,1024.0,0.05,3m,1.3,1.3,1.9000000000000001,480.0,,,,,,,,344.0,0.025,5m,1.4,1.0,1.1,576.0,104.0,0.05,4m,0.5,1.4,1.1,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,0.025,5m,1.1,1.2000000000000002,1.7000000000000002,608,968.0,0.025,9m,0.7,0.9,1.9000000000000001,128.0,0.15000000000000002,5,COMPLETE
55,55,-50.240895810302376,2025-06-16 00:25:02.415241,2025-06-16 00:25:07.723120,0 days 00:00:05.307879,984.0,0.05,8m,1.5,1.5,1.5,408.0,,,,,,,,272.0,0.025,2m,1.5,1.0,1.2000000000000002,688.0,288.0,0.05,1m,0.7,1.5,1.7000000000000002,80.0,,,,,,,,,,,,,,,,,,,,,,184.0,0.05,5m,1.5,1.1,1.2000000000000002,904.0,672,0.025,5m,1.4,1.3,1.7000000000000002,704,728.0,0.025,1m,0.6,0.8,2.0,208.0,0.2,6,COMPLETE
56,56,1.2038027968015297,2025-06-16 00:25:07.807501,2025-06-16 00:25:14.023261,0 days 00:00:06.215760,272.0,0.05,2m,1.2000000000000002,1.4,1.6,256.0,,,,,,,,64.0,0.025,3m,1.4,1.2000000000000002,1.3,616.0,632.0,0.05,8m,0.5,0.9,1.8000000000000003,344.0,776.0,0.025,6m,1.1,1.1,1.8000000000000003,496.0,,,,,,,,,,,,,,,72.0,0.05,10m,1.1,1.0,1.5,856.0,896,0.025,5m,1.3,1.1,1.5,640,808.0,0.025,6m,0.5,0.7,1.9000000000000001,64.0,0.1,7,COMPLETE
57,57,-1.4986260873116986,2025-06-16 00:25:14.116424,2025-06-16 00:25:18.534160,0 days 00:00:04.417736,408.0,0.05,1m,1.3,1.3,1.8000000000000003,184.0,,,,,,,,200.0,0.025,2m,1.3,1.1,1.4000000000000001,368.0,368.0,0.05,5m,0.9,0.6,1.6,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,0.025,2m,1.5,1.0,1.8000000000000003,504,904.0,0.025,3m,0.8,0.6,1.8000000000000003,152.0,0.15000000000000002,5,COMPLETE
58,58,-0.6680141381014495,2025-06-16 00:25:18.597941,2025-06-16 00:25:23.940990,0 days 00:00:05.343049,856.0,0.05,4m,1.2000000000000002,1.2000000000000002,1.7000000000000002,544.0,,,,,,,,128.0,0.025,2m,0.9,0.9,1.1,440.0,1000.0,0.025,2m,1.5,1.3,1.9000000000000001,88.0,,,,,,,,,,,,,,,,,,,,,,200.0,0.05,8m,1.4,0.9,1.3,704.0,784,0.025,3m,1.3,1.4,1.6,768,984.0,0.025,8m,0.7,0.8,2.0,240.0,0.2,6,COMPLETE
59,59,0.5844433935754221,2025-06-16 00:25:24.000300,2025-06-16 00:25:29.365191,0 days 00:00:05.364891,920.0,0.05,10m,1.4,1.5,1.9000000000000001,624.0,,,,,,,,72.0,0.025,6m,1.5,0.8,1.2000000000000002,816.0,576.0,0.05,6m,0.6,1.5,2.0,192.0,,,,,,,,,,,,,,,,,,,,,,120.0,0.05,9m,1.5,1.2000000000000002,1.4000000000000001,952.0,832,0.025,4m,1.2000000000000002,1.1,1.7000000000000002,584,848.0,0.025,7m,0.5,1.0,1.9000000000000001,96.0,0.25,6,COMPLETE
60,60,-2.012485066946528,2025-06-16 00:25:29.431894,2025-06-16 00:25:35.353062,0 days 00:00:05.921168,984.0,0.05,1m,1.3,1.3,1.6,88.0,,,,,,,,312.0,0.05,4m,1.5,0.7,1.1,888.0,504.0,0.05,9m,0.7,1.4,1.7000000000000002,312.0,248.0,0.025,5m,1.4,1.4,1.1,640.0,,,,,,,,,,,,,,,72.0,0.05,2m,1.3,1.4,1.3,808.0,992,0.025,9m,1.1,1.2000000000000002,1.6,808,936.0,0.025,8m,0.6,0.9,2.0,328.0,0.3,7,COMPLETE
61,61,0.6157424118864766,2025-06-16 00:25:35.438451,2025-06-16 00:25:39.886212,0 days 00:00:04.447761,904.0,0.05,5m,1.1,1.0,1.5,336.0,,,,,,,,584.0,0.025,2m,1.5,1.1,1.3,432.0,464.0,0.05,2m,0.7,1.5,1.7000000000000002,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,0.025,5m,1.0,1.0,1.7000000000000002,832,632.0,0.025,8m,0.6,1.2000000000000002,1.8000000000000003,176.0,0.1,5,COMPLETE
62,62,-0.40508253143543266,2025-06-16 00:25:39.960844,2025-06-16 00:25:43.489288,0 days 00:00:03.528444,872.0,0.05,5m,1.2000000000000002,0.7,1.5,248.0,,,,,,,,,,,,,,,424.0,0.05,2m,0.6,1.5,1.8000000000000003,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,0.025,7m,1.5,1.0,1.8000000000000003,688,560.0,0.025,8m,0.6,1.1,1.7000000000000002,552.0,0.15000000000000002,4,COMPLETE
63,63,4.5448271068980866,2025-06-16 00:25:43.551419,2025-06-16 00:25:48.074739,0 days 00:00:04.523320,944.0,0.05,1m,1.2000000000000002,1.1,1.5,384.0,,,,,,,,440.0,0.025,2m,1.4,1.1,1.2000000000000002,288.0,504.0,0.05,2m,0.5,1.5,1.7000000000000002,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,0.025,5m,1.1,0.9,1.7000000000000002,872,640.0,0.025,8m,0.8,0.8,2.0,40.0,0.1,5,COMPLETE
64,64,0.5280147720543905,2025-06-16 00:25:48.138637,2025-06-16 00:25:52.592714,0 days 00:00:04.454077,952.0,0.05,1m,1.3,1.1,1.6,384.0,,,,,,,,424.0,0.025,2m,1.4,1.0,1.2000000000000002,536.0,624.0,0.05,2m,0.5,1.4,1.8000000000000003,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616,0.025,5m,1.1,0.9,1.6,576,688.0,0.025,8m,0.8,0.8,2.0,48.0,0.1,5,COMPLETE
65,65,-4.083966749017476,2025-06-16 00:25:52.681008,2025-06-16 00:25:57.998766,0 days 00:00:05.317758,984.0,0.05,6m,1.2000000000000002,1.4,1.7000000000000002,488.0,,,,,,,,64.0,0.025,2m,1.3,1.2000000000000002,1.2000000000000002,208.0,536.0,0.05,3m,0.5,1.5,1.6,720.0,,,,,,,,,,,,,,,,,,,,,,232.0,0.025,7m,0.8,1.1,1.6,968.0,672,0.025,5m,1.2000000000000002,0.8,1.5,984,728.0,0.025,1m,1.0,0.6,1.9000000000000001,112.0,0.15000000000000002,6,COMPLETE
66,66,-3.6666610316759103,2025-06-16 00:25:58.056217,2025-06-16 00:26:01.675861,0 days 00:00:03.619644,1024.0,0.05,1m,1.4,1.3,1.5,432.0,,,,,,,,,,,,,,,576.0,0.05,2m,1.1,1.3,1.9000000000000001,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,0.025,5m,1.3,0.9,1.8000000000000003,896,664.0,0.025,2m,0.7,0.7,2.0,24.0,0.1,4,COMPLETE
67,67,-6.529140866155819,2025-06-16 00:26:01.730346,2025-06-16 00:26:07.936136,0 days 00:00:06.205790,600.0,0.05,1m,1.0,1.2000000000000002,1.6,592.0,,,,,,,,232.0,0.025,10m,1.3,1.0,1.1,288.0,248.0,0.05,4m,0.5,1.1,1.7000000000000002,1024.0,648.0,0.025,7m,0.8,0.8,1.3,880.0,,,,,,,,,,,,,,,352.0,0.05,1m,1.2000000000000002,1.3,1.1,864.0,720,0.025,8m,1.2000000000000002,1.1,1.9000000000000001,864,776.0,0.025,9m,0.8,0.9,1.9000000000000001,144.0,0.15000000000000002,7,COMPLETE
68,68,1.2207708964301305,2025-06-16 00:26:07.991022,2025-06-16 00:26:13.167546,0 days 00:00:05.176524,936.0,0.05,9m,1.2000000000000002,1.4,1.7000000000000002,288.0,,,,,,,,56.0,0.025,2m,1.2000000000000002,1.2000000000000002,1.8000000000000003,224.0,352.0,0.05,2m,0.6,1.5,1.8000000000000003,208.0,,,,,,,,,,,,,,,,,,,,,,136.0,0.05,9m,1.3,0.9,1.5,752.0,936,0.025,5m,1.4,1.2000000000000002,1.7000000000000002,632,800.0,0.025,8m,0.9,0.8,1.1,72.0,0.2,6,COMPLETE
69,69,1.1641898269275548,2025-06-16 00:26:13.224538,2025-06-16 00:26:17.500766,0 days 00:00:04.276228,816.0,0.05,1m,1.4,1.5,1.5,520.0,,,,,,,,776.0,0.025,9m,1.4,1.1,1.3,360.0,504.0,0.025,8m,0.5,1.4,1.7000000000000002,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.025,6m,1.1,1.0,1.5,760,712.0,0.025,6m,1.3,0.7,2.0,400.0,0.1,5,COMPLETE
70,70,-3.1538382380661587,2025-06-16 00:26:17.591595,2025-06-16 00:26:24.490045,0 days 00:00:06.898450,1000.0,0.05,8m,1.3,1.1,1.6,392.0,,,,,,,,160.0,0.025,5m,0.7,1.3,1.2000000000000002,720.0,648.0,0.05,2m,0.8,1.5,1.8000000000000003,112.0,440.0,0.05,8m,1.1,0.6,1.5,328.0,,,,,,,,832.0,0.05,4m,0.5,1.0,1.8000000000000003,232.0,296.0,0.025,4m,1.5,1.2000000000000002,1.2000000000000002,568.0,840,0.025,5m,1.3,1.1,1.6,904,656.0,0.025,5m,0.7,0.8,2.0,264.0,0.15000000000000002,8,COMPLETE
71,71,3.2398768762259342,2025-06-16 00:26:24.541882,2025-06-16 00:26:29.107120,0 days 00:00:04.565238,888.0,0.05,5m,1.1,0.9,1.5,656.0,,,,,,,,400.0,0.025,2m,1.5,1.1,1.3,416.0,480.0,0.05,2m,0.7,1.5,1.6,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,0.025,2m,1.0,1.0,1.7000000000000002,808,544.0,0.025,8m,0.6,0.9,1.9000000000000001,1016.0,0.1,5,COMPLETE
72,72,0.5327497044928996,2025-06-16 00:26:29.206020,2025-06-16 00:26:33.638890,0 days 00:00:04.432870,920.0,0.05,2m,1.1,1.0,1.4000000000000001,712.0,,,,,,,,496.0,0.025,2m,1.5,1.1,1.2000000000000002,104.0,400.0,0.05,2m,0.6,1.4,1.7000000000000002,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,0.025,4m,0.9,1.0,1.7000000000000002,872,584.0,0.025,8m,0.5,1.2000000000000002,2.0,224.0,0.05,5,COMPLETE
73,73,4.855538832961563,2025-06-16 00:26:33.715952,2025-06-16 00:26:38.599819,0 days 00:00:04.883867,896.0,0.05,3m,1.2000000000000002,0.9,1.5,336.0,,,,,,,,544.0,0.025,2m,1.4,1.0,1.2000000000000002,480.0,520.0,0.05,2m,0.6,1.5,1.8000000000000003,256.0,,,,,,,,,,,,,,,,,,,,,,64.0,0.05,8m,1.4,1.2000000000000002,1.3,1024.0,888,0.025,3m,1.1,0.8,1.6,976,616.0,0.025,8m,0.7,1.0,1.9000000000000001,16.0,0.1,6,COMPLETE
