,number,value,datetime_start,datetime_complete,duration,params_AAPL_ATVI_beta_win,params_AAPL_ATVI_stop_loss,params_AAPL_ATVI_trade_freq,params_AAPL_ATVI_z_entry,params_AAPL_ATVI_z_exit,params_AAPL_ATVI_z_stop_scaler,params_AAPL_ATVI_z_win,params_ABNB_ATVI_beta_win,params_ABNB_ATVI_stop_loss,params_ABNB_ATVI_trade_freq,params_ABNB_ATVI_z_entry,params_ABNB_ATVI_z_exit,params_ABNB_ATVI_z_stop_scaler,params_ABNB_ATVI_z_win,params_ADBE_ATVI_beta_win,params_ADBE_ATVI_stop_loss,params_ADBE_ATVI_trade_freq,params_ADBE_ATVI_z_entry,params_ADBE_ATVI_z_exit,params_ADBE_ATVI_z_stop_scaler,params_ADBE_ATVI_z_win,params_ALGN_ATVI_beta_win,params_ALGN_ATVI_stop_loss,params_ALGN_ATVI_trade_freq,params_ALGN_ATVI_z_entry,params_ALGN_ATVI_z_exit,params_ALGN_ATVI_z_stop_scaler,params_ALGN_ATVI_z_win,params_AMAT_ATVI_beta_win,params_AMAT_ATVI_stop_loss,params_AMAT_ATVI_trade_freq,params_AMAT_ATVI_z_entry,params_AMAT_ATVI_z_exit,params_AMAT_ATVI_z_stop_scaler,params_AMAT_ATVI_z_win,params_AMD_ATVI_beta_win,params_AMD_ATVI_stop_loss,params_AMD_ATVI_trade_freq,params_AMD_ATVI_z_entry,params_AMD_ATVI_z_exit,params_AMD_ATVI_z_stop_scaler,params_AMD_ATVI_z_win,params_AMZN_ATVI_beta_win,params_AMZN_ATVI_stop_loss,params_AMZN_ATVI_trade_freq,params_AMZN_ATVI_z_entry,params_AMZN_ATVI_z_exit,params_AMZN_ATVI_z_stop_scaler,params_AMZN_ATVI_z_win,params_ATVI_ANSS_beta_win,params_ATVI_ANSS_stop_loss,params_ATVI_ANSS_trade_freq,params_ATVI_ANSS_z_entry,params_ATVI_ANSS_z_exit,params_ATVI_ANSS_z_stop_scaler,params_ATVI_ANSS_z_win,params_ATVI_MSFT_beta_win,params_ATVI_MSFT_stop_loss,params_ATVI_MSFT_trade_freq,params_ATVI_MSFT_z_entry,params_ATVI_MSFT_z_exit,params_ATVI_MSFT_z_stop_scaler,params_ATVI_MSFT_z_win,params_ATVI_PYPL_beta_win,params_ATVI_PYPL_stop_loss,params_ATVI_PYPL_trade_freq,params_ATVI_PYPL_z_entry,params_ATVI_PYPL_z_exit,params_ATVI_PYPL_z_stop_scaler,params_ATVI_PYPL_z_win,params_buffer_capital,params_pairs_to_trade,state
30,30,-2.4906801502385303,2025-06-15 23:40:16.549023,2025-06-15 23:40:23.994491,0 days 00:00:07.445468,464.0,0.025,10m,1.5,1.0,1.6,672.0,,,,,,,,536,0.05,8m,1.2000000000000002,0.7,1.7000000000000002,936,184.0,0.025,7m,1.5,0.8,1.9000000000000001,616.0,,,,,,,,1024.0,0.025,8m,1.3,1.0,1.3,208.0,680.0,0.05,4m,0.9,1.1,1.7000000000000002,576.0,256.0,0.05,5m,0.9,0.5,1.7000000000000002,352.0,,,,,,,,,,,,,,,0.5,6,COMPLETE
31,31,0.11980599147372324,2025-06-15 23:40:24.073182,2025-06-15 23:40:29.348352,0 days 00:00:05.275170,,,,,,,,,,,,,,,664,0.05,6m,1.3,0.9,1.3,576,176.0,0.025,9m,0.9,1.2000000000000002,1.6,704.0,,,,,,,,320.0,0.025,10m,1.5,1.0,1.5,280.0,280.0,0.05,9m,1.5,0.6,1.5,440.0,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
32,32,0.054766418782559605,2025-06-15 23:40:29.443077,2025-06-15 23:40:34.581704,0 days 00:00:05.138627,,,,,,,,,,,,,,,656,0.05,6m,1.4,0.8,1.3,584,152.0,0.025,9m,0.9,1.2000000000000002,1.6,720.0,,,,,,,,208.0,0.025,10m,1.4,1.1,1.5,296.0,232.0,0.05,9m,1.5,0.5,1.5,472.0,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
33,33,-0.24536193778486454,2025-06-15 23:40:34.668290,2025-06-15 23:40:41.196919,0 days 00:00:06.528629,704.0,0.025,10m,1.1,1.3,1.3,440.0,,,,,,,,880,0.05,6m,1.5,0.9,1.5,696,256.0,0.025,9m,0.8,1.1,1.8000000000000003,568.0,,,,,,,,360.0,0.025,10m,1.5,0.8,1.3,424.0,128.0,0.05,9m,1.2000000000000002,0.6,1.6,568.0,,,,,,,,,,,,,,,,,,,,,,0.5,5,COMPLETE
34,34,-3.6709212644001656,2025-06-15 23:40:41.277846,2025-06-15 23:40:51.910485,0 days 00:00:10.632639,144.0,0.025,5m,1.3,0.8,1.8000000000000003,984.0,312.0,0.025,2m,1.2000000000000002,0.8,1.4000000000000001,344.0,520,0.05,6m,1.3,1.1,1.4000000000000001,568,88.0,0.025,1m,0.9,1.4,1.6,768.0,,,,,,,,304.0,0.025,10m,1.4,1.0,1.4000000000000001,224.0,288.0,0.05,8m,1.5,0.7,1.9000000000000001,800.0,760.0,0.05,7m,0.7,1.2000000000000002,1.8000000000000003,608.0,32.0,0.05,6m,1.0,1.2000000000000002,1.5,976.0,,,,,,,,0.4,8,COMPLETE
35,35,-4.964262996776695,2025-06-15 23:40:52.005064,2025-06-15 23:40:59.623699,0 days 00:00:07.618635,848.0,0.025,2m,1.0,1.0,1.5,672.0,,,,,,,,680,0.05,4m,1.1,0.9,1.6,424,424.0,0.025,5m,1.1,0.9,1.4000000000000001,872.0,,,,,,,,336.0,0.025,5m,1.5,1.2000000000000002,1.5,296.0,64.0,0.05,1m,1.2000000000000002,0.8,1.5,440.0,408.0,0.05,4m,1.4,0.9,1.6,24.0,,,,,,,,,,,,,,,0.45,6,COMPLETE
36,36,0.5004281974459633,2025-06-15 23:40:59.724801,2025-06-15 23:41:04.688441,0 days 00:00:04.963640,,,,,,,,,,,,,,,744,0.025,9m,1.3,1.0,1.2000000000000002,776,320.0,0.025,10m,0.7,1.2000000000000002,1.9000000000000001,648.0,,,,,,,,208.0,0.025,6m,1.5,1.0,1.6,64.0,192.0,0.05,9m,1.4,0.6,1.7000000000000002,640.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
37,37,-1.7072218657436669,2025-06-15 23:41:04.771976,2025-06-15 23:41:07.443106,0 days 00:00:02.671130,,,,,,,,,,,,,,,776,0.025,9m,0.9,1.1,1.2000000000000002,672,,,,,,,,,,,,,,,112.0,0.025,6m,0.5,1.0,1.6,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
38,38,-4.204163971518866,2025-06-15 23:41:07.538646,2025-06-15 23:41:12.750988,0 days 00:00:05.212342,,,,,,,,,,,,,,,880,0.025,9m,1.2000000000000002,1.0,1.3,464,312.0,0.025,10m,0.7,1.2000000000000002,1.8000000000000003,456.0,,,,,,,,416.0,0.025,6m,1.1,1.3,1.6,32.0,352.0,0.05,9m,1.4,0.5,1.9000000000000001,624.0,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
39,39,-0.2885542732206667,2025-06-15 23:41:12.830822,2025-06-15 23:41:18.291811,0 days 00:00:05.460989,,,,,,,,,,,,,,,808,0.025,9m,1.3,1.2000000000000002,1.2000000000000002,792,536.0,0.05,10m,0.7,1.4,1.6,912.0,,,,,,,,216.0,0.05,9m,1.5,1.1,1.7000000000000002,152.0,176.0,0.05,9m,1.4,0.7,1.7000000000000002,424.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
40,40,-1.1690635308668942,2025-06-15 23:41:18.379599,2025-06-15 23:41:30.353346,0 days 00:00:11.973747,536.0,0.05,9m,0.7,1.4,1.8000000000000003,16.0,680.0,0.05,3m,0.9,1.2000000000000002,1.8000000000000003,264.0,496,0.025,8m,1.0,1.0,1.1,320,304.0,0.025,4m,0.5,1.4,1.7000000000000002,632.0,992.0,0.025,3m,1.5,1.5,1.1,64.0,448.0,0.025,6m,1.3,0.9,1.5,64.0,568.0,0.05,2m,1.5,0.9,1.7000000000000002,328.0,184.0,0.05,2m,1.1,1.5,1.9000000000000001,264.0,632.0,0.025,3m,1.0,1.0,1.6,384.0,,,,,,,,0.3,9,COMPLETE
41,41,-0.1563206574981647,2025-06-15 23:41:30.453368,2025-06-15 23:41:36.925300,0 days 00:00:06.471932,392.0,0.025,7m,1.4,0.6,1.7000000000000002,888.0,,,,,,,,624,0.025,6m,1.4,0.8,1.6,752,144.0,0.025,3m,0.8,1.0,2.0,664.0,,,,,,,,160.0,0.025,10m,1.4,0.9,1.4000000000000001,176.0,240.0,0.05,7m,1.5,0.6,1.6,784.0,,,,,,,,,,,,,,,,,,,,,,0.45,5,COMPLETE
42,42,-1.0837007096533295,2025-06-15 23:41:37.021788,2025-06-15 23:41:45.947244,0 days 00:00:08.925456,632.0,0.025,1m,1.3,1.1,1.3,472.0,320.0,0.05,5m,1.3,1.3,1.3,720.0,584,0.025,7m,1.5,0.7,1.3,544,128.0,0.025,10m,0.6,1.2000000000000002,1.9000000000000001,744.0,,,,,,,,200.0,0.025,4m,1.4,0.7,1.5,256.0,80.0,0.05,9m,1.4,0.6,1.8000000000000003,680.0,480.0,0.025,5m,1.3,0.7,1.4000000000000001,552.0,,,,,,,,,,,,,,,0.4,7,COMPLETE
43,43,-0.0730947495265995,2025-06-15 23:41:46.043045,2025-06-15 23:41:50.597665,0 days 00:00:04.554620,,,,,,,,,,,,,,,384,0.05,9m,1.4,0.9,1.4000000000000001,624,48.0,0.025,1m,0.9,1.1,2.0,536.0,,,,,,,,96.0,0.025,3m,1.5,1.0,1.4000000000000001,360.0,280.0,0.05,10m,1.1,0.7,1.6,1016.0,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
44,44,-0.25285451687997634,2025-06-15 23:41:50.681184,2025-06-15 23:41:56.472111,0 days 00:00:05.790927,144.0,0.025,6m,1.1,0.9,1.6,160.0,,,,,,,,752,0.025,10m,1.3,0.9,1.7000000000000002,728,24.0,0.025,2m,0.7,1.3,1.9000000000000001,368.0,,,,,,,,16.0,0.025,10m,1.5,0.8,2.0,280.0,160.0,0.05,9m,1.4,0.5,1.5,872.0,24.0,0.05,7m,0.8,1.2000000000000002,1.7000000000000002,840.0,,,,,,,,,,,,,,,0.4,6,COMPLETE
45,45,-1.5323481621432598,2025-06-15 23:41:56.520111,2025-06-15 23:42:03.526038,0 days 00:00:07.005927,880.0,0.025,8m,1.5,0.8,1.9000000000000001,664.0,680.0,0.025,8m,0.5,0.7,1.9000000000000001,408.0,704,0.05,2m,1.5,0.5,1.5,800,224.0,0.05,9m,0.6,0.9,2.0,464.0,,,,,,,,320.0,0.025,10m,1.4,1.1,1.2000000000000002,176.0,480.0,0.025,7m,0.8,0.6,1.8000000000000003,736.0,816.0,0.025,2m,1.5,1.0,1.9000000000000001,464.0,704.0,0.05,8m,1.2000000000000002,1.1,1.4000000000000001,768.0,,,,,,,,0.35000000000000003,8,COMPLETE
46,46,-0.8121219450743603,2025-06-15 23:42:03.602548,2025-06-15 23:42:06.535612,0 days 00:00:02.933064,,,,,,,,,,,,,,,936,0.05,6m,1.2000000000000002,1.0,1.3,488,,,,,,,,,,,,,,,256.0,0.05,5m,1.5,1.0,1.6,584.0,232.0,0.05,3m,1.0,1.0,1.9000000000000001,624.0,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
47,47,-0.03948868722043091,2025-06-15 23:42:06.613584,2025-06-15 23:42:10.492094,0 days 00:00:03.878510,,,,,,,,,,,,,,,552,0.025,4m,1.3,1.2000000000000002,1.9000000000000001,672,368.0,0.025,7m,1.3,1.1,1.8000000000000003,648.0,,,,,,,,880.0,0.025,8m,1.4,0.9,1.3,944.0,368.0,0.025,8m,1.3,1.5,1.3,536.0,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
48,48,-0.7318235031467276,2025-06-15 23:42:10.557550,2025-06-15 23:42:15.479236,0 days 00:00:04.921686,504.0,0.05,3m,1.1,0.6,1.5,824.0,,,,,,,,640,0.05,1m,1.4,0.8,1.2000000000000002,600,880.0,0.05,10m,1.1,1.2000000000000002,1.9000000000000001,488.0,,,,,,,,112.0,0.025,6m,1.3,1.2000000000000002,1.5,440.0,80.0,0.05,4m,1.2000000000000002,0.6,1.6,952.0,,,,,,,,,,,,,,,,,,,,,,0.05,5,COMPLETE
49,49,-10.167545818451607,2025-06-15 23:42:15.555240,2025-06-15 23:42:22.213715,0 days 00:00:06.658475,720.0,0.025,5m,1.4,1.1,1.3,448.0,680.0,0.05,1m,0.9,1.1,1.6,152.0,296,0.025,9m,1.1,1.0,1.6,520,680.0,0.025,5m,0.9,1.0,1.4000000000000001,376.0,,,,,,,,648.0,0.05,1m,1.4,1.1,1.7000000000000002,208.0,200.0,0.025,2m,1.5,1.2000000000000002,1.7000000000000002,288.0,1024.0,0.05,10m,1.0,0.6,1.5,680.0,,,,,,,,,,,,,,,0.4,7,COMPLETE
50,50,-3.182272118492702,2025-06-15 23:42:22.302231,2025-06-15 23:42:27.791237,0 days 00:00:05.489006,256.0,0.025,10m,1.3,1.4,1.1,936.0,,,,,,,,368,0.05,7m,0.7,1.1,1.1,904,192.0,0.05,9m,1.0,1.2000000000000002,1.1,576.0,,,,,,,,816.0,0.025,3m,1.1,0.7,2.0,112.0,296.0,0.05,7m,1.5,0.8,1.5,424.0,152.0,0.05,9m,1.2000000000000002,1.4,1.7000000000000002,840.0,,,,,,,,,,,,,,,0.3,6,COMPLETE
51,51,0.06854749288643629,2025-06-15 23:42:27.897752,2025-06-15 23:42:31.544326,0 days 00:00:03.646574,,,,,,,,,,,,,,,672,0.05,6m,1.4,0.8,1.3,568,136.0,0.025,9m,0.9,1.3,1.6,712.0,,,,,,,,208.0,0.025,10m,1.4,1.2000000000000002,1.5,296.0,248.0,0.05,9m,1.5,0.5,1.5,456.0,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
52,52,0.07697120780647622,2025-06-15 23:42:31.653863,2025-06-15 23:42:35.344227,0 days 00:00:03.690364,,,,,,,,,,,,,,,712,0.05,6m,1.5,0.9,1.4000000000000001,440,88.0,0.025,9m,0.8,1.3,1.5,792.0,,,,,,,,168.0,0.025,10m,1.5,1.3,1.5,320.0,976.0,0.05,9m,1.5,0.5,1.4000000000000001,528.0,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
53,53,-0.02292675965745046,2025-06-15 23:42:35.408737,2025-06-15 23:42:38.063912,0 days 00:00:02.655175,,,,,,,,,,,,,,,584,0.05,6m,1.5,0.9,1.4000000000000001,792,,,,,,,,,,,,,,,368.0,0.025,10m,1.5,1.5,1.4000000000000001,392.0,976.0,0.05,9m,1.4,0.5,1.3,632.0,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
54,54,-1.2398371740051497,2025-06-15 23:42:38.162427,2025-06-15 23:42:42.194444,0 days 00:00:04.032017,,,,,,,,,,,,,,,720,0.05,6m,1.5,1.0,1.4000000000000001,712,16.0,0.025,9m,0.8,1.4,1.3,816.0,,,,,,,,248.0,0.025,4m,0.6,1.4,1.6,240.0,808.0,0.05,10m,1.3,0.6,1.4000000000000001,528.0,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
55,55,-0.09808357649491664,2025-06-15 23:42:42.301546,2025-06-15 23:42:44.387852,0 days 00:00:02.086306,,,,,,,,,,,,,,,808,0.05,10m,1.3,0.9,1.5,184,,,,,,,,,,,,,,,152.0,0.025,2m,1.5,1.4,1.9000000000000001,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
56,56,-15.63396694658606,2025-06-15 23:42:44.451929,2025-06-15 23:42:49.187382,0 days 00:00:04.735453,392.0,0.05,5m,1.2000000000000002,0.7,1.7000000000000002,696.0,,,,,,,,448,0.05,5m,1.2000000000000002,0.9,1.4000000000000001,32,256.0,0.025,8m,0.7,1.3,1.5,912.0,,,,,,,,528.0,0.025,10m,1.5,1.3,1.7000000000000002,16.0,712.0,0.05,1m,0.5,0.7,1.4000000000000001,728.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
57,57,-0.0986889218045453,2025-06-15 23:42:49.308208,2025-06-15 23:42:52.351070,0 days 00:00:03.042862,,,,,,,,,,,,,,,752,0.05,3m,1.5,0.8,1.3,1016,,,,,,,,,,,,,,,296.0,0.025,10m,1.3,1.2000000000000002,1.5,480.0,1024.0,0.05,9m,1.4,0.6,1.6,384.0,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
58,58,-0.32846274721978885,2025-06-15 23:42:52.421514,2025-06-15 23:42:54.536417,0 days 00:00:02.114903,,,,,,,,,,,,,,,1024,0.05,2m,1.4,0.7,1.6,840,,,,,,,,,,,,,,,80.0,0.025,9m,0.8,0.9,1.2000000000000002,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
59,59,0.022062823756328214,2025-06-15 23:42:54.616940,2025-06-15 23:42:55.673113,0 days 00:00:01.056173,,,,,,,,,,,,,,,504,0.025,9m,1.3,1.1,1.5,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
60,60,-4.223035701737098,2025-06-15 23:42:55.739627,2025-06-15 23:43:04.737043,0 days 00:00:08.997416,936.0,0.05,7m,0.9,0.5,1.9000000000000001,600.0,1000.0,0.05,6m,1.3,1.4,1.8000000000000003,808.0,592,0.05,6m,0.9,1.5,1.4000000000000001,424,120.0,0.025,7m,1.0,1.2000000000000002,1.3,768.0,96.0,0.025,5m,1.0,1.1,1.6,992.0,360.0,0.025,10m,1.5,1.0,1.1,72.0,520.0,0.05,6m,0.8,0.5,1.2000000000000002,336.0,272.0,0.025,6m,1.4,0.8,1.1,288.0,208.0,0.025,4m,0.7,0.8,1.8000000000000003,288.0,32.0,0.025,5m,1.5,1.5,1.1,1024.0,0.45,10,COMPLETE
61,61,0.14405519916592377,2025-06-15 23:43:04.795565,2025-06-15 23:43:09.353144,0 days 00:00:04.557579,88.0,0.025,10m,1.5,0.9,1.6,848.0,,,,,,,,664,0.05,6m,1.4,0.8,1.2000000000000002,648,80.0,0.025,9m,0.8,1.3,1.6,680.0,,,,,,,,192.0,0.025,10m,1.4,1.3,1.5,312.0,840.0,0.05,9m,1.5,0.5,1.5,464.0,,,,,,,,,,,,,,,,,,,,,,0.45,5,COMPLETE
62,62,0.023385873878259918,2025-06-15 23:43:09.447656,2025-06-15 23:43:14.090279,0 days 00:00:04.642623,64.0,0.025,10m,1.5,0.9,1.6,976.0,,,,,,,,664,0.05,6m,1.4,0.8,1.2000000000000002,640,88.0,0.025,9m,0.8,1.3,1.5,664.0,,,,,,,,176.0,0.025,10m,1.4,1.3,1.4000000000000001,336.0,912.0,0.05,9m,1.5,0.5,1.4000000000000001,504.0,,,,,,,,,,,,,,,,,,,,,,0.45,5,COMPLETE
63,63,-0.12618268958126655,2025-06-15 23:43:14.135281,2025-06-15 23:43:18.783230,0 days 00:00:04.647949,112.0,0.025,10m,1.5,1.1,1.5,1024.0,,,,,,,,424,0.05,6m,1.3,1.0,1.2000000000000002,744,72.0,0.025,9m,0.7,1.3,1.7000000000000002,536.0,,,,,,,,136.0,0.025,10m,1.5,1.3,1.6,264.0,952.0,0.05,9m,1.5,1.4,1.5,224.0,,,,,,,,,,,,,,,,,,,,,,0.5,5,COMPLETE
64,64,-4.446258571802162,2025-06-15 23:43:18.861690,2025-06-15 23:43:24.368283,0 days 00:00:05.506593,224.0,0.025,3m,1.4,0.9,1.4000000000000001,872.0,,,,,,,,712,0.05,3m,1.5,0.9,1.1,656,208.0,0.025,2m,0.6,1.1,1.6,688.0,,,,,,,,248.0,0.025,10m,1.4,1.4,1.5,200.0,808.0,0.05,5m,1.4,0.5,1.7000000000000002,552.0,504.0,0.05,3m,0.9,1.1,1.9000000000000001,200.0,,,,,,,,,,,,,,,0.4,6,COMPLETE
65,65,-0.7689089923058329,2025-06-15 23:43:24.446796,2025-06-15 23:43:27.849529,0 days 00:00:03.402733,,,,,,,,,,,,,,,560,0.05,6m,1.4,0.6,1.3,80,264.0,0.025,9m,0.8,1.5,1.5,744.0,,,,,,,,232.0,0.025,10m,1.3,1.1,1.4000000000000001,400.0,888.0,0.05,3m,1.3,0.6,1.3,408.0,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
66,66,-0.5013876351670593,2025-06-15 23:43:27.904044,2025-06-15 23:43:30.503392,0 days 00:00:02.599348,,,,,,,,,,,,,,,688,0.05,8m,1.2000000000000002,1.0,1.2000000000000002,600,,,,,,,,,,,,,,,136.0,0.025,8m,1.5,0.5,1.3,312.0,632.0,0.05,9m,1.4,0.7,1.5,480.0,,,,,,,,,,,,,,,,,,,,,,0.5,3,COMPLETE
67,67,-3.14093485064134,2025-06-15 23:43:30.597902,2025-06-15 23:43:34.069982,0 days 00:00:03.472080,,,,,,,,,,,,,,,784,0.05,1m,1.0,0.8,1.5,696,16.0,0.025,6m,0.9,1.4,1.7000000000000002,800.0,,,,,,,,280.0,0.025,2m,1.4,1.2000000000000002,1.6,232.0,784.0,0.05,5m,1.5,0.5,1.6,600.0,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
68,68,-1.0122643937224802,2025-06-15 23:43:34.139496,2025-06-15 23:43:38.571792,0 days 00:00:04.432296,352.0,0.025,10m,1.5,0.7,1.7000000000000002,752.0,,,,,,,,632,0.05,9m,0.8,0.7,1.3,544,176.0,0.025,7m,1.4,1.2000000000000002,1.4000000000000001,600.0,,,,,,,,184.0,0.025,6m,1.5,0.8,1.5,120.0,872.0,0.05,9m,0.6,0.8,1.4000000000000001,680.0,,,,,,,,,,,,,,,,,,,,,,0.25,5,COMPLETE
69,69,-1.0330747203799477,2025-06-15 23:43:38.653304,2025-06-15 23:43:43.693970,0 days 00:00:05.040666,312.0,0.025,6m,1.3,0.8,1.8000000000000003,832.0,,,,,,,,848,0.025,5m,1.3,0.9,1.4000000000000001,320,368.0,0.025,4m,1.0,0.6,1.9000000000000001,848.0,,,,,,,,400.0,0.025,10m,1.2000000000000002,1.1,1.7000000000000002,168.0,320.0,0.05,7m,1.4,0.6,1.7000000000000002,80.0,320.0,0.025,4m,1.1,0.6,1.3,496.0,,,,,,,,,,,,,,,0.45,6,COMPLETE
70,70,-4.684417547337612,2025-06-15 23:43:43.765970,2025-06-15 23:43:51.555223,0 days 00:00:07.789253,96.0,0.025,4m,1.0,1.0,1.6,936.0,224.0,0.025,4m,1.3,1.0,1.4000000000000001,456.0,240,0.05,4m,1.4,1.2000000000000002,1.6,776,568.0,0.05,3m,0.8,1.0,2.0,256.0,624.0,0.05,6m,0.5,0.5,2.0,736.0,728.0,0.025,1m,1.4,0.6,1.8000000000000003,448.0,120.0,0.05,4m,1.5,0.7,1.8000000000000003,816.0,600.0,0.05,5m,0.5,0.9,2.0,920.0,304.0,0.05,1m,1.2000000000000002,0.5,1.3,768.0,,,,,,,,0.5,9,COMPLETE
71,71,0.14795016839759226,2025-06-15 23:43:51.637730,2025-06-15 23:43:55.210028,0 days 00:00:03.572298,,,,,,,,,,,,,,,672,0.05,6m,1.4,0.8,1.2000000000000002,560,112.0,0.025,9m,0.9,1.3,1.6,720.0,,,,,,,,208.0,0.025,10m,1.5,1.2000000000000002,1.5,320.0,192.0,0.05,9m,1.5,0.5,1.5,480.0,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
72,72,0.22137075752562715,2025-06-15 23:43:55.289037,2025-06-15 23:43:59.792041,0 days 00:00:04.503004,200.0,0.05,10m,1.4,1.3,1.9000000000000001,592.0,,,,,,,,736,0.05,6m,1.4,0.8,1.2000000000000002,496,104.0,0.025,9m,0.8,1.3,1.6,744.0,,,,,,,,64.0,0.025,10m,1.5,1.2000000000000002,1.5,344.0,184.0,0.05,9m,1.5,0.5,1.5,512.0,,,,,,,,,,,,,,,,,,,,,,0.45,5,COMPLETE
73,73,2.8118183233628175e-05,2025-06-15 23:43:59.867936,2025-06-15 23:44:03.995352,0 days 00:00:04.127416,184.0,0.05,10m,1.4,1.3,1.9000000000000001,600.0,,,,,,,,608,0.05,6m,1.4,0.8,1.1,520,112.0,0.025,9m,0.7,1.2000000000000002,1.6,672.0,,,,,,,,48.0,0.025,10m,1.5,1.2000000000000002,1.4000000000000001,368.0,192.0,0.05,9m,1.5,0.6,1.5,368.0,,,,,,,,,,,,,,,,,,,,,,0.45,5,COMPLETE
74,74,-3.736926140308718,2025-06-15 23:44:04.071859,2025-06-15 23:44:10.109450,0 days 00:00:06.037591,216.0,0.05,10m,1.5,1.3,2.0,544.0,16.0,0.05,1m,0.9,1.4,2.0,184.0,464,0.05,6m,1.2000000000000002,0.7,1.2000000000000002,824,168.0,0.025,7m,1.0,1.3,1.7000000000000002,728.0,,,,,,,,80.0,0.025,10m,1.4,1.1,1.6,272.0,152.0,0.05,9m,1.4,0.5,1.6,472.0,120.0,0.05,5m,1.4,0.5,1.6,16.0,,,,,,,,,,,,,,,0.4,7,COMPLETE
75,75,-0.014661316637226435,2025-06-15 23:44:10.204968,2025-06-15 23:44:14.548338,0 days 00:00:04.343370,72.0,0.05,1m,1.4,1.1,1.7000000000000002,712.0,,,,,,,,752,0.05,3m,1.4,0.8,1.1,592,56.0,0.025,8m,0.9,1.4,1.6,616.0,,,,,,,,16.0,0.025,7m,1.5,1.2000000000000002,1.5,696.0,408.0,0.05,8m,1.3,0.6,1.5,488.0,,,,,,,,,,,,,,,,,,,,,,0.5,5,COMPLETE
76,76,0.15298822410682197,2025-06-15 23:44:14.626848,2025-06-15 23:44:19.225052,0 days 00:00:04.598204,16.0,0.05,10m,1.3,1.5,1.9000000000000001,784.0,,,,,,,,648,0.05,6m,1.3,0.6,1.2000000000000002,632,456.0,0.025,9m,0.9,1.1,1.8000000000000003,704.0,,,,,,,,288.0,0.025,10m,1.5,1.0,1.4000000000000001,352.0,104.0,0.05,5m,1.5,0.5,1.6,400.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
77,77,-0.34733482620220335,2025-06-15 23:44:19.302057,2025-06-15 23:44:24.491161,0 days 00:00:05.189104,16.0,0.05,2m,1.2000000000000002,1.5,1.9000000000000001,632.0,,,,,,,,832,0.025,6m,1.3,0.6,1.2000000000000002,552,440.0,0.025,9m,0.9,1.1,1.8000000000000003,568.0,,,,,,,,336.0,0.025,9m,1.5,1.0,1.6,552.0,56.0,0.05,5m,1.5,0.5,1.7000000000000002,408.0,472.0,0.025,9m,1.2000000000000002,0.7,1.4000000000000001,656.0,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
78,78,-0.07939872154687418,2025-06-15 23:44:24.608193,2025-06-15 23:44:28.339564,0 days 00:00:03.731371,,,,,,,,,,,,,,,536,0.05,9m,1.2000000000000002,0.6,1.1,488,512.0,0.025,9m,0.8,1.2000000000000002,1.7000000000000002,16.0,,,,,,,,280.0,0.025,10m,1.5,1.0,1.5,472.0,96.0,0.05,5m,1.4,0.5,1.6,296.0,,,,,,,,,,,,,,,,,,,,,,0.3,4,COMPLETE
79,79,-0.5587398630505986,2025-06-15 23:44:28.424074,2025-06-15 23:44:31.013410,0 days 00:00:02.589336,,,,,,,,,,,,,,,656,0.05,7m,1.3,0.5,1.2000000000000002,384,,,,,,,,,,,,,,,456.0,0.025,6m,1.5,1.1,1.4000000000000001,408.0,24.0,0.05,5m,1.5,0.6,1.5,344.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
