,number,value,datetime_start,datetime_complete,duration,params_ARM_ROP_beta_win,params_ARM_ROP_stop_loss,params_ARM_ROP_trade_freq,params_ARM_ROP_z_entry,params_ARM_ROP_z_exit,params_ARM_ROP_z_stop_scaler,params_ARM_ROP_z_win,params_AVGO_ROP_beta_win,params_AVGO_ROP_stop_loss,params_AVGO_ROP_trade_freq,params_AVGO_ROP_z_entry,params_AVGO_ROP_z_exit,params_AVGO_ROP_z_stop_scaler,params_AVGO_ROP_z_win,params_COST_ROP_beta_win,params_COST_ROP_stop_loss,params_COST_ROP_trade_freq,params_COST_ROP_z_entry,params_COST_ROP_z_exit,params_COST_ROP_z_stop_scaler,params_COST_ROP_z_win,params_FTNT_ROP_beta_win,params_FTNT_ROP_stop_loss,params_FTNT_ROP_trade_freq,params_FTNT_ROP_z_entry,params_FTNT_ROP_z_exit,params_FTNT_ROP_z_stop_scaler,params_FTNT_ROP_z_win,params_HON_ROP_beta_win,params_HON_ROP_stop_loss,params_HON_ROP_trade_freq,params_HON_ROP_z_entry,params_HON_ROP_z_exit,params_HON_ROP_z_stop_scaler,params_HON_ROP_z_win,params_IDXX_ON_beta_win,params_IDXX_ON_stop_loss,params_IDXX_ON_trade_freq,params_IDXX_ON_z_entry,params_IDXX_ON_z_exit,params_IDXX_ON_z_stop_scaler,params_IDXX_ON_z_win,params_ISRG_ROP_beta_win,params_ISRG_ROP_stop_loss,params_ISRG_ROP_trade_freq,params_ISRG_ROP_z_entry,params_ISRG_ROP_z_exit,params_ISRG_ROP_z_stop_scaler,params_ISRG_ROP_z_win,params_NFLX_ROP_beta_win,params_NFLX_ROP_stop_loss,params_NFLX_ROP_trade_freq,params_NFLX_ROP_z_entry,params_NFLX_ROP_z_exit,params_NFLX_ROP_z_stop_scaler,params_NFLX_ROP_z_win,params_NVDA_ROP_beta_win,params_NVDA_ROP_stop_loss,params_NVDA_ROP_trade_freq,params_NVDA_ROP_z_entry,params_NVDA_ROP_z_exit,params_NVDA_ROP_z_stop_scaler,params_NVDA_ROP_z_win,params_PANW_ROP_beta_win,params_PANW_ROP_stop_loss,params_PANW_ROP_trade_freq,params_PANW_ROP_z_entry,params_PANW_ROP_z_exit,params_PANW_ROP_z_stop_scaler,params_PANW_ROP_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-0.028446934325108614,2025-06-16 00:49:43.189495,2025-06-16 00:49:45.884103,0 days 00:00:02.694608,296.0,0.025,10m,1.5,0.9,1.6,248.0,,,,,,,,,,,,,,,,,,,,,,320.0,0.05,6m,1.4,0.6,1.1,320.0,344,0.05,5m,1.3,0.9,1.1,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,3,COMPLETE
1,1,-24.21156930806539,2025-06-16 00:49:45.938657,2025-06-16 00:49:53.457428,0 days 00:00:07.518771,112.0,0.05,3m,1.2000000000000002,1.2000000000000002,1.4000000000000001,288.0,40.0,0.05,1m,0.6,0.6,1.1,416.0,176.0,0.05,9m,0.9,0.8,1.7000000000000002,464.0,216.0,0.025,8m,0.8,1.0,2.0,712.0,576.0,0.025,10m,0.7,1.3,1.1,384.0,984,0.025,6m,1.0,1.2000000000000002,1.6,592,152.0,0.025,9m,0.7,1.2000000000000002,1.6,1016.0,,,,,,,,488.0,0.05,7m,1.4,1.4,1.6,512.0,808.0,0.05,7m,1.5,0.7,1.7000000000000002,1008.0,0.3,9,COMPLETE
2,2,-5.904251351500767,2025-06-16 00:49:53.547203,2025-06-16 00:50:00.680773,0 days 00:00:07.133570,368.0,0.05,8m,0.7,1.0,1.9000000000000001,376.0,888.0,0.05,5m,1.4,0.9,1.2000000000000002,456.0,488.0,0.05,7m,0.6,1.4,1.3,352.0,384.0,0.05,9m,1.3,1.0,1.5,384.0,496.0,0.05,7m,1.5,1.1,1.6,672.0,584,0.025,8m,1.3,0.6,1.6,376,96.0,0.05,9m,0.7,1.0,1.1,560.0,,,,,,,,920.0,0.025,9m,0.7,0.7,2.0,608.0,432.0,0.05,3m,1.0,1.5,1.4000000000000001,280.0,0.15000000000000002,9,COMPLETE
3,3,-2.6102383143107066,2025-06-16 00:50:00.737380,2025-06-16 00:50:04.125008,0 days 00:00:03.387628,144.0,0.05,4m,0.5,0.7,1.5,632.0,600.0,0.05,10m,0.9,1.3,1.5,224.0,,,,,,,,,,,,,,,848.0,0.025,6m,0.9,1.3,1.1,672.0,264,0.05,10m,1.5,0.5,1.6,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,4,COMPLETE
4,4,-7.0632592548276225,2025-06-16 00:50:04.196816,2025-06-16 00:50:10.715304,0 days 00:00:06.518488,864.0,0.05,2m,1.4,0.9,2.0,168.0,656.0,0.05,6m,0.6,1.2000000000000002,1.9000000000000001,208.0,,,,,,,,88.0,0.025,8m,1.5,0.7,1.3,848.0,112.0,0.025,3m,0.6,0.6,1.9000000000000001,248.0,216,0.025,10m,1.2000000000000002,0.7,1.7000000000000002,480,816.0,0.05,7m,1.5,1.3,2.0,1008.0,,,,,,,,392.0,0.025,5m,1.4,0.8,1.1,144.0,344.0,0.05,4m,0.6,1.0,1.9000000000000001,600.0,0.4,8,COMPLETE
5,5,-24.906945702072004,2025-06-16 00:50:10.781331,2025-06-16 00:50:15.515656,0 days 00:00:04.734325,800.0,0.025,10m,0.8,0.7,1.2000000000000002,552.0,1000.0,0.025,9m,1.4,0.5,1.4000000000000001,320.0,,,,,,,,936.0,0.025,1m,0.6,1.2000000000000002,1.6,976.0,224.0,0.025,8m,0.7,1.1,1.2000000000000002,984.0,792,0.025,5m,1.5,1.0,1.6,528,,,,,,,,,,,,,,,,,,,,,,288.0,0.025,4m,0.9,0.7,1.4000000000000001,912.0,0.35000000000000003,6,COMPLETE
6,6,-0.0007017809026456498,2025-06-16 00:50:15.568255,2025-06-16 00:50:18.788691,0 days 00:00:03.220436,672.0,0.05,4m,1.4,0.6,1.2000000000000002,776.0,224.0,0.025,2m,1.0,0.5,1.2000000000000002,832.0,,,,,,,,,,,,,,,720.0,0.025,4m,0.7,1.5,1.2000000000000002,784.0,608,0.05,2m,1.4,1.5,1.3,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
7,7,-3.747656664183604,2025-06-16 00:50:18.838238,2025-06-16 00:50:22.012110,0 days 00:00:03.173872,264.0,0.025,5m,1.3,0.6,1.5,240.0,624.0,0.025,8m,1.1,1.3,1.2000000000000002,528.0,,,,,,,,,,,,,,,992.0,0.025,2m,1.2000000000000002,1.3,1.1,720.0,392,0.05,7m,0.6,1.2000000000000002,1.1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,4,COMPLETE
8,8,0.6437252772687372,2025-06-16 00:50:22.108623,2025-06-16 00:50:23.776739,0 days 00:00:01.668116,944.0,0.05,3m,1.4,1.3,1.4000000000000001,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,0.05,7m,0.5,0.8,1.9000000000000001,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
9,9,-10.99933931830548,2025-06-16 00:50:23.830461,2025-06-16 00:50:29.389000,0 days 00:00:05.558539,952.0,0.05,1m,0.7,0.6,1.8000000000000003,496.0,312.0,0.025,8m,1.0,0.7,1.7000000000000002,792.0,,,,,,,,584.0,0.025,1m,1.3,0.8,1.1,744.0,344.0,0.025,10m,0.7,1.0,1.5,40.0,560,0.025,4m,0.5,0.6,1.3,528,976.0,0.05,10m,0.7,0.9,1.8000000000000003,280.0,,,,,,,,,,,,,,,264.0,0.025,6m,0.8,0.9,1.1,536.0,0.1,7,COMPLETE
10,10,-100.0,2025-06-16 00:50:29.463310,2025-06-16 00:50:38.623570,0 days 00:00:09.160260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.05,7m,0.8,0.9,2.0,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
11,11,-0.9291510138162923,2025-06-16 00:50:38.688458,2025-06-16 00:50:39.632317,0 days 00:00:00.943859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728,0.05,2m,0.8,1.5,2.0,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
12,12,-0.2184660753747221,2025-06-16 00:50:39.712006,2025-06-16 00:50:42.322304,0 days 00:00:02.610298,648.0,0.05,9m,1.1,1.5,1.1,1000.0,,,,,,,,,,,,,,,,,,,,,,736.0,0.05,4m,1.0,1.5,1.4000000000000001,1000.0,760,0.05,9m,1.0,1.5,1.3,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,3,COMPLETE
13,13,-2.7912079009055524,2025-06-16 00:50:42.383527,2025-06-16 00:50:43.999796,0 days 00:00:01.616269,632.0,0.05,7m,1.5,1.3,1.3,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0.05,2m,0.7,1.3,1.4000000000000001,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
14,14,-4.34178025596117,2025-06-16 00:50:44.062621,2025-06-16 00:50:48.384738,0 days 00:00:04.322117,992.0,0.05,4m,1.0,1.2000000000000002,1.1,800.0,248.0,0.025,2m,0.8,1.0,1.4000000000000001,864.0,,,,,,,,,,,,,,,672.0,0.05,9m,0.5,0.8,1.8000000000000003,816.0,648,0.05,3m,1.1,0.8,1.8000000000000003,304,,,,,,,,,,,,,,,,,,,,,,968.0,0.025,9m,1.5,1.5,1.1,16.0,0.35000000000000003,5,COMPLETE
15,15,-6.971561826844888,2025-06-16 00:50:48.480559,2025-06-16 00:50:52.728671,0 days 00:00:04.248112,712.0,0.05,3m,1.3,1.5,1.3,744.0,328.0,0.025,4m,1.2000000000000002,1.5,2.0,1008.0,,,,,,,,,,,,,,,976.0,0.025,4m,0.9,1.5,1.3,512.0,864,0.05,1m,0.9,1.3,1.8000000000000003,728,,,,,,,,,,,,,,,,,,,,,,16.0,0.025,8m,1.2000000000000002,0.5,2.0,24.0,0.5,5,COMPLETE
16,16,-2.8810609629319957,2025-06-16 00:50:52.847749,2025-06-16 00:50:55.445327,0 days 00:00:02.597578,488.0,0.025,6m,1.0,0.5,1.7000000000000002,960.0,,,,,,,,,,,,,,,,,,,,,,496.0,0.05,1m,1.2000000000000002,0.9,1.7000000000000002,872.0,480,0.05,7m,0.5,1.0,1.4000000000000001,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,3,COMPLETE
17,17,0.19207864122513799,2025-06-16 00:50:55.528713,2025-06-16 00:50:57.430126,0 days 00:00:01.901413,512.0,0.05,4m,1.3,1.2000000000000002,1.3,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,0.05,2m,1.4,1.1,1.9000000000000001,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
18,18,-2.0562592132519875,2025-06-16 00:50:57.484889,2025-06-16 00:50:59.183452,0 days 00:00:01.698563,480.0,0.05,3m,1.2000000000000002,1.3,1.4000000000000001,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,0.05,8m,1.2000000000000002,1.1,1.9000000000000001,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
19,19,-0.00679459451883128,2025-06-16 00:50:59.239641,2025-06-16 00:51:00.250319,0 days 00:00:01.010678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,0.05,9m,0.7,0.8,1.8000000000000003,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
20,20,-1.8028293316252042,2025-06-16 00:51:00.349858,2025-06-16 00:51:02.124014,0 days 00:00:01.774156,544.0,0.025,7m,1.1,1.1,1.6,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,0.025,1m,1.0,1.1,1.9000000000000001,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
21,21,-0.6809121546841724,2025-06-16 00:51:02.207296,2025-06-16 00:51:05.767159,0 days 00:00:03.559863,784.0,0.05,4m,1.4,1.4,1.3,792.0,56.0,0.025,7m,0.8,0.8,1.7000000000000002,632.0,,,,,,,,,,,,,,,816.0,0.025,5m,1.2000000000000002,1.5,1.4000000000000001,520.0,632,0.05,2m,1.4,1.4,1.4000000000000001,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
22,22,-4.66983631325756,2025-06-16 00:51:05.831833,2025-06-16 00:51:08.281989,0 days 00:00:02.450156,872.0,0.05,4m,1.4,1.1,1.2000000000000002,24.0,,,,,,,,,,,,,,,,,,,,,,616.0,0.025,4m,0.5,0.5,2.0,128.0,824,0.05,2m,1.4,0.8,1.2000000000000002,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
23,23,-0.1874637221555934,2025-06-16 00:51:08.329720,2025-06-16 00:51:10.252350,0 days 00:00:01.922630,560.0,0.05,4m,1.3,1.3,1.4000000000000001,848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,0.05,2m,1.4,1.3,1.9000000000000001,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
24,24,0.6234696388128637,2025-06-16 00:51:10.307820,2025-06-16 00:51:15.313813,0 days 00:00:05.005993,416.0,0.05,2m,1.5,0.9,1.2000000000000002,704.0,456.0,0.025,2m,1.2000000000000002,0.5,1.3,744.0,,,,,,,,928.0,0.05,5m,0.5,1.5,2.0,24.0,48.0,0.05,3m,0.9,1.2000000000000002,1.3,824.0,704,0.05,6m,1.3,1.0,1.5,424,,,,,,,,,,,,,,,,,,,,,,664.0,0.05,10m,0.5,1.2000000000000002,1.7000000000000002,760.0,0.3,6,COMPLETE
25,25,0.953792983576123,2025-06-16 00:51:15.369084,2025-06-16 00:51:20.388860,0 days 00:00:05.019776,408.0,0.05,2m,1.5,0.9,1.3,672.0,800.0,0.05,3m,1.5,1.1,1.6,656.0,,,,,,,,976.0,0.05,5m,0.5,1.5,2.0,16.0,32.0,0.05,3m,0.9,0.8,1.6,592.0,720,0.05,6m,1.2000000000000002,1.0,1.5,352,,,,,,,,,,,,,,,,,,,,,,656.0,0.05,10m,0.5,1.2000000000000002,1.7000000000000002,672.0,0.3,6,COMPLETE
26,26,0.3357152472143166,2025-06-16 00:51:20.453644,2025-06-16 00:51:26.257615,0 days 00:00:05.803971,392.0,0.05,2m,1.5,0.9,1.1,536.0,792.0,0.05,3m,1.5,1.1,1.7000000000000002,624.0,,,,,,,,1016.0,0.05,5m,0.5,1.5,2.0,32.0,16.0,0.05,3m,0.9,0.8,1.6,592.0,896,0.05,6m,1.2000000000000002,0.9,1.5,288,544.0,0.025,8m,1.4,0.5,1.1,16.0,,,,,,,,,,,,,,,632.0,0.05,10m,0.5,1.2000000000000002,1.7000000000000002,744.0,0.2,7,COMPLETE
27,27,1.020449463996133,2025-06-16 00:51:26.329476,2025-06-16 00:51:36.285133,0 days 00:00:09.955657,224.0,0.05,2m,1.5,0.8,1.4000000000000001,432.0,520.0,0.05,3m,1.3,0.9,1.4000000000000001,688.0,,,,,,,,760.0,0.05,5m,0.8,1.5,1.8000000000000003,56.0,16.0,0.05,3m,1.0,1.1,1.5,440.0,744,0.05,6m,1.1,1.0,1.5,152,448.0,0.025,4m,1.1,1.5,1.4000000000000001,640.0,,,,,,,,,,,,,,,656.0,0.05,10m,0.7,1.2000000000000002,1.7000000000000002,744.0,0.3,7,COMPLETE
28,28,-13.106404610944494,2025-06-16 00:51:36.412857,2025-06-16 00:51:51.518149,0 days 00:00:15.105292,192.0,0.05,2m,1.5,0.8,1.5,456.0,768.0,0.05,3m,1.5,0.9,1.6,616.0,,,,,,,,696.0,0.05,10m,0.9,1.3,1.8000000000000003,272.0,176.0,0.05,3m,1.1,0.8,1.7000000000000002,432.0,800,0.05,6m,1.1,0.7,1.7000000000000002,168,448.0,0.025,4m,1.1,1.5,1.4000000000000001,656.0,,,,,,,,,,,,,,,776.0,0.05,1m,0.7,1.2000000000000002,1.5,384.0,0.25,7,COMPLETE
29,29,-3.0030788692334007,2025-06-16 00:51:51.682208,2025-06-16 00:52:00.071258,0 days 00:00:08.389050,24.0,0.025,2m,1.2000000000000002,0.8,1.4000000000000001,608.0,464.0,0.05,3m,1.3,1.1,1.5,16.0,,,,,,,,728.0,0.05,7m,0.7,1.3,1.8000000000000003,184.0,376.0,0.05,3m,1.1,0.9,1.5,216.0,344,0.05,6m,1.1,0.9,1.5,104,440.0,0.025,4m,1.1,1.5,1.4000000000000001,760.0,,,,,,,,16.0,0.05,1m,0.5,1.5,1.1,1000.0,560.0,0.05,10m,0.7,1.3,1.8000000000000003,736.0,0.2,8,COMPLETE
30,30,-7.506130127670111,2025-06-16 00:52:00.159972,2025-06-16 00:52:06.665535,0 days 00:00:06.505563,304.0,0.05,6m,1.4,1.0,1.7000000000000002,408.0,760.0,0.05,3m,1.3,1.5,1.8000000000000003,984.0,,,,,,,,728.0,0.05,3m,1.0,0.5,1.8000000000000003,504.0,232.0,0.05,5m,1.3,0.7,1.7000000000000002,456.0,968,0.05,3m,0.9,0.9,1.7000000000000002,184,664.0,0.025,1m,1.0,0.7,1.4000000000000001,320.0,,,,,,,,952.0,0.025,4m,0.9,0.5,2.0,48.0,1016.0,0.05,2m,1.2000000000000002,1.3,1.6,408.0,0.15000000000000002,8,COMPLETE
31,31,0.2923922075351582,2025-06-16 00:52:06.733714,2025-06-16 00:52:11.572104,0 days 00:00:04.838390,400.0,0.05,2m,1.5,0.8,1.2000000000000002,696.0,448.0,0.05,2m,1.2000000000000002,0.8,1.4000000000000001,736.0,,,,,,,,864.0,0.05,5m,0.5,1.5,2.0,40.0,16.0,0.05,3m,1.0,1.2000000000000002,1.4000000000000001,592.0,736,0.05,6m,1.3,1.0,1.5,432,,,,,,,,,,,,,,,,,,,,,,688.0,0.05,10m,0.5,1.1,1.7000000000000002,752.0,0.3,6,COMPLETE
32,32,-3.3151328403460143,2025-06-16 00:52:11.666942,2025-06-16 00:52:16.457478,0 days 00:00:04.790536,232.0,0.05,2m,1.5,1.0,1.3,576.0,544.0,0.05,3m,1.3,0.7,1.3,712.0,,,,,,,,864.0,0.05,5m,0.7,1.5,1.9000000000000001,160.0,104.0,0.05,3m,0.8,1.1,1.3,904.0,704,0.05,6m,1.2000000000000002,1.0,1.5,344,,,,,,,,,,,,,,,,,,,,,,784.0,0.05,10m,0.5,1.3,1.8000000000000003,832.0,0.3,6,COMPLETE
33,33,-2.5444976859131723,2025-06-16 00:52:16.544555,2025-06-16 00:52:24.321215,0 days 00:00:07.776660,416.0,0.05,2m,1.5,0.9,1.6,336.0,408.0,0.05,6m,1.4,1.0,1.6,552.0,992.0,0.025,10m,1.5,0.6,2.0,1008.0,1024.0,0.05,5m,0.5,1.3,1.7000000000000002,24.0,104.0,0.05,3m,1.0,1.0,1.5,608.0,560,0.05,6m,1.3,1.1,1.4000000000000001,576,296.0,0.05,5m,1.3,1.2000000000000002,1.6,768.0,632.0,0.05,6m,1.5,0.8,1.2000000000000002,176.0,16.0,0.05,8m,1.0,1.2000000000000002,1.5,1024.0,496.0,0.05,10m,0.6,1.0,1.6,640.0,0.3,10,COMPLETE
34,34,-10.104751461865153,2025-06-16 00:52:24.416817,2025-06-16 00:52:28.620056,0 days 00:00:04.203239,312.0,0.05,1m,1.4,0.9,1.4000000000000001,1024.0,520.0,0.025,7m,1.2000000000000002,1.2000000000000002,1.3,712.0,,,,,,,,,,,,,,,40.0,0.05,1m,0.8,1.2000000000000002,1.3,752.0,768,0.05,6m,1.1,1.2000000000000002,1.6,248,,,,,,,,,,,,,,,,,,,,,,664.0,0.05,5m,0.7,1.2000000000000002,1.8000000000000003,888.0,0.25,5,COMPLETE
35,35,0.25069896794865454,2025-06-16 00:52:28.689977,2025-06-16 00:52:34.342391,0 days 00:00:05.652414,72.0,0.05,3m,1.5,0.7,1.5,936.0,928.0,0.05,5m,1.5,0.6,1.3,808.0,,,,,,,,832.0,0.05,2m,0.8,1.4,1.9000000000000001,184.0,176.0,0.05,7m,0.8,1.0,1.6,344.0,1024,0.025,4m,1.3,0.7,1.6,632,704.0,0.025,3m,0.5,1.3,1.3,352.0,,,,,,,,,,,,,,,880.0,0.05,10m,0.6,1.4,1.5,664.0,0.35000000000000003,7,COMPLETE
36,36,-0.7093769196827895,2025-06-16 00:52:34.422425,2025-06-16 00:52:39.694293,0 days 00:00:05.271868,328.0,0.05,8m,1.3,1.1,1.2000000000000002,424.0,696.0,0.05,1m,1.1,0.9,1.5,920.0,,,,,,,,544.0,0.05,4m,0.7,1.2000000000000002,1.9000000000000001,304.0,288.0,0.05,8m,1.1,1.2000000000000002,1.4000000000000001,872.0,848,0.05,5m,0.9,0.8,1.7000000000000002,448,,,,,,,,,,,,,,,,,,,,,,568.0,0.05,10m,0.8,1.1,2.0,488.0,0.25,6,COMPLETE
37,37,-1.5817052653533028,2025-06-16 00:52:39.770743,2025-06-16 00:52:47.132553,0 days 00:00:07.361810,168.0,0.05,9m,1.4,1.0,1.4000000000000001,696.0,376.0,0.025,4m,1.4,1.1,1.1,656.0,1016.0,0.025,3m,1.5,1.5,1.1,64.0,816.0,0.05,6m,1.1,1.5,2.0,136.0,416.0,0.05,2m,0.9,0.9,1.8000000000000003,456.0,928,0.025,7m,1.0,1.0,1.5,328,288.0,0.025,6m,0.9,0.8,1.8000000000000003,88.0,,,,,,,,704.0,0.025,2m,1.2000000000000002,1.0,1.6,440.0,696.0,0.05,8m,0.5,0.9,1.6,824.0,0.3,9,COMPLETE
38,38,-2.529003861922387,2025-06-16 00:52:47.198551,2025-06-16 00:52:51.415394,0 days 00:00:04.216843,464.0,0.05,10m,0.9,0.8,1.3,480.0,552.0,0.05,10m,1.3,1.4,1.4000000000000001,920.0,,,,,,,,,,,,,,,88.0,0.05,9m,1.4,0.7,1.5,280.0,648,0.05,10m,1.5,0.5,1.4000000000000001,128,,,,,,,,,,,,,,,,,,,,,,448.0,0.05,3m,1.0,1.1,1.9000000000000001,944.0,0.15000000000000002,5,COMPLETE
39,39,-1.339958828163953,2025-06-16 00:52:51.512277,2025-06-16 00:52:56.476640,0 days 00:00:04.964363,576.0,0.05,2m,0.5,0.7,1.4000000000000001,320.0,160.0,0.025,9m,1.1,1.0,1.6,424.0,,,,,,,,936.0,0.05,5m,0.6,1.4,1.6,416.0,264.0,0.05,3m,1.1,1.4,1.2000000000000002,640.0,424,0.05,6m,1.2000000000000002,0.9,1.6,32,,,,,,,,,,,,,,,,,,,,,,864.0,0.025,6m,0.6,1.4,1.4000000000000001,696.0,0.35000000000000003,6,COMPLETE
40,40,-2.593738664726442,2025-06-16 00:52:56.568219,2025-06-16 00:53:02.526758,0 days 00:00:05.958539,240.0,0.025,3m,1.2000000000000002,1.0,1.5,640.0,864.0,0.05,2m,1.5,0.8,1.3,560.0,,,,,,,,648.0,0.05,5m,0.6,1.1,1.7000000000000002,96.0,176.0,0.05,6m,1.0,1.3,1.3,376.0,600,0.025,8m,1.1,1.2000000000000002,1.3,240,1016.0,0.05,2m,1.2000000000000002,0.5,1.2000000000000002,472.0,,,,,,,,,,,,,,,592.0,0.05,7m,0.8,1.0,1.7000000000000002,568.0,0.3,7,COMPLETE
41,41,-2.310390772122898,2025-06-16 00:53:02.619751,2025-06-16 00:53:09.424187,0 days 00:00:06.804436,368.0,0.05,2m,1.5,0.9,1.1,560.0,800.0,0.05,3m,1.5,1.1,1.7000000000000002,664.0,,,,,,,,1008.0,0.05,5m,0.5,1.5,2.0,24.0,16.0,0.05,3m,0.9,0.8,1.7000000000000002,544.0,912,0.05,6m,1.2000000000000002,0.9,1.5,272,576.0,0.025,8m,1.5,0.7,1.1,16.0,,,,,,,,368.0,0.05,3m,0.5,1.1,1.4000000000000001,776.0,656.0,0.05,10m,0.5,1.2000000000000002,1.7000000000000002,816.0,0.2,8,COMPLETE
42,42,-0.44420308127897856,2025-06-16 00:53:09.483216,2025-06-16 00:53:21.703581,0 days 00:00:12.220365,440.0,0.05,2m,1.5,0.9,1.1,552.0,688.0,0.05,3m,1.4,1.2000000000000002,1.8000000000000003,752.0,,,,,,,,976.0,0.05,5m,0.5,1.4,1.9000000000000001,16.0,64.0,0.05,3m,0.8,0.7,1.6,696.0,800,0.05,6m,1.2000000000000002,0.9,1.5,400,336.0,0.025,8m,1.3,0.5,1.2000000000000002,176.0,,,,,,,,,,,,,,,616.0,0.05,10m,0.5,1.2000000000000002,1.8000000000000003,784.0,0.25,7,COMPLETE
43,43,-3.195382001015517,2025-06-16 00:53:21.856276,2025-06-16 00:53:35.123036,0 days 00:00:13.266760,368.0,0.05,5m,1.4,0.8,1.2000000000000002,240.0,984.0,0.05,3m,1.5,0.6,1.8000000000000003,608.0,,,,,,,,912.0,0.05,5m,0.6,1.4,2.0,216.0,168.0,0.05,3m,0.9,1.1,1.6,552.0,848,0.05,6m,1.3,1.0,1.6,496,528.0,0.025,4m,1.4,1.1,1.5,848.0,,,,,,,,,,,,,,,720.0,0.05,10m,0.6,1.3,1.7000000000000002,696.0,0.2,7,COMPLETE
44,44,0.43553139227136856,2025-06-16 00:53:35.217667,2025-06-16 00:53:42.028404,0 days 00:00:06.810737,136.0,0.05,2m,1.4,1.0,1.2000000000000002,520.0,816.0,0.05,1m,1.3,1.3,1.5,512.0,,,,,,,,800.0,0.05,5m,0.8,1.5,1.9000000000000001,96.0,136.0,0.05,10m,0.8,0.6,1.8000000000000003,440.0,736,0.05,7m,1.2000000000000002,1.1,1.4000000000000001,312,792.0,0.025,8m,0.9,0.6,1.2000000000000002,480.0,,,,,,,,200.0,0.025,6m,1.2000000000000002,0.5,1.8000000000000003,280.0,520.0,0.05,2m,0.7,1.4,1.6,608.0,0.1,8,COMPLETE
45,45,-4.255226485749259,2025-06-16 00:53:42.095400,2025-06-16 00:53:49.587487,0 days 00:00:07.492087,80.0,0.05,8m,1.3,1.1,1.2000000000000002,376.0,472.0,0.05,1m,1.2000000000000002,1.3,1.5,464.0,16.0,0.025,5m,0.5,1.1,1.6,1024.0,784.0,0.05,4m,0.9,1.4,1.8000000000000003,112.0,112.0,0.05,10m,0.6,0.5,1.8000000000000003,416.0,736,0.05,7m,1.0,1.1,1.2000000000000002,208,840.0,0.025,7m,0.9,0.7,1.3,480.0,,,,,,,,232.0,0.025,6m,1.2000000000000002,0.5,1.8000000000000003,280.0,496.0,0.05,2m,0.9,1.4,1.5,464.0,0.1,9,COMPLETE
46,46,-9.958469452277619,2025-06-16 00:53:49.704389,2025-06-16 00:53:56.323577,0 days 00:00:06.619188,152.0,0.05,2m,1.4,1.0,2.0,840.0,856.0,0.05,1m,1.3,1.4,1.1,352.0,,,,,,,,432.0,0.05,7m,0.8,1.5,1.9000000000000001,248.0,144.0,0.05,10m,0.6,0.6,1.9000000000000001,296.0,128,0.05,7m,1.3,1.2000000000000002,1.3,320,808.0,0.025,1m,0.8,0.9,1.7000000000000002,600.0,,,,,,,,192.0,0.025,10m,1.5,0.8,1.8000000000000003,280.0,408.0,0.05,2m,0.7,1.4,1.6,624.0,0.05,8,COMPLETE
