,number,value,datetime_start,datetime_complete,duration,params_ARM_ROP_beta_win,params_ARM_ROP_stop_loss,params_ARM_ROP_trade_freq,params_ARM_ROP_z_entry,params_ARM_ROP_z_exit,params_ARM_ROP_z_stop_scaler,params_ARM_ROP_z_win,params_AVGO_ROP_beta_win,params_AVGO_ROP_stop_loss,params_AVGO_ROP_trade_freq,params_AVGO_ROP_z_entry,params_AVGO_ROP_z_exit,params_AVGO_ROP_z_stop_scaler,params_AVGO_ROP_z_win,params_COST_ROP_beta_win,params_COST_ROP_stop_loss,params_COST_ROP_trade_freq,params_COST_ROP_z_entry,params_COST_ROP_z_exit,params_COST_ROP_z_stop_scaler,params_COST_ROP_z_win,params_FTNT_ROP_beta_win,params_FTNT_ROP_stop_loss,params_FTNT_ROP_trade_freq,params_FTNT_ROP_z_entry,params_FTNT_ROP_z_exit,params_FTNT_ROP_z_stop_scaler,params_FTNT_ROP_z_win,params_HON_ROP_beta_win,params_HON_ROP_stop_loss,params_HON_ROP_trade_freq,params_HON_ROP_z_entry,params_HON_ROP_z_exit,params_HON_ROP_z_stop_scaler,params_HON_ROP_z_win,params_IDXX_ON_beta_win,params_IDXX_ON_stop_loss,params_IDXX_ON_trade_freq,params_IDXX_ON_z_entry,params_IDXX_ON_z_exit,params_IDXX_ON_z_stop_scaler,params_IDXX_ON_z_win,params_ISRG_ROP_beta_win,params_ISRG_ROP_stop_loss,params_ISRG_ROP_trade_freq,params_ISRG_ROP_z_entry,params_ISRG_ROP_z_exit,params_ISRG_ROP_z_stop_scaler,params_ISRG_ROP_z_win,params_NFLX_ROP_beta_win,params_NFLX_ROP_stop_loss,params_NFLX_ROP_trade_freq,params_NFLX_ROP_z_entry,params_NFLX_ROP_z_exit,params_NFLX_ROP_z_stop_scaler,params_NFLX_ROP_z_win,params_NVDA_ROP_beta_win,params_NVDA_ROP_stop_loss,params_NVDA_ROP_trade_freq,params_NVDA_ROP_z_entry,params_NVDA_ROP_z_exit,params_NVDA_ROP_z_stop_scaler,params_NVDA_ROP_z_win,params_PANW_ROP_beta_win,params_PANW_ROP_stop_loss,params_PANW_ROP_trade_freq,params_PANW_ROP_z_entry,params_PANW_ROP_z_exit,params_PANW_ROP_z_stop_scaler,params_PANW_ROP_z_win,params_buffer_capital,params_pairs_to_trade,state
128,128,0.21687228713458098,2025-06-16 01:00:31.406074,2025-06-16 01:00:34.896846,0 days 00:00:03.490772,224.0,0.025,10m,1.3,1.2000000000000002,1.7000000000000002,680.0,568.0,0.025,4m,1.0,1.0,1.2000000000000002,104.0,,,,,,,,,,,,,,,656.0,0.025,4m,0.7,1.4,1.9000000000000001,448.0,968,0.025,10m,0.8,0.5,2.0,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
129,129,-0.8294389565106859,2025-06-16 01:00:34.959166,2025-06-16 01:00:39.238706,0 days 00:00:04.279540,96.0,0.025,10m,1.2000000000000002,1.2000000000000002,1.6,872.0,528.0,0.025,4m,1.0,1.2000000000000002,1.2000000000000002,120.0,,,,,,,,,,,,,,,744.0,0.025,8m,0.7,1.4,1.9000000000000001,328.0,840,0.025,3m,0.8,0.5,2.0,856,,,,,,,,,,,,,,,,,,,,,,928.0,0.025,4m,0.9,0.8,1.1,56.0,0.15000000000000002,5,COMPLETE
130,130,2.0422360642393804,2025-06-16 01:00:39.300487,2025-06-16 01:00:42.781067,0 days 00:00:03.480580,136.0,0.025,9m,1.4,1.1,1.8000000000000003,792.0,616.0,0.025,4m,1.1,1.0,1.1,152.0,,,,,,,,,,,,,,,640.0,0.025,6m,0.6,1.5,2.0,392.0,1024,0.025,6m,0.7,0.7,2.0,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4,COMPLETE
131,131,3.609095849299256,2025-06-16 01:00:42.862935,2025-06-16 01:00:46.176517,0 days 00:00:03.313582,184.0,0.025,8m,1.4,1.1,1.7000000000000002,856.0,648.0,0.025,4m,1.1,1.0,1.1,80.0,,,,,,,,,,,,,,,600.0,0.025,4m,0.9,1.5,2.0,424.0,912,0.025,6m,0.7,0.6,1.9000000000000001,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
132,132,0.4236574319703128,2025-06-16 01:00:46.242229,2025-06-16 01:00:49.596542,0 days 00:00:03.354313,264.0,0.025,5m,1.4,1.0,1.7000000000000002,856.0,648.0,0.025,4m,1.1,1.1,1.1,88.0,,,,,,,,,,,,,,,608.0,0.025,4m,0.9,1.5,2.0,472.0,944,0.025,6m,0.8,0.6,1.9000000000000001,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
133,133,1.6398696148677028,2025-06-16 01:00:49.668984,2025-06-16 01:00:52.049770,0 days 00:00:02.380786,288.0,0.025,8m,1.3,1.1,1.7000000000000002,824.0,,,,,,,,,,,,,,,,,,,,,,680.0,0.025,4m,0.9,1.4,2.0,424.0,864,0.025,6m,0.8,0.6,1.9000000000000001,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
134,134,1.9841919304462925,2025-06-16 01:00:52.114961,2025-06-16 01:00:55.426534,0 days 00:00:03.311573,320.0,0.025,4m,1.4,1.2000000000000002,1.8000000000000003,784.0,632.0,0.025,4m,1.1,1.0,1.1,64.0,,,,,,,,,,,,,,,536.0,0.025,4m,1.0,1.5,1.9000000000000001,456.0,920,0.025,6m,0.7,0.5,2.0,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
135,135,-1.8876667912064105,2025-06-16 01:00:55.487008,2025-06-16 01:00:58.113696,0 days 00:00:02.626688,184.0,0.025,8m,1.3,1.1,1.9000000000000001,832.0,,,,,,,,,,,,,,,,,,,,,,480.0,0.025,1m,0.8,1.4,2.0,408.0,896,0.025,6m,0.8,0.6,1.9000000000000001,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,3,COMPLETE
136,136,0.2548892326587736,2025-06-16 01:00:58.179453,2025-06-16 01:01:01.477019,0 days 00:00:03.297566,232.0,0.025,10m,1.4,1.0,1.7000000000000002,888.0,32.0,0.025,8m,1.1,1.1,2.0,40.0,,,,,,,,,,,,,,,640.0,0.025,2m,1.5,1.5,2.0,552.0,976,0.025,6m,0.7,0.7,2.0,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4,COMPLETE
137,137,-0.6437980798996895,2025-06-16 01:01:01.528895,2025-06-16 01:01:04.813849,0 days 00:00:03.284954,208.0,0.025,8m,1.3,1.2000000000000002,1.6,736.0,688.0,0.025,4m,1.0,0.9,1.2000000000000002,16.0,,,,,,,,,,,,,,,664.0,0.025,9m,0.9,1.4,1.9000000000000001,384.0,936,0.025,6m,0.9,0.6,2.0,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
138,138,-13.180316306578119,2025-06-16 01:01:04.867504,2025-06-16 01:01:08.853678,0 days 00:00:03.986174,304.0,0.025,8m,1.2000000000000002,1.2000000000000002,1.8000000000000003,816.0,552.0,0.025,4m,1.1,1.0,1.1,72.0,,,,,,,,,,,,,,,600.0,0.025,4m,1.0,1.5,2.0,480.0,864,0.025,2m,0.8,0.5,2.0,728,,,,,,,,,,,,,,,,,,,,,,248.0,0.025,1m,0.8,0.7,1.2000000000000002,320.0,0.15000000000000002,5,COMPLETE
139,139,0.30554573468008867,2025-06-16 01:01:08.918039,2025-06-16 01:01:12.167077,0 days 00:00:03.249038,136.0,0.025,8m,1.3,1.1,1.7000000000000002,840.0,504.0,0.025,6m,1.0,1.0,1.1,96.0,,,,,,,,,,,,,,,696.0,0.025,4m,0.6,1.5,2.0,432.0,920,0.05,6m,0.7,0.5,1.9000000000000001,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
140,140,-0.8686381066130721,2025-06-16 01:01:12.222810,2025-06-16 01:01:14.620462,0 days 00:00:02.397652,256.0,0.025,8m,1.4,1.2000000000000002,1.8000000000000003,784.0,,,,,,,,,,,,,,,,,,,,,,624.0,0.025,4m,0.8,1.4,2.0,520.0,952,0.025,6m,0.8,0.7,1.9000000000000001,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
141,141,2.1582262364605147,2025-06-16 01:01:14.705618,2025-06-16 01:01:17.983448,0 days 00:00:03.277830,168.0,0.025,8m,1.4,1.1,1.7000000000000002,864.0,656.0,0.025,4m,1.1,1.0,1.1,72.0,,,,,,,,,,,,,,,584.0,0.025,4m,0.8,1.5,2.0,368.0,896,0.025,6m,0.7,0.6,1.9000000000000001,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
142,142,2.2535876176997562,2025-06-16 01:01:18.056632,2025-06-16 01:01:21.380237,0 days 00:00:03.323605,176.0,0.025,8m,1.4,1.1,1.7000000000000002,856.0,640.0,0.025,4m,1.1,1.0,1.1,88.0,,,,,,,,,,,,,,,568.0,0.025,4m,0.9,1.5,2.0,312.0,912,0.025,6m,0.7,0.6,1.1,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
143,143,1.3152516628186817,2025-06-16 01:01:21.421279,2025-06-16 01:01:25.493926,0 days 00:00:04.072647,200.0,0.025,8m,1.3,1.1,1.7000000000000002,888.0,616.0,0.025,4m,1.1,0.9,1.1,144.0,,,,,,,,,,,,,,,720.0,0.025,4m,0.9,1.5,2.0,440.0,888,0.025,6m,1.0,0.6,2.0,872,,,,,,,,,,,,,,,,,,,,,,32.0,0.025,5m,0.9,1.5,2.0,552.0,0.1,5,COMPLETE
144,144,-0.8581651724991859,2025-06-16 01:01:25.554614,2025-06-16 01:01:28.737242,0 days 00:00:03.182628,280.0,0.025,8m,1.4,1.0,1.6,808.0,584.0,0.025,5m,1.0,1.1,1.1,120.0,,,,,,,,,,,,,,,656.0,0.025,4m,0.9,1.4,2.0,408.0,104,0.025,6m,0.8,0.6,2.0,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4,COMPLETE
145,145,0.27746611581216896,2025-06-16 01:01:28.782377,2025-06-16 01:01:32.087443,0 days 00:00:03.305066,328.0,0.025,7m,1.3,1.1,1.8000000000000003,840.0,600.0,0.025,10m,1.1,1.0,1.1,56.0,,,,,,,,,,,,,,,544.0,0.025,4m,1.0,1.5,2.0,344.0,912,0.025,6m,0.8,0.6,1.9000000000000001,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
146,146,2.2192559993994863,2025-06-16 01:01:32.136924,2025-06-16 01:01:36.136657,0 days 00:00:03.999733,240.0,0.025,8m,1.4,1.2000000000000002,1.7000000000000002,768.0,656.0,0.025,4m,1.1,1.1,1.1,80.0,,,,,,,,,,,,,,,616.0,0.025,4m,0.8,1.5,1.9000000000000001,464.0,832,0.05,6m,0.7,0.5,2.0,792,,,,,,,,,,,,,,,,,,,,,,144.0,0.025,4m,1.1,0.8,1.2000000000000002,392.0,0.2,5,COMPLETE
147,147,-1.914171233902392,2025-06-16 01:01:36.193051,2025-06-16 01:01:39.492034,0 days 00:00:03.298983,112.0,0.025,8m,1.3,1.1,1.8000000000000003,792.0,680.0,0.025,4m,1.0,1.0,1.2000000000000002,32.0,,,,,,,,,,,,,,,576.0,0.025,4m,0.9,1.4,2.0,384.0,432,0.05,9m,0.8,0.7,1.9000000000000001,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
148,148,0.6377371712268096,2025-06-16 01:01:39.542192,2025-06-16 01:01:42.726461,0 days 00:00:03.184269,216.0,0.025,8m,1.5,1.2000000000000002,1.7000000000000002,824.0,704.0,0.025,9m,1.1,1.1,1.1,56.0,,,,,,,,,,,,,,,632.0,0.025,4m,1.0,1.5,1.8000000000000003,504.0,968,0.05,6m,0.7,0.6,2.0,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,4,COMPLETE
149,149,-2.4083884100451596,2025-06-16 01:01:42.787303,2025-06-16 01:01:45.362541,0 days 00:00:02.575238,152.0,0.025,1m,1.3,1.0,1.6,744.0,,,,,,,,,,,,,,,,,,,,,,672.0,0.025,4m,0.5,1.4,1.9000000000000001,488.0,992,0.025,6m,0.9,0.7,2.0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,3,COMPLETE
