,number,value,datetime_start,datetime_complete,duration,params_ADP_AMAT_beta_win,params_ADP_AMAT_stop_loss,params_ADP_AMAT_trade_freq,params_ADP_AMAT_z_entry,params_ADP_AMAT_z_exit,params_ADP_AMAT_z_stop_scaler,params_ADP_AMAT_z_win,params_ADP_NXPI_beta_win,params_ADP_NXPI_stop_loss,params_ADP_NXPI_trade_freq,params_ADP_NXPI_z_entry,params_ADP_NXPI_z_exit,params_ADP_NXPI_z_stop_scaler,params_ADP_NXPI_z_win,params_ATVI_NXPI_beta_win,params_ATVI_NXPI_stop_loss,params_ATVI_NXPI_trade_freq,params_ATVI_NXPI_z_entry,params_ATVI_NXPI_z_exit,params_ATVI_NXPI_z_stop_scaler,params_ATVI_NXPI_z_win,params_ATVI_ODFL_beta_win,params_ATVI_ODFL_stop_loss,params_ATVI_ODFL_trade_freq,params_ATVI_ODFL_z_entry,params_ATVI_ODFL_z_exit,params_ATVI_ODFL_z_stop_scaler,params_ATVI_ODFL_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_EBAY_TXN_beta_win,params_EBAY_TXN_stop_loss,params_EBAY_TXN_trade_freq,params_EBAY_TXN_z_entry,params_EBAY_TXN_z_exit,params_EBAY_TXN_z_stop_scaler,params_EBAY_TXN_z_win,params_FAST_NXPI_beta_win,params_FAST_NXPI_stop_loss,params_FAST_NXPI_trade_freq,params_FAST_NXPI_z_entry,params_FAST_NXPI_z_exit,params_FAST_NXPI_z_stop_scaler,params_FAST_NXPI_z_win,params_GOOGL_FTNT_beta_win,params_GOOGL_FTNT_stop_loss,params_GOOGL_FTNT_trade_freq,params_GOOGL_FTNT_z_entry,params_GOOGL_FTNT_z_exit,params_GOOGL_FTNT_z_stop_scaler,params_GOOGL_FTNT_z_win,params_MRNA_PCAR_beta_win,params_MRNA_PCAR_stop_loss,params_MRNA_PCAR_trade_freq,params_MRNA_PCAR_z_entry,params_MRNA_PCAR_z_exit,params_MRNA_PCAR_z_stop_scaler,params_MRNA_PCAR_z_win,params_PCAR_TXN_beta_win,params_PCAR_TXN_stop_loss,params_PCAR_TXN_trade_freq,params_PCAR_TXN_z_entry,params_PCAR_TXN_z_exit,params_PCAR_TXN_z_stop_scaler,params_PCAR_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
71,71,4.8622208671105245,2025-06-15 23:09:38.740313,2025-06-15 23:09:48.062727,0 days 00:00:09.322414,824.0,0.025,9m,1.3,0.8,1.9000000000000001,480.0,16.0,0.025,5m,0.5,1.1,1.5,952.0,360.0,0.05,9m,0.9,0.7,1.8000000000000003,848.0,200.0,0.025,7m,0.7,0.8,1.2000000000000002,208.0,864.0,0.025,9m,1.1,1.4,1.3,32.0,,,,,,,,320.0,0.025,9m,0.7,1.4,1.7000000000000002,1024.0,312.0,0.025,4m,1.2000000000000002,1.3,1.4000000000000001,320.0,48,0.05,6m,1.3,0.6,1.7000000000000002,976,368.0,0.025,4m,1.5,1.1,1.3,176.0,0.15000000000000002,9,COMPLETE
72,72,3.9932979398481425,2025-06-15 23:09:48.166416,2025-06-15 23:09:58.858973,0 days 00:00:10.692557,736.0,0.025,9m,1.3,0.6,1.8000000000000003,352.0,168.0,0.025,5m,0.5,1.1,1.5,816.0,368.0,0.05,9m,0.8,0.7,1.8000000000000003,792.0,280.0,0.025,7m,0.7,0.8,1.1,200.0,872.0,0.025,9m,1.1,1.4,1.3,16.0,968.0,0.025,8m,1.2000000000000002,0.8,1.8000000000000003,1016.0,272.0,0.025,9m,0.6,1.4,1.7000000000000002,944.0,336.0,0.025,4m,1.1,1.3,1.4000000000000001,376.0,16,0.05,6m,1.2000000000000002,0.5,1.6,976,344.0,0.025,4m,1.5,1.1,1.2000000000000002,224.0,0.15000000000000002,10,COMPLETE
73,73,5.83169667123713,2025-06-15 23:09:58.902011,2025-06-15 23:10:08.282747,0 days 00:00:09.380736,736.0,0.025,9m,1.3,0.6,1.8000000000000003,120.0,128.0,0.025,5m,0.5,1.1,1.5,848.0,376.0,0.05,9m,0.9,0.6,1.8000000000000003,808.0,200.0,0.025,7m,0.5,0.8,1.1,208.0,960.0,0.025,9m,1.2000000000000002,1.4,1.3,16.0,976.0,0.025,8m,1.2000000000000002,0.8,1.8000000000000003,992.0,264.0,0.025,9m,0.6,1.3,1.8000000000000003,944.0,360.0,0.025,4m,1.1,1.3,1.3,240.0,16,0.05,6m,1.2000000000000002,0.5,1.5,968,456.0,0.025,4m,1.5,1.1,1.2000000000000002,232.0,0.1,10,COMPLETE
74,74,2.778211681943579,2025-06-15 23:10:08.364922,2025-06-15 23:10:17.508231,0 days 00:00:09.143309,728.0,0.025,9m,1.3,0.6,1.9000000000000001,104.0,208.0,0.025,5m,0.5,1.2000000000000002,1.4000000000000001,792.0,392.0,0.05,8m,0.8,0.5,1.8000000000000003,920.0,328.0,0.025,7m,0.5,0.9,1.1,200.0,952.0,0.025,9m,1.1,1.4,1.2000000000000002,16.0,992.0,0.025,8m,1.2000000000000002,0.8,1.8000000000000003,1024.0,256.0,0.025,9m,0.5,1.3,1.8000000000000003,936.0,392.0,0.025,4m,1.1,1.4,1.3,200.0,88,0.05,6m,1.2000000000000002,0.5,1.6,856,504.0,0.025,4m,1.5,1.1,1.2000000000000002,264.0,0.15000000000000002,10,COMPLETE
75,75,3.04902500392961,2025-06-15 23:10:17.587880,2025-06-15 23:10:26.981525,0 days 00:00:09.393645,824.0,0.025,9m,1.3,0.6,1.8000000000000003,120.0,208.0,0.025,5m,0.7,0.9,1.5,824.0,496.0,0.05,9m,0.8,0.6,1.8000000000000003,816.0,192.0,0.025,7m,0.7,0.6,1.1,888.0,984.0,0.025,9m,1.0,1.4,1.3,120.0,976.0,0.025,8m,1.1,0.9,1.7000000000000002,1016.0,200.0,0.025,2m,0.6,0.9,1.8000000000000003,944.0,360.0,0.025,10m,1.1,1.3,1.3,216.0,56,0.05,6m,1.3,0.5,1.5,992,344.0,0.025,4m,1.4,1.0,1.2000000000000002,120.0,0.1,10,COMPLETE
76,76,5.089900398751203,2025-06-15 23:10:27.069124,2025-06-15 23:10:36.688351,0 days 00:00:09.619227,632.0,0.025,9m,1.4,0.9,1.8000000000000003,256.0,152.0,0.025,6m,0.5,1.2000000000000002,1.5,872.0,376.0,0.05,9m,1.0,0.7,1.9000000000000001,912.0,240.0,0.025,7m,0.7,0.8,1.1,64.0,856.0,0.025,9m,1.2000000000000002,1.4,1.2000000000000002,56.0,712.0,0.025,8m,1.3,0.7,1.5,752.0,184.0,0.025,7m,0.7,1.4,1.7000000000000002,888.0,184.0,0.025,8m,1.1,1.4,1.4000000000000001,400.0,112,0.05,6m,1.2000000000000002,0.5,1.6,896,456.0,0.025,4m,1.5,1.1,1.2000000000000002,248.0,0.15000000000000002,10,COMPLETE
77,77,2.973934836810975,2025-06-15 23:10:36.800733,2025-06-15 23:10:45.494692,0 days 00:00:08.693959,624.0,0.025,9m,1.4,0.9,1.7000000000000002,272.0,120.0,0.025,6m,0.7,1.3,1.5,904.0,536.0,0.05,6m,1.0,0.6,1.9000000000000001,920.0,224.0,0.025,3m,0.5,0.9,1.2000000000000002,56.0,928.0,0.025,9m,1.2000000000000002,1.5,1.2000000000000002,200.0,,,,,,,,176.0,0.025,7m,0.7,1.4,1.8000000000000003,880.0,168.0,0.025,8m,1.3,1.5,1.5,384.0,112,0.05,6m,1.3,0.6,1.6,888,608.0,0.025,4m,1.4,1.0,1.2000000000000002,360.0,0.05,9,COMPLETE
78,78,1.8927961616308355,2025-06-15 23:10:45.573247,2025-06-15 23:10:55.092297,0 days 00:00:09.519050,568.0,0.025,9m,1.4,0.5,1.9000000000000001,160.0,112.0,0.025,10m,0.6,1.0,1.7000000000000002,912.0,272.0,0.05,1m,1.1,0.5,1.6,888.0,312.0,0.025,7m,0.6,0.7,1.2000000000000002,64.0,688.0,0.025,9m,1.2000000000000002,1.4,1.1,48.0,592.0,0.05,4m,1.5,0.5,1.4000000000000001,656.0,112.0,0.025,7m,0.7,1.3,1.9000000000000001,992.0,144.0,0.025,8m,1.1,1.4,1.3,232.0,80,0.05,2m,1.1,0.5,1.6,960,456.0,0.025,4m,1.5,1.2000000000000002,1.3,120.0,0.15000000000000002,10,COMPLETE
79,79,-7.751090545948756,2025-06-15 23:10:55.181268,2025-06-15 23:11:04.222872,0 days 00:00:09.041604,648.0,0.025,9m,1.3,0.8,1.9000000000000001,208.0,336.0,0.025,4m,0.6,1.2000000000000002,1.4000000000000001,672.0,408.0,0.05,9m,0.9,0.8,1.9000000000000001,1024.0,152.0,0.025,6m,0.7,0.9,1.1,160.0,768.0,0.025,1m,1.3,1.5,1.2000000000000002,104.0,,,,,,,,400.0,0.025,3m,0.7,1.4,1.7000000000000002,1024.0,456.0,0.025,2m,1.2000000000000002,1.2000000000000002,1.5,424.0,120,0.05,6m,1.3,0.7,1.5,896,480.0,0.025,4m,1.3,1.1,1.1,264.0,0.1,9,COMPLETE
80,80,0.9935249839981858,2025-06-15 23:11:04.310292,2025-06-15 23:11:11.881325,0 days 00:00:07.571033,912.0,0.025,9m,1.4,0.9,1.8000000000000003,200.0,,,,,,,,328.0,0.05,9m,1.0,0.7,2.0,744.0,56.0,0.025,4m,0.6,0.8,1.3,48.0,848.0,0.025,10m,1.1,1.3,1.4000000000000001,1024.0,,,,,,,,440.0,0.025,7m,0.8,1.3,1.7000000000000002,904.0,128.0,0.025,4m,1.3,1.2000000000000002,1.2000000000000002,256.0,48,0.025,6m,1.3,0.6,1.4000000000000001,824,408.0,0.025,4m,1.4,1.0,1.2000000000000002,32.0,0.15000000000000002,8,COMPLETE
81,81,2.4446953219971794,2025-06-15 23:11:11.971821,2025-06-15 23:11:22.126702,0 days 00:00:10.154881,792.0,0.025,9m,1.3,0.7,1.8000000000000003,328.0,152.0,0.025,5m,0.5,1.0,1.5,888.0,376.0,0.05,9m,0.8,0.7,1.8000000000000003,800.0,280.0,0.025,7m,0.7,0.8,1.1,192.0,864.0,0.025,9m,1.1,1.4,1.3,48.0,824.0,0.025,8m,1.2000000000000002,0.8,1.6,816.0,272.0,0.025,9m,0.6,1.4,1.7000000000000002,952.0,336.0,0.025,4m,1.1,1.4,1.4000000000000001,376.0,16,0.05,6m,1.2000000000000002,0.5,1.6,1000,352.0,0.025,4m,1.5,1.1,1.2000000000000002,224.0,0.15000000000000002,10,COMPLETE
82,82,4.254603552736932,2025-06-15 23:11:22.218003,2025-06-15 23:11:32.138330,0 days 00:00:09.920327,704.0,0.025,9m,1.3,0.6,1.9000000000000001,448.0,112.0,0.025,6m,0.5,1.2000000000000002,1.5,1024.0,376.0,0.05,9m,0.9,0.6,1.8000000000000003,960.0,224.0,0.025,7m,0.8,0.6,1.1,256.0,1008.0,0.025,9m,1.0,1.4,1.3,16.0,800.0,0.025,8m,1.3,0.7,1.9000000000000001,816.0,344.0,0.025,9m,0.7,1.5,1.6,904.0,328.0,0.025,4m,1.1,1.3,1.4000000000000001,384.0,72,0.05,6m,1.2000000000000002,0.5,1.6,960,360.0,0.025,4m,1.5,1.2000000000000002,1.3,176.0,0.1,10,COMPLETE
83,83,0.912791529001136,2025-06-15 23:11:32.229889,2025-06-15 23:11:50.089878,0 days 00:00:17.859989,592.0,0.025,9m,1.4,0.8,1.9000000000000001,440.0,96.0,0.025,6m,0.5,1.2000000000000002,1.6,1024.0,432.0,0.05,5m,0.9,0.6,1.8000000000000003,968.0,160.0,0.025,7m,0.8,0.6,1.2000000000000002,272.0,808.0,0.025,9m,1.0,1.4,1.4000000000000001,56.0,,,,,,,,360.0,0.025,1m,0.7,1.5,1.6,816.0,288.0,0.025,8m,1.2000000000000002,1.2000000000000002,1.3,576.0,72,0.05,5m,1.1,0.6,1.7000000000000002,1024,464.0,0.025,4m,1.5,1.2000000000000002,1.3,144.0,0.1,9,COMPLETE
84,84,3.5808107481833567,2025-06-15 23:11:50.279922,2025-06-15 23:12:10.326275,0 days 00:00:20.046353,888.0,0.025,9m,1.3,0.8,1.9000000000000001,464.0,24.0,0.025,6m,0.6,1.2000000000000002,1.4000000000000001,944.0,264.0,0.05,9m,1.0,0.5,1.9000000000000001,952.0,232.0,0.025,7m,0.6,0.6,1.1,136.0,984.0,0.025,9m,1.0,1.5,1.3,96.0,680.0,0.025,10m,1.3,0.7,2.0,736.0,320.0,0.025,9m,0.8,1.5,1.6,904.0,200.0,0.025,4m,1.0,1.4,1.4000000000000001,272.0,96,0.05,4m,1.2000000000000002,0.5,1.6,920,192.0,0.025,2m,1.4,1.2000000000000002,1.4000000000000001,224.0,0.05,10,COMPLETE
85,85,-20.88738785075159,2025-06-15 23:12:10.437196,2025-06-15 23:12:19.536241,0 days 00:00:09.099045,704.0,0.025,9m,1.4,0.9,2.0,504.0,304.0,0.025,8m,0.6,1.3,1.6,944.0,528.0,0.05,8m,0.9,0.6,1.8000000000000003,1016.0,184.0,0.025,1m,0.7,0.5,1.2000000000000002,112.0,1024.0,0.025,6m,1.2000000000000002,1.3,1.2000000000000002,136.0,,,,,,,,168.0,0.025,9m,0.7,1.5,1.8000000000000003,992.0,400.0,0.025,4m,1.1,1.3,1.5,392.0,136,0.05,9m,1.3,0.6,1.5,872,232.0,0.025,9m,1.5,1.2000000000000002,1.3,288.0,0.1,9,COMPLETE
86,86,-3.348839899593305,2025-06-15 23:12:19.635070,2025-06-15 23:12:29.900099,0 days 00:00:10.265029,760.0,0.025,3m,1.2000000000000002,0.5,1.9000000000000001,288.0,88.0,0.025,2m,0.5,1.0,1.5,1016.0,312.0,0.05,9m,1.1,0.8,1.7000000000000002,856.0,104.0,0.025,2m,1.0,0.7,1.1,248.0,792.0,0.025,3m,1.0,1.1,1.4000000000000001,40.0,376.0,0.025,1m,0.8,1.1,1.4000000000000001,808.0,216.0,0.025,7m,0.6,1.4,1.6,880.0,304.0,0.025,4m,1.3,1.4,1.3,480.0,40,0.05,6m,1.1,0.5,1.6,960,592.0,0.025,7m,1.3,1.0,1.5,88.0,0.1,10,COMPLETE
87,87,3.0496118257617524,2025-06-15 23:12:30.001773,2025-06-15 23:12:39.077312,0 days 00:00:09.075539,648.0,0.025,9m,1.3,0.7,1.8000000000000003,424.0,256.0,0.025,6m,0.6,1.2000000000000002,1.7000000000000002,696.0,368.0,0.05,9m,1.0,0.6,1.8000000000000003,888.0,224.0,0.025,10m,0.8,0.9,1.2000000000000002,624.0,928.0,0.05,9m,1.2000000000000002,1.4,1.2000000000000002,176.0,,,,,,,,472.0,0.025,9m,0.8,0.5,2.0,776.0,224.0,0.025,4m,1.2000000000000002,1.2000000000000002,1.4000000000000001,160.0,64,0.05,10m,1.3,0.7,1.7000000000000002,992,376.0,0.025,3m,1.5,1.1,1.1,168.0,0.05,9,COMPLETE
88,88,0.4094151538821803,2025-06-15 23:12:39.168823,2025-06-15 23:12:49.466323,0 days 00:00:10.297500,528.0,0.025,8m,1.3,0.8,1.9000000000000001,88.0,104.0,0.025,5m,0.5,1.1,1.4000000000000001,912.0,464.0,0.05,1m,0.9,0.7,1.9000000000000001,776.0,88.0,0.05,8m,0.7,0.9,1.3,88.0,752.0,0.025,4m,1.1,1.5,1.3,96.0,752.0,0.025,6m,1.4,1.1,1.9000000000000001,848.0,400.0,0.025,5m,0.7,1.0,1.5,920.0,472.0,0.025,7m,1.1,1.3,1.5,344.0,160,0.05,6m,1.2000000000000002,0.6,1.5,904,464.0,0.025,5m,1.4,0.9,1.2000000000000002,264.0,0.15000000000000002,10,COMPLETE
89,89,0.5873288346267995,2025-06-15 23:12:49.553116,2025-06-15 23:12:57.907990,0 days 00:00:08.354874,824.0,0.025,6m,1.4,0.9,2.0,496.0,,,,,,,,392.0,0.05,6m,1.0,0.5,2.0,952.0,32.0,0.025,7m,0.5,0.8,1.1,48.0,848.0,0.025,7m,1.1,1.2000000000000002,1.4000000000000001,16.0,,,,,,,,360.0,0.025,3m,0.7,1.5,1.8000000000000003,992.0,432.0,0.025,6m,0.9,1.5,1.2000000000000002,264.0,96,0.05,6m,1.2000000000000002,0.5,1.7000000000000002,864,536.0,0.025,6m,1.5,1.1,1.4000000000000001,152.0,0.2,8,COMPLETE
90,90,0.779754357089538,2025-06-15 23:12:57.992708,2025-06-15 23:13:08.102440,0 days 00:00:10.109732,672.0,0.025,9m,1.2000000000000002,0.7,1.7000000000000002,200.0,96.0,0.025,6m,1.1,1.3,1.5,944.0,336.0,0.05,4m,0.8,0.6,1.7000000000000002,888.0,304.0,0.025,7m,0.8,0.7,1.2000000000000002,176.0,992.0,0.025,9m,1.0,1.3,1.3,64.0,,,,,,,,504.0,0.025,2m,0.6,1.4,1.7000000000000002,832.0,336.0,0.025,9m,1.3,1.4,1.4000000000000001,384.0,128,0.05,8m,1.5,0.5,1.8000000000000003,952,432.0,0.025,1m,1.4,1.3,1.3,72.0,0.1,9,COMPLETE
91,91,3.3367663457008576,2025-06-15 23:13:08.206716,2025-06-15 23:13:19.157089,0 days 00:00:10.950373,736.0,0.025,9m,1.3,0.6,1.8000000000000003,376.0,184.0,0.025,5m,0.5,1.1,1.5,824.0,368.0,0.05,9m,0.8,0.7,1.8000000000000003,744.0,280.0,0.025,7m,0.7,0.8,1.1,208.0,928.0,0.025,9m,1.1,1.4,1.3,16.0,872.0,0.025,8m,1.0,0.7,1.8000000000000003,1000.0,288.0,0.025,9m,0.5,1.4,1.7000000000000002,952.0,336.0,0.025,4m,1.1,1.3,1.4000000000000001,504.0,32,0.05,6m,1.2000000000000002,0.5,1.6,976,344.0,0.025,4m,1.5,1.1,1.2000000000000002,240.0,0.15000000000000002,10,COMPLETE
92,92,3.445504887115465,2025-06-15 23:13:19.279619,2025-06-15 23:13:29.803021,0 days 00:00:10.523402,792.0,0.025,9m,1.3,0.6,1.8000000000000003,352.0,88.0,0.025,5m,0.5,1.1,1.6,856.0,224.0,0.05,9m,0.9,0.9,1.8000000000000003,832.0,168.0,0.025,5m,0.7,0.8,1.1,296.0,880.0,0.025,9m,1.1,1.4,1.3,40.0,1008.0,0.025,7m,1.3,0.7,1.5,896.0,248.0,0.025,9m,0.6,1.4,1.6,952.0,264.0,0.025,5m,1.2000000000000002,1.3,1.4000000000000001,360.0,16,0.05,6m,1.2000000000000002,0.6,1.6,992,352.0,0.025,4m,1.5,1.2000000000000002,1.2000000000000002,192.0,0.15000000000000002,10,COMPLETE
93,93,1.1891605191318413,2025-06-15 23:13:29.899755,2025-06-15 23:13:40.432954,0 days 00:00:10.533199,712.0,0.025,4m,1.3,0.5,1.7000000000000002,296.0,160.0,0.025,5m,0.6,1.0,1.5,960.0,488.0,0.05,10m,0.8,0.7,1.6,792.0,240.0,0.025,7m,0.6,0.9,1.1,152.0,696.0,0.025,9m,1.0,1.4,1.3,88.0,840.0,0.025,5m,1.0,0.9,1.8000000000000003,240.0,344.0,0.025,9m,0.8,0.7,1.9000000000000001,992.0,544.0,0.025,4m,1.1,0.9,1.5,416.0,72,0.05,6m,1.3,0.5,1.5,1024,256.0,0.025,8m,1.5,1.0,1.3,344.0,0.15000000000000002,10,COMPLETE
94,94,1.7414643979138873,2025-06-15 23:13:40.542666,2025-06-15 23:13:49.533588,0 days 00:00:08.990922,768.0,0.025,9m,1.4,0.8,1.8000000000000003,416.0,80.0,0.025,5m,0.5,1.2000000000000002,1.6,968.0,440.0,0.05,7m,1.0,0.8,1.9000000000000001,704.0,128.0,0.025,7m,0.7,0.8,1.2000000000000002,200.0,792.0,0.025,9m,1.1,1.5,1.2000000000000002,40.0,,,,,,,,224.0,0.025,9m,0.6,1.3,1.7000000000000002,904.0,368.0,0.025,3m,1.0,1.4,1.2000000000000002,304.0,104,0.05,6m,1.4,0.6,1.6,912,368.0,0.025,4m,1.4,1.1,1.1,296.0,0.2,9,COMPLETE
95,95,-5.3182633000687405,2025-06-15 23:13:49.644609,2025-06-15 23:14:00.151978,0 days 00:00:10.507369,592.0,0.025,9m,1.2000000000000002,0.6,1.9000000000000001,520.0,672.0,0.025,5m,0.6,1.1,1.4000000000000001,744.0,352.0,0.05,9m,0.9,0.7,1.8000000000000003,888.0,208.0,0.025,7m,0.6,0.7,1.3,96.0,952.0,0.025,9m,1.2000000000000002,1.4,1.3,136.0,888.0,0.025,2m,1.2000000000000002,0.6,1.6,912.0,440.0,0.025,4m,0.7,1.5,1.6,960.0,528.0,0.05,1m,0.9,1.2000000000000002,1.9000000000000001,176.0,48,0.05,6m,1.3,0.5,1.4000000000000001,960,504.0,0.025,10m,1.5,0.9,1.2000000000000002,232.0,0.15000000000000002,10,COMPLETE
96,96,-1.0740467990334759,2025-06-15 23:14:00.268361,2025-06-15 23:14:08.675404,0 days 00:00:08.407043,880.0,0.025,10m,1.5,0.9,1.9000000000000001,368.0,,,,,,,,304.0,0.05,5m,0.9,0.6,1.8000000000000003,656.0,264.0,0.025,3m,1.0,0.9,1.1,512.0,824.0,0.025,2m,1.3,0.9,1.4000000000000001,64.0,,,,,,,,104.0,0.025,9m,0.7,1.4,1.8000000000000003,1024.0,120.0,0.025,2m,1.2000000000000002,1.3,1.3,352.0,168,0.05,6m,1.2000000000000002,0.7,1.6,984,432.0,0.025,9m,1.5,1.2000000000000002,1.3,632.0,0.1,8,COMPLETE
97,97,1.7690204424709295,2025-06-15 23:14:08.779280,2025-06-15 23:14:19.517700,0 days 00:00:10.738420,744.0,0.025,1m,1.4,0.7,1.9000000000000001,456.0,176.0,0.05,9m,0.7,1.0,1.5,600.0,392.0,0.025,2m,1.0,0.6,1.2000000000000002,936.0,352.0,0.025,7m,0.9,0.8,1.2000000000000002,712.0,664.0,0.025,9m,1.0,1.3,1.1,112.0,408.0,0.05,8m,1.3,0.9,1.9000000000000001,664.0,272.0,0.025,9m,0.6,1.5,1.7000000000000002,928.0,320.0,0.025,10m,1.1,1.2000000000000002,1.5,760.0,208,0.05,2m,1.1,0.6,1.7000000000000002,952,328.0,0.025,7m,1.3,1.1,1.4000000000000001,120.0,0.15000000000000002,10,COMPLETE
98,98,2.4357658198621395,2025-06-15 23:14:19.638481,2025-06-15 23:14:28.395249,0 days 00:00:08.756768,832.0,0.025,9m,1.3,0.6,1.8000000000000003,232.0,64.0,0.025,10m,0.5,0.9,1.8000000000000003,872.0,248.0,0.05,9m,0.8,0.7,1.9000000000000001,1000.0,160.0,0.025,7m,0.8,1.0,1.1,384.0,912.0,0.025,10m,1.1,1.2000000000000002,1.2000000000000002,16.0,,,,,,,,144.0,0.025,1m,0.8,1.3,1.5,864.0,72.0,0.025,4m,1.0,0.5,1.4000000000000001,80.0,72,0.05,5m,1.3,0.5,1.6,808,592.0,0.025,4m,1.4,1.3,1.5,200.0,0.05,9,COMPLETE
99,99,-25.101635283092225,2025-06-15 23:14:28.512257,2025-06-15 23:14:37.473215,0 days 00:00:08.960958,808.0,0.025,9m,1.3,0.8,2.0,496.0,464.0,0.05,7m,0.9,1.2000000000000002,1.6,968.0,584.0,0.05,3m,1.1,0.5,1.7000000000000002,824.0,248.0,0.025,6m,0.7,0.6,1.3,168.0,752.0,0.025,1m,0.9,1.1,1.3,160.0,,,,,,,,328.0,0.025,10m,0.5,1.5,1.8000000000000003,992.0,256.0,0.025,7m,1.3,1.4,1.3,448.0,40,0.05,6m,1.4,0.5,1.5,856,392.0,0.025,4m,1.5,1.1,1.3,392.0,0.1,9,COMPLETE
100,100,-2.3942535339434596,2025-06-15 23:14:37.594481,2025-06-15 23:14:47.577885,0 days 00:00:09.983404,688.0,0.025,9m,1.2000000000000002,0.7,1.7000000000000002,16.0,248.0,0.025,3m,0.6,1.1,1.3,872.0,408.0,0.05,9m,0.9,0.8,1.9000000000000001,760.0,208.0,0.025,1m,0.8,0.7,1.2000000000000002,248.0,840.0,0.025,9m,1.0,1.5,1.4000000000000001,224.0,760.0,0.025,8m,1.1,0.7,1.7000000000000002,952.0,416.0,0.025,9m,0.7,1.4,1.7000000000000002,888.0,408.0,0.025,4m,1.4,1.5,1.4000000000000001,544.0,128,0.05,4m,1.1,0.6,1.7000000000000002,760,424.0,0.025,3m,1.4,0.9,1.2000000000000002,168.0,0.2,10,COMPLETE
101,101,3.8461654875997535,2025-06-15 23:14:47.692848,2025-06-15 23:14:56.515571,0 days 00:00:08.822723,720.0,0.025,9m,1.3,0.7,1.8000000000000003,536.0,16.0,0.025,5m,0.5,1.1,1.6,1024.0,344.0,0.05,9m,0.9,0.7,1.8000000000000003,856.0,112.0,0.025,7m,0.6,0.8,1.2000000000000002,128.0,872.0,0.025,9m,1.2000000000000002,1.3,1.3,32.0,,,,,,,,328.0,0.025,9m,0.6,1.4,1.7000000000000002,1008.0,256.0,0.025,4m,1.2000000000000002,1.3,1.4000000000000001,288.0,16,0.05,6m,1.2000000000000002,0.6,1.5,976,312.0,0.025,4m,1.5,1.0,1.3,176.0,0.1,9,COMPLETE
102,102,-0.6924225883344697,2025-06-15 23:14:56.617141,2025-06-15 23:15:04.949241,0 days 00:00:08.332100,680.0,0.025,9m,1.3,0.8,1.8000000000000003,400.0,16.0,0.025,1m,0.5,1.1,1.7000000000000002,328.0,344.0,0.05,9m,0.9,0.8,1.7000000000000002,832.0,136.0,0.025,7m,0.5,0.8,1.2000000000000002,128.0,896.0,0.025,9m,1.3,1.3,1.3,56.0,,,,,,,,296.0,0.025,9m,0.6,1.3,1.6,968.0,184.0,0.025,4m,1.2000000000000002,1.3,1.4000000000000001,288.0,88,0.05,6m,1.2000000000000002,0.6,1.5,944,392.0,0.025,4m,0.6,1.1,1.3,136.0,0.1,9,COMPLETE
103,103,5.334910597522315,2025-06-15 23:15:05.040568,2025-06-15 23:15:13.765169,0 days 00:00:08.724601,640.0,0.025,9m,1.4,0.6,1.9000000000000001,336.0,144.0,0.025,5m,0.6,1.2000000000000002,1.5,960.0,296.0,0.05,9m,0.8,0.6,1.7000000000000002,880.0,176.0,0.025,7m,0.6,0.9,1.1,32.0,1008.0,0.025,9m,1.2000000000000002,1.4,1.4000000000000001,40.0,,,,,,,,520.0,0.025,9m,0.6,1.4,1.7000000000000002,1024.0,288.0,0.025,4m,1.2000000000000002,1.3,1.7000000000000002,320.0,16,0.05,6m,1.3,0.6,1.4000000000000001,1008,432.0,0.025,4m,0.9,1.1,1.4000000000000001,232.0,0.15000000000000002,9,COMPLETE
104,104,0.9453360004700082,2025-06-15 23:15:13.862627,2025-06-15 23:15:22.482232,0 days 00:00:08.619605,560.0,0.025,9m,1.4,0.5,1.9000000000000001,344.0,,,,,,,,296.0,0.05,9m,0.8,0.6,1.8000000000000003,888.0,176.0,0.025,7m,0.7,0.9,1.1,40.0,1008.0,0.025,9m,1.2000000000000002,1.4,1.4000000000000001,80.0,,,,,,,,536.0,0.025,9m,0.7,1.4,1.6,928.0,304.0,0.025,4m,1.1,1.1,1.8000000000000003,344.0,1024,0.05,6m,1.3,0.8,1.6,1008,520.0,0.05,4m,0.8,1.2000000000000002,1.4000000000000001,312.0,0.15000000000000002,8,COMPLETE
