,number,value,datetime_start,datetime_complete,duration,params_ADI_ILMN_beta_win,params_ADI_ILMN_stop_loss,params_ADI_ILMN_trade_freq,params_ADI_ILMN_z_entry,params_ADI_ILMN_z_exit,params_ADI_ILMN_z_stop_scaler,params_ADI_ILMN_z_win,params_ADSK_ILMN_beta_win,params_ADSK_ILMN_stop_loss,params_ADSK_ILMN_trade_freq,params_ADSK_ILMN_z_entry,params_ADSK_ILMN_z_exit,params_ADSK_ILMN_z_stop_scaler,params_ADSK_ILMN_z_win,params_AMGN_ILMN_beta_win,params_AMGN_ILMN_stop_loss,params_AMGN_ILMN_trade_freq,params_AMGN_ILMN_z_entry,params_AMGN_ILMN_z_exit,params_AMGN_ILMN_z_stop_scaler,params_AMGN_ILMN_z_win,params_EA_ILMN_beta_win,params_EA_ILMN_stop_loss,params_EA_ILMN_trade_freq,params_EA_ILMN_z_entry,params_EA_ILMN_z_exit,params_EA_ILMN_z_stop_scaler,params_EA_ILMN_z_win,params_FANG_ILMN_beta_win,params_FANG_ILMN_stop_loss,params_FANG_ILMN_trade_freq,params_FANG_ILMN_z_entry,params_FANG_ILMN_z_exit,params_FANG_ILMN_z_stop_scaler,params_FANG_ILMN_z_win,params_GFS_ILMN_beta_win,params_GFS_ILMN_stop_loss,params_GFS_ILMN_trade_freq,params_GFS_ILMN_z_entry,params_GFS_ILMN_z_exit,params_GFS_ILMN_z_stop_scaler,params_GFS_ILMN_z_win,params_HON_ILMN_beta_win,params_HON_ILMN_stop_loss,params_HON_ILMN_trade_freq,params_HON_ILMN_z_entry,params_HON_ILMN_z_exit,params_HON_ILMN_z_stop_scaler,params_HON_ILMN_z_win,params_IDXX_ODFL_beta_win,params_IDXX_ODFL_stop_loss,params_IDXX_ODFL_trade_freq,params_IDXX_ODFL_z_entry,params_IDXX_ODFL_z_exit,params_IDXX_ODFL_z_stop_scaler,params_IDXX_ODFL_z_win,params_NFLX_PCAR_beta_win,params_NFLX_PCAR_stop_loss,params_NFLX_PCAR_trade_freq,params_NFLX_PCAR_z_entry,params_NFLX_PCAR_z_exit,params_NFLX_PCAR_z_stop_scaler,params_NFLX_PCAR_z_win,params_NFLX_SBUX_beta_win,params_NFLX_SBUX_stop_loss,params_NFLX_SBUX_trade_freq,params_NFLX_SBUX_z_entry,params_NFLX_SBUX_z_exit,params_NFLX_SBUX_z_stop_scaler,params_NFLX_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
81,81,0.3304036662396893,2025-06-16 00:26:17.435840,2025-06-16 00:26:20.133649,0 days 00:00:02.697809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,0.05,7m,1.3,1.2000000000000002,1.4000000000000001,920.0,384.0,0.025,7m,1.1,1.1,1.5,368.0,488,0.05,8m,1.2000000000000002,1.2000000000000002,1.5,72,0.05,3,COMPLETE
82,82,-4.872447358943025,2025-06-16 00:26:20.211268,2025-06-16 00:26:24.560420,0 days 00:00:04.349152,,,,,,,,608.0,0.025,5m,1.1,1.0,1.2000000000000002,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,0.05,1m,0.9,0.7,1.4000000000000001,280.0,952.0,0.05,7m,1.3,1.1,1.5,896.0,296.0,0.025,7m,1.0,0.5,1.5,616.0,584,0.05,8m,1.2000000000000002,1.2000000000000002,1.5,32,0.1,5,COMPLETE
83,83,-0.26721259740951075,2025-06-16 00:26:24.643576,2025-06-16 00:26:28.351216,0 days 00:00:03.707640,,,,,,,,576.0,0.025,5m,1.2000000000000002,1.0,1.1,656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.0,0.05,10m,1.1,1.2000000000000002,1.2000000000000002,848.0,424.0,0.025,7m,1.2000000000000002,1.0,1.5,424.0,400,0.05,8m,1.3,1.3,1.6,112,0.05,4,COMPLETE
84,84,-2.674672981139639,2025-06-16 00:26:28.411863,2025-06-16 00:26:31.779930,0 days 00:00:03.368067,,,,,,,,720.0,0.025,8m,1.1,1.1,1.2000000000000002,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.0,0.05,7m,1.4,1.2000000000000002,1.4000000000000001,584.0,392.0,0.025,2m,1.3,0.6,1.4000000000000001,320.0,952,0.05,2m,1.1,1.4,1.8000000000000003,544,0.2,4,COMPLETE
85,85,-1.2743374934543,2025-06-16 00:26:31.845288,2025-06-16 00:26:36.240591,0 days 00:00:04.395303,,,,,,,,608.0,0.025,9m,1.3,0.8,1.2000000000000002,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,0.05,10m,1.5,1.4,1.7000000000000002,576.0,928.0,0.05,3m,1.2000000000000002,1.3,1.3,528.0,352.0,0.025,8m,1.0,1.2000000000000002,1.6,480.0,440,0.05,5m,0.5,1.1,1.4000000000000001,80,0.1,5,COMPLETE
86,86,-2.2491665673914967,2025-06-16 00:26:36.311076,2025-06-16 00:26:39.379364,0 days 00:00:03.068288,,,,,,,,808.0,0.025,10m,1.2000000000000002,0.9,1.3,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0,0.025,7m,1.3,1.3,1.6,728.0,624.0,0.025,7m,1.1,0.9,1.6,440.0,360,0.05,4m,1.1,1.3,1.2000000000000002,168,0.35000000000000003,4,COMPLETE
87,87,0.9305011035156406,2025-06-16 00:26:39.415215,2025-06-16 00:26:43.258095,0 days 00:00:03.842880,,,,,,,,496.0,0.025,2m,1.4,1.1,1.1,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,0.025,2m,1.2000000000000002,1.2000000000000002,1.9000000000000001,72.0,368.0,0.05,9m,1.4,0.9,1.1,448.0,312.0,0.025,5m,1.4,1.4,1.4000000000000001,504.0,512,0.05,8m,1.2000000000000002,1.2000000000000002,1.6,16,0.05,5,COMPLETE
88,88,-1.961375371644626,2025-06-16 00:26:43.356888,2025-06-16 00:26:46.800452,0 days 00:00:03.443564,,,,,,,,416.0,0.05,7m,1.0,1.0,1.1,568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,0.05,7m,1.3,1.0,1.5,960.0,480.0,0.025,1m,0.9,1.0,1.5,280.0,472,0.05,9m,0.6,0.9,1.5,232,0.05,4,COMPLETE
89,89,0.31950044203341954,2025-06-16 00:26:46.865968,2025-06-16 00:26:49.547854,0 days 00:00:02.681886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.0,0.05,2m,0.6,1.1,1.4000000000000001,904.0,280.0,0.025,10m,1.1,1.1,1.5,456.0,576,0.025,8m,1.3,1.0,1.1,136,0.1,3,COMPLETE
90,90,2.0293627135205896,2025-06-16 00:26:49.629040,2025-06-16 00:26:58.046663,0 days 00:00:08.417623,672.0,0.05,8m,0.8,1.2000000000000002,1.8000000000000003,376.0,544.0,0.025,5m,1.1,1.1,1.2000000000000002,416.0,40.0,0.025,9m,1.5,1.5,1.1,976.0,648.0,0.05,3m,1.3,1.4,1.4000000000000001,296.0,304.0,0.025,2m,1.1,0.8,1.8000000000000003,728.0,200.0,0.025,6m,0.8,0.7,1.8000000000000003,440.0,648.0,0.05,3m,0.5,1.1,1.1,672.0,712.0,0.025,7m,1.5,1.4,1.8000000000000003,808.0,512.0,0.025,9m,1.0,1.2000000000000002,1.4000000000000001,528.0,1024,0.05,10m,0.7,1.2000000000000002,1.9000000000000001,48,0.3,10,COMPLETE
91,91,3.88219483631275,2025-06-16 00:26:58.114527,2025-06-16 00:27:06.500500,0 days 00:00:08.385973,672.0,0.05,8m,0.8,1.2000000000000002,1.8000000000000003,352.0,536.0,0.025,5m,1.1,1.1,1.2000000000000002,424.0,24.0,0.025,9m,1.5,1.5,1.1,1024.0,656.0,0.05,3m,1.3,1.4,1.4000000000000001,296.0,288.0,0.025,2m,1.1,0.8,1.8000000000000003,768.0,192.0,0.025,6m,0.8,0.7,1.8000000000000003,392.0,656.0,0.05,3m,0.5,1.1,1.1,696.0,728.0,0.025,7m,1.5,1.4,1.8000000000000003,808.0,520.0,0.025,9m,1.0,0.8,1.4000000000000001,536.0,544,0.05,10m,0.7,1.2000000000000002,1.9000000000000001,40,0.3,10,COMPLETE
92,92,1.0942686427732482,2025-06-16 00:27:06.567441,2025-06-16 00:27:14.950500,0 days 00:00:08.383059,664.0,0.05,8m,0.8,1.2000000000000002,1.8000000000000003,344.0,544.0,0.025,5m,1.2000000000000002,1.1,1.3,368.0,32.0,0.025,9m,1.5,1.5,1.1,1024.0,648.0,0.05,3m,1.3,1.4,1.4000000000000001,272.0,240.0,0.025,2m,1.1,0.8,1.8000000000000003,768.0,184.0,0.025,6m,0.8,0.7,1.8000000000000003,408.0,640.0,0.05,3m,0.5,1.1,1.1,704.0,736.0,0.025,7m,1.5,1.5,1.9000000000000001,800.0,512.0,0.025,9m,1.0,0.8,1.4000000000000001,544.0,992,0.05,10m,0.8,1.2000000000000002,1.9000000000000001,40,0.3,10,COMPLETE
93,93,2.4907172453266435,2025-06-16 00:27:15.018321,2025-06-16 00:27:23.466379,0 days 00:00:08.448058,752.0,0.05,8m,0.7,1.0,1.8000000000000003,360.0,448.0,0.025,5m,1.1,1.2000000000000002,1.2000000000000002,440.0,24.0,0.025,9m,1.5,1.5,1.1,1016.0,752.0,0.05,3m,1.4,1.4,1.4000000000000001,112.0,336.0,0.025,2m,1.2000000000000002,0.8,1.9000000000000001,760.0,368.0,0.025,6m,0.9,0.7,1.7000000000000002,384.0,640.0,0.05,3m,0.6,1.0,1.2000000000000002,696.0,640.0,0.025,7m,1.5,1.4,1.8000000000000003,816.0,576.0,0.025,9m,1.0,0.6,1.3,608.0,616,0.05,10m,0.7,1.1,1.9000000000000001,104,0.35000000000000003,10,COMPLETE
94,94,3.1782223425999705,2025-06-16 00:27:23.526783,2025-06-16 00:27:31.910009,0 days 00:00:08.383226,696.0,0.05,8m,0.7,1.0,1.8000000000000003,344.0,440.0,0.025,5m,1.1,1.2000000000000002,1.1,432.0,24.0,0.025,9m,1.5,1.5,1.1,1016.0,768.0,0.05,3m,1.4,1.4,1.4000000000000001,128.0,360.0,0.025,2m,1.2000000000000002,0.8,1.9000000000000001,752.0,344.0,0.025,6m,0.9,0.7,1.7000000000000002,368.0,640.0,0.05,3m,0.6,1.0,1.2000000000000002,696.0,704.0,0.025,7m,1.5,1.4,1.8000000000000003,744.0,592.0,0.025,9m,0.9,0.6,1.3,624.0,552,0.05,10m,0.7,1.1,1.9000000000000001,104,0.3,10,COMPLETE
95,95,4.783914664318951,2025-06-16 00:27:31.980626,2025-06-16 00:27:40.243448,0 days 00:00:08.262822,696.0,0.05,8m,0.7,1.0,1.8000000000000003,344.0,336.0,0.025,5m,1.1,1.2000000000000002,1.2000000000000002,416.0,16.0,0.025,9m,1.5,1.5,1.1,1024.0,760.0,0.05,3m,1.4,1.4,1.4000000000000001,120.0,344.0,0.025,2m,1.2000000000000002,0.8,1.9000000000000001,744.0,360.0,0.025,6m,0.9,0.7,1.7000000000000002,376.0,648.0,0.05,3m,0.6,1.0,1.2000000000000002,864.0,712.0,0.025,7m,1.5,1.4,1.8000000000000003,704.0,664.0,0.025,9m,0.9,0.6,1.2000000000000002,600.0,560,0.05,10m,0.7,1.1,1.9000000000000001,104,0.3,10,COMPLETE
96,96,4.534117621926373,2025-06-16 00:27:40.313400,2025-06-16 00:27:48.840809,0 days 00:00:08.527409,712.0,0.05,8m,0.7,1.0,1.8000000000000003,344.0,248.0,0.025,5m,1.1,1.2000000000000002,1.2000000000000002,424.0,32.0,0.025,9m,1.5,1.5,1.1,1024.0,776.0,0.05,3m,1.4,1.4,1.4000000000000001,128.0,352.0,0.025,2m,1.2000000000000002,0.8,1.9000000000000001,752.0,376.0,0.025,6m,0.9,0.7,1.7000000000000002,384.0,656.0,0.05,3m,0.6,1.0,1.2000000000000002,848.0,696.0,0.025,7m,1.5,1.4,1.8000000000000003,760.0,648.0,0.025,9m,0.8,0.6,1.1,600.0,608,0.05,10m,0.7,1.1,1.9000000000000001,104,0.35000000000000003,10,COMPLETE
97,97,0.9999218280370291,2025-06-16 00:27:48.910460,2025-06-16 00:27:56.990306,0 days 00:00:08.079846,704.0,0.05,8m,0.7,1.0,1.8000000000000003,344.0,256.0,0.025,5m,1.1,1.2000000000000002,1.1,400.0,32.0,0.025,9m,1.5,1.5,1.1,1016.0,760.0,0.05,3m,1.4,1.4,1.4000000000000001,120.0,352.0,0.025,2m,1.2000000000000002,0.8,1.9000000000000001,760.0,376.0,0.025,6m,0.9,0.7,1.7000000000000002,392.0,632.0,0.05,3m,0.6,1.0,1.2000000000000002,872.0,704.0,0.025,4m,1.5,1.4,1.8000000000000003,760.0,656.0,0.025,9m,0.8,0.6,1.2000000000000002,608.0,1024,0.05,10m,0.7,1.1,1.9000000000000001,112,0.35000000000000003,10,COMPLETE
98,98,1.0021927052973323,2025-06-16 00:27:57.080864,2025-06-16 00:28:05.190353,0 days 00:00:08.109489,720.0,0.05,8m,0.7,1.0,1.8000000000000003,376.0,288.0,0.025,5m,1.1,1.3,1.2000000000000002,480.0,24.0,0.025,9m,1.5,1.5,1.1,1024.0,856.0,0.05,3m,1.4,1.4,1.3,136.0,352.0,0.025,2m,1.2000000000000002,0.8,1.9000000000000001,744.0,240.0,0.025,6m,0.8,0.6,1.7000000000000002,368.0,688.0,0.05,3m,0.6,1.0,1.2000000000000002,704.0,656.0,0.025,7m,1.5,1.5,1.8000000000000003,688.0,736.0,0.025,9m,0.8,0.5,1.1,624.0,616,0.05,10m,0.7,1.1,2.0,96,0.3,10,COMPLETE
99,99,4.428599694210849,2025-06-16 00:28:05.268818,2025-06-16 00:28:12.496046,0 days 00:00:07.227228,640.0,0.05,8m,0.8,1.1,1.8000000000000003,256.0,160.0,0.025,5m,1.1,1.2000000000000002,1.7000000000000002,424.0,,,,,,,,776.0,0.05,3m,1.3,1.3,1.4000000000000001,16.0,336.0,0.025,2m,1.1,0.7,1.9000000000000001,816.0,384.0,0.025,6m,0.9,0.8,1.7000000000000002,368.0,600.0,0.05,3m,0.5,0.9,1.1,704.0,760.0,0.025,3m,1.5,1.4,1.8000000000000003,648.0,688.0,0.025,9m,0.9,0.6,1.2000000000000002,568.0,656,0.05,10m,0.6,1.1,1.9000000000000001,144,0.35000000000000003,9,COMPLETE
100,100,1.239804380605199,2025-06-16 00:28:12.566800,2025-06-16 00:28:19.639365,0 days 00:00:07.072565,632.0,0.05,8m,0.8,1.1,1.8000000000000003,256.0,168.0,0.025,5m,1.1,1.2000000000000002,1.7000000000000002,432.0,,,,,,,,752.0,0.05,3m,1.3,1.4,1.4000000000000001,48.0,344.0,0.025,2m,1.1,0.7,1.9000000000000001,776.0,384.0,0.025,6m,0.9,0.8,1.7000000000000002,368.0,600.0,0.05,3m,0.5,1.0,1.1,688.0,768.0,0.025,3m,1.5,1.4,1.8000000000000003,704.0,688.0,0.025,9m,0.9,0.7,1.1,560.0,672,0.05,10m,0.7,1.1,1.9000000000000001,832,0.35000000000000003,9,COMPLETE
101,101,2.418516533923032,2025-06-16 00:28:19.724953,2025-06-16 00:28:27.855882,0 days 00:00:08.130929,816.0,0.05,8m,0.6,1.1,1.8000000000000003,432.0,40.0,0.025,5m,1.1,1.3,1.6,424.0,40.0,0.025,9m,1.5,1.5,1.1,1016.0,800.0,0.05,3m,1.4,1.3,1.4000000000000001,152.0,328.0,0.025,2m,1.2000000000000002,0.7,1.9000000000000001,856.0,376.0,0.025,6m,0.8,0.7,1.8000000000000003,424.0,672.0,0.05,3m,0.6,0.9,1.1,880.0,720.0,0.025,3m,1.5,1.4,1.9000000000000001,640.0,776.0,0.025,9m,0.9,0.6,1.2000000000000002,592.0,552,0.05,10m,0.6,1.1,1.9000000000000001,152,0.35000000000000003,10,COMPLETE
102,102,3.164399703657278,2025-06-16 00:28:27.927537,2025-06-16 00:28:35.181877,0 days 00:00:07.254340,776.0,0.05,8m,0.6,1.1,1.8000000000000003,440.0,120.0,0.025,5m,1.0,1.2000000000000002,1.6,432.0,,,,,,,,808.0,0.05,3m,1.4,1.3,1.4000000000000001,144.0,336.0,0.025,2m,1.2000000000000002,0.7,1.9000000000000001,832.0,360.0,0.025,6m,0.8,0.7,1.8000000000000003,424.0,688.0,0.05,3m,0.6,0.9,1.1,856.0,720.0,0.025,3m,1.5,1.4,1.9000000000000001,648.0,784.0,0.025,9m,0.9,0.6,1.2000000000000002,592.0,552,0.05,10m,0.6,1.0,1.9000000000000001,184,0.35000000000000003,9,COMPLETE
103,103,1.7758349741529862,2025-06-16 00:28:35.293267,2025-06-16 00:28:42.510107,0 days 00:00:07.216840,824.0,0.05,8m,0.6,1.1,1.8000000000000003,432.0,16.0,0.025,5m,1.0,1.2000000000000002,1.6,424.0,,,,,,,,808.0,0.05,3m,1.4,1.3,1.4000000000000001,152.0,328.0,0.025,2m,1.2000000000000002,0.7,1.9000000000000001,832.0,376.0,0.025,6m,0.8,0.7,1.8000000000000003,424.0,688.0,0.05,3m,0.6,0.9,1.1,896.0,720.0,0.025,3m,1.5,1.4,1.9000000000000001,632.0,760.0,0.025,9m,0.9,0.6,1.2000000000000002,680.0,648,0.05,10m,0.6,1.0,1.9000000000000001,144,0.35000000000000003,9,COMPLETE
104,104,2.427703804491306,2025-06-16 00:28:42.613660,2025-06-16 00:28:50.559314,0 days 00:00:07.945654,792.0,0.05,8m,0.6,1.0,1.8000000000000003,424.0,80.0,0.025,5m,1.0,1.3,1.2000000000000002,448.0,24.0,0.025,9m,1.5,1.5,1.1,992.0,696.0,0.05,3m,1.3,1.3,1.5,80.0,328.0,0.025,2m,1.2000000000000002,0.7,1.9000000000000001,840.0,352.0,0.025,6m,0.8,0.7,1.7000000000000002,352.0,728.0,0.05,3m,0.6,0.9,1.2000000000000002,856.0,632.0,0.025,3m,1.5,1.5,1.9000000000000001,760.0,816.0,0.025,9m,0.8,0.7,1.1,584.0,560,0.05,10m,0.6,1.0,1.9000000000000001,176,0.4,10,COMPLETE
105,105,3.125831819681551,2025-06-16 00:28:50.636999,2025-06-16 00:28:58.657349,0 days 00:00:08.020350,800.0,0.05,8m,0.6,1.0,1.9000000000000001,456.0,88.0,0.025,5m,1.0,1.3,1.6,368.0,16.0,0.025,9m,1.5,1.5,1.1,1024.0,776.0,0.05,3m,1.4,1.3,1.5,96.0,416.0,0.025,2m,1.3,0.7,1.9000000000000001,880.0,368.0,0.025,6m,0.9,0.8,1.7000000000000002,336.0,736.0,0.05,3m,0.7,0.9,1.2000000000000002,848.0,672.0,0.025,3m,1.5,1.5,1.9000000000000001,656.0,864.0,0.025,9m,0.8,0.6,1.1,584.0,552,0.05,10m,0.6,1.0,2.0,176,0.4,10,COMPLETE
106,106,3.327736408631343,2025-06-16 00:28:58.735192,2025-06-16 00:29:07.414156,0 days 00:00:08.678964,808.0,0.05,8m,0.6,1.0,1.9000000000000001,432.0,72.0,0.025,5m,1.0,1.3,1.6,368.0,16.0,0.025,9m,1.5,1.5,1.1,1016.0,800.0,0.05,3m,1.4,1.3,1.5,72.0,392.0,0.025,2m,1.3,0.7,1.9000000000000001,880.0,360.0,0.025,6m,0.9,0.8,1.7000000000000002,328.0,600.0,0.05,3m,0.7,0.9,1.2000000000000002,848.0,680.0,0.025,3m,1.5,1.5,2.0,656.0,840.0,0.025,9m,0.8,0.7,1.1,600.0,552,0.05,10m,0.6,1.0,2.0,176,0.4,10,COMPLETE
107,107,1.4482032393761053,2025-06-16 00:29:07.467575,2025-06-16 00:29:26.986113,0 days 00:00:19.518538,800.0,0.05,8m,0.6,1.0,1.9000000000000001,256.0,96.0,0.025,5m,1.0,1.2000000000000002,1.6,368.0,16.0,0.025,9m,1.5,1.5,1.1,1016.0,712.0,0.05,3m,1.5,1.3,1.5,72.0,456.0,0.025,2m,1.3,0.7,1.9000000000000001,888.0,328.0,0.025,6m,0.9,0.8,1.7000000000000002,320.0,744.0,0.05,3m,0.7,0.9,1.2000000000000002,832.0,632.0,0.025,3m,1.5,1.5,2.0,744.0,832.0,0.025,9m,0.8,0.7,1.1,656.0,608,0.05,10m,0.6,1.0,2.0,184,0.4,10,COMPLETE
108,108,2.156345260782824,2025-06-16 00:29:27.141349,2025-06-16 00:29:36.437974,0 days 00:00:09.296625,784.0,0.05,8m,0.6,1.0,1.9000000000000001,472.0,192.0,0.025,5m,0.9,1.3,1.7000000000000002,448.0,16.0,0.025,9m,1.5,1.5,1.1,1016.0,896.0,0.05,3m,1.3,1.4,1.5,64.0,408.0,0.025,2m,1.3,0.7,1.9000000000000001,888.0,408.0,0.025,6m,1.0,0.8,1.7000000000000002,336.0,592.0,0.05,3m,0.7,0.8,1.2000000000000002,936.0,680.0,0.025,3m,1.5,1.5,1.9000000000000001,608.0,880.0,0.025,9m,0.7,0.6,1.1,632.0,584,0.05,10m,0.6,0.9,2.0,216,0.4,10,COMPLETE
109,109,0.7620380496290913,2025-06-16 00:29:36.516937,2025-06-16 00:29:43.930399,0 days 00:00:07.413462,600.0,0.05,8m,0.7,0.9,1.9000000000000001,264.0,104.0,0.025,5m,1.0,1.4,1.8000000000000003,480.0,,,,,,,,768.0,0.05,3m,1.4,1.3,1.5,24.0,376.0,0.025,2m,1.3,0.6,2.0,880.0,312.0,0.025,6m,0.9,0.6,1.7000000000000002,344.0,728.0,0.05,3m,0.6,0.9,1.2000000000000002,744.0,608.0,0.025,3m,1.5,1.5,2.0,688.0,824.0,0.025,9m,0.8,0.7,1.1,744.0,648,0.05,10m,0.5,1.0,2.0,256,0.45,9,COMPLETE
110,110,1.1532736449842187,2025-06-16 00:29:44.008090,2025-06-16 00:29:51.102935,0 days 00:00:07.094845,768.0,0.05,2m,0.6,1.0,1.7000000000000002,424.0,144.0,0.025,5m,1.0,1.3,1.6,320.0,,,,,,,,712.0,0.05,3m,1.5,1.5,1.3,104.0,264.0,0.025,2m,1.3,0.9,1.8000000000000003,832.0,328.0,0.025,6m,0.9,0.6,1.6,216.0,544.0,0.05,3m,0.5,1.0,1.3,1024.0,752.0,0.025,3m,1.5,1.5,1.9000000000000001,672.0,928.0,0.025,9m,0.7,0.6,1.2000000000000002,600.0,688,0.05,10m,0.7,1.0,1.8000000000000003,168,0.4,9,COMPLETE
111,111,2.8698031962920396,2025-06-16 00:29:51.176065,2025-06-16 00:29:59.037902,0 days 00:00:07.861837,840.0,0.05,8m,0.6,1.1,1.8000000000000003,440.0,40.0,0.025,5m,1.0,1.3,1.6,376.0,16.0,0.025,9m,1.5,1.5,1.1,1024.0,816.0,0.05,3m,1.4,1.3,1.4000000000000001,152.0,336.0,0.025,2m,1.2000000000000002,0.7,1.9000000000000001,872.0,416.0,0.025,6m,0.8,0.7,1.7000000000000002,384.0,672.0,0.05,3m,0.6,0.9,1.1,864.0,672.0,0.025,3m,1.5,1.4,1.9000000000000001,648.0,792.0,0.025,9m,0.8,0.6,1.2000000000000002,712.0,552,0.05,10m,0.6,0.9,1.9000000000000001,160,0.35000000000000003,10,COMPLETE
112,112,1.4790858740761579,2025-06-16 00:29:59.129238,2025-06-16 00:30:07.100872,0 days 00:00:07.971634,832.0,0.05,8m,0.7,1.0,1.9000000000000001,328.0,72.0,0.025,5m,1.0,1.3,1.5,376.0,16.0,0.025,9m,1.5,1.5,1.1,1024.0,808.0,0.05,3m,1.4,1.2000000000000002,1.5,168.0,392.0,0.025,10m,1.2000000000000002,0.7,1.9000000000000001,640.0,432.0,0.025,6m,0.8,0.7,1.7000000000000002,368.0,616.0,0.05,3m,0.6,0.9,1.2000000000000002,840.0,648.0,0.025,3m,1.5,1.4,1.8000000000000003,720.0,712.0,0.025,9m,0.8,0.6,1.2000000000000002,568.0,560,0.05,10m,0.6,0.8,1.9000000000000001,128,0.35000000000000003,10,COMPLETE
113,113,3.309596366206178,2025-06-16 00:30:07.169746,2025-06-16 00:30:15.771911,0 days 00:00:08.602165,880.0,0.05,8m,0.5,1.0,1.7000000000000002,448.0,56.0,0.025,5m,0.9,1.2000000000000002,1.7000000000000002,408.0,16.0,0.025,9m,1.5,1.5,1.1,1024.0,760.0,0.05,3m,1.3,1.3,1.4000000000000001,88.0,280.0,0.025,4m,1.1,0.6,1.9000000000000001,928.0,360.0,0.025,6m,1.0,0.8,1.6,360.0,784.0,0.05,3m,0.7,1.0,1.1,792.0,680.0,0.025,3m,1.4,1.4,1.7000000000000002,768.0,848.0,0.025,9m,0.8,0.5,1.1,704.0,544,0.05,10m,0.6,0.9,1.9000000000000001,296,0.4,10,COMPLETE
114,114,-27.19400411801455,2025-06-16 00:30:15.844486,2025-06-16 00:30:24.499468,0 days 00:00:08.654982,896.0,0.05,1m,0.5,1.1,1.7000000000000002,520.0,360.0,0.025,3m,0.9,1.2000000000000002,1.7000000000000002,400.0,192.0,0.025,9m,1.3,1.3,1.3,816.0,880.0,0.05,8m,1.4,1.4,1.4000000000000001,128.0,232.0,0.025,4m,1.0,0.6,2.0,960.0,432.0,0.025,6m,1.0,0.8,1.6,280.0,800.0,0.05,3m,0.7,1.0,1.1,784.0,680.0,0.025,3m,1.4,1.4,1.7000000000000002,656.0,864.0,0.025,9m,0.8,0.5,1.2000000000000002,696.0,536,0.05,10m,0.7,0.9,2.0,296,0.35000000000000003,10,COMPLETE
115,115,0.17176198556949054,2025-06-16 00:30:24.572388,2025-06-16 00:30:33.509559,0 days 00:00:08.937171,880.0,0.05,8m,0.5,0.9,1.9000000000000001,440.0,56.0,0.025,5m,0.9,1.2000000000000002,1.8000000000000003,360.0,168.0,0.025,2m,1.3,1.3,1.2000000000000002,112.0,768.0,0.05,3m,1.3,1.3,1.3,24.0,280.0,0.025,1m,1.1,0.6,1.8000000000000003,952.0,264.0,0.025,6m,1.0,0.9,1.6,408.0,664.0,0.05,3m,0.8,1.0,1.1,920.0,672.0,0.025,3m,1.5,1.4,1.8000000000000003,616.0,792.0,0.025,9m,0.9,0.5,1.1,728.0,600,0.05,10m,0.6,0.8,1.9000000000000001,216,0.45,10,COMPLETE
116,116,-1.420655013149091,2025-06-16 00:30:33.595454,2025-06-16 00:30:41.239035,0 days 00:00:07.643581,720.0,0.05,8m,0.7,1.2000000000000002,1.7000000000000002,280.0,136.0,0.025,5m,1.0,1.2000000000000002,1.6,304.0,,,,,,,,816.0,0.05,9m,1.5,1.4,1.4000000000000001,96.0,416.0,0.025,8m,1.4,0.9,1.9000000000000001,936.0,360.0,0.025,6m,0.9,0.9,1.9000000000000001,344.0,576.0,0.05,3m,0.5,0.8,1.1,800.0,768.0,0.025,3m,1.4,1.4,2.0,696.0,840.0,0.025,9m,0.8,0.6,1.2000000000000002,664.0,616,0.05,10m,0.5,0.9,1.8000000000000003,248,0.4,9,COMPLETE
117,117,0.5424423273423926,2025-06-16 00:30:41.314992,2025-06-16 00:30:48.228735,0 days 00:00:06.913743,576.0,0.05,8m,0.9,1.0,1.8000000000000003,392.0,176.0,0.025,6m,1.0,1.2000000000000002,1.6,272.0,,,,,,,,752.0,0.05,1m,1.4,1.5,1.4000000000000001,192.0,,,,,,,,408.0,0.025,7m,0.9,0.8,1.7000000000000002,456.0,768.0,0.05,5m,0.7,1.0,1.2000000000000002,744.0,696.0,0.025,3m,1.5,1.4,1.8000000000000003,776.0,856.0,0.025,9m,0.9,0.5,1.3,824.0,640,0.05,10m,0.6,0.9,1.9000000000000001,200,0.35000000000000003,8,COMPLETE
