,number,value,datetime_start,datetime_complete,duration,params_ADI_ILMN_beta_win,params_ADI_ILMN_stop_loss,params_ADI_ILMN_trade_freq,params_ADI_ILMN_z_entry,params_ADI_ILMN_z_exit,params_ADI_ILMN_z_stop_scaler,params_ADI_ILMN_z_win,params_ADSK_ILMN_beta_win,params_ADSK_ILMN_stop_loss,params_ADSK_ILMN_trade_freq,params_ADSK_ILMN_z_entry,params_ADSK_ILMN_z_exit,params_ADSK_ILMN_z_stop_scaler,params_ADSK_ILMN_z_win,params_AMGN_ILMN_beta_win,params_AMGN_ILMN_stop_loss,params_AMGN_ILMN_trade_freq,params_AMGN_ILMN_z_entry,params_AMGN_ILMN_z_exit,params_AMGN_ILMN_z_stop_scaler,params_AMGN_ILMN_z_win,params_EA_ILMN_beta_win,params_EA_ILMN_stop_loss,params_EA_ILMN_trade_freq,params_EA_ILMN_z_entry,params_EA_ILMN_z_exit,params_EA_ILMN_z_stop_scaler,params_EA_ILMN_z_win,params_FANG_ILMN_beta_win,params_FANG_ILMN_stop_loss,params_FANG_ILMN_trade_freq,params_FANG_ILMN_z_entry,params_FANG_ILMN_z_exit,params_FANG_ILMN_z_stop_scaler,params_FANG_ILMN_z_win,params_GFS_ILMN_beta_win,params_GFS_ILMN_stop_loss,params_GFS_ILMN_trade_freq,params_GFS_ILMN_z_entry,params_GFS_ILMN_z_exit,params_GFS_ILMN_z_stop_scaler,params_GFS_ILMN_z_win,params_HON_ILMN_beta_win,params_HON_ILMN_stop_loss,params_HON_ILMN_trade_freq,params_HON_ILMN_z_entry,params_HON_ILMN_z_exit,params_HON_ILMN_z_stop_scaler,params_HON_ILMN_z_win,params_IDXX_ODFL_beta_win,params_IDXX_ODFL_stop_loss,params_IDXX_ODFL_trade_freq,params_IDXX_ODFL_z_entry,params_IDXX_ODFL_z_exit,params_IDXX_ODFL_z_stop_scaler,params_IDXX_ODFL_z_win,params_NFLX_PCAR_beta_win,params_NFLX_PCAR_stop_loss,params_NFLX_PCAR_trade_freq,params_NFLX_PCAR_z_entry,params_NFLX_PCAR_z_exit,params_NFLX_PCAR_z_stop_scaler,params_NFLX_PCAR_z_win,params_NFLX_SBUX_beta_win,params_NFLX_SBUX_stop_loss,params_NFLX_SBUX_trade_freq,params_NFLX_SBUX_z_entry,params_NFLX_SBUX_z_exit,params_NFLX_SBUX_z_stop_scaler,params_NFLX_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
32,32,-1.0001571443822452,2025-06-16 00:22:34.399564,2025-06-16 00:22:38.781254,0 days 00:00:04.381690,,,,,,,,584.0,0.025,6m,1.3,1.1,1.1,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.0,0.05,10m,1.1,1.1,1.2000000000000002,160.0,784.0,0.05,5m,1.2000000000000002,1.3,1.6,864.0,616.0,0.025,8m,1.5,1.2000000000000002,1.6,256.0,776,0.025,8m,1.0,1.0,1.1,96,0.3,5,COMPLETE
33,33,0.0017941651219215541,2025-06-16 00:22:38.880188,2025-06-16 00:22:44.216239,0 days 00:00:05.336051,,,,,,,,832.0,0.025,2m,1.1,1.0,1.2000000000000002,872.0,,,,,,,,272.0,0.025,3m,1.5,1.2000000000000002,1.8000000000000003,1008.0,,,,,,,,,,,,,,,472.0,0.05,10m,0.8,0.6,1.6,424.0,504.0,0.05,9m,1.3,0.9,1.8000000000000003,576.0,488.0,0.025,10m,1.2000000000000002,1.1,1.4000000000000001,472.0,624,0.025,8m,0.6,1.2000000000000002,1.7000000000000002,24,0.25,6,COMPLETE
34,34,-1.7391467881420979,2025-06-16 00:22:44.273949,2025-06-16 00:22:47.857610,0 days 00:00:03.583661,,,,,,,,704.0,0.025,1m,1.4,0.8,1.3,688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.0,0.05,2m,1.1,1.2000000000000002,1.2000000000000002,712.0,304.0,0.025,5m,1.3,0.9,1.5,296.0,888,0.025,6m,1.1,1.3,1.3,208,0.35000000000000003,4,COMPLETE
35,35,0.644580267556804,2025-06-16 00:22:47.915534,2025-06-16 00:22:50.647828,0 days 00:00:02.732294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,0.05,3m,1.4,0.5,1.4000000000000001,312.0,408.0,0.025,3m,1.0,1.4,1.3,400.0,560,0.025,8m,0.9,1.1,1.5,312,0.15000000000000002,3,COMPLETE
36,36,-2.190921009139741,2025-06-16 00:22:50.722177,2025-06-16 00:22:57.514629,0 days 00:00:06.792452,168.0,0.05,10m,1.0,1.5,1.1,40.0,520.0,0.05,3m,1.3,1.3,1.2000000000000002,616.0,,,,,,,,632.0,0.05,7m,1.2000000000000002,0.8,1.8000000000000003,632.0,,,,,,,,472.0,0.025,3m,1.1,1.5,2.0,32.0,864.0,0.05,2m,1.1,0.9,1.3,168.0,408.0,0.05,6m,1.2000000000000002,0.7,1.5,336.0,160.0,0.025,8m,0.5,1.0,1.7000000000000002,616.0,216,0.025,10m,1.3,0.8,1.7000000000000002,600,0.1,8,COMPLETE
37,37,0.6814660263972974,2025-06-16 00:22:57.569629,2025-06-16 00:23:01.098039,0 days 00:00:03.528410,,,,,,,,968.0,0.025,10m,1.1,1.1,2.0,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,0.025,7m,0.9,1.4,1.1,488.0,696.0,0.025,5m,1.0,1.3,1.4000000000000001,528.0,448,0.025,7m,1.2000000000000002,1.4,1.2000000000000002,136,0.2,4,COMPLETE
38,38,-0.007075801307299942,2025-06-16 00:23:01.156629,2025-06-16 00:23:06.390357,0 days 00:00:05.233728,,,,,,,,952.0,0.025,5m,1.5,1.2000000000000002,1.1,752.0,,,,,,,,856.0,0.025,4m,0.8,0.7,1.3,472.0,,,,,,,,,,,,,,,1008.0,0.05,1m,1.4,1.3,1.5,408.0,920.0,0.05,7m,1.4,1.1,1.6,936.0,544.0,0.05,4m,1.2000000000000002,1.2000000000000002,1.6,128.0,320,0.025,5m,0.8,0.9,1.1,80,0.4,6,COMPLETE
39,39,-0.14306463824780877,2025-06-16 00:23:06.475159,2025-06-16 00:23:09.094065,0 days 00:00:02.618906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.0,0.05,10m,1.5,1.3,1.8000000000000003,416.0,80.0,0.025,2m,1.4,0.8,1.5,304.0,632,0.05,2m,1.4,1.5,1.4000000000000001,424,0.3,3,COMPLETE
40,40,-2.4234182431848974,2025-06-16 00:23:09.166107,2025-06-16 00:23:13.976398,0 days 00:00:04.810291,,,,,,,,824.0,0.05,4m,0.7,0.8,1.3,568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.0,0.025,5m,1.0,1.0,1.2000000000000002,216.0,344.0,0.025,3m,1.3,1.2000000000000002,2.0,688.0,216.0,0.05,7m,1.5,0.5,1.6,232.0,744,0.025,10m,0.5,1.0,1.3,616,0.25,5,COMPLETE
41,41,0.8790970400715943,2025-06-16 00:23:14.044417,2025-06-16 00:23:17.837234,0 days 00:00:03.792817,,,,,,,,592.0,0.025,5m,1.1,1.0,1.2000000000000002,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.0,0.05,7m,1.3,1.3,1.4000000000000001,1024.0,376.0,0.025,7m,1.1,1.0,1.5,440.0,544,0.05,8m,1.2000000000000002,1.2000000000000002,1.5,16,0.05,4,COMPLETE
42,42,2.089597000464972,2025-06-16 00:23:17.909749,2025-06-16 00:23:21.739467,0 days 00:00:03.829718,,,,,,,,640.0,0.025,5m,1.1,1.0,1.1,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.0,0.05,7m,1.3,1.2000000000000002,1.3,928.0,368.0,0.025,7m,1.1,1.1,1.5,576.0,512,0.05,8m,1.2000000000000002,1.3,1.6,72,0.05,4,COMPLETE
43,43,-0.27773636571142435,2025-06-16 00:23:21.803989,2025-06-16 00:23:26.520943,0 days 00:00:04.716954,,,,,,,,736.0,0.025,9m,0.9,1.1,1.1,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0,0.05,9m,1.2000000000000002,1.4,1.8000000000000003,360.0,824.0,0.05,7m,1.2000000000000002,1.1,1.2000000000000002,824.0,432.0,0.025,7m,0.8,1.1,2.0,584.0,392,0.05,8m,1.1,1.3,1.6,152,0.35000000000000003,5,COMPLETE
44,44,-3.0550173292294187,2025-06-16 00:23:26.593951,2025-06-16 00:23:29.304889,0 days 00:00:02.710938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.0,0.05,6m,1.1,0.9,1.3,952.0,304.0,0.025,10m,1.2000000000000002,1.1,1.4000000000000001,648.0,496,0.05,4m,1.0,1.4,1.9000000000000001,72,0.1,3,COMPLETE
45,45,0.06583860643407025,2025-06-16 00:23:29.385399,2025-06-16 00:23:33.468082,0 days 00:00:04.082683,,,,,,,,656.0,0.025,5m,1.3,0.9,1.1,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,0.05,7m,0.5,1.0,1.1,632.0,344.0,0.025,1m,1.0,0.9,1.9000000000000001,736.0,592,0.05,8m,1.4,1.2000000000000002,1.6,1008,0.5,4,COMPLETE
46,46,-1.7542912838948894,2025-06-16 00:23:33.554593,2025-06-16 00:23:35.534387,0 days 00:00:01.979794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,0.025,3m,0.8,1.2000000000000002,1.3,504.0,232,0.05,7m,1.3,1.3,1.7000000000000002,248,0.2,2,COMPLETE
47,47,-4.561182323867422,2025-06-16 00:23:35.606399,2025-06-16 00:23:41.327206,0 days 00:00:05.720807,,,,,,,,392.0,0.05,1m,1.0,1.0,1.2000000000000002,296.0,,,,,,,,336.0,0.05,10m,0.5,1.3,1.2000000000000002,232.0,,,,,,,,,,,,,,,144.0,0.05,7m,0.9,0.8,1.3,112.0,688.0,0.025,8m,1.5,1.5,1.2000000000000002,736.0,496.0,0.025,5m,1.3,0.6,1.4000000000000001,824.0,456,0.05,9m,0.7,1.1,1.2000000000000002,856,0.05,6,COMPLETE
48,48,0.00020409468728368056,2025-06-16 00:23:41.387206,2025-06-16 00:23:46.290374,0 days 00:00:04.903168,,,,,,,,536.0,0.025,8m,1.4,0.8,1.1,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.0,0.05,8m,1.2000000000000002,1.1,1.1,496.0,960.0,0.05,2m,1.0,1.2000000000000002,1.1,536.0,656.0,0.05,9m,0.9,0.7,1.2000000000000002,392.0,568,0.05,3m,1.1,1.5,1.8000000000000003,216,0.3,5,COMPLETE
49,49,-5.078759151912509,2025-06-16 00:23:46.366893,2025-06-16 00:23:52.984964,0 days 00:00:06.618071,,,,,,,,120.0,0.05,5m,1.2000000000000002,1.2000000000000002,1.2000000000000002,440.0,,,,,,,,160.0,0.025,3m,1.0,1.1,1.7000000000000002,856.0,,,,,,,,688.0,0.025,8m,1.3,0.7,1.6,816.0,544.0,0.025,6m,1.4,0.6,2.0,752.0,792.0,0.025,4m,1.2000000000000002,1.4,1.3,832.0,624.0,0.025,4m,1.1,0.9,1.7000000000000002,96.0,864,0.025,8m,0.6,1.4,2.0,128,0.4,7,COMPLETE
50,50,-3.973411387630462,2025-06-16 00:23:53.045475,2025-06-16 00:23:56.702145,0 days 00:00:03.656670,,,,,,,,632.0,0.025,10m,1.0,1.4,1.1,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.0,0.05,10m,1.3,1.1,1.6,968.0,904.0,0.025,8m,1.4,1.3,1.5,688.0,408,0.05,1m,1.0,0.5,1.4000000000000001,296,0.35000000000000003,4,COMPLETE
51,51,0.48892808281997774,2025-06-16 00:23:56.818170,2025-06-16 00:24:00.637679,0 days 00:00:03.819509,,,,,,,,520.0,0.025,5m,1.1,1.0,1.2000000000000002,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,0.05,7m,1.3,1.2000000000000002,1.4000000000000001,912.0,376.0,0.025,7m,1.1,1.0,1.6,456.0,504,0.05,8m,1.2000000000000002,1.2000000000000002,1.5,16,0.05,4,COMPLETE
52,52,1.3557933483061446,2025-06-16 00:24:00.702685,2025-06-16 00:24:04.632538,0 days 00:00:03.929853,,,,,,,,616.0,0.025,5m,1.1,1.0,1.2000000000000002,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.0,0.05,7m,1.4,1.3,1.5,872.0,408.0,0.025,7m,1.0,1.2000000000000002,1.5,536.0,528,0.05,8m,1.2000000000000002,1.1,1.6,64,0.1,4,COMPLETE
53,53,-0.02311612918313126,2025-06-16 00:24:04.699535,2025-06-16 00:24:09.332911,0 days 00:00:04.633376,,,,,,,,856.0,0.025,5m,0.9,1.1,1.3,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,0.05,10m,0.9,1.4,1.7000000000000002,240.0,960.0,0.05,7m,1.4,1.3,1.5,784.0,432.0,0.025,7m,1.0,1.2000000000000002,1.5,568.0,952,0.05,8m,1.3,1.1,1.7000000000000002,56,0.1,5,COMPLETE
54,54,-0.6219555480694058,2025-06-16 00:24:09.397911,2025-06-16 00:24:12.217031,0 days 00:00:02.819120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.0,0.05,5m,1.5,1.3,1.5,872.0,256.0,0.025,7m,1.2000000000000002,1.1,1.4000000000000001,504.0,352,0.05,6m,1.1,1.0,1.6,176,0.15000000000000002,3,COMPLETE
55,55,-1.470038165827049,2025-06-16 00:24:12.281539,2025-06-16 00:24:15.989684,0 days 00:00:03.708145,,,,,,,,688.0,0.025,9m,1.4,0.9,1.5,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,0.05,7m,1.4,1.4,1.3,656.0,1000.0,0.025,6m,1.0,1.2000000000000002,1.4000000000000001,648.0,824,0.05,8m,1.2000000000000002,1.3,1.6,112,0.1,4,COMPLETE
56,56,0.29474274016300145,2025-06-16 00:24:16.056197,2025-06-16 00:24:20.845123,0 days 00:00:04.788926,,,,,,,,776.0,0.025,5m,1.0,1.0,1.4000000000000001,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.0,0.05,10m,0.7,0.9,1.5,128.0,528.0,0.05,2m,1.1,1.3,1.6,816.0,560.0,0.025,7m,0.8,1.3,1.8000000000000003,600.0,680,0.05,7m,1.1,0.9,1.3,64,0.15000000000000002,5,COMPLETE
57,57,3.0351826819734415,2025-06-16 00:24:20.923634,2025-06-16 00:24:29.550230,0 days 00:00:08.626596,72.0,0.05,3m,1.0,1.1,1.5,1000.0,544.0,0.025,6m,1.2000000000000002,1.3,1.1,368.0,40.0,0.025,9m,1.5,1.5,1.1,1024.0,464.0,0.05,7m,1.4,1.4,1.9000000000000001,616.0,976.0,0.025,6m,1.5,0.6,2.0,992.0,272.0,0.05,5m,0.9,1.5,1.3,336.0,216.0,0.025,10m,1.4,1.1,1.9000000000000001,24.0,968.0,0.05,9m,0.8,1.0,1.4000000000000001,1000.0,336.0,0.025,5m,0.9,1.1,1.6,528.0,472,0.05,8m,0.8,1.2000000000000002,1.9000000000000001,152,0.05,10,COMPLETE
58,58,-0.8049336674538273,2025-06-16 00:24:29.655475,2025-06-16 00:24:38.063874,0 days 00:00:08.408399,24.0,0.05,3m,1.0,1.1,1.5,1000.0,440.0,0.025,6m,1.2000000000000002,1.3,1.2000000000000002,144.0,32.0,0.025,9m,1.5,1.5,1.1,976.0,448.0,0.05,7m,1.4,1.4,1.9000000000000001,616.0,1024.0,0.025,6m,1.5,0.5,2.0,1024.0,288.0,0.05,5m,0.9,1.5,1.3,304.0,208.0,0.025,9m,1.5,0.7,1.9000000000000001,40.0,984.0,0.025,9m,0.8,1.0,1.4000000000000001,1008.0,336.0,0.025,5m,0.9,1.1,1.5,552.0,464,0.05,4m,0.8,1.2000000000000002,1.7000000000000002,232,0.05,10,COMPLETE
59,59,-0.10089651962949993,2025-06-16 00:24:38.175407,2025-06-16 00:24:45.678936,0 days 00:00:07.503529,728.0,0.05,3m,1.2000000000000002,1.1,1.5,680.0,360.0,0.025,6m,1.1,1.3,1.3,392.0,,,,,,,,568.0,0.05,7m,1.2000000000000002,1.0,1.9000000000000001,528.0,640.0,0.025,6m,1.5,0.5,2.0,1016.0,272.0,0.05,5m,1.0,1.2000000000000002,1.3,280.0,768.0,0.025,7m,1.4,1.1,1.7000000000000002,960.0,880.0,0.05,9m,0.8,0.9,1.3,976.0,200.0,0.025,5m,0.7,1.4,1.6,520.0,40,0.05,8m,0.5,1.3,1.1,160,0.05,9,COMPLETE
60,60,-2.2119756562925446,2025-06-16 00:24:45.758253,2025-06-16 00:24:48.382625,0 days 00:00:02.624372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.0,0.05,3m,0.6,1.1,1.2000000000000002,200.0,280.0,0.025,5m,0.7,1.2000000000000002,1.3,712.0,320,0.05,2m,0.7,1.1,1.8000000000000003,360,0.1,3,COMPLETE
61,61,-10.571839104877938,2025-06-16 00:24:48.464912,2025-06-16 00:24:56.317267,0 days 00:00:07.852355,280.0,0.05,4m,0.8,1.3,1.7000000000000002,344.0,552.0,0.025,6m,1.3,1.5,1.1,344.0,,,,,,,,688.0,0.05,6m,1.4,1.3,1.5,352.0,968.0,0.025,5m,1.2000000000000002,1.0,1.6,712.0,328.0,0.05,1m,0.5,1.3,1.8000000000000003,472.0,104.0,0.025,10m,1.2000000000000002,1.2000000000000002,1.8000000000000003,96.0,1024.0,0.05,1m,1.2000000000000002,1.2000000000000002,1.5,928.0,400.0,0.025,5m,0.9,1.0,1.6,424.0,528,0.05,8m,0.9,1.2000000000000002,2.0,104,0.05,9,COMPLETE
62,62,0.4694584104113231,2025-06-16 00:24:56.386589,2025-06-16 00:24:59.817238,0 days 00:00:03.430649,,,,,,,,624.0,0.025,8m,1.2000000000000002,1.2000000000000002,1.1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.0,0.05,9m,0.8,1.4,1.4000000000000001,888.0,464.0,0.025,8m,1.1,1.1,1.7000000000000002,472.0,424,0.05,8m,1.2000000000000002,1.0,1.9000000000000001,56,0.45,4,COMPLETE
63,63,1.031931788328403,2025-06-16 00:24:59.879937,2025-06-16 00:25:06.734321,0 days 00:00:06.854384,16.0,0.025,6m,1.2000000000000002,0.9,1.3,816.0,672.0,0.025,2m,1.1,1.1,1.1,808.0,,,,,,,,824.0,0.05,5m,1.1,1.5,1.7000000000000002,864.0,,,,,,,,640.0,0.05,5m,0.9,1.1,1.2000000000000002,696.0,248.0,0.025,10m,1.1,1.0,1.6,232.0,864.0,0.05,7m,1.3,0.8,1.5,504.0,512.0,0.025,2m,0.9,1.1,1.5,352.0,632,0.05,9m,1.0,1.1,1.9000000000000001,184,0.25,8,COMPLETE
64,64,-2.964773653925719,2025-06-16 00:25:06.813038,2025-06-16 00:25:11.168137,0 days 00:00:04.355099,,,,,,,,480.0,0.025,3m,1.2000000000000002,1.4,1.2000000000000002,568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0,0.05,3m,1.3,1.4,1.9000000000000001,24.0,696.0,0.05,7m,1.2000000000000002,1.0,1.4000000000000001,992.0,456.0,0.025,7m,1.0,1.2000000000000002,1.6,640.0,472,0.05,8m,1.1,1.3,1.8000000000000003,128,0.3,5,COMPLETE
65,65,-0.9275928429689375,2025-06-16 00:25:11.235627,2025-06-16 00:25:16.250120,0 days 00:00:05.014493,,,,,,,,568.0,0.025,4m,0.7,0.9,1.8000000000000003,672.0,,,,,,,,464.0,0.05,4m,1.4,1.1,1.9000000000000001,728.0,,,,,,,,,,,,,,,80.0,0.025,4m,1.5,0.8,1.4000000000000001,312.0,904.0,0.05,2m,1.1,1.3,1.9000000000000001,32.0,328.0,0.025,5m,1.1,1.0,1.4000000000000001,584.0,600,0.025,5m,0.6,1.1,1.9000000000000001,80,0.05,6,COMPLETE
66,66,0.48016135822182227,2025-06-16 00:25:16.318558,2025-06-16 00:25:18.305988,0 days 00:00:01.987430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,0.025,1m,1.3,1.3,1.7000000000000002,328.0,384,0.05,8m,0.7,1.2000000000000002,1.1,208,0.1,2,COMPLETE
67,67,0.9164918057291725,2025-06-16 00:25:18.376001,2025-06-16 00:25:22.807233,0 days 00:00:04.431232,,,,,,,,736.0,0.025,7m,1.0,1.2000000000000002,1.1,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.0,0.05,10m,1.0,0.6,1.9000000000000001,200.0,968.0,0.05,9m,1.0,1.2000000000000002,1.5,432.0,144.0,0.025,9m,0.9,1.2000000000000002,1.8000000000000003,784.0,528,0.025,7m,1.0,1.0,1.2000000000000002,272,0.15000000000000002,5,COMPLETE
68,68,0.9925703620094297,2025-06-16 00:25:22.863108,2025-06-16 00:25:25.588722,0 days 00:00:02.725614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,0.05,4m,1.3,1.1,1.6,896.0,584.0,0.025,10m,1.2000000000000002,1.4,1.5,528.0,432,0.05,3m,1.4,0.6,1.4000000000000001,152,0.2,3,COMPLETE
69,69,-1.818718132694866,2025-06-16 00:25:25.644139,2025-06-16 00:25:29.328537,0 days 00:00:03.684398,,,,,,,,640.0,0.05,8m,1.3,1.0,1.2000000000000002,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.0,0.05,3m,1.4,0.9,1.7000000000000002,368.0,408.0,0.025,6m,1.0,1.1,1.3,248.0,256,0.05,1m,0.8,1.4,2.0,48,0.1,4,COMPLETE
70,70,0.5684100424547293,2025-06-16 00:25:29.410689,2025-06-16 00:25:35.324970,0 days 00:00:05.914281,,,,,,,,480.0,0.025,5m,1.2000000000000002,0.6,1.3,536.0,,,,,,,,320.0,0.05,2m,1.2000000000000002,0.9,1.7000000000000002,208.0,,,,,,,,920.0,0.05,2m,1.2000000000000002,1.4,1.5,176.0,312.0,0.025,6m,1.4,1.5,1.3,112.0,584.0,0.025,8m,0.9,0.7,1.3,792.0,480.0,0.025,8m,1.4,0.7,1.5,408.0,160,0.025,10m,0.9,1.1,1.5,96,0.4,7,COMPLETE
71,71,-0.015479703167549541,2025-06-16 00:25:35.412163,2025-06-16 00:25:38.964651,0 days 00:00:03.552488,,,,,,,,608.0,0.025,5m,1.1,1.0,1.2000000000000002,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,0.05,7m,1.3,1.2000000000000002,1.4000000000000001,864.0,440.0,0.025,7m,1.1,1.0,1.4000000000000001,488.0,520,0.05,8m,1.2000000000000002,1.1,1.6,40,0.05,4,COMPLETE
72,72,0.615482826445909,2025-06-16 00:25:39.050390,2025-06-16 00:25:42.344779,0 days 00:00:03.294389,,,,,,,,928.0,0.025,5m,1.1,1.1,1.1,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.0,0.05,7m,1.4,1.3,1.4000000000000001,928.0,368.0,0.025,7m,1.1,1.1,1.5,456.0,552,0.05,8m,1.2000000000000002,1.2000000000000002,1.5,120,0.05,4,COMPLETE
73,73,1.1604863301159043,2025-06-16 00:25:42.424275,2025-06-16 00:25:46.842225,0 days 00:00:04.417950,,,,,,,,584.0,0.025,4m,1.0,1.0,1.2000000000000002,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.05,3m,1.3,1.1,2.0,520.0,1000.0,0.05,7m,1.2000000000000002,1.2000000000000002,1.5,960.0,304.0,0.025,7m,1.0,1.3,1.6,376.0,736,0.05,8m,1.1,1.2000000000000002,1.6,24,0.05,5,COMPLETE
74,74,0.15276640206345002,2025-06-16 00:25:46.926122,2025-06-16 00:25:51.379496,0 days 00:00:04.453374,,,,,,,,696.0,0.025,4m,1.0,0.9,1.2000000000000002,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.05,3m,1.3,1.1,2.0,792.0,992.0,0.05,7m,1.2000000000000002,1.2000000000000002,1.5,960.0,296.0,0.025,7m,1.0,1.3,1.6,384.0,744,0.05,8m,1.1,1.3,1.6,16,0.1,5,COMPLETE
75,75,-0.4838856902094926,2025-06-16 00:25:51.446525,2025-06-16 00:25:56.507063,0 days 00:00:05.060538,,,,,,,,760.0,0.025,4m,0.7,1.0,1.1,232.0,,,,,,,,152.0,0.025,7m,0.9,1.4,2.0,440.0,,,,,,,,,,,,,,,16.0,0.05,3m,1.2000000000000002,1.0,2.0,632.0,936.0,0.05,1m,1.2000000000000002,1.5,1.5,1024.0,560.0,0.025,3m,0.8,1.2000000000000002,1.7000000000000002,544.0,848,0.05,8m,1.0,1.2000000000000002,1.7000000000000002,144,0.05,6,COMPLETE
76,76,-2.4313327848397224,2025-06-16 00:25:56.585122,2025-06-16 00:26:01.738491,0 days 00:00:05.153369,,,,,,,,512.0,0.025,4m,0.5,1.3,1.2000000000000002,408.0,,,,,,,,544.0,0.05,7m,1.5,1.2000000000000002,1.6,592.0,,,,,,,,,,,,,,,200.0,0.05,3m,1.3,0.9,1.8000000000000003,528.0,520.0,0.05,7m,1.1,1.3,1.7000000000000002,560.0,256.0,0.025,5m,1.0,1.3,1.6,216.0,760,0.05,6m,1.1,1.3,1.4000000000000001,488,0.15000000000000002,6,COMPLETE
77,77,-1.9091777877353306,2025-06-16 00:26:01.807007,2025-06-16 00:26:06.104790,0 days 00:00:04.297783,,,,,,,,560.0,0.025,9m,1.3,1.2000000000000002,1.4000000000000001,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,0.05,4m,1.4,1.3,1.9000000000000001,16.0,1024.0,0.05,6m,1.2000000000000002,1.0,1.4000000000000001,856.0,184.0,0.025,7m,0.6,1.5,1.6,136.0,712,0.05,8m,1.2000000000000002,1.2000000000000002,1.7000000000000002,656,0.25,5,COMPLETE
78,78,0.029159956870060285,2025-06-16 00:26:06.162132,2025-06-16 00:26:10.354040,0 days 00:00:04.191908,,,,,,,,656.0,0.025,6m,0.9,0.9,1.5,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,0.05,8m,1.1,1.2000000000000002,2.0,824.0,112.0,0.05,5m,1.3,1.1,1.6,992.0,536.0,0.025,4m,0.9,1.3,1.4000000000000001,280.0,904,0.025,7m,1.3,1.0,1.1,88,0.3,5,COMPLETE
79,79,0.7986422069976093,2025-06-16 00:26:10.429050,2025-06-16 00:26:13.848551,0 days 00:00:03.419501,,,,,,,,1000.0,0.05,4m,0.8,1.1,1.3,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.0,0.05,2m,1.2000000000000002,1.4,1.3,480.0,328.0,0.05,5m,1.2000000000000002,1.2000000000000002,1.7000000000000002,664.0,656,0.05,8m,1.0,1.5,1.6,192,0.5,4,COMPLETE
80,80,-67.45650304782943,2025-06-16 00:26:13.937303,2025-06-16 00:26:17.347814,0 days 00:00:03.410511,,,,,,,,864.0,0.025,1m,0.6,1.4,1.1,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.0,0.05,7m,1.0,1.3,1.5,952.0,360.0,0.025,7m,1.5,1.1,1.9000000000000001,576.0,808,0.025,8m,1.1,1.1,1.3,48,0.05,4,COMPLETE
