,number,value,datetime_start,datetime_complete,duration,params_AEP_HON_beta_win,params_AEP_HON_stop_loss,params_AEP_HON_trade_freq,params_AEP_HON_z_entry,params_AEP_HON_z_exit,params_AEP_HON_z_stop_scaler,params_AEP_HON_z_win,params_ATVI_ROST_beta_win,params_ATVI_ROST_stop_loss,params_ATVI_ROST_trade_freq,params_ATVI_ROST_z_entry,params_ATVI_ROST_z_exit,params_ATVI_ROST_z_stop_scaler,params_ATVI_ROST_z_win,params_BIDU_SIRI_beta_win,params_BIDU_SIRI_stop_loss,params_BIDU_SIRI_trade_freq,params_BIDU_SIRI_z_entry,params_BIDU_SIRI_z_exit,params_BIDU_SIRI_z_stop_scaler,params_BIDU_SIRI_z_win,params_FOXA_MAR_beta_win,params_FOXA_MAR_stop_loss,params_FOXA_MAR_trade_freq,params_FOXA_MAR_z_entry,params_FOXA_MAR_z_exit,params_FOXA_MAR_z_stop_scaler,params_FOXA_MAR_z_win,params_FOX_MAR_beta_win,params_FOX_MAR_stop_loss,params_FOX_MAR_trade_freq,params_FOX_MAR_z_entry,params_FOX_MAR_z_exit,params_FOX_MAR_z_stop_scaler,params_FOX_MAR_z_win,params_GOOGL_VRTX_beta_win,params_GOOGL_VRTX_stop_loss,params_GOOGL_VRTX_trade_freq,params_GOOGL_VRTX_z_entry,params_GOOGL_VRTX_z_exit,params_GOOGL_VRTX_z_stop_scaler,params_GOOGL_VRTX_z_win,params_GOOG_VRTX_beta_win,params_GOOG_VRTX_stop_loss,params_GOOG_VRTX_trade_freq,params_GOOG_VRTX_z_entry,params_GOOG_VRTX_z_exit,params_GOOG_VRTX_z_stop_scaler,params_GOOG_VRTX_z_win,params_HON_JD_beta_win,params_HON_JD_stop_loss,params_HON_JD_trade_freq,params_HON_JD_z_entry,params_HON_JD_z_exit,params_HON_JD_z_stop_scaler,params_HON_JD_z_win,params_JD_MDLZ_beta_win,params_JD_MDLZ_stop_loss,params_JD_MDLZ_trade_freq,params_JD_MDLZ_z_entry,params_JD_MDLZ_z_exit,params_JD_MDLZ_z_stop_scaler,params_JD_MDLZ_z_win,params_KHC_ROST_beta_win,params_KHC_ROST_stop_loss,params_KHC_ROST_trade_freq,params_KHC_ROST_z_entry,params_KHC_ROST_z_exit,params_KHC_ROST_z_stop_scaler,params_KHC_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
113,113,0.2483162819476586,2025-06-15 23:11:08.986895,2025-06-15 23:11:12.928932,0 days 00:00:03.942037,968.0,0.025,8m,1.1,1.1,1.2000000000000002,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.05,9m,0.8,1.1,1.2000000000000002,376.0,864.0,0.025,2m,1.4,0.6,1.8000000000000003,872.0,288,0.05,2m,0.9,1.4,1.7000000000000002,400,,,,,,,,,,,,,,,0.4,4,COMPLETE
114,114,0.76769892201759,2025-06-15 23:11:12.997194,2025-06-15 23:11:16.281034,0 days 00:00:03.283840,1008.0,0.025,8m,1.1,1.3,1.2000000000000002,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,0.05,1m,1.3,0.7,1.9000000000000001,832.0,320,0.05,2m,0.8,0.8,1.7000000000000002,312,,,,,,,,,,,,,,,0.3,3,COMPLETE
115,115,-2.033558281887864,2025-06-15 23:11:16.377154,2025-06-15 23:11:21.664890,0 days 00:00:05.287736,912.0,0.025,8m,1.2000000000000002,1.1,1.3,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,0.05,9m,1.0,1.1,1.3,304.0,552.0,0.05,9m,1.5,0.5,1.7000000000000002,872.0,256,0.05,9m,1.0,1.5,1.7000000000000002,440,,,,,,,,112.0,0.05,10m,0.5,1.1,2.0,80.0,0.35000000000000003,5,COMPLETE
116,116,0.1431355328626622,2025-06-15 23:11:21.753526,2025-06-15 23:11:24.759352,0 days 00:00:03.005826,856.0,0.025,10m,1.2000000000000002,1.2000000000000002,1.2000000000000002,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,0.05,6m,1.4,0.6,1.8000000000000003,800.0,328,0.05,2m,0.9,1.4,1.6,512,,,,,,,,,,,,,,,0.2,3,COMPLETE
117,117,-0.1280683469719809,2025-06-15 23:11:24.850141,2025-06-15 23:11:29.060018,0 days 00:00:04.209877,824.0,0.025,2m,1.0,1.0,1.1,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,0.05,10m,1.1,0.9,1.1,520.0,664.0,0.05,9m,1.3,0.6,1.8000000000000003,912.0,216,0.05,5m,0.8,1.5,1.8000000000000003,536,,,,,,,,,,,,,,,0.3,4,COMPLETE
118,118,-5.277117665864899,2025-06-15 23:11:29.135643,2025-06-15 23:11:32.464054,0 days 00:00:03.328411,944.0,0.025,9m,1.1,1.2000000000000002,1.3,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.0,0.05,5m,1.2000000000000002,0.5,1.9000000000000001,736.0,248,0.05,1m,0.9,1.3,1.6,304,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
119,119,-6.841122722990743,2025-06-15 23:11:32.557557,2025-06-15 23:11:35.070791,0 days 00:00:02.513234,712.0,0.025,1m,1.1,1.3,1.2000000000000002,912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,0.05,2m,1.2000000000000002,1.5,1.7000000000000002,424,,,,,,,,,,,,,,,0.2,2,COMPLETE
120,120,-1.8639184419155603,2025-06-15 23:11:35.164797,2025-06-15 23:11:49.067825,0 days 00:00:13.903028,360.0,0.025,8m,1.2000000000000002,0.5,1.1,808.0,,,,,,,,,,,,,,,872.0,0.025,4m,1.4,0.6,1.2000000000000002,1024.0,,,,,,,,144.0,0.05,9m,0.9,0.9,1.3,456.0,904.0,0.025,1m,1.2000000000000002,0.7,1.7000000000000002,976.0,152,0.05,9m,0.7,1.4,1.7000000000000002,496,,,,,,,,552.0,0.05,4m,0.8,1.0,1.9000000000000001,288.0,0.4,6,COMPLETE
121,121,1.0149296595653434,2025-06-15 23:11:49.244280,2025-06-15 23:11:57.918598,0 days 00:00:08.674318,896.0,0.025,7m,1.5,1.2000000000000002,1.1,656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,0.05,9m,1.3,0.5,1.7000000000000002,944.0,192,0.025,4m,0.6,1.5,1.6,336,,,,,,,,,,,,,,,0.25,3,COMPLETE
122,122,-1.1011200000709769,2025-06-15 23:11:58.093425,2025-06-15 23:12:04.867221,0 days 00:00:06.773796,872.0,0.025,7m,1.3,1.1,1.1,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,0.05,9m,1.4,0.5,1.7000000000000002,1000.0,272,0.025,4m,0.6,1.5,1.6,288,,,,,,,,,,,,,,,0.25,3,COMPLETE
123,123,-1.4755441234434026,2025-06-15 23:12:05.018243,2025-06-15 23:12:10.543450,0 days 00:00:05.525207,776.0,0.025,7m,1.4,1.2000000000000002,1.9000000000000001,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.0,0.05,4m,0.8,1.0,1.2000000000000002,344.0,840.0,0.05,9m,1.3,0.6,1.6,848.0,168,0.025,4m,0.7,1.5,1.6,360,,,,,,,,,,,,,,,0.25,4,COMPLETE
124,124,1.7270091249840225,2025-06-15 23:12:10.642188,2025-06-15 23:12:13.741445,0 days 00:00:03.099257,808.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.1,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.0,0.05,9m,1.3,0.5,1.9000000000000001,984.0,216,0.025,8m,0.6,1.5,1.5,248,,,,,,,,,,,,,,,0.3,3,COMPLETE
125,125,-0.054295811072493795,2025-06-15 23:12:13.824982,2025-06-15 23:12:15.995542,0 days 00:00:02.170560,800.0,0.025,9m,1.2000000000000002,1.0,1.2000000000000002,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,0.025,8m,1.5,1.4,1.5,232,,,,,,,,,,,,,,,0.3,2,COMPLETE
126,126,-0.3443665804242514,2025-06-15 23:12:16.064842,2025-06-15 23:12:19.363379,0 days 00:00:03.298537,832.0,0.025,9m,1.1,1.3,1.1,952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.0,0.05,9m,1.2000000000000002,0.5,1.9000000000000001,888.0,360,0.025,8m,0.5,1.5,1.4000000000000001,112,,,,,,,,,,,,,,,0.3,3,COMPLETE
127,127,-1.2132201062835943,2025-06-15 23:12:19.435550,2025-06-15 23:12:23.573070,0 days 00:00:04.137520,808.0,0.025,9m,1.2000000000000002,1.1,1.3,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,0.05,7m,1.3,1.0,1.4000000000000001,608.0,944.0,0.05,3m,0.9,0.6,1.9000000000000001,928.0,248,0.05,8m,0.7,1.5,1.5,248,,,,,,,,,,,,,,,0.3,4,COMPLETE
128,128,1.1089131805318466,2025-06-15 23:12:23.665254,2025-06-15 23:12:26.824741,0 days 00:00:03.159487,856.0,0.025,4m,1.1,1.2000000000000002,1.3,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.0,0.05,9m,1.3,0.7,1.9000000000000001,952.0,312,0.05,8m,1.1,1.4,1.4000000000000001,480,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
129,129,-5.15449861125969,2025-06-15 23:12:26.911574,2025-06-15 23:12:31.959202,0 days 00:00:05.047628,928.0,0.025,9m,1.0,1.2000000000000002,1.2000000000000002,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0,0.05,3m,1.2000000000000002,1.1,1.5,432.0,872.0,0.05,1m,0.8,0.5,1.8000000000000003,984.0,336,0.025,10m,0.5,0.9,1.7000000000000002,176,,,,,,,,216.0,0.05,8m,0.6,1.4,2.0,136.0,0.2,5,COMPLETE
130,130,-1.0291291052640463,2025-06-15 23:12:32.033718,2025-06-15 23:12:35.208298,0 days 00:00:03.174580,512.0,0.025,6m,1.2000000000000002,1.0,1.1,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,0.05,9m,1.4,0.8,2.0,544.0,760,0.05,8m,0.6,1.5,1.7000000000000002,392,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
131,131,0.7251552575301289,2025-06-15 23:12:35.287726,2025-06-15 23:12:38.579081,0 days 00:00:03.291355,880.0,0.025,7m,1.3,1.2000000000000002,1.1,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.0,0.05,9m,1.3,0.5,1.8000000000000003,1024.0,208,0.025,4m,0.6,1.5,1.6,344,,,,,,,,,,,,,,,0.25,3,COMPLETE
132,132,1.1455242072809775,2025-06-15 23:12:38.675642,2025-06-15 23:12:41.664329,0 days 00:00:02.988687,976.0,0.025,3m,1.4,1.2000000000000002,1.1,784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,0.05,9m,1.3,0.5,1.7000000000000002,1000.0,232,0.025,4m,0.6,1.5,1.6,424,,,,,,,,,,,,,,,0.25,3,COMPLETE
133,133,-0.5933239584963341,2025-06-15 23:12:41.755849,2025-06-15 23:12:46.078644,0 days 00:00:04.322795,848.0,0.025,7m,1.2000000000000002,1.1,1.1,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.0,0.05,9m,0.5,1.1,1.7000000000000002,480.0,776.0,0.05,9m,1.3,0.5,1.9000000000000001,592.0,136,0.025,4m,0.6,1.5,1.5,352,,,,,,,,,,,,,,,0.2,4,COMPLETE
134,134,0.5129990817253042,2025-06-15 23:12:46.174009,2025-06-15 23:12:49.546112,0 days 00:00:03.372103,904.0,0.025,9m,1.1,1.3,1.4000000000000001,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.0,0.05,9m,1.4,0.6,1.8000000000000003,832.0,160,0.025,9m,0.7,1.5,1.6,320,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
135,135,-1.731176013256557,2025-06-15 23:12:49.634500,2025-06-15 23:12:52.888605,0 days 00:00:03.254105,760.0,0.025,7m,1.3,1.2000000000000002,1.2000000000000002,712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.0,0.05,4m,1.3,0.5,1.9000000000000001,880.0,272,0.025,8m,0.5,1.4,1.6,384,,,,,,,,,,,,,,,0.3,3,COMPLETE
136,136,0.13424619658325265,2025-06-15 23:12:52.982569,2025-06-15 23:12:56.195955,0 days 00:00:03.213386,624.0,0.025,7m,1.1,1.2000000000000002,1.1,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.0,0.05,8m,1.2000000000000002,0.6,2.0,968.0,176,0.025,2m,0.6,1.5,1.7000000000000002,464,,,,,,,,,,,,,,,0.2,3,COMPLETE
137,137,1.9060299568526737,2025-06-15 23:12:56.281974,2025-06-15 23:12:58.518857,0 days 00:00:02.236883,576.0,0.025,9m,1.2000000000000002,1.1,1.3,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,0.05,4m,0.6,1.4,1.6,576,,,,,,,,,,,,,,,0.25,2,COMPLETE
138,138,0.3007706339573899,2025-06-15 23:12:58.589421,2025-06-15 23:13:01.147479,0 days 00:00:02.558058,592.0,0.025,9m,1.2000000000000002,1.1,1.3,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,0.05,5m,0.8,1.3,1.8000000000000003,528,,,,,,,,,,,,,,,0.2,2,COMPLETE
139,139,-5.963667215890172,2025-06-15 23:13:01.241612,2025-06-15 23:13:08.076765,0 days 00:00:06.835153,576.0,0.05,9m,1.1,1.1,1.3,840.0,,,,,,,,,,,,,,,864.0,0.025,9m,1.4,1.4,2.0,920.0,,,,,,,,488.0,0.05,6m,0.8,1.2000000000000002,1.1,384.0,696.0,0.05,2m,1.1,0.7,1.9000000000000001,456.0,544,0.05,3m,0.7,1.4,1.5,568,,,,,,,,32.0,0.05,1m,0.8,1.1,1.8000000000000003,896.0,0.25,6,COMPLETE
140,140,0.8384568160618211,2025-06-15 23:13:08.165923,2025-06-15 23:13:09.436455,0 days 00:00:01.270532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,0.05,4m,0.6,0.7,1.7000000000000002,592,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
141,141,-1.227722703029922,2025-06-15 23:13:09.519374,2025-06-15 23:13:11.886691,0 days 00:00:02.367317,536.0,0.025,9m,1.2000000000000002,1.1,1.3,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,0.05,4m,0.6,1.4,1.6,280,,,,,,,,,,,,,,,0.25,2,COMPLETE
142,142,-19.1915264930153,2025-06-15 23:13:11.959645,2025-06-15 23:13:16.306663,0 days 00:00:04.347018,464.0,0.025,9m,1.3,1.2000000000000002,1.2000000000000002,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0,0.05,1m,0.8,1.3,1.2000000000000002,672.0,808.0,0.05,9m,1.2000000000000002,0.5,1.4000000000000001,984.0,192,0.05,4m,0.6,1.1,1.6,600,,,,,,,,,,,,,,,0.25,4,COMPLETE
143,143,0.7517936610316545,2025-06-15 23:13:16.434698,2025-06-15 23:13:19.928630,0 days 00:00:03.493932,680.0,0.025,8m,1.2000000000000002,1.2000000000000002,1.3,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,0.05,6m,1.3,0.6,1.6,616.0,128,0.05,4m,0.6,1.5,1.6,992,,,,,,,,,,,,,,,0.3,3,COMPLETE
144,144,0.4923714845836504,2025-06-15 23:13:20.020377,2025-06-15 23:13:23.520614,0 days 00:00:03.500237,792.0,0.025,7m,1.1,1.1,1.1,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,0.05,9m,1.4,0.8,1.8000000000000003,912.0,264,0.05,4m,0.5,0.5,1.5,704,,,,,,,,,,,,,,,0.25,3,COMPLETE
145,145,-0.5716153136994045,2025-06-15 23:13:23.621135,2025-06-15 23:13:25.812766,0 days 00:00:02.191631,952.0,0.025,2m,1.2000000000000002,1.3,1.4000000000000001,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,0.025,8m,0.7,1.3,1.6,656,,,,,,,,,,,,,,,0.2,2,COMPLETE
146,146,0.5196358595248849,2025-06-15 23:13:25.896027,2025-06-15 23:13:30.282081,0 days 00:00:04.386054,648.0,0.025,10m,1.2000000000000002,1.1,1.2000000000000002,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.0,0.025,8m,1.0,0.9,1.4000000000000001,496.0,416.0,0.05,9m,1.5,0.7,1.7000000000000002,936.0,216,0.05,4m,0.7,1.5,1.7000000000000002,552,,,,,,,,,,,,,,,0.25,4,COMPLETE
147,147,-1.186667039607218,2025-06-15 23:13:30.349791,2025-06-15 23:13:35.916647,0 days 00:00:05.566856,736.0,0.025,7m,1.4,1.4,1.1,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.05,2m,0.7,1.0,1.7000000000000002,72.0,784.0,0.05,1m,1.3,0.5,2.0,1008.0,296,0.05,2m,0.6,1.4,1.7000000000000002,368,,,,,,,,376.0,0.05,5m,0.5,0.9,1.4000000000000001,248.0,0.2,5,COMPLETE
148,148,0.4407649293110815,2025-06-15 23:13:36.003830,2025-06-15 23:13:39.398773,0 days 00:00:03.394943,872.0,0.05,9m,1.0,1.2000000000000002,1.3,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.0,0.05,9m,0.9,0.5,1.8000000000000003,960.0,232,0.025,6m,0.5,1.5,1.6,440,,,,,,,,,,,,,,,0.25,3,COMPLETE
149,149,0.6034977717397763,2025-06-15 23:13:39.480526,2025-06-15 23:13:41.726599,0 days 00:00:02.246073,1000.0,0.025,7m,1.1,1.2000000000000002,1.2000000000000002,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,0.05,4m,0.6,1.5,1.8000000000000003,296,,,,,,,,,,,,,,,0.3,2,COMPLETE
