,number,value,datetime_start,datetime_complete,duration,params_AAPL_BIDU_beta_win,params_AAPL_BIDU_stop_loss,params_AAPL_BIDU_trade_freq,params_AAPL_BIDU_z_entry,params_AAPL_BIDU_z_exit,params_AAPL_BIDU_z_stop_scaler,params_AAPL_BIDU_z_win,params_ALGN_KDP_beta_win,params_ALGN_KDP_stop_loss,params_ALGN_KDP_trade_freq,params_ALGN_KDP_z_entry,params_ALGN_KDP_z_exit,params_ALGN_KDP_z_stop_scaler,params_ALGN_KDP_z_win,params_AMD_ATVI_beta_win,params_AMD_ATVI_stop_loss,params_AMD_ATVI_trade_freq,params_AMD_ATVI_z_entry,params_AMD_ATVI_z_exit,params_AMD_ATVI_z_stop_scaler,params_AMD_ATVI_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_EBAY_TXN_beta_win,params_EBAY_TXN_stop_loss,params_EBAY_TXN_trade_freq,params_EBAY_TXN_z_entry,params_EBAY_TXN_z_exit,params_EBAY_TXN_z_stop_scaler,params_EBAY_TXN_z_win,params_FISV_INTC_beta_win,params_FISV_INTC_stop_loss,params_FISV_INTC_trade_freq,params_FISV_INTC_z_entry,params_FISV_INTC_z_exit,params_FISV_INTC_z_stop_scaler,params_FISV_INTC_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_NFLX_TXN_beta_win,params_NFLX_TXN_stop_loss,params_NFLX_TXN_trade_freq,params_NFLX_TXN_z_entry,params_NFLX_TXN_z_exit,params_NFLX_TXN_z_stop_scaler,params_NFLX_TXN_z_win,params_SBUX_KDP_beta_win,params_SBUX_KDP_stop_loss,params_SBUX_KDP_trade_freq,params_SBUX_KDP_z_entry,params_SBUX_KDP_z_exit,params_SBUX_KDP_z_stop_scaler,params_SBUX_KDP_z_win,params_ZS_ADI_beta_win,params_ZS_ADI_stop_loss,params_ZS_ADI_trade_freq,params_ZS_ADI_z_entry,params_ZS_ADI_z_exit,params_ZS_ADI_z_stop_scaler,params_ZS_ADI_z_win,params_buffer_capital,params_pairs_to_trade,state
40,40,0.009022590299810994,2025-06-15 23:15:47.610163,2025-06-15 23:15:55.081137,0 days 00:00:07.470974,920.0,0.05,10m,1.3,1.3,1.9000000000000001,400.0,,,,,,,,856.0,0.025,7m,0.5,0.7,1.5,680.0,312.0,0.05,3m,1.2000000000000002,1.2000000000000002,1.8000000000000003,440.0,,,,,,,,,,,,,,,336,0.025,9m,1.4,1.0,1.5,336,704.0,0.05,5m,1.4,0.8,1.3,312.0,,,,,,,,,,,,,,,0.4,5,COMPLETE
41,41,0.22395230222923115,2025-06-15 23:15:55.157405,2025-06-15 23:16:01.882669,0 days 00:00:06.725264,576.0,0.05,5m,0.7,0.9,1.6,184.0,,,,,,,,496.0,0.025,2m,0.8,1.0,1.6,888.0,104.0,0.025,3m,1.4,0.9,1.7000000000000002,232.0,400.0,0.025,4m,0.8,1.3,1.8000000000000003,256.0,,,,,,,,456,0.05,8m,1.5,0.9,1.3,200,936.0,0.05,5m,1.3,0.6,1.4000000000000001,112.0,,,,,,,,336.0,0.025,6m,1.1,0.5,1.4000000000000001,768.0,0.45,7,COMPLETE
42,42,-1.2063443228018798,2025-06-15 23:16:01.957187,2025-06-15 23:16:04.111292,0 days 00:00:02.154105,,,,,,,,,,,,,,,,,,,,,,136.0,0.025,9m,1.3,1.0,1.5,80.0,,,,,,,,,,,,,,,584,0.05,9m,1.2000000000000002,0.8,1.7000000000000002,72,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
43,43,1.640968770693076,2025-06-15 23:16:04.188492,2025-06-15 23:16:08.181297,0 days 00:00:03.992805,,,,,,,,,,,,,,,944.0,0.025,6m,1.2000000000000002,1.4,1.4000000000000001,384.0,32.0,0.025,7m,1.4,0.9,1.4000000000000001,48.0,,,,,,,,,,,,,,,800,0.05,5m,0.5,0.9,1.4000000000000001,120,632.0,0.05,5m,1.1,0.7,1.7000000000000002,552.0,,,,,,,,,,,,,,,0.4,4,COMPLETE
44,44,-1.631543426170109,2025-06-15 23:16:08.247958,2025-06-15 23:16:11.480022,0 days 00:00:03.232064,,,,,,,,,,,,,,,,,,,,,,192.0,0.025,3m,1.5,0.8,1.3,16.0,,,,,,,,,,,,,,,544,0.05,2m,1.3,0.8,1.5,248,480.0,0.05,9m,1.5,0.9,1.5,424.0,,,,,,,,,,,,,,,0.25,3,COMPLETE
45,45,-3.952470724252373,2025-06-15 23:16:11.553443,2025-06-15 23:16:30.256888,0 days 00:00:18.703445,808.0,0.05,10m,1.0,1.1,1.3,688.0,,,,,,,,776.0,0.025,1m,1.1,1.1,1.1,696.0,112.0,0.025,8m,0.5,0.7,1.6,128.0,16.0,0.05,2m,1.5,0.5,1.4000000000000001,576.0,,,,,,,,200,0.05,4m,0.8,1.1,1.2000000000000002,832,800.0,0.05,6m,1.3,0.5,1.2000000000000002,296.0,,,,,,,,792.0,0.05,3m,0.5,0.8,2.0,32.0,0.5,7,COMPLETE
46,46,1.758467099940515,2025-06-15 23:16:30.402097,2025-06-15 23:16:40.353487,0 days 00:00:09.951390,,,,,,,,,,,,,,,712.0,0.05,5m,0.9,0.8,1.3,872.0,432.0,0.05,4m,1.4,1.1,2.0,192.0,,,,,,,,,,,,,,,624,0.05,9m,0.6,1.0,1.6,104,752.0,0.05,3m,0.8,1.1,1.6,208.0,,,,,,,,,,,,,,,0.4,4,COMPLETE
47,47,2.6051645165325996,2025-06-15 23:16:40.526931,2025-06-15 23:16:47.920215,0 days 00:00:07.393284,472.0,0.05,9m,1.4,1.4,1.8000000000000003,424.0,,,,,,,,672.0,0.05,5m,0.9,0.8,1.3,904.0,448.0,0.05,2m,1.3,1.1,2.0,224.0,832.0,0.025,10m,1.2000000000000002,0.8,1.3,984.0,,,,,,,,784,0.05,9m,0.7,1.0,1.6,112,776.0,0.05,3m,0.8,1.1,1.6,192.0,,,,,,,,,,,,,,,0.3,6,COMPLETE
48,48,1.8739587176042765,2025-06-15 23:16:47.969683,2025-06-15 23:16:53.585958,0 days 00:00:05.616275,472.0,0.025,9m,1.4,1.5,1.9000000000000001,416.0,,,,,,,,712.0,0.05,5m,0.9,0.8,1.3,912.0,448.0,0.05,4m,1.2000000000000002,1.1,2.0,296.0,824.0,0.025,10m,1.2000000000000002,0.8,1.3,1000.0,,,,,,,,784,0.05,9m,0.7,1.2000000000000002,1.9000000000000001,560,760.0,0.05,3m,0.8,1.1,1.6,360.0,,,,,,,,,,,,,,,0.3,6,COMPLETE
49,49,1.3205662865505674,2025-06-15 23:16:53.629889,2025-06-15 23:16:58.939064,0 days 00:00:05.309175,448.0,0.025,9m,1.4,1.5,1.9000000000000001,440.0,,,,,,,,600.0,0.05,5m,0.9,0.7,1.3,920.0,504.0,0.05,4m,1.1,1.2000000000000002,1.9000000000000001,560.0,800.0,0.025,10m,1.2000000000000002,0.8,1.3,1008.0,,,,,,,,776,0.05,10m,1.0,1.2000000000000002,1.9000000000000001,560,552.0,0.05,3m,0.8,1.2000000000000002,1.8000000000000003,320.0,,,,,,,,,,,,,,,0.25,6,COMPLETE
50,50,-1.8842818934532162,2025-06-15 23:16:59.013513,2025-06-15 23:17:04.848719,0 days 00:00:05.835206,216.0,0.025,9m,1.4,1.4,2.0,648.0,,,,,,,,432.0,0.05,5m,0.7,0.8,1.1,944.0,600.0,0.05,2m,1.2000000000000002,1.3,1.9000000000000001,328.0,1024.0,0.025,10m,1.2000000000000002,0.7,1.3,848.0,,,,,,,,968,0.05,9m,0.7,1.1,2.0,672,648.0,0.05,3m,0.6,1.2000000000000002,1.7000000000000002,368.0,,,,,,,,,,,,,,,0.3,6,COMPLETE
51,51,3.8754273127944976,2025-06-15 23:17:04.919372,2025-06-15 23:17:12.246869,0 days 00:00:07.327497,432.0,0.025,9m,1.1,1.4,1.8000000000000003,496.0,,,,,,,,696.0,0.05,5m,0.9,0.8,1.3,840.0,432.0,0.05,4m,1.3,1.1,2.0,288.0,808.0,0.025,10m,1.1,0.9,1.2000000000000002,904.0,104.0,0.05,4m,1.1,1.1,1.5,976.0,832,0.05,9m,0.6,1.3,1.8000000000000003,600,744.0,0.05,3m,0.8,1.1,1.6,232.0,,,,,,,,696.0,0.025,1m,1.3,0.7,1.6,304.0,0.3,8,COMPLETE
52,52,-1.2877420304935159,2025-06-15 23:17:12.315816,2025-06-15 23:17:19.744093,0 days 00:00:07.428277,488.0,0.025,9m,1.1,1.4,1.8000000000000003,512.0,,,,,,,,544.0,0.05,5m,1.1,0.9,1.3,792.0,376.0,0.05,4m,1.2000000000000002,1.1,2.0,288.0,840.0,0.025,10m,1.1,0.9,1.2000000000000002,904.0,16.0,0.05,4m,1.0,1.1,1.5,952.0,816,0.05,9m,0.7,1.3,1.9000000000000001,504,928.0,0.05,3m,0.8,1.0,1.6,256.0,,,,,,,,696.0,0.025,1m,1.3,0.7,1.6,304.0,0.3,8,COMPLETE
53,53,2.4088133934599494,2025-06-15 23:17:19.830290,2025-06-15 23:17:29.415403,0 days 00:00:09.585113,376.0,0.025,9m,1.4,1.4,1.8000000000000003,496.0,1016.0,0.025,10m,1.5,1.5,1.1,40.0,720.0,0.05,5m,0.9,0.6,1.2000000000000002,976.0,544.0,0.05,4m,1.3,1.2000000000000002,2.0,464.0,688.0,0.025,10m,1.3,0.7,1.4000000000000001,1024.0,272.0,0.05,4m,1.2000000000000002,1.1,1.6,632.0,896,0.05,9m,0.8,1.4,1.8000000000000003,608,792.0,0.05,3m,0.6,1.1,1.6,360.0,16.0,0.05,9m,1.5,1.5,1.2000000000000002,24.0,1008.0,0.025,8m,1.2000000000000002,0.7,1.8000000000000003,304.0,0.25,10,COMPLETE
54,54,1.152717900626489,2025-06-15 23:17:29.497940,2025-06-15 23:17:39.736517,0 days 00:00:10.238577,184.0,0.025,9m,1.3,1.2000000000000002,1.8000000000000003,768.0,856.0,0.025,10m,1.5,1.5,1.1,32.0,768.0,0.05,5m,1.0,0.6,1.2000000000000002,1024.0,912.0,0.05,2m,1.3,1.2000000000000002,1.9000000000000001,464.0,592.0,0.025,3m,1.4,0.7,1.5,696.0,264.0,0.05,4m,1.2000000000000002,1.1,1.6,664.0,880,0.05,9m,0.9,1.5,1.8000000000000003,752,800.0,0.05,3m,0.6,1.4,1.5,440.0,48.0,0.05,9m,1.5,1.5,1.1,88.0,992.0,0.025,8m,1.2000000000000002,0.7,1.8000000000000003,296.0,0.25,10,COMPLETE
55,55,-2.854977732771515,2025-06-15 23:17:39.816477,2025-06-15 23:17:48.685377,0 days 00:00:08.868900,392.0,0.025,9m,1.5,1.4,1.6,520.0,632.0,0.025,10m,1.2000000000000002,1.1,1.4000000000000001,56.0,544.0,0.05,10m,0.7,0.6,1.1,792.0,752.0,0.05,4m,1.3,1.4,1.9000000000000001,536.0,704.0,0.025,10m,0.9,0.6,1.4000000000000001,840.0,232.0,0.05,6m,1.2000000000000002,1.2000000000000002,1.4000000000000001,768.0,968,0.05,7m,0.8,1.4,1.8000000000000003,608,696.0,0.05,3m,0.6,1.1,1.9000000000000001,72.0,,,,,,,,680.0,0.025,8m,0.9,0.7,1.7000000000000002,408.0,0.15000000000000002,9,COMPLETE
56,56,-12.661389584510799,2025-06-15 23:17:48.736019,2025-06-15 23:17:57.745868,0 days 00:00:09.009849,544.0,0.025,3m,1.3,1.1,1.8000000000000003,336.0,16.0,0.025,3m,1.0,1.2000000000000002,1.6,808.0,664.0,0.05,3m,0.6,0.6,1.5,848.0,544.0,0.05,2m,1.4,1.3,2.0,616.0,504.0,0.025,10m,1.1,1.0,1.2000000000000002,928.0,752.0,0.05,1m,1.2000000000000002,0.9,1.8000000000000003,416.0,920,0.05,1m,0.6,1.4,1.8000000000000003,408,608.0,0.05,10m,0.7,1.2000000000000002,1.7000000000000002,192.0,,,,,,,,872.0,0.025,1m,1.3,0.6,1.4000000000000001,176.0,0.2,9,COMPLETE
57,57,2.754339516639744,2025-06-15 23:17:57.828383,2025-06-15 23:18:06.215884,0 days 00:00:08.387501,160.0,0.025,2m,1.1,1.4,1.5,472.0,,,,,,,,872.0,0.05,5m,1.0,0.7,1.2000000000000002,952.0,1008.0,0.05,9m,1.3,1.2000000000000002,1.8000000000000003,688.0,880.0,0.025,10m,1.3,0.9,1.4000000000000001,608.0,248.0,0.05,3m,0.8,1.3,1.3,1024.0,736,0.05,3m,1.0,1.5,1.7000000000000002,784,816.0,0.05,7m,0.9,1.0,1.8000000000000003,632.0,,,,,,,,632.0,0.025,4m,0.9,0.9,1.8000000000000003,456.0,0.25,8,COMPLETE
58,58,-3.707484097592258,2025-06-15 23:18:06.283394,2025-06-15 23:18:14.113539,0 days 00:00:07.830145,136.0,0.025,2m,0.9,1.3,1.5,160.0,,,,,,,,896.0,0.05,1m,1.3,0.9,1.1,632.0,1008.0,0.05,9m,1.1,1.3,1.8000000000000003,896.0,912.0,0.025,7m,1.1,1.2000000000000002,1.2000000000000002,592.0,152.0,0.05,3m,0.8,1.3,1.3,1016.0,712,0.05,3m,1.0,1.3,1.7000000000000002,736,504.0,0.05,7m,0.9,0.9,1.8000000000000003,744.0,,,,,,,,624.0,0.025,4m,1.0,1.1,1.5,712.0,0.35000000000000003,8,COMPLETE
59,59,0.210817705101189,2025-06-15 23:18:14.238546,2025-06-15 23:18:21.248181,0 days 00:00:07.009635,104.0,0.05,2m,1.1,1.1,1.5,592.0,,,,,,,,848.0,0.05,5m,1.1,0.7,1.4000000000000001,536.0,888.0,0.05,9m,0.9,1.0,1.8000000000000003,720.0,1016.0,0.025,5m,1.4,0.9,1.6,448.0,,,,,,,,824,0.05,3m,1.1,1.0,1.7000000000000002,808,928.0,0.025,8m,1.0,1.0,1.9000000000000001,664.0,,,,,,,,360.0,0.025,4m,0.8,0.9,1.9000000000000001,448.0,0.3,7,COMPLETE
60,60,-2.1177192933013274,2025-06-15 23:18:21.315866,2025-06-15 23:18:28.532480,0 days 00:00:07.216614,328.0,0.025,7m,1.0,1.4,1.3,744.0,,,,,,,,808.0,0.05,5m,1.0,0.5,1.5,448.0,960.0,0.05,9m,1.5,1.5,1.2000000000000002,392.0,864.0,0.025,6m,1.0,1.1,1.1,760.0,,,,,,,,752,0.05,3m,0.6,1.5,1.6,888,688.0,0.05,7m,1.1,1.4,1.8000000000000003,608.0,,,,,,,,392.0,0.05,4m,0.9,0.9,1.7000000000000002,664.0,0.2,7,COMPLETE
61,61,4.04366544712091,2025-06-15 23:18:28.615121,2025-06-15 23:18:36.765160,0 days 00:00:08.150039,352.0,0.025,1m,1.1,1.4,1.6,480.0,680.0,0.05,5m,0.5,0.8,1.1,256.0,672.0,0.05,5m,0.9,0.7,1.2000000000000002,976.0,784.0,0.05,10m,1.3,1.2000000000000002,2.0,952.0,736.0,0.025,10m,1.3,0.9,1.4000000000000001,1008.0,336.0,0.05,4m,0.8,1.0,1.7000000000000002,784.0,680,0.05,7m,0.8,1.4,1.7000000000000002,680,832.0,0.05,7m,0.7,1.1,1.6,264.0,,,,,,,,608.0,0.025,8m,1.2000000000000002,0.8,1.8000000000000003,184.0,0.25,9,COMPLETE
62,62,4.086041359366775,2025-06-15 23:18:36.859705,2025-06-15 23:18:45.240613,0 days 00:00:08.380908,248.0,0.025,1m,1.1,1.3,1.6,440.0,536.0,0.05,5m,0.5,0.8,1.8000000000000003,280.0,656.0,0.05,5m,0.9,0.8,1.2000000000000002,952.0,824.0,0.05,10m,0.6,1.2000000000000002,1.9000000000000001,960.0,752.0,0.025,10m,1.4,0.9,1.4000000000000001,896.0,392.0,0.05,3m,0.8,1.3,1.8000000000000003,832.0,704,0.05,7m,0.6,1.5,1.7000000000000002,664,968.0,0.05,7m,0.7,1.0,1.5,264.0,,,,,,,,592.0,0.025,1m,1.5,0.8,1.7000000000000002,192.0,0.25,9,COMPLETE
63,63,-1.829339368681304,2025-06-15 23:18:45.341380,2025-06-15 23:18:54.571231,0 days 00:00:09.229851,224.0,0.025,1m,1.1,1.3,1.6,456.0,544.0,0.05,5m,0.5,0.8,1.8000000000000003,288.0,656.0,0.05,5m,0.9,0.8,1.2000000000000002,952.0,840.0,0.05,10m,0.6,1.2000000000000002,1.9000000000000001,936.0,760.0,0.025,10m,1.4,0.9,1.4000000000000001,904.0,400.0,0.05,3m,0.8,1.3,1.8000000000000003,824.0,664,0.05,7m,0.7,1.5,1.7000000000000002,768,968.0,0.05,7m,0.7,1.0,1.5,272.0,,,,,,,,576.0,0.025,1m,1.4,0.8,1.7000000000000002,152.0,0.15000000000000002,9,COMPLETE
64,64,0.8406541127305391,2025-06-15 23:18:54.643747,2025-06-15 23:19:03.664182,0 days 00:00:09.020435,296.0,0.025,1m,1.1,1.4,1.5,344.0,712.0,0.05,5m,0.7,0.8,1.9000000000000001,280.0,576.0,0.05,5m,1.0,0.7,1.2000000000000002,840.0,760.0,0.05,10m,0.7,1.1,2.0,1024.0,888.0,0.025,10m,1.3,0.9,1.5,816.0,360.0,0.05,2m,0.8,1.0,1.8000000000000003,856.0,728,0.05,7m,0.8,1.5,1.7000000000000002,680,824.0,0.05,7m,0.8,1.2000000000000002,1.5,224.0,,,,,,,,728.0,0.025,1m,1.5,0.8,1.9000000000000001,168.0,0.25,9,COMPLETE
65,65,-2.02492849956337,2025-06-15 23:19:03.796784,2025-06-15 23:19:11.641770,0 days 00:00:07.844986,152.0,0.025,1m,0.9,1.5,1.6,568.0,,,,,,,,640.0,0.05,5m,0.8,0.9,1.3,992.0,624.0,0.05,10m,0.6,1.0,1.9000000000000001,832.0,784.0,0.025,10m,1.2000000000000002,0.8,1.3,960.0,584.0,0.05,3m,0.6,1.3,1.7000000000000002,1024.0,696,0.05,7m,1.0,1.4,1.6,712,872.0,0.05,7m,0.9,1.0,1.6,88.0,,,,,,,,584.0,0.025,1m,1.3,1.0,1.7000000000000002,424.0,0.2,8,COMPLETE
66,66,-0.3036809470510581,2025-06-15 23:19:11.756876,2025-06-15 23:19:19.697946,0 days 00:00:07.941070,392.0,0.025,1m,1.0,1.5,1.7000000000000002,464.0,,,,,,,,680.0,0.05,10m,1.0,0.7,1.2000000000000002,904.0,720.0,0.05,10m,1.0,1.2000000000000002,1.8000000000000003,776.0,624.0,0.025,10m,1.4,0.9,1.4000000000000001,640.0,184.0,0.05,4m,0.9,1.2000000000000002,1.4000000000000001,848.0,840,0.05,8m,0.6,1.3,1.6,656,744.0,0.05,7m,0.7,1.1,1.7000000000000002,168.0,,,,,,,,480.0,0.025,2m,1.4,0.6,1.5,224.0,0.25,8,COMPLETE
67,67,-0.49265732985870936,2025-06-15 23:19:19.766427,2025-06-15 23:19:29.051888,0 days 00:00:09.285461,248.0,0.025,5m,1.1,1.3,1.5,312.0,368.0,0.05,1m,0.8,0.5,1.4000000000000001,616.0,760.0,0.05,6m,0.9,0.8,1.1,800.0,472.0,0.05,1m,0.8,1.1,1.9000000000000001,976.0,736.0,0.025,2m,1.3,1.1,1.2000000000000002,896.0,536.0,0.05,3m,0.9,1.5,1.7000000000000002,744.0,752,0.05,3m,0.7,1.4,1.7000000000000002,568,960.0,0.05,6m,0.8,0.9,1.5,464.0,,,,,,,,664.0,0.025,7m,1.1,1.0,1.9000000000000001,88.0,0.1,9,COMPLETE
68,68,-0.11251906602666518,2025-06-15 23:19:29.131047,2025-06-15 23:19:38.861104,0 days 00:00:09.730057,88.0,0.025,6m,0.8,1.4,1.4000000000000001,640.0,360.0,0.05,5m,0.5,0.9,1.6,248.0,600.0,0.05,5m,1.1,0.9,1.3,1016.0,848.0,0.05,6m,1.2000000000000002,1.3,2.0,904.0,816.0,0.025,9m,1.2000000000000002,1.0,1.5,800.0,336.0,0.05,4m,0.7,1.0,1.4000000000000001,912.0,776,0.05,7m,0.9,1.5,1.8000000000000003,784,904.0,0.05,7m,0.9,1.3,1.4000000000000001,248.0,960.0,0.025,6m,0.8,0.5,2.0,1024.0,768.0,0.025,6m,1.2000000000000002,0.8,1.6,352.0,0.3,10,COMPLETE
69,69,-2.9879477851907366,2025-06-15 23:19:38.945587,2025-06-15 23:19:47.580351,0 days 00:00:08.634764,344.0,0.025,8m,1.0,1.5,1.7000000000000002,400.0,768.0,0.05,4m,0.7,0.6,1.8000000000000003,544.0,904.0,0.05,9m,1.0,0.7,1.2000000000000002,760.0,1024.0,0.05,10m,1.3,1.1,1.9000000000000001,688.0,952.0,0.025,4m,1.5,0.8,1.3,936.0,144.0,0.05,3m,1.0,1.2000000000000002,1.9000000000000001,1024.0,656,0.05,4m,0.6,1.5,1.7000000000000002,864,840.0,0.05,4m,0.7,1.1,1.7000000000000002,496.0,,,,,,,,552.0,0.025,3m,1.5,0.6,1.8000000000000003,120.0,0.2,9,COMPLETE
70,70,0.29317365908126786,2025-06-15 23:19:47.664282,2025-06-15 23:19:55.324217,0 days 00:00:07.659935,432.0,0.025,4m,0.9,1.2000000000000002,1.6,552.0,,,,,,,,368.0,0.05,2m,0.9,0.6,1.4000000000000001,872.0,640.0,0.05,9m,1.4,1.2000000000000002,1.7000000000000002,792.0,512.0,0.025,3m,1.1,1.0,1.4000000000000001,704.0,448.0,0.05,5m,0.9,0.9,1.5,768.0,696,0.05,2m,1.1,1.4,1.6,632,976.0,0.05,7m,0.7,0.9,1.5,48.0,,,,,,,,856.0,0.025,10m,1.0,0.9,1.7000000000000002,240.0,0.2,8,COMPLETE
71,71,-18.645798847196588,2025-06-15 23:19:55.420745,2025-06-15 23:20:04.197072,0 days 00:00:08.776327,296.0,0.05,7m,1.2000000000000002,0.8,1.3,472.0,432.0,0.05,6m,1.2000000000000002,1.0,1.3,416.0,504.0,0.05,5m,0.8,0.5,1.1,944.0,888.0,0.05,5m,1.3,1.3,2.0,960.0,880.0,0.025,8m,1.3,1.1,1.2000000000000002,864.0,616.0,0.025,6m,0.7,1.4,1.7000000000000002,920.0,608,0.05,7m,0.5,1.5,1.8000000000000003,464,1000.0,0.05,1m,0.5,1.0,1.6,392.0,,,,,,,,432.0,0.025,5m,1.4,0.8,1.9000000000000001,472.0,0.35000000000000003,9,COMPLETE
72,72,1.407511966761253,2025-06-15 23:20:04.270667,2025-06-15 23:20:10.770371,0 days 00:00:06.499704,536.0,0.025,1m,1.1,1.4,1.8000000000000003,288.0,,,,,,,,824.0,0.05,4m,0.7,0.8,1.2000000000000002,832.0,944.0,0.05,10m,1.3,1.2000000000000002,2.0,864.0,264.0,0.025,10m,1.4,0.9,1.5,232.0,,,,,,,,736,0.05,7m,0.5,0.8,2.0,720,832.0,0.05,10m,0.9,1.2000000000000002,1.6,280.0,,,,,,,,640.0,0.025,4m,0.9,1.0,1.6,360.0,0.25,7,COMPLETE
73,73,-0.3628758281297046,2025-06-15 23:20:10.864594,2025-06-15 23:20:19.862340,0 days 00:00:08.997746,408.0,0.025,3m,1.3,0.6,1.4000000000000001,368.0,592.0,0.05,8m,0.5,0.7,2.0,168.0,968.0,0.05,8m,0.8,1.1,1.3,976.0,928.0,0.05,2m,1.4,1.4,1.9000000000000001,984.0,640.0,0.025,9m,1.3,1.0,1.6,944.0,280.0,0.05,1m,1.1,1.1,1.3,712.0,712,0.05,5m,0.6,1.3,1.9000000000000001,296,720.0,0.05,7m,1.0,0.8,2.0,632.0,480.0,0.025,5m,1.1,1.0,1.5,584.0,736.0,0.025,9m,1.3,1.2000000000000002,1.5,192.0,0.3,10,COMPLETE
74,74,-16.309906625642395,2025-06-15 23:20:19.950084,2025-06-15 23:20:31.313874,0 days 00:00:11.363790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,0.05,1m,0.7,0.8,1.7000000000000002,520,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
75,75,-2.416224297314869,2025-06-15 23:20:31.401251,2025-06-15 23:20:38.670050,0 days 00:00:07.268799,328.0,0.05,2m,1.2000000000000002,1.2000000000000002,1.7000000000000002,616.0,,,,,,,,568.0,0.05,5m,1.0,0.7,1.2000000000000002,256.0,816.0,0.05,9m,1.2000000000000002,1.3,1.8000000000000003,872.0,968.0,0.025,1m,1.5,0.8,1.3,1024.0,88.0,0.05,2m,0.6,1.4,1.9000000000000001,848.0,576,0.05,7m,0.6,0.7,1.8000000000000003,40,1024.0,0.025,2m,0.8,1.3,1.8000000000000003,160.0,,,,,,,,600.0,0.025,8m,0.5,1.1,1.8000000000000003,368.0,0.25,8,COMPLETE
76,76,-1.5785706706999985,2025-06-15 23:20:38.751938,2025-06-15 23:20:40.616814,0 days 00:00:01.864876,,,,,,,,,,,,,,,,,,,,,,984.0,0.05,1m,1.4,1.3,1.7000000000000002,72.0,,,,,,,,,,,,,,,864,0.05,7m,0.7,1.5,1.7000000000000002,648,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
77,77,-9.880122417338427,2025-06-15 23:20:40.687935,2025-06-15 23:20:47.889723,0 days 00:00:07.201788,688.0,0.025,1m,0.8,1.3,1.2000000000000002,544.0,,,,,,,,688.0,0.05,3m,0.9,0.9,1.4000000000000001,928.0,400.0,0.05,10m,0.9,1.2000000000000002,1.3,936.0,704.0,0.05,8m,0.9,0.6,1.4000000000000001,776.0,312.0,0.05,9m,0.8,0.9,1.1,392.0,608,0.025,10m,0.6,0.9,1.8000000000000003,256,912.0,0.05,8m,0.6,1.1,1.4000000000000001,344.0,,,,,,,,264.0,0.025,1m,1.2000000000000002,0.7,1.6,488.0,0.25,8,COMPLETE
78,78,0.4837074887551565,2025-06-15 23:20:47.994772,2025-06-15 23:20:50.891005,0 days 00:00:02.896233,,,,,,,,,,,,,,,,,,,,,,280.0,0.05,8m,1.3,1.1,1.2000000000000002,576.0,,,,,,,,,,,,,,,680,0.05,3m,0.8,1.4,1.4000000000000001,696,600.0,0.05,4m,1.0,1.2000000000000002,1.3,576.0,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
79,79,0.9223924323115438,2025-06-15 23:20:50.977134,2025-06-15 23:20:52.099991,0 days 00:00:01.122857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,0.05,8m,0.5,0.6,1.6,160,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
80,80,-30.756607855110612,2025-06-15 23:20:52.190447,2025-06-15 23:21:00.271855,0 days 00:00:08.081408,488.0,0.025,4m,1.2000000000000002,1.5,2.0,400.0,856.0,0.05,5m,0.7,1.0,1.5,704.0,624.0,0.05,9m,1.2000000000000002,0.8,1.9000000000000001,96.0,712.0,0.05,7m,1.5,1.0,1.5,144.0,768.0,0.025,10m,1.2000000000000002,0.9,1.3,504.0,192.0,0.05,10m,0.9,1.2000000000000002,1.3,952.0,648,0.05,9m,1.0,1.0,1.5,208,856.0,0.05,7m,0.7,1.0,1.7000000000000002,528.0,,,,,,,,888.0,0.05,1m,0.8,0.9,1.2000000000000002,96.0,0.3,9,COMPLETE
