,number,value,datetime_start,datetime_complete,duration,params_AAPL_BIDU_beta_win,params_AAPL_BIDU_stop_loss,params_AAPL_BIDU_trade_freq,params_AAPL_BIDU_z_entry,params_AAPL_BIDU_z_exit,params_AAPL_BIDU_z_stop_scaler,params_AAPL_BIDU_z_win,params_ALGN_KDP_beta_win,params_ALGN_KDP_stop_loss,params_ALGN_KDP_trade_freq,params_ALGN_KDP_z_entry,params_ALGN_KDP_z_exit,params_ALGN_KDP_z_stop_scaler,params_ALGN_KDP_z_win,params_AMD_ATVI_beta_win,params_AMD_ATVI_stop_loss,params_AMD_ATVI_trade_freq,params_AMD_ATVI_z_entry,params_AMD_ATVI_z_exit,params_AMD_ATVI_z_stop_scaler,params_AMD_ATVI_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_EBAY_TXN_beta_win,params_EBAY_TXN_stop_loss,params_EBAY_TXN_trade_freq,params_EBAY_TXN_z_entry,params_EBAY_TXN_z_exit,params_EBAY_TXN_z_stop_scaler,params_EBAY_TXN_z_win,params_FISV_INTC_beta_win,params_FISV_INTC_stop_loss,params_FISV_INTC_trade_freq,params_FISV_INTC_z_entry,params_FISV_INTC_z_exit,params_FISV_INTC_z_stop_scaler,params_FISV_INTC_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_NFLX_TXN_beta_win,params_NFLX_TXN_stop_loss,params_NFLX_TXN_trade_freq,params_NFLX_TXN_z_entry,params_NFLX_TXN_z_exit,params_NFLX_TXN_z_stop_scaler,params_NFLX_TXN_z_win,params_SBUX_KDP_beta_win,params_SBUX_KDP_stop_loss,params_SBUX_KDP_trade_freq,params_SBUX_KDP_z_entry,params_SBUX_KDP_z_exit,params_SBUX_KDP_z_stop_scaler,params_SBUX_KDP_z_win,params_ZS_ADI_beta_win,params_ZS_ADI_stop_loss,params_ZS_ADI_trade_freq,params_ZS_ADI_z_entry,params_ZS_ADI_z_exit,params_ZS_ADI_z_stop_scaler,params_ZS_ADI_z_win,params_buffer_capital,params_pairs_to_trade,state
81,81,1.0610284905081786,2025-06-15 23:21:00.355127,2025-06-15 23:21:09.280383,0 days 00:00:08.925256,384.0,0.025,9m,1.3,1.4,1.8000000000000003,504.0,976.0,0.025,10m,1.2000000000000002,1.3,1.1,144.0,744.0,0.05,5m,0.9,0.6,1.3,976.0,560.0,0.05,4m,1.3,1.2000000000000002,2.0,496.0,696.0,0.025,10m,1.3,0.7,1.4000000000000001,984.0,264.0,0.05,4m,1.3,1.1,1.6,600.0,904,0.05,9m,0.8,1.4,1.8000000000000003,600,800.0,0.05,3m,0.6,1.1,1.6,336.0,24.0,0.05,9m,1.5,1.5,1.1,48.0,64.0,0.025,9m,1.2000000000000002,0.7,1.8000000000000003,272.0,0.25,10,COMPLETE
82,82,2.609335172674831,2025-06-15 23:21:09.341803,2025-06-15 23:21:18.233528,0 days 00:00:08.891725,272.0,0.025,6m,1.4,1.3,1.9000000000000001,488.0,256.0,0.025,5m,1.4,0.7,1.2000000000000002,168.0,784.0,0.05,5m,0.8,0.5,1.2000000000000002,1024.0,320.0,0.05,4m,1.4,1.3,2.0,104.0,840.0,0.025,10m,1.3,0.7,1.5,1024.0,344.0,0.05,4m,1.1,1.0,1.7000000000000002,680.0,840,0.05,9m,0.9,1.4,1.9000000000000001,584,776.0,0.05,3m,0.5,1.0,1.6,232.0,344.0,0.05,1m,1.2000000000000002,1.2000000000000002,1.4000000000000001,352.0,928.0,0.025,8m,1.1,0.6,1.8000000000000003,328.0,0.25,10,COMPLETE
83,83,1.5584349423348567,2025-06-15 23:21:18.322201,2025-06-15 23:21:27.336227,0 days 00:00:09.014026,176.0,0.025,6m,1.4,1.3,1.9000000000000001,448.0,240.0,0.025,5m,1.3,0.7,1.2000000000000002,192.0,816.0,0.05,5m,0.7,0.5,1.1,1024.0,320.0,0.05,6m,1.4,1.3,2.0,112.0,856.0,0.025,10m,1.4,0.8,1.5,968.0,448.0,0.05,4m,1.1,1.0,1.7000000000000002,800.0,816,0.05,9m,0.9,1.3,1.9000000000000001,576,728.0,0.05,9m,0.5,0.9,1.5,232.0,384.0,0.05,1m,1.1,1.1,1.5,440.0,512.0,0.025,8m,1.1,0.6,2.0,624.0,0.2,10,COMPLETE
84,84,-16.582513934338632,2025-06-15 23:21:27.400753,2025-06-15 23:21:31.993702,0 days 00:00:04.592949,264.0,0.025,6m,1.5,1.3,1.9000000000000001,696.0,,,,,,,,784.0,0.05,1m,0.8,1.0,1.2000000000000002,880.0,480.0,0.05,9m,1.5,1.3,1.9000000000000001,48.0,,,,,,,,,,,,,,,848,0.05,6m,0.9,1.4,2.0,536,688.0,0.05,1m,0.9,1.0,1.6,16.0,,,,,,,,,,,,,,,0.25,5,COMPLETE
85,85,0.5690384303053359,2025-06-15 23:21:32.066279,2025-06-15 23:21:45.179158,0 days 00:00:13.112879,224.0,0.05,6m,1.0,1.2000000000000002,1.7000000000000002,568.0,248.0,0.05,5m,1.0,0.7,1.2000000000000002,352.0,872.0,0.05,5m,0.8,0.5,1.3,904.0,424.0,0.05,3m,1.4,1.4,2.0,184.0,912.0,0.025,5m,1.3,0.6,1.6,872.0,448.0,0.05,7m,1.1,0.8,1.8000000000000003,536.0,792,0.05,9m,1.0,0.8,1.9000000000000001,88,776.0,0.05,3m,0.8,1.1,1.7000000000000002,720.0,296.0,0.05,1m,0.9,1.1,1.4000000000000001,384.0,928.0,0.025,8m,1.0,0.5,1.7000000000000002,240.0,0.5,10,COMPLETE
86,86,0.8619531511094417,2025-06-15 23:21:45.326977,2025-06-15 23:21:50.174135,0 days 00:00:04.847158,,,,,,,,,,,,,,,,,,,,,,248.0,0.05,4m,1.3,1.2000000000000002,1.9000000000000001,160.0,,,,,,,,,,,,,,,720,0.05,7m,1.1,1.5,1.9000000000000001,336,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
87,87,1.99278160597252,2025-06-15 23:21:50.307639,2025-06-15 23:22:08.593209,0 days 00:00:18.285570,104.0,0.025,2m,0.5,1.5,2.0,1024.0,656.0,0.025,5m,0.6,0.9,1.2000000000000002,144.0,112.0,0.05,6m,1.1,0.8,1.2000000000000002,960.0,360.0,0.05,2m,1.2000000000000002,1.1,2.0,104.0,800.0,0.025,10m,0.6,0.8,2.0,968.0,344.0,0.05,8m,1.0,1.3,1.5,704.0,16,0.05,9m,0.8,0.9,1.7000000000000002,632,824.0,0.05,3m,0.5,1.0,1.5,104.0,,,,,,,,792.0,0.025,7m,1.1,1.5,1.8000000000000003,920.0,0.25,9,COMPLETE
88,88,1.208412488865585,2025-06-15 23:22:08.693620,2025-06-15 23:22:15.424720,0 days 00:00:06.731100,48.0,0.025,8m,1.2000000000000002,1.0,1.6,232.0,,,,,,,,712.0,0.05,2m,1.0,0.7,1.1,744.0,384.0,0.05,7m,1.4,1.4,1.8000000000000003,248.0,960.0,0.05,7m,1.2000000000000002,0.9,1.5,1024.0,,,,,,,,672,0.05,4m,0.9,0.7,1.6,48,440.0,0.05,6m,0.7,0.8,1.4000000000000001,176.0,,,,,,,,536.0,0.05,8m,1.5,0.8,1.9000000000000001,544.0,0.3,7,COMPLETE
89,89,-6.58713778214771,2025-06-15 23:22:15.500704,2025-06-15 23:22:23.561478,0 days 00:00:08.060774,272.0,0.05,5m,1.5,1.4,1.9000000000000001,936.0,472.0,0.05,4m,0.8,0.6,1.5,368.0,624.0,0.05,4m,1.5,1.0,1.4000000000000001,824.0,984.0,0.05,5m,1.3,1.2000000000000002,1.9000000000000001,64.0,560.0,0.025,1m,1.2000000000000002,1.0,1.3,328.0,120.0,0.05,7m,1.5,1.0,1.9000000000000001,880.0,944,0.05,5m,0.7,1.1,1.8000000000000003,480,656.0,0.05,7m,0.8,0.9,1.7000000000000002,296.0,,,,,,,,264.0,0.025,10m,0.8,0.6,1.7000000000000002,344.0,0.45,9,COMPLETE
90,90,-0.09855741519016913,2025-06-15 23:22:23.643744,2025-06-15 23:22:31.252155,0 days 00:00:07.608411,336.0,0.025,1m,1.1,1.3,1.5,424.0,,,,,,,,912.0,0.05,8m,0.6,0.9,1.3,992.0,344.0,0.025,4m,1.1,1.3,1.2000000000000002,1024.0,840.0,0.025,6m,1.1,0.8,1.7000000000000002,920.0,16.0,0.025,3m,0.7,0.8,1.7000000000000002,952.0,120,0.05,2m,0.7,1.4,2.0,536,872.0,0.05,10m,0.6,1.1,1.1,144.0,,,,,,,,936.0,0.025,5m,1.0,0.9,1.6,400.0,0.25,8,COMPLETE
91,91,2.44855039034842,2025-06-15 23:22:31.338593,2025-06-15 23:22:40.789144,0 days 00:00:09.450551,440.0,0.025,9m,1.4,1.4,1.8000000000000003,512.0,72.0,0.025,3m,1.4,0.9,1.1,16.0,744.0,0.05,5m,0.9,0.6,1.2000000000000002,992.0,520.0,0.05,4m,1.4,1.2000000000000002,2.0,208.0,672.0,0.025,10m,1.3,0.7,1.4000000000000001,1024.0,224.0,0.05,4m,1.3,1.1,1.6,624.0,904,0.05,9m,0.8,1.4,1.8000000000000003,600,768.0,0.05,3m,0.6,1.1,1.6,392.0,232.0,0.05,8m,1.3,1.3,1.3,232.0,984.0,0.025,8m,1.2000000000000002,0.7,1.8000000000000003,304.0,0.25,10,COMPLETE
92,92,1.986168223937764,2025-06-15 23:22:40.889389,2025-06-15 23:22:50.316812,0 days 00:00:09.427423,448.0,0.025,9m,1.4,1.4,1.8000000000000003,488.0,16.0,0.025,3m,1.4,0.9,1.1,104.0,688.0,0.05,5m,0.9,0.6,1.2000000000000002,928.0,512.0,0.05,4m,1.4,1.2000000000000002,2.0,200.0,752.0,0.025,10m,1.4,0.7,1.4000000000000001,976.0,216.0,0.05,4m,1.4,0.9,1.6,576.0,872,0.05,9m,0.8,1.3,1.3,584,768.0,0.05,3m,0.5,1.0,1.6,384.0,264.0,0.05,8m,1.3,1.3,1.3,280.0,944.0,0.025,8m,1.3,0.8,1.8000000000000003,256.0,0.25,10,COMPLETE
93,93,0.44819477499412386,2025-06-15 23:22:50.385299,2025-06-15 23:22:59.634246,0 days 00:00:09.248947,496.0,0.025,9m,1.3,1.3,1.7000000000000002,352.0,128.0,0.025,3m,1.3,0.8,1.3,240.0,744.0,0.05,5m,0.9,0.5,1.1,1000.0,448.0,0.05,4m,1.5,1.1,2.0,136.0,736.0,0.025,10m,1.3,0.6,1.4000000000000001,888.0,384.0,0.05,4m,1.3,1.0,1.6,664.0,832,0.05,9m,1.0,1.5,1.9000000000000001,672,896.0,0.05,3m,0.6,1.2000000000000002,1.5,200.0,656.0,0.05,3m,1.2000000000000002,1.3,1.7000000000000002,648.0,1024.0,0.025,8m,1.2000000000000002,0.7,1.9000000000000001,320.0,0.3,10,COMPLETE
94,94,-2.643484894832452,2025-06-15 23:22:59.738705,2025-06-15 23:23:07.516321,0 days 00:00:07.777616,568.0,0.025,9m,1.5,1.4,1.9000000000000001,528.0,128.0,0.025,2m,1.1,0.9,1.2000000000000002,16.0,776.0,0.05,5m,0.8,0.7,1.2000000000000002,856.0,488.0,0.05,9m,1.4,1.3,2.0,264.0,808.0,0.025,10m,1.2000000000000002,0.7,1.3,1008.0,504.0,0.05,4m,1.3,1.2000000000000002,1.7000000000000002,448.0,768,0.05,9m,0.9,1.4,1.7000000000000002,144,288.0,0.05,3m,0.7,1.1,1.6,256.0,,,,,,,,840.0,0.025,2m,1.1,0.5,1.7000000000000002,200.0,0.25,9,COMPLETE
95,95,-0.1459036376477477,2025-06-15 23:23:07.605414,2025-06-15 23:23:09.635528,0 days 00:00:02.030114,,,,,,,,,,,,,,,,,,,,,,776.0,0.05,3m,1.3,1.2000000000000002,2.0,224.0,,,,,,,,,,,,,,,896,0.05,6m,0.8,1.5,1.8000000000000003,624,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
96,96,-0.06746616167306566,2025-06-15 23:23:09.705102,2025-06-15 23:23:18.373327,0 days 00:00:08.668225,432.0,0.025,6m,1.4,1.5,1.8000000000000003,600.0,328.0,0.025,7m,1.4,0.6,1.1,104.0,800.0,0.05,5m,1.0,0.6,1.2000000000000002,896.0,520.0,0.05,4m,1.4,1.0,1.9000000000000001,360.0,432.0,0.025,4m,1.3,0.8,1.1,832.0,320.0,0.05,9m,1.1,1.1,1.5,256.0,696,0.05,9m,0.5,1.3,1.9000000000000001,952,560.0,0.05,3m,0.5,1.0,1.6,312.0,248.0,0.05,7m,1.3,1.3,1.3,288.0,736.0,0.025,6m,1.2000000000000002,0.7,1.8000000000000003,56.0,0.5,10,COMPLETE
97,97,-0.35570096196655665,2025-06-15 23:23:18.477363,2025-06-15 23:23:27.588283,0 days 00:00:09.110920,368.0,0.025,2m,1.3,1.2000000000000002,1.4000000000000001,384.0,88.0,0.025,9m,0.6,1.1,1.2000000000000002,208.0,848.0,0.05,7m,0.9,0.7,1.3,952.0,424.0,0.025,10m,1.2000000000000002,1.1,1.4000000000000001,24.0,656.0,0.025,2m,1.0,1.4,1.5,944.0,64.0,0.05,4m,0.6,0.5,1.2000000000000002,712.0,536,0.05,7m,0.7,1.2000000000000002,1.7000000000000002,184,736.0,0.05,3m,0.7,1.2000000000000002,1.5,456.0,168.0,0.05,8m,1.3,1.0,1.7000000000000002,200.0,696.0,0.025,3m,1.4,0.6,2.0,504.0,0.25,10,COMPLETE
98,98,1.1969665416771993,2025-06-15 23:23:27.662258,2025-06-15 23:23:35.682499,0 days 00:00:08.020241,632.0,0.025,10m,1.2000000000000002,1.4,1.9000000000000001,440.0,280.0,0.05,6m,1.3,0.7,1.7000000000000002,288.0,720.0,0.05,10m,0.7,0.5,1.3,1024.0,456.0,0.05,8m,1.5,0.5,1.9000000000000001,96.0,912.0,0.025,10m,1.1,0.7,1.2000000000000002,664.0,224.0,0.025,5m,1.5,1.1,1.8000000000000003,968.0,1016,0.05,3m,0.6,1.4,1.8000000000000003,496,816.0,0.05,2m,0.6,1.1,1.8000000000000003,224.0,,,,,,,,640.0,0.025,8m,1.3,0.9,1.8000000000000003,304.0,0.3,9,COMPLETE
99,99,-15.818214550200366,2025-06-15 23:23:35.753257,2025-06-15 23:23:39.432811,0 days 00:00:03.679554,,,,,,,,,,,,,,,472.0,0.05,5m,0.8,0.6,1.1,920.0,888.0,0.05,7m,1.3,1.3,1.7000000000000002,960.0,,,,,,,,,,,,,,,792,0.05,1m,0.8,1.0,1.5,696,672.0,0.05,7m,0.8,1.0,1.4000000000000001,296.0,,,,,,,,,,,,,,,0.3,4,COMPLETE
100,100,0.385151573030396,2025-06-15 23:23:39.509671,2025-06-15 23:23:42.412253,0 days 00:00:02.902582,,,,,,,,,,,,,,,,,,,,,,584.0,0.025,2m,1.0,1.2000000000000002,1.3,912.0,,,,,,,,,,,,,,,744,0.05,10m,0.9,0.8,1.7000000000000002,392,624.0,0.05,9m,0.9,0.9,1.7000000000000002,408.0,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
101,101,1.2859299845847414,2025-06-15 23:23:42.492948,2025-06-15 23:23:51.784204,0 days 00:00:09.291256,360.0,0.025,9m,1.4,1.4,1.8000000000000003,504.0,560.0,0.025,8m,1.5,0.8,1.1,88.0,688.0,0.05,5m,0.9,0.6,1.2000000000000002,984.0,544.0,0.05,4m,1.3,1.2000000000000002,2.0,408.0,704.0,0.025,10m,1.4,0.7,1.4000000000000001,1024.0,280.0,0.05,4m,1.2000000000000002,1.1,1.6,624.0,984,0.05,9m,0.8,1.4,1.8000000000000003,616,784.0,0.05,3m,0.6,1.1,1.6,360.0,136.0,0.05,4m,1.5,1.4,1.3,136.0,1024.0,0.025,8m,1.2000000000000002,0.7,1.8000000000000003,288.0,0.25,10,COMPLETE
102,102,-2.226301315442744,2025-06-15 23:23:51.838702,2025-06-15 23:23:57.495552,0 days 00:00:05.656850,200.0,0.025,9m,0.6,1.5,1.7000000000000002,488.0,,,,,,,,736.0,0.05,5m,1.0,0.7,1.2000000000000002,952.0,960.0,0.05,4m,0.5,1.2000000000000002,2.0,624.0,672.0,0.025,10m,1.3,0.6,1.4000000000000001,1024.0,,,,,,,,944,0.05,9m,0.7,1.4,1.8000000000000003,656,712.0,0.05,3m,0.6,1.1,1.6,192.0,,,,,,,,,,,,,,,0.25,6,COMPLETE
103,103,-0.795076165650102,2025-06-15 23:23:57.577887,2025-06-15 23:24:07.424326,0 days 00:00:09.846439,304.0,0.025,9m,1.4,1.4,1.8000000000000003,416.0,880.0,0.025,1m,1.5,0.8,1.1,16.0,656.0,0.05,5m,0.9,0.6,1.2000000000000002,984.0,400.0,0.05,4m,0.8,1.1,2.0,320.0,584.0,0.025,10m,1.3,0.7,1.4000000000000001,976.0,392.0,0.05,4m,1.2000000000000002,1.2000000000000002,1.6,656.0,896,0.05,9m,1.2000000000000002,1.5,1.8000000000000003,600,792.0,0.05,3m,0.7,1.0,1.6,336.0,408.0,0.05,10m,1.4,1.2000000000000002,1.2000000000000002,248.0,912.0,0.025,8m,1.1,0.8,1.7000000000000002,144.0,0.25,10,COMPLETE
104,104,1.8102869898764853,2025-06-15 23:24:07.494626,2025-06-15 23:24:15.944293,0 days 00:00:08.449667,408.0,0.025,9m,1.5,1.3,1.8000000000000003,480.0,776.0,0.025,9m,1.4,1.1,1.2000000000000002,104.0,608.0,0.05,5m,1.0,0.8,1.7000000000000002,872.0,712.0,0.05,4m,1.3,1.3,2.0,40.0,776.0,0.025,10m,1.4,0.9,1.5,912.0,248.0,0.05,4m,1.3,1.1,1.5,576.0,824,0.05,9m,0.8,1.4,1.9000000000000001,584,944.0,0.05,3m,0.5,1.1,1.5,264.0,,,,,,,,992.0,0.025,4m,1.3,1.4,1.8000000000000003,384.0,0.2,9,COMPLETE
105,105,-9.30816871351598,2025-06-15 23:24:16.021195,2025-06-15 23:24:24.789513,0 days 00:00:08.768318,456.0,0.025,3m,1.1,1.4,1.6,568.0,424.0,0.025,3m,1.5,1.4,1.3,480.0,832.0,0.05,3m,0.9,0.5,1.1,936.0,656.0,0.05,9m,1.2000000000000002,1.2000000000000002,1.9000000000000001,440.0,848.0,0.025,3m,1.2000000000000002,0.5,1.3,992.0,168.0,0.05,8m,1.1,1.0,1.7000000000000002,504.0,864,0.05,7m,0.6,1.3,1.7000000000000002,760,856.0,0.05,8m,0.6,1.2000000000000002,1.7000000000000002,704.0,144.0,0.05,1m,1.2000000000000002,1.5,1.4000000000000001,32.0,960.0,0.025,1m,0.9,0.7,1.9000000000000001,208.0,0.3,10,COMPLETE
106,106,1.869281419390577,2025-06-15 23:24:24.888537,2025-06-15 23:24:42.520439,0 days 00:00:17.631902,512.0,0.025,7m,1.4,1.3,1.9000000000000001,520.0,192.0,0.025,10m,1.4,0.9,1.1,176.0,568.0,0.05,5m,0.8,0.7,1.3,1000.0,1008.0,0.05,10m,1.4,0.9,2.0,168.0,824.0,0.025,10m,1.5,0.8,1.4000000000000001,944.0,304.0,0.05,3m,1.2000000000000002,1.3,1.8000000000000003,784.0,632,0.05,9m,1.1,1.5,1.4000000000000001,448,768.0,0.05,7m,0.8,1.3,1.9000000000000001,784.0,,,,,,,,480.0,0.025,8m,1.2000000000000002,0.8,1.7000000000000002,424.0,0.25,9,COMPLETE
107,107,-0.621353597018371,2025-06-15 23:24:42.669086,2025-06-15 23:24:48.158859,0 days 00:00:05.489773,,,,,,,,,,,,,,,,,,,,,,824.0,0.05,3m,1.3,1.4,1.8000000000000003,264.0,,,,,,,,,,,,,,,712,0.05,6m,0.9,0.9,1.6,552,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
108,108,-0.4926170216800132,2025-06-15 23:24:48.322336,2025-06-15 23:24:59.911593,0 days 00:00:11.589257,240.0,0.025,1m,1.0,1.5,1.5,448.0,,,,,,,,760.0,0.05,5m,1.1,0.8,1.2000000000000002,808.0,864.0,0.05,1m,1.4,1.2000000000000002,2.0,1000.0,736.0,0.025,10m,1.2000000000000002,0.9,1.3,872.0,96.0,0.05,10m,0.8,1.5,1.4000000000000001,640.0,768,0.05,9m,0.7,0.8,1.8000000000000003,736,888.0,0.05,4m,0.7,1.0,1.7000000000000002,240.0,,,,,,,,816.0,0.025,4m,1.0,0.6,1.8000000000000003,312.0,0.25,8,COMPLETE
109,109,-5.941948554573156,2025-06-15 23:24:59.976565,2025-06-15 23:25:08.685414,0 days 00:00:08.708849,144.0,0.05,9m,1.3,1.1,1.7000000000000002,312.0,1016.0,0.05,5m,0.9,1.5,1.3,336.0,712.0,0.05,1m,0.9,0.6,1.3,896.0,304.0,0.025,4m,1.4,1.1,1.9000000000000001,656.0,616.0,0.025,10m,1.1,0.8,1.4000000000000001,984.0,416.0,0.05,4m,1.0,1.4,1.2000000000000002,736.0,736,0.025,3m,0.6,1.5,1.9000000000000001,96,752.0,0.05,3m,0.5,1.2000000000000002,1.5,128.0,336.0,0.05,8m,1.4,1.2000000000000002,1.2000000000000002,456.0,976.0,0.025,1m,0.7,0.5,1.9000000000000001,264.0,0.2,10,COMPLETE
110,110,0.6165962396536869,2025-06-15 23:25:08.767162,2025-06-15 23:25:15.197638,0 days 00:00:06.430476,320.0,0.025,9m,1.2000000000000002,1.4,2.0,384.0,,,,,,,,928.0,0.05,5m,0.8,0.7,1.6,656.0,56.0,0.05,6m,1.3,1.3,1.5,832.0,888.0,0.025,5m,1.4,0.7,1.2000000000000002,744.0,,,,,,,,840,0.05,7m,0.5,1.4,1.6,800,808.0,0.025,5m,0.6,1.1,1.6,432.0,,,,,,,,600.0,0.025,8m,1.1,0.7,1.6,448.0,0.1,7,COMPLETE
111,111,1.5587976375697485,2025-06-15 23:25:15.267413,2025-06-15 23:25:23.097264,0 days 00:00:07.829851,128.0,0.025,2m,0.7,1.5,2.0,952.0,664.0,0.025,5m,0.6,0.9,1.2000000000000002,152.0,640.0,0.05,6m,1.1,0.8,1.2000000000000002,968.0,360.0,0.05,2m,1.2000000000000002,1.1,2.0,112.0,808.0,0.025,10m,0.7,0.8,1.9000000000000001,952.0,352.0,0.05,8m,1.0,1.3,1.5,704.0,16,0.05,9m,0.8,0.9,1.7000000000000002,632,824.0,0.05,3m,0.5,1.0,1.5,64.0,,,,,,,,776.0,0.025,7m,1.1,1.4,1.8000000000000003,600.0,0.25,9,COMPLETE
112,112,-1.4648317692360533,2025-06-15 23:25:23.193110,2025-06-15 23:25:30.944946,0 days 00:00:07.751836,56.0,0.025,2m,0.5,1.5,2.0,840.0,680.0,0.025,5m,0.5,1.0,1.2000000000000002,72.0,200.0,0.05,6m,1.0,0.8,1.2000000000000002,960.0,384.0,0.05,2m,1.2000000000000002,1.0,2.0,216.0,792.0,0.025,10m,0.5,0.9,1.8000000000000003,984.0,352.0,0.05,8m,0.9,1.3,1.6,688.0,936,0.05,9m,0.8,0.9,1.7000000000000002,656,840.0,0.05,3m,0.5,1.0,1.6,280.0,,,,,,,,680.0,0.025,7m,0.6,1.5,1.8000000000000003,752.0,0.25,9,COMPLETE
113,113,1.6234493620218686,2025-06-15 23:25:31.016540,2025-06-15 23:25:39.082176,0 days 00:00:08.065636,192.0,0.025,2m,1.1,1.5,1.8000000000000003,56.0,608.0,0.025,5m,0.6,1.0,1.1,128.0,40.0,0.05,6m,1.1,0.9,1.2000000000000002,1024.0,336.0,0.05,2m,1.2000000000000002,1.1,2.0,80.0,720.0,0.025,10m,0.7,0.8,1.7000000000000002,144.0,224.0,0.05,8m,1.0,1.2000000000000002,1.5,984.0,96,0.05,9m,0.8,1.0,1.7000000000000002,680,744.0,0.05,3m,0.5,1.1,1.5,184.0,,,,,,,,888.0,0.025,7m,1.1,0.8,1.7000000000000002,328.0,0.25,9,COMPLETE
114,114,2.7653436576038906,2025-06-15 23:25:39.161240,2025-06-15 23:25:48.419059,0 days 00:00:09.257819,96.0,0.025,2m,0.6,1.4,1.9000000000000001,536.0,520.0,0.025,10m,0.5,0.8,1.4000000000000001,1024.0,120.0,0.05,9m,1.2000000000000002,0.8,1.1,936.0,440.0,0.05,2m,1.3,1.2000000000000002,2.0,56.0,784.0,0.025,9m,0.6,0.9,1.5,912.0,304.0,0.05,3m,1.4,1.3,1.7000000000000002,896.0,240,0.05,8m,1.0,0.8,1.7000000000000002,616,856.0,0.05,6m,0.7,0.9,1.5,104.0,576.0,0.025,9m,1.0,0.8,1.4000000000000001,168.0,816.0,0.025,7m,1.2000000000000002,0.9,1.7000000000000002,968.0,0.3,10,COMPLETE
115,115,-20.44622249801737,2025-06-15 23:25:48.488450,2025-06-15 23:25:57.782865,0 days 00:00:09.294415,424.0,0.025,1m,0.6,1.4,1.9000000000000001,536.0,496.0,0.025,10m,0.5,0.7,1.4000000000000001,1008.0,328.0,0.05,9m,1.3,0.6,1.1,920.0,464.0,0.05,9m,1.3,1.2000000000000002,1.1,40.0,768.0,0.025,9m,1.3,0.9,1.5,920.0,280.0,0.05,3m,1.4,1.0,1.7000000000000002,888.0,224,0.05,8m,1.0,0.8,1.8000000000000003,544,920.0,0.05,1m,0.8,0.9,1.6,128.0,592.0,0.025,9m,1.0,0.8,1.4000000000000001,160.0,840.0,0.025,1m,1.4,0.9,1.7000000000000002,976.0,0.3,10,COMPLETE
116,116,2.6315594624639664,2025-06-15 23:25:57.858745,2025-06-15 23:26:07.018976,0 days 00:00:09.160231,472.0,0.025,4m,0.9,1.3,1.9000000000000001,640.0,904.0,0.025,10m,1.5,0.8,1.1,752.0,872.0,0.05,9m,0.9,1.4,1.1,1000.0,440.0,0.05,10m,1.4,1.2000000000000002,1.9000000000000001,760.0,864.0,0.025,9m,1.3,1.0,1.5,848.0,176.0,0.05,3m,1.4,1.4,1.8000000000000003,816.0,808,0.05,8m,1.0,0.8,1.6,56,864.0,0.05,6m,0.7,0.9,1.6,216.0,512.0,0.025,9m,0.8,0.8,1.2000000000000002,328.0,720.0,0.025,2m,1.3,0.9,1.6,848.0,0.3,10,COMPLETE
117,117,5.423830963601765,2025-06-15 23:26:07.080781,2025-06-15 23:26:16.811943,0 days 00:00:09.731162,472.0,0.025,4m,0.9,1.3,1.9000000000000001,664.0,944.0,0.025,10m,1.5,0.8,1.7000000000000002,904.0,1000.0,0.05,9m,1.4,1.4,1.1,352.0,496.0,0.05,10m,1.4,1.2000000000000002,1.8000000000000003,760.0,992.0,0.025,9m,1.2000000000000002,1.1,1.6,832.0,136.0,0.05,3m,1.4,1.4,1.8000000000000003,832.0,808,0.05,8m,1.0,0.7,1.6,48,944.0,0.05,6m,0.7,0.9,1.7000000000000002,216.0,512.0,0.025,9m,0.7,0.8,1.4000000000000001,344.0,720.0,0.025,2m,1.3,1.0,1.6,864.0,0.3,10,COMPLETE
118,118,4.360503740615046,2025-06-15 23:26:16.875288,2025-06-15 23:26:26.303776,0 days 00:00:09.428488,16.0,0.025,4m,0.9,1.3,1.9000000000000001,680.0,928.0,0.025,10m,1.5,0.6,1.7000000000000002,920.0,976.0,0.05,9m,1.4,1.4,1.1,512.0,424.0,0.05,10m,1.5,1.3,1.8000000000000003,792.0,992.0,0.025,9m,1.0,1.1,1.5,776.0,152.0,0.05,3m,1.5,1.4,1.9000000000000001,808.0,808,0.05,8m,1.0,0.8,1.6,48,992.0,0.05,6m,0.8,0.9,1.7000000000000002,152.0,776.0,0.025,9m,0.7,0.8,1.6,360.0,736.0,0.025,2m,1.3,1.1,1.5,808.0,0.35000000000000003,10,COMPLETE
