,number,value,datetime_start,datetime_complete,duration,params_ABNB_ADSK_beta_win,params_ABNB_ADSK_stop_loss,params_ABNB_ADSK_trade_freq,params_ABNB_ADSK_z_entry,params_ABNB_ADSK_z_exit,params_ABNB_ADSK_z_stop_scaler,params_ABNB_ADSK_z_win,params_CPRT_FAST_beta_win,params_CPRT_FAST_stop_loss,params_CPRT_FAST_trade_freq,params_CPRT_FAST_z_entry,params_CPRT_FAST_z_exit,params_CPRT_FAST_z_stop_scaler,params_CPRT_FAST_z_win,params_CPRT_MSFT_beta_win,params_CPRT_MSFT_stop_loss,params_CPRT_MSFT_trade_freq,params_CPRT_MSFT_z_entry,params_CPRT_MSFT_z_exit,params_CPRT_MSFT_z_stop_scaler,params_CPRT_MSFT_z_win,params_CPRT_MU_beta_win,params_CPRT_MU_stop_loss,params_CPRT_MU_trade_freq,params_CPRT_MU_z_entry,params_CPRT_MU_z_exit,params_CPRT_MU_z_stop_scaler,params_CPRT_MU_z_win,params_CTSH_TEAM_beta_win,params_CTSH_TEAM_stop_loss,params_CTSH_TEAM_trade_freq,params_CTSH_TEAM_z_entry,params_CTSH_TEAM_z_exit,params_CTSH_TEAM_z_stop_scaler,params_CTSH_TEAM_z_win,params_DXCM_FANG_beta_win,params_DXCM_FANG_stop_loss,params_DXCM_FANG_trade_freq,params_DXCM_FANG_z_entry,params_DXCM_FANG_z_exit,params_DXCM_FANG_z_stop_scaler,params_DXCM_FANG_z_win,params_ENPH_TEAM_beta_win,params_ENPH_TEAM_stop_loss,params_ENPH_TEAM_trade_freq,params_ENPH_TEAM_z_entry,params_ENPH_TEAM_z_exit,params_ENPH_TEAM_z_stop_scaler,params_ENPH_TEAM_z_win,params_GOOGL_MU_beta_win,params_GOOGL_MU_stop_loss,params_GOOGL_MU_trade_freq,params_GOOGL_MU_z_entry,params_GOOGL_MU_z_exit,params_GOOGL_MU_z_stop_scaler,params_GOOGL_MU_z_win,params_GOOGL_VRSK_beta_win,params_GOOGL_VRSK_stop_loss,params_GOOGL_VRSK_trade_freq,params_GOOGL_VRSK_z_entry,params_GOOGL_VRSK_z_exit,params_GOOGL_VRSK_z_stop_scaler,params_GOOGL_VRSK_z_win,params_GOOG_MU_beta_win,params_GOOG_MU_stop_loss,params_GOOG_MU_trade_freq,params_GOOG_MU_z_entry,params_GOOG_MU_z_exit,params_GOOG_MU_z_stop_scaler,params_GOOG_MU_z_win,params_GOOG_VRSK_beta_win,params_GOOG_VRSK_stop_loss,params_GOOG_VRSK_trade_freq,params_GOOG_VRSK_z_entry,params_GOOG_VRSK_z_exit,params_GOOG_VRSK_z_stop_scaler,params_GOOG_VRSK_z_win,params_LULU_VRTX_beta_win,params_LULU_VRTX_stop_loss,params_LULU_VRTX_trade_freq,params_LULU_VRTX_z_entry,params_LULU_VRTX_z_exit,params_LULU_VRTX_z_stop_scaler,params_LULU_VRTX_z_win,params_buffer_capital,params_pairs_to_trade,state
32,32,2.4371293351376644,2025-06-16 00:25:02.816095,2025-06-16 00:25:07.063000,0 days 00:00:04.246905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712,0.05,7m,1.2000000000000002,1.1,1.9000000000000001,888,,,,,,,,456.0,0.025,2m,1.0,1.2000000000000002,1.9000000000000001,96.0,1016,0.025,10m,0.8,1.4,1.9000000000000001,632,,,,,,,,736.0,0.025,6m,0.9,1.2000000000000002,2.0,320.0,,,,,,,,536.0,0.025,2m,1.2000000000000002,1.4,1.5,768.0,0.1,3,COMPLETE
33,33,1.768043724133674,2025-06-16 00:25:07.139283,2025-06-16 00:25:12.138984,0 days 00:00:04.999701,,,,,,,,,,,,,,,120.0,0.05,5m,1.4,1.2000000000000002,1.3,112.0,,,,,,,,584,0.05,7m,1.2000000000000002,0.9,2.0,808,,,,,,,,664.0,0.025,2m,0.9,1.0,2.0,232.0,944,0.025,10m,1.0,1.4,1.9000000000000001,440,,,,,,,,624.0,0.025,6m,0.7,1.3,2.0,336.0,,,,,,,,176.0,0.025,2m,1.3,1.4,1.6,792.0,0.05,4,COMPLETE
34,34,-0.4009280529847513,2025-06-16 00:25:12.196226,2025-06-16 00:25:15.603184,0 days 00:00:03.406958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,0.05,7m,1.2000000000000002,0.9,1.9000000000000001,760,,,,,,,,368.0,0.025,2m,1.1,1.3,1.8000000000000003,80.0,960,0.025,10m,0.7,1.3,2.0,760,,,,,,,,840.0,0.025,6m,0.7,1.2000000000000002,1.9000000000000001,200.0,,,,,,,,,,,,,,,0.1,2,COMPLETE
35,35,2.9995501603032357,2025-06-16 00:25:15.657787,2025-06-16 00:25:20.667510,0 days 00:00:05.009723,,,,,,,,,,,,,,,288.0,0.05,5m,1.2000000000000002,1.2000000000000002,1.3,104.0,,,,,,,,592,0.05,7m,1.1,1.0,1.9000000000000001,920,,,,,,,,544.0,0.025,2m,1.0,1.2000000000000002,1.9000000000000001,328.0,864,0.025,10m,0.6,1.4,1.9000000000000001,600,,,,,,,,752.0,0.025,6m,0.8,1.3,1.6,368.0,,,,,,,,264.0,0.025,2m,1.1,1.1,1.3,720.0,0.05,4,COMPLETE
36,36,1.827902082966163,2025-06-16 00:25:20.731133,2025-06-16 00:25:24.918026,0 days 00:00:04.186893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,0.05,7m,1.1,1.0,2.0,928,,,,,,,,528.0,0.025,2m,0.9,1.0,1.9000000000000001,320.0,824,0.025,10m,0.6,1.4,1.9000000000000001,608,,,,,,,,672.0,0.025,6m,0.8,1.0,1.6,376.0,,,,,,,,360.0,0.025,2m,1.3,1.1,1.2000000000000002,688.0,0.05,3,COMPLETE
37,37,3.185510800200446,2025-06-16 00:25:24.977394,2025-06-16 00:25:29.902752,0 days 00:00:04.925358,,,,,,,,,,,,,,,296.0,0.05,5m,1.2000000000000002,1.2000000000000002,1.3,200.0,,,,,,,,472,0.05,7m,1.2000000000000002,1.1,1.8000000000000003,856,,,,,,,,424.0,0.05,10m,0.7,1.1,1.7000000000000002,376.0,832,0.025,10m,1.1,1.3,2.0,448,,,,,,,,744.0,0.05,6m,0.6,1.3,2.0,472.0,,,,,,,,264.0,0.025,2m,1.1,0.9,1.4000000000000001,608.0,0.05,4,COMPLETE
38,38,0.5492620603336411,2025-06-16 00:25:29.994811,2025-06-16 00:25:34.253635,0 days 00:00:04.258824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0.05,7m,1.0,1.1,1.8000000000000003,848,,,,,,,,304.0,0.05,10m,0.7,1.1,1.4000000000000001,816.0,1024,0.025,10m,1.1,1.3,2.0,456,,,,,,,,464.0,0.05,7m,0.5,1.2000000000000002,2.0,472.0,,,,,,,,344.0,0.025,7m,1.3,0.9,1.4000000000000001,600.0,0.1,3,COMPLETE
39,39,2.630760316611793,2025-06-16 00:25:34.331190,2025-06-16 00:25:40.723134,0 days 00:00:06.391944,,,,,,,,,,,,,,,16.0,0.05,5m,1.2000000000000002,1.3,1.2000000000000002,208.0,,,,,,,,472,0.05,10m,1.4,0.8,1.5,864,16.0,0.025,6m,1.2000000000000002,0.7,2.0,1016.0,392.0,0.05,10m,0.7,0.9,1.3,480.0,944,0.025,4m,1.3,1.5,1.4000000000000001,200,240.0,0.025,5m,1.2000000000000002,0.5,1.5,56.0,840.0,0.05,6m,0.6,0.9,2.0,128.0,,,,,,,,264.0,0.025,2m,1.1,0.9,1.4000000000000001,440.0,0.05,6,COMPLETE
40,40,0.5923485521599235,2025-06-16 00:25:40.802979,2025-06-16 00:25:49.916535,0 days 00:00:09.113556,72.0,0.05,2m,1.2000000000000002,0.5,2.0,992.0,936.0,0.025,5m,1.5,0.7,1.1,960.0,304.0,0.05,5m,1.3,1.3,1.2000000000000002,96.0,,,,,,,,320,0.05,2m,1.2000000000000002,1.1,1.7000000000000002,800,256.0,0.025,1m,0.9,1.2000000000000002,1.8000000000000003,800.0,448.0,0.05,10m,0.7,1.1,1.7000000000000002,80.0,744,0.025,10m,1.0,1.3,2.0,296,720.0,0.05,3m,0.5,0.7,2.0,256.0,480.0,0.05,3m,0.6,1.3,1.9000000000000001,272.0,56.0,0.025,5m,0.8,0.5,1.1,792.0,464.0,0.025,5m,1.2000000000000002,1.4,1.5,984.0,0.1,9,COMPLETE
41,41,0.5751032988878629,2025-06-16 00:25:49.980587,2025-06-16 00:25:54.858330,0 days 00:00:04.877743,,,,,,,,,,,,,,,264.0,0.05,5m,1.2000000000000002,1.2000000000000002,1.3,104.0,,,,,,,,528,0.05,7m,1.1,1.1,1.9000000000000001,944,,,,,,,,544.0,0.05,2m,0.8,1.2000000000000002,1.7000000000000002,224.0,832,0.025,10m,1.1,1.4,1.9000000000000001,472,,,,,,,,752.0,0.05,6m,0.7,1.3,2.0,416.0,,,,,,,,248.0,0.025,2m,1.1,0.9,1.3,712.0,0.05,4,COMPLETE
42,42,2.428564451033829,2025-06-16 00:25:54.923166,2025-06-16 00:26:00.704007,0 days 00:00:05.780841,,,,,,,,,,,,,,,432.0,0.05,5m,1.2000000000000002,1.3,1.3,184.0,,,,,,,,600,0.05,7m,1.0,1.0,1.8000000000000003,896,536.0,0.025,5m,1.3,0.7,1.5,152.0,496.0,0.05,3m,1.1,1.2000000000000002,1.9000000000000001,368.0,936,0.025,10m,1.2000000000000002,1.4,1.9000000000000001,712,,,,,,,,720.0,0.05,6m,0.9,1.3,1.4000000000000001,384.0,,,,,,,,368.0,0.025,2m,1.1,0.8,1.3,856.0,0.05,5,COMPLETE
43,43,-3.8234630964883474,2025-06-16 00:26:00.768407,2025-06-16 00:26:05.721619,0 days 00:00:04.953212,,,,,,,,,,,,,,,328.0,0.05,5m,1.4,1.1,1.4000000000000001,96.0,,,,,,,,712,0.05,7m,1.2000000000000002,1.0,2.0,960,,,,,,,,320.0,0.05,1m,1.3,1.1,1.8000000000000003,280.0,848,0.025,8m,0.6,1.5,2.0,608,,,,,,,,784.0,0.05,1m,0.8,1.4,1.9000000000000001,512.0,,,,,,,,104.0,0.025,3m,1.2000000000000002,1.5,1.4000000000000001,600.0,0.05,4,COMPLETE
44,44,1.587822401132247,2025-06-16 00:26:05.784941,2025-06-16 00:26:09.046125,0 days 00:00:03.261184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0.05,7m,1.1,0.8,1.9000000000000001,864,,,,,,,,440.0,0.025,2m,0.8,1.2000000000000002,1.6,480.0,800,0.025,10m,1.4,1.2000000000000002,1.7000000000000002,576,,,,,,,,640.0,0.025,6m,0.5,1.2000000000000002,1.3,328.0,,,,,,,,,,,,,,,0.5,2,COMPLETE
45,45,2.501595452964152,2025-06-16 00:26:09.118193,2025-06-16 00:26:14.728751,0 days 00:00:05.610558,,,,,,,,,,,,,,,224.0,0.025,5m,1.0,1.1,1.2000000000000002,296.0,,,,,,,,544,0.05,9m,1.4,1.2000000000000002,1.8000000000000003,776,248.0,0.025,4m,0.9,0.9,1.7000000000000002,632.0,736.0,0.025,9m,1.0,1.3,2.0,344.0,616,0.025,7m,1.3,1.3,1.8000000000000003,408,,,,,,,,872.0,0.025,9m,0.6,1.4,2.0,440.0,,,,,,,,416.0,0.025,2m,1.3,1.1,1.3,736.0,0.1,5,COMPLETE
46,46,-8.860367436300736,2025-06-16 00:26:14.784852,2025-06-16 00:26:19.761254,0 days 00:00:04.976402,,,,,,,,,,,,,,,208.0,0.05,1m,1.4,1.4,1.3,672.0,,,,,,,,272,0.05,6m,1.3,1.1,2.0,976,,,,,,,,616.0,0.025,2m,1.2000000000000002,1.0,1.9000000000000001,600.0,920,0.025,10m,0.9,1.4,2.0,720,,,,,,,,792.0,0.025,5m,0.9,1.3,1.9000000000000001,200.0,,,,,,,,536.0,0.025,1m,1.1,1.3,1.2000000000000002,480.0,0.05,4,COMPLETE
47,47,-0.8999267152138961,2025-06-16 00:26:19.833149,2025-06-16 00:26:24.037990,0 days 00:00:04.204841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,0.05,7m,1.1,0.9,1.3,656,,,,,,,,512.0,0.05,5m,0.8,1.1,1.7000000000000002,64.0,744,0.025,6m,1.0,1.2000000000000002,1.9000000000000001,664,,,,,,,,744.0,0.05,6m,0.8,0.5,1.6,576.0,,,,,,,,328.0,0.025,2m,1.2000000000000002,1.0,1.6,640.0,0.45,3,COMPLETE
48,48,2.447874497456045,2025-06-16 00:26:24.103837,2025-06-16 00:26:29.062707,0 days 00:00:04.958870,,,,,,,,,,,,,,,88.0,0.05,8m,1.3,1.1,1.4000000000000001,72.0,,,,,,,,736,0.05,5m,1.1,0.6,1.8000000000000003,824,,,,,,,,336.0,0.025,10m,1.3,1.2000000000000002,2.0,448.0,984,0.025,10m,1.2000000000000002,1.5,1.1,504,,,,,,,,600.0,0.025,10m,0.7,1.1,1.7000000000000002,376.0,,,,,,,,264.0,0.025,4m,1.4,1.5,1.2000000000000002,840.0,0.2,4,COMPLETE
49,49,-1.2282354887286635,2025-06-16 00:26:29.136782,2025-06-16 00:26:36.514071,0 days 00:00:07.377289,,,,,,,,,,,,,,,184.0,0.05,9m,1.2000000000000002,1.2000000000000002,1.2000000000000002,400.0,,,,,,,,400,0.05,10m,1.2000000000000002,1.3,1.9000000000000001,1024,480.0,0.025,10m,1.1,0.6,1.2000000000000002,896.0,240.0,0.025,3m,0.9,1.3,1.9000000000000001,376.0,864,0.025,2m,1.5,1.3,1.2000000000000002,328,280.0,0.025,5m,0.9,1.0,1.7000000000000002,680.0,96.0,0.025,7m,0.9,1.3,1.9000000000000001,16.0,416.0,0.025,1m,1.2000000000000002,1.1,2.0,672.0,152.0,0.025,2m,1.0,0.8,1.5,192.0,0.1,7,COMPLETE
50,50,2.043756047194504,2025-06-16 00:26:36.554851,2025-06-16 00:26:41.693015,0 days 00:00:05.138164,,,,,,,,,,,,,,,616.0,0.05,10m,1.3,1.4,1.3,360.0,,,,,,,,120,0.025,4m,1.0,0.8,1.7000000000000002,904,144.0,0.025,3m,0.6,1.1,1.9000000000000001,168.0,408.0,0.025,2m,0.7,1.1,1.5,16.0,768,0.025,4m,1.1,1.5,1.6,832,,,,,,,,840.0,0.025,6m,0.8,1.4,2.0,280.0,,,,,,,,1016.0,0.025,10m,1.4,1.4,1.4000000000000001,984.0,0.3,5,COMPLETE
51,51,-1.6941860387139682,2025-06-16 00:26:41.760856,2025-06-16 00:26:46.547240,0 days 00:00:04.786384,,,,,,,,,,,,,,,112.0,0.05,4m,1.5,1.1,1.5,24.0,,,,,,,,824,0.05,7m,1.3,1.3,1.9000000000000001,744,,,,,,,,640.0,0.025,1m,1.0,1.5,2.0,192.0,888,0.025,8m,0.7,1.1,1.8000000000000003,976,,,,,,,,968.0,0.025,1m,1.0,1.5,1.8000000000000003,496.0,,,,,,,,160.0,0.025,7m,1.0,1.2000000000000002,1.6,784.0,0.15000000000000002,4,COMPLETE
52,52,1.20201028093263,2025-06-16 00:26:46.606849,2025-06-16 00:26:50.603682,0 days 00:00:03.996833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616,0.05,2m,1.0,1.0,2.0,736,,,,,,,,576.0,0.025,6m,1.1,1.2000000000000002,2.0,160.0,976,0.025,9m,0.9,1.4,1.8000000000000003,584,,,,,,,,904.0,0.025,6m,1.1,1.5,1.8000000000000003,968.0,,,,,,,,80.0,0.025,3m,1.0,1.2000000000000002,1.7000000000000002,808.0,0.15000000000000002,3,COMPLETE
53,53,-2.1625753503008514,2025-06-16 00:26:50.666568,2025-06-16 00:26:55.771924,0 days 00:00:05.105356,,,,,,,,,,,,,,,88.0,0.05,4m,1.4,1.3,1.5,16.0,,,,,,,,768,0.05,1m,1.1,1.2000000000000002,1.8000000000000003,680,,,,,,,,728.0,0.025,2m,1.0,1.5,2.0,208.0,864,0.025,3m,0.8,0.9,1.9000000000000001,656,,,,,,,,968.0,0.025,9m,0.9,1.3,1.7000000000000002,440.0,,,,,,,,224.0,0.025,5m,1.2000000000000002,1.1,1.3,680.0,0.2,4,COMPLETE
54,54,-0.4302617422324463,2025-06-16 00:26:55.854898,2025-06-16 00:27:00.120731,0 days 00:00:04.265833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,0.05,8m,0.8,1.1,1.9000000000000001,856,,,,,,,,816.0,0.025,10m,1.0,0.9,1.9000000000000001,264.0,800,0.025,10m,0.9,1.1,2.0,504,,,,,,,,656.0,0.025,2m,1.1,1.4,1.5,232.0,,,,,,,,456.0,0.025,9m,1.1,1.0,1.5,744.0,0.1,3,COMPLETE
55,55,2.1823788028042963,2025-06-16 00:27:00.179599,2025-06-16 00:27:06.146491,0 days 00:00:05.966892,,,,,,,,,,,,,,,216.0,0.05,6m,1.5,1.0,1.6,80.0,,,,,,,,848,0.05,3m,1.2000000000000002,1.5,1.9000000000000001,920,752.0,0.05,7m,1.4,1.3,1.5,376.0,568.0,0.025,8m,0.9,1.4,1.8000000000000003,48.0,544,0.025,1m,1.0,1.2000000000000002,1.9000000000000001,712,,,,,,,,808.0,0.025,5m,1.5,1.5,1.9000000000000001,752.0,,,,,,,,864.0,0.025,2m,0.9,1.3,1.4000000000000001,576.0,0.15000000000000002,5,COMPLETE
56,56,1.5814708125717118,2025-06-16 00:27:06.197506,2025-06-16 00:27:11.265423,0 days 00:00:05.067917,,,,,,,,,,,,,,,144.0,0.05,8m,1.4,1.2000000000000002,1.4000000000000001,160.0,,,,,,,,568,0.05,7m,1.3,1.2000000000000002,2.0,784,,,,,,,,696.0,0.025,5m,1.1,1.3,2.0,144.0,640,0.025,5m,0.6,1.0,1.8000000000000003,976,,,,,,,,704.0,0.025,10m,1.0,1.2000000000000002,1.8000000000000003,304.0,,,,,,,,64.0,0.025,1m,1.0,1.2000000000000002,1.8000000000000003,880.0,0.05,4,COMPLETE
57,57,-7.805313895800835,2025-06-16 00:27:11.334893,2025-06-16 00:27:16.230299,0 days 00:00:04.895406,,,,,,,,,,,,,,,368.0,0.05,9m,1.0,0.6,1.9000000000000001,248.0,,,,,,,,800,0.05,3m,0.9,1.4,1.4000000000000001,720,,,,,,,,528.0,0.025,9m,0.8,1.1,2.0,112.0,912,0.025,1m,0.5,1.3,2.0,848,,,,,,,,896.0,0.025,6m,1.2000000000000002,1.4,1.7000000000000002,384.0,,,,,,,,200.0,0.025,2m,1.2000000000000002,0.7,2.0,960.0,0.2,4,COMPLETE
58,58,-1.75212140441248,2025-06-16 00:27:16.318587,2025-06-16 00:27:23.070240,0 days 00:00:06.751653,,,,,,,,,,,,,,,64.0,0.05,5m,1.5,1.0,1.1,576.0,,,,,,,,896,0.05,9m,1.0,1.3,1.9000000000000001,832,384.0,0.025,7m,0.9,0.9,1.2000000000000002,584.0,480.0,0.025,2m,0.9,1.2000000000000002,1.9000000000000001,312.0,16,0.025,10m,0.8,0.9,1.8000000000000003,400,1024.0,0.05,9m,1.4,1.2000000000000002,1.2000000000000002,856.0,552.0,0.025,3m,0.8,1.1,1.3,1024.0,,,,,,,,392.0,0.025,4m,0.8,0.9,1.4000000000000001,640.0,0.35000000000000003,6,COMPLETE
59,59,-1.59710145717501,2025-06-16 00:27:23.152788,2025-06-16 00:27:28.898022,0 days 00:00:05.745234,,,,,,,,,,,,,,,16.0,0.025,7m,0.9,1.2000000000000002,1.3,960.0,,,,,,,,720,0.05,7m,0.7,0.9,1.8000000000000003,984,568.0,0.05,5m,1.1,0.6,1.7000000000000002,792.0,640.0,0.05,4m,0.5,1.4,1.9000000000000001,168.0,744,0.025,1m,0.9,1.4,2.0,544,,,,,,,,968.0,0.025,8m,1.3,1.4,1.6,856.0,,,,,,,,152.0,0.025,10m,1.1,1.5,1.2000000000000002,824.0,0.1,5,COMPLETE
60,60,1.5933138831933193,2025-06-16 00:27:28.955331,2025-06-16 00:27:33.134539,0 days 00:00:04.179208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,0.025,3m,1.3,1.0,1.8000000000000003,896,,,,,,,,936.0,0.025,7m,1.0,1.0,2.0,240.0,976,0.025,7m,0.7,1.1,1.7000000000000002,808,,,,,,,,384.0,0.025,4m,1.0,1.5,2.0,536.0,,,,,,,,248.0,0.05,2m,1.3,1.3,1.3,712.0,0.05,3,COMPLETE
61,61,3.5705134692376013,2025-06-16 00:27:33.190848,2025-06-16 00:27:39.035520,0 days 00:00:05.844672,,,,,,,,,,,,,,,176.0,0.05,4m,1.5,0.9,1.5,16.0,,,,,,,,624,0.05,3m,0.9,1.4,1.6,408,912.0,0.05,2m,0.6,1.4,1.3,456.0,584.0,0.025,7m,1.0,1.5,2.0,152.0,592,0.025,1m,1.0,1.0,1.8000000000000003,912,,,,,,,,992.0,0.025,4m,1.0,1.4,1.8000000000000003,608.0,,,,,,,,304.0,0.025,8m,0.9,1.4,1.9000000000000001,896.0,0.15000000000000002,5,COMPLETE
62,62,-2.3805609806012344,2025-06-16 00:27:39.103862,2025-06-16 00:27:43.843614,0 days 00:00:04.739752,,,,,,,,,,,,,,,264.0,0.05,4m,1.4,0.9,1.5,64.0,,,,,,,,640,0.05,3m,0.9,1.5,1.7000000000000002,368,,,,,,,,600.0,0.025,7m,1.1,1.5,2.0,192.0,576,0.025,1m,1.0,1.0,1.8000000000000003,944,,,,,,,,928.0,0.025,4m,0.9,1.3,1.8000000000000003,616.0,,,,,,,,272.0,0.025,8m,1.0,1.4,1.9000000000000001,776.0,0.15000000000000002,4,COMPLETE
63,63,1.776541188980754,2025-06-16 00:27:43.917692,2025-06-16 00:27:49.654006,0 days 00:00:05.736314,,,,,,,,,,,,,,,928.0,0.05,4m,1.5,0.9,1.4000000000000001,72.0,,,,,,,,552,0.05,3m,0.8,1.4,1.9000000000000001,448,904.0,0.05,2m,0.6,1.4,1.2000000000000002,320.0,584.0,0.025,7m,1.0,1.5,2.0,120.0,488,0.025,1m,1.1,0.8,1.9000000000000001,880,,,,,,,,984.0,0.025,4m,1.1,1.4,1.9000000000000001,568.0,,,,,,,,312.0,0.025,8m,0.9,1.2000000000000002,1.8000000000000003,872.0,0.1,5,COMPLETE
64,64,3.5529600888329593,2025-06-16 00:27:49.717923,2025-06-16 00:27:54.761313,0 days 00:00:05.043390,,,,,,,,,,,,,,,160.0,0.05,4m,1.4,1.1,1.6,56.0,,,,,,,,496,0.05,3m,1.0,1.3,1.6,440,,,,,,,,656.0,0.025,7m,1.2000000000000002,1.4,1.9000000000000001,24.0,672,0.025,1m,1.0,1.0,1.5,752,,,,,,,,768.0,0.025,4m,1.0,1.3,1.8000000000000003,720.0,,,,,,,,208.0,0.025,8m,0.8,1.4,2.0,944.0,0.15000000000000002,4,COMPLETE
65,65,-0.7323044345145597,2025-06-16 00:27:54.842243,2025-06-16 00:28:00.209908,0 days 00:00:05.367665,,,,,,,,,,,,,,,184.0,0.05,2m,1.3,1.1,1.8000000000000003,64.0,,,,,,,,624,0.05,6m,1.0,1.2000000000000002,1.6,264,664.0,0.05,2m,0.8,1.2000000000000002,1.5,136.0,544.0,0.025,6m,1.4,1.3,1.8000000000000003,24.0,672,0.025,6m,1.0,1.0,1.5,736,,,,,,,,760.0,0.025,4m,1.0,1.2000000000000002,1.8000000000000003,712.0,,,,,,,,216.0,0.025,8m,0.7,1.4,1.9000000000000001,936.0,0.1,5,COMPLETE
66,66,1.5070588368415319,2025-06-16 00:28:00.271466,2025-06-16 00:28:05.055684,0 days 00:00:04.784218,,,,,,,,,,,,,,,304.0,0.05,4m,1.3,1.2000000000000002,1.6,128.0,,,,,,,,488,0.05,5m,1.1,1.3,1.5,304,,,,,,,,704.0,0.025,7m,1.2000000000000002,1.4,1.9000000000000001,104.0,512,0.025,10m,1.1,0.9,1.4000000000000001,688,,,,,,,,592.0,0.025,6m,0.9,1.3,1.9000000000000001,744.0,,,,,,,,320.0,0.025,6m,0.7,1.5,2.0,1016.0,0.25,4,COMPLETE
67,67,-1.9001849300987164,2025-06-16 00:28:05.128962,2025-06-16 00:28:09.066847,0 days 00:00:03.937885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,0.05,4m,1.2000000000000002,1.1,1.4000000000000001,448,,,,,,,,792.0,0.025,2m,1.3,1.3,1.9000000000000001,56.0,656,0.025,1m,1.2000000000000002,0.7,1.5,792,,,,,,,,856.0,0.025,2m,0.9,1.3,1.7000000000000002,640.0,,,,,,,,384.0,0.025,8m,0.8,1.4,1.9000000000000001,944.0,0.15000000000000002,3,COMPLETE
68,68,-3.7290764744650673,2025-06-16 00:28:09.143643,2025-06-16 00:28:15.345051,0 days 00:00:06.201408,,,,,,,,,,,,,,,240.0,0.05,5m,1.3,1.1,1.2000000000000002,192.0,,,,,,,,512,0.05,8m,1.1,1.4,1.6,568,808.0,0.05,9m,0.6,1.3,1.6,992.0,480.0,0.025,8m,1.5,1.4,1.8000000000000003,952.0,608,0.05,3m,1.1,1.1,1.4000000000000001,760,616.0,0.025,4m,0.5,1.5,1.5,416.0,808.0,0.025,4m,1.0,1.2000000000000002,2.0,600.0,,,,,,,,128.0,0.025,2m,0.9,1.5,1.7000000000000002,872.0,0.2,6,COMPLETE
69,69,0.6463295100127734,2025-06-16 00:28:15.451475,2025-06-16 00:28:18.585321,0 days 00:00:03.133846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,0.05,3m,0.9,1.1,1.6,424,,,,,,,,608.0,0.025,7m,1.1,0.8,2.0,80.0,720,0.025,2m,1.0,1.5,1.9000000000000001,640,,,,,,,,704.0,0.025,7m,0.8,0.7,1.8000000000000003,672.0,,,,,,,,,,,,,,,0.05,2,COMPLETE
70,70,0.5739517867490824,2025-06-16 00:28:18.648467,2025-06-16 00:28:24.055928,0 days 00:00:05.407461,,,,,,,,,,,,,,,72.0,0.05,10m,1.1,1.0,1.3,56.0,,,,,,,,664,0.05,7m,1.2000000000000002,1.0,1.7000000000000002,344,944.0,0.05,4m,0.8,1.1,1.4000000000000001,752.0,368.0,0.025,10m,1.4,1.2000000000000002,1.6,144.0,328,0.025,9m,1.2000000000000002,1.1,1.5,864,,,,,,,,904.0,0.05,6m,1.0,0.9,2.0,344.0,,,,,,,,504.0,0.025,9m,0.8,1.3,1.5,904.0,0.15000000000000002,5,COMPLETE
71,71,3.464127976467376,2025-06-16 00:28:24.142334,2025-06-16 00:28:29.002617,0 days 00:00:04.860283,,,,,,,,,,,,,,,152.0,0.05,4m,1.5,0.6,1.6,16.0,,,,,,,,776,0.05,3m,0.9,1.5,1.8000000000000003,520,,,,,,,,672.0,0.025,7m,0.9,1.5,2.0,248.0,592,0.025,1m,0.9,1.0,1.9000000000000001,968,,,,,,,,992.0,0.025,4m,1.1,1.4,1.8000000000000003,808.0,,,,,,,,192.0,0.025,8m,0.9,1.3,2.0,824.0,0.15000000000000002,4,COMPLETE
72,72,3.075374515115255,2025-06-16 00:28:29.071923,2025-06-16 00:28:33.791585,0 days 00:00:04.719662,,,,,,,,,,,,,,,168.0,0.05,4m,1.4,0.6,1.6,48.0,,,,,,,,760,0.05,3m,1.0,1.5,1.7000000000000002,528,,,,,,,,664.0,0.025,7m,0.9,1.5,1.9000000000000001,248.0,464,0.025,1m,0.9,1.0,1.9000000000000001,944,,,,,,,,760.0,0.025,4m,1.1,1.4,1.9000000000000001,808.0,,,,,,,,240.0,0.025,8m,0.9,1.3,2.0,840.0,0.15000000000000002,4,COMPLETE
