,number,value,datetime_start,datetime_complete,duration,params_ABNB_ADSK_beta_win,params_ABNB_ADSK_stop_loss,params_ABNB_ADSK_trade_freq,params_ABNB_ADSK_z_entry,params_ABNB_ADSK_z_exit,params_ABNB_ADSK_z_stop_scaler,params_ABNB_ADSK_z_win,params_CPRT_FAST_beta_win,params_CPRT_FAST_stop_loss,params_CPRT_FAST_trade_freq,params_CPRT_FAST_z_entry,params_CPRT_FAST_z_exit,params_CPRT_FAST_z_stop_scaler,params_CPRT_FAST_z_win,params_CPRT_MSFT_beta_win,params_CPRT_MSFT_stop_loss,params_CPRT_MSFT_trade_freq,params_CPRT_MSFT_z_entry,params_CPRT_MSFT_z_exit,params_CPRT_MSFT_z_stop_scaler,params_CPRT_MSFT_z_win,params_CPRT_MU_beta_win,params_CPRT_MU_stop_loss,params_CPRT_MU_trade_freq,params_CPRT_MU_z_entry,params_CPRT_MU_z_exit,params_CPRT_MU_z_stop_scaler,params_CPRT_MU_z_win,params_CTSH_TEAM_beta_win,params_CTSH_TEAM_stop_loss,params_CTSH_TEAM_trade_freq,params_CTSH_TEAM_z_entry,params_CTSH_TEAM_z_exit,params_CTSH_TEAM_z_stop_scaler,params_CTSH_TEAM_z_win,params_DXCM_FANG_beta_win,params_DXCM_FANG_stop_loss,params_DXCM_FANG_trade_freq,params_DXCM_FANG_z_entry,params_DXCM_FANG_z_exit,params_DXCM_FANG_z_stop_scaler,params_DXCM_FANG_z_win,params_ENPH_TEAM_beta_win,params_ENPH_TEAM_stop_loss,params_ENPH_TEAM_trade_freq,params_ENPH_TEAM_z_entry,params_ENPH_TEAM_z_exit,params_ENPH_TEAM_z_stop_scaler,params_ENPH_TEAM_z_win,params_GOOGL_MU_beta_win,params_GOOGL_MU_stop_loss,params_GOOGL_MU_trade_freq,params_GOOGL_MU_z_entry,params_GOOGL_MU_z_exit,params_GOOGL_MU_z_stop_scaler,params_GOOGL_MU_z_win,params_GOOGL_VRSK_beta_win,params_GOOGL_VRSK_stop_loss,params_GOOGL_VRSK_trade_freq,params_GOOGL_VRSK_z_entry,params_GOOGL_VRSK_z_exit,params_GOOGL_VRSK_z_stop_scaler,params_GOOGL_VRSK_z_win,params_GOOG_MU_beta_win,params_GOOG_MU_stop_loss,params_GOOG_MU_trade_freq,params_GOOG_MU_z_entry,params_GOOG_MU_z_exit,params_GOOG_MU_z_stop_scaler,params_GOOG_MU_z_win,params_GOOG_VRSK_beta_win,params_GOOG_VRSK_stop_loss,params_GOOG_VRSK_trade_freq,params_GOOG_VRSK_z_entry,params_GOOG_VRSK_z_exit,params_GOOG_VRSK_z_stop_scaler,params_GOOG_VRSK_z_win,params_LULU_VRTX_beta_win,params_LULU_VRTX_stop_loss,params_LULU_VRTX_trade_freq,params_LULU_VRTX_z_entry,params_LULU_VRTX_z_exit,params_LULU_VRTX_z_stop_scaler,params_LULU_VRTX_z_win,params_buffer_capital,params_pairs_to_trade,state
112,112,3.855401269974298,2025-06-16 00:32:37.641950,2025-06-16 00:32:44.131661,0 days 00:00:06.489711,,,,,,,,,,,,,,,104.0,0.05,9m,1.4,0.5,1.2000000000000002,232.0,,,,,,,,928,0.05,7m,1.1,1.5,2.0,936,328.0,0.05,6m,1.1,1.3,1.5,120.0,360.0,0.025,10m,0.5,0.5,1.3,152.0,968,0.025,2m,0.6,0.7,2.0,424,208.0,0.05,2m,1.4,1.0,1.7000000000000002,176.0,880.0,0.025,7m,0.8,1.5,1.2000000000000002,1024.0,,,,,,,,80.0,0.025,9m,1.3,1.5,1.9000000000000001,992.0,0.2,6,COMPLETE
113,113,3.8600856289710457,2025-06-16 00:32:44.204658,2025-06-16 00:32:50.531386,0 days 00:00:06.326728,,,,,,,,,,,,,,,608.0,0.05,9m,1.4,0.5,1.2000000000000002,240.0,,,,,,,,928,0.05,4m,1.4,1.5,2.0,936,344.0,0.05,6m,1.1,1.3,1.5,128.0,344.0,0.025,10m,0.5,0.6,1.3,160.0,1008,0.025,2m,0.6,0.7,2.0,432,224.0,0.05,2m,1.4,1.0,1.7000000000000002,176.0,848.0,0.025,7m,0.8,1.5,1.1,1016.0,,,,,,,,48.0,0.025,9m,1.3,1.5,1.9000000000000001,984.0,0.2,6,COMPLETE
114,114,4.9345283961842945,2025-06-16 00:32:50.587372,2025-06-16 00:32:56.763385,0 days 00:00:06.176013,,,,,,,,,,,,,,,592.0,0.05,9m,1.4,0.5,1.2000000000000002,248.0,,,,,,,,928,0.05,4m,1.4,1.5,2.0,936,336.0,0.05,6m,1.1,1.3,1.5,112.0,400.0,0.025,10m,0.5,0.5,1.3,152.0,976,0.025,2m,0.6,0.7,2.0,464,216.0,0.05,2m,1.4,1.0,1.7000000000000002,168.0,864.0,0.025,7m,0.8,1.5,1.2000000000000002,1024.0,,,,,,,,48.0,0.025,9m,1.3,1.5,1.9000000000000001,1000.0,0.25,6,COMPLETE
115,115,3.8940910044055106,2025-06-16 00:32:56.832760,2025-06-16 00:33:03.801344,0 days 00:00:06.968584,,,,,,,,,,,,,,,584.0,0.05,9m,1.4,0.5,1.2000000000000002,240.0,,,,,,,,920,0.05,4m,1.5,1.5,2.0,936,336.0,0.05,6m,1.1,1.3,1.5,120.0,344.0,0.025,10m,0.5,0.5,1.3,152.0,1008,0.025,2m,0.6,0.7,2.0,432,224.0,0.05,2m,1.4,1.0,1.7000000000000002,160.0,856.0,0.025,7m,0.8,1.5,1.1,1024.0,552.0,0.05,5m,1.5,0.7,1.7000000000000002,368.0,48.0,0.025,9m,1.3,1.5,1.8000000000000003,1000.0,0.25,7,COMPLETE
116,116,3.155055513028004,2025-06-16 00:33:03.892736,2025-06-16 00:33:10.882849,0 days 00:00:06.990113,,,,,,,,,,,,,,,592.0,0.05,9m,1.4,0.5,1.2000000000000002,248.0,,,,,,,,920,0.05,4m,1.5,1.5,2.0,928,360.0,0.05,6m,1.1,1.3,1.5,120.0,352.0,0.025,10m,0.5,0.5,1.3,184.0,1008,0.025,2m,0.6,0.7,2.0,512,224.0,0.05,2m,1.4,1.0,1.7000000000000002,160.0,864.0,0.025,7m,0.8,1.5,1.1,1024.0,536.0,0.05,5m,1.5,0.7,1.7000000000000002,336.0,48.0,0.025,9m,1.3,1.5,1.8000000000000003,992.0,0.3,7,COMPLETE
117,117,1.5577183852937557,2025-06-16 00:33:10.934050,2025-06-16 00:33:17.283817,0 days 00:00:06.349767,,,,,,,,,,,,,,,552.0,0.05,9m,1.4,0.5,1.2000000000000002,224.0,,,,,,,,872,0.05,4m,1.4,1.5,2.0,976,328.0,0.05,6m,1.1,1.3,1.5,40.0,232.0,0.025,10m,0.5,0.6,1.3,160.0,976,0.025,2m,0.6,0.7,2.0,432,176.0,0.05,2m,1.4,1.0,1.6,112.0,880.0,0.025,7m,0.8,1.5,1.1,984.0,,,,,,,,80.0,0.025,9m,1.3,1.5,1.9000000000000001,1008.0,0.25,6,COMPLETE
118,118,5.504211750458195,2025-06-16 00:33:17.373617,2025-06-16 00:33:23.494097,0 days 00:00:06.120480,,,,,,,,,,,,,,,664.0,0.05,9m,1.4,0.5,1.1,272.0,,,,,,,,944,0.05,4m,1.5,1.5,2.0,912,264.0,0.05,6m,1.0,1.3,1.5,192.0,408.0,0.025,10m,0.6,0.5,1.2000000000000002,128.0,1024,0.025,2m,0.6,0.6,2.0,464,96.0,0.05,2m,1.4,1.1,1.7000000000000002,232.0,856.0,0.025,7m,0.7,1.5,1.2000000000000002,1008.0,,,,,,,,48.0,0.025,9m,1.4,1.5,1.8000000000000003,984.0,0.25,6,COMPLETE
119,119,3.1506378228550975,2025-06-16 00:33:23.564226,2025-06-16 00:33:30.527808,0 days 00:00:06.963582,,,,,,,,,,,,,,,744.0,0.05,9m,1.3,0.5,1.1,264.0,,,,,,,,936,0.05,4m,1.5,1.5,2.0,912,264.0,0.05,6m,1.0,1.3,1.5,200.0,408.0,0.025,10m,0.5,0.5,1.2000000000000002,128.0,976,0.025,2m,0.7,0.6,2.0,472,104.0,0.05,2m,1.4,1.1,1.7000000000000002,216.0,864.0,0.025,7m,0.7,1.5,1.2000000000000002,1016.0,624.0,0.05,5m,1.3,1.0,1.6,448.0,48.0,0.05,9m,1.4,1.5,1.7000000000000002,1024.0,0.3,7,COMPLETE
120,120,0.43998436774064137,2025-06-16 00:33:30.606059,2025-06-16 00:33:36.980381,0 days 00:00:06.374322,,,,,,,,,,,,,,,720.0,0.05,9m,1.4,0.5,1.1,296.0,,,,,,,,1024,0.05,4m,1.4,0.7,2.0,936,296.0,0.05,6m,1.0,1.3,1.6,120.0,320.0,0.025,10m,0.6,0.5,1.2000000000000002,96.0,1024,0.025,2m,0.6,0.6,2.0,392,264.0,0.05,2m,1.5,1.0,1.8000000000000003,152.0,840.0,0.025,7m,0.7,1.5,1.2000000000000002,1008.0,,,,,,,,88.0,0.025,9m,1.5,1.5,1.8000000000000003,984.0,0.25,6,COMPLETE
121,121,3.615652062476487,2025-06-16 00:33:37.028658,2025-06-16 00:33:43.457067,0 days 00:00:06.428409,,,,,,,,,,,,,,,664.0,0.05,9m,1.4,0.5,1.2000000000000002,320.0,,,,,,,,992,0.05,4m,1.5,1.5,2.0,944,424.0,0.05,6m,1.1,1.4,1.5,64.0,408.0,0.025,10m,0.6,0.6,1.3,144.0,952,0.025,2m,0.6,0.7,2.0,448,184.0,0.05,7m,1.3,1.1,1.7000000000000002,104.0,888.0,0.025,7m,0.8,1.5,1.1,968.0,,,,,,,,24.0,0.025,9m,1.4,1.5,1.8000000000000003,976.0,0.25,6,COMPLETE
122,122,2.6964057797069736,2025-06-16 00:33:43.517303,2025-06-16 00:33:49.853876,0 days 00:00:06.336573,,,,,,,,,,,,,,,664.0,0.05,9m,1.4,0.5,1.2000000000000002,232.0,,,,,,,,872,0.05,4m,1.5,1.5,2.0,896,216.0,0.05,6m,1.2000000000000002,1.2000000000000002,1.5,176.0,360.0,0.025,10m,0.5,0.5,1.4000000000000001,112.0,928,0.025,2m,0.7,0.8,2.0,480,304.0,0.05,2m,1.4,1.0,1.8000000000000003,216.0,920.0,0.025,7m,0.7,1.5,1.3,928.0,,,,,,,,72.0,0.025,9m,1.3,1.5,1.9000000000000001,1024.0,0.25,6,COMPLETE
123,123,3.001787200346466,2025-06-16 00:33:49.939056,2025-06-16 00:33:57.866925,0 days 00:00:07.927869,,,,,,,,344.0,0.025,2m,0.9,0.5,1.3,792.0,552.0,0.05,9m,1.3,0.5,1.1,360.0,,,,,,,,960,0.05,4m,1.4,1.5,2.0,880,344.0,0.05,6m,1.0,1.3,1.5,136.0,320.0,0.025,10m,0.5,0.7,1.3,168.0,992,0.025,2m,0.6,0.6,2.0,432,96.0,0.05,2m,1.3,0.9,1.7000000000000002,176.0,848.0,0.025,7m,0.8,1.5,1.1,1008.0,424.0,0.05,9m,1.4,0.7,1.8000000000000003,248.0,112.0,0.025,9m,1.3,1.5,1.9000000000000001,928.0,0.2,8,COMPLETE
124,124,-1.915107935795222,2025-06-16 00:33:57.934035,2025-06-16 00:34:14.490782,0 days 00:00:16.556747,,,,,,,,,,,,,,,608.0,0.05,9m,1.4,0.5,1.2000000000000002,208.0,,,,,,,,920,0.05,4m,1.4,1.5,2.0,1024,272.0,0.05,6m,1.1,1.4,1.4000000000000001,208.0,288.0,0.025,10m,0.6,0.6,1.2000000000000002,64.0,1024,0.025,2m,0.6,0.7,2.0,416,208.0,0.05,2m,1.4,1.1,1.6,88.0,800.0,0.025,7m,0.8,1.5,1.2000000000000002,992.0,,,,,,,,48.0,0.025,9m,1.3,1.5,1.8000000000000003,1000.0,0.2,6,COMPLETE
125,125,4.368368179932955,2025-06-16 00:34:14.648689,2025-06-16 00:34:24.478805,0 days 00:00:09.830116,,,,,,,,,,,,,,,640.0,0.05,9m,1.4,0.5,1.2000000000000002,512.0,,,,,,,,944,0.05,4m,1.5,1.5,2.0,912,216.0,0.05,6m,1.0,1.4,1.6,160.0,376.0,0.025,10m,0.5,0.5,1.4000000000000001,128.0,968,0.025,2m,0.5,0.7,2.0,352,128.0,0.05,2m,1.5,1.0,1.9000000000000001,264.0,856.0,0.025,7m,0.8,1.5,1.3,1024.0,256.0,0.05,6m,1.5,0.9,2.0,104.0,16.0,0.025,9m,1.4,1.5,1.9000000000000001,952.0,0.25,7,COMPLETE
126,126,4.680481695479911,2025-06-16 00:34:24.542126,2025-06-16 00:34:31.538327,0 days 00:00:06.996201,,,,,,,,,,,,,,,648.0,0.05,9m,1.3,0.5,1.2000000000000002,248.0,,,,,,,,952,0.05,4m,1.5,1.5,2.0,912,224.0,0.05,6m,1.0,1.4,1.6,160.0,392.0,0.025,10m,0.5,0.5,1.4000000000000001,128.0,968,0.025,2m,0.5,0.8,2.0,280,80.0,0.05,2m,1.5,1.0,1.9000000000000001,256.0,864.0,0.025,7m,0.7,1.5,1.3,1024.0,208.0,0.05,6m,1.5,0.9,2.0,96.0,16.0,0.025,9m,1.4,1.5,1.8000000000000003,960.0,0.25,7,COMPLETE
127,127,3.9394350049866165,2025-06-16 00:34:31.602893,2025-06-16 00:34:38.503876,0 days 00:00:06.900983,,,,,,,,,,,,,,,656.0,0.05,9m,1.3,0.5,1.2000000000000002,248.0,,,,,,,,952,0.05,4m,1.5,1.5,2.0,976,232.0,0.05,6m,1.0,1.4,1.6,160.0,392.0,0.025,10m,0.5,0.5,1.4000000000000001,208.0,976,0.025,2m,0.5,0.8,2.0,296,88.0,0.05,2m,1.5,1.0,1.9000000000000001,272.0,896.0,0.025,7m,0.7,1.5,1.3,1024.0,224.0,0.05,6m,1.5,0.9,2.0,104.0,16.0,0.025,9m,1.4,1.5,1.8000000000000003,952.0,0.25,7,COMPLETE
128,128,3.95997837724111,2025-06-16 00:34:38.577577,2025-06-16 00:34:45.232799,0 days 00:00:06.655222,,,,,,,,,,,,,,,680.0,0.05,9m,1.3,0.5,1.2000000000000002,536.0,,,,,,,,952,0.05,4m,1.5,1.5,2.0,976,184.0,0.05,6m,1.0,1.4,1.6,160.0,448.0,0.025,10m,0.5,0.5,1.4000000000000001,120.0,1008,0.025,2m,0.5,0.8,2.0,352,88.0,0.05,2m,1.5,1.0,1.9000000000000001,288.0,856.0,0.025,7m,0.7,1.5,1.3,960.0,240.0,0.05,6m,1.5,0.9,2.0,104.0,16.0,0.025,9m,1.4,1.5,1.8000000000000003,952.0,0.25,7,COMPLETE
129,129,4.15961458690662,2025-06-16 00:34:45.298508,2025-06-16 00:34:51.881156,0 days 00:00:06.582648,,,,,,,,,,,,,,,704.0,0.05,9m,1.2000000000000002,0.5,1.1,528.0,,,,,,,,952,0.05,4m,1.5,1.5,2.0,992,176.0,0.05,6m,1.0,1.4,1.6,176.0,392.0,0.025,10m,0.5,0.5,1.4000000000000001,120.0,888,0.025,2m,0.5,0.8,2.0,280,56.0,0.05,2m,1.5,0.9,1.9000000000000001,280.0,904.0,0.025,7m,0.6,1.5,1.3,960.0,224.0,0.05,6m,1.5,0.9,2.0,96.0,24.0,0.025,9m,1.5,1.5,1.7000000000000002,952.0,0.25,7,COMPLETE
130,130,-0.43913300055840543,2025-06-16 00:34:51.958086,2025-06-16 00:34:58.513529,0 days 00:00:06.555443,,,,,,,,,,,,,,,680.0,0.025,9m,1.2000000000000002,0.5,1.1,544.0,,,,,,,,952,0.05,4m,1.5,1.4,2.0,984,168.0,0.05,6m,0.9,1.4,1.6,208.0,448.0,0.025,10m,0.6,0.5,1.4000000000000001,216.0,896,0.025,2m,0.5,0.8,2.0,304,56.0,0.05,2m,1.5,0.9,1.9000000000000001,296.0,904.0,0.025,7m,0.6,1.5,1.3,960.0,208.0,0.05,6m,1.5,0.9,2.0,104.0,24.0,0.025,9m,1.5,1.5,1.7000000000000002,952.0,0.25,7,COMPLETE
131,131,4.192158548153225,2025-06-16 00:34:58.715347,2025-06-16 00:35:05.567018,0 days 00:00:06.851671,,,,,,,,,,,,,,,704.0,0.05,9m,1.2000000000000002,0.5,1.1,496.0,,,,,,,,976,0.05,4m,1.5,1.5,2.0,968,224.0,0.05,6m,1.0,1.4,1.6,152.0,408.0,0.025,10m,0.5,0.5,1.4000000000000001,120.0,928,0.025,2m,0.5,0.8,2.0,272,88.0,0.05,2m,1.5,1.1,1.9000000000000001,352.0,864.0,0.025,7m,0.7,1.5,1.3,928.0,264.0,0.05,6m,1.5,0.9,2.0,104.0,16.0,0.025,9m,1.4,1.5,1.8000000000000003,952.0,0.3,7,COMPLETE
132,132,4.082160707675248,2025-06-16 00:35:05.655131,2025-06-16 00:35:13.793939,0 days 00:00:08.138808,,,,,,,,40.0,0.05,1m,1.2000000000000002,0.8,1.7000000000000002,464.0,712.0,0.05,9m,1.2000000000000002,0.5,1.1,512.0,,,,,,,,984,0.05,4m,1.5,1.5,2.0,1008,224.0,0.05,6m,1.0,1.5,1.6,168.0,400.0,0.025,10m,0.5,0.5,1.4000000000000001,120.0,920,0.025,2m,0.5,0.8,2.0,256,88.0,0.05,2m,1.5,1.1,1.9000000000000001,344.0,928.0,0.025,7m,0.7,1.5,1.3,984.0,280.0,0.05,6m,1.5,0.9,2.0,96.0,16.0,0.025,9m,1.4,1.5,1.7000000000000002,920.0,0.3,8,COMPLETE
133,133,1.4527027664033973,2025-06-16 00:35:13.871211,2025-06-16 00:35:21.632089,0 days 00:00:07.760878,,,,,,,,24.0,0.05,1m,1.2000000000000002,0.8,1.7000000000000002,448.0,816.0,0.05,9m,1.2000000000000002,0.5,1.1,504.0,,,,,,,,976,0.05,4m,1.5,1.5,2.0,1008,168.0,0.05,8m,1.0,1.5,1.6,176.0,416.0,0.025,10m,0.6,0.5,1.4000000000000001,128.0,920,0.025,2m,0.5,0.8,2.0,192,40.0,0.05,10m,1.5,1.1,2.0,352.0,928.0,0.025,7m,0.7,1.5,1.3,920.0,304.0,0.05,6m,1.4,1.0,1.9000000000000001,88.0,16.0,0.025,9m,1.4,1.5,1.7000000000000002,920.0,0.35000000000000003,8,COMPLETE
134,134,3.2036561331077067,2025-06-16 00:35:21.710303,2025-06-16 00:35:28.331523,0 days 00:00:06.621220,,,,,,,,,,,,,,,704.0,0.05,9m,1.2000000000000002,0.5,1.1,600.0,,,,,,,,1016,0.05,4m,1.5,1.5,2.0,960,224.0,0.05,6m,0.9,1.5,1.7000000000000002,232.0,384.0,0.025,10m,0.5,0.5,1.5,112.0,880,0.025,2m,0.5,0.8,2.0,248,120.0,0.05,2m,1.5,1.1,1.9000000000000001,368.0,872.0,0.025,7m,0.6,1.5,1.3,984.0,120.0,0.05,6m,1.5,0.9,2.0,136.0,64.0,0.025,9m,1.5,1.5,1.7000000000000002,968.0,0.3,7,COMPLETE
135,135,-2.7777790142027845,2025-06-16 00:35:28.387693,2025-06-16 00:35:35.696049,0 days 00:00:07.308356,,,,,,,,176.0,0.05,1m,1.4,1.1,1.7000000000000002,104.0,816.0,0.05,9m,1.1,0.6,1.1,504.0,,,,,,,,1000,0.05,4m,1.5,1.4,2.0,912,200.0,0.05,6m,1.0,1.4,1.6,184.0,464.0,0.025,10m,0.6,0.5,1.4000000000000001,760.0,944,0.025,2m,0.5,0.8,2.0,264,64.0,0.05,2m,1.5,1.2000000000000002,1.9000000000000001,240.0,944.0,0.025,7m,0.7,1.5,1.3,936.0,296.0,0.05,6m,1.4,0.9,2.0,56.0,40.0,0.025,9m,1.4,1.5,1.8000000000000003,936.0,0.3,8,COMPLETE
136,136,1.9516651994296255,2025-06-16 00:35:35.771799,2025-06-16 00:35:42.408798,0 days 00:00:06.636999,,,,,,,,,,,,,,,640.0,0.05,9m,1.2000000000000002,0.5,1.1,600.0,,,,,,,,976,0.05,4m,1.5,1.5,2.0,1000,136.0,0.05,6m,1.0,1.4,1.6,152.0,440.0,0.025,10m,0.5,0.6,1.4000000000000001,88.0,928,0.025,2m,0.5,0.8,2.0,216,128.0,0.05,2m,1.5,1.1,2.0,320.0,824.0,0.025,7m,0.6,1.5,1.4000000000000001,960.0,344.0,0.05,6m,1.5,0.8,1.9000000000000001,224.0,96.0,0.025,9m,1.4,1.5,1.8000000000000003,920.0,0.3,7,COMPLETE
137,137,3.3923121441945354,2025-06-16 00:35:42.486430,2025-06-16 00:35:49.031965,0 days 00:00:06.545535,,,,,,,,360.0,0.05,1m,0.9,0.8,1.8000000000000003,472.0,760.0,0.05,9m,1.2000000000000002,0.5,1.1,536.0,,,,,,,,1000,0.05,4m,1.5,1.5,1.9000000000000001,968,272.0,0.05,6m,0.9,1.5,1.6,256.0,400.0,0.025,10m,0.5,0.5,1.5,56.0,984,0.025,2m,0.5,0.8,2.0,352,16.0,0.05,3m,1.5,1.2000000000000002,1.9000000000000001,288.0,912.0,0.025,7m,0.7,1.5,1.4000000000000001,848.0,240.0,0.05,6m,1.4,0.9,2.0,24.0,64.0,0.025,9m,1.5,1.5,1.7000000000000002,960.0,0.25,8,COMPLETE
138,138,3.5316400040297053,2025-06-16 00:35:49.099107,2025-06-16 00:36:02.642958,0 days 00:00:13.543851,,,,,,,,,,,,,,,696.0,0.05,9m,1.3,0.6,1.1,576.0,,,,,,,,968,0.05,4m,1.4,1.5,2.0,1024,232.0,0.05,6m,1.0,1.4,1.6,72.0,432.0,0.025,10m,0.7,0.5,1.5,72.0,904,0.025,2m,0.5,0.7,2.0,168,80.0,0.05,9m,1.5,0.9,1.8000000000000003,248.0,832.0,0.025,7m,0.7,1.5,1.3,880.0,144.0,0.05,6m,1.3,0.8,1.9000000000000001,136.0,16.0,0.025,9m,1.4,1.5,1.8000000000000003,880.0,0.25,7,COMPLETE
139,139,0.779972957383949,2025-06-16 00:36:02.783914,2025-06-16 00:36:18.617110,0 days 00:00:15.833196,,,,,,,,,,,,,,,728.0,0.05,10m,1.1,0.5,1.2000000000000002,400.0,,,,,,,,1024,0.05,4m,1.5,1.4,2.0,24,168.0,0.05,6m,1.0,1.4,1.6,152.0,376.0,0.025,8m,0.6,0.6,1.4000000000000001,112.0,848,0.025,2m,0.5,0.8,2.0,272,136.0,0.05,8m,1.2000000000000002,1.1,1.9000000000000001,392.0,888.0,0.025,2m,0.7,1.5,1.2000000000000002,992.0,232.0,0.05,6m,1.5,1.0,2.0,88.0,40.0,0.025,9m,1.4,1.5,1.8000000000000003,904.0,0.3,7,COMPLETE
140,140,2.600633719891327,2025-06-16 00:36:18.685225,2025-06-16 00:36:24.931684,0 days 00:00:06.246459,,,,,,,,,,,,,,,632.0,0.05,3m,1.3,0.6,1.3,472.0,,,,,,,,944,0.05,1m,1.4,1.5,1.2000000000000002,984,88.0,0.05,6m,0.9,1.5,1.7000000000000002,240.0,424.0,0.025,10m,0.5,0.6,1.4000000000000001,128.0,944,0.05,2m,0.5,0.6,2.0,328,64.0,0.05,2m,1.5,1.1,1.8000000000000003,472.0,856.0,0.025,7m,0.6,1.5,1.3,904.0,176.0,0.05,6m,1.4,1.0,1.9000000000000001,208.0,952.0,0.025,7m,1.5,1.5,1.9000000000000001,944.0,0.35000000000000003,7,COMPLETE
141,141,4.555011411700169,2025-06-16 00:36:24.990613,2025-06-16 00:36:31.165784,0 days 00:00:06.175171,,,,,,,,,,,,,,,656.0,0.05,9m,1.3,0.5,1.2000000000000002,480.0,,,,,,,,984,0.05,4m,1.5,1.5,2.0,976,232.0,0.05,6m,1.0,1.4,1.6,160.0,392.0,0.025,10m,0.5,0.5,1.4000000000000001,184.0,976,0.025,2m,0.5,0.8,2.0,288,80.0,0.05,2m,1.5,1.0,1.9000000000000001,304.0,904.0,0.025,7m,0.7,1.5,1.3,976.0,224.0,0.05,6m,1.5,0.9,2.0,104.0,32.0,0.025,9m,1.4,1.5,1.8000000000000003,952.0,0.25,7,COMPLETE
142,142,1.7130513483709098,2025-06-16 00:36:31.243620,2025-06-16 00:36:42.196004,0 days 00:00:10.952384,,,,,,,,488.0,0.05,9m,1.2000000000000002,0.5,1.3,832.0,696.0,0.05,9m,1.3,0.5,1.2000000000000002,472.0,,,,,,,,992,0.05,4m,1.5,1.5,2.0,912,248.0,0.05,5m,1.0,1.4,1.6,200.0,328.0,0.025,10m,0.5,0.5,1.5,96.0,984,0.025,2m,0.5,0.8,2.0,384,104.0,0.05,2m,1.5,0.9,1.9000000000000001,312.0,920.0,0.025,7m,0.7,1.5,1.3,976.0,96.0,0.05,6m,1.5,0.8,2.0,152.0,32.0,0.025,9m,1.4,1.5,1.8000000000000003,976.0,0.25,8,COMPLETE
143,143,1.8358514877641392,2025-06-16 00:36:42.345000,2025-06-16 00:37:00.021424,0 days 00:00:17.676424,,,,,,,,,,,,,,,648.0,0.05,9m,1.3,0.5,1.2000000000000002,488.0,,,,,,,,976,0.05,4m,1.5,1.5,2.0,952,192.0,0.05,6m,1.0,1.4,1.7000000000000002,96.0,456.0,0.025,10m,0.5,0.5,1.4000000000000001,128.0,960,0.025,2m,0.5,0.8,2.0,224,16.0,0.05,2m,1.3,1.0,2.0,240.0,952.0,0.025,7m,0.7,1.5,1.5,952.0,264.0,0.05,6m,1.5,0.9,2.0,80.0,64.0,0.025,9m,1.4,0.6,1.7000000000000002,1024.0,0.3,7,COMPLETE
144,144,-2.912475210411343,2025-06-16 00:37:00.113226,2025-06-16 00:37:06.141617,0 days 00:00:06.028391,,,,,,,,,,,,,,,672.0,0.05,1m,1.2000000000000002,0.5,1.1,544.0,,,,,,,,880,0.05,10m,1.5,1.5,1.9000000000000001,888,216.0,0.05,1m,1.0,1.5,1.6,288.0,480.0,0.025,10m,0.6,0.5,1.4000000000000001,184.0,1000,0.025,2m,0.5,0.7,2.0,272,152.0,0.05,6m,1.5,1.0,1.9000000000000001,320.0,872.0,0.025,7m,0.6,1.4,1.3,928.0,,,,,,,,120.0,0.025,5m,1.5,1.4,1.8000000000000003,384.0,0.25,6,COMPLETE
145,145,-1.7037561529636664,2025-06-16 00:37:06.214593,2025-06-16 00:37:14.462386,0 days 00:00:08.247793,560.0,0.05,9m,1.5,1.5,1.5,1008.0,120.0,0.05,10m,0.7,1.0,1.7000000000000002,600.0,784.0,0.05,9m,1.2000000000000002,0.5,1.2000000000000002,520.0,,,,,,,,1000,0.05,4m,1.5,1.5,2.0,856,280.0,0.05,6m,1.0,1.4,1.5,152.0,400.0,0.025,3m,0.6,0.8,1.5,48.0,920,0.025,5m,0.5,0.8,2.0,240,64.0,0.05,5m,0.9,1.1,1.9000000000000001,48.0,896.0,0.025,1m,0.7,1.5,1.2000000000000002,992.0,184.0,0.05,6m,1.4,0.9,1.8000000000000003,168.0,96.0,0.025,9m,1.4,1.5,1.8000000000000003,920.0,0.3,9,COMPLETE
146,146,-14.032695050201417,2025-06-16 00:37:14.544278,2025-06-16 00:37:30.470536,0 days 00:00:15.926258,,,,,,,,,,,,,,,712.0,0.05,9m,1.3,0.6,1.3,432.0,,,,,,,,960,0.05,2m,1.4,1.4,2.0,992,152.0,0.05,4m,0.9,1.4,1.6,192.0,360.0,0.025,1m,0.5,0.5,1.6,176.0,880,0.025,4m,0.5,0.7,2.0,320,432.0,0.05,8m,1.4,1.0,1.9000000000000001,272.0,800.0,0.025,7m,0.7,1.5,1.4000000000000001,968.0,,,,,,,,16.0,0.025,3m,1.4,1.5,1.9000000000000001,944.0,0.25,6,COMPLETE
