,number,value,datetime_start,datetime_complete,duration,params_AAPL_VRSK_beta_win,params_AAPL_VRSK_stop_loss,params_AAPL_VRSK_trade_freq,params_AAPL_VRSK_z_entry,params_AAPL_VRSK_z_exit,params_AAPL_VRSK_z_stop_scaler,params_AAPL_VRSK_z_win,params_ADI_BKNG_beta_win,params_ADI_BKNG_stop_loss,params_ADI_BKNG_trade_freq,params_ADI_BKNG_z_entry,params_ADI_BKNG_z_exit,params_ADI_BKNG_z_stop_scaler,params_ADI_BKNG_z_win,params_AVGO_COST_beta_win,params_AVGO_COST_stop_loss,params_AVGO_COST_trade_freq,params_AVGO_COST_z_entry,params_AVGO_COST_z_exit,params_AVGO_COST_z_stop_scaler,params_AVGO_COST_z_win,params_CDW_PCAR_beta_win,params_CDW_PCAR_stop_loss,params_CDW_PCAR_trade_freq,params_CDW_PCAR_z_entry,params_CDW_PCAR_z_exit,params_CDW_PCAR_z_stop_scaler,params_CDW_PCAR_z_win,params_COST_KLAC_beta_win,params_COST_KLAC_stop_loss,params_COST_KLAC_trade_freq,params_COST_KLAC_z_entry,params_COST_KLAC_z_exit,params_COST_KLAC_z_stop_scaler,params_COST_KLAC_z_win,params_DDOG_INTU_beta_win,params_DDOG_INTU_stop_loss,params_DDOG_INTU_trade_freq,params_DDOG_INTU_z_entry,params_DDOG_INTU_z_exit,params_DDOG_INTU_z_stop_scaler,params_DDOG_INTU_z_win,params_DDOG_ROP_beta_win,params_DDOG_ROP_stop_loss,params_DDOG_ROP_trade_freq,params_DDOG_ROP_z_entry,params_DDOG_ROP_z_exit,params_DDOG_ROP_z_stop_scaler,params_DDOG_ROP_z_win,params_KLAC_NFLX_beta_win,params_KLAC_NFLX_stop_loss,params_KLAC_NFLX_trade_freq,params_KLAC_NFLX_z_entry,params_KLAC_NFLX_z_exit,params_KLAC_NFLX_z_stop_scaler,params_KLAC_NFLX_z_win,params_MAR_MRVL_beta_win,params_MAR_MRVL_stop_loss,params_MAR_MRVL_trade_freq,params_MAR_MRVL_z_entry,params_MAR_MRVL_z_exit,params_MAR_MRVL_z_stop_scaler,params_MAR_MRVL_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,0.43109711023283165,2025-06-16 00:43:53.378417,2025-06-16 00:43:55.852777,0 days 00:00:02.474360,320.0,0.05,6m,1.4,0.6,1.1,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.0,0.025,10m,1.5,0.9,1.6,248.0,344,0.05,5m,1.3,0.9,1.1,504,0.2,3,COMPLETE
1,1,-16.335818248514563,2025-06-16 00:43:55.912060,2025-06-16 00:44:02.591417,0 days 00:00:06.679357,576.0,0.025,10m,0.7,1.3,1.1,384.0,152.0,0.025,9m,0.7,1.2000000000000002,1.6,1016.0,216.0,0.025,8m,0.8,1.0,2.0,712.0,808.0,0.05,7m,1.5,0.7,1.7000000000000002,1008.0,,,,,,,,40.0,0.05,1m,0.6,0.6,1.1,416.0,488.0,0.05,7m,1.4,1.4,1.6,512.0,176.0,0.05,9m,0.9,0.8,1.7000000000000002,464.0,112.0,0.05,3m,1.2000000000000002,1.2000000000000002,1.4000000000000001,288.0,984,0.025,6m,1.0,1.2000000000000002,1.6,592,0.3,9,COMPLETE
2,2,-0.9741785999034689,2025-06-16 00:44:02.642346,2025-06-16 00:44:09.535268,0 days 00:00:06.892922,496.0,0.05,7m,1.5,1.1,1.6,672.0,96.0,0.05,9m,0.7,1.0,1.1,560.0,384.0,0.05,9m,1.3,1.0,1.5,384.0,432.0,0.05,3m,1.0,1.5,1.4000000000000001,280.0,,,,,,,,888.0,0.05,5m,1.4,0.9,1.2000000000000002,456.0,920.0,0.025,9m,0.7,0.7,2.0,608.0,488.0,0.05,7m,0.6,1.4,1.3,352.0,368.0,0.05,8m,0.7,1.0,1.9000000000000001,376.0,584,0.025,8m,1.3,0.6,1.6,376,0.15000000000000002,9,COMPLETE
3,3,-0.1961142883582755,2025-06-16 00:44:09.612211,2025-06-16 00:44:12.743904,0 days 00:00:03.131693,848.0,0.025,6m,0.9,1.3,1.1,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,0.05,10m,0.9,1.3,1.5,224.0,,,,,,,,,,,,,,,144.0,0.05,4m,0.5,0.7,1.5,632.0,264,0.05,10m,1.5,0.5,1.6,720,0.05,4,COMPLETE
4,4,1.6496256341774402,2025-06-16 00:44:12.804175,2025-06-16 00:44:18.876758,0 days 00:00:06.072583,112.0,0.025,3m,0.6,0.6,1.9000000000000001,248.0,816.0,0.05,7m,1.5,1.3,2.0,1008.0,88.0,0.025,8m,1.5,0.7,1.3,848.0,344.0,0.05,4m,0.6,1.0,1.9000000000000001,600.0,,,,,,,,656.0,0.05,6m,0.6,1.2000000000000002,1.9000000000000001,208.0,392.0,0.025,5m,1.4,0.8,1.1,144.0,,,,,,,,864.0,0.05,2m,1.4,0.9,2.0,168.0,216,0.025,10m,1.2000000000000002,0.7,1.7000000000000002,480,0.4,8,COMPLETE
5,5,-32.82168493889456,2025-06-16 00:44:18.952569,2025-06-16 00:44:23.395741,0 days 00:00:04.443172,224.0,0.025,8m,0.7,1.1,1.2000000000000002,984.0,,,,,,,,936.0,0.025,1m,0.6,1.2000000000000002,1.6,976.0,288.0,0.025,4m,0.9,0.7,1.4000000000000001,912.0,,,,,,,,1000.0,0.025,9m,1.4,0.5,1.4000000000000001,320.0,,,,,,,,,,,,,,,800.0,0.025,10m,0.8,0.7,1.2000000000000002,552.0,792,0.025,5m,1.5,1.0,1.6,528,0.35000000000000003,6,COMPLETE
6,6,1.1983470627312005,2025-06-16 00:44:23.455674,2025-06-16 00:44:26.470395,0 days 00:00:03.014721,720.0,0.025,4m,0.7,1.5,1.2000000000000002,784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,0.025,2m,1.0,0.5,1.2000000000000002,832.0,,,,,,,,,,,,,,,672.0,0.05,4m,1.4,0.6,1.2000000000000002,776.0,608,0.05,2m,1.4,1.5,1.3,472,0.4,4,COMPLETE
7,7,0.8785845038645106,2025-06-16 00:44:26.540539,2025-06-16 00:44:29.473489,0 days 00:00:02.932950,992.0,0.025,2m,1.2000000000000002,1.3,1.1,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.0,0.025,8m,1.1,1.3,1.2000000000000002,528.0,,,,,,,,,,,,,,,264.0,0.025,5m,1.3,0.6,1.5,240.0,392,0.05,7m,0.6,1.2000000000000002,1.1,104,0.3,4,COMPLETE
8,8,0.7572698044676974,2025-06-16 00:44:29.563774,2025-06-16 00:44:31.064287,0 days 00:00:01.500513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.0,0.05,3m,1.4,1.3,1.4000000000000001,960.0,704,0.05,7m,0.5,0.8,1.9000000000000001,256,0.3,2,COMPLETE
9,9,-5.46757790408316,2025-06-16 00:44:31.119764,2025-06-16 00:44:36.220094,0 days 00:00:05.100330,344.0,0.025,10m,0.7,1.0,1.5,40.0,976.0,0.05,10m,0.7,0.9,1.8000000000000003,280.0,584.0,0.025,1m,1.3,0.8,1.1,744.0,264.0,0.025,6m,0.8,0.9,1.1,536.0,,,,,,,,312.0,0.025,8m,1.0,0.7,1.7000000000000002,792.0,,,,,,,,,,,,,,,952.0,0.05,1m,0.7,0.6,1.8000000000000003,496.0,560,0.025,4m,0.5,0.6,1.3,528,0.1,7,COMPLETE
10,10,-1.942433193187699,2025-06-16 00:44:36.290830,2025-06-16 00:44:43.905357,0 days 00:00:07.614527,88.0,0.05,3m,0.5,0.5,1.9000000000000001,40.0,840.0,0.05,7m,1.5,1.5,2.0,1024.0,40.0,0.05,8m,1.5,0.5,1.1,48.0,24.0,0.05,4m,0.5,1.3,2.0,576.0,632.0,0.025,8m,1.3,0.5,1.6,272.0,760.0,0.05,6m,0.7,1.5,2.0,32.0,48.0,0.025,5m,1.5,0.5,1.1,48.0,1016.0,0.025,2m,1.5,0.5,2.0,1000.0,632.0,0.025,2m,1.1,1.5,2.0,48.0,24,0.025,10m,1.0,0.8,2.0,1000,0.5,10,COMPLETE
11,11,0.42788938262619547,2025-06-16 00:44:43.988824,2025-06-16 00:44:49.380581,0 days 00:00:05.391757,696.0,0.025,4m,0.5,0.7,2.0,976.0,608.0,0.025,7m,1.5,0.5,1.3,656.0,704.0,0.025,4m,1.0,0.5,1.4000000000000001,976.0,752.0,0.05,8m,0.5,1.1,2.0,48.0,,,,,,,,312.0,0.025,2m,0.5,1.0,1.9000000000000001,944.0,,,,,,,,,,,,,,,656.0,0.05,7m,1.5,0.9,1.1,824.0,216,0.05,2m,1.2000000000000002,1.5,1.4000000000000001,760,0.45,7,COMPLETE
12,12,-0.3464215851144063,2025-06-16 00:44:49.473188,2025-06-16 00:44:50.442893,0 days 00:00:00.969705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0.025,1m,1.2000000000000002,1.5,1.8000000000000003,304,0.4,1,COMPLETE
13,13,-0.418310544625927,2025-06-16 00:44:50.525509,2025-06-16 00:44:54.346867,0 days 00:00:03.821358,56.0,0.025,9m,0.9,0.8,1.7000000000000002,280.0,,,,,,,,,,,,,,,568.0,0.025,2m,1.4,0.5,1.7000000000000002,720.0,,,,,,,,352.0,0.025,3m,0.8,1.2000000000000002,1.7000000000000002,680.0,,,,,,,,,,,,,,,768.0,0.05,2m,1.1,0.5,1.7000000000000002,768.0,448,0.05,2m,0.8,1.3,1.4000000000000001,72,0.4,5,COMPLETE
14,14,-0.24904239802902536,2025-06-16 00:44:54.425172,2025-06-16 00:44:59.725888,0 days 00:00:05.300716,736.0,0.025,5m,1.0,1.5,1.4000000000000001,520.0,592.0,0.05,3m,1.2000000000000002,1.5,2.0,80.0,80.0,0.05,2m,1.5,1.5,1.3,456.0,24.0,0.05,10m,0.7,1.1,1.8000000000000003,384.0,,,,,,,,40.0,0.05,4m,1.2000000000000002,0.8,1.8000000000000003,1008.0,,,,,,,,,,,,,,,504.0,0.05,4m,1.3,0.8,1.3,48.0,776,0.025,9m,1.4,0.7,1.4000000000000001,744,0.5,7,COMPLETE
15,15,-2.91296659535745,2025-06-16 00:44:59.802233,2025-06-16 00:45:05.688816,0 days 00:00:05.886583,472.0,0.025,3m,0.6,0.9,1.8000000000000003,816.0,800.0,0.025,6m,1.1,1.2000000000000002,1.6,776.0,344.0,0.025,7m,1.1,0.7,1.8000000000000003,720.0,1008.0,0.025,1m,1.2000000000000002,1.3,1.9000000000000001,752.0,,,,,,,,480.0,0.025,2m,1.2000000000000002,1.1,1.4000000000000001,64.0,392.0,0.025,2m,1.1,1.0,1.1,120.0,,,,,,,,800.0,0.05,6m,0.9,1.1,1.1,728.0,1000,0.05,3m,1.1,1.3,1.8000000000000003,392,0.4,8,COMPLETE
16,16,-0.011783663262154208,2025-06-16 00:45:05.766162,2025-06-16 00:45:09.767067,0 days 00:00:04.000905,1016.0,0.05,4m,0.8,1.5,1.4000000000000001,488.0,,,,,,,,,,,,,,,256.0,0.05,9m,1.2000000000000002,0.9,1.6,216.0,,,,,,,,184.0,0.05,6m,0.5,1.5,1.6,720.0,,,,,,,,,,,,,,,528.0,0.05,9m,1.3,0.5,2.0,1016.0,200,0.05,10m,0.8,1.0,1.3,928,0.2,5,COMPLETE
17,17,-13.639710745144201,2025-06-16 00:45:09.862181,2025-06-16 00:45:12.116200,0 days 00:00:02.254019,648.0,0.025,1m,1.1,0.5,1.3,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.0,0.05,4m,1.0,0.8,1.7000000000000002,864.0,656,0.025,2m,1.4,1.1,1.2000000000000002,192,0.35000000000000003,3,COMPLETE
18,18,-0.8378035707012477,2025-06-16 00:45:12.189945,2025-06-16 00:45:19.810461,0 days 00:00:07.620516,808.0,0.025,3m,0.5,0.8,2.0,152.0,288.0,0.05,4m,1.3,0.7,1.8000000000000003,808.0,1024.0,0.05,5m,0.5,0.8,1.7000000000000002,144.0,448.0,0.05,5m,0.7,0.7,1.1,728.0,40.0,0.05,7m,0.5,1.5,1.1,1024.0,768.0,0.025,7m,0.8,1.0,1.3,192.0,144.0,0.05,5m,1.0,1.0,1.4000000000000001,328.0,928.0,0.025,5m,1.5,1.5,1.1,16.0,696.0,0.025,2m,1.5,1.4,1.3,432.0,456,0.05,6m,0.9,1.4,1.8000000000000003,416,0.45,10,COMPLETE
19,19,-0.9539382252060075,2025-06-16 00:45:19.880185,2025-06-16 00:45:24.484431,0 days 00:00:04.604246,224.0,0.05,4m,0.8,1.1,1.7000000000000002,808.0,,,,,,,,656.0,0.025,3m,1.2000000000000002,1.3,1.3,832.0,640.0,0.025,4m,0.6,1.3,1.4000000000000001,408.0,,,,,,,,448.0,0.05,2m,1.5,0.5,2.0,592.0,,,,,,,,,,,,,,,864.0,0.05,7m,1.2000000000000002,1.1,1.8000000000000003,624.0,856,0.025,3m,1.2000000000000002,0.8,1.5,640,0.25,6,COMPLETE
20,20,-48.44479340487324,2025-06-16 00:45:24.549141,2025-06-16 00:45:30.875855,0 days 00:00:06.326714,856.0,0.025,1m,0.6,0.7,1.6,408.0,400.0,0.025,1m,0.5,1.2000000000000002,1.4000000000000001,288.0,416.0,0.025,6m,0.9,0.6,1.2000000000000002,568.0,144.0,0.05,9m,1.2000000000000002,0.5,1.8000000000000003,72.0,,,,,,,,192.0,0.025,6m,0.7,0.8,1.6,840.0,824.0,0.025,8m,1.2000000000000002,1.4,1.5,912.0,,,,,,,,536.0,0.05,5m,1.4,0.9,1.6,168.0,120,0.025,8m,1.4,0.5,1.7000000000000002,808,0.45,8,COMPLETE
21,21,-0.14803219257291234,2025-06-16 00:45:30.954242,2025-06-16 00:45:36.759601,0 days 00:00:05.805359,1016.0,0.025,2m,1.2000000000000002,1.3,1.3,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,0.025,8m,1.1,1.3,1.1,560.0,,,,,,,,,,,,,,,304.0,0.025,5m,1.3,0.6,1.5,168.0,360,0.05,7m,0.7,1.2000000000000002,1.1,16,0.35000000000000003,4,COMPLETE
22,22,0.3136440062813899,2025-06-16 00:45:36.885007,2025-06-16 00:45:45.089401,0 days 00:00:08.204394,944.0,0.025,2m,1.2000000000000002,1.4,1.2000000000000002,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,0.025,8m,1.0,1.3,1.3,368.0,,,,,,,,,,,,,,,432.0,0.025,5m,1.4,0.7,1.3,296.0,352,0.05,7m,0.6,1.4,1.2000000000000002,136,0.25,4,COMPLETE
23,23,-0.6986615082676084,2025-06-16 00:45:45.215558,2025-06-16 00:45:51.335801,0 days 00:00:06.120243,608.0,0.025,2m,1.3,1.4,1.2000000000000002,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.025,6m,1.2000000000000002,0.6,1.2000000000000002,136.0,496,0.05,4m,1.1,1.1,1.2000000000000002,272,0.35000000000000003,3,COMPLETE
24,24,-3.422105495272635,2025-06-16 00:45:51.477110,2025-06-16 00:45:57.524039,0 days 00:00:06.046929,416.0,0.025,5m,1.0,1.2000000000000002,1.3,888.0,,,,,,,,,,,,,,,384.0,0.05,10m,1.0,1.0,1.3,872.0,,,,,,,,600.0,0.025,1m,1.2000000000000002,1.4,1.2000000000000002,632.0,,,,,,,,,,,,,,,224.0,0.025,1m,1.4,0.5,1.4000000000000001,424.0,280,0.05,9m,1.3,1.4,1.1,152,0.3,5,COMPLETE
25,25,-2.5411115352816935,2025-06-16 00:45:57.614504,2025-06-16 00:45:59.411169,0 days 00:00:01.796665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,0.025,9m,1.3,0.8,1.7000000000000002,216.0,400,0.05,1m,1.1,1.2000000000000002,1.3,448,0.4,2,COMPLETE
26,26,1.2499184127245595,2025-06-16 00:45:59.467086,2025-06-16 00:46:03.996309,0 days 00:00:04.529223,752.0,0.025,7m,1.1,1.5,1.8000000000000003,568.0,,,,,,,,208.0,0.05,10m,0.7,0.9,1.9000000000000001,216.0,1008.0,0.025,8m,0.8,1.5,1.6,640.0,,,,,,,,688.0,0.025,9m,1.0,1.1,1.2000000000000002,488.0,,,,,,,,,,,,,,,584.0,0.05,8m,1.1,1.0,1.9000000000000001,376.0,608,0.05,7m,0.9,0.9,1.5,624,0.35000000000000003,6,COMPLETE
27,27,-1.7880083473756423,2025-06-16 00:46:04.070730,2025-06-16 00:46:08.774813,0 days 00:00:04.704083,752.0,0.025,7m,1.0,1.5,1.9000000000000001,568.0,,,,,,,,200.0,0.05,10m,0.7,0.9,2.0,272.0,976.0,0.025,8m,0.8,1.5,1.6,672.0,,,,,,,,696.0,0.05,9m,1.0,1.2000000000000002,1.4000000000000001,248.0,,,,,,,,,,,,,,,600.0,0.05,8m,1.0,1.0,1.9000000000000001,344.0,656,0.05,2m,0.9,0.9,1.5,560,0.45,6,COMPLETE
28,28,0.48404217217861983,2025-06-16 00:46:08.850948,2025-06-16 00:46:14.877403,0 days 00:00:06.026455,888.0,0.025,7m,0.8,1.4,1.8000000000000003,432.0,744.0,0.05,2m,0.9,1.3,1.8000000000000003,344.0,200.0,0.05,10m,0.8,1.2000000000000002,1.9000000000000001,240.0,784.0,0.025,8m,0.7,1.2000000000000002,1.8000000000000003,440.0,,,,,,,,856.0,0.025,9m,0.9,1.1,1.3,136.0,672.0,0.05,10m,0.6,0.7,1.8000000000000003,344.0,,,,,,,,728.0,0.05,8m,1.1,1.1,1.9000000000000001,536.0,608,0.025,10m,0.9,0.7,1.7000000000000002,680,0.5,8,COMPLETE
29,29,0.08516180493866948,2025-06-16 00:46:14.966262,2025-06-16 00:46:20.234201,0 days 00:00:05.267939,656.0,0.05,9m,0.6,1.2000000000000002,1.9000000000000001,224.0,992.0,0.05,5m,1.3,0.9,1.4000000000000001,840.0,24.0,0.05,10m,0.5,0.7,1.6,560.0,888.0,0.025,3m,0.9,0.9,1.5,600.0,,,,,,,,872.0,0.025,7m,0.8,1.0,1.5,864.0,,,,,,,,,,,,,,,864.0,0.05,2m,0.9,1.0,2.0,664.0,520,0.05,5m,1.3,0.9,1.5,448,0.2,7,COMPLETE
30,30,-1.7992306323110183,2025-06-16 00:46:20.305332,2025-06-16 00:46:24.989958,0 days 00:00:04.684626,568.0,0.025,8m,0.9,0.9,1.8000000000000003,744.0,,,,,,,,232.0,0.05,8m,1.0,0.9,1.8000000000000003,16.0,640.0,0.025,1m,0.6,1.4,1.9000000000000001,856.0,,,,,,,,416.0,0.05,5m,0.6,1.1,1.8000000000000003,312.0,,,,,,,,,,,,,,,584.0,0.05,4m,1.5,0.9,1.8000000000000003,112.0,888,0.05,7m,1.2000000000000002,1.0,1.7000000000000002,848,0.4,6,COMPLETE
31,31,0.5755878935581072,2025-06-16 00:46:25.073542,2025-06-16 00:46:28.257724,0 days 00:00:03.184182,944.0,0.025,2m,1.2000000000000002,1.5,1.7000000000000002,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,0.025,3m,1.1,1.2000000000000002,1.2000000000000002,504.0,,,,,,,,,,,,,,,392.0,0.025,10m,1.2000000000000002,1.2000000000000002,1.6,232.0,296,0.05,7m,0.6,1.1,1.1,632,0.35000000000000003,4,COMPLETE
32,32,1.189605638889737,2025-06-16 00:46:28.329683,2025-06-16 00:46:32.186716,0 days 00:00:03.857033,808.0,0.025,3m,1.1,1.4,1.5,592.0,,,,,,,,,,,,,,,504.0,0.025,6m,1.1,1.1,1.2000000000000002,480.0,,,,,,,,640.0,0.025,4m,1.3,1.4,1.1,728.0,,,,,,,,,,,,,,,464.0,0.05,8m,1.4,0.7,1.9000000000000001,344.0,440,0.05,7m,0.8,0.7,1.2000000000000002,344,0.3,5,COMPLETE
33,33,-5.155521377500803,2025-06-16 00:46:32.274641,2025-06-16 00:46:39.191878,0 days 00:00:06.917237,744.0,0.025,3m,1.1,1.4,1.5,584.0,392.0,0.025,8m,1.0,1.4,1.1,448.0,496.0,0.025,2m,0.7,1.1,1.4000000000000001,320.0,544.0,0.025,6m,1.1,1.1,1.2000000000000002,488.0,,,,,,,,664.0,0.025,4m,1.3,1.4,1.1,752.0,280.0,0.025,6m,0.9,1.2000000000000002,1.3,1024.0,32.0,0.025,6m,0.5,1.0,1.6,976.0,472.0,0.05,8m,1.5,0.8,1.9000000000000001,336.0,680,0.05,6m,0.8,0.7,1.3,344,0.25,9,COMPLETE
34,34,2.999307079328442,2025-06-16 00:46:39.270868,2025-06-16 00:46:43.294833,0 days 00:00:04.023965,792.0,0.025,3m,1.1,1.5,2.0,344.0,,,,,,,,,,,,,,,352.0,0.025,6m,0.9,1.0,1.5,624.0,,,,,,,,520.0,0.025,4m,0.9,1.4,1.1,928.0,,,,,,,,,,,,,,,696.0,0.05,8m,1.4,0.9,2.0,392.0,576,0.05,7m,1.0,0.6,1.4000000000000001,464,0.3,5,COMPLETE
35,35,0.5660460601750646,2025-06-16 00:46:43.359337,2025-06-16 00:46:47.379511,0 days 00:00:04.020174,160.0,0.025,7m,1.4,0.6,2.0,272.0,,,,,,,,,,,,,,,320.0,0.025,7m,0.8,1.0,1.5,616.0,,,,,,,,512.0,0.025,10m,0.9,0.9,1.3,936.0,,,,,,,,,,,,,,,880.0,0.05,8m,0.5,1.0,2.0,424.0,568,0.05,10m,1.0,0.6,1.4000000000000001,496,0.35000000000000003,5,COMPLETE
36,36,-10.332897498046634,2025-06-16 00:46:47.457034,2025-06-16 00:46:52.360255,0 days 00:00:04.903221,552.0,0.025,6m,1.3,1.5,1.9000000000000001,384.0,,,,,,,,120.0,0.05,5m,1.4,0.7,1.5,856.0,128.0,0.025,5m,0.6,0.8,1.7000000000000002,656.0,,,,,,,,216.0,0.05,1m,0.7,1.2000000000000002,1.1,1024.0,,,,,,,,,,,,,,,688.0,0.05,3m,1.4,1.1,2.0,496.0,744,0.025,8m,1.0,0.5,1.6,592,0.15000000000000002,6,COMPLETE
37,37,0.3993542545820725,2025-06-16 00:46:52.417993,2025-06-16 00:46:55.110732,0 days 00:00:02.692739,448.0,0.025,4m,0.7,1.2000000000000002,2.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.0,0.05,8m,1.2000000000000002,0.9,1.8000000000000003,280.0,600,0.05,5m,1.5,0.6,1.5,480,0.3,3,COMPLETE
38,38,-0.3694880564918685,2025-06-16 00:46:55.191477,2025-06-16 00:47:01.515999,0 days 00:00:06.324522,376.0,0.05,3m,0.9,1.3,1.8000000000000003,112.0,688.0,0.05,7m,1.4,0.7,1.9000000000000001,48.0,280.0,0.025,4m,1.1,0.9,1.7000000000000002,616.0,352.0,0.025,2m,0.9,1.2000000000000002,1.6,824.0,,,,,,,,72.0,0.025,4m,0.6,0.6,1.2000000000000002,440.0,648.0,0.05,3m,1.3,0.8,1.3,240.0,,,,,,,,576.0,0.05,4m,1.5,1.2000000000000002,1.9000000000000001,912.0,864,0.05,2m,1.1,0.8,1.6,576,0.4,8,COMPLETE
39,39,2.4276845148475314,2025-06-16 00:47:01.592147,2025-06-16 00:47:08.890582,0 days 00:00:07.298435,800.0,0.025,10m,1.0,1.0,1.9000000000000001,328.0,880.0,0.05,10m,0.9,1.1,1.7000000000000002,616.0,144.0,0.025,7m,0.9,0.6,1.3,472.0,184.0,0.05,8m,0.8,0.8,1.5,360.0,,,,,,,,800.0,0.05,2m,1.0,0.9,1.1,904.0,304.0,0.025,1m,1.5,0.5,1.7000000000000002,664.0,648.0,0.05,3m,1.0,0.5,2.0,720.0,808.0,0.05,10m,1.3,1.0,2.0,584.0,520,0.025,7m,0.9,0.9,1.4000000000000001,656,0.35000000000000003,9,COMPLETE
40,40,0.5848284598795869,2025-06-16 00:47:08.955382,2025-06-16 00:47:16.039383,0 days 00:00:07.084001,792.0,0.025,10m,1.3,1.0,1.9000000000000001,336.0,888.0,0.05,10m,1.0,1.1,1.7000000000000002,656.0,128.0,0.025,7m,0.9,0.6,1.3,408.0,144.0,0.05,8m,0.8,0.8,1.5,328.0,,,,,,,,800.0,0.05,6m,0.9,0.9,1.1,904.0,280.0,0.025,1m,1.5,0.5,1.7000000000000002,672.0,640.0,0.05,3m,1.1,0.5,1.9000000000000001,720.0,816.0,0.05,10m,1.1,1.0,2.0,568.0,944,0.025,7m,0.9,0.8,1.4000000000000001,680,0.25,9,COMPLETE
41,41,3.1799104396589613,2025-06-16 00:47:16.103209,2025-06-16 00:47:23.415364,0 days 00:00:07.312155,912.0,0.025,10m,1.1,0.9,2.0,464.0,1024.0,0.05,10m,0.9,1.3,2.0,904.0,312.0,0.025,7m,0.7,0.6,1.2000000000000002,176.0,224.0,0.05,8m,0.7,0.8,1.3,536.0,,,,,,,,920.0,0.05,2m,1.1,0.6,1.2000000000000002,816.0,352.0,0.025,1m,1.3,0.8,1.9000000000000001,736.0,576.0,0.05,3m,1.1,0.8,1.8000000000000003,688.0,640.0,0.05,10m,1.3,0.9,1.9000000000000001,672.0,720,0.025,7m,1.0,0.9,1.5,520,0.35000000000000003,9,COMPLETE
42,42,-1.4645620682829636,2025-06-16 00:47:23.490551,2025-06-16 00:47:31.207582,0 days 00:00:07.717031,920.0,0.025,10m,1.1,0.9,2.0,464.0,1016.0,0.05,10m,0.9,1.3,2.0,912.0,320.0,0.025,7m,0.7,0.6,1.2000000000000002,176.0,216.0,0.05,8m,0.7,0.8,1.3,536.0,1016.0,0.025,3m,0.7,1.0,2.0,16.0,968.0,0.05,2m,1.1,0.8,1.1,904.0,336.0,0.025,1m,1.3,0.8,1.9000000000000001,808.0,568.0,0.05,3m,1.1,0.8,1.8000000000000003,720.0,744.0,0.05,10m,1.3,0.9,1.9000000000000001,672.0,728,0.025,7m,0.9,0.9,1.5,536,0.35000000000000003,10,COMPLETE
43,43,-1.301236373752443,2025-06-16 00:47:31.293547,2025-06-16 00:47:38.037065,0 days 00:00:06.743518,272.0,0.025,10m,1.5,1.1,1.9000000000000001,360.0,896.0,0.05,10m,0.8,1.3,1.9000000000000001,920.0,128.0,0.025,7m,0.8,0.8,1.2000000000000002,184.0,384.0,0.05,8m,0.9,0.6,1.3,656.0,,,,,,,,904.0,0.05,9m,1.0,0.6,1.2000000000000002,792.0,512.0,0.025,1m,1.5,0.7,1.8000000000000003,776.0,744.0,0.05,8m,0.9,0.7,1.9000000000000001,704.0,904.0,0.05,10m,1.3,0.8,2.0,592.0,528,0.025,7m,1.0,0.9,1.7000000000000002,608,0.3,9,COMPLETE
44,44,0.8245702327389333,2025-06-16 00:47:38.132644,2025-06-16 00:47:45.169381,0 days 00:00:07.036737,848.0,0.025,10m,1.1,1.0,2.0,248.0,928.0,0.05,10m,1.1,1.1,1.9000000000000001,704.0,288.0,0.025,7m,0.6,0.6,1.4000000000000001,104.0,160.0,0.05,8m,0.6,0.9,1.4000000000000001,568.0,,,,,,,,952.0,0.05,2m,0.9,0.7,1.3,992.0,144.0,0.025,4m,1.3,0.9,2.0,504.0,400.0,0.05,4m,1.3,1.1,2.0,584.0,632.0,0.05,10m,1.2000000000000002,0.9,1.9000000000000001,472.0,800,0.025,7m,0.7,0.9,1.4000000000000001,696,0.35000000000000003,9,COMPLETE
