,number,value,datetime_start,datetime_complete,duration,params_AAPL_VRSK_beta_win,params_AAPL_VRSK_stop_loss,params_AAPL_VRSK_trade_freq,params_AAPL_VRSK_z_entry,params_AAPL_VRSK_z_exit,params_AAPL_VRSK_z_stop_scaler,params_AAPL_VRSK_z_win,params_ADI_BKNG_beta_win,params_ADI_BKNG_stop_loss,params_ADI_BKNG_trade_freq,params_ADI_BKNG_z_entry,params_ADI_BKNG_z_exit,params_ADI_BKNG_z_stop_scaler,params_ADI_BKNG_z_win,params_AVGO_COST_beta_win,params_AVGO_COST_stop_loss,params_AVGO_COST_trade_freq,params_AVGO_COST_z_entry,params_AVGO_COST_z_exit,params_AVGO_COST_z_stop_scaler,params_AVGO_COST_z_win,params_CDW_PCAR_beta_win,params_CDW_PCAR_stop_loss,params_CDW_PCAR_trade_freq,params_CDW_PCAR_z_entry,params_CDW_PCAR_z_exit,params_CDW_PCAR_z_stop_scaler,params_CDW_PCAR_z_win,params_COST_KLAC_beta_win,params_COST_KLAC_stop_loss,params_COST_KLAC_trade_freq,params_COST_KLAC_z_entry,params_COST_KLAC_z_exit,params_COST_KLAC_z_stop_scaler,params_COST_KLAC_z_win,params_DDOG_INTU_beta_win,params_DDOG_INTU_stop_loss,params_DDOG_INTU_trade_freq,params_DDOG_INTU_z_entry,params_DDOG_INTU_z_exit,params_DDOG_INTU_z_stop_scaler,params_DDOG_INTU_z_win,params_DDOG_ROP_beta_win,params_DDOG_ROP_stop_loss,params_DDOG_ROP_trade_freq,params_DDOG_ROP_z_entry,params_DDOG_ROP_z_exit,params_DDOG_ROP_z_stop_scaler,params_DDOG_ROP_z_win,params_KLAC_NFLX_beta_win,params_KLAC_NFLX_stop_loss,params_KLAC_NFLX_trade_freq,params_KLAC_NFLX_z_entry,params_KLAC_NFLX_z_exit,params_KLAC_NFLX_z_stop_scaler,params_KLAC_NFLX_z_win,params_MAR_MRVL_beta_win,params_MAR_MRVL_stop_loss,params_MAR_MRVL_trade_freq,params_MAR_MRVL_z_entry,params_MAR_MRVL_z_exit,params_MAR_MRVL_z_stop_scaler,params_MAR_MRVL_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
82,82,2.8730460613478384,2025-06-16 00:52:30.202879,2025-06-16 00:52:38.099824,0 days 00:00:07.896945,288.0,0.025,5m,0.7,0.7,2.0,704.0,64.0,0.025,10m,0.7,1.5,1.5,824.0,384.0,0.025,4m,1.1,0.5,1.4000000000000001,288.0,904.0,0.05,10m,0.6,1.3,1.2000000000000002,448.0,864.0,0.05,2m,1.2000000000000002,0.8,1.3,416.0,872.0,0.05,3m,0.7,0.5,1.6,552.0,536.0,0.05,7m,1.3,0.6,1.5,840.0,968.0,0.05,9m,1.2000000000000002,1.0,1.9000000000000001,912.0,448.0,0.05,9m,1.1,0.7,1.7000000000000002,696.0,936,0.025,9m,1.5,0.8,1.1,120,0.5,10,COMPLETE
83,83,4.18140513246302,2025-06-16 00:52:38.180480,2025-06-16 00:52:45.922279,0 days 00:00:07.741799,184.0,0.025,5m,0.7,0.6,2.0,776.0,232.0,0.025,10m,0.7,1.5,1.6,672.0,432.0,0.025,4m,1.1,0.5,1.3,256.0,832.0,0.05,10m,0.5,1.4,1.3,560.0,864.0,0.05,4m,1.2000000000000002,0.7,1.3,232.0,840.0,0.05,3m,0.6,0.5,1.5,568.0,480.0,0.05,7m,1.4,0.6,1.5,968.0,976.0,0.05,5m,1.2000000000000002,1.1,1.9000000000000001,776.0,232.0,0.05,9m,1.0,0.8,1.5,744.0,912,0.025,9m,1.5,0.8,1.2000000000000002,48,0.5,10,COMPLETE
84,84,1.378215986558568,2025-06-16 00:52:46.033776,2025-06-16 00:52:53.776865,0 days 00:00:07.743089,248.0,0.025,5m,0.7,0.5,1.9000000000000001,640.0,152.0,0.025,10m,0.6,1.5,1.6,664.0,456.0,0.025,4m,1.2000000000000002,0.5,1.3,328.0,744.0,0.05,10m,0.5,1.4,1.3,576.0,712.0,0.05,4m,1.3,0.7,1.4000000000000001,256.0,832.0,0.05,3m,0.6,0.5,1.4000000000000001,656.0,488.0,0.05,7m,1.2000000000000002,0.7,1.5,984.0,1016.0,0.05,5m,1.3,1.1,2.0,760.0,240.0,0.05,9m,1.0,0.8,1.5,736.0,920,0.025,9m,1.4,0.8,1.2000000000000002,48,0.45,10,COMPLETE
85,85,1.8597792643566047,2025-06-16 00:52:53.868566,2025-06-16 00:53:01.068747,0 days 00:00:07.200181,192.0,0.025,1m,0.8,0.6,1.6,736.0,200.0,0.025,10m,0.7,1.4,1.6,680.0,368.0,0.025,4m,1.0,0.5,1.4000000000000001,392.0,816.0,0.05,10m,0.6,1.4,1.3,520.0,,,,,,,,952.0,0.05,3m,0.6,0.5,1.5,456.0,664.0,0.05,7m,1.3,0.5,1.5,944.0,960.0,0.05,7m,1.2000000000000002,1.2000000000000002,1.9000000000000001,800.0,520.0,0.05,9m,1.2000000000000002,1.5,1.6,840.0,960,0.025,9m,1.4,0.8,1.2000000000000002,80,0.5,9,COMPLETE
86,86,-0.22447192421878903,2025-06-16 00:53:01.143090,2025-06-16 00:53:09.095636,0 days 00:00:07.952546,368.0,0.025,5m,0.7,0.5,1.4000000000000001,768.0,344.0,0.025,10m,0.5,0.5,1.4000000000000001,792.0,320.0,0.025,4m,1.2000000000000002,0.6,1.3,296.0,920.0,0.05,9m,0.5,1.4,1.1,568.0,880.0,0.05,10m,1.3,0.7,1.2000000000000002,216.0,864.0,0.05,7m,0.7,0.5,1.5,560.0,472.0,0.05,7m,1.4,0.5,1.6,896.0,1000.0,0.05,5m,1.4,1.1,1.9000000000000001,984.0,184.0,0.05,9m,1.0,0.8,1.6,744.0,904,0.025,9m,1.5,0.8,1.1,192,0.45,10,COMPLETE
87,87,-21.53958245351636,2025-06-16 00:53:09.175725,2025-06-16 00:53:25.095111,0 days 00:00:15.919386,80.0,0.025,9m,0.8,0.6,1.1,808.0,1024.0,0.025,4m,0.7,1.5,1.3,736.0,432.0,0.025,4m,1.1,0.5,1.4000000000000001,368.0,680.0,0.05,1m,0.6,1.5,1.3,336.0,,,,,,,,1000.0,0.05,3m,0.6,0.5,1.6,632.0,560.0,0.05,7m,1.1,0.6,1.5,808.0,1024.0,0.05,2m,1.2000000000000002,1.0,2.0,888.0,104.0,0.05,9m,1.1,0.9,1.4000000000000001,696.0,856,0.025,5m,1.5,0.9,1.2000000000000002,40,0.5,9,COMPLETE
88,88,2.7126045569367268,2025-06-16 00:53:25.246625,2025-06-16 00:53:38.236385,0 days 00:00:12.989760,176.0,0.025,5m,0.8,0.7,2.0,840.0,920.0,0.025,3m,0.6,1.4,1.6,616.0,416.0,0.025,4m,1.1,0.5,1.3,504.0,960.0,0.05,10m,0.5,1.3,1.2000000000000002,392.0,728.0,0.05,4m,1.1,0.8,1.4000000000000001,456.0,752.0,0.05,3m,0.7,0.5,1.7000000000000002,704.0,400.0,0.05,9m,0.5,0.5,1.5,776.0,936.0,0.05,5m,1.1,1.1,2.0,768.0,352.0,0.05,9m,1.2000000000000002,0.8,1.7000000000000002,752.0,880,0.025,9m,1.4,0.8,1.1,96,0.5,10,COMPLETE
89,89,-8.941315352962725,2025-06-16 00:53:38.309072,2025-06-16 00:53:46.079409,0 days 00:00:07.770337,216.0,0.05,5m,0.7,0.6,2.0,680.0,1000.0,0.025,1m,0.8,1.5,1.5,824.0,472.0,0.025,4m,1.0,0.6,1.5,200.0,776.0,0.05,5m,0.5,1.3,1.4000000000000001,496.0,896.0,0.05,1m,1.1,0.7,1.4000000000000001,176.0,816.0,0.05,8m,0.6,0.5,1.5,520.0,624.0,0.05,7m,1.3,0.7,1.4000000000000001,880.0,952.0,0.05,6m,1.2000000000000002,1.0,1.9000000000000001,976.0,408.0,0.05,9m,1.2000000000000002,0.9,1.5,808.0,976,0.025,9m,1.5,0.9,1.2000000000000002,192,0.45,10,COMPLETE
90,90,0.5846515680785439,2025-06-16 00:53:46.158013,2025-06-16 00:53:53.798210,0 days 00:00:07.640197,256.0,0.025,5m,0.7,0.7,1.9000000000000001,992.0,264.0,0.025,5m,0.6,1.4,1.6,856.0,272.0,0.025,4m,1.3,0.5,1.3,256.0,872.0,0.05,10m,0.6,1.4,1.3,304.0,912.0,0.05,5m,1.1,0.9,1.2000000000000002,304.0,968.0,0.05,3m,0.7,0.5,1.6,576.0,568.0,0.05,7m,1.4,0.5,1.6,968.0,848.0,0.05,5m,1.3,1.2000000000000002,1.3,784.0,296.0,0.05,5m,0.9,0.8,1.6,712.0,832,0.025,1m,1.4,0.8,1.1,168,0.45,10,COMPLETE
91,91,2.408484430737936,2025-06-16 00:53:53.872981,2025-06-16 00:54:01.745311,0 days 00:00:07.872330,304.0,0.025,5m,0.7,0.6,2.0,792.0,80.0,0.025,10m,0.7,1.5,1.5,760.0,400.0,0.025,4m,1.1,0.6,1.3,280.0,832.0,0.05,10m,0.5,1.3,1.2000000000000002,456.0,752.0,0.05,2m,1.2000000000000002,0.8,1.3,440.0,784.0,0.05,3m,0.8,0.5,1.6,584.0,520.0,0.05,7m,1.4,0.6,1.5,832.0,968.0,0.05,5m,1.2000000000000002,1.0,1.9000000000000001,952.0,488.0,0.05,9m,1.1,0.7,1.7000000000000002,768.0,824,0.025,9m,1.5,0.8,1.1,128,0.5,10,COMPLETE
92,92,-6.205689972059634,2025-06-16 00:54:01.831483,2025-06-16 00:54:09.672114,0 days 00:00:07.840631,216.0,0.025,5m,0.8,0.7,2.0,760.0,104.0,0.025,10m,0.7,0.7,1.5,736.0,352.0,0.025,4m,1.2000000000000002,0.6,1.4000000000000001,328.0,728.0,0.05,10m,0.5,1.3,1.2000000000000002,448.0,904.0,0.05,2m,1.2000000000000002,0.8,1.3,384.0,904.0,0.05,1m,0.8,0.5,1.6,656.0,456.0,0.05,7m,1.4,1.5,1.6,864.0,1024.0,0.05,5m,1.1,1.0,1.9000000000000001,888.0,424.0,0.05,9m,1.1,0.7,1.7000000000000002,784.0,912,0.025,4m,1.5,0.8,1.1,32,0.5,10,COMPLETE
93,93,2.808197697929001,2025-06-16 00:54:09.745653,2025-06-16 00:54:17.233972,0 days 00:00:07.488319,168.0,0.025,5m,0.7,0.7,2.0,728.0,904.0,0.025,2m,0.7,1.5,1.5,792.0,384.0,0.025,2m,1.1,0.5,1.3,248.0,664.0,0.05,10m,0.5,1.2000000000000002,1.3,376.0,,,,,,,,728.0,0.05,3m,0.7,0.5,1.5,552.0,536.0,0.05,8m,1.3,0.6,1.5,800.0,944.0,0.05,5m,1.2000000000000002,0.9,2.0,1000.0,560.0,0.05,9m,1.0,0.8,1.7000000000000002,840.0,816,0.025,9m,1.5,0.9,1.2000000000000002,64,0.5,9,COMPLETE
94,94,3.516197790996095,2025-06-16 00:54:17.300548,2025-06-16 00:54:24.699297,0 days 00:00:07.398749,336.0,0.025,5m,0.7,0.5,2.0,816.0,136.0,0.025,10m,0.8,1.4,1.4000000000000001,688.0,424.0,0.025,5m,1.2000000000000002,0.6,1.3,144.0,616.0,0.05,10m,0.6,1.4,1.2000000000000002,544.0,,,,,,,,936.0,0.05,3m,0.7,0.6,1.7000000000000002,608.0,704.0,0.05,7m,1.4,0.7,1.5,920.0,984.0,0.05,8m,1.2000000000000002,1.1,1.9000000000000001,880.0,368.0,0.05,9m,1.0,0.9,1.7000000000000002,688.0,872,0.025,9m,1.5,0.8,1.1,144,0.5,9,COMPLETE
95,95,3.2090976103469466,2025-06-16 00:54:24.764170,2025-06-16 00:54:33.041650,0 days 00:00:08.277480,88.0,0.025,5m,0.7,0.6,2.0,656.0,1000.0,0.025,8m,0.6,1.5,1.6,880.0,544.0,0.025,4m,1.1,0.7,1.3,352.0,800.0,0.05,10m,0.5,1.2000000000000002,1.4000000000000001,504.0,816.0,0.05,2m,1.3,0.9,1.4000000000000001,464.0,872.0,0.05,3m,0.6,0.5,1.6,504.0,488.0,0.05,7m,1.5,0.6,1.4000000000000001,776.0,920.0,0.05,4m,1.1,1.0,1.9000000000000001,944.0,520.0,0.05,7m,1.1,0.8,1.6,800.0,1016,0.025,9m,1.4,0.7,1.2000000000000002,104,0.1,10,COMPLETE
96,96,2.79559659042779,2025-06-16 00:54:33.125782,2025-06-16 00:54:41.431773,0 days 00:00:08.305991,304.0,0.025,8m,0.8,0.7,1.9000000000000001,920.0,40.0,0.025,10m,0.7,1.5,1.7000000000000002,624.0,320.0,0.025,4m,1.2000000000000002,0.6,1.4000000000000001,312.0,856.0,0.05,7m,0.5,1.3,1.1,448.0,920.0,0.05,2m,1.1,0.7,1.2000000000000002,328.0,840.0,0.05,5m,0.7,0.5,1.5,680.0,576.0,0.05,7m,1.3,0.5,1.6,824.0,832.0,0.05,5m,1.4,1.0,2.0,672.0,456.0,0.05,1m,1.2000000000000002,0.7,1.7000000000000002,728.0,856,0.025,3m,1.4,0.9,1.2000000000000002,208,0.45,10,COMPLETE
97,97,1.2970462095269841,2025-06-16 00:54:41.501692,2025-06-16 00:54:49.189676,0 days 00:00:07.687984,400.0,0.025,5m,0.6,0.6,2.0,784.0,1024.0,0.025,10m,0.7,1.4,1.5,528.0,464.0,0.025,3m,1.0,0.5,1.3,408.0,696.0,0.05,3m,0.5,1.5,1.3,368.0,,,,,,,,808.0,0.05,10m,0.8,0.6,1.4000000000000001,632.0,424.0,0.05,7m,1.5,0.6,1.5,880.0,976.0,0.05,1m,1.3,0.8,1.9000000000000001,816.0,600.0,0.05,9m,1.1,0.8,1.8000000000000003,776.0,928,0.025,9m,1.5,0.8,1.1,240,0.5,9,COMPLETE
98,98,2.7564922248502883,2025-06-16 00:54:49.272056,2025-06-16 00:54:57.712258,0 days 00:00:08.440202,240.0,0.025,6m,0.7,0.5,1.9000000000000001,848.0,432.0,0.025,10m,0.8,1.5,1.3,648.0,344.0,0.025,6m,1.1,0.5,1.2000000000000002,216.0,944.0,0.05,10m,0.6,1.3,1.2000000000000002,480.0,752.0,0.05,4m,1.2000000000000002,0.8,1.3,400.0,776.0,0.05,3m,0.7,0.5,1.6,712.0,648.0,0.05,9m,1.4,0.5,1.4000000000000001,912.0,1024.0,0.025,10m,1.1,1.1,1.7000000000000002,1024.0,552.0,0.025,3m,0.8,0.9,1.5,760.0,976,0.025,9m,1.5,0.7,1.1,80,0.5,10,COMPLETE
99,99,-0.2493629796750015,2025-06-16 00:54:57.778336,2025-06-16 00:55:05.219199,0 days 00:00:07.440863,264.0,0.025,5m,0.6,0.7,2.0,704.0,984.0,0.025,10m,0.9,1.4,1.6,728.0,416.0,0.025,1m,1.3,0.7,1.4000000000000001,272.0,744.0,0.05,10m,0.6,1.3,1.3,544.0,,,,,,,,288.0,0.05,3m,0.6,0.5,1.6,888.0,512.0,0.05,10m,0.7,0.7,1.5,768.0,952.0,0.05,5m,1.2000000000000002,1.3,1.8000000000000003,360.0,272.0,0.05,6m,1.1,0.7,1.8000000000000003,552.0,784,0.025,9m,1.5,0.8,1.2000000000000002,120,0.45,9,COMPLETE
100,100,2.675445372447574,2025-06-16 00:55:05.298933,2025-06-16 00:55:13.681215,0 days 00:00:08.382282,224.0,0.025,2m,0.7,0.8,1.9000000000000001,968.0,928.0,0.025,10m,0.6,0.8,1.8000000000000003,760.0,368.0,0.025,4m,1.2000000000000002,0.5,1.2000000000000002,472.0,800.0,0.05,9m,0.5,1.4,1.4000000000000001,424.0,936.0,0.05,2m,1.2000000000000002,0.9,1.4000000000000001,296.0,912.0,0.05,3m,0.8,0.6,1.7000000000000002,416.0,592.0,0.05,5m,1.2000000000000002,0.6,1.4000000000000001,864.0,80.0,0.05,9m,1.3,0.9,2.0,744.0,512.0,0.05,9m,1.2000000000000002,1.3,1.7000000000000002,728.0,848,0.025,8m,1.4,0.9,1.1,184,0.5,10,COMPLETE
101,101,4.23802888227837,2025-06-16 00:55:13.784573,2025-06-16 00:55:21.898853,0 days 00:00:08.114280,144.0,0.025,5m,0.6,0.8,2.0,864.0,936.0,0.025,10m,0.8,1.5,1.7000000000000002,816.0,504.0,0.025,4m,1.3,0.5,1.2000000000000002,440.0,640.0,0.05,10m,0.5,1.2000000000000002,1.2000000000000002,408.0,840.0,0.05,2m,1.1,1.2000000000000002,1.6,480.0,920.0,0.05,3m,0.8,0.6,1.6,768.0,544.0,0.05,7m,1.5,0.5,1.4000000000000001,672.0,904.0,0.05,5m,1.1,0.9,1.8000000000000003,856.0,576.0,0.05,9m,1.3,0.8,1.8000000000000003,672.0,808,0.025,9m,1.5,0.7,1.2000000000000002,80,0.5,10,COMPLETE
102,102,3.6596586113793914,2025-06-16 00:55:21.980651,2025-06-16 00:55:30.137619,0 days 00:00:08.156968,184.0,0.025,5m,0.6,0.8,2.0,896.0,952.0,0.025,10m,0.8,1.5,1.7000000000000002,816.0,472.0,0.025,4m,1.3,0.6,1.3,448.0,656.0,0.05,10m,0.5,1.2000000000000002,1.2000000000000002,400.0,648.0,0.05,2m,1.1,0.8,1.7000000000000002,488.0,952.0,0.05,3m,0.7,0.6,1.6,536.0,552.0,0.05,7m,1.5,0.5,1.5,672.0,920.0,0.05,5m,1.1,1.0,1.8000000000000003,864.0,576.0,0.05,9m,1.3,0.8,1.8000000000000003,688.0,808,0.025,9m,1.5,0.7,1.2000000000000002,152,0.5,10,COMPLETE
103,103,2.944666802804903,2025-06-16 00:55:30.208608,2025-06-16 00:55:38.699051,0 days 00:00:08.490443,152.0,0.025,5m,0.6,0.8,2.0,888.0,936.0,0.025,7m,0.9,1.5,1.7000000000000002,808.0,600.0,0.025,4m,1.3,0.6,1.2000000000000002,448.0,544.0,0.05,10m,0.6,1.2000000000000002,1.1,392.0,592.0,0.05,8m,1.1,1.3,1.7000000000000002,488.0,1008.0,0.05,3m,0.7,0.6,1.5,744.0,552.0,0.05,7m,1.5,0.5,1.3,632.0,856.0,0.05,5m,1.1,0.8,1.8000000000000003,856.0,568.0,0.05,9m,1.3,0.8,1.8000000000000003,624.0,888,0.025,9m,1.5,0.7,1.2000000000000002,144,0.5,10,COMPLETE
104,104,4.335309946303932,2025-06-16 00:55:38.784297,2025-06-16 00:55:46.903435,0 days 00:00:08.119138,56.0,0.025,9m,0.6,0.9,2.0,936.0,976.0,0.025,10m,0.8,1.5,1.7000000000000002,872.0,472.0,0.025,4m,1.3,0.5,1.2000000000000002,408.0,664.0,0.05,10m,0.5,1.1,1.2000000000000002,344.0,688.0,0.05,7m,1.1,1.2000000000000002,1.7000000000000002,232.0,944.0,0.05,3m,0.7,0.6,1.7000000000000002,536.0,488.0,0.05,4m,1.5,0.5,1.3,680.0,920.0,0.05,7m,1.1,0.9,1.8000000000000003,656.0,616.0,0.05,9m,1.3,0.8,1.8000000000000003,680.0,800,0.025,9m,1.5,0.7,1.2000000000000002,32,0.45,10,COMPLETE
105,105,5.823778290801965,2025-06-16 00:55:46.990085,2025-06-16 00:55:54.301265,0 days 00:00:07.311180,104.0,0.025,9m,0.6,0.9,2.0,824.0,880.0,0.025,10m,0.8,1.4,1.8000000000000003,880.0,472.0,0.025,4m,1.4,0.5,1.2000000000000002,536.0,648.0,0.05,10m,1.3,1.1,1.2000000000000002,344.0,,,,,,,,952.0,0.05,3m,0.7,0.6,1.8000000000000003,488.0,456.0,0.05,4m,1.5,0.5,1.3,680.0,888.0,0.05,2m,1.1,0.9,1.7000000000000002,856.0,616.0,0.05,9m,1.3,0.9,1.8000000000000003,688.0,800,0.025,9m,1.4,0.7,1.3,16,0.45,9,COMPLETE
106,106,3.1187915231615,2025-06-16 00:55:54.403099,2025-06-16 00:56:01.909403,0 days 00:00:07.506304,56.0,0.025,9m,0.6,0.9,1.9000000000000001,824.0,880.0,0.025,4m,0.8,1.4,1.8000000000000003,864.0,520.0,0.025,4m,1.4,0.5,1.2000000000000002,528.0,600.0,0.05,1m,1.4,1.1,1.2000000000000002,312.0,,,,,,,,992.0,0.05,3m,0.6,0.7,1.8000000000000003,456.0,384.0,0.05,4m,1.5,0.5,1.3,568.0,904.0,0.05,7m,1.0,0.9,1.6,672.0,616.0,0.05,9m,1.3,0.9,1.8000000000000003,648.0,792,0.025,9m,1.4,0.7,1.3,16,0.45,9,COMPLETE
107,107,-1.5085819073330984,2025-06-16 00:56:02.003229,2025-06-16 00:56:09.531502,0 days 00:00:07.528273,72.0,0.025,9m,0.6,0.9,2.0,864.0,904.0,0.025,10m,0.9,1.4,1.7000000000000002,136.0,544.0,0.025,2m,1.4,0.5,1.2000000000000002,504.0,640.0,0.05,10m,1.5,1.1,1.1,352.0,,,,,,,,888.0,0.05,7m,0.7,0.6,1.8000000000000003,496.0,448.0,0.05,4m,1.5,0.5,1.3,704.0,808.0,0.05,2m,1.1,0.9,1.7000000000000002,640.0,600.0,0.05,9m,1.3,0.9,1.8000000000000003,680.0,736,0.025,4m,1.4,0.7,1.3,32,0.45,9,COMPLETE
108,108,-1.9723542781241905,2025-06-16 00:56:09.636630,2025-06-16 00:56:17.859071,0 days 00:00:08.222441,104.0,0.025,9m,0.5,0.9,2.0,752.0,984.0,0.025,3m,0.8,1.5,1.8000000000000003,888.0,480.0,0.025,9m,1.2000000000000002,0.5,1.1,608.0,576.0,0.05,2m,1.3,1.1,1.2000000000000002,344.0,944.0,0.05,7m,1.3,1.1,1.7000000000000002,192.0,1024.0,0.05,8m,0.6,0.7,1.7000000000000002,424.0,480.0,0.05,4m,1.5,0.6,1.3,696.0,864.0,0.05,6m,1.1,0.9,1.8000000000000003,816.0,128.0,0.05,9m,1.2000000000000002,0.8,1.8000000000000003,608.0,712,0.025,5m,1.5,0.7,1.2000000000000002,56,0.45,10,COMPLETE
109,109,-4.353072269602569,2025-06-16 00:56:17.933640,2025-06-16 00:56:26.226826,0 days 00:00:08.293186,96.0,0.025,9m,0.6,0.9,1.9000000000000001,856.0,864.0,0.025,1m,0.9,1.5,1.7000000000000002,840.0,440.0,0.025,4m,1.4,0.5,1.2000000000000002,584.0,768.0,0.05,5m,0.6,1.2000000000000002,1.3,584.0,664.0,0.05,3m,0.9,0.6,1.6,248.0,952.0,0.05,1m,0.8,0.6,1.9000000000000001,472.0,616.0,0.05,4m,1.5,0.5,1.4000000000000001,656.0,712.0,0.05,7m,1.0,0.8,1.6,104.0,648.0,0.05,5m,1.4,0.9,1.4000000000000001,584.0,672,0.025,9m,1.5,0.7,1.2000000000000002,96,0.45,10,COMPLETE
110,110,-2.877495271175981,2025-06-16 00:56:26.332104,2025-06-16 00:56:33.749291,0 days 00:00:07.417187,136.0,0.025,1m,0.6,1.0,2.0,824.0,824.0,0.025,2m,0.8,1.4,1.7000000000000002,896.0,512.0,0.025,5m,1.2000000000000002,0.5,1.6,416.0,696.0,0.05,10m,0.5,1.2000000000000002,1.4000000000000001,232.0,,,,,,,,984.0,0.05,3m,0.5,0.6,1.7000000000000002,520.0,392.0,0.05,6m,1.5,1.1,1.3,760.0,920.0,0.05,2m,1.1,0.8,1.7000000000000002,832.0,200.0,0.05,9m,1.3,0.8,1.5,712.0,768,0.025,1m,1.5,0.6,1.1,72,0.45,9,COMPLETE
111,111,4.564845533476489,2025-06-16 00:56:33.831487,2025-06-16 00:56:42.059572,0 days 00:00:08.228085,128.0,0.025,9m,0.6,0.8,2.0,896.0,952.0,0.025,10m,0.8,1.5,1.7000000000000002,776.0,472.0,0.025,4m,1.3,0.6,1.2000000000000002,488.0,648.0,0.05,10m,0.5,1.2000000000000002,1.2000000000000002,408.0,504.0,0.05,7m,1.1,1.3,1.7000000000000002,488.0,944.0,0.05,3m,0.7,0.6,1.7000000000000002,536.0,552.0,0.05,4m,1.5,0.9,1.6,552.0,912.0,0.05,7m,1.1,0.9,1.8000000000000003,848.0,584.0,0.05,9m,1.3,0.8,1.8000000000000003,680.0,800,0.025,9m,1.5,0.7,1.2000000000000002,96,0.5,10,COMPLETE
112,112,3.0757496461201597,2025-06-16 00:56:42.143813,2025-06-16 00:56:50.271375,0 days 00:00:08.127562,120.0,0.025,9m,0.6,0.8,2.0,1024.0,944.0,0.025,10m,0.8,1.5,1.7000000000000002,768.0,456.0,0.025,4m,1.3,0.6,1.2000000000000002,480.0,624.0,0.05,10m,0.5,1.1,1.2000000000000002,416.0,464.0,0.025,7m,1.1,1.2000000000000002,1.8000000000000003,656.0,912.0,0.05,3m,0.7,0.6,1.8000000000000003,536.0,584.0,0.05,4m,1.5,1.0,1.7000000000000002,544.0,984.0,0.05,7m,1.2000000000000002,0.9,1.8000000000000003,872.0,592.0,0.05,9m,1.3,0.8,1.8000000000000003,648.0,952,0.025,9m,1.4,0.7,1.3,32,0.5,10,COMPLETE
113,113,5.45870599163766,2025-06-16 00:56:50.345836,2025-06-16 00:56:58.400692,0 days 00:00:08.054856,48.0,0.025,9m,0.5,0.9,2.0,928.0,976.0,0.025,10m,0.8,1.5,1.8000000000000003,832.0,560.0,0.025,4m,1.3,0.5,1.2000000000000002,408.0,656.0,0.05,10m,0.5,1.2000000000000002,1.2000000000000002,376.0,520.0,0.05,7m,1.1,1.3,1.8000000000000003,144.0,856.0,0.05,3m,0.7,0.6,1.5,480.0,504.0,0.05,4m,1.4,0.9,1.6,464.0,888.0,0.05,7m,0.9,0.9,1.8000000000000003,912.0,632.0,0.05,9m,1.4,0.9,1.8000000000000003,712.0,848,0.025,9m,1.5,0.6,1.2000000000000002,16,0.5,10,COMPLETE
114,114,-0.391717537020473,2025-06-16 00:56:58.476354,2025-06-16 00:57:06.273852,0 days 00:00:07.797498,32.0,0.025,9m,0.5,1.0,2.0,936.0,992.0,0.025,10m,0.7,1.5,1.8000000000000003,784.0,600.0,0.025,4m,1.3,0.5,1.2000000000000002,392.0,688.0,0.05,10m,1.3,1.3,1.2000000000000002,312.0,464.0,0.05,7m,1.1,1.3,1.8000000000000003,96.0,856.0,0.05,6m,1.5,0.7,1.4000000000000001,504.0,440.0,0.05,4m,1.4,0.9,1.6,472.0,928.0,0.05,7m,0.9,0.8,1.8000000000000003,912.0,536.0,0.05,9m,1.4,0.9,1.7000000000000002,632.0,840,0.025,9m,1.5,0.5,1.2000000000000002,88,0.5,10,COMPLETE
