,number,value,datetime_start,datetime_complete,duration,params_AEP_BIIB_beta_win,params_AEP_BIIB_stop_loss,params_AEP_BIIB_trade_freq,params_AEP_BIIB_z_entry,params_AEP_BIIB_z_exit,params_AEP_BIIB_z_stop_scaler,params_AEP_BIIB_z_win,params_AMGN_BIIB_beta_win,params_AMGN_BIIB_stop_loss,params_AMGN_BIIB_trade_freq,params_AMGN_BIIB_z_entry,params_AMGN_BIIB_z_exit,params_AMGN_BIIB_z_stop_scaler,params_AMGN_BIIB_z_win,params_CHTR_MTCH_beta_win,params_CHTR_MTCH_stop_loss,params_CHTR_MTCH_trade_freq,params_CHTR_MTCH_z_entry,params_CHTR_MTCH_z_exit,params_CHTR_MTCH_z_stop_scaler,params_CHTR_MTCH_z_win,params_COST_PANW_beta_win,params_COST_PANW_stop_loss,params_COST_PANW_trade_freq,params_COST_PANW_z_entry,params_COST_PANW_z_exit,params_COST_PANW_z_stop_scaler,params_COST_PANW_z_win,params_EBAY_MTCH_beta_win,params_EBAY_MTCH_stop_loss,params_EBAY_MTCH_trade_freq,params_EBAY_MTCH_z_entry,params_EBAY_MTCH_z_exit,params_EBAY_MTCH_z_stop_scaler,params_EBAY_MTCH_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_IDXX_ISRG_beta_win,params_IDXX_ISRG_stop_loss,params_IDXX_ISRG_trade_freq,params_IDXX_ISRG_z_entry,params_IDXX_ISRG_z_exit,params_IDXX_ISRG_z_stop_scaler,params_IDXX_ISRG_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_OKTA_SWKS_beta_win,params_OKTA_SWKS_stop_loss,params_OKTA_SWKS_trade_freq,params_OKTA_SWKS_z_entry,params_OKTA_SWKS_z_exit,params_OKTA_SWKS_z_stop_scaler,params_OKTA_SWKS_z_win,params_buffer_capital,params_pairs_to_trade,state
109,109,2.011410167460223,2025-06-15 23:39:17.443393,2025-06-15 23:39:24.379288,0 days 00:00:06.935895,552.0,0.05,9m,1.4,0.7,1.9000000000000001,448.0,544.0,0.05,3m,1.0,1.2000000000000002,1.2000000000000002,552.0,440.0,0.05,2m,1.5,0.6,2.0,1008.0,,,,,,,,,,,,,,,,,,,,,,504,0.025,2m,1.0,1.0,1.8000000000000003,768,,,,,,,,104.0,0.05,2m,0.8,0.9,1.1,576.0,808.0,0.025,7m,0.6,0.8,2.0,408.0,0.4,6,COMPLETE
110,110,4.027075845438458,2025-06-15 23:39:24.484259,2025-06-15 23:39:30.028168,0 days 00:00:05.543909,512.0,0.05,9m,1.5,1.0,1.8000000000000003,248.0,568.0,0.025,3m,0.9,1.2000000000000002,1.3,624.0,408.0,0.05,2m,1.5,0.7,2.0,888.0,,,,,,,,,,,,,,,,,,,,,,592,0.05,2m,1.0,1.0,2.0,800,,,,,,,,,,,,,,,784.0,0.025,2m,0.7,0.9,2.0,352.0,0.35000000000000003,5,COMPLETE
111,111,1.4166115519067237,2025-06-15 23:39:30.110640,2025-06-15 23:39:35.854148,0 days 00:00:05.743508,512.0,0.05,9m,1.5,1.0,1.8000000000000003,144.0,512.0,0.025,3m,0.9,1.2000000000000002,1.3,624.0,400.0,0.05,2m,1.5,0.7,2.0,856.0,,,,,,,,,,,,,,,,,,,,,,544,0.05,2m,1.0,1.0,2.0,800,,,,,,,,,,,,,,,840.0,0.025,2m,0.7,0.9,2.0,360.0,0.35000000000000003,5,COMPLETE
112,112,3.0280919667406785,2025-06-15 23:39:35.953710,2025-06-15 23:39:41.621127,0 days 00:00:05.667417,568.0,0.05,9m,1.5,0.7,1.8000000000000003,248.0,568.0,0.025,3m,0.9,1.2000000000000002,1.3,552.0,416.0,0.05,2m,1.4,0.7,2.0,888.0,,,,,,,,,,,,,,,,,,,,,,640,0.05,2m,0.9,1.0,2.0,848,,,,,,,,,,,,,,,896.0,0.025,2m,0.6,0.7,2.0,376.0,0.35000000000000003,5,COMPLETE
113,113,4.1443611081112,2025-06-15 23:39:41.707910,2025-06-15 23:39:48.520467,0 days 00:00:06.812557,584.0,0.05,9m,1.5,0.6,1.8000000000000003,368.0,616.0,0.025,3m,0.9,1.1,1.4000000000000001,600.0,384.0,0.05,2m,1.5,0.5,2.0,792.0,,,,,,,,,,,,,,,,,,,,,,584,0.05,2m,1.0,1.0,1.8000000000000003,864,,,,,,,,128.0,0.05,3m,0.6,0.9,1.1,648.0,728.0,0.025,2m,0.7,0.8,1.9000000000000001,392.0,0.4,6,COMPLETE
114,114,5.489273300053707,2025-06-15 23:39:48.621746,2025-06-15 23:39:55.738011,0 days 00:00:07.116265,608.0,0.05,9m,1.5,0.6,1.9000000000000001,408.0,1024.0,0.025,3m,1.0,1.3,1.4000000000000001,600.0,384.0,0.05,2m,1.5,0.6,2.0,776.0,,,,,,,,,,,,,,,,,,,,,,592,0.05,2m,1.0,0.9,1.8000000000000003,704,,,,,,,,192.0,0.05,3m,0.6,0.9,1.1,384.0,784.0,0.025,2m,0.7,0.8,1.9000000000000001,440.0,0.45,6,COMPLETE
115,115,2.549354205364007,2025-06-15 23:39:55.816005,2025-06-15 23:40:02.532944,0 days 00:00:06.716939,784.0,0.05,9m,1.5,0.6,1.9000000000000001,288.0,624.0,0.025,3m,1.1,1.3,1.4000000000000001,600.0,360.0,0.05,2m,1.5,0.6,2.0,800.0,,,,,,,,,,,,,,,,,,,,,,592,0.05,2m,1.0,1.1,1.8000000000000003,896,,,,,,,,192.0,0.05,3m,0.5,0.8,1.1,704.0,776.0,0.025,10m,0.6,0.9,1.9000000000000001,400.0,0.45,6,COMPLETE
116,116,-1.4703784982617991,2025-06-15 23:40:02.649928,2025-06-15 23:40:06.411145,0 days 00:00:03.761217,592.0,0.05,9m,1.5,0.6,1.9000000000000001,336.0,640.0,0.025,3m,1.0,1.2000000000000002,1.4000000000000001,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,0.05,2m,1.0,0.9,1.8000000000000003,688,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
117,117,-0.6289717619479547,2025-06-15 23:40:06.484679,2025-06-15 23:40:09.080883,0 days 00:00:02.596204,,,,,,,,528.0,0.025,3m,0.9,1.3,1.5,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,0.05,2m,1.1,1.1,1.9000000000000001,840,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
118,118,2.470920856931696,2025-06-15 23:40:09.188809,2025-06-15 23:40:15.330009,0 days 00:00:06.141200,616.0,0.05,9m,1.5,1.0,2.0,224.0,928.0,0.025,3m,1.1,1.2000000000000002,1.4000000000000001,680.0,248.0,0.05,2m,1.5,0.6,2.0,760.0,,,,,,,,,,,,,,,,,,,,,,520,0.05,2m,1.0,1.0,1.7000000000000002,808,,,,,,,,,,,,,,,712.0,0.025,2m,0.7,0.8,1.9000000000000001,392.0,0.4,5,COMPLETE
119,119,-1.492704431147613,2025-06-15 23:40:15.415659,2025-06-15 23:40:22.813293,0 days 00:00:07.397634,656.0,0.05,9m,1.5,0.6,1.9000000000000001,400.0,488.0,0.025,3m,0.9,1.1,1.4000000000000001,592.0,336.0,0.05,2m,1.5,0.5,2.0,776.0,,,,,,,,,,,,,,,,,,,,,,576,0.05,2m,1.1,0.9,1.8000000000000003,704,,,,,,,,240.0,0.05,3m,0.6,0.9,1.1,392.0,784.0,0.025,2m,1.5,0.9,1.9000000000000001,432.0,0.5,6,COMPLETE
120,120,3.431702366974545,2025-06-15 23:40:22.911745,2025-06-15 23:40:29.289963,0 days 00:00:06.378218,528.0,0.05,9m,1.5,0.6,1.8000000000000003,312.0,576.0,0.025,5m,1.0,1.3,1.4000000000000001,616.0,296.0,0.05,2m,1.5,0.5,2.0,824.0,,,,,,,,,,,,,,,,,,,,,,696,0.05,2m,1.0,1.5,1.7000000000000002,864,,,,,,,,,,,,,,,744.0,0.025,2m,0.7,0.7,1.9000000000000001,448.0,0.45,5,COMPLETE
121,121,3.807933181512201,2025-06-15 23:40:29.393618,2025-06-15 23:40:36.999507,0 days 00:00:07.605889,256.0,0.05,8m,1.5,0.8,1.8000000000000003,416.0,680.0,0.025,3m,0.8,1.1,1.5,648.0,384.0,0.05,2m,1.4,0.7,2.0,936.0,,,,,,,,,,,,,,,,,,,,,,616,0.05,9m,0.9,0.9,1.8000000000000003,768,,,,,,,,264.0,0.05,3m,0.6,0.9,1.2000000000000002,616.0,640.0,0.025,2m,0.7,0.8,1.9000000000000001,496.0,0.35000000000000003,6,COMPLETE
122,122,4.715443392927478,2025-06-15 23:40:37.088330,2025-06-15 23:40:46.031190,0 days 00:00:08.942860,608.0,0.05,2m,1.4,0.6,1.9000000000000001,360.0,656.0,0.025,8m,0.9,1.1,1.4000000000000001,528.0,400.0,0.05,2m,1.5,0.7,1.6,856.0,,,,,,,,336.0,0.05,8m,0.9,1.5,1.7000000000000002,240.0,,,,,,,,984,0.05,2m,1.1,1.0,1.9000000000000001,904,,,,,,,,136.0,0.05,3m,0.6,0.9,1.1,376.0,664.0,0.025,2m,0.6,0.9,1.9000000000000001,312.0,0.4,7,COMPLETE
123,123,0.42538331555236886,2025-06-15 23:40:46.118144,2025-06-15 23:40:55.091377,0 days 00:00:08.973233,760.0,0.05,9m,1.4,0.6,1.9000000000000001,384.0,656.0,0.025,1m,0.9,1.1,1.4000000000000001,496.0,408.0,0.05,2m,1.5,0.6,2.0,856.0,,,,,,,,1008.0,0.05,8m,1.0,1.5,1.8000000000000003,616.0,,,,,,,,984,0.05,2m,0.9,1.0,1.9000000000000001,904,,,,,,,,128.0,0.05,3m,0.6,1.0,1.1,664.0,704.0,0.025,2m,0.5,0.9,1.9000000000000001,328.0,0.4,7,COMPLETE
124,124,3.7041100142143635,2025-06-15 23:40:55.170322,2025-06-15 23:41:02.701231,0 days 00:00:07.530909,472.0,0.05,2m,1.4,0.6,1.9000000000000001,344.0,616.0,0.025,9m,0.9,1.0,1.4000000000000001,536.0,432.0,0.05,2m,1.5,0.5,1.9000000000000001,808.0,,,,,,,,,,,,,,,,,,,,,,960,0.05,2m,1.1,1.0,1.8000000000000003,944,,,,,,,,1016.0,0.05,3m,0.5,1.0,1.1,448.0,672.0,0.025,2m,0.6,0.9,2.0,384.0,0.4,6,COMPLETE
125,125,-0.010756236515826445,2025-06-15 23:41:02.784142,2025-06-15 23:41:11.479635,0 days 00:00:08.695493,864.0,0.05,2m,1.5,0.9,2.0,280.0,728.0,0.025,3m,1.0,1.2000000000000002,1.5,576.0,312.0,0.05,9m,1.5,0.6,2.0,920.0,,,,,,,,336.0,0.05,8m,1.1,1.5,1.7000000000000002,264.0,,,,,,,,496,0.05,5m,0.7,1.1,1.9000000000000001,888,,,,,,,,216.0,0.05,3m,0.6,0.9,1.2000000000000002,464.0,720.0,0.025,4m,0.6,0.8,1.9000000000000001,464.0,0.45,7,COMPLETE
126,126,1.865502054587708,2025-06-15 23:41:11.557391,2025-06-15 23:41:19.217617,0 days 00:00:07.660226,824.0,0.05,2m,1.4,0.6,1.9000000000000001,472.0,624.0,0.025,3m,0.8,1.1,1.4000000000000001,608.0,648.0,0.05,2m,1.4,0.6,1.5,856.0,,,,,,,,,,,,,,,,,,,,,,1024,0.05,10m,1.0,1.0,1.8000000000000003,920,,,,,,,,72.0,0.05,3m,0.6,0.9,1.1,520.0,792.0,0.025,8m,0.8,0.8,1.9000000000000001,304.0,0.4,6,COMPLETE
127,127,-3.635269808981471,2025-06-15 23:41:19.318754,2025-06-15 23:41:27.301435,0 days 00:00:07.982681,736.0,0.05,5m,1.5,1.0,1.8000000000000003,248.0,552.0,0.025,8m,0.9,1.2000000000000002,1.4000000000000001,696.0,616.0,0.05,6m,1.5,0.7,1.9000000000000001,776.0,,,,,,,,,,,,,,,,,,,,,,920,0.05,2m,0.9,0.9,1.7000000000000002,840,,,,,,,,184.0,0.05,6m,0.5,1.2000000000000002,1.2000000000000002,648.0,664.0,0.025,5m,0.7,0.9,2.0,112.0,0.35000000000000003,6,COMPLETE
128,128,-26.37975350956376,2025-06-15 23:41:27.379145,2025-06-15 23:41:33.989570,0 days 00:00:06.610425,416.0,0.05,9m,1.5,0.9,1.9000000000000001,432.0,584.0,0.025,3m,0.8,1.1,1.3,624.0,376.0,0.05,3m,1.5,0.5,2.0,976.0,,,,,,,,,,,,,,,,,,,,,,976,0.05,1m,0.7,1.0,1.9000000000000001,16,,,,,,,,,,,,,,,640.0,0.025,2m,0.7,1.1,1.8000000000000003,264.0,0.35000000000000003,5,COMPLETE
129,129,3.2268774476443216,2025-06-15 23:41:34.084984,2025-06-15 23:41:42.692060,0 days 00:00:08.607076,608.0,0.025,2m,1.4,0.5,1.8000000000000003,336.0,1000.0,0.025,6m,1.0,1.1,1.4000000000000001,1008.0,672.0,0.025,2m,1.4,0.5,1.6,736.0,,,,,,,,296.0,0.05,8m,0.8,1.4,1.5,224.0,,,,,,,,520,0.05,2m,1.0,0.8,1.7000000000000002,864,,,,,,,,128.0,0.05,4m,0.6,1.3,1.1,696.0,744.0,0.025,2m,0.6,0.9,1.9000000000000001,352.0,0.3,7,COMPLETE
130,130,-25.73411917289362,2025-06-15 23:41:42.781600,2025-06-15 23:41:50.723181,0 days 00:00:07.941581,544.0,0.05,9m,1.5,0.8,1.8000000000000003,456.0,656.0,0.025,3m,0.9,1.0,1.3,488.0,448.0,0.05,2m,1.4,0.6,1.9000000000000001,872.0,,,,,,,,424.0,0.05,1m,0.9,1.4,1.7000000000000002,408.0,,,,,,,,568,0.05,2m,0.8,1.1,1.9000000000000001,904,,,,,,,,304.0,0.05,1m,0.6,0.8,1.1,504.0,816.0,0.025,1m,0.8,0.8,1.7000000000000002,424.0,0.3,7,COMPLETE
131,131,3.534975110802724,2025-06-15 23:41:50.815700,2025-06-15 23:41:56.456111,0 days 00:00:05.640411,576.0,0.05,7m,1.5,0.7,1.5,376.0,680.0,0.025,8m,0.7,1.1,1.2000000000000002,168.0,392.0,0.05,4m,1.5,0.7,1.6,840.0,,,,,,,,,,,,,,,,,,,,,,280,0.05,3m,1.1,0.9,1.8000000000000003,792,,,,,,,,144.0,0.05,7m,0.7,0.9,1.2000000000000002,392.0,624.0,0.025,2m,0.7,0.7,2.0,184.0,0.5,6,COMPLETE
132,132,3.45528222799065,2025-06-15 23:41:56.507111,2025-06-15 23:42:01.888727,0 days 00:00:05.381616,632.0,0.05,7m,1.3,0.7,1.8000000000000003,368.0,744.0,0.025,8m,1.2000000000000002,1.1,1.4000000000000001,112.0,360.0,0.05,4m,1.5,0.7,1.6,816.0,,,,,,,,,,,,,,,,,,,,,,304,0.05,3m,0.7,0.9,2.0,816,,,,,,,,216.0,0.05,3m,0.8,1.0,1.1,320.0,672.0,0.025,2m,0.7,0.8,1.8000000000000003,144.0,0.35000000000000003,6,COMPLETE
133,133,2.238642351711015,2025-06-15 23:42:01.946237,2025-06-15 23:42:08.368596,0 days 00:00:06.422359,656.0,0.05,10m,1.5,0.6,1.9000000000000001,400.0,1016.0,0.025,8m,0.8,1.2000000000000002,1.4000000000000001,560.0,336.0,0.05,2m,1.4,0.5,1.6,912.0,,,,,,,,240.0,0.05,6m,0.8,0.7,1.6,312.0,,,,,,,,464,0.05,7m,1.0,0.9,1.8000000000000003,752,,,,,,,,192.0,0.05,10m,0.7,0.9,1.2000000000000002,368.0,696.0,0.025,9m,0.8,0.9,1.9000000000000001,336.0,0.25,7,COMPLETE
134,134,2.873799380033334,2025-06-15 23:42:08.434076,2025-06-15 23:42:14.161998,0 days 00:00:05.727922,504.0,0.05,9m,1.4,0.8,1.7000000000000002,304.0,640.0,0.025,8m,1.1,1.1,1.5,592.0,632.0,0.05,3m,1.5,0.6,1.5,784.0,,,,,,,,,,,,,,,,,,,,,,344,0.025,2m,1.1,1.0,1.9000000000000001,832,,,,,,,,16.0,0.05,3m,0.6,1.0,1.2000000000000002,256.0,576.0,0.025,2m,0.7,1.0,2.0,248.0,0.3,6,COMPLETE
135,135,4.032394621017518,2025-06-15 23:42:14.226007,2025-06-15 23:42:18.504479,0 days 00:00:04.278472,560.0,0.05,4m,1.5,0.7,1.8000000000000003,328.0,240.0,0.025,4m,0.9,1.0,1.3,200.0,592.0,0.05,2m,1.4,0.5,1.7000000000000002,952.0,,,,,,,,,,,,,,,,,,,,,,416,0.025,2m,0.9,1.0,1.6,648,,,,,,,,,,,,,,,760.0,0.025,2m,0.6,0.8,1.8000000000000003,512.0,0.4,5,COMPLETE
136,136,4.271738159630555,2025-06-15 23:42:18.584996,2025-06-15 23:42:23.647524,0 days 00:00:05.062528,544.0,0.05,4m,1.5,0.6,1.8000000000000003,320.0,232.0,0.025,4m,0.9,1.0,1.3,200.0,592.0,0.05,2m,1.4,0.5,1.9000000000000001,960.0,,,,,,,,,,,,,,,,,,,,,,432,0.025,2m,0.9,1.0,1.6,656,,,,,,,,,,,,,,,744.0,0.025,2m,0.5,0.8,1.8000000000000003,560.0,0.4,5,COMPLETE
137,137,4.347286735630144,2025-06-15 23:42:23.693034,2025-06-15 23:42:28.329334,0 days 00:00:04.636300,488.0,0.05,4m,1.5,0.6,1.8000000000000003,328.0,248.0,0.025,4m,0.8,1.0,1.3,200.0,592.0,0.05,2m,1.4,0.5,2.0,960.0,,,,,,,,,,,,,,,,,,,,,,408,0.025,2m,0.9,1.0,1.6,632,,,,,,,,,,,,,,,752.0,0.025,2m,0.5,0.8,1.7000000000000002,520.0,0.4,5,COMPLETE
138,138,2.1950085825026364,2025-06-15 23:42:28.389844,2025-06-15 23:42:32.050978,0 days 00:00:03.661134,552.0,0.05,4m,1.5,0.6,1.8000000000000003,264.0,240.0,0.025,4m,0.8,1.0,1.3,208.0,592.0,0.05,2m,1.4,0.5,1.7000000000000002,952.0,,,,,,,,,,,,,,,,,,,,,,416,0.025,2m,0.9,1.0,1.6,640,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
139,139,3.672785253846493,2025-06-15 23:42:32.105487,2025-06-15 23:42:36.723728,0 days 00:00:04.618241,448.0,0.05,4m,1.4,0.6,2.0,352.0,192.0,0.025,4m,0.8,1.0,1.3,248.0,536.0,0.05,2m,1.4,0.5,1.7000000000000002,984.0,,,,,,,,,,,,,,,,,,,,,,440,0.05,2m,0.9,1.1,1.6,600,,,,,,,,,,,,,,,760.0,0.025,2m,0.5,0.8,1.7000000000000002,552.0,0.4,5,COMPLETE
140,140,4.189848821301895,2025-06-15 23:42:36.822242,2025-06-15 23:42:41.621890,0 days 00:00:04.799648,488.0,0.05,4m,1.5,0.5,1.9000000000000001,208.0,248.0,0.025,4m,0.8,1.0,1.3,240.0,568.0,0.05,2m,1.4,0.5,1.9000000000000001,1024.0,,,,,,,,,,,,,,,,,,,,,,400,0.025,2m,0.8,1.0,1.5,576,,,,,,,,,,,,,,,752.0,0.025,2m,0.5,0.7,1.8000000000000003,576.0,0.45,5,COMPLETE
141,141,3.4240233665527025,2025-06-15 23:42:41.719405,2025-06-15 23:42:46.459637,0 days 00:00:04.740232,512.0,0.05,4m,1.5,0.5,1.9000000000000001,160.0,152.0,0.025,4m,0.8,1.0,1.3,232.0,584.0,0.05,2m,1.4,0.5,1.9000000000000001,992.0,,,,,,,,,,,,,,,,,,,,,,376,0.025,2m,0.8,1.0,1.5,632,,,,,,,,,,,,,,,744.0,0.025,2m,0.5,0.7,1.8000000000000003,600.0,0.45,5,COMPLETE
142,142,3.445105452909102,2025-06-15 23:42:46.532411,2025-06-15 23:42:51.446227,0 days 00:00:04.913816,496.0,0.05,4m,1.5,0.5,1.9000000000000001,192.0,248.0,0.025,4m,0.8,1.0,1.3,272.0,568.0,0.05,2m,1.4,0.5,1.9000000000000001,1024.0,,,,,,,,,,,,,,,,,,,,,,408,0.025,2m,0.9,1.0,1.6,544,,,,,,,,,,,,,,,824.0,0.025,2m,0.5,0.7,1.8000000000000003,512.0,0.45,5,COMPLETE
143,143,2.4688303994935494,2025-06-15 23:42:51.522129,2025-06-15 23:42:55.505597,0 days 00:00:03.983468,584.0,0.05,4m,1.5,0.5,1.8000000000000003,88.0,256.0,0.025,4m,0.7,1.0,1.3,184.0,512.0,0.05,2m,1.4,0.5,2.0,944.0,,,,,,,,,,,,,,,,,,,,,,408,0.025,2m,0.9,1.0,1.5,552,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
144,144,-2.1725770280567294,2025-06-15 23:42:55.579110,2025-06-15 23:43:00.098933,0 days 00:00:04.519823,480.0,0.05,4m,1.5,0.6,1.9000000000000001,296.0,168.0,0.025,4m,0.8,1.0,1.2000000000000002,192.0,600.0,0.05,2m,1.4,0.5,1.9000000000000001,968.0,,,,,,,,,,,,,,,,,,,,,,448,0.025,2m,0.8,1.1,1.6,672,,,,,,,,,,,,,,,720.0,0.025,7m,0.5,0.8,1.7000000000000002,576.0,0.4,5,COMPLETE
145,145,4.369225628517521,2025-06-15 23:43:00.162933,2025-06-15 23:43:04.635525,0 days 00:00:04.472592,600.0,0.05,4m,1.4,0.6,1.8000000000000003,224.0,232.0,0.025,4m,0.8,0.9,1.3,344.0,616.0,0.05,2m,1.4,0.5,2.0,1000.0,,,,,,,,,,,,,,,,,,,,,,360,0.025,2m,0.9,1.0,1.4000000000000001,576,,,,,,,,,,,,,,,760.0,0.025,2m,0.5,0.9,1.8000000000000003,648.0,0.4,5,COMPLETE
146,146,3.4606836485537635,2025-06-15 23:43:04.714043,2025-06-15 23:43:09.279637,0 days 00:00:04.565594,552.0,0.05,4m,1.4,0.6,1.9000000000000001,208.0,224.0,0.025,4m,0.7,0.9,1.3,216.0,528.0,0.05,2m,1.4,0.5,2.0,1000.0,,,,,,,,,,,,,,,,,,,,,,336,0.025,2m,1.0,0.9,1.5,608,,,,,,,,,,,,,,,752.0,0.025,6m,0.5,0.7,1.8000000000000003,632.0,0.4,5,COMPLETE
147,147,4.133932855315185,2025-06-15 23:43:09.336145,2025-06-15 23:43:14.076768,0 days 00:00:04.740623,424.0,0.05,4m,1.4,0.5,1.7000000000000002,232.0,296.0,0.025,4m,0.9,0.9,1.3,160.0,560.0,0.05,1m,1.4,0.5,2.0,1024.0,,,,,,,,,,,,,,,,,,,,,,368,0.025,9m,0.8,1.3,1.4000000000000001,656,,,,,,,,,,,,,,,712.0,0.025,2m,0.5,0.9,1.8000000000000003,680.0,0.45,5,COMPLETE
148,148,0.12395611170483316,2025-06-15 23:43:14.114280,2025-06-15 23:43:18.016089,0 days 00:00:03.901809,448.0,0.05,4m,1.3,0.5,1.7000000000000002,184.0,288.0,0.025,4m,0.8,0.9,1.2000000000000002,384.0,544.0,0.05,1m,1.4,0.5,2.0,968.0,,,,,,,,,,,,,,,,,,,,,,368,0.025,9m,0.8,1.3,1.4000000000000001,576,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
149,149,-1.1063474150682762,2025-06-15 23:43:18.082093,2025-06-15 23:43:22.522472,0 days 00:00:04.440379,368.0,0.05,4m,1.4,0.5,1.6,168.0,200.0,0.025,4m,0.9,0.9,1.2000000000000002,152.0,576.0,0.05,1m,1.4,0.5,1.7000000000000002,1024.0,,,,,,,,,,,,,,,,,,,,,,392,0.025,10m,0.8,1.3,1.4000000000000001,656,,,,,,,,,,,,,,,688.0,0.025,9m,0.5,0.8,1.8000000000000003,680.0,0.45,5,COMPLETE
