,number,value,datetime_start,datetime_complete,duration,params_AEP_BIIB_beta_win,params_AEP_BIIB_stop_loss,params_AEP_BIIB_trade_freq,params_AEP_BIIB_z_entry,params_AEP_BIIB_z_exit,params_AEP_BIIB_z_stop_scaler,params_AEP_BIIB_z_win,params_AMGN_BIIB_beta_win,params_AMGN_BIIB_stop_loss,params_AMGN_BIIB_trade_freq,params_AMGN_BIIB_z_entry,params_AMGN_BIIB_z_exit,params_AMGN_BIIB_z_stop_scaler,params_AMGN_BIIB_z_win,params_CHTR_MTCH_beta_win,params_CHTR_MTCH_stop_loss,params_CHTR_MTCH_trade_freq,params_CHTR_MTCH_z_entry,params_CHTR_MTCH_z_exit,params_CHTR_MTCH_z_stop_scaler,params_CHTR_MTCH_z_win,params_COST_PANW_beta_win,params_COST_PANW_stop_loss,params_COST_PANW_trade_freq,params_COST_PANW_z_entry,params_COST_PANW_z_exit,params_COST_PANW_z_stop_scaler,params_COST_PANW_z_win,params_EBAY_MTCH_beta_win,params_EBAY_MTCH_stop_loss,params_EBAY_MTCH_trade_freq,params_EBAY_MTCH_z_entry,params_EBAY_MTCH_z_exit,params_EBAY_MTCH_z_stop_scaler,params_EBAY_MTCH_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_IDXX_ISRG_beta_win,params_IDXX_ISRG_stop_loss,params_IDXX_ISRG_trade_freq,params_IDXX_ISRG_z_entry,params_IDXX_ISRG_z_exit,params_IDXX_ISRG_z_stop_scaler,params_IDXX_ISRG_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_OKTA_SWKS_beta_win,params_OKTA_SWKS_stop_loss,params_OKTA_SWKS_trade_freq,params_OKTA_SWKS_z_entry,params_OKTA_SWKS_z_exit,params_OKTA_SWKS_z_stop_scaler,params_OKTA_SWKS_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-0.050938692145523004,2025-06-15 23:25:45.087275,2025-06-15 23:25:47.904102,0 days 00:00:02.816827,320.0,0.05,6m,1.4,0.6,1.1,320.0,296.0,0.025,10m,1.5,0.9,1.6,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,0.05,5m,1.3,0.9,1.1,504,,,,,,,,,,,,,,,,,,,,,,0.2,3,COMPLETE
1,1,-6.594098141484562,2025-06-15 23:25:47.984545,2025-06-15 23:25:55.626082,0 days 00:00:07.641537,576.0,0.025,10m,0.7,1.3,1.1,384.0,112.0,0.05,3m,1.2000000000000002,1.2000000000000002,1.4000000000000001,288.0,40.0,0.05,1m,0.6,0.6,1.1,416.0,176.0,0.05,9m,0.9,0.8,1.7000000000000002,464.0,152.0,0.025,9m,0.7,1.2000000000000002,1.6,1016.0,,,,,,,,984,0.025,6m,1.0,1.2000000000000002,1.6,592,488.0,0.05,7m,1.4,1.4,1.6,512.0,216.0,0.025,8m,0.8,1.0,2.0,712.0,808.0,0.05,7m,1.5,0.7,1.7000000000000002,1008.0,0.3,9,COMPLETE
2,2,3.5185898703512493,2025-06-15 23:25:55.693221,2025-06-15 23:26:03.301448,0 days 00:00:07.608227,496.0,0.05,7m,1.5,1.1,1.6,672.0,368.0,0.05,8m,0.7,1.0,1.9000000000000001,376.0,888.0,0.05,5m,1.4,0.9,1.2000000000000002,456.0,488.0,0.05,7m,0.6,1.4,1.3,352.0,96.0,0.05,9m,0.7,1.0,1.1,560.0,,,,,,,,584,0.025,8m,1.3,0.6,1.6,376,920.0,0.025,9m,0.7,0.7,2.0,608.0,384.0,0.05,9m,1.3,1.0,1.5,384.0,432.0,0.05,3m,1.0,1.5,1.4000000000000001,280.0,0.15000000000000002,9,COMPLETE
3,3,-1.837294376807493,2025-06-15 23:26:03.367398,2025-06-15 23:26:06.840869,0 days 00:00:03.473471,848.0,0.025,6m,0.9,1.3,1.1,672.0,144.0,0.05,4m,0.5,0.7,1.5,632.0,600.0,0.05,10m,0.9,1.3,1.5,224.0,,,,,,,,,,,,,,,,,,,,,,264,0.05,10m,1.5,0.5,1.6,720,,,,,,,,,,,,,,,,,,,,,,0.05,4,COMPLETE
4,4,-0.1756292913154538,2025-06-15 23:26:06.905831,2025-06-15 23:26:13.988093,0 days 00:00:07.082262,112.0,0.025,3m,0.6,0.6,1.9000000000000001,248.0,864.0,0.05,2m,1.4,0.9,2.0,168.0,656.0,0.05,6m,0.6,1.2000000000000002,1.9000000000000001,208.0,,,,,,,,816.0,0.05,7m,1.5,1.3,2.0,1008.0,,,,,,,,216,0.025,10m,1.2000000000000002,0.7,1.7000000000000002,480,392.0,0.025,5m,1.4,0.8,1.1,144.0,88.0,0.025,8m,1.5,0.7,1.3,848.0,344.0,0.05,4m,0.6,1.0,1.9000000000000001,600.0,0.4,8,COMPLETE
5,5,-21.379742308183335,2025-06-15 23:26:14.092005,2025-06-15 23:26:19.318032,0 days 00:00:05.226027,224.0,0.025,8m,0.7,1.1,1.2000000000000002,984.0,800.0,0.025,10m,0.8,0.7,1.2000000000000002,552.0,1000.0,0.025,9m,1.4,0.5,1.4000000000000001,320.0,,,,,,,,,,,,,,,,,,,,,,792,0.025,5m,1.5,1.0,1.6,528,,,,,,,,936.0,0.025,1m,0.6,1.2000000000000002,1.6,976.0,288.0,0.025,4m,0.9,0.7,1.4000000000000001,912.0,0.35000000000000003,6,COMPLETE
6,6,1.3184372094969754,2025-06-15 23:26:19.407367,2025-06-15 23:26:23.093592,0 days 00:00:03.686225,720.0,0.025,4m,0.7,1.5,1.2000000000000002,784.0,672.0,0.05,4m,1.4,0.6,1.2000000000000002,776.0,224.0,0.025,2m,1.0,0.5,1.2000000000000002,832.0,,,,,,,,,,,,,,,,,,,,,,608,0.05,2m,1.4,1.5,1.3,472,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
7,7,-2.3019757388447983,2025-06-15 23:26:23.160402,2025-06-15 23:26:26.792505,0 days 00:00:03.632103,992.0,0.025,2m,1.2000000000000002,1.3,1.1,720.0,264.0,0.025,5m,1.3,0.6,1.5,240.0,624.0,0.025,8m,1.1,1.3,1.2000000000000002,528.0,,,,,,,,,,,,,,,,,,,,,,392,0.05,7m,0.6,1.2000000000000002,1.1,104,,,,,,,,,,,,,,,,,,,,,,0.3,4,COMPLETE
8,8,-9.093454704145035,2025-06-15 23:26:26.845930,2025-06-15 23:26:28.629104,0 days 00:00:01.783174,,,,,,,,944.0,0.05,3m,1.4,1.3,1.4000000000000001,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,0.05,7m,0.5,0.8,1.9000000000000001,256,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
9,9,-4.749585187480323,2025-06-15 23:26:28.718422,2025-06-15 23:26:35.403835,0 days 00:00:06.685413,344.0,0.025,10m,0.7,1.0,1.5,40.0,952.0,0.05,1m,0.7,0.6,1.8000000000000003,496.0,312.0,0.025,8m,1.0,0.7,1.7000000000000002,792.0,,,,,,,,976.0,0.05,10m,0.7,0.9,1.8000000000000003,280.0,,,,,,,,560,0.025,4m,0.5,0.6,1.3,528,,,,,,,,584.0,0.025,1m,1.3,0.8,1.1,744.0,264.0,0.025,6m,0.8,0.9,1.1,536.0,0.1,7,COMPLETE
10,10,-2.111238853834364,2025-06-15 23:26:35.478145,2025-06-15 23:26:44.937654,0 days 00:00:09.459509,528.0,0.05,7m,1.5,0.9,1.8000000000000003,544.0,488.0,0.025,8m,1.0,1.5,2.0,48.0,936.0,0.05,5m,1.5,0.9,1.4000000000000001,32.0,840.0,0.05,7m,0.5,1.5,1.1,48.0,72.0,0.05,8m,0.5,0.6,1.1,544.0,632.0,0.025,8m,1.3,0.5,1.6,272.0,32,0.025,8m,1.0,0.5,2.0,984,1024.0,0.025,9m,0.5,0.5,2.0,984.0,480.0,0.05,9m,1.1,1.5,1.6,240.0,712.0,0.05,3m,1.3,1.5,1.4000000000000001,16.0,0.5,10,COMPLETE
11,11,-1.7537114353167595,2025-06-15 23:26:45.030230,2025-06-15 23:26:46.222990,0 days 00:00:01.192760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,0.05,2m,1.2000000000000002,1.5,1.4000000000000001,280,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
12,12,0.5630231057231748,2025-06-15 23:26:46.288143,2025-06-15 23:26:50.929329,0 days 00:00:04.641186,704.0,0.05,4m,1.0,1.5,1.5,904.0,616.0,0.05,9m,1.0,1.1,1.1,824.0,280.0,0.025,2m,1.2000000000000002,0.9,1.2000000000000002,968.0,,,,,,,,,,,,,,,,,,,,,,816,0.025,8m,1.3,1.5,1.4000000000000001,272,,,,,,,,,,,,,,,1016.0,0.05,10m,1.2000000000000002,1.5,1.1,104.0,0.45,5,COMPLETE
13,13,-0.4546422991825372,2025-06-15 23:26:50.994829,2025-06-15 23:26:56.840388,0 days 00:00:05.845559,728.0,0.05,5m,1.2000000000000002,1.5,1.4000000000000001,768.0,560.0,0.05,8m,0.7,0.5,1.8000000000000003,744.0,304.0,0.025,4m,0.8,0.8,1.3,640.0,,,,,,,,,,,,,,,,,,,,,,488,0.05,2m,0.8,1.3,1.3,760,,,,,,,,480.0,0.05,3m,1.1,0.5,1.9000000000000001,296.0,56.0,0.025,3m,1.1,1.3,1.6,288.0,0.2,6,COMPLETE
14,14,-2.802503145561871,2025-06-15 23:26:56.902975,2025-06-15 23:27:06.353587,0 days 00:00:09.450612,448.0,0.05,9m,0.5,0.8,1.7000000000000002,560.0,416.0,0.05,4m,0.5,0.9,1.7000000000000002,416.0,792.0,0.05,7m,1.3,1.1,1.1,728.0,440.0,0.025,7m,1.5,1.4,1.2000000000000002,600.0,376.0,0.025,9m,1.2000000000000002,0.9,1.1,592.0,24.0,0.05,10m,0.5,1.5,1.1,1016.0,632,0.025,3m,1.4,1.1,1.8000000000000003,352,1008.0,0.025,8m,0.7,1.0,2.0,704.0,792.0,0.05,9m,1.5,1.2000000000000002,1.4000000000000001,48.0,512.0,0.05,5m,0.5,1.2000000000000002,2.0,320.0,0.2,10,COMPLETE
15,15,-1.7705666052628244,2025-06-15 23:27:06.417887,2025-06-15 23:27:14.414050,0 days 00:00:07.996163,696.0,0.05,7m,0.9,1.2000000000000002,1.3,840.0,736.0,0.05,7m,1.1,1.5,1.3,1000.0,32.0,0.025,5m,0.8,1.5,1.7000000000000002,960.0,,,,,,,,472.0,0.05,5m,1.0,1.5,1.4000000000000001,24.0,,,,,,,,896,0.05,1m,1.1,0.8,1.4000000000000001,40,752.0,0.05,9m,0.9,0.5,1.6,432.0,288.0,0.05,2m,0.9,1.1,1.8000000000000003,464.0,584.0,0.025,2m,0.8,0.5,1.3,760.0,0.4,8,COMPLETE
16,16,1.3345180300193957,2025-06-15 23:27:14.526988,2025-06-15 23:27:19.236099,0 days 00:00:04.709111,880.0,0.025,4m,1.2000000000000002,0.8,1.7000000000000002,632.0,656.0,0.05,6m,0.8,1.0,1.1,720.0,440.0,0.05,2m,1.2000000000000002,0.5,1.3,480.0,,,,,,,,,,,,,,,,,,,,,,448,0.05,9m,0.8,1.4,1.2000000000000002,384,,,,,,,,,,,,,,,56.0,0.05,9m,1.4,1.2000000000000002,1.7000000000000002,328.0,0.05,5,COMPLETE
17,17,-1.8091481428836673,2025-06-15 23:27:19.309845,2025-06-15 23:27:25.518455,0 days 00:00:06.208610,968.0,0.05,1m,1.3,0.8,1.7000000000000002,448.0,384.0,0.05,6m,0.8,1.1,1.9000000000000001,408.0,456.0,0.05,3m,1.3,0.7,1.6,520.0,,,,,,,,272.0,0.025,2m,0.9,0.5,1.4000000000000001,736.0,,,,,,,,440,0.025,9m,0.8,1.3,1.8000000000000003,184,,,,,,,,648.0,0.05,6m,1.3,1.5,1.1,528.0,48.0,0.05,9m,1.5,1.3,1.8000000000000003,288.0,0.05,7,COMPLETE
18,18,0.8527956737842891,2025-06-15 23:27:25.582056,2025-06-15 23:27:30.145475,0 days 00:00:04.563419,880.0,0.025,7m,1.5,0.8,2.0,656.0,488.0,0.025,6m,0.9,1.3,1.7000000000000002,672.0,800.0,0.05,2m,1.5,1.0,1.4000000000000001,504.0,,,,,,,,,,,,,,,,,,,,,,136,0.05,9m,0.8,1.0,1.5,376,,,,,,,,,,,,,,,184.0,0.05,8m,1.3,1.2000000000000002,1.5,384.0,0.1,5,COMPLETE
19,19,1.56807028718267,2025-06-15 23:27:30.203839,2025-06-15 23:27:37.885230,0 days 00:00:07.681391,40.0,0.05,4m,1.2000000000000002,1.0,1.6,592.0,24.0,0.05,6m,0.6,1.0,1.1,880.0,440.0,0.05,5m,1.2000000000000002,0.7,2.0,368.0,,,,,,,,704.0,0.05,4m,0.5,1.1,1.3,328.0,,,,,,,,704,0.025,8m,0.9,0.7,1.2000000000000002,728,24.0,0.025,10m,1.0,0.8,1.8000000000000003,808.0,336.0,0.05,5m,0.5,0.9,1.4000000000000001,24.0,480.0,0.05,9m,1.0,1.4,1.7000000000000002,160.0,0.15000000000000002,8,COMPLETE
20,20,-3.5343514022957416,2025-06-15 23:27:37.958143,2025-06-15 23:27:46.788153,0 days 00:00:08.830010,96.0,0.05,2m,1.1,1.0,1.6,208.0,56.0,0.05,8m,0.6,0.8,1.6,936.0,792.0,0.05,5m,1.3,0.8,2.0,304.0,704.0,0.05,8m,0.6,1.1,2.0,216.0,736.0,0.05,4m,0.5,1.1,1.3,304.0,,,,,,,,728,0.025,8m,1.0,0.7,1.5,944,48.0,0.025,10m,1.0,0.8,1.8000000000000003,840.0,328.0,0.05,5m,0.6,0.9,1.4000000000000001,64.0,448.0,0.05,1m,1.0,1.5,1.3,144.0,0.15000000000000002,9,COMPLETE
21,21,0.22158816876842757,2025-06-15 23:27:46.868869,2025-06-15 23:27:54.528033,0 days 00:00:07.659164,40.0,0.05,4m,1.3,1.1,1.6,608.0,224.0,0.05,6m,0.7,1.0,1.1,864.0,448.0,0.05,5m,1.2000000000000002,0.6,1.8000000000000003,392.0,,,,,,,,680.0,0.05,6m,0.8,0.8,1.2000000000000002,328.0,,,,,,,,504,0.025,8m,0.7,0.6,1.2000000000000002,680,48.0,0.025,10m,0.8,0.8,1.8000000000000003,680.0,16.0,0.05,4m,0.5,0.6,1.7000000000000002,280.0,648.0,0.05,9m,1.0,1.3,1.7000000000000002,192.0,0.1,8,COMPLETE
22,22,-29.300217976515984,2025-06-15 23:27:54.617866,2025-06-15 23:28:01.383526,0 days 00:00:06.765660,432.0,0.05,4m,1.3,0.5,1.7000000000000002,480.0,32.0,0.05,6m,0.6,1.0,1.2000000000000002,680.0,432.0,0.05,5m,1.2000000000000002,0.7,1.3,624.0,,,,,,,,560.0,0.05,1m,0.5,1.3,1.5,688.0,,,,,,,,712,0.025,9m,0.9,0.8,1.2000000000000002,808,,,,,,,,384.0,0.05,5m,1.3,0.9,1.3,480.0,408.0,0.05,9m,1.1,1.4,1.6,416.0,0.15000000000000002,7,COMPLETE
23,23,4.87521487124982,2025-06-15 23:28:01.465230,2025-06-15 23:28:10.106723,0 days 00:00:08.641493,272.0,0.05,4m,1.1,0.9,1.8000000000000003,608.0,376.0,0.05,6m,0.8,1.1,1.3,592.0,528.0,0.05,3m,1.4,0.5,2.0,424.0,384.0,0.025,1m,1.0,1.1,1.4000000000000001,976.0,16.0,0.05,3m,0.7,1.0,1.2000000000000002,424.0,,,,,,,,328,0.025,8m,0.9,0.6,1.2000000000000002,856,704.0,0.025,4m,1.2000000000000002,1.1,1.8000000000000003,328.0,168.0,0.05,10m,0.8,1.3,1.5,168.0,160.0,0.05,9m,0.8,1.1,1.8000000000000003,464.0,0.05,9,COMPLETE
24,24,1.5184806622696125,2025-06-15 23:28:10.180196,2025-06-15 23:28:19.261059,0 days 00:00:09.080863,208.0,0.05,1m,1.0,1.0,1.9000000000000001,432.0,368.0,0.05,2m,0.6,1.2000000000000002,1.3,560.0,168.0,0.05,3m,1.4,0.9,2.0,136.0,400.0,0.025,1m,1.1,1.1,1.4000000000000001,952.0,16.0,0.05,3m,0.7,1.0,1.2000000000000002,424.0,,,,,,,,320,0.025,8m,1.1,0.6,1.1,848,768.0,0.025,4m,1.2000000000000002,1.2000000000000002,1.8000000000000003,296.0,192.0,0.05,10m,0.8,1.3,1.5,128.0,192.0,0.05,3m,0.7,1.0,1.9000000000000001,640.0,0.25,9,COMPLETE
25,25,-36.67963151649228,2025-06-15 23:28:19.335939,2025-06-15 23:28:28.993220,0 days 00:00:09.657281,232.0,0.05,8m,1.1,0.9,1.8000000000000003,528.0,176.0,0.05,5m,0.9,1.1,1.3,400.0,696.0,0.05,3m,1.4,0.6,1.9000000000000001,376.0,208.0,0.025,4m,0.9,0.5,1.5,992.0,216.0,0.05,4m,0.6,1.1,1.1,144.0,1000.0,0.025,1m,0.7,1.0,2.0,64.0,152,0.025,8m,1.1,0.7,1.7000000000000002,880,744.0,0.025,6m,1.2000000000000002,1.0,1.9000000000000001,664.0,176.0,0.05,10m,0.7,1.0,1.5,224.0,496.0,0.05,9m,0.9,1.4,1.8000000000000003,448.0,0.1,10,COMPLETE
26,26,-0.9021006950853698,2025-06-15 23:28:29.082024,2025-06-15 23:28:37.596295,0 days 00:00:08.514271,344.0,0.05,5m,1.4,1.1,1.4000000000000001,872.0,304.0,0.05,1m,0.9,1.2000000000000002,1.2000000000000002,328.0,544.0,0.05,1m,1.5,0.8,1.9000000000000001,616.0,592.0,0.025,1m,1.3,1.3,1.3,528.0,16.0,0.05,3m,0.8,0.8,1.3,448.0,,,,,,,,664,0.025,8m,0.9,0.5,1.5,648,232.0,0.025,4m,1.2000000000000002,0.8,1.4000000000000001,344.0,432.0,0.05,7m,1.0,1.3,1.3,408.0,760.0,0.05,10m,0.8,1.4,1.5,224.0,0.25,9,COMPLETE
27,27,-4.350303382061209,2025-06-15 23:28:37.668773,2025-06-15 23:28:45.545806,0 days 00:00:07.877033,16.0,0.05,9m,1.4,1.2000000000000002,1.6,728.0,448.0,0.025,9m,0.5,0.8,1.4000000000000001,496.0,720.0,0.05,9m,1.1,1.0,2.0,320.0,,,,,,,,320.0,0.05,4m,1.1,1.0,1.3,704.0,,,,,,,,904,0.025,1m,0.9,0.6,1.2000000000000002,616,848.0,0.05,3m,0.6,1.2000000000000002,1.7000000000000002,88.0,296.0,0.05,10m,0.5,0.8,1.4000000000000001,160.0,376.0,0.05,7m,1.1,1.1,1.8000000000000003,32.0,0.15000000000000002,8,COMPLETE
28,28,-2.0118469690923715,2025-06-15 23:28:45.621334,2025-06-15 23:28:55.214668,0 days 00:00:09.593334,160.0,0.05,3m,0.9,0.9,1.8000000000000003,1016.0,560.0,0.05,7m,0.7,1.3,1.9000000000000001,904.0,936.0,0.05,7m,1.4,0.6,1.8000000000000003,192.0,360.0,0.05,5m,0.8,0.9,1.7000000000000002,320.0,568.0,0.05,9m,0.7,1.2000000000000002,1.2000000000000002,384.0,24.0,0.05,3m,1.5,0.5,1.1,784.0,536,0.025,6m,0.7,0.9,1.3,896,616.0,0.025,2m,1.1,0.6,2.0,816.0,112.0,0.05,9m,1.1,1.1,1.7000000000000002,24.0,592.0,0.025,8m,0.9,0.9,2.0,488.0,0.05,10,COMPLETE
29,29,3.916365049247618,2025-06-15 23:28:55.278934,2025-06-15 23:29:01.980054,0 days 00:00:06.701120,616.0,0.05,7m,1.1,0.7,1.5,360.0,344.0,0.05,8m,0.6,1.1,1.1,152.0,384.0,0.05,4m,1.3,0.7,1.6,456.0,,,,,,,,152.0,0.025,3m,0.6,0.8,1.6,168.0,,,,,,,,392,0.025,3m,1.2000000000000002,0.9,1.1,784,,,,,,,,648.0,0.05,5m,0.7,0.9,1.5,368.0,184.0,0.05,2m,0.7,1.4,1.3,224.0,0.2,7,COMPLETE
30,30,1.4349413166430451,2025-06-15 23:29:02.087965,2025-06-15 23:29:08.826475,0 days 00:00:06.738510,600.0,0.05,7m,1.0,0.7,1.4000000000000001,128.0,336.0,0.025,8m,0.8,1.4,1.5,40.0,368.0,0.05,4m,1.3,1.1,1.6,440.0,,,,,,,,144.0,0.025,3m,0.9,0.7,1.7000000000000002,72.0,,,,,,,,312,0.025,3m,1.3,0.9,1.1,800,,,,,,,,696.0,0.05,2m,0.8,1.4,1.7000000000000002,592.0,160.0,0.05,2m,0.6,1.1,1.2000000000000002,720.0,0.2,7,COMPLETE
31,31,-3.7168130750212547,2025-06-15 23:29:08.941642,2025-06-15 23:29:16.682978,0 days 00:00:07.741336,432.0,0.05,7m,1.1,0.7,1.5,352.0,216.0,0.05,8m,0.6,1.1,1.1,160.0,528.0,0.05,4m,1.4,0.7,1.8000000000000003,584.0,,,,,,,,160.0,0.025,3m,0.6,0.9,1.6,248.0,,,,,,,,384,0.025,3m,1.2000000000000002,0.7,1.1,736,600.0,0.025,1m,0.9,0.7,1.4000000000000001,592.0,552.0,0.05,5m,0.7,0.9,1.5,352.0,280.0,0.05,2m,0.7,1.4,1.4000000000000001,200.0,0.25,8,COMPLETE
32,32,2.474623232894902,2025-06-15 23:29:16.753626,2025-06-15 23:29:24.982615,0 days 00:00:08.228989,296.0,0.05,6m,1.1,0.6,1.6,296.0,280.0,0.05,10m,0.6,0.9,1.2000000000000002,136.0,376.0,0.05,10m,1.1,0.8,1.5,272.0,16.0,0.025,2m,0.7,1.2000000000000002,1.4000000000000001,840.0,112.0,0.025,3m,0.6,1.1,1.5,488.0,,,,,,,,368,0.025,4m,1.4,0.8,1.2000000000000002,992,256.0,0.025,10m,1.5,1.1,1.9000000000000001,880.0,392.0,0.05,5m,0.6,0.8,1.4000000000000001,192.0,128.0,0.05,6m,0.7,1.5,1.3,96.0,0.15000000000000002,9,COMPLETE
33,33,-2.649708547832135,2025-06-15 23:29:25.057935,2025-06-15 23:29:33.602748,0 days 00:00:08.544813,280.0,0.05,6m,1.1,0.5,1.5,248.0,280.0,0.05,10m,0.7,0.9,1.3,128.0,160.0,0.05,10m,1.1,0.8,1.5,272.0,88.0,0.025,2m,0.7,1.2000000000000002,1.4000000000000001,832.0,72.0,0.025,3m,0.6,1.0,1.8000000000000003,592.0,,,,,,,,264,0.025,4m,1.4,0.9,1.1,984,240.0,0.025,9m,1.5,1.2000000000000002,1.9000000000000001,1024.0,776.0,0.05,5m,0.7,0.7,1.6,360.0,136.0,0.05,6m,0.7,1.3,1.3,88.0,0.2,9,COMPLETE
34,34,-0.8934960712155915,2025-06-15 23:29:33.676538,2025-06-15 23:29:41.732202,0 days 00:00:08.055664,600.0,0.05,6m,0.9,0.6,1.9000000000000001,320.0,360.0,0.05,10m,0.5,0.8,1.4000000000000001,256.0,368.0,0.05,10m,1.5,1.0,1.1,424.0,1000.0,0.025,2m,1.1,1.3,1.3,744.0,240.0,0.025,3m,0.8,0.8,1.5,496.0,,,,,,,,384,0.025,4m,1.5,0.8,1.4000000000000001,1016,888.0,0.05,4m,1.5,1.1,1.9000000000000001,240.0,584.0,0.05,7m,0.9,1.1,1.2000000000000002,168.0,224.0,0.05,6m,0.5,1.5,1.2000000000000002,232.0,0.1,9,COMPLETE
35,35,-3.2397766478631835,2025-06-15 23:29:41.820940,2025-06-15 23:29:47.182270,0 days 00:00:05.361330,496.0,0.05,6m,0.8,0.7,1.4000000000000001,392.0,112.0,0.05,10m,0.8,1.0,1.2000000000000002,336.0,120.0,0.05,10m,1.3,0.9,1.5,448.0,,,,,,,,,,,,,,,,,,,,,,240,0.025,10m,1.3,1.1,1.7000000000000002,928,,,,,,,,424.0,0.05,6m,0.6,0.8,1.5,344.0,112.0,0.05,5m,0.6,1.5,1.2000000000000002,96.0,0.2,6,COMPLETE
36,36,-2.449525830573281,2025-06-15 23:29:47.268067,2025-06-15 23:29:55.453524,0 days 00:00:08.185457,376.0,0.05,7m,1.0,0.6,1.6,272.0,448.0,0.05,8m,0.5,1.2000000000000002,1.6,216.0,568.0,0.05,6m,0.5,0.6,1.7000000000000002,88.0,584.0,0.025,10m,0.5,1.0,1.5,784.0,104.0,0.025,3m,0.6,0.7,1.7000000000000002,144.0,,,,,,,,448,0.025,5m,1.4,0.5,1.6,832,336.0,0.025,5m,1.3,1.4,1.7000000000000002,464.0,696.0,0.05,3m,0.9,1.0,1.4000000000000001,200.0,336.0,0.05,1m,0.8,0.7,1.4000000000000001,368.0,0.05,9,COMPLETE
37,37,-0.3144504052035041,2025-06-15 23:29:55.517272,2025-06-15 23:30:05.110138,0 days 00:00:09.592866,280.0,0.05,10m,0.8,0.7,2.0,176.0,184.0,0.05,10m,0.6,0.9,1.2000000000000002,80.0,376.0,0.05,1m,0.9,0.5,1.6,232.0,16.0,0.05,3m,0.7,1.5,1.6,344.0,344.0,0.025,10m,0.9,1.0,1.4000000000000001,192.0,480.0,0.025,2m,1.0,1.5,2.0,504.0,176,0.025,3m,1.3,1.0,1.3,440,624.0,0.025,2m,0.7,1.1,2.0,384.0,248.0,0.025,4m,0.7,0.8,1.6,576.0,864.0,0.05,7m,0.7,1.5,1.5,288.0,0.25,10,COMPLETE
38,38,-0.7529123950436662,2025-06-15 23:30:05.200392,2025-06-15 23:30:11.894088,0 days 00:00:06.693696,656.0,0.05,6m,1.3,0.6,1.3,368.0,264.0,0.05,3m,1.1,0.9,1.3,112.0,256.0,0.05,3m,1.4,0.8,1.4000000000000001,696.0,,,,,,,,208.0,0.025,7m,0.6,0.9,1.7000000000000002,784.0,,,,,,,,336,0.025,4m,1.2000000000000002,0.8,1.6,584,,,,,,,,376.0,0.05,10m,1.4,0.7,1.5,288.0,104.0,0.05,2m,0.6,0.8,1.3,544.0,0.35000000000000003,7,COMPLETE
39,39,3.247685145951845,2025-06-15 23:30:11.967496,2025-06-15 23:30:19.284510,0 days 00:00:07.317014,496.0,0.05,3m,1.1,0.5,1.8000000000000003,464.0,320.0,0.05,2m,0.9,1.1,1.5,592.0,504.0,0.05,4m,1.1,1.1,1.3,568.0,,,,,,,,32.0,0.025,5m,1.3,1.2000000000000002,2.0,840.0,,,,,,,,64,0.025,6m,1.5,0.6,1.2000000000000002,936,920.0,0.025,6m,1.3,1.0,1.9000000000000001,568.0,512.0,0.025,8m,0.8,1.0,1.3,120.0,240.0,0.05,6m,0.9,0.5,1.4000000000000001,248.0,0.15000000000000002,8,COMPLETE
40,40,-1.3630266920992704,2025-06-15 23:30:19.361458,2025-06-15 23:30:26.912849,0 days 00:00:07.551391,536.0,0.05,3m,0.8,0.5,1.8000000000000003,472.0,416.0,0.05,2m,0.9,1.1,1.5,544.0,608.0,0.05,4m,1.3,1.2000000000000002,1.2000000000000002,560.0,,,,,,,,32.0,0.025,5m,1.4,1.4,2.0,904.0,,,,,,,,88,0.025,6m,1.5,0.6,1.1,560,912.0,0.05,6m,1.3,1.5,1.7000000000000002,584.0,488.0,0.025,8m,1.0,1.0,1.2000000000000002,120.0,336.0,0.025,4m,0.9,0.5,1.6,904.0,0.1,8,COMPLETE
