,number,value,datetime_start,datetime_complete,duration,params_ADP_ASML_beta_win,params_ADP_ASML_stop_loss,params_ADP_ASML_trade_freq,params_ADP_ASML_z_entry,params_ADP_ASML_z_exit,params_ADP_ASML_z_stop_scaler,params_ADP_ASML_z_win,params_ADP_PAYX_beta_win,params_ADP_PAYX_stop_loss,params_ADP_PAYX_trade_freq,params_ADP_PAYX_z_entry,params_ADP_PAYX_z_exit,params_ADP_PAYX_z_stop_scaler,params_ADP_PAYX_z_win,params_ADP_XEL_beta_win,params_ADP_XEL_stop_loss,params_ADP_XEL_trade_freq,params_ADP_XEL_z_entry,params_ADP_XEL_z_exit,params_ADP_XEL_z_stop_scaler,params_ADP_XEL_z_win,params_AMGN_ANSS_beta_win,params_AMGN_ANSS_stop_loss,params_AMGN_ANSS_trade_freq,params_AMGN_ANSS_z_entry,params_AMGN_ANSS_z_exit,params_AMGN_ANSS_z_stop_scaler,params_AMGN_ANSS_z_win,params_AMZN_MRVL_beta_win,params_AMZN_MRVL_stop_loss,params_AMZN_MRVL_trade_freq,params_AMZN_MRVL_z_entry,params_AMZN_MRVL_z_exit,params_AMZN_MRVL_z_stop_scaler,params_AMZN_MRVL_z_win,params_AZN_ANSS_beta_win,params_AZN_ANSS_stop_loss,params_AZN_ANSS_trade_freq,params_AZN_ANSS_z_entry,params_AZN_ANSS_z_exit,params_AZN_ANSS_z_stop_scaler,params_AZN_ANSS_z_win,params_CSCO_DASH_beta_win,params_CSCO_DASH_stop_loss,params_CSCO_DASH_trade_freq,params_CSCO_DASH_z_entry,params_CSCO_DASH_z_exit,params_CSCO_DASH_z_stop_scaler,params_CSCO_DASH_z_win,params_CSCO_FTNT_beta_win,params_CSCO_FTNT_stop_loss,params_CSCO_FTNT_trade_freq,params_CSCO_FTNT_z_entry,params_CSCO_FTNT_z_exit,params_CSCO_FTNT_z_stop_scaler,params_CSCO_FTNT_z_win,params_CSCO_META_beta_win,params_CSCO_META_stop_loss,params_CSCO_META_trade_freq,params_CSCO_META_z_entry,params_CSCO_META_z_exit,params_CSCO_META_z_stop_scaler,params_CSCO_META_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_buffer_capital,params_pairs_to_trade,state
132,132,-6.356138829401547,2025-06-16 00:59:34.703796,2025-06-16 00:59:37.507476,0 days 00:00:02.803680,,,,,,,,240,0.025,4m,1.5,1.0,1.1,840,,,,,,,,,,,,,,,,,,,,,,144.0,0.025,1m,1.1,1.4,1.2000000000000002,880.0,,,,,,,,,,,,,,,,,,,,,,360.0,0.025,7m,1.2000000000000002,0.5,1.9000000000000001,896.0,0.25,3,COMPLETE
133,133,-0.3198323227809248,2025-06-16 00:59:37.559970,2025-06-16 00:59:39.470667,0 days 00:00:01.910697,,,,,,,,144,0.025,2m,1.5,1.1,1.1,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,0.025,7m,1.3,0.6,2.0,968.0,0.25,2,COMPLETE
134,134,-10.639064346285958,2025-06-16 00:59:39.531327,2025-06-16 00:59:43.192573,0 days 00:00:03.661246,,,,,,,,112,0.025,4m,1.5,0.9,1.1,856,,,,,,,,528.0,0.05,1m,0.9,1.2000000000000002,1.6,256.0,,,,,,,,80.0,0.025,4m,1.3,1.3,1.2000000000000002,968.0,,,,,,,,,,,,,,,,,,,,,,336.0,0.025,7m,1.1,0.5,1.9000000000000001,816.0,0.3,4,COMPLETE
135,135,-0.6341485269811957,2025-06-16 00:59:43.259319,2025-06-16 00:59:46.048469,0 days 00:00:02.789150,,,,,,,,192,0.025,6m,1.5,1.0,1.2000000000000002,792,,,,,,,,,,,,,,,,,,,,,,120.0,0.025,4m,0.9,1.5,1.1,1024.0,,,,,,,,,,,,,,,,,,,,,,288.0,0.025,7m,1.1,0.7,2.0,984.0,0.25,3,COMPLETE
136,136,-1.0411184604816328,2025-06-16 00:59:46.115739,2025-06-16 00:59:48.019068,0 days 00:00:01.903329,,,,,,,,88,0.025,2m,1.5,1.2000000000000002,1.1,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,0.025,7m,1.0,0.6,2.0,920.0,0.3,2,COMPLETE
137,137,-0.2542732653523298,2025-06-16 00:59:48.089082,2025-06-16 00:59:50.008321,0 days 00:00:01.919239,,,,,,,,40,0.025,1m,1.5,0.9,1.2000000000000002,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0,0.025,7m,1.2000000000000002,0.5,1.9000000000000001,856.0,0.25,2,COMPLETE
138,138,-0.4291542525721409,2025-06-16 00:59:50.101660,2025-06-16 00:59:52.788835,0 days 00:00:02.687175,,,,,,,,128,0.025,7m,1.4,0.9,1.1,864,,,,,,,,,,,,,,,,,,,,,,272.0,0.025,4m,0.9,1.1,1.3,648.0,,,,,,,,,,,,,,,,,,,,,,376.0,0.025,7m,1.2000000000000002,0.6,2.0,880.0,0.2,3,COMPLETE
139,139,-0.34152819667369255,2025-06-16 00:59:52.886395,2025-06-16 00:59:54.820429,0 days 00:00:01.934034,,,,,,,,56,0.025,4m,0.5,1.1,1.1,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0,0.025,7m,1.3,0.5,1.8000000000000003,1024.0,0.3,2,COMPLETE
140,140,-0.46172409637014866,2025-06-16 00:59:54.878548,2025-06-16 00:59:56.664279,0 days 00:00:01.785731,,,,,,,,224,0.025,6m,1.5,1.0,1.1,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,0.025,7m,1.1,0.7,2.0,944.0,0.2,2,COMPLETE
141,141,-0.025612198950815623,2025-06-16 00:59:56.712054,2025-06-16 00:59:59.463101,0 days 00:00:02.751047,,,,,,,,120,0.025,6m,1.5,0.9,1.1,768,,,,,,,,,,,,,,,,,,,,,,216.0,0.025,7m,1.1,1.2000000000000002,1.4000000000000001,952.0,,,,,,,,,,,,,,,,,,,,,,264.0,0.025,7m,1.3,0.6,1.9000000000000001,920.0,0.3,3,COMPLETE
142,142,-0.21185198335684116,2025-06-16 00:59:59.538607,2025-06-16 01:00:01.518494,0 days 00:00:01.979887,,,,,,,,136,0.025,6m,1.5,0.9,1.1,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0,0.025,4m,1.0,0.5,2.0,992.0,0.3,2,COMPLETE
143,143,0.10495088411067771,2025-06-16 01:00:01.593946,2025-06-16 01:00:03.386702,0 days 00:00:01.792756,,,,,,,,136,0.025,6m,1.5,0.9,1.1,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.0,0.025,7m,1.4,0.7,1.9000000000000001,776.0,0.3,2,COMPLETE
144,144,-0.08200538362484627,2025-06-16 01:00:03.443824,2025-06-16 01:00:05.259016,0 days 00:00:01.815192,,,,,,,,72,0.025,3m,1.5,0.9,1.1,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,0.025,7m,1.4,0.7,2.0,824.0,0.25,2,COMPLETE
145,145,-0.6140534835096678,2025-06-16 01:00:05.320020,2025-06-16 01:00:09.050911,0 days 00:00:03.730891,,,,,,,,96,0.025,6m,1.4,0.9,1.1,832,,,,,,,,112.0,0.05,4m,0.7,0.5,1.1,440.0,,,,,,,,16.0,0.025,3m,1.2000000000000002,1.5,1.1,784.0,,,,,,,,,,,,,,,,,,,,,,504.0,0.025,7m,1.4,0.8,1.9000000000000001,784.0,0.3,4,COMPLETE
146,146,-0.2725031051655033,2025-06-16 01:00:09.109984,2025-06-16 01:00:10.924897,0 days 00:00:01.814913,,,,,,,,152,0.025,2m,1.5,1.0,1.2000000000000002,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0,0.025,7m,1.3,0.6,2.0,952.0,0.25,2,COMPLETE
147,147,-1.6875519511035275,2025-06-16 01:00:10.991983,2025-06-16 01:00:13.649556,0 days 00:00:02.657573,,,,,,,,256,0.025,6m,1.5,0.9,1.1,808,,,,,,,,,,,,,,,,,,,,,,296.0,0.025,6m,0.7,1.0,1.2000000000000002,736.0,,,,,,,,,,,,,,,,,,,,,,392.0,0.025,7m,1.2000000000000002,0.5,1.9000000000000001,904.0,0.3,3,COMPLETE
148,148,-0.17354157535298226,2025-06-16 01:00:13.704737,2025-06-16 01:00:15.551312,0 days 00:00:01.846575,,,,,,,,192,0.025,6m,1.4,1.0,1.2000000000000002,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,0.025,9m,1.1,0.9,2.0,832.0,0.3,2,COMPLETE
149,149,0.10640960307320087,2025-06-16 01:00:15.611202,2025-06-16 01:00:17.547426,0 days 00:00:01.936224,,,,,,,,56,0.025,8m,1.5,0.9,1.1,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0,0.025,7m,1.4,0.5,1.9000000000000001,984.0,0.25,2,COMPLETE
