,number,value,datetime_start,datetime_complete,duration,params_ADBE_SIRI_beta_win,params_ADBE_SIRI_stop_loss,params_ADBE_SIRI_trade_freq,params_ADBE_SIRI_z_entry,params_ADBE_SIRI_z_exit,params_ADBE_SIRI_z_stop_scaler,params_ADBE_SIRI_z_win,params_AMAT_SIRI_beta_win,params_AMAT_SIRI_stop_loss,params_AMAT_SIRI_trade_freq,params_AMAT_SIRI_z_entry,params_AMAT_SIRI_z_exit,params_AMAT_SIRI_z_stop_scaler,params_AMAT_SIRI_z_win,params_BIDU_SIRI_beta_win,params_BIDU_SIRI_stop_loss,params_BIDU_SIRI_trade_freq,params_BIDU_SIRI_z_entry,params_BIDU_SIRI_z_exit,params_BIDU_SIRI_z_stop_scaler,params_BIDU_SIRI_z_win,params_DDOG_ZS_beta_win,params_DDOG_ZS_stop_loss,params_DDOG_ZS_trade_freq,params_DDOG_ZS_z_entry,params_DDOG_ZS_z_exit,params_DDOG_ZS_z_stop_scaler,params_DDOG_ZS_z_win,params_FB_SIRI_beta_win,params_FB_SIRI_stop_loss,params_FB_SIRI_trade_freq,params_FB_SIRI_z_entry,params_FB_SIRI_z_exit,params_FB_SIRI_z_stop_scaler,params_FB_SIRI_z_win,params_JD_SIRI_beta_win,params_JD_SIRI_stop_loss,params_JD_SIRI_trade_freq,params_JD_SIRI_z_entry,params_JD_SIRI_z_exit,params_JD_SIRI_z_stop_scaler,params_JD_SIRI_z_win,params_NTES_PCAR_beta_win,params_NTES_PCAR_stop_loss,params_NTES_PCAR_trade_freq,params_NTES_PCAR_z_entry,params_NTES_PCAR_z_exit,params_NTES_PCAR_z_stop_scaler,params_NTES_PCAR_z_win,params_NVDA_SIRI_beta_win,params_NVDA_SIRI_stop_loss,params_NVDA_SIRI_trade_freq,params_NVDA_SIRI_z_entry,params_NVDA_SIRI_z_exit,params_NVDA_SIRI_z_stop_scaler,params_NVDA_SIRI_z_win,params_PDD_ORLY_beta_win,params_PDD_ORLY_stop_loss,params_PDD_ORLY_trade_freq,params_PDD_ORLY_z_entry,params_PDD_ORLY_z_exit,params_PDD_ORLY_z_stop_scaler,params_PDD_ORLY_z_win,params_PDD_SIRI_beta_win,params_PDD_SIRI_stop_loss,params_PDD_SIRI_trade_freq,params_PDD_SIRI_z_entry,params_PDD_SIRI_z_exit,params_PDD_SIRI_z_stop_scaler,params_PDD_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
30,30,-0.2975545618023926,2025-06-15 23:05:40.580658,2025-06-15 23:05:43.851664,0 days 00:00:03.271006,,,,,,,,,,,,,,,,,,,,,,24,0.05,8m,0.6,1.4,1.2000000000000002,736,248.0,0.05,5m,1.0,1.1,1.4000000000000001,576.0,,,,,,,,,,,,,,,,,,,,,,792.0,0.025,8m,0.7,1.2000000000000002,1.9000000000000001,784.0,,,,,,,,0.35000000000000003,3,COMPLETE
31,31,2.0375006783077945,2025-06-15 23:05:43.932393,2025-06-15 23:05:54.107733,0 days 00:00:10.175340,104.0,0.05,2m,1.2000000000000002,0.5,1.2000000000000002,112.0,552.0,0.025,8m,1.3,1.3,1.8000000000000003,744.0,864.0,0.05,3m,0.5,1.3,2.0,16.0,120,0.05,9m,0.9,1.3,1.5,664,416.0,0.05,9m,1.0,0.9,1.5,440.0,512.0,0.025,3m,1.2000000000000002,1.1,1.5,920.0,336.0,0.05,3m,0.6,0.8,2.0,336.0,960.0,0.025,2m,1.5,0.5,2.0,976.0,752.0,0.025,6m,0.9,1.2000000000000002,2.0,576.0,976.0,0.025,2m,1.0,0.5,1.9000000000000001,40.0,0.35000000000000003,10,COMPLETE
32,32,-0.2509405730529674,2025-06-15 23:05:54.178923,2025-06-15 23:06:03.916502,0 days 00:00:09.737579,,,,,,,,456.0,0.025,8m,1.4,1.4,1.8000000000000003,720.0,904.0,0.05,5m,0.5,1.4,2.0,112.0,104,0.05,9m,0.9,1.4,1.5,600,632.0,0.05,9m,1.0,0.9,1.4000000000000001,408.0,752.0,0.025,3m,1.2000000000000002,1.4,1.4000000000000001,1008.0,656.0,0.05,3m,0.5,0.7,2.0,328.0,1016.0,0.025,10m,1.5,0.5,2.0,928.0,864.0,0.025,6m,0.9,1.0,2.0,608.0,712.0,0.025,2m,1.2000000000000002,0.5,1.7000000000000002,368.0,0.4,9,COMPLETE
33,33,1.576388458497322,2025-06-15 23:06:04.006444,2025-06-15 23:06:14.723756,0 days 00:00:10.717312,928.0,0.05,6m,1.5,1.5,1.1,920.0,712.0,0.025,8m,1.3,1.4,1.7000000000000002,824.0,920.0,0.05,3m,0.6,0.5,1.9000000000000001,16.0,240,0.05,9m,1.0,1.3,1.3,800,480.0,0.05,9m,1.2000000000000002,0.8,1.7000000000000002,256.0,552.0,0.025,5m,1.3,1.1,1.5,880.0,344.0,0.05,8m,0.9,1.2000000000000002,1.8000000000000003,400.0,680.0,0.025,2m,1.2000000000000002,1.1,1.6,40.0,656.0,0.025,6m,1.0,1.4,1.6,496.0,1016.0,0.025,6m,0.8,1.1,1.8000000000000003,32.0,0.45,10,COMPLETE
34,34,1.4677623789647922,2025-06-15 23:06:14.813055,2025-06-15 23:06:23.890417,0 days 00:00:09.077362,,,,,,,,688.0,0.025,1m,1.1,1.1,1.5,96.0,1024.0,0.05,3m,0.7,1.4,2.0,152.0,328,0.05,5m,1.1,1.5,1.4000000000000001,680,248.0,0.05,2m,0.8,0.6,1.4000000000000001,168.0,112.0,0.025,10m,1.5,1.5,1.4000000000000001,968.0,40.0,0.05,3m,0.6,1.0,1.6,176.0,648.0,0.025,6m,1.1,1.0,1.1,744.0,720.0,0.025,2m,1.2000000000000002,1.2000000000000002,1.8000000000000003,712.0,736.0,0.05,4m,1.2000000000000002,0.8,1.4000000000000001,312.0,0.25,9,COMPLETE
35,35,-2.315013833361548,2025-06-15 23:06:23.974159,2025-06-15 23:06:28.623644,0 days 00:00:04.649485,,,,,,,,904.0,0.025,5m,1.2000000000000002,1.3,1.9000000000000001,656.0,,,,,,,,144,0.025,6m,0.8,1.1,1.7000000000000002,880,544.0,0.05,7m,1.1,0.7,1.9000000000000001,544.0,280.0,0.025,9m,1.1,1.2000000000000002,1.9000000000000001,592.0,,,,,,,,,,,,,,,472.0,0.025,10m,0.6,1.1,1.9000000000000001,400.0,,,,,,,,0.4,5,COMPLETE
36,36,2.6746653493504082,2025-06-15 23:06:28.690215,2025-06-15 23:06:36.202298,0 days 00:00:07.512083,,,,,,,,488.0,0.025,9m,1.4,1.2000000000000002,1.6,416.0,896.0,0.05,3m,0.5,1.2000000000000002,1.7000000000000002,280.0,200,0.05,10m,1.2000000000000002,1.2000000000000002,1.6,576,400.0,0.05,8m,1.4,1.0,1.6,304.0,696.0,0.025,6m,0.6,1.4,1.6,840.0,416.0,0.05,10m,0.9,0.7,1.8000000000000003,448.0,,,,,,,,568.0,0.025,6m,0.8,1.3,1.5,640.0,280.0,0.025,10m,0.8,1.3,1.8000000000000003,736.0,0.5,8,COMPLETE
37,37,2.0562949190364153,2025-06-15 23:06:36.300705,2025-06-15 23:06:44.185564,0 days 00:00:07.884859,,,,,,,,480.0,0.025,9m,1.4,1.1,1.6,376.0,944.0,0.05,3m,0.6,1.1,1.7000000000000002,272.0,64,0.025,10m,1.3,1.2000000000000002,1.6,408,656.0,0.05,8m,1.4,1.0,1.8000000000000003,320.0,728.0,0.025,6m,0.6,1.4,1.8000000000000003,784.0,616.0,0.025,10m,1.2000000000000002,0.6,1.8000000000000003,472.0,,,,,,,,368.0,0.025,6m,0.8,1.3,1.5,648.0,272.0,0.025,10m,0.5,1.3,1.3,736.0,0.5,8,COMPLETE
38,38,1.6607249301759557,2025-06-15 23:06:44.266321,2025-06-15 23:06:50.326775,0 days 00:00:06.060454,,,,,,,,904.0,0.025,3m,1.4,1.2000000000000002,1.3,216.0,776.0,0.05,3m,0.6,1.4,1.4000000000000001,240.0,192,0.05,10m,1.2000000000000002,1.0,1.7000000000000002,592,312.0,0.05,8m,1.4,1.2000000000000002,1.7000000000000002,280.0,80.0,0.05,6m,0.7,1.3,1.7000000000000002,840.0,,,,,,,,,,,,,,,552.0,0.05,8m,0.6,1.4,1.4000000000000001,760.0,,,,,,,,0.5,6,COMPLETE
39,39,-1.7592363285404946,2025-06-15 23:06:50.401168,2025-06-15 23:06:54.332878,0 days 00:00:03.931710,,,,,,,,,,,,,,,,,,,,,,224,0.05,10m,1.4,1.4,1.6,576,768.0,0.05,8m,1.5,1.0,1.6,88.0,720.0,0.025,2m,0.6,1.5,1.6,720.0,,,,,,,,,,,,,,,344.0,0.025,4m,1.1,0.9,1.6,856.0,,,,,,,,0.45,4,COMPLETE
40,40,-4.680664299493469,2025-06-15 23:06:54.432807,2025-06-15 23:07:00.876042,0 days 00:00:06.443235,,,,,,,,376.0,0.05,9m,0.5,1.4,1.6,472.0,480.0,0.05,4m,0.5,1.2000000000000002,1.7000000000000002,120.0,440,0.025,8m,1.4,1.2000000000000002,1.3,464,920.0,0.05,10m,1.3,1.2000000000000002,2.0,384.0,944.0,0.025,6m,0.8,1.4,2.0,976.0,408.0,0.05,10m,0.9,1.1,1.4000000000000001,688.0,,,,,,,,224.0,0.025,2m,0.8,1.3,1.5,800.0,,,,,,,,0.05,7,COMPLETE
41,41,3.5882992054425666,2025-06-15 23:07:00.953316,2025-06-15 23:07:08.710576,0 days 00:00:07.757260,,,,,,,,480.0,0.025,9m,1.4,1.1,1.6,400.0,920.0,0.05,3m,0.6,1.0,1.7000000000000002,288.0,56,0.025,10m,1.3,1.0,1.6,432,632.0,0.05,8m,1.4,1.0,1.8000000000000003,312.0,792.0,0.025,6m,0.6,1.4,1.8000000000000003,768.0,648.0,0.025,10m,1.2000000000000002,0.6,1.8000000000000003,488.0,,,,,,,,40.0,0.025,6m,0.8,1.3,1.5,640.0,248.0,0.025,10m,0.5,1.3,1.4000000000000001,760.0,0.5,8,COMPLETE
42,42,-0.925880217322214,2025-06-15 23:07:08.809253,2025-06-15 23:07:16.479309,0 days 00:00:07.670056,,,,,,,,592.0,0.025,9m,1.5,1.1,1.5,320.0,944.0,0.05,3m,0.5,1.0,1.7000000000000002,400.0,64,0.025,10m,1.2000000000000002,1.0,1.6,400,536.0,0.05,6m,1.5,1.1,1.8000000000000003,192.0,880.0,0.025,6m,0.6,1.5,1.8000000000000003,888.0,864.0,0.025,10m,1.0,0.6,1.7000000000000002,496.0,,,,,,,,88.0,0.025,6m,0.7,1.3,1.4000000000000001,928.0,232.0,0.025,10m,0.7,1.3,1.3,808.0,0.5,8,COMPLETE
43,43,1.3059271954217366,2025-06-15 23:07:16.549253,2025-06-15 23:07:25.386215,0 days 00:00:08.836962,,,,,,,,416.0,0.025,7m,1.5,1.2000000000000002,1.7000000000000002,464.0,848.0,0.05,3m,0.7,0.9,1.8000000000000003,576.0,16,0.025,10m,1.3,0.9,1.7000000000000002,536,472.0,0.05,8m,1.4,0.8,1.9000000000000001,344.0,864.0,0.025,6m,0.5,1.3,1.9000000000000001,600.0,648.0,0.025,10m,1.3,0.7,1.9000000000000001,192.0,64.0,0.05,3m,0.5,1.5,1.4000000000000001,88.0,152.0,0.025,6m,0.9,1.4,1.5,696.0,240.0,0.025,10m,0.8,1.2000000000000002,1.7000000000000002,792.0,0.45,9,COMPLETE
44,44,-5.068430177357758,2025-06-15 23:07:25.470180,2025-06-15 23:07:32.093439,0 days 00:00:06.623259,,,,,,,,752.0,0.025,9m,1.4,1.0,1.7000000000000002,80.0,968.0,0.05,2m,0.6,1.1,1.9000000000000001,312.0,176,0.025,5m,1.5,1.1,1.5,456,616.0,0.05,8m,1.2000000000000002,1.0,1.6,16.0,672.0,0.05,1m,0.7,1.4,1.7000000000000002,448.0,576.0,0.025,1m,1.1,0.9,1.7000000000000002,864.0,,,,,,,,640.0,0.025,10m,0.8,1.1,1.6,624.0,,,,,,,,0.5,7,COMPLETE
45,45,-0.4345330313165282,2025-06-15 23:07:32.154707,2025-06-15 23:07:37.762258,0 days 00:00:05.607551,,,,,,,,496.0,0.025,6m,1.3,0.9,1.4000000000000001,192.0,704.0,0.05,7m,0.5,1.5,1.5,96.0,320,0.025,10m,1.2000000000000002,1.0,1.4000000000000001,760,552.0,0.05,7m,1.3,0.6,1.7000000000000002,232.0,576.0,0.025,4m,0.6,1.3,1.8000000000000003,816.0,,,,,,,,,,,,,,,16.0,0.05,6m,1.0,0.8,1.3,528.0,,,,,,,,0.4,6,COMPLETE
46,46,-0.5514482041170546,2025-06-15 23:07:37.855312,2025-06-15 23:07:45.767031,0 days 00:00:07.911719,,,,,,,,648.0,0.05,10m,1.0,1.3,1.6,304.0,880.0,0.05,5m,0.6,1.1,1.7000000000000002,208.0,248,0.05,2m,1.4,1.5,1.7000000000000002,920,376.0,0.025,8m,1.5,1.5,1.8000000000000003,992.0,784.0,0.025,5m,0.9,1.5,1.9000000000000001,744.0,200.0,0.025,5m,0.8,0.6,1.9000000000000001,616.0,,,,,,,,576.0,0.025,5m,0.7,0.5,1.7000000000000002,752.0,416.0,0.025,10m,0.6,1.5,1.5,608.0,0.1,8,COMPLETE
47,47,-0.8798479974775689,2025-06-15 23:07:45.876293,2025-06-15 23:07:49.991541,0 days 00:00:04.115248,,,,,,,,,,,,,,,,,,,,,,632,0.05,5m,0.5,0.9,1.6,544,752.0,0.05,6m,0.5,1.2000000000000002,1.9000000000000001,864.0,664.0,0.05,10m,0.8,1.4,1.3,512.0,,,,,,,,,,,,,,,528.0,0.025,3m,0.6,1.5,1.5,616.0,,,,,,,,0.45,4,COMPLETE
48,48,-2.7153555842505646,2025-06-15 23:07:50.100190,2025-06-15 23:07:58.818219,0 days 00:00:08.718029,,,,,,,,288.0,0.025,7m,1.2000000000000002,1.2000000000000002,1.7000000000000002,984.0,960.0,0.025,9m,0.8,1.4,2.0,544.0,72,0.05,4m,1.1,0.7,1.1,832,304.0,0.05,3m,1.4,1.1,1.3,136.0,1008.0,0.025,6m,0.5,0.9,1.6,328.0,456.0,0.025,4m,1.2000000000000002,0.5,1.5,432.0,352.0,0.05,5m,0.8,1.3,1.1,672.0,472.0,0.05,4m,1.2000000000000002,1.2000000000000002,1.3,952.0,152.0,0.025,3m,0.8,0.9,1.8000000000000003,856.0,0.5,9,COMPLETE
49,49,-1.119861395877336,2025-06-15 23:07:58.903464,2025-06-15 23:08:02.025405,0 days 00:00:03.121941,,,,,,,,,,,,,,,,,,,,,,152,0.05,1m,1.3,0.8,1.4000000000000001,632,576.0,0.025,2m,1.2000000000000002,0.9,1.6,80.0,,,,,,,,,,,,,,,,,,,,,,400.0,0.025,6m,1.0,1.3,1.6,840.0,,,,,,,,0.4,3,COMPLETE
50,50,-4.10391936721647,2025-06-15 23:08:02.078630,2025-06-15 23:08:06.907087,0 days 00:00:04.828457,,,,,,,,400.0,0.025,4m,1.4,0.9,1.5,576.0,,,,,,,,520,0.025,5m,1.2000000000000002,1.1,1.3,696,664.0,0.05,4m,1.3,0.8,2.0,296.0,56.0,0.025,8m,0.7,1.2000000000000002,1.7000000000000002,864.0,,,,,,,,,,,,,,,680.0,0.025,1m,0.8,1.2000000000000002,1.7000000000000002,800.0,,,,,,,,0.5,5,COMPLETE
51,51,4.139084313144567,2025-06-15 23:08:07.006912,2025-06-15 23:08:14.608968,0 days 00:00:07.602056,,,,,,,,480.0,0.025,9m,1.4,1.1,1.6,392.0,952.0,0.05,3m,0.6,1.1,1.7000000000000002,248.0,56,0.025,10m,1.3,1.2000000000000002,1.6,384,648.0,0.05,8m,1.4,1.0,1.8000000000000003,328.0,720.0,0.025,6m,0.6,1.4,1.8000000000000003,800.0,600.0,0.025,10m,1.2000000000000002,0.6,1.8000000000000003,464.0,,,,,,,,264.0,0.025,6m,0.8,1.3,1.4000000000000001,664.0,296.0,0.025,10m,0.5,1.3,1.3,736.0,0.5,8,COMPLETE
52,52,0.9320392824481637,2025-06-15 23:08:14.679492,2025-06-15 23:08:21.498009,0 days 00:00:06.818517,,,,,,,,520.0,0.025,9m,0.8,1.1,1.6,456.0,984.0,0.05,3m,0.6,0.9,1.6,88.0,48,0.025,10m,1.4,1.2000000000000002,1.6,344,768.0,0.05,8m,1.4,1.0,1.7000000000000002,240.0,832.0,0.025,6m,0.5,1.5,1.9000000000000001,680.0,752.0,0.025,10m,1.0,0.8,1.8000000000000003,504.0,,,,,,,,256.0,0.025,6m,0.9,1.3,1.4000000000000001,672.0,,,,,,,,0.5,7,COMPLETE
53,53,0.035925030764028414,2025-06-15 23:08:21.591715,2025-06-15 23:08:30.468106,0 days 00:00:08.876391,,,,,,,,328.0,0.025,9m,1.5,1.0,1.4000000000000001,56.0,344.0,0.05,3m,0.5,1.1,1.8000000000000003,408.0,120,0.025,10m,1.3,1.5,1.5,344,728.0,0.05,8m,1.5,0.9,1.8000000000000003,344.0,624.0,0.025,6m,0.6,1.3,1.8000000000000003,800.0,712.0,0.025,10m,1.3,0.6,1.7000000000000002,568.0,,,,,,,,168.0,0.025,6m,0.9,1.4,1.4000000000000001,544.0,336.0,0.025,10m,0.5,1.3,1.3,664.0,0.45,8,COMPLETE
54,54,-0.9871623010951401,2025-06-15 23:08:30.591521,2025-06-15 23:08:37.955796,0 days 00:00:07.364275,,,,,,,,464.0,0.025,2m,1.3,1.2000000000000002,1.7000000000000002,520.0,896.0,0.05,6m,1.2000000000000002,0.9,1.9000000000000001,240.0,16,0.025,10m,1.2000000000000002,1.4,1.5,432,504.0,0.05,8m,1.4,1.1,1.9000000000000001,176.0,704.0,0.025,9m,0.6,1.4,2.0,976.0,592.0,0.025,6m,1.2000000000000002,0.7,1.9000000000000001,408.0,,,,,,,,64.0,0.025,9m,0.7,1.5,1.3,720.0,,,,,,,,0.5,7,COMPLETE
55,55,1.157645105708164,2025-06-15 23:08:38.058778,2025-06-15 23:08:44.474004,0 days 00:00:06.415226,,,,,,,,592.0,0.025,3m,1.5,1.4,2.0,328.0,136.0,0.05,8m,0.7,1.0,1.5,168.0,88,0.025,3m,1.5,1.2000000000000002,1.7000000000000002,496,456.0,0.05,10m,1.3,0.8,1.8000000000000003,384.0,400.0,0.025,7m,0.7,1.5,1.7000000000000002,896.0,,,,,,,,,,,,,,,632.0,0.025,6m,1.0,1.2000000000000002,1.5,280.0,,,,,,,,0.45,6,COMPLETE
56,56,-3.412842281937055,2025-06-15 23:08:44.551545,2025-06-15 23:08:54.186370,0 days 00:00:09.634825,,,,,,,,184.0,0.025,9m,1.4,1.5,1.1,184.0,816.0,0.05,10m,0.8,1.2000000000000002,1.3,336.0,200,0.05,7m,0.7,0.5,1.6,504,632.0,0.05,9m,0.8,0.7,1.7000000000000002,264.0,928.0,0.025,4m,0.8,1.3,1.1,840.0,424.0,0.025,7m,1.5,0.9,1.6,208.0,288.0,0.05,4m,1.3,0.9,1.8000000000000003,232.0,208.0,0.025,7m,1.1,1.3,1.8000000000000003,648.0,552.0,0.025,10m,0.6,1.1,1.2000000000000002,904.0,0.4,9,COMPLETE
57,57,2.8363905447880726,2025-06-15 23:08:54.273369,2025-06-15 23:09:01.699481,0 days 00:00:07.426112,,,,,,,,552.0,0.025,2m,1.2000000000000002,1.1,1.5,256.0,968.0,0.025,3m,0.6,1.0,1.6,72.0,144,0.025,5m,0.6,1.1,1.4000000000000001,760,680.0,0.05,5m,1.1,1.0,2.0,608.0,608.0,0.025,2m,0.6,1.4,1.8000000000000003,688.0,536.0,0.05,2m,1.4,0.5,1.8000000000000003,680.0,,,,,,,,320.0,0.025,6m,0.8,1.4,1.4000000000000001,584.0,,,,,,,,0.5,7,COMPLETE
58,58,-2.1078929663793446,2025-06-15 23:09:01.780475,2025-06-15 23:09:10.142306,0 days 00:00:08.361831,,,,,,,,552.0,0.025,2m,1.2000000000000002,1.1,1.5,272.0,928.0,0.025,1m,1.5,0.8,1.6,648.0,168,0.025,10m,0.6,1.1,1.4000000000000001,712,880.0,0.05,5m,1.3,1.0,1.9000000000000001,600.0,608.0,0.025,2m,0.6,0.6,1.8000000000000003,680.0,528.0,0.05,2m,1.4,0.5,1.8000000000000003,712.0,,,,,,,,288.0,0.025,6m,0.7,1.4,1.2000000000000002,456.0,152.0,0.025,10m,0.6,1.4,1.4000000000000001,472.0,0.5,8,COMPLETE
59,59,-0.6904926688891838,2025-06-15 23:09:10.236199,2025-06-15 23:09:17.665314,0 days 00:00:07.429115,,,,,,,,624.0,0.05,6m,1.3,0.9,1.3,416.0,960.0,0.025,9m,0.6,1.0,1.7000000000000002,80.0,48,0.025,5m,0.5,1.0,1.6,168,600.0,0.05,5m,1.2000000000000002,1.1,1.8000000000000003,656.0,768.0,0.025,2m,0.5,1.4,1.8000000000000003,1024.0,568.0,0.05,2m,1.4,0.6,1.6,600.0,,,,,,,,312.0,0.025,6m,0.8,1.5,1.4000000000000001,576.0,,,,,,,,0.5,7,COMPLETE
60,60,1.2522913108096312,2025-06-15 23:09:17.757689,2025-06-15 23:09:26.627827,0 days 00:00:08.870138,,,,,,,,448.0,0.025,4m,1.0,1.2000000000000002,1.6,360.0,816.0,0.025,3m,1.2000000000000002,1.1,1.6,472.0,280,0.025,6m,0.6,0.9,1.3,752,376.0,0.025,5m,1.4,1.0,1.9000000000000001,752.0,672.0,0.025,2m,0.9,1.3,1.7000000000000002,144.0,688.0,0.05,8m,1.2000000000000002,0.5,1.7000000000000002,664.0,,,,,,,,120.0,0.025,3m,0.8,1.4,1.4000000000000001,592.0,520.0,0.025,5m,0.7,1.2000000000000002,1.4000000000000001,712.0,0.3,8,COMPLETE
61,61,3.7553887986011194,2025-06-15 23:09:26.743190,2025-06-15 23:09:33.264088,0 days 00:00:06.520898,,,,,,,,840.0,0.025,2m,1.2000000000000002,1.3,1.5,56.0,1024.0,0.025,3m,0.5,1.5,1.4000000000000001,64.0,128,0.025,5m,0.7,1.3,1.4000000000000001,832,680.0,0.05,1m,1.1,0.9,2.0,648.0,176.0,0.025,4m,0.7,1.5,1.9000000000000001,752.0,,,,,,,,,,,,,,,496.0,0.025,6m,0.9,1.3,1.5,688.0,,,,,,,,0.45,6,COMPLETE
62,62,4.038507488088741,2025-06-15 23:09:33.394501,2025-06-15 23:09:39.933954,0 days 00:00:06.539453,,,,,,,,760.0,0.025,2m,1.1,1.1,1.5,64.0,976.0,0.025,3m,0.6,0.9,1.4000000000000001,56.0,144,0.025,5m,0.8,1.1,1.5,768,664.0,0.05,1m,1.1,0.9,2.0,488.0,168.0,0.025,4m,0.6,1.4,1.9000000000000001,752.0,,,,,,,,,,,,,,,16.0,0.025,6m,0.9,1.3,1.5,504.0,,,,,,,,0.45,6,COMPLETE
63,63,4.36142381569201,2025-06-15 23:09:40.004839,2025-06-15 23:09:46.353734,0 days 00:00:06.348895,,,,,,,,768.0,0.025,2m,1.1,1.0,1.4000000000000001,56.0,992.0,0.025,3m,0.7,0.8,1.4000000000000001,64.0,136,0.025,5m,0.8,1.1,1.4000000000000001,824,664.0,0.05,1m,1.1,0.9,2.0,496.0,184.0,0.025,4m,0.8,1.5,1.9000000000000001,640.0,,,,,,,,,,,,,,,24.0,0.025,6m,0.9,1.4,1.5,488.0,,,,,,,,0.45,6,COMPLETE
64,64,1.6298885927014002,2025-06-15 23:09:46.439760,2025-06-15 23:09:51.879618,0 days 00:00:05.439858,,,,,,,,768.0,0.025,2m,1.1,1.0,1.3,32.0,,,,,,,,88,0.025,5m,0.8,1.1,1.5,832,704.0,0.05,1m,1.1,0.9,2.0,480.0,160.0,0.025,4m,0.8,1.5,1.9000000000000001,632.0,,,,,,,,,,,,,,,24.0,0.025,8m,0.9,1.3,1.6,344.0,,,,,,,,0.45,5,COMPLETE
65,65,3.5217455005780756,2025-06-15 23:09:51.981114,2025-06-15 23:09:58.497293,0 days 00:00:06.516179,,,,,,,,968.0,0.025,2m,1.1,0.7,1.5,80.0,1024.0,0.025,3m,0.7,0.8,1.4000000000000001,64.0,136,0.025,5m,0.8,1.0,1.3,880,576.0,0.05,1m,1.2000000000000002,0.9,2.0,496.0,248.0,0.025,4m,1.0,1.5,1.9000000000000001,760.0,,,,,,,,,,,,,,,48.0,0.025,6m,0.9,1.3,1.5,480.0,,,,,,,,0.4,6,COMPLETE
66,66,-0.5949192267655488,2025-06-15 23:09:58.556073,2025-06-15 23:10:04.292021,0 days 00:00:05.735948,,,,,,,,960.0,0.025,2m,1.1,0.7,1.4000000000000001,88.0,1024.0,0.025,8m,0.7,0.7,1.4000000000000001,56.0,904,0.025,5m,0.8,1.0,1.2000000000000002,968,648.0,0.05,1m,1.1,0.8,2.0,528.0,240.0,0.025,4m,1.0,1.5,1.9000000000000001,552.0,,,,,,,,,,,,,,,56.0,0.025,5m,0.9,1.5,1.5,488.0,,,,,,,,0.4,6,COMPLETE
67,67,0.13978016757258319,2025-06-15 23:10:04.359533,2025-06-15 23:10:09.091518,0 days 00:00:04.731985,,,,,,,,968.0,0.025,2m,1.0,0.8,1.4000000000000001,16.0,,,,,,,,232,0.025,5m,0.9,1.0,1.3,904,568.0,0.05,1m,1.2000000000000002,0.9,2.0,488.0,352.0,0.025,4m,1.1,1.5,2.0,752.0,,,,,,,,,,,,,,,120.0,0.025,6m,0.9,1.3,1.5,392.0,,,,,,,,0.45,5,COMPLETE
68,68,3.3773438770864597,2025-06-15 23:10:09.146581,2025-06-15 23:10:14.709569,0 days 00:00:05.562988,,,,,,,,840.0,0.025,2m,1.1,0.6,1.5,120.0,984.0,0.025,3m,0.8,0.8,1.3,64.0,152,0.025,5m,1.0,0.9,1.5,864,792.0,0.05,1m,1.2000000000000002,0.8,2.0,680.0,224.0,0.025,4m,1.0,1.4,1.9000000000000001,720.0,,,,,,,,,,,,,,,56.0,0.025,9m,0.9,1.2000000000000002,1.5,440.0,,,,,,,,0.4,6,COMPLETE
69,69,-12.289216420644502,2025-06-15 23:10:14.793017,2025-06-15 23:10:19.428087,0 days 00:00:04.635070,,,,,,,,832.0,0.025,1m,1.1,0.8,1.2000000000000002,184.0,,,,,,,,120,0.025,1m,0.8,1.1,1.3,832,720.0,0.05,1m,1.1,0.9,1.9000000000000001,448.0,160.0,0.025,4m,0.7,1.5,2.0,640.0,,,,,,,,,,,,,,,176.0,0.025,2m,1.0,1.4,1.6,360.0,,,,,,,,0.25,5,COMPLETE
70,70,0.1894169893039224,2025-06-15 23:10:19.519992,2025-06-15 23:10:25.361495,0 days 00:00:05.841503,,,,,,,,976.0,0.025,2m,1.0,0.5,1.5,56.0,928.0,0.025,3m,0.7,0.7,1.4000000000000001,1000.0,104,0.025,2m,0.9,1.3,1.4000000000000001,272,600.0,0.05,1m,1.0,1.4,1.9000000000000001,560.0,248.0,0.025,4m,0.9,1.5,1.9000000000000001,768.0,,,,,,,,,,,,,,,96.0,0.025,6m,1.1,1.2000000000000002,1.4000000000000001,464.0,,,,,,,,0.35000000000000003,6,COMPLETE
71,71,3.597473776676467,2025-06-15 23:10:25.455856,2025-06-15 23:10:31.242473,0 days 00:00:05.786617,,,,,,,,848.0,0.025,2m,1.1,0.6,1.5,112.0,992.0,0.025,3m,0.8,0.8,1.3,56.0,144,0.025,5m,1.0,0.8,1.5,856,800.0,0.05,1m,1.2000000000000002,0.8,2.0,656.0,208.0,0.025,4m,1.0,1.4,1.9000000000000001,720.0,,,,,,,,,,,,,,,56.0,0.025,9m,0.9,1.2000000000000002,1.5,528.0,,,,,,,,0.45,6,COMPLETE
