,number,value,datetime_start,datetime_complete,duration,params_ADBE_SIRI_beta_win,params_ADBE_SIRI_stop_loss,params_ADBE_SIRI_trade_freq,params_ADBE_SIRI_z_entry,params_ADBE_SIRI_z_exit,params_ADBE_SIRI_z_stop_scaler,params_ADBE_SIRI_z_win,params_AMAT_SIRI_beta_win,params_AMAT_SIRI_stop_loss,params_AMAT_SIRI_trade_freq,params_AMAT_SIRI_z_entry,params_AMAT_SIRI_z_exit,params_AMAT_SIRI_z_stop_scaler,params_AMAT_SIRI_z_win,params_BIDU_SIRI_beta_win,params_BIDU_SIRI_stop_loss,params_BIDU_SIRI_trade_freq,params_BIDU_SIRI_z_entry,params_BIDU_SIRI_z_exit,params_BIDU_SIRI_z_stop_scaler,params_BIDU_SIRI_z_win,params_DDOG_ZS_beta_win,params_DDOG_ZS_stop_loss,params_DDOG_ZS_trade_freq,params_DDOG_ZS_z_entry,params_DDOG_ZS_z_exit,params_DDOG_ZS_z_stop_scaler,params_DDOG_ZS_z_win,params_FB_SIRI_beta_win,params_FB_SIRI_stop_loss,params_FB_SIRI_trade_freq,params_FB_SIRI_z_entry,params_FB_SIRI_z_exit,params_FB_SIRI_z_stop_scaler,params_FB_SIRI_z_win,params_JD_SIRI_beta_win,params_JD_SIRI_stop_loss,params_JD_SIRI_trade_freq,params_JD_SIRI_z_entry,params_JD_SIRI_z_exit,params_JD_SIRI_z_stop_scaler,params_JD_SIRI_z_win,params_NTES_PCAR_beta_win,params_NTES_PCAR_stop_loss,params_NTES_PCAR_trade_freq,params_NTES_PCAR_z_entry,params_NTES_PCAR_z_exit,params_NTES_PCAR_z_stop_scaler,params_NTES_PCAR_z_win,params_NVDA_SIRI_beta_win,params_NVDA_SIRI_stop_loss,params_NVDA_SIRI_trade_freq,params_NVDA_SIRI_z_entry,params_NVDA_SIRI_z_exit,params_NVDA_SIRI_z_stop_scaler,params_NVDA_SIRI_z_win,params_PDD_ORLY_beta_win,params_PDD_ORLY_stop_loss,params_PDD_ORLY_trade_freq,params_PDD_ORLY_z_entry,params_PDD_ORLY_z_exit,params_PDD_ORLY_z_stop_scaler,params_PDD_ORLY_z_win,params_PDD_SIRI_beta_win,params_PDD_SIRI_stop_loss,params_PDD_SIRI_trade_freq,params_PDD_SIRI_z_entry,params_PDD_SIRI_z_exit,params_PDD_SIRI_z_stop_scaler,params_PDD_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
72,72,1.161826809533534,2025-06-15 23:10:31.308232,2025-06-15 23:10:37.334097,0 days 00:00:06.025865,,,,,,,,752.0,0.025,2m,0.9,0.6,1.4000000000000001,144.0,1024.0,0.025,3m,0.9,0.8,1.2000000000000002,128.0,48,0.025,5m,1.0,0.8,1.5,784,872.0,0.05,1m,1.1,0.8,2.0,640.0,176.0,0.025,4m,1.1,1.4,1.9000000000000001,720.0,,,,,,,,,,,,,,,40.0,0.025,9m,1.0,1.3,1.5,536.0,,,,,,,,0.45,6,COMPLETE
73,73,1.6137835260242135,2025-06-15 23:10:37.408989,2025-06-15 23:10:44.371419,0 days 00:00:06.962430,,,,,,,,816.0,0.025,5m,0.9,0.6,1.5,80.0,984.0,0.025,3m,0.8,0.7,1.4000000000000001,40.0,128,0.025,5m,0.8,0.6,1.4000000000000001,816,680.0,0.05,1m,1.2000000000000002,0.9,2.0,824.0,104.0,0.025,4m,1.0,1.4,1.9000000000000001,656.0,872.0,0.025,9m,1.1,1.1,1.1,960.0,,,,,,,,72.0,0.025,9m,0.9,1.3,1.5,416.0,,,,,,,,0.45,7,COMPLETE
74,74,-0.01721511073846504,2025-06-15 23:10:44.459778,2025-06-15 23:10:50.124708,0 days 00:00:05.664930,,,,,,,,872.0,0.025,2m,1.2000000000000002,0.7,1.6,112.0,24.0,0.025,2m,0.7,0.9,1.2000000000000002,888.0,264,0.025,5m,0.9,1.0,1.5,960,744.0,0.05,1m,1.3,0.9,2.0,712.0,272.0,0.025,8m,1.0,1.3,2.0,608.0,,,,,,,,,,,,,,,16.0,0.025,10m,1.0,1.4,1.6,496.0,,,,,,,,0.45,6,COMPLETE
75,75,-8.698997735468176,2025-06-15 23:10:50.223984,2025-06-15 23:10:55.978059,0 days 00:00:05.754075,,,,,,,,680.0,0.025,2m,1.1,0.8,1.5,64.0,984.0,0.025,1m,0.9,0.8,1.3,192.0,176,0.025,8m,0.7,1.2000000000000002,1.4000000000000001,888,632.0,0.05,1m,1.1,0.7,1.9000000000000001,424.0,336.0,0.025,4m,0.7,1.5,1.8000000000000003,560.0,,,,,,,,,,,,,,,128.0,0.025,1m,0.8,1.1,1.5,552.0,,,,,,,,0.45,6,COMPLETE
76,76,0.07172073313016625,2025-06-15 23:10:56.083975,2025-06-15 23:11:01.333998,0 days 00:00:05.250023,,,,,,,,1024.0,0.025,10m,1.2000000000000002,1.0,1.4000000000000001,160.0,,,,,,,,72,0.025,4m,0.8,1.2000000000000002,1.2000000000000002,848,1000.0,0.05,1m,1.0,0.8,2.0,512.0,144.0,0.025,7m,0.8,1.4,2.0,792.0,,,,,,,,,,,,,,,224.0,0.025,6m,1.0,1.2000000000000002,1.3,696.0,,,,,,,,0.4,5,COMPLETE
77,77,2.6286132564998423,2025-06-15 23:11:01.402541,2025-06-15 23:11:08.250064,0 days 00:00:06.847523,,,,,,,,936.0,0.025,2m,1.1,0.7,1.5,224.0,848.0,0.025,3m,0.6,0.9,1.4000000000000001,120.0,216,0.025,5m,1.0,0.7,1.5,992,944.0,0.05,1m,1.2000000000000002,0.9,1.9000000000000001,472.0,208.0,0.025,4m,0.9,1.5,1.8000000000000003,736.0,944.0,0.025,9m,0.8,1.4,1.5,552.0,,,,,,,,96.0,0.025,7m,0.9,1.3,1.4000000000000001,336.0,,,,,,,,0.45,7,COMPLETE
78,78,1.9236338710859096,2025-06-15 23:11:08.326592,2025-06-15 23:11:13.013618,0 days 00:00:04.687026,,,,,,,,784.0,0.025,2m,1.2000000000000002,0.6,1.6,16.0,,,,,,,,96,0.025,7m,0.7,1.1,1.3,376,800.0,0.05,1m,1.2000000000000002,1.0,2.0,608.0,80.0,0.025,5m,0.7,1.2000000000000002,1.9000000000000001,696.0,,,,,,,,,,,,,,,192.0,0.025,4m,0.7,1.4,1.5,512.0,,,,,,,,0.4,5,COMPLETE
79,79,3.3192613102093027,2025-06-15 23:11:13.116482,2025-06-15 23:11:20.659055,0 days 00:00:07.542573,,,,,,,,864.0,0.025,2m,0.9,1.5,1.4000000000000001,112.0,936.0,0.025,3m,0.7,0.6,1.3,16.0,136,0.025,5m,0.9,0.8,1.4000000000000001,784,528.0,0.05,3m,1.1,0.9,2.0,584.0,312.0,0.025,4m,1.1,1.5,1.9000000000000001,504.0,816.0,0.025,1m,1.5,1.0,2.0,120.0,,,,,,,,144.0,0.025,6m,0.9,1.3,1.6,472.0,,,,,,,,0.5,7,COMPLETE
80,80,-2.640471906766434,2025-06-15 23:11:20.737747,2025-06-15 23:11:26.593171,0 days 00:00:05.855424,,,,,,,,736.0,0.025,3m,1.1,1.1,1.6,56.0,992.0,0.025,6m,0.6,0.8,1.5,56.0,40,0.025,5m,0.8,1.3,1.6,936,592.0,0.05,7m,0.9,0.8,1.9000000000000001,400.0,32.0,0.025,1m,0.5,1.4,1.8000000000000003,768.0,,,,,,,,,,,,,,,40.0,0.025,9m,0.8,1.2000000000000002,1.6,520.0,,,,,,,,0.45,6,COMPLETE
81,81,2.390493431460573,2025-06-15 23:11:26.674333,2025-06-15 23:11:32.864027,0 days 00:00:06.189694,,,,,,,,848.0,0.025,2m,1.1,0.6,1.5,120.0,992.0,0.025,3m,0.8,0.8,1.2000000000000002,64.0,160,0.025,5m,1.0,0.9,1.5,864,800.0,0.05,1m,1.2000000000000002,0.7,2.0,696.0,192.0,0.025,4m,1.0,1.4,1.9000000000000001,712.0,,,,,,,,,,,,,,,64.0,0.025,9m,0.9,1.2000000000000002,1.5,432.0,,,,,,,,0.35000000000000003,6,COMPLETE
82,82,2.5745386352199646,2025-06-15 23:11:32.941831,2025-06-15 23:11:43.216339,0 days 00:00:10.274508,,,,,,,,808.0,0.025,2m,1.0,0.5,1.5,160.0,904.0,0.025,3m,0.8,0.8,1.3,96.0,192,0.025,3m,1.0,0.9,1.5,896,832.0,0.05,1m,1.3,0.8,2.0,760.0,232.0,0.025,4m,1.0,1.3,1.9000000000000001,816.0,,,,,,,,,,,,,,,96.0,0.025,9m,0.9,1.1,1.5,72.0,,,,,,,,0.4,6,COMPLETE
83,83,0.7067281488761595,2025-06-15 23:11:43.375720,2025-06-15 23:11:57.563810,0 days 00:00:14.188090,,,,,,,,888.0,0.025,2m,1.1,0.6,1.5,96.0,,,,,,,,104,0.025,5m,1.1,0.9,1.4000000000000001,728,776.0,0.05,1m,1.2000000000000002,0.9,2.0,632.0,128.0,0.025,4m,0.9,1.4,1.9000000000000001,664.0,,,,,,,,,,,,,,,40.0,0.025,9m,0.8,1.2000000000000002,1.5,432.0,,,,,,,,0.4,5,COMPLETE
84,84,1.0135502668115874,2025-06-15 23:11:57.759851,2025-06-15 23:12:08.824136,0 days 00:00:11.064285,,,,,,,,928.0,0.025,7m,1.2000000000000002,0.7,1.3,128.0,992.0,0.025,3m,0.9,0.9,1.4000000000000001,160.0,152,0.025,5m,1.1,0.8,1.6,816,696.0,0.05,2m,1.1,0.8,1.9000000000000001,696.0,272.0,0.025,10m,1.0,1.0,2.0,744.0,,,,,,,,,,,,,,,88.0,0.025,6m,0.9,1.3,1.4000000000000001,568.0,,,,,,,,0.5,6,COMPLETE
85,85,0.09552217858303211,2025-06-15 23:12:08.940768,2025-06-15 23:12:13.123008,0 days 00:00:04.182240,,,,,,,,,,,,,,,,,,,,,,248,0.025,5m,0.9,1.0,1.5,856,656.0,0.05,4m,1.3,0.9,2.0,528.0,96.0,0.025,9m,0.8,1.5,1.8000000000000003,712.0,,,,,,,,,,,,,,,16.0,0.025,6m,0.8,1.3,1.5,760.0,,,,,,,,0.3,4,COMPLETE
86,86,1.641649905221528,2025-06-15 23:12:13.197437,2025-06-15 23:12:20.226432,0 days 00:00:07.028995,,,,,,,,720.0,0.025,1m,1.3,1.3,1.6,40.0,928.0,0.025,3m,0.7,0.7,1.3,48.0,72,0.025,6m,0.8,0.7,1.6,912,552.0,0.05,6m,1.2000000000000002,1.0,1.9000000000000001,664.0,200.0,0.025,4m,1.1,1.4,1.9000000000000001,864.0,168.0,0.025,7m,1.3,1.3,1.4000000000000001,264.0,,,,,,,,144.0,0.025,9m,1.0,1.0,1.4000000000000001,608.0,,,,,,,,0.45,7,COMPLETE
87,87,1.1721207283202923,2025-06-15 23:12:20.304548,2025-06-15 23:12:25.589702,0 days 00:00:05.285154,,,,,,,,792.0,0.025,2m,1.1,0.5,1.7000000000000002,576.0,,,,,,,,304,0.025,5m,1.0,1.1,1.5,432,720.0,0.05,1m,1.0,0.8,2.0,568.0,224.0,0.025,4m,0.6,1.4,2.0,776.0,,,,,,,,,,,,,,,48.0,0.05,6m,0.9,1.3,1.6,672.0,,,,,,,,0.4,5,COMPLETE
88,88,-1.3925669545660362,2025-06-15 23:12:25.667701,2025-06-15 23:12:31.597560,0 days 00:00:05.929859,,,,,,,,680.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.4000000000000001,72.0,960.0,0.025,4m,0.6,0.8,1.5,136.0,208,0.025,5m,0.9,0.9,1.4000000000000001,800,616.0,0.05,10m,1.3,1.0,1.1,824.0,456.0,0.025,3m,0.9,1.5,1.9000000000000001,816.0,,,,,,,,,,,,,,,256.0,0.025,8m,1.3,1.2000000000000002,1.5,312.0,,,,,,,,0.35000000000000003,6,COMPLETE
89,89,1.148402176763098,2025-06-15 23:12:31.684172,2025-06-15 23:12:38.872187,0 days 00:00:07.188015,,,,,,,,992.0,0.025,5m,1.0,0.6,1.6,192.0,1024.0,0.025,10m,0.5,0.9,1.4000000000000001,16.0,680,0.025,8m,0.7,1.0,1.5,872,856.0,0.05,1m,1.2000000000000002,0.7,1.8000000000000003,360.0,48.0,0.025,6m,0.7,1.5,1.8000000000000003,616.0,752.0,0.025,6m,1.0,0.8,1.3,760.0,,,,,,,,72.0,0.025,3m,1.0,1.4,1.4000000000000001,392.0,,,,,,,,0.45,7,COMPLETE
90,90,0.051629864651636596,2025-06-15 23:12:38.957354,2025-06-15 23:12:45.158325,0 days 00:00:06.200971,,,,,,,,832.0,0.025,8m,1.0,1.0,1.5,96.0,872.0,0.025,7m,0.7,0.7,1.3,96.0,176,0.025,2m,0.9,1.1,1.7000000000000002,704,744.0,0.05,1m,1.1,0.9,1.9000000000000001,456.0,808.0,0.05,4m,1.4,1.3,1.9000000000000001,752.0,,,,,,,,,,,,,,,112.0,0.025,6m,0.9,1.2000000000000002,1.6,456.0,,,,,,,,0.5,6,COMPLETE
91,91,1.7566637822856548,2025-06-15 23:12:45.252314,2025-06-15 23:12:52.549819,0 days 00:00:07.297505,,,,,,,,848.0,0.025,2m,0.9,1.5,1.4000000000000001,112.0,928.0,0.025,3m,0.7,0.6,1.3,32.0,128,0.025,5m,0.9,0.8,1.4000000000000001,776,536.0,0.05,3m,1.1,0.9,2.0,592.0,304.0,0.025,4m,1.1,1.5,1.9000000000000001,392.0,944.0,0.025,1m,1.5,1.1,2.0,40.0,,,,,,,,72.0,0.025,6m,0.9,1.3,1.6,472.0,,,,,,,,0.5,7,COMPLETE
92,92,0.874806616490039,2025-06-15 23:12:52.663318,2025-06-15 23:12:59.864317,0 days 00:00:07.200999,,,,,,,,880.0,0.025,2m,0.8,1.5,1.4000000000000001,152.0,944.0,0.025,3m,0.7,0.6,1.2000000000000002,16.0,136,0.025,5m,1.0,0.8,1.4000000000000001,840,520.0,0.05,3m,1.1,0.8,2.0,624.0,320.0,0.025,4m,1.1,1.5,1.9000000000000001,496.0,792.0,0.025,1m,1.5,1.2000000000000002,1.9000000000000001,120.0,,,,,,,,160.0,0.025,6m,0.8,1.3,1.7000000000000002,480.0,,,,,,,,0.5,7,COMPLETE
93,93,1.9411377892192965,2025-06-15 23:13:00.075806,2025-06-15 23:13:06.918938,0 days 00:00:06.843132,,,,,,,,912.0,0.025,2m,1.0,1.4,1.5,40.0,992.0,0.025,3m,0.6,0.6,1.3,64.0,104,0.025,5m,0.8,0.7,1.3,784,464.0,0.05,3m,1.0,0.9,2.0,552.0,168.0,0.025,4m,1.2000000000000002,1.4,1.8000000000000003,560.0,,,,,,,,,,,,,,,912.0,0.025,6m,0.9,1.4,1.5,552.0,,,,,,,,0.5,6,COMPLETE
94,94,0.22001699358758078,2025-06-15 23:13:06.993456,2025-06-15 23:13:14.594103,0 days 00:00:07.600647,,,,,,,,520.0,0.025,2m,1.1,1.1,1.4000000000000001,16.0,904.0,0.025,3m,0.8,0.5,1.4000000000000001,104.0,56,0.025,9m,0.7,0.8,1.4000000000000001,736,496.0,0.05,3m,1.2000000000000002,1.0,2.0,512.0,376.0,0.025,4m,1.0,1.5,1.8000000000000003,472.0,864.0,0.025,1m,1.4,0.9,2.0,128.0,,,,,,,,128.0,0.025,6m,1.0,1.3,1.6,512.0,,,,,,,,0.45,7,COMPLETE
95,95,-2.1561814047069747,2025-06-15 23:13:14.667616,2025-06-15 23:13:23.341235,0 days 00:00:08.673619,,,,,,,,872.0,0.025,6m,0.8,1.4,1.5,224.0,952.0,0.025,5m,0.5,1.0,1.5,144.0,144,0.025,5m,0.9,0.9,1.5,680,560.0,0.05,8m,1.4,0.8,1.2000000000000002,728.0,264.0,0.025,6m,1.3,1.4,2.0,408.0,808.0,0.025,5m,1.1,1.3,1.9000000000000001,360.0,,,,,,,,40.0,0.025,2m,0.9,1.4,1.5,408.0,608.0,0.05,1m,1.2000000000000002,1.0,1.2000000000000002,440.0,0.5,8,COMPLETE
96,96,-1.5326180654219985,2025-06-15 23:13:23.452204,2025-06-15 23:13:32.871214,0 days 00:00:09.419010,,,,,,,,936.0,0.025,4m,0.7,1.3,1.6,120.0,1024.0,0.025,3m,1.0,0.8,1.4000000000000001,224.0,1016,0.025,1m,1.1,1.2000000000000002,1.6,936,632.0,0.05,9m,1.1,1.1,1.9000000000000001,656.0,224.0,0.025,8m,0.6,1.4,1.9000000000000001,656.0,696.0,0.025,4m,1.3,1.0,2.0,248.0,776.0,0.025,8m,0.7,1.2000000000000002,1.4000000000000001,672.0,824.0,0.025,6m,0.8,1.3,1.7000000000000002,440.0,144.0,0.05,7m,0.9,1.4,1.6,576.0,0.45,9,COMPLETE
97,97,1.7135586836213517,2025-06-15 23:13:32.956076,2025-06-15 23:13:39.331843,0 days 00:00:06.375767,,,,,,,,816.0,0.025,9m,1.3,1.1,1.3,848.0,512.0,0.025,3m,0.6,1.5,1.3,48.0,32,0.025,4m,0.9,1.0,1.3,632,672.0,0.05,1m,1.1,0.9,1.7000000000000002,688.0,136.0,0.025,4m,0.5,0.7,1.9000000000000001,704.0,,,,,,,,,,,,,,,144.0,0.025,5m,0.9,1.2000000000000002,1.5,376.0,,,,,,,,0.15000000000000002,6,COMPLETE
98,98,1.307480898339807,2025-06-15 23:13:39.433552,2025-06-15 23:13:45.590412,0 days 00:00:06.156860,,,,,,,,760.0,0.025,2m,1.4,1.2000000000000002,1.5,80.0,832.0,0.025,3m,0.5,0.9,1.2000000000000002,96.0,80,0.025,10m,1.0,1.3,1.4000000000000001,816,784.0,0.05,8m,1.0,0.7,2.0,576.0,288.0,0.025,1m,1.2000000000000002,1.5,1.7000000000000002,736.0,,,,,,,,,,,,,,,408.0,0.025,10m,1.0,1.1,1.6,640.0,,,,,,,,0.5,6,COMPLETE
99,99,-12.399675993054872,2025-06-15 23:13:45.683006,2025-06-15 23:13:53.801150,0 days 00:00:08.118144,,,,,,,,648.0,0.025,2m,1.3,1.5,1.7000000000000002,656.0,352.0,0.025,3m,0.7,1.4,1.3,16.0,176,0.025,5m,0.8,0.9,1.4000000000000001,376,576.0,0.025,7m,1.3,1.0,1.8000000000000003,432.0,72.0,0.025,7m,0.7,1.5,2.0,576.0,472.0,0.025,1m,1.2000000000000002,0.8,1.9000000000000001,16.0,,,,,,,,496.0,0.025,1m,0.7,1.3,1.4000000000000001,696.0,344.0,0.05,3m,1.1,1.0,1.2000000000000002,248.0,0.45,8,COMPLETE
100,100,2.7344044105508023,2025-06-15 23:13:53.895750,2025-06-15 23:14:01.133281,0 days 00:00:07.237531,,,,,,,,856.0,0.05,9m,1.2000000000000002,1.0,1.4000000000000001,48.0,888.0,0.025,3m,0.8,1.3,1.4000000000000001,168.0,224,0.025,5m,1.4,0.8,1.9000000000000001,752,432.0,0.05,4m,1.5,0.9,1.9000000000000001,944.0,256.0,0.025,5m,0.8,1.3,1.8000000000000003,832.0,1016.0,0.025,8m,1.5,0.9,2.0,384.0,,,,,,,,184.0,0.025,6m,0.8,1.4,1.5,744.0,,,,,,,,0.4,7,COMPLETE
101,101,2.1465557348550743,2025-06-15 23:14:01.204540,2025-06-15 23:14:07.766421,0 days 00:00:06.561881,,,,,,,,704.0,0.025,2m,1.4,1.3,1.8000000000000003,96.0,1000.0,0.05,3m,0.5,1.5,2.0,64.0,24,0.025,5m,0.7,1.4,1.3,320,520.0,0.05,9m,1.4,0.8,1.8000000000000003,144.0,176.0,0.025,4m,0.9,1.5,1.7000000000000002,952.0,,,,,,,,,,,,,,,768.0,0.025,6m,0.9,1.2000000000000002,1.8000000000000003,792.0,,,,,,,,0.45,6,COMPLETE
102,102,3.327686873393276,2025-06-15 23:14:07.864690,2025-06-15 23:14:14.441409,0 days 00:00:06.576719,,,,,,,,776.0,0.025,2m,1.4,1.3,1.7000000000000002,64.0,960.0,0.05,3m,0.5,1.5,1.8000000000000003,80.0,112,0.025,5m,0.7,1.5,1.5,768,496.0,0.05,2m,1.2000000000000002,0.9,1.7000000000000002,48.0,16.0,0.025,4m,0.8,1.5,1.8000000000000003,992.0,,,,,,,,,,,,,,,712.0,0.025,6m,0.9,1.2000000000000002,1.7000000000000002,720.0,,,,,,,,0.45,6,COMPLETE
103,103,1.5145905159997965,2025-06-15 23:14:14.545888,2025-06-15 23:14:20.780483,0 days 00:00:06.234595,,,,,,,,776.0,0.025,10m,1.4,1.4,1.7000000000000002,136.0,968.0,0.05,3m,0.6,1.5,1.8000000000000003,120.0,112,0.025,5m,0.8,1.5,1.5,880,608.0,0.05,2m,1.2000000000000002,0.9,1.5,48.0,112.0,0.025,4m,0.8,1.5,1.8000000000000003,912.0,,,,,,,,,,,,,,,712.0,0.025,6m,0.9,1.1,1.7000000000000002,824.0,,,,,,,,0.5,6,COMPLETE
104,104,-0.7520447715569708,2025-06-15 23:14:20.866664,2025-06-15 23:14:25.992771,0 days 00:00:05.126107,,,,,,,,800.0,0.025,2m,1.5,1.2000000000000002,1.8000000000000003,176.0,,,,,,,,136,0.025,5m,0.6,1.5,1.6,808,480.0,0.05,2m,1.2000000000000002,0.9,1.7000000000000002,112.0,208.0,0.025,4m,1.1,1.4,1.9000000000000001,792.0,,,,,,,,,,,,,,,16.0,0.025,6m,1.0,1.3,1.7000000000000002,600.0,,,,,,,,0.4,5,COMPLETE
105,105,-1.1609439918090507,2025-06-15 23:14:26.081150,2025-06-15 23:14:31.883687,0 days 00:00:05.802537,,,,,,,,736.0,0.025,2m,1.1,1.3,1.6,64.0,944.0,0.05,9m,0.5,1.4,1.1,72.0,160,0.025,3m,0.7,1.1,1.5,792,640.0,0.05,2m,1.3,1.0,2.0,200.0,144.0,0.025,6m,0.7,1.5,1.9000000000000001,944.0,,,,,,,,,,,,,,,664.0,0.025,6m,1.1,1.3,1.6,776.0,,,,,,,,0.45,6,COMPLETE
106,106,2.478424756838042,2025-06-15 23:14:31.993671,2025-06-15 23:14:38.982757,0 days 00:00:06.989086,,,,,,,,608.0,0.025,2m,1.5,0.8,1.7000000000000002,448.0,912.0,0.05,3m,0.6,1.5,1.5,40.0,88,0.025,10m,1.3,1.2000000000000002,1.5,768,704.0,0.05,1m,1.2000000000000002,1.0,1.8000000000000003,224.0,64.0,0.025,10m,0.6,1.4,1.8000000000000003,992.0,912.0,0.025,10m,0.8,1.4,1.6,880.0,,,,,,,,80.0,0.025,9m,0.8,0.7,1.5,664.0,,,,,,,,0.5,7,COMPLETE
107,107,-2.09447880221772,2025-06-15 23:14:39.082917,2025-06-15 23:14:44.310729,0 days 00:00:05.227812,,,,,,,,384.0,0.025,7m,1.4,0.9,1.5,104.0,,,,,,,,360,0.025,5m,0.9,1.4,1.6,24,904.0,0.05,6m,1.1,0.8,1.9000000000000001,584.0,16.0,0.025,4m,1.0,1.5,1.8000000000000003,856.0,,,,,,,,,,,,,,,104.0,0.025,4m,0.9,1.2000000000000002,1.6,712.0,,,,,,,,0.45,5,COMPLETE
108,108,0.6235177289380941,2025-06-15 23:14:44.401603,2025-06-15 23:14:50.215189,0 days 00:00:05.813586,,,,,,,,440.0,0.025,2m,1.3,1.1,1.6,32.0,968.0,0.025,8m,0.5,1.0,1.8000000000000003,192.0,192,0.025,7m,0.7,1.0,1.4000000000000001,832,112.0,0.05,8m,1.1,0.9,1.7000000000000002,48.0,32.0,0.025,9m,0.9,1.5,1.9000000000000001,992.0,,,,,,,,,,,,,,,688.0,0.025,6m,0.9,1.2000000000000002,1.7000000000000002,504.0,,,,,,,,0.45,6,COMPLETE
109,109,-1.7275824711807917,2025-06-15 23:14:50.328182,2025-06-15 23:14:57.165684,0 days 00:00:06.837502,,,,,,,,488.0,0.025,3m,0.9,1.4,1.4000000000000001,288.0,1000.0,0.05,2m,0.6,0.8,1.7000000000000002,88.0,64,0.025,5m,0.8,1.1,1.5,864,536.0,0.05,1m,1.3,0.9,2.0,544.0,88.0,0.025,4m,0.8,1.4,1.9000000000000001,536.0,640.0,0.025,9m,1.1,1.0,1.7000000000000002,296.0,,,,,,,,56.0,0.025,6m,1.0,1.3,1.4000000000000001,528.0,,,,,,,,0.5,7,COMPLETE
110,110,1.303354936073012,2025-06-15 23:14:57.244796,2025-06-15 23:15:02.910955,0 days 00:00:05.666159,,,,,,,,824.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.6,352.0,688.0,0.025,3m,0.7,0.7,1.9000000000000001,264.0,536,0.025,10m,1.0,1.5,1.4000000000000001,744,584.0,0.05,3m,1.2000000000000002,1.0,1.8000000000000003,320.0,856.0,0.025,4m,0.6,1.4,2.0,760.0,,,,,,,,,,,,,,,608.0,0.025,6m,0.8,1.1,1.5,624.0,,,,,,,,0.4,6,COMPLETE
111,111,1.977511683627287,2025-06-15 23:15:02.998324,2025-06-15 23:15:08.714945,0 days 00:00:05.716621,,,,,,,,752.0,0.025,2m,1.4,1.3,1.7000000000000002,72.0,1024.0,0.05,3m,0.5,1.5,1.9000000000000001,40.0,16,0.05,5m,0.7,1.5,1.4000000000000001,720,504.0,0.05,9m,1.4,0.8,1.8000000000000003,88.0,56.0,0.025,4m,0.8,1.5,1.8000000000000003,1016.0,,,,,,,,,,,,,,,712.0,0.025,6m,0.9,1.2000000000000002,1.8000000000000003,736.0,,,,,,,,0.45,6,COMPLETE
112,112,1.540898219170717,2025-06-15 23:15:08.801243,2025-06-15 23:15:13.736224,0 days 00:00:04.934981,,,,,,,,784.0,0.025,2m,1.3,1.3,1.7000000000000002,40.0,,,,,,,,48,0.025,5m,0.8,1.5,1.4000000000000001,768,408.0,0.05,9m,1.3,0.9,1.7000000000000002,160.0,32.0,0.025,4m,0.7,1.5,1.3,1000.0,,,,,,,,,,,,,,,824.0,0.025,7m,0.9,1.3,1.8000000000000003,688.0,,,,,,,,0.45,5,COMPLETE
113,113,-1.1601295296773633,2025-06-15 23:15:13.834608,2025-06-15 23:15:22.461128,0 days 00:00:08.626520,,,,,,,,568.0,0.025,2m,1.2000000000000002,1.3,1.5,80.0,968.0,0.05,3m,0.5,1.4,2.0,432.0,88,0.025,5m,0.7,1.4,1.2000000000000002,400,440.0,0.05,9m,1.2000000000000002,0.9,2.0,24.0,552.0,0.025,6m,1.0,1.4,1.7000000000000002,968.0,240.0,0.025,7m,1.4,0.7,2.0,112.0,,,,,,,,736.0,0.025,6m,0.8,1.2000000000000002,1.9000000000000001,872.0,24.0,0.025,6m,1.5,1.2000000000000002,1.5,1000.0,0.45,8,COMPLETE
114,114,2.3805788414799856,2025-06-15 23:15:22.553281,2025-06-15 23:15:36.427436,0 days 00:00:13.874155,,,,,,,,32.0,0.025,2m,1.1,1.2000000000000002,1.7000000000000002,16.0,1000.0,0.05,3m,0.5,1.5,1.4000000000000001,16.0,120,0.025,5m,1.3,1.5,1.5,848,664.0,0.05,10m,1.4,0.8,1.9000000000000001,464.0,120.0,0.025,4m,0.8,1.5,1.8000000000000003,672.0,,,,,,,,,,,,,,,24.0,0.025,6m,0.9,1.2000000000000002,1.5,720.0,,,,,,,,0.5,6,COMPLETE
115,115,-11.313130312611783,2025-06-15 23:15:36.594750,2025-06-15 23:15:51.407507,0 days 00:00:14.812757,,,,,,,,728.0,0.025,8m,1.3,0.6,1.5,384.0,440.0,0.05,1m,0.6,1.4,1.7000000000000002,112.0,464,0.05,6m,0.8,1.0,1.3,688,496.0,0.05,2m,1.5,1.0,1.8000000000000003,616.0,184.0,0.025,4m,0.7,1.5,1.7000000000000002,728.0,,,,,,,,,,,,,,,768.0,0.025,9m,0.9,1.0,1.8000000000000003,448.0,,,,,,,,0.45,6,COMPLETE
