,number,value,datetime_start,datetime_complete,duration,params_AMZN_LRCX_beta_win,params_AMZN_LRCX_stop_loss,params_AMZN_LRCX_trade_freq,params_AMZN_LRCX_z_entry,params_AMZN_LRCX_z_exit,params_AMZN_LRCX_z_stop_scaler,params_AMZN_LRCX_z_win,params_CPRT_MSFT_beta_win,params_CPRT_MSFT_stop_loss,params_CPRT_MSFT_trade_freq,params_CPRT_MSFT_z_entry,params_CPRT_MSFT_z_exit,params_CPRT_MSFT_z_stop_scaler,params_CPRT_MSFT_z_win,params_EBAY_ZM_beta_win,params_EBAY_ZM_stop_loss,params_EBAY_ZM_trade_freq,params_EBAY_ZM_z_entry,params_EBAY_ZM_z_exit,params_EBAY_ZM_z_stop_scaler,params_EBAY_ZM_z_win,params_GILD_ZM_beta_win,params_GILD_ZM_stop_loss,params_GILD_ZM_trade_freq,params_GILD_ZM_z_entry,params_GILD_ZM_z_exit,params_GILD_ZM_z_stop_scaler,params_GILD_ZM_z_win,params_GOOGL_VRSK_beta_win,params_GOOGL_VRSK_stop_loss,params_GOOGL_VRSK_trade_freq,params_GOOGL_VRSK_z_entry,params_GOOGL_VRSK_z_exit,params_GOOGL_VRSK_z_stop_scaler,params_GOOGL_VRSK_z_win,params_GOOG_VRSK_beta_win,params_GOOG_VRSK_stop_loss,params_GOOG_VRSK_trade_freq,params_GOOG_VRSK_z_entry,params_GOOG_VRSK_z_exit,params_GOOG_VRSK_z_stop_scaler,params_GOOG_VRSK_z_win,params_JD_ZM_beta_win,params_JD_ZM_stop_loss,params_JD_ZM_trade_freq,params_JD_ZM_z_entry,params_JD_ZM_z_exit,params_JD_ZM_z_stop_scaler,params_JD_ZM_z_win,params_KDP_ZM_beta_win,params_KDP_ZM_stop_loss,params_KDP_ZM_trade_freq,params_KDP_ZM_z_entry,params_KDP_ZM_z_exit,params_KDP_ZM_z_stop_scaler,params_KDP_ZM_z_win,params_KHC_ZM_beta_win,params_KHC_ZM_stop_loss,params_KHC_ZM_trade_freq,params_KHC_ZM_z_entry,params_KHC_ZM_z_exit,params_KHC_ZM_z_stop_scaler,params_KHC_ZM_z_win,params_QCOM_ZM_beta_win,params_QCOM_ZM_stop_loss,params_QCOM_ZM_trade_freq,params_QCOM_ZM_z_entry,params_QCOM_ZM_z_exit,params_QCOM_ZM_z_stop_scaler,params_QCOM_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
119,119,-22.503388140956318,2025-06-16 00:35:04.488277,2025-06-16 00:35:12.945818,0 days 00:00:08.457541,824.0,0.05,8m,0.9,1.1,1.4000000000000001,936.0,160,0.025,3m,0.6,0.9,1.3,648,1016.0,0.025,5m,1.5,1.5,1.1,40.0,776.0,0.025,3m,1.1,1.0,1.4000000000000001,448.0,296.0,0.05,2m,0.7,1.1,1.2000000000000002,648.0,512.0,0.025,7m,0.7,1.1,1.3,560.0,1016.0,0.05,6m,0.9,1.2000000000000002,1.3,320.0,984.0,0.05,1m,0.7,1.4,1.6,440.0,24.0,0.025,1m,1.5,0.5,1.1,24.0,728.0,0.025,7m,1.1,1.3,1.2000000000000002,200.0,0.45,10,COMPLETE
120,120,-11.043475301585909,2025-06-16 00:35:13.053044,2025-06-16 00:35:15.719071,0 days 00:00:02.666027,736.0,0.05,1m,0.8,0.9,1.2000000000000002,992.0,184,0.025,3m,0.7,1.2000000000000002,1.6,728,,,,,,,,,,,,,,,376.0,0.025,4m,1.3,0.6,1.5,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
121,121,-0.5885463927726687,2025-06-16 00:35:15.771904,2025-06-16 00:35:17.544085,0 days 00:00:01.772181,696.0,0.05,8m,0.8,1.2000000000000002,1.3,808.0,216,0.025,3m,0.7,0.9,1.3,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
122,122,-0.593175337160951,2025-06-16 00:35:17.653234,2025-06-16 00:35:19.535788,0 days 00:00:01.882554,616.0,0.05,8m,0.8,1.2000000000000002,1.5,728.0,280,0.025,3m,0.7,0.8,1.3,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
123,123,-1.0367875584650759,2025-06-16 00:35:19.614321,2025-06-16 00:35:21.524218,0 days 00:00:01.909897,800.0,0.05,8m,0.7,1.2000000000000002,1.4000000000000001,880.0,240,0.025,3m,0.7,0.9,1.3,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
124,124,-1.849014263980651,2025-06-16 00:35:21.567997,2025-06-16 00:35:23.318977,0 days 00:00:01.750980,576.0,0.05,5m,0.8,1.1,1.3,688.0,200,0.025,3m,0.6,1.0,1.4000000000000001,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
125,125,-0.651084354139834,2025-06-16 00:35:23.372876,2025-06-16 00:35:24.328591,0 days 00:00:00.955715,,,,,,,,128,0.025,6m,0.7,0.8,1.2000000000000002,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
126,126,-1.50543599376153,2025-06-16 00:35:24.408680,2025-06-16 00:35:31.352149,0 days 00:00:06.943469,776.0,0.05,8m,0.9,1.3,1.2000000000000002,784.0,168,0.025,3m,0.7,0.9,1.3,696,24.0,0.025,4m,0.5,1.1,1.6,1000.0,704.0,0.05,6m,1.5,1.1,1.8000000000000003,760.0,648.0,0.05,10m,0.8,1.4,1.8000000000000003,712.0,360.0,0.05,5m,1.1,1.2000000000000002,1.8000000000000003,344.0,720.0,0.025,4m,0.5,0.8,1.8000000000000003,816.0,160.0,0.025,3m,1.1,1.0,2.0,592.0,,,,,,,,1024.0,0.05,10m,0.5,0.7,1.9000000000000001,520.0,0.4,9,COMPLETE
127,127,-2.209520000742338,2025-06-16 00:35:31.407420,2025-06-16 00:35:32.357565,0 days 00:00:00.950145,,,,,,,,224,0.025,7m,0.6,1.0,1.8000000000000003,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
128,128,-1.5736360234870803,2025-06-16 00:35:32.409539,2025-06-16 00:35:34.176948,0 days 00:00:01.767409,712.0,0.05,3m,1.0,1.2000000000000002,1.3,840.0,184,0.025,9m,0.7,0.9,1.2000000000000002,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
129,129,-2.1231755856194368,2025-06-16 00:35:34.234008,2025-06-16 00:35:35.952913,0 days 00:00:01.718905,848.0,0.05,9m,0.7,1.3,1.1,1024.0,264,0.025,3m,0.6,1.3,1.2000000000000002,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
130,130,-0.23337358447508844,2025-06-16 00:35:35.985970,2025-06-16 00:35:36.849972,0 days 00:00:00.864002,,,,,,,,152,0.025,2m,0.8,0.9,1.4000000000000001,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
131,131,-1.6621447306782287,2025-06-16 00:35:36.886447,2025-06-16 00:35:37.842789,0 days 00:00:00.956342,,,,,,,,200,0.025,8m,0.7,0.9,1.3,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
132,132,0.348526822333888,2025-06-16 00:35:37.894489,2025-06-16 00:35:38.899506,0 days 00:00:01.005017,,,,,,,,208,0.025,3m,0.7,0.9,1.3,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
133,133,0.328921614482341,2025-06-16 00:35:38.950483,2025-06-16 00:35:39.989342,0 days 00:00:01.038859,,,,,,,,232,0.025,3m,0.7,0.8,1.3,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
134,134,0.41909910107049864,2025-06-16 00:35:40.045467,2025-06-16 00:35:41.056154,0 days 00:00:01.010687,,,,,,,,232,0.025,3m,0.7,0.8,1.3,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
135,135,-0.3079641779130403,2025-06-16 00:35:41.086655,2025-06-16 00:35:42.081032,0 days 00:00:00.994377,,,,,,,,288,0.025,3m,0.7,0.7,1.3,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
136,136,-0.07458249314964333,2025-06-16 00:35:42.154591,2025-06-16 00:35:42.986392,0 days 00:00:00.831801,,,,,,,,240,0.025,3m,0.8,0.8,1.2000000000000002,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
137,137,-0.5583867000406079,2025-06-16 00:35:43.019563,2025-06-16 00:35:43.811095,0 days 00:00:00.791532,,,,,,,,232,0.025,3m,0.7,0.8,1.2000000000000002,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
138,138,-0.33530650128498984,2025-06-16 00:35:43.846794,2025-06-16 00:35:44.734377,0 days 00:00:00.887583,,,,,,,,264,0.025,3m,0.8,0.7,1.3,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
139,139,-0.9895716552535725,2025-06-16 00:35:44.790812,2025-06-16 00:35:45.660518,0 days 00:00:00.869706,,,,,,,,184,0.025,5m,0.7,0.8,1.4000000000000001,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
140,140,-0.2811669268856108,2025-06-16 00:35:45.729082,2025-06-16 00:35:46.566271,0 days 00:00:00.837189,,,,,,,,312,0.025,3m,0.7,0.8,1.7000000000000002,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
141,141,0.8427180510883995,2025-06-16 00:35:46.606798,2025-06-16 00:35:47.488607,0 days 00:00:00.881809,,,,,,,,224,0.025,3m,0.6,0.8,1.3,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
142,142,0.8427180510883995,2025-06-16 00:35:47.533733,2025-06-16 00:35:48.425867,0 days 00:00:00.892134,,,,,,,,224,0.025,3m,0.6,0.8,1.3,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
143,143,-0.06238487496762595,2025-06-16 00:35:48.464028,2025-06-16 00:35:49.310147,0 days 00:00:00.846119,,,,,,,,168,0.025,3m,0.6,0.8,1.3,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
144,144,0.38012652470753844,2025-06-16 00:35:49.345005,2025-06-16 00:35:50.601094,0 days 00:00:01.256089,,,,,,,,216,0.025,3m,0.6,0.8,1.3,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
145,145,0.11940809814840002,2025-06-16 00:35:50.649119,2025-06-16 00:35:51.629783,0 days 00:00:00.980664,,,,,,,,144,0.025,3m,0.6,0.8,1.3,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
146,146,-2.7102251363139036,2025-06-16 00:35:51.689058,2025-06-16 00:35:52.728634,0 days 00:00:01.039576,,,,,,,,256,0.025,3m,0.5,0.8,1.3,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
147,147,-3.0103354365372916,2025-06-16 00:35:52.771480,2025-06-16 00:35:55.141973,0 days 00:00:02.370493,,,,,,,,888,0.025,3m,0.6,0.7,1.2000000000000002,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
148,148,-0.06243343101276478,2025-06-16 00:35:55.274853,2025-06-16 00:35:57.871197,0 days 00:00:02.596344,,,,,,,,208,0.025,3m,0.5,0.7,1.3,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
149,149,-0.6983879354210958,2025-06-16 00:35:57.988092,2025-06-16 00:36:00.546783,0 days 00:00:02.558691,,,,,,,,104,0.025,3m,0.6,0.8,1.3,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
