,number,value,datetime_start,datetime_complete,duration,params_AMZN_LRCX_beta_win,params_AMZN_LRCX_stop_loss,params_AMZN_LRCX_trade_freq,params_AMZN_LRCX_z_entry,params_AMZN_LRCX_z_exit,params_AMZN_LRCX_z_stop_scaler,params_AMZN_LRCX_z_win,params_CPRT_MSFT_beta_win,params_CPRT_MSFT_stop_loss,params_CPRT_MSFT_trade_freq,params_CPRT_MSFT_z_entry,params_CPRT_MSFT_z_exit,params_CPRT_MSFT_z_stop_scaler,params_CPRT_MSFT_z_win,params_EBAY_ZM_beta_win,params_EBAY_ZM_stop_loss,params_EBAY_ZM_trade_freq,params_EBAY_ZM_z_entry,params_EBAY_ZM_z_exit,params_EBAY_ZM_z_stop_scaler,params_EBAY_ZM_z_win,params_GILD_ZM_beta_win,params_GILD_ZM_stop_loss,params_GILD_ZM_trade_freq,params_GILD_ZM_z_entry,params_GILD_ZM_z_exit,params_GILD_ZM_z_stop_scaler,params_GILD_ZM_z_win,params_GOOGL_VRSK_beta_win,params_GOOGL_VRSK_stop_loss,params_GOOGL_VRSK_trade_freq,params_GOOGL_VRSK_z_entry,params_GOOGL_VRSK_z_exit,params_GOOGL_VRSK_z_stop_scaler,params_GOOGL_VRSK_z_win,params_GOOG_VRSK_beta_win,params_GOOG_VRSK_stop_loss,params_GOOG_VRSK_trade_freq,params_GOOG_VRSK_z_entry,params_GOOG_VRSK_z_exit,params_GOOG_VRSK_z_stop_scaler,params_GOOG_VRSK_z_win,params_JD_ZM_beta_win,params_JD_ZM_stop_loss,params_JD_ZM_trade_freq,params_JD_ZM_z_entry,params_JD_ZM_z_exit,params_JD_ZM_z_stop_scaler,params_JD_ZM_z_win,params_KDP_ZM_beta_win,params_KDP_ZM_stop_loss,params_KDP_ZM_trade_freq,params_KDP_ZM_z_entry,params_KDP_ZM_z_exit,params_KDP_ZM_z_stop_scaler,params_KDP_ZM_z_win,params_KHC_ZM_beta_win,params_KHC_ZM_stop_loss,params_KHC_ZM_trade_freq,params_KHC_ZM_z_entry,params_KHC_ZM_z_exit,params_KHC_ZM_z_stop_scaler,params_KHC_ZM_z_win,params_QCOM_ZM_beta_win,params_QCOM_ZM_stop_loss,params_QCOM_ZM_trade_freq,params_QCOM_ZM_z_entry,params_QCOM_ZM_z_exit,params_QCOM_ZM_z_stop_scaler,params_QCOM_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-0.5221489773585408,2025-06-16 00:30:11.930116,2025-06-16 00:30:14.532903,0 days 00:00:02.602787,296.0,0.025,10m,1.5,0.9,1.6,248.0,344,0.05,5m,1.3,0.9,1.1,504,,,,,,,,,,,,,,,320.0,0.05,6m,1.4,0.6,1.1,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,3,COMPLETE
1,1,-23.206044758983907,2025-06-16 00:30:14.618903,2025-06-16 00:30:22.091783,0 days 00:00:07.472880,112.0,0.05,3m,1.2000000000000002,1.2000000000000002,1.4000000000000001,288.0,984,0.025,6m,1.0,1.2000000000000002,1.6,592,176.0,0.05,9m,0.9,0.8,1.7000000000000002,464.0,488.0,0.05,7m,1.4,1.4,1.6,512.0,576.0,0.025,10m,0.7,1.3,1.1,384.0,40.0,0.05,1m,0.6,0.6,1.1,416.0,152.0,0.025,9m,0.7,1.2000000000000002,1.6,1016.0,808.0,0.05,7m,1.5,0.7,1.7000000000000002,1008.0,,,,,,,,216.0,0.025,8m,0.8,1.0,2.0,712.0,0.3,9,COMPLETE
2,2,-9.849453816711346,2025-06-16 00:30:22.152664,2025-06-16 00:30:29.881854,0 days 00:00:07.729190,368.0,0.05,8m,0.7,1.0,1.9000000000000001,376.0,584,0.025,8m,1.3,0.6,1.6,376,488.0,0.05,7m,0.6,1.4,1.3,352.0,920.0,0.025,9m,0.7,0.7,2.0,608.0,496.0,0.05,7m,1.5,1.1,1.6,672.0,888.0,0.05,5m,1.4,0.9,1.2000000000000002,456.0,96.0,0.05,9m,0.7,1.0,1.1,560.0,432.0,0.05,3m,1.0,1.5,1.4000000000000001,280.0,,,,,,,,384.0,0.05,9m,1.3,1.0,1.5,384.0,0.15000000000000002,9,COMPLETE
3,3,-1.3613931131052268,2025-06-16 00:30:29.942988,2025-06-16 00:30:33.481677,0 days 00:00:03.538689,144.0,0.05,4m,0.5,0.7,1.5,632.0,264,0.05,10m,1.5,0.5,1.6,720,,,,,,,,,,,,,,,848.0,0.025,6m,0.9,1.3,1.1,672.0,600.0,0.05,10m,0.9,1.3,1.5,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,4,COMPLETE
4,4,-4.678466560998503,2025-06-16 00:30:33.550311,2025-06-16 00:30:40.263267,0 days 00:00:06.712956,864.0,0.05,2m,1.4,0.9,2.0,168.0,216,0.025,10m,1.2000000000000002,0.7,1.7000000000000002,480,,,,,,,,392.0,0.025,5m,1.4,0.8,1.1,144.0,112.0,0.025,3m,0.6,0.6,1.9000000000000001,248.0,656.0,0.05,6m,0.6,1.2000000000000002,1.9000000000000001,208.0,816.0,0.05,7m,1.5,1.3,2.0,1008.0,344.0,0.05,4m,0.6,1.0,1.9000000000000001,600.0,,,,,,,,88.0,0.025,8m,1.5,0.7,1.3,848.0,0.4,8,COMPLETE
5,5,-27.4837280844155,2025-06-16 00:30:40.322859,2025-06-16 00:30:45.556341,0 days 00:00:05.233482,800.0,0.025,10m,0.8,0.7,1.2000000000000002,552.0,792,0.025,5m,1.5,1.0,1.6,528,,,,,,,,,,,,,,,224.0,0.025,8m,0.7,1.1,1.2000000000000002,984.0,1000.0,0.025,9m,1.4,0.5,1.4000000000000001,320.0,,,,,,,,288.0,0.025,4m,0.9,0.7,1.4000000000000001,912.0,,,,,,,,936.0,0.025,1m,0.6,1.2000000000000002,1.6,976.0,0.35000000000000003,6,COMPLETE
6,6,-2.947258318075701,2025-06-16 00:30:45.608192,2025-06-16 00:30:48.998127,0 days 00:00:03.389935,672.0,0.05,4m,1.4,0.6,1.2000000000000002,776.0,608,0.05,2m,1.4,1.5,1.3,472,,,,,,,,,,,,,,,720.0,0.025,4m,0.7,1.5,1.2000000000000002,784.0,224.0,0.025,2m,1.0,0.5,1.2000000000000002,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
7,7,-2.722738027461184,2025-06-16 00:30:49.032614,2025-06-16 00:30:52.461504,0 days 00:00:03.428890,264.0,0.025,5m,1.3,0.6,1.5,240.0,392,0.05,7m,0.6,1.2000000000000002,1.1,104,,,,,,,,,,,,,,,992.0,0.025,2m,1.2000000000000002,1.3,1.1,720.0,624.0,0.025,8m,1.1,1.3,1.2000000000000002,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,4,COMPLETE
8,8,-6.292564435477892,2025-06-16 00:30:52.512427,2025-06-16 00:30:54.313924,0 days 00:00:01.801497,944.0,0.05,3m,1.4,1.3,1.4000000000000001,960.0,704,0.05,7m,0.5,0.8,1.9000000000000001,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
9,9,-5.633202431322646,2025-06-16 00:30:54.364735,2025-06-16 00:31:00.203439,0 days 00:00:05.838704,952.0,0.05,1m,0.7,0.6,1.8000000000000003,496.0,560,0.025,4m,0.5,0.6,1.3,528,,,,,,,,,,,,,,,344.0,0.025,10m,0.7,1.0,1.5,40.0,312.0,0.025,8m,1.0,0.7,1.7000000000000002,792.0,976.0,0.05,10m,0.7,0.9,1.8000000000000003,280.0,264.0,0.025,6m,0.8,0.9,1.1,536.0,,,,,,,,584.0,0.025,1m,1.3,0.8,1.1,744.0,0.1,7,COMPLETE
10,10,-2.2692474182608446,2025-06-16 00:31:00.282866,2025-06-16 00:31:01.453219,0 days 00:00:01.170353,,,,,,,,32,0.05,1m,1.0,0.9,1.1,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
11,11,-0.30493368356013084,2025-06-16 00:31:01.510290,2025-06-16 00:31:05.120606,0 days 00:00:03.610316,32.0,0.025,7m,0.5,0.9,1.7000000000000002,672.0,256,0.05,9m,1.2000000000000002,0.5,1.4000000000000001,792,,,,,,,,,,,,,,,960.0,0.05,6m,1.1,0.5,1.5,496.0,448.0,0.05,10m,0.8,1.5,1.6,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,4,COMPLETE
12,12,-3.449088022185372,2025-06-16 00:31:05.188977,2025-06-16 00:31:07.912119,0 days 00:00:02.723142,448.0,0.025,7m,1.0,1.5,1.7000000000000002,64.0,360,0.05,9m,1.2000000000000002,1.2000000000000002,1.3,824,,,,,,,,,,,,,,,392.0,0.05,6m,1.3,0.5,1.5,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,3,COMPLETE
13,13,-2.962827786548296,2025-06-16 00:31:07.978408,2025-06-16 00:31:12.522564,0 days 00:00:04.544156,48.0,0.025,10m,1.1,0.9,1.7000000000000002,776.0,144,0.05,5m,0.9,1.5,1.4000000000000001,792,,,,,,,,,,,,,,,16.0,0.05,1m,1.1,0.7,1.7000000000000002,184.0,376.0,0.05,7m,0.8,1.5,2.0,16.0,,,,,,,,912.0,0.025,2m,1.5,1.5,2.0,48.0,,,,,,,,,,,,,,,0.2,5,COMPLETE
14,14,-1.3031065902482386,2025-06-16 00:31:12.607559,2025-06-16 00:31:13.626793,0 days 00:00:01.019234,,,,,,,,392,0.05,3m,0.8,0.5,1.1,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
15,15,-3.278927045843442,2025-06-16 00:31:13.682166,2025-06-16 00:31:16.399055,0 days 00:00:02.716889,288.0,0.025,7m,0.5,1.1,1.7000000000000002,416.0,40,0.05,9m,1.2000000000000002,0.8,1.4000000000000001,664,,,,,,,,,,,,,,,1008.0,0.05,6m,1.5,0.8,1.4000000000000001,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,3,COMPLETE
16,16,-3.789641038033728,2025-06-16 00:31:16.466606,2025-06-16 00:31:21.723537,0 days 00:00:05.256931,592.0,0.025,9m,0.9,0.8,1.6,744.0,448,0.05,5m,1.3,1.0,2.0,888,,,,,,,,,,,,,,,696.0,0.05,5m,1.0,0.5,1.9000000000000001,480.0,792.0,0.05,10m,0.5,1.5,1.7000000000000002,32.0,,,,,,,,16.0,0.025,9m,1.2000000000000002,0.5,1.1,736.0,,,,,,,,976.0,0.05,3m,0.5,1.5,2.0,24.0,0.1,6,COMPLETE
17,17,-0.7168448178952765,2025-06-16 00:31:21.797958,2025-06-16 00:31:23.578837,0 days 00:00:01.780879,216.0,0.025,6m,1.5,1.0,1.8000000000000003,960.0,272,0.05,9m,1.1,1.3,1.2000000000000002,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
18,18,-6.695684409506091,2025-06-16 00:31:23.634067,2025-06-16 00:31:28.095081,0 days 00:00:04.461014,24.0,0.025,10m,1.1,1.3,1.4000000000000001,16.0,152,0.05,8m,0.8,1.0,1.8000000000000003,72,,,,,,,,,,,,,,,256.0,0.05,9m,1.3,0.8,1.3,256.0,448.0,0.05,4m,1.2000000000000002,1.0,1.7000000000000002,984.0,,,,,,,,608.0,0.05,5m,0.5,1.2000000000000002,1.7000000000000002,264.0,,,,,,,,,,,,,,,0.25,5,COMPLETE
19,19,-3.1242667263077473,2025-06-16 00:31:28.141289,2025-06-16 00:31:30.946666,0 days 00:00:02.805377,432.0,0.025,7m,0.6,0.8,2.0,616.0,480,0.05,2m,1.4,0.7,1.4000000000000001,656,,,,,,,,,,,,,,,520.0,0.05,6m,1.4,0.7,1.7000000000000002,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,3,COMPLETE
20,20,-6.672827034399254,2025-06-16 00:31:30.997055,2025-06-16 00:31:37.257339,0 days 00:00:06.260284,192.0,0.025,1m,0.9,0.5,1.6,432.0,304,0.025,6m,1.1,0.9,1.2000000000000002,920,,,,,,,,,,,,,,,856.0,0.05,6m,0.9,0.9,2.0,376.0,128.0,0.025,3m,0.8,0.8,1.4000000000000001,664.0,528.0,0.025,2m,1.4,0.5,1.1,40.0,640.0,0.025,1m,1.2000000000000002,1.2000000000000002,1.4000000000000001,24.0,,,,,,,,600.0,0.05,5m,1.0,0.5,1.7000000000000002,344.0,0.05,7,COMPLETE
21,21,-0.6298474453331668,2025-06-16 00:31:37.333122,2025-06-16 00:31:39.315262,0 days 00:00:01.982140,256.0,0.025,6m,1.5,1.0,1.8000000000000003,992.0,184,0.05,9m,1.1,1.3,1.2000000000000002,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
22,22,-0.45029751496741305,2025-06-16 00:31:39.367572,2025-06-16 00:31:41.272499,0 days 00:00:01.904927,312.0,0.025,6m,1.5,1.0,1.8000000000000003,1016.0,144,0.05,9m,1.1,1.4,1.2000000000000002,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
23,23,-1.5091055634513608,2025-06-16 00:31:41.318593,2025-06-16 00:31:44.091173,0 days 00:00:02.772580,360.0,0.025,6m,1.3,1.1,1.9000000000000001,864.0,112,0.05,9m,1.3,1.1,1.5,168,,,,,,,,,,,,,,,688.0,0.05,7m,1.1,0.5,1.3,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,3,COMPLETE
24,24,-0.21940472084367332,2025-06-16 00:31:44.150378,2025-06-16 00:31:45.194549,0 days 00:00:01.044171,,,,,,,,320,0.05,4m,0.9,1.4,1.2000000000000002,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
25,25,-0.24224125240419825,2025-06-16 00:31:45.255215,2025-06-16 00:31:46.330090,0 days 00:00:01.074875,,,,,,,,88,0.05,4m,0.8,1.4,1.3,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
26,26,0.2663978276812787,2025-06-16 00:31:46.374976,2025-06-16 00:31:47.368850,0 days 00:00:00.993874,,,,,,,,240,0.05,4m,0.7,1.4,1.5,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
27,27,-0.6422375714193688,2025-06-16 00:31:47.412991,2025-06-16 00:31:48.467996,0 days 00:00:01.055005,,,,,,,,80,0.05,4m,0.7,1.4,1.5,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
28,28,-1.8737728101922575,2025-06-16 00:31:48.530171,2025-06-16 00:31:49.639226,0 days 00:00:01.109055,,,,,,,,208,0.05,4m,0.7,1.4,1.3,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
29,29,-0.4607698938804627,2025-06-16 00:31:49.710080,2025-06-16 00:31:50.692794,0 days 00:00:00.982714,,,,,,,,336,0.05,4m,0.8,1.3,1.5,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
30,30,-1.6955858686015308,2025-06-16 00:31:50.759060,2025-06-16 00:31:52.532434,0 days 00:00:01.773374,720.0,0.05,2m,1.0,1.4,1.1,872.0,16,0.05,4m,0.9,1.5,1.7000000000000002,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
31,31,-0.07127055093368805,2025-06-16 00:31:52.577377,2025-06-16 00:31:53.656669,0 days 00:00:01.079292,,,,,,,,240,0.05,4m,0.9,1.4,1.4000000000000001,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
32,32,-0.24147969181723755,2025-06-16 00:31:53.709995,2025-06-16 00:31:54.769587,0 days 00:00:01.059592,,,,,,,,424,0.05,4m,0.9,1.4,1.4000000000000001,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
33,33,-2.219934432411784,2025-06-16 00:31:54.822572,2025-06-16 00:31:56.680798,0 days 00:00:01.858226,568.0,0.05,5m,0.8,1.5,1.3,104.0,432,0.05,4m,0.9,1.3,1.5,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
34,34,-0.47030506518343596,2025-06-16 00:31:56.723766,2025-06-16 00:31:57.779664,0 days 00:00:01.055898,,,,,,,,512,0.05,4m,0.7,1.5,1.4000000000000001,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
35,35,-0.7883632072329361,2025-06-16 00:31:57.842025,2025-06-16 00:31:59.797256,0 days 00:00:01.955231,672.0,0.05,9m,1.2000000000000002,0.5,1.1,336.0,304,0.025,4m,0.9,1.1,1.7000000000000002,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
36,36,-2.2015974672971224,2025-06-16 00:31:59.882707,2025-06-16 00:32:02.457130,0 days 00:00:02.574423,1024.0,0.05,8m,0.6,1.2000000000000002,1.3,168.0,232,0.05,3m,0.6,1.2000000000000002,1.6,448,,,,,,,,,,,,,,,144.0,0.025,8m,0.5,1.5,1.8000000000000003,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
37,37,-2.688170056504771,2025-06-16 00:32:02.505817,2025-06-16 00:32:11.279206,0 days 00:00:08.773389,496.0,0.05,8m,1.0,1.4,1.2000000000000002,536.0,816,0.025,1m,1.0,1.4,1.5,576,952.0,0.025,1m,1.5,0.5,2.0,1000.0,96.0,0.05,4m,0.5,1.5,1.1,1016.0,424.0,0.025,3m,0.5,1.2000000000000002,2.0,848.0,760.0,0.025,5m,1.3,1.1,1.9000000000000001,656.0,472.0,0.025,5m,1.1,1.5,1.4000000000000001,680.0,16.0,0.05,8m,1.2000000000000002,1.3,1.7000000000000002,312.0,768.0,0.05,5m,0.7,1.4,1.6,816.0,760.0,0.05,6m,1.0,1.5,1.1,96.0,0.1,10,COMPLETE
38,38,-0.22684100241631958,2025-06-16 00:32:11.335270,2025-06-16 00:32:12.384828,0 days 00:00:01.049558,,,,,,,,656,0.05,6m,1.0,1.3,1.4000000000000001,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
39,39,-3.3253078693169247,2025-06-16 00:32:12.445827,2025-06-16 00:32:14.452330,0 days 00:00:02.006503,792.0,0.05,3m,0.8,0.8,1.9000000000000001,224.0,656,0.05,6m,1.0,1.3,1.6,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
40,40,-2.220417409805369,2025-06-16 00:32:14.530916,2025-06-16 00:32:15.622453,0 days 00:00:01.091537,,,,,,,,816,0.025,6m,0.6,1.5,1.3,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
41,41,-0.623792951459432,2025-06-16 00:32:15.667366,2025-06-16 00:32:16.590006,0 days 00:00:00.922640,,,,,,,,744,0.05,10m,1.0,1.4,1.4000000000000001,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
42,42,-1.9352991290155295,2025-06-16 00:32:16.663020,2025-06-16 00:32:18.428446,0 days 00:00:01.765426,584.0,0.05,2m,1.2000000000000002,1.2000000000000002,1.3,848.0,1008,0.05,4m,0.9,1.2000000000000002,1.5,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
43,43,-0.7641330240355106,2025-06-16 00:32:18.489107,2025-06-16 00:32:19.557270,0 days 00:00:01.068163,,,,,,,,632,0.05,6m,0.8,1.5,1.4000000000000001,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
44,44,-1.6192006853350502,2025-06-16 00:32:19.598781,2025-06-16 00:32:20.623371,0 days 00:00:01.024590,,,,,,,,584,0.05,7m,0.9,1.3,1.6,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
45,45,-10.347071853750984,2025-06-16 00:32:20.662712,2025-06-16 00:32:23.532401,0 days 00:00:02.869689,112.0,0.05,4m,0.6,1.1,1.5,288.0,928,0.05,4m,0.7,1.1,1.3,616,,,,,,,,,,,,,,,632.0,0.025,1m,0.9,1.4,1.7000000000000002,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,3,COMPLETE
46,46,-1.173628979940753,2025-06-16 00:32:23.593637,2025-06-16 00:32:25.210922,0 days 00:00:01.617285,376.0,0.05,5m,0.7,1.4,2.0,464.0,352,0.05,8m,1.0,1.4,1.2000000000000002,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
47,47,-2.33382097381985,2025-06-16 00:32:25.279699,2025-06-16 00:32:32.211942,0 days 00:00:06.932243,864.0,0.025,9m,1.1,0.7,1.6,712.0,408,0.05,2m,0.8,1.2000000000000002,1.4000000000000001,416,,,,,,,,1008.0,0.025,8m,0.9,0.5,2.0,72.0,816.0,0.025,2m,0.8,1.0,1.6,120.0,16.0,0.025,2m,1.5,0.8,1.4000000000000001,888.0,456.0,0.025,8m,1.1,0.6,1.4000000000000001,32.0,952.0,0.025,10m,0.6,0.8,1.2000000000000002,800.0,,,,,,,,376.0,0.025,4m,0.8,1.3,1.8000000000000003,488.0,0.15000000000000002,8,COMPLETE
48,48,-3.740104858040437,2025-06-16 00:32:32.266229,2025-06-16 00:32:36.055790,0 days 00:00:03.789561,1024.0,0.05,1m,1.3,1.3,1.4000000000000001,584.0,536,0.05,10m,0.6,1.5,1.1,712,,,,,,,,,,,,,,,24.0,0.025,5m,1.2000000000000002,0.9,1.4000000000000001,616.0,1016.0,0.025,7m,1.2000000000000002,1.0,2.0,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
49,49,-14.872920538219153,2025-06-16 00:32:36.121506,2025-06-16 00:32:37.279335,0 days 00:00:01.157829,,,,,,,,464,0.05,1m,0.9,1.4,1.7000000000000002,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
50,50,-1.6965103248398437,2025-06-16 00:32:37.332260,2025-06-16 00:32:38.963436,0 days 00:00:01.631176,512.0,0.05,3m,0.9,0.7,1.1,360.0,288,0.05,4m,1.1,1.3,1.3,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
51,51,-0.03816626169713921,2025-06-16 00:32:39.032497,2025-06-16 00:32:40.086100,0 days 00:00:01.053603,,,,,,,,72,0.05,4m,0.8,1.4,1.3,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
52,52,-0.4911403531879153,2025-06-16 00:32:40.134464,2025-06-16 00:32:41.252137,0 days 00:00:01.117673,,,,,,,,200,0.05,4m,0.7,1.4,1.3,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
