,number,value,datetime_start,datetime_complete,duration,params_ALGN_ZS_beta_win,params_ALGN_ZS_stop_loss,params_ALGN_ZS_trade_freq,params_ALGN_ZS_z_entry,params_ALGN_ZS_z_exit,params_ALGN_ZS_z_stop_scaler,params_ALGN_ZS_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_ASML_EBAY_beta_win,params_ASML_EBAY_stop_loss,params_ASML_EBAY_trade_freq,params_ASML_EBAY_z_entry,params_ASML_EBAY_z_exit,params_ASML_EBAY_z_stop_scaler,params_ASML_EBAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_INTU_PYPL_beta_win,params_INTU_PYPL_stop_loss,params_INTU_PYPL_trade_freq,params_INTU_PYPL_z_entry,params_INTU_PYPL_z_exit,params_INTU_PYPL_z_stop_scaler,params_INTU_PYPL_z_win,params_KLAC_PYPL_beta_win,params_KLAC_PYPL_stop_loss,params_KLAC_PYPL_trade_freq,params_KLAC_PYPL_z_entry,params_KLAC_PYPL_z_exit,params_KLAC_PYPL_z_stop_scaler,params_KLAC_PYPL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_NVDA_PYPL_beta_win,params_NVDA_PYPL_stop_loss,params_NVDA_PYPL_trade_freq,params_NVDA_PYPL_z_entry,params_NVDA_PYPL_z_exit,params_NVDA_PYPL_z_stop_scaler,params_NVDA_PYPL_z_win,params_NXPI_PYPL_beta_win,params_NXPI_PYPL_stop_loss,params_NXPI_PYPL_trade_freq,params_NXPI_PYPL_z_entry,params_NXPI_PYPL_z_exit,params_NXPI_PYPL_z_stop_scaler,params_NXPI_PYPL_z_win,params_OKTA_SWKS_beta_win,params_OKTA_SWKS_stop_loss,params_OKTA_SWKS_trade_freq,params_OKTA_SWKS_z_entry,params_OKTA_SWKS_z_exit,params_OKTA_SWKS_z_stop_scaler,params_OKTA_SWKS_z_win,params_buffer_capital,params_pairs_to_trade,state
108,108,-1.9368457954404015,2025-06-16 21:24:15.913047,2025-06-16 21:24:21.237784,0 days 00:00:05.324737,624.0,0.05,10m,1.0,0.7,1.4000000000000001,872.0,896.0,0.05,7m,1.5,0.7,1.5,320.0,968.0,0.05,7m,1.0,0.5,2.0,64.0,304.0,0.05,6m,0.9,0.6,1.6,672.0,40,0.05,10m,0.7,0.5,1.6,16,448.0,0.05,9m,1.0,0.7,2.0,776.0,584.0,0.05,5m,1.0,1.1,1.7000000000000002,440.0,824.0,0.05,1m,1.3,0.5,1.8000000000000003,824.0,120.0,0.05,3m,1.3,0.9,1.5,968.0,296.0,0.05,8m,0.5,1.2000000000000002,1.9000000000000001,816.0,0.35000000000000003,10,COMPLETE
109,109,2.003009392425001,2025-06-16 21:24:21.264764,2025-06-16 21:24:26.601858,0 days 00:00:05.337094,720.0,0.05,10m,1.1,0.7,1.3,720.0,928.0,0.05,7m,1.4,0.6,1.5,304.0,928.0,0.05,7m,1.1,0.5,2.0,104.0,200.0,0.05,6m,1.0,0.6,1.7000000000000002,632.0,136,0.05,10m,0.8,0.5,1.6,80,472.0,0.05,9m,1.1,0.8,2.0,720.0,296.0,0.025,6m,1.1,0.7,1.4000000000000001,80.0,920.0,0.05,1m,1.3,0.5,1.8000000000000003,952.0,72.0,0.05,3m,1.4,1.1,1.5,1024.0,232.0,0.05,8m,0.5,1.3,1.9000000000000001,880.0,0.4,10,COMPLETE
110,110,-0.27486730470194687,2025-06-16 21:24:26.642124,2025-06-16 21:24:31.515304,0 days 00:00:04.873180,688.0,0.05,10m,1.0,0.8,1.4000000000000001,816.0,832.0,0.05,7m,1.5,0.5,1.5,176.0,1008.0,0.05,7m,1.0,0.5,2.0,160.0,264.0,0.05,6m,0.9,0.6,1.7000000000000002,720.0,176,0.05,10m,0.7,0.5,1.6,64,496.0,0.05,9m,1.0,0.8,1.9000000000000001,656.0,,,,,,,,800.0,0.05,1m,1.4,0.5,1.7000000000000002,856.0,168.0,0.025,3m,1.2000000000000002,0.9,1.5,944.0,264.0,0.05,8m,0.5,1.2000000000000002,2.0,816.0,0.4,9,COMPLETE
111,111,0.3382907089552539,2025-06-16 21:24:31.570481,2025-06-16 21:24:36.288468,0 days 00:00:04.717987,632.0,0.05,10m,0.9,1.0,1.3,672.0,776.0,0.05,7m,1.5,0.7,1.6,352.0,968.0,0.05,7m,1.1,0.6,2.0,176.0,328.0,0.05,6m,0.9,0.8,1.7000000000000002,592.0,104,0.05,10m,0.8,0.5,1.5,16,552.0,0.05,9m,0.9,0.7,1.9000000000000001,704.0,,,,,,,,880.0,0.05,1m,1.2000000000000002,0.5,1.7000000000000002,896.0,40.0,0.05,3m,1.3,1.0,1.4000000000000001,632.0,312.0,0.05,8m,0.5,1.2000000000000002,1.9000000000000001,960.0,0.4,9,COMPLETE
112,112,2.1848252206508563,2025-06-16 21:24:36.315700,2025-06-16 21:24:41.151696,0 days 00:00:04.835996,560.0,0.05,10m,1.0,0.7,1.5,768.0,808.0,0.05,7m,1.5,0.8,1.5,280.0,928.0,0.05,7m,1.0,0.5,2.0,176.0,384.0,0.05,6m,0.8,0.7,1.6,680.0,152,0.05,10m,0.9,0.5,1.5,48,544.0,0.05,9m,0.9,0.8,2.0,752.0,,,,,,,,848.0,0.05,1m,1.2000000000000002,0.5,1.7000000000000002,832.0,56.0,0.05,3m,1.3,1.0,1.4000000000000001,808.0,400.0,0.05,8m,0.5,1.1,1.9000000000000001,728.0,0.35000000000000003,9,COMPLETE
113,113,1.9223339000022144,2025-06-16 21:24:41.182448,2025-06-16 21:24:46.438432,0 days 00:00:05.255984,664.0,0.05,10m,0.9,0.8,1.6,736.0,856.0,0.05,7m,1.4,0.6,1.5,248.0,968.0,0.05,7m,1.2000000000000002,0.6,2.0,240.0,288.0,0.05,6m,1.0,0.5,1.7000000000000002,560.0,144,0.05,10m,0.8,0.5,1.5,96,632.0,0.05,9m,0.9,0.7,1.9000000000000001,680.0,120.0,0.05,8m,1.4,0.6,1.8000000000000003,176.0,904.0,0.05,1m,1.1,0.5,1.8000000000000003,808.0,88.0,0.05,3m,1.3,1.0,1.5,1000.0,336.0,0.05,3m,0.6,1.3,1.8000000000000003,840.0,0.35000000000000003,10,COMPLETE
114,114,1.994763714218346,2025-06-16 21:24:46.473542,2025-06-16 21:24:51.339276,0 days 00:00:04.865734,584.0,0.05,2m,0.9,0.7,1.5,624.0,1016.0,0.05,7m,1.5,0.7,1.4000000000000001,344.0,880.0,0.05,7m,1.1,0.5,2.0,128.0,336.0,0.05,6m,0.9,0.7,1.8000000000000003,504.0,168,0.05,10m,0.9,0.5,1.4000000000000001,32,408.0,0.05,9m,1.0,0.9,2.0,624.0,,,,,,,,992.0,0.05,1m,1.3,0.6,1.7000000000000002,936.0,184.0,0.05,3m,1.3,0.9,1.5,704.0,176.0,0.05,8m,0.5,1.2000000000000002,1.9000000000000001,800.0,0.4,9,COMPLETE
115,115,1.4362344889226857,2025-06-16 21:24:51.369879,2025-06-16 21:24:55.545793,0 days 00:00:04.175914,688.0,0.05,10m,1.0,0.7,1.6,704.0,912.0,0.05,10m,1.5,0.6,1.6,136.0,928.0,0.05,7m,0.9,0.5,2.0,216.0,,,,,,,,96,0.05,3m,0.9,0.6,1.8000000000000003,48,848.0,0.05,9m,0.8,0.8,1.9000000000000001,656.0,,,,,,,,960.0,0.05,5m,1.3,0.5,1.8000000000000003,864.0,128.0,0.05,3m,1.4,1.5,1.4000000000000001,864.0,208.0,0.05,2m,0.5,1.3,2.0,880.0,0.35000000000000003,8,COMPLETE
116,116,1.409099426702649,2025-06-16 21:24:55.573186,2025-06-16 21:25:00.262918,0 days 00:00:04.689732,608.0,0.05,10m,1.2000000000000002,0.9,1.7000000000000002,664.0,944.0,0.05,7m,1.4,0.7,1.5,520.0,1000.0,0.05,7m,1.0,0.5,1.9000000000000001,248.0,256.0,0.05,2m,0.8,1.0,1.6,600.0,200,0.05,10m,0.8,0.5,1.5,64,584.0,0.05,9m,0.9,0.8,1.8000000000000003,736.0,,,,,,,,928.0,0.05,9m,1.2000000000000002,0.6,1.7000000000000002,976.0,144.0,0.05,3m,1.2000000000000002,1.2000000000000002,1.3,904.0,376.0,0.05,8m,0.6,1.1,1.8000000000000003,936.0,0.35000000000000003,9,COMPLETE
117,117,-3.9698041755306024,2025-06-16 21:25:00.288121,2025-06-16 21:25:05.508895,0 days 00:00:05.220774,760.0,0.05,6m,0.9,1.5,1.4000000000000001,680.0,888.0,0.025,7m,1.5,0.8,1.9000000000000001,368.0,960.0,0.05,7m,0.9,0.6,2.0,264.0,384.0,0.05,3m,1.1,0.9,1.8000000000000003,760.0,64,0.05,10m,0.9,0.5,1.5,16,488.0,0.05,9m,1.0,0.8,2.0,696.0,464.0,0.025,8m,1.3,0.5,1.5,248.0,576.0,0.05,1m,1.3,0.5,1.8000000000000003,1024.0,96.0,0.05,3m,1.1,1.0,1.5,816.0,248.0,0.05,7m,0.6,1.2000000000000002,1.9000000000000001,784.0,0.3,10,COMPLETE
118,118,-1.15842525310712,2025-06-16 21:25:05.549219,2025-06-16 21:25:10.750671,0 days 00:00:05.201452,536.0,0.05,3m,1.1,0.8,1.5,592.0,832.0,0.05,4m,1.4,0.5,1.4000000000000001,40.0,864.0,0.05,7m,1.1,0.6,1.9000000000000001,144.0,216.0,0.05,5m,0.9,0.8,1.5,648.0,120,0.05,9m,0.8,0.5,1.7000000000000002,96,792.0,0.05,9m,0.8,0.7,1.8000000000000003,640.0,,,,,,,,136.0,0.05,10m,1.0,0.6,1.7000000000000002,376.0,24.0,0.05,4m,1.3,1.1,1.4000000000000001,600.0,448.0,0.05,8m,0.5,1.2000000000000002,1.8000000000000003,744.0,0.5,9,COMPLETE
119,119,-4.872835695444073,2025-06-16 21:25:10.775522,2025-06-16 21:25:15.672346,0 days 00:00:04.896824,632.0,0.05,4m,1.0,0.5,1.7000000000000002,776.0,744.0,0.05,2m,1.5,0.6,1.7000000000000002,224.0,984.0,0.05,9m,1.0,0.5,2.0,192.0,312.0,0.025,6m,1.0,0.8,1.7000000000000002,544.0,40,0.05,10m,0.9,0.6,1.4000000000000001,80,440.0,0.05,9m,0.9,0.9,1.9000000000000001,608.0,,,,,,,,896.0,0.05,1m,1.2000000000000002,0.5,1.7000000000000002,896.0,48.0,0.05,10m,1.2000000000000002,1.0,1.6,936.0,288.0,0.025,10m,0.5,1.1,2.0,864.0,0.4,9,COMPLETE
120,120,-2.31195954881853,2025-06-16 21:25:15.697706,2025-06-16 21:25:19.979601,0 days 00:00:04.281895,480.0,0.05,2m,1.1,0.6,1.1,944.0,960.0,0.05,8m,1.5,0.6,1.6,656.0,1016.0,0.05,7m,1.2000000000000002,0.5,2.0,216.0,,,,,,,,200,0.05,3m,0.7,0.6,1.5,56,728.0,0.05,7m,0.8,0.7,2.0,712.0,,,,,,,,768.0,0.05,6m,1.4,0.5,1.6,448.0,560.0,0.05,3m,1.5,0.8,1.5,696.0,344.0,0.05,8m,0.5,1.3,1.7000000000000002,1024.0,0.35000000000000003,8,COMPLETE
121,121,-2.0459208351492193,2025-06-16 21:25:20.006661,2025-06-16 21:25:24.291545,0 days 00:00:04.284884,552.0,0.05,10m,0.8,0.7,1.5,648.0,776.0,0.05,1m,1.4,1.0,1.5,272.0,904.0,0.05,7m,1.0,0.5,1.9000000000000001,208.0,,,,,,,,128,0.05,6m,0.9,0.5,1.5,136,904.0,0.05,8m,0.9,0.8,1.9000000000000001,568.0,,,,,,,,936.0,0.05,2m,1.4,1.3,1.6,408.0,16.0,0.05,3m,1.3,1.0,2.0,1016.0,136.0,0.05,3m,0.6,1.2000000000000002,1.9000000000000001,848.0,0.4,8,COMPLETE
122,122,-0.22688494465983447,2025-06-16 21:25:24.330651,2025-06-16 21:25:27.222014,0 days 00:00:02.891363,,,,,,,,1008.0,0.05,5m,1.5,0.6,1.2000000000000002,312.0,944.0,0.05,9m,1.1,0.6,2.0,280.0,,,,,,,,232,0.05,6m,0.9,0.5,1.5,32,824.0,0.05,9m,1.2000000000000002,0.8,1.8000000000000003,592.0,,,,,,,,960.0,0.05,1m,1.4,0.8,1.7000000000000002,920.0,48.0,0.05,4m,1.3,1.0,1.5,752.0,,,,,,,,0.45,6,COMPLETE
123,123,-0.7198363481667781,2025-06-16 21:25:27.259344,2025-06-16 21:25:32.137042,0 days 00:00:04.877698,848.0,0.05,10m,0.8,0.6,1.6,696.0,800.0,0.05,7m,1.5,0.5,1.3,848.0,984.0,0.05,2m,1.2000000000000002,1.5,1.9000000000000001,176.0,360.0,0.05,6m,0.8,0.6,1.8000000000000003,176.0,16,0.05,2m,1.0,0.5,1.6,32,856.0,0.05,1m,1.5,0.8,2.0,672.0,,,,,,,,864.0,0.05,5m,1.5,0.6,1.5,800.0,72.0,0.05,3m,1.4,0.9,1.3,976.0,168.0,0.05,6m,0.6,1.2000000000000002,1.5,784.0,0.35000000000000003,9,COMPLETE
124,124,-4.878574670763433,2025-06-16 21:25:32.153399,2025-06-16 21:25:37.653719,0 days 00:00:05.500320,672.0,0.05,10m,0.9,0.6,1.4000000000000001,744.0,976.0,0.05,10m,1.4,0.7,1.4000000000000001,936.0,808.0,0.05,7m,1.1,0.5,1.9000000000000001,632.0,168.0,0.05,6m,1.1,1.1,1.6,416.0,72,0.05,5m,0.8,0.5,1.5,112,880.0,0.05,9m,1.1,0.9,1.9000000000000001,640.0,944.0,0.025,8m,0.8,0.8,1.6,288.0,840.0,0.025,1m,1.3,0.5,1.8000000000000003,872.0,32.0,0.05,1m,1.3,1.0,1.9000000000000001,40.0,192.0,0.05,1m,0.5,0.8,1.8000000000000003,920.0,0.3,10,COMPLETE
125,125,-0.3930389465148353,2025-06-16 21:25:37.690118,2025-06-16 21:25:42.383035,0 days 00:00:04.692917,384.0,0.05,10m,0.9,0.7,1.8000000000000003,1024.0,856.0,0.05,3m,1.5,0.7,1.6,264.0,920.0,0.05,5m,1.3,0.6,2.0,232.0,,,,,,,,176,0.05,6m,0.8,0.5,1.4000000000000001,80,912.0,0.05,10m,0.9,0.7,1.9000000000000001,784.0,,,,,,,,912.0,0.05,1m,1.1,0.9,1.7000000000000002,520.0,96.0,0.05,8m,1.2000000000000002,1.1,1.2000000000000002,656.0,216.0,0.05,8m,0.6,1.2000000000000002,1.9000000000000001,992.0,0.35000000000000003,8,COMPLETE
126,126,2.665582552699935,2025-06-16 21:25:42.399720,2025-06-16 21:25:47.277129,0 days 00:00:04.877409,592.0,0.025,10m,0.8,0.5,1.9000000000000001,720.0,728.0,0.05,9m,1.5,1.2000000000000002,1.5,160.0,488.0,0.05,8m,1.0,0.5,2.0,256.0,248.0,0.05,6m,1.0,0.7,1.7000000000000002,512.0,144,0.05,10m,1.0,0.6,1.4000000000000001,16,776.0,0.05,8m,1.5,0.8,1.8000000000000003,536.0,,,,,,,,696.0,0.05,4m,1.4,0.7,1.4000000000000001,488.0,216.0,0.05,7m,1.4,1.0,1.6,480.0,248.0,0.05,8m,0.5,1.3,1.8000000000000003,288.0,0.3,9,COMPLETE
127,127,-0.9293587962722873,2025-06-16 21:25:47.295699,2025-06-16 21:25:52.094284,0 days 00:00:04.798585,608.0,0.05,7m,0.6,0.5,1.5,728.0,680.0,0.05,9m,1.5,1.2000000000000002,1.5,152.0,464.0,0.05,7m,1.0,0.5,2.0,96.0,248.0,0.05,6m,1.0,0.7,1.7000000000000002,448.0,144,0.05,10m,1.0,1.1,1.4000000000000001,16,768.0,0.05,5m,1.5,0.8,1.8000000000000003,544.0,,,,,,,,696.0,0.05,3m,1.2000000000000002,0.8,1.3,488.0,152.0,0.05,7m,1.4,1.0,1.6,432.0,240.0,0.05,8m,0.5,1.3,1.8000000000000003,888.0,0.3,9,COMPLETE
128,128,-1.336606893217626,2025-06-16 21:25:52.110712,2025-06-16 21:25:54.190391,0 days 00:00:02.079679,,,,,,,,,,,,,,,480.0,0.05,1m,0.9,0.5,2.0,248.0,,,,,,,,104,0.05,10m,0.9,0.6,1.3,48,752.0,0.05,2m,1.1,0.6,1.8000000000000003,808.0,,,,,,,,648.0,0.05,4m,1.5,0.7,1.4000000000000001,464.0,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
129,129,-2.333152224971515,2025-06-16 21:25:54.223398,2025-06-16 21:25:58.757906,0 days 00:00:04.534508,576.0,0.025,10m,1.0,0.5,1.6,808.0,816.0,0.05,9m,1.5,0.8,1.5,104.0,952.0,0.05,8m,1.0,0.6,2.0,304.0,288.0,0.05,6m,0.9,0.7,1.7000000000000002,504.0,160,0.05,4m,0.9,0.6,2.0,64,800.0,0.05,6m,1.5,0.8,1.8000000000000003,752.0,,,,,,,,1000.0,0.05,1m,1.3,0.7,1.3,392.0,208.0,0.05,7m,1.5,1.1,1.7000000000000002,480.0,312.0,0.05,8m,0.5,1.4,1.8000000000000003,336.0,0.3,9,COMPLETE
130,130,-5.32620793478012,2025-06-16 21:25:58.792299,2025-06-16 21:26:04.339672,0 days 00:00:05.547373,512.0,0.05,2m,0.9,1.2000000000000002,1.3,712.0,744.0,0.025,9m,1.4,1.2000000000000002,1.4000000000000001,240.0,872.0,0.05,10m,1.1,0.5,2.0,184.0,336.0,0.05,6m,1.0,0.6,1.8000000000000003,608.0,80,0.05,10m,1.0,1.0,1.4000000000000001,16,832.0,0.05,7m,0.8,0.9,1.7000000000000002,512.0,680.0,0.025,9m,0.9,0.5,1.9000000000000001,552.0,560.0,0.05,4m,1.4,0.6,1.8000000000000003,840.0,240.0,0.05,10m,1.4,0.7,1.6,552.0,376.0,0.05,8m,0.5,0.6,1.9000000000000001,296.0,0.35000000000000003,10,COMPLETE
131,131,1.1445034178346782,2025-06-16 21:26:04.376310,2025-06-16 21:26:09.449043,0 days 00:00:05.072733,640.0,0.025,10m,0.8,0.5,1.9000000000000001,648.0,648.0,0.05,7m,1.5,1.1,1.5,200.0,520.0,0.05,8m,1.0,0.5,1.9000000000000001,224.0,400.0,0.05,5m,1.0,0.8,1.7000000000000002,696.0,192,0.05,9m,1.0,0.5,1.5,88,848.0,0.05,8m,1.5,0.8,1.7000000000000002,560.0,,,,,,,,592.0,0.05,4m,1.4,1.4,1.4000000000000001,488.0,296.0,0.05,7m,1.3,1.0,1.5,504.0,280.0,0.05,2m,0.6,1.3,1.7000000000000002,256.0,0.4,9,COMPLETE
132,132,-0.19477865795791485,2025-06-16 21:26:09.479843,2025-06-16 21:26:14.719025,0 days 00:00:05.239182,712.0,0.025,10m,0.8,0.6,1.9000000000000001,624.0,728.0,0.05,9m,1.5,1.3,1.2000000000000002,288.0,416.0,0.05,8m,1.0,1.5,2.0,144.0,296.0,0.05,1m,0.7,0.8,1.5,528.0,128,0.05,10m,1.0,0.6,1.5,40,512.0,0.05,8m,1.4,0.7,1.9000000000000001,616.0,,,,,,,,800.0,0.05,2m,1.5,0.5,1.5,440.0,64.0,0.05,3m,0.6,1.0,1.6,832.0,152.0,0.05,4m,0.5,1.2000000000000002,1.8000000000000003,280.0,0.3,9,COMPLETE
133,133,-2.7249279065510623,2025-06-16 21:26:14.759706,2025-06-16 21:26:19.390624,0 days 00:00:04.630918,992.0,0.025,10m,0.8,0.5,1.8000000000000003,704.0,704.0,0.05,3m,1.5,1.1,1.6,336.0,488.0,0.05,8m,0.6,1.4,2.0,208.0,,,,,,,,232,0.025,1m,1.0,0.5,1.4000000000000001,64,776.0,0.05,8m,1.5,0.8,1.1,592.0,,,,,,,,968.0,0.05,8m,1.4,0.9,1.7000000000000002,424.0,16.0,0.05,9m,1.3,0.9,1.5,992.0,96.0,0.05,5m,0.6,1.2000000000000002,1.9000000000000001,232.0,0.05,8,COMPLETE
134,134,2.3937295251709223,2025-06-16 21:26:19.414736,2025-06-16 21:26:24.764467,0 days 00:00:05.349731,592.0,0.025,9m,0.8,0.6,1.9000000000000001,680.0,936.0,0.05,7m,1.0,0.7,1.5,216.0,552.0,0.05,9m,0.9,1.2000000000000002,1.9000000000000001,272.0,200.0,0.05,6m,0.9,0.9,1.1,656.0,512,0.025,6m,0.8,0.6,1.5,728,688.0,0.05,8m,0.7,0.8,2.0,664.0,408.0,0.05,6m,1.5,1.2000000000000002,1.3,768.0,944.0,0.05,4m,1.3,1.2000000000000002,1.6,880.0,512.0,0.05,2m,1.2000000000000002,0.5,1.4000000000000001,32.0,216.0,0.05,8m,0.8,1.3,1.4000000000000001,200.0,0.35000000000000003,10,COMPLETE
135,135,1.051578828666661,2025-06-16 21:26:24.795452,2025-06-16 21:26:29.221928,0 days 00:00:04.426476,624.0,0.025,10m,1.0,0.7,2.0,584.0,768.0,0.05,10m,1.4,1.0,1.8000000000000003,88.0,656.0,0.05,8m,0.5,0.5,1.9000000000000001,248.0,,,,,,,,48,0.05,10m,0.9,0.5,1.4000000000000001,104,880.0,0.05,5m,1.0,1.2000000000000002,1.4000000000000001,728.0,,,,,,,,632.0,0.05,6m,1.5,1.0,1.7000000000000002,520.0,120.0,0.05,7m,1.3,1.1,1.6,64.0,128.0,0.05,8m,0.7,1.1,1.6,368.0,0.2,8,COMPLETE
136,136,0.38893617227377575,2025-06-16 21:26:29.256461,2025-06-16 21:26:34.359162,0 days 00:00:05.102701,744.0,0.025,5m,0.9,0.8,1.7000000000000002,760.0,840.0,0.05,8m,1.5,1.2000000000000002,1.1,304.0,728.0,0.05,8m,1.2000000000000002,1.3,2.0,128.0,360.0,0.05,8m,0.9,0.7,1.6,568.0,928,0.025,3m,0.5,0.7,1.6,144,968.0,0.05,9m,1.5,0.7,1.8000000000000003,528.0,,,,,,,,872.0,0.05,1m,1.5,1.3,1.9000000000000001,576.0,224.0,0.05,3m,1.1,1.0,1.5,96.0,184.0,0.05,9m,0.5,1.2000000000000002,1.7000000000000002,800.0,0.45,9,COMPLETE
137,137,0.12206484620501994,2025-06-16 21:26:34.392037,2025-06-16 21:26:36.067691,0 days 00:00:01.675654,,,,,,,,,,,,,,,688.0,0.05,3m,1.1,0.6,1.1,160.0,,,,,,,,280,0.05,9m,1.0,0.6,1.5,32,,,,,,,,,,,,,,,536.0,0.05,5m,1.4,0.7,1.5,352.0,,,,,,,,,,,,,,,0.1,3,COMPLETE
138,138,-0.00854849966407259,2025-06-16 21:26:36.102234,2025-06-16 21:26:37.269253,0 days 00:00:01.167019,,,,,,,,,,,,,,,840.0,0.05,7m,0.5,1.4,1.7000000000000002,200.0,,,,,,,,112,0.025,7m,1.1,0.5,1.5,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
139,139,0.5123661219510555,2025-06-16 21:26:37.292209,2025-06-16 21:26:40.241980,0 days 00:00:02.949771,,,,,,,,1000.0,0.05,7m,1.1,0.6,1.3,256.0,632.0,0.05,4m,1.0,0.5,1.9000000000000001,72.0,,,,,,,,984,0.05,10m,0.8,0.5,1.4000000000000001,984,936.0,0.025,1m,1.4,0.8,1.9000000000000001,704.0,,,,,,,,40.0,0.05,2m,1.3,0.8,1.6,464.0,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
140,140,1.624993874654489,2025-06-16 21:26:40.266206,2025-06-16 21:26:46.326573,0 days 00:00:06.060367,656.0,0.05,10m,0.8,0.7,2.0,184.0,904.0,0.05,3m,1.5,1.3,1.6,904.0,784.0,0.05,8m,0.6,0.6,1.8000000000000003,312.0,128.0,0.05,4m,1.1,1.3,1.8000000000000003,488.0,176,0.025,6m,0.9,0.6,1.8000000000000003,16,816.0,0.05,4m,1.5,0.9,1.2000000000000002,544.0,1008.0,0.025,8m,0.6,1.4,2.0,920.0,504.0,0.05,9m,1.2000000000000002,0.6,1.7000000000000002,552.0,192.0,0.05,5m,1.4,0.9,2.0,392.0,272.0,0.05,3m,0.6,1.1,1.8000000000000003,320.0,0.25,10,COMPLETE
141,141,1.9327861318787465,2025-06-16 21:26:46.362753,2025-06-16 21:26:51.467245,0 days 00:00:05.104492,312.0,0.05,8m,1.0,0.6,1.5,656.0,992.0,0.05,7m,1.2000000000000002,1.3,1.7000000000000002,264.0,448.0,0.025,6m,1.5,0.7,1.5,288.0,464.0,0.05,9m,1.1,0.8,1.9000000000000001,664.0,152,0.05,10m,1.0,0.6,1.4000000000000001,112,896.0,0.05,3m,0.8,0.7,1.7000000000000002,760.0,,,,,,,,984.0,0.05,1m,1.2000000000000002,0.6,2.0,768.0,800.0,0.05,6m,1.0,0.5,1.6,776.0,80.0,0.05,8m,1.5,1.5,1.8000000000000003,416.0,0.3,9,COMPLETE
142,142,3.4545796488304963,2025-06-16 21:26:51.491053,2025-06-16 21:26:56.280078,0 days 00:00:04.789025,424.0,0.05,8m,0.9,0.6,1.5,688.0,960.0,0.05,7m,1.5,0.6,1.6,240.0,616.0,0.025,6m,1.5,0.8,1.6,352.0,520.0,0.05,9m,1.0,0.8,1.2000000000000002,720.0,216,0.05,10m,1.0,0.5,1.3,168,856.0,0.05,3m,0.8,0.7,1.8000000000000003,728.0,,,,,,,,1008.0,0.05,1m,1.1,0.5,2.0,736.0,960.0,0.05,6m,0.9,0.5,1.6,16.0,160.0,0.05,8m,1.1,1.4,1.3,840.0,0.3,9,COMPLETE
143,143,5.5700950722641,2025-06-16 21:26:56.308907,2025-06-16 21:27:01.370795,0 days 00:00:05.061888,480.0,0.05,2m,0.9,0.6,1.5,680.0,968.0,0.05,7m,1.5,0.6,1.6,232.0,608.0,0.025,9m,1.1,0.5,1.6,232.0,520.0,0.05,2m,1.0,0.8,1.2000000000000002,736.0,208,0.05,10m,1.0,0.5,1.2000000000000002,160,856.0,0.05,8m,0.8,0.7,1.8000000000000003,696.0,,,,,,,,1016.0,0.05,1m,1.1,0.5,2.0,728.0,256.0,0.05,6m,0.9,0.5,1.6,16.0,744.0,0.05,8m,1.2000000000000002,1.4,1.3,848.0,0.3,9,COMPLETE
144,144,3.512414911820956,2025-06-16 21:27:01.412622,2025-06-16 21:27:06.235213,0 days 00:00:04.822591,400.0,0.05,2m,0.9,0.7,1.5,744.0,968.0,0.05,7m,1.5,0.6,1.6,232.0,608.0,0.025,9m,1.1,0.5,1.6,360.0,544.0,0.05,2m,1.0,0.8,1.2000000000000002,720.0,200,0.05,10m,1.0,0.5,1.2000000000000002,176,808.0,0.05,9m,0.8,0.7,1.8000000000000003,696.0,,,,,,,,920.0,0.05,1m,1.1,0.5,2.0,800.0,992.0,0.05,6m,0.9,0.5,1.6,24.0,624.0,0.05,8m,0.5,1.4,1.3,832.0,0.3,9,COMPLETE
145,145,0.07358624757259065,2025-06-16 21:27:06.276246,2025-06-16 21:27:11.358994,0 days 00:00:05.082748,480.0,0.05,2m,0.9,0.7,1.5,752.0,960.0,0.05,7m,1.5,0.6,1.6,176.0,616.0,0.025,9m,1.1,0.5,1.6,352.0,536.0,0.05,2m,1.0,0.8,1.2000000000000002,736.0,216,0.05,10m,1.0,0.5,1.1,176,800.0,0.05,9m,0.8,0.6,1.8000000000000003,728.0,,,,,,,,1000.0,0.05,1m,1.0,0.5,2.0,728.0,1000.0,0.05,6m,0.9,0.5,1.6,32.0,672.0,0.05,8m,1.1,1.4,1.3,832.0,0.3,9,COMPLETE
