,number,value,datetime_start,datetime_complete,duration,params_AMAT_META_beta_win,params_AMAT_META_stop_loss,params_AMAT_META_trade_freq,params_AMAT_META_z_entry,params_AMAT_META_z_exit,params_AMAT_META_z_stop_scaler,params_AMAT_META_z_win,params_AMAT_NVDA_beta_win,params_AMAT_NVDA_stop_loss,params_AMAT_NVDA_trade_freq,params_AMAT_NVDA_z_entry,params_AMAT_NVDA_z_exit,params_AMAT_NVDA_z_stop_scaler,params_AMAT_NVDA_z_win,params_AMZN_KLAC_beta_win,params_AMZN_KLAC_stop_loss,params_AMZN_KLAC_trade_freq,params_AMZN_KLAC_z_entry,params_AMZN_KLAC_z_exit,params_AMZN_KLAC_z_stop_scaler,params_AMZN_KLAC_z_win,params_AZN_MRNA_beta_win,params_AZN_MRNA_stop_loss,params_AZN_MRNA_trade_freq,params_AZN_MRNA_z_entry,params_AZN_MRNA_z_exit,params_AZN_MRNA_z_stop_scaler,params_AZN_MRNA_z_win,params_AZN_VRSK_beta_win,params_AZN_VRSK_stop_loss,params_AZN_VRSK_trade_freq,params_AZN_VRSK_z_entry,params_AZN_VRSK_z_exit,params_AZN_VRSK_z_stop_scaler,params_AZN_VRSK_z_win,params_DASH_LIN_beta_win,params_DASH_LIN_stop_loss,params_DASH_LIN_trade_freq,params_DASH_LIN_z_entry,params_DASH_LIN_z_exit,params_DASH_LIN_z_stop_scaler,params_DASH_LIN_z_win,params_DASH_PCAR_beta_win,params_DASH_PCAR_stop_loss,params_DASH_PCAR_trade_freq,params_DASH_PCAR_z_entry,params_DASH_PCAR_z_exit,params_DASH_PCAR_z_stop_scaler,params_DASH_PCAR_z_win,params_KLAC_NFLX_beta_win,params_KLAC_NFLX_stop_loss,params_KLAC_NFLX_trade_freq,params_KLAC_NFLX_z_entry,params_KLAC_NFLX_z_exit,params_KLAC_NFLX_z_stop_scaler,params_KLAC_NFLX_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_NVDA_ORLY_beta_win,params_NVDA_ORLY_stop_loss,params_NVDA_ORLY_trade_freq,params_NVDA_ORLY_z_entry,params_NVDA_ORLY_z_exit,params_NVDA_ORLY_z_stop_scaler,params_NVDA_ORLY_z_win,params_buffer_capital,params_pairs_to_trade,state
70,70,0.6129306284806229,2025-06-16 00:44:20.893289,2025-06-16 00:44:24.926377,0 days 00:00:04.033088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.0,0.025,6m,0.5,1.4,2.0,896.0,80,0.05,10m,1.5,0.9,1.7000000000000002,992,336.0,0.025,9m,0.8,1.1,1.8000000000000003,336.0,408.0,0.05,2m,1.1,0.6,2.0,80.0,936.0,0.025,6m,0.5,1.4,1.1,160.0,0.05,5,COMPLETE
71,71,-3.07460578199474,2025-06-16 00:44:24.992035,2025-06-16 00:44:28.086793,0 days 00:00:03.094758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,0.025,6m,0.5,1.3,2.0,904.0,32,0.05,10m,1.4,1.0,1.8000000000000003,880,432.0,0.025,9m,0.6,1.1,1.9000000000000001,376.0,360.0,0.05,2m,1.0,0.7,2.0,40.0,,,,,,,,0.1,4,COMPLETE
72,72,1.114954615361523,2025-06-16 00:44:28.183051,2025-06-16 00:44:31.916511,0 days 00:00:03.733460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.0,0.025,6m,0.6,1.3,2.0,728.0,64,0.05,10m,1.3,1.1,1.8000000000000003,952,240.0,0.025,9m,0.7,1.2000000000000002,2.0,296.0,264.0,0.05,2m,0.7,0.5,1.9000000000000001,168.0,832.0,0.05,6m,0.5,1.5,1.2000000000000002,72.0,0.05,5,COMPLETE
73,73,-1.0474889590835412,2025-06-16 00:44:31.996998,2025-06-16 00:44:35.290698,0 days 00:00:03.293700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.0,0.025,6m,0.6,1.5,1.9000000000000001,808.0,104,0.05,4m,1.4,1.0,1.9000000000000001,472,296.0,0.025,2m,0.6,1.0,1.9000000000000001,408.0,368.0,0.05,2m,1.4,0.6,2.0,112.0,,,,,,,,0.05,4,COMPLETE
74,74,-4.1468926923195575,2025-06-16 00:44:35.358686,2025-06-16 00:44:39.998751,0 days 00:00:04.640065,,,,,,,,,,,,,,,536.0,0.05,8m,1.5,0.8,1.1,648.0,,,,,,,,,,,,,,,784.0,0.025,7m,0.5,1.4,1.9000000000000001,288.0,368,0.05,1m,0.6,0.7,2.0,968,872.0,0.025,6m,0.5,1.2000000000000002,1.9000000000000001,176.0,608.0,0.05,3m,0.8,0.7,2.0,24.0,880.0,0.05,6m,0.6,1.4,1.3,208.0,0.45,6,COMPLETE
75,75,-9.179041883682396,2025-06-16 00:44:40.076035,2025-06-16 00:44:43.275505,0 days 00:00:03.199470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0,0.025,10m,1.0,1.1,1.8000000000000003,224.0,176,0.05,10m,1.3,0.9,1.1,888,168.0,0.025,1m,0.6,0.9,1.8000000000000003,232.0,296.0,0.05,4m,0.9,1.0,1.9000000000000001,64.0,,,,,,,,0.1,4,COMPLETE
76,76,4.014408963291872,2025-06-16 00:44:43.355713,2025-06-16 00:44:48.781565,0 days 00:00:05.425852,424.0,0.05,3m,0.9,1.2000000000000002,1.5,624.0,,,,,,,,272.0,0.025,4m,0.9,1.0,1.2000000000000002,832.0,,,,,,,,,,,,,,,632.0,0.05,3m,1.4,1.2000000000000002,1.2000000000000002,88.0,328,0.025,5m,1.4,0.6,1.4000000000000001,856,96.0,0.025,3m,0.5,1.1,1.7000000000000002,272.0,416.0,0.025,5m,1.5,0.6,1.4000000000000001,136.0,784.0,0.05,4m,0.5,0.6,1.1,272.0,0.4,7,COMPLETE
77,77,5.04141055320153,2025-06-16 00:44:48.855149,2025-06-16 00:44:54.172566,0 days 00:00:05.317417,200.0,0.05,4m,1.5,1.0,1.5,624.0,,,,,,,,288.0,0.025,7m,0.9,1.2000000000000002,1.5,320.0,,,,,,,,,,,,,,,536.0,0.05,3m,0.8,1.2000000000000002,1.2000000000000002,96.0,320,0.025,7m,1.5,0.5,1.4000000000000001,832,88.0,0.025,3m,0.5,1.0,1.7000000000000002,136.0,216.0,0.025,5m,1.5,1.2000000000000002,1.4000000000000001,144.0,792.0,0.05,4m,0.5,0.7,1.1,256.0,0.35000000000000003,7,COMPLETE
78,78,3.504757217163499,2025-06-16 00:44:54.250484,2025-06-16 00:44:59.640954,0 days 00:00:05.390470,160.0,0.05,4m,1.2000000000000002,0.9,1.5,632.0,,,,,,,,376.0,0.025,7m,0.9,1.3,1.6,296.0,,,,,,,,,,,,,,,472.0,0.05,3m,0.8,1.4,1.2000000000000002,88.0,328,0.025,7m,1.5,0.5,1.5,832,64.0,0.025,3m,0.5,1.0,1.7000000000000002,152.0,224.0,0.025,5m,1.5,1.2000000000000002,1.4000000000000001,152.0,800.0,0.05,4m,0.5,0.6,1.1,264.0,0.35000000000000003,7,COMPLETE
79,79,0.8300359658573591,2025-06-16 00:44:59.716318,2025-06-16 00:45:04.990843,0 days 00:00:05.274525,160.0,0.025,4m,1.2000000000000002,0.8,1.5,720.0,,,,,,,,368.0,0.025,7m,0.9,1.4,1.7000000000000002,328.0,,,,,,,,,,,,,,,464.0,0.025,3m,0.8,1.3,1.3,112.0,328,0.05,7m,1.5,0.5,1.4000000000000001,840,80.0,0.05,3m,0.5,1.0,1.7000000000000002,56.0,232.0,0.025,5m,1.5,1.1,1.5,96.0,800.0,0.05,4m,0.5,0.6,1.1,272.0,0.3,7,COMPLETE
80,80,2.7401231789190685,2025-06-16 00:45:05.082765,2025-06-16 00:45:10.480152,0 days 00:00:05.397387,96.0,0.05,4m,1.4,0.9,1.5,640.0,,,,,,,,280.0,0.025,7m,0.9,1.2000000000000002,1.6,224.0,,,,,,,,,,,,,,,528.0,0.05,3m,1.0,1.2000000000000002,1.2000000000000002,88.0,432,0.025,7m,1.5,0.5,1.5,840,56.0,0.025,3m,0.5,1.1,1.6,136.0,168.0,0.025,5m,1.5,1.2000000000000002,1.4000000000000001,136.0,968.0,0.05,4m,0.5,0.6,1.1,280.0,0.35000000000000003,7,COMPLETE
81,81,4.944968695468416,2025-06-16 00:45:10.545838,2025-06-16 00:45:15.864154,0 days 00:00:05.318316,232.0,0.05,4m,1.5,0.9,1.4000000000000001,528.0,,,,,,,,400.0,0.025,7m,0.8,1.3,1.5,280.0,,,,,,,,,,,,,,,352.0,0.05,3m,0.8,1.4,1.2000000000000002,136.0,400,0.025,7m,1.5,0.6,1.3,768,104.0,0.025,3m,0.5,0.9,1.7000000000000002,112.0,320.0,0.025,5m,1.5,1.2000000000000002,1.4000000000000001,192.0,736.0,0.05,4m,0.5,0.6,1.1,216.0,0.3,7,COMPLETE
82,82,0.757067486893032,2025-06-16 00:45:15.942405,2025-06-16 00:45:21.327614,0 days 00:00:05.385209,256.0,0.05,4m,1.5,0.9,1.4000000000000001,520.0,,,,,,,,416.0,0.025,7m,0.8,1.3,1.5,376.0,,,,,,,,,,,,,,,392.0,0.05,3m,0.9,1.4,1.2000000000000002,136.0,408,0.025,7m,1.5,0.5,1.3,776,48.0,0.025,3m,0.5,1.0,1.7000000000000002,112.0,296.0,0.025,5m,1.5,1.2000000000000002,1.4000000000000001,184.0,752.0,0.05,4m,0.5,0.6,1.1,208.0,0.3,7,COMPLETE
83,83,-0.804786463779334,2025-06-16 00:45:21.401311,2025-06-16 00:45:25.922897,0 days 00:00:04.521586,,,,,,,,,,,,,,,504.0,0.025,7m,0.7,1.3,1.7000000000000002,272.0,,,,,,,,,,,,,,,272.0,0.05,3m,0.8,1.4,1.2000000000000002,160.0,504,0.025,7m,1.5,0.6,1.4000000000000001,864,88.0,0.025,3m,0.5,1.0,1.7000000000000002,200.0,208.0,0.025,5m,1.5,1.1,1.4000000000000001,64.0,808.0,0.05,4m,0.6,0.7,1.2000000000000002,152.0,0.25,6,COMPLETE
84,84,2.665567131523432,2025-06-16 00:45:26.010164,2025-06-16 00:45:31.717828,0 days 00:00:05.707664,112.0,0.05,4m,1.5,1.0,1.5,408.0,,,,,,,,304.0,0.025,7m,0.9,1.4,1.6,184.0,,,,,,,,,,,,,,,352.0,0.05,3m,0.8,1.4,1.3,200.0,312,0.025,7m,1.4,0.5,1.4000000000000001,792,152.0,0.025,3m,0.5,1.1,1.6,80.0,264.0,0.025,5m,1.5,1.3,1.5,144.0,856.0,0.05,4m,0.5,0.5,1.1,248.0,0.3,7,COMPLETE
85,85,3.818091491879499,2025-06-16 00:45:31.815027,2025-06-16 00:45:43.747450,0 days 00:00:11.932423,,,,,,,,,,,,,,,336.0,0.025,7m,0.7,1.2000000000000002,1.5,360.0,,,,,,,,,,,,,,,568.0,0.05,3m,0.9,1.5,1.2000000000000002,64.0,384,0.025,7m,1.5,0.6,1.3,912,216.0,0.025,3m,1.2000000000000002,0.9,1.7000000000000002,152.0,328.0,0.025,5m,1.4,1.2000000000000002,1.5,208.0,768.0,0.05,4m,0.6,0.7,1.2000000000000002,152.0,0.35000000000000003,6,COMPLETE
86,86,1.2688132316977045,2025-06-16 00:45:43.883116,2025-06-16 00:45:55.444145,0 days 00:00:11.561029,208.0,0.05,4m,1.3,0.8,1.4000000000000001,656.0,,,,,,,,400.0,0.025,7m,0.7,1.2000000000000002,1.5,352.0,,,,,,,,,,,,,,,424.0,0.05,3m,0.9,1.5,1.2000000000000002,80.0,264,0.025,7m,1.5,0.6,1.3,912,112.0,0.025,3m,0.5,0.9,1.7000000000000002,152.0,320.0,0.025,5m,1.4,1.2000000000000002,1.4000000000000001,208.0,784.0,0.05,4m,0.5,0.7,1.2000000000000002,248.0,0.35000000000000003,7,COMPLETE
87,87,1.355309881278198,2025-06-16 00:45:55.562268,2025-06-16 00:46:02.269996,0 days 00:00:06.707728,16.0,0.05,4m,1.5,0.7,1.3,448.0,256.0,0.025,9m,0.5,0.5,2.0,544.0,336.0,0.025,7m,0.6,1.2000000000000002,1.5,464.0,,,,,,,,,,,,,,,480.0,0.05,3m,0.7,1.5,1.3,56.0,448,0.025,7m,1.4,0.5,1.4000000000000001,936,224.0,0.025,3m,1.5,0.9,1.6,120.0,672.0,0.025,5m,1.4,1.3,1.5,96.0,744.0,0.05,4m,0.6,0.6,1.1,144.0,0.35000000000000003,8,COMPLETE
88,88,0.6700333489708472,2025-06-16 00:46:02.349967,2025-06-16 00:46:06.964980,0 days 00:00:04.615013,,,,,,,,,,,,,,,456.0,0.025,7m,0.8,1.4,1.6,200.0,,,,,,,,,,,,,,,128.0,0.05,3m,0.9,1.5,1.3,152.0,384,0.025,7m,1.5,0.6,1.5,848,16.0,0.025,3m,1.2000000000000002,0.9,1.7000000000000002,272.0,344.0,0.025,5m,1.5,1.1,1.5,168.0,896.0,0.05,4m,0.6,0.6,1.1,328.0,0.35000000000000003,6,COMPLETE
89,89,3.061269655219948,2025-06-16 00:46:07.041827,2025-06-16 00:46:11.608247,0 days 00:00:04.566420,,,,,,,,,,,,,,,256.0,0.025,7m,0.9,1.3,1.4000000000000001,296.0,,,,,,,,,,,,,,,576.0,0.05,3m,0.8,1.4,1.2000000000000002,240.0,240,0.025,7m,1.4,0.6,1.3,984,184.0,0.025,3m,0.5,1.1,1.8000000000000003,56.0,424.0,0.025,5m,1.5,1.2000000000000002,1.4000000000000001,112.0,824.0,0.05,4m,0.5,0.7,1.2000000000000002,96.0,0.15000000000000002,6,COMPLETE
90,90,3.67078306955595,2025-06-16 00:46:11.678904,2025-06-16 00:46:17.056341,0 days 00:00:05.377437,216.0,0.05,1m,1.4,1.0,1.6,808.0,,,,,,,,352.0,0.025,3m,0.8,1.3,1.6,152.0,,,,,,,,,,,,,,,552.0,0.05,3m,0.8,1.5,1.2000000000000002,104.0,336,0.025,6m,1.5,0.5,1.3,816,96.0,0.025,10m,0.5,0.8,1.7000000000000002,184.0,400.0,0.025,5m,1.4,1.1,1.6,192.0,712.0,0.05,7m,0.5,0.5,1.1,176.0,0.3,7,COMPLETE
91,91,3.3040012368381753,2025-06-16 00:46:17.170081,2025-06-16 00:46:22.545303,0 days 00:00:05.375222,240.0,0.05,1m,1.4,1.0,1.6,792.0,,,,,,,,360.0,0.025,3m,0.8,1.3,1.6,88.0,,,,,,,,,,,,,,,560.0,0.05,3m,0.8,1.5,1.2000000000000002,104.0,336,0.025,6m,1.5,0.5,1.2000000000000002,824,112.0,0.025,10m,0.5,0.8,1.7000000000000002,176.0,408.0,0.025,5m,1.4,1.1,1.6,192.0,720.0,0.05,7m,0.5,0.5,1.1,176.0,0.3,7,COMPLETE
92,92,4.604494912332567,2025-06-16 00:46:22.617440,2025-06-16 00:46:28.047676,0 days 00:00:05.430236,224.0,0.05,1m,1.4,1.0,1.6,808.0,,,,,,,,368.0,0.025,3m,0.8,1.3,1.7000000000000002,112.0,,,,,,,,,,,,,,,544.0,0.05,3m,0.9,1.5,1.2000000000000002,48.0,304,0.025,6m,1.5,0.5,1.2000000000000002,824,40.0,0.025,10m,0.5,0.8,1.7000000000000002,200.0,392.0,0.025,5m,1.4,1.2000000000000002,1.6,192.0,720.0,0.05,7m,0.5,0.5,1.1,232.0,0.3,7,COMPLETE
93,93,1.347112464309062,2025-06-16 00:46:28.119981,2025-06-16 00:46:33.453512,0 days 00:00:05.333531,136.0,0.05,1m,1.4,0.9,1.5,712.0,,,,,,,,496.0,0.025,3m,0.8,1.4,1.7000000000000002,120.0,,,,,,,,,,,,,,,528.0,0.05,3m,0.9,1.5,1.2000000000000002,56.0,304,0.025,6m,1.5,0.5,1.3,720,48.0,0.025,9m,0.5,0.8,1.6,216.0,392.0,0.025,5m,1.4,1.2000000000000002,1.7000000000000002,152.0,776.0,0.05,7m,0.6,0.5,1.1,240.0,0.25,7,COMPLETE
94,94,1.398875040922996,2025-06-16 00:46:33.546999,2025-06-16 00:46:39.960860,0 days 00:00:06.413861,304.0,0.05,4m,1.5,0.9,1.3,840.0,32.0,0.025,4m,0.6,1.5,1.9000000000000001,88.0,336.0,0.025,3m,0.7,1.2000000000000002,1.8000000000000003,144.0,,,,,,,,,,,,,,,608.0,0.05,3m,1.0,1.5,1.4000000000000001,80.0,288,0.025,6m,1.5,0.5,1.2000000000000002,776,80.0,0.025,10m,0.6,0.9,1.7000000000000002,152.0,312.0,0.025,5m,1.5,1.3,1.6,16.0,688.0,0.05,7m,0.5,0.6,1.2000000000000002,128.0,0.3,8,COMPLETE
95,95,-1.9672324183352439,2025-06-16 00:46:40.022482,2025-06-16 00:46:45.702240,0 days 00:00:05.679758,216.0,0.05,8m,1.3,1.1,1.6,752.0,,,,,,,,384.0,0.025,7m,0.6,1.3,1.8000000000000003,64.0,,,,,,,,,,,,,,,424.0,0.05,3m,0.8,1.5,1.3,176.0,744,0.025,6m,1.5,0.6,1.2000000000000002,912,144.0,0.025,10m,0.5,1.0,1.8000000000000003,104.0,376.0,0.025,5m,1.4,1.2000000000000002,1.5,232.0,744.0,0.05,7m,0.5,0.5,1.1,288.0,0.3,7,COMPLETE
96,96,0.458139385188669,2025-06-16 00:46:45.786119,2025-06-16 00:46:50.631224,0 days 00:00:04.845105,,,,,,,,,,,,,,,432.0,0.025,7m,0.9,1.3,1.7000000000000002,224.0,,,,,,,,,,,,,,,488.0,0.05,3m,0.9,1.5,1.2000000000000002,128.0,408,0.025,6m,1.4,0.5,1.4000000000000001,864,112.0,0.025,10m,1.1,0.8,1.7000000000000002,240.0,352.0,0.025,5m,1.5,1.3,1.7000000000000002,128.0,848.0,0.05,7m,0.5,0.5,1.2000000000000002,216.0,0.3,6,COMPLETE
97,97,-0.3356240365259459,2025-06-16 00:46:50.692272,2025-06-16 00:46:56.499944,0 days 00:00:05.807672,408.0,0.05,6m,1.4,0.9,1.5,680.0,,,,,,,,296.0,0.025,9m,1.0,1.1,1.6,152.0,,,,,,,,,,,,,,,376.0,0.05,9m,0.9,1.4,1.2000000000000002,56.0,384,0.025,6m,1.5,0.5,1.3,744,48.0,0.025,10m,0.6,0.9,1.5,192.0,280.0,0.025,5m,1.5,1.5,1.4000000000000001,56.0,776.0,0.05,5m,0.6,0.6,1.1,24.0,0.35000000000000003,7,COMPLETE
98,98,-58.63208167802782,2025-06-16 00:46:56.568135,2025-06-16 00:47:02.216121,0 days 00:00:05.647986,64.0,0.05,2m,1.5,1.0,1.4000000000000001,608.0,,,,,,,,336.0,0.025,3m,0.7,1.5,1.5,280.0,,,,,,,,,,,,,,,640.0,0.05,3m,0.8,1.5,1.1,104.0,368,0.025,1m,1.4,0.6,1.4000000000000001,688,32.0,0.025,10m,1.2000000000000002,1.0,1.6,128.0,224.0,0.025,5m,1.4,1.2000000000000002,1.6,176.0,712.0,0.05,1m,0.6,0.8,1.1,184.0,0.2,7,COMPLETE
99,99,-2.5539182973013506,2025-06-16 00:47:02.276300,2025-06-16 00:47:08.916291,0 days 00:00:06.639991,160.0,0.05,1m,1.5,0.8,1.1,536.0,120.0,0.025,3m,0.6,0.6,1.8000000000000003,992.0,528.0,0.025,7m,0.9,1.2000000000000002,1.6,336.0,,,,,,,,,,,,,,,280.0,0.05,3m,0.7,0.5,1.2000000000000002,184.0,624,0.025,2m,1.5,0.5,1.3,808,176.0,0.025,3m,0.5,1.1,1.7000000000000002,32.0,440.0,0.025,8m,1.3,1.4,1.4000000000000001,80.0,664.0,0.05,10m,0.5,0.6,1.3,120.0,0.05,8,COMPLETE
100,100,2.912002416886493,2025-06-16 00:47:09.025039,2025-06-16 00:47:14.649899,0 days 00:00:05.624860,304.0,0.05,5m,1.3,1.1,1.6,792.0,,,,,,,,232.0,0.025,6m,0.8,1.4,1.7000000000000002,24.0,,,,,,,,,,,,,,,520.0,0.05,4m,0.8,1.4,1.2000000000000002,48.0,456,0.025,9m,1.4,0.6,1.2000000000000002,896,80.0,0.025,8m,1.3,1.0,1.8000000000000003,80.0,168.0,0.025,5m,1.5,1.1,1.6,104.0,744.0,0.05,2m,0.5,0.7,1.2000000000000002,344.0,0.25,7,COMPLETE
101,101,3.7457257872505703,2025-06-16 00:47:14.731865,2025-06-16 00:47:20.252557,0 days 00:00:05.520692,232.0,0.05,1m,1.4,1.0,1.6,752.0,,,,,,,,360.0,0.025,3m,0.8,1.3,1.6,96.0,,,,,,,,,,,,,,,560.0,0.05,3m,0.8,1.5,1.2000000000000002,104.0,336,0.025,6m,1.5,0.5,1.2000000000000002,824,104.0,0.025,10m,0.5,0.8,1.7000000000000002,192.0,408.0,0.025,5m,1.4,1.1,1.6,192.0,728.0,0.05,7m,0.5,0.5,1.1,176.0,0.3,7,COMPLETE
102,102,3.736040235518879,2025-06-16 00:47:20.345448,2025-06-16 00:47:24.902829,0 days 00:00:04.557381,,,,,,,,,,,,,,,384.0,0.025,3m,0.8,1.2000000000000002,1.5,176.0,,,,,,,,,,,,,,,560.0,0.05,3m,0.9,1.5,1.1,80.0,344,0.025,6m,1.5,0.5,1.2000000000000002,784,104.0,0.025,10m,0.5,0.8,1.6,184.0,328.0,0.025,5m,1.4,1.2000000000000002,1.5,272.0,792.0,0.05,7m,0.5,0.5,1.1,232.0,0.3,6,COMPLETE
103,103,4.909005098076779,2025-06-16 00:47:25.006268,2025-06-16 00:47:28.998583,0 days 00:00:03.992315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0,0.05,3m,0.9,1.5,1.1,152.0,344,0.025,6m,1.5,0.5,1.2000000000000002,792,104.0,0.025,10m,0.5,0.8,1.6,256.0,504.0,0.025,5m,1.4,1.1,1.7000000000000002,272.0,728.0,0.05,7m,0.5,0.5,1.1,56.0,0.3,5,COMPLETE
104,104,3.471722412019156,2025-06-16 00:47:29.066456,2025-06-16 00:47:32.916824,0 days 00:00:03.850368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,0.05,3m,1.0,1.5,1.1,144.0,272,0.025,6m,1.4,0.5,1.1,864,128.0,0.025,10m,0.6,0.8,1.6,264.0,512.0,0.025,5m,1.3,1.0,1.7000000000000002,224.0,768.0,0.05,7m,0.6,0.5,1.2000000000000002,56.0,0.3,5,COMPLETE
105,105,-0.5477305427160571,2025-06-16 00:47:32.980093,2025-06-16 00:47:36.852552,0 days 00:00:03.872459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0,0.05,3m,0.9,1.5,1.1,136.0,408,0.025,6m,1.5,0.6,1.2000000000000002,784,208.0,0.025,10m,0.5,0.8,1.6,224.0,328.0,0.025,5m,1.2000000000000002,1.2000000000000002,1.5,272.0,832.0,0.05,7m,0.5,0.5,1.1,224.0,0.25,5,COMPLETE
106,106,-21.203163685410413,2025-06-16 00:47:36.933334,2025-06-16 00:47:41.514284,0 days 00:00:04.580950,,,,,,,,,,,,,,,480.0,0.025,3m,0.5,1.2000000000000002,1.5,96.0,,,,,,,,,,,,,,,504.0,0.05,1m,1.0,1.5,1.1,40.0,488,0.025,6m,1.4,0.5,1.2000000000000002,752,160.0,0.025,10m,1.2000000000000002,0.7,1.6,200.0,496.0,0.025,1m,1.4,1.1,1.7000000000000002,296.0,688.0,0.05,7m,0.5,0.5,1.1,104.0,0.3,6,COMPLETE
107,107,1.5200386219462663,2025-06-16 00:47:41.614870,2025-06-16 00:47:45.589636,0 days 00:00:03.974766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.0,0.05,5m,0.9,1.5,1.1,360.0,424,0.025,8m,0.9,0.6,1.1,928,112.0,0.025,10m,0.5,0.8,1.5,296.0,440.0,0.025,7m,1.3,1.3,1.6,312.0,736.0,0.05,8m,0.6,0.5,1.2000000000000002,304.0,0.25,5,COMPLETE
108,108,1.3610825772248514,2025-06-16 00:47:45.674692,2025-06-16 00:47:50.416841,0 days 00:00:04.742149,,,,,,,,,,,,,,,592.0,0.025,10m,0.7,1.1,1.4000000000000001,176.0,,,,,,,,,,,,,,,560.0,0.05,3m,0.9,1.4,1.1,72.0,312,0.025,6m,1.0,0.6,1.2000000000000002,712,192.0,0.025,4m,1.1,0.9,1.7000000000000002,248.0,368.0,0.025,9m,1.4,1.2000000000000002,1.5,240.0,792.0,0.05,6m,0.6,0.6,1.1,40.0,0.3,6,COMPLETE
109,109,-6.423763212715882,2025-06-16 00:47:50.503393,2025-06-16 00:47:55.199857,0 days 00:00:04.696464,,,,,,,,,,,,,,,264.0,0.025,3m,1.0,1.2000000000000002,1.5,40.0,,,,,,,,,,,,,,,440.0,0.05,2m,1.1,1.5,1.1,200.0,368,0.025,3m,1.5,0.5,1.2000000000000002,1000,144.0,0.025,6m,0.9,1.2000000000000002,1.5,160.0,432.0,0.025,6m,1.4,1.1,1.8000000000000003,368.0,872.0,0.05,7m,0.5,0.5,1.3,360.0,0.3,6,COMPLETE
110,110,1.8811012498675022,2025-06-16 00:47:55.270718,2025-06-16 00:47:59.508789,0 days 00:00:04.238071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,0.05,3m,0.5,1.4,1.3,152.0,288,0.025,1m,1.5,0.6,1.1,768,272.0,0.025,10m,0.6,0.8,1.8000000000000003,96.0,464.0,0.025,5m,1.3,1.3,1.5,272.0,648.0,0.025,7m,0.5,0.7,1.1,184.0,0.25,5,COMPLETE
111,111,0.7475010602802018,2025-06-16 00:47:59.586145,2025-06-16 00:48:04.206763,0 days 00:00:04.620618,,,,,,,,,,,,,,,320.0,0.025,3m,0.8,1.3,1.5,152.0,,,,,,,,,,,,,,,544.0,0.05,3m,0.8,1.5,1.2000000000000002,128.0,352,0.025,6m,1.5,0.5,1.3,816,88.0,0.025,10m,0.5,0.8,1.7000000000000002,192.0,408.0,0.025,5m,1.4,1.1,1.6,208.0,728.0,0.05,7m,0.5,0.5,1.1,232.0,0.3,6,COMPLETE
112,112,2.0774590282755785,2025-06-16 00:48:04.285482,2025-06-16 00:48:09.581600,0 days 00:00:05.296118,216.0,0.05,1m,1.4,1.1,1.7000000000000002,952.0,,,,,,,,392.0,0.025,3m,0.8,1.2000000000000002,1.7000000000000002,64.0,,,,,,,,,,,,,,,512.0,0.05,3m,1.0,1.5,1.2000000000000002,96.0,336,0.025,6m,1.5,0.5,1.3,800,104.0,0.025,10m,0.5,0.7,1.7000000000000002,128.0,384.0,0.025,5m,1.4,1.0,1.6,200.0,696.0,0.05,7m,0.5,0.5,1.1,152.0,0.3,7,COMPLETE
113,113,3.6633548452919755,2025-06-16 00:48:09.663056,2025-06-16 00:48:15.781224,0 days 00:00:06.118168,320.0,0.05,1m,1.5,1.0,1.6,864.0,280.0,0.025,10m,0.7,0.6,1.9000000000000001,864.0,432.0,0.025,5m,0.7,1.3,1.8000000000000003,216.0,,,,,,,,,,,,,,,560.0,0.05,3m,0.7,1.5,1.2000000000000002,40.0,312,0.025,6m,1.4,0.5,1.2000000000000002,944,32.0,0.025,10m,0.5,0.9,1.6,192.0,344.0,0.025,5m,1.4,1.2000000000000002,1.6,176.0,824.0,0.05,7m,0.5,0.5,1.2000000000000002,192.0,0.3,8,COMPLETE
114,114,1.0278942515560732,2025-06-16 00:48:15.848311,2025-06-16 00:48:19.945091,0 days 00:00:04.096780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0,0.05,3m,0.9,1.5,1.1,112.0,384,0.025,6m,1.5,0.5,1.3,872,128.0,0.025,5m,0.6,0.8,1.8000000000000003,64.0,40.0,0.025,3m,1.5,1.0,1.6,600.0,768.0,0.05,6m,0.6,0.6,1.1,256.0,0.35000000000000003,5,COMPLETE
