,number,value,datetime_start,datetime_complete,duration,params_AMAT_META_beta_win,params_AMAT_META_stop_loss,params_AMAT_META_trade_freq,params_AMAT_META_z_entry,params_AMAT_META_z_exit,params_AMAT_META_z_stop_scaler,params_AMAT_META_z_win,params_AMAT_NVDA_beta_win,params_AMAT_NVDA_stop_loss,params_AMAT_NVDA_trade_freq,params_AMAT_NVDA_z_entry,params_AMAT_NVDA_z_exit,params_AMAT_NVDA_z_stop_scaler,params_AMAT_NVDA_z_win,params_AMZN_KLAC_beta_win,params_AMZN_KLAC_stop_loss,params_AMZN_KLAC_trade_freq,params_AMZN_KLAC_z_entry,params_AMZN_KLAC_z_exit,params_AMZN_KLAC_z_stop_scaler,params_AMZN_KLAC_z_win,params_AZN_MRNA_beta_win,params_AZN_MRNA_stop_loss,params_AZN_MRNA_trade_freq,params_AZN_MRNA_z_entry,params_AZN_MRNA_z_exit,params_AZN_MRNA_z_stop_scaler,params_AZN_MRNA_z_win,params_AZN_VRSK_beta_win,params_AZN_VRSK_stop_loss,params_AZN_VRSK_trade_freq,params_AZN_VRSK_z_entry,params_AZN_VRSK_z_exit,params_AZN_VRSK_z_stop_scaler,params_AZN_VRSK_z_win,params_DASH_LIN_beta_win,params_DASH_LIN_stop_loss,params_DASH_LIN_trade_freq,params_DASH_LIN_z_entry,params_DASH_LIN_z_exit,params_DASH_LIN_z_stop_scaler,params_DASH_LIN_z_win,params_DASH_PCAR_beta_win,params_DASH_PCAR_stop_loss,params_DASH_PCAR_trade_freq,params_DASH_PCAR_z_entry,params_DASH_PCAR_z_exit,params_DASH_PCAR_z_stop_scaler,params_DASH_PCAR_z_win,params_KLAC_NFLX_beta_win,params_KLAC_NFLX_stop_loss,params_KLAC_NFLX_trade_freq,params_KLAC_NFLX_z_entry,params_KLAC_NFLX_z_exit,params_KLAC_NFLX_z_stop_scaler,params_KLAC_NFLX_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_NVDA_ORLY_beta_win,params_NVDA_ORLY_stop_loss,params_NVDA_ORLY_trade_freq,params_NVDA_ORLY_z_entry,params_NVDA_ORLY_z_exit,params_NVDA_ORLY_z_stop_scaler,params_NVDA_ORLY_z_win,params_buffer_capital,params_pairs_to_trade,state
29,29,0.5788570032747704,2025-06-16 00:40:12.602231,2025-06-16 00:40:14.475981,0 days 00:00:01.873750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,0.025,5m,1.3,1.2000000000000002,1.1,800,,,,,,,,336.0,0.025,2m,1.4,1.4,1.6,304.0,,,,,,,,0.5,2,COMPLETE
30,30,-15.10843431811436,2025-06-16 00:40:14.545134,2025-06-16 00:40:22.504879,0 days 00:00:07.959745,912.0,0.025,1m,1.0,1.5,1.9000000000000001,16.0,696.0,0.05,2m,1.2000000000000002,0.6,1.3,320.0,304.0,0.05,3m,1.1,0.8,1.7000000000000002,648.0,1000.0,0.05,3m,1.5,1.5,2.0,1024.0,624.0,0.025,4m,1.1,1.2000000000000002,1.1,784.0,328.0,0.05,3m,1.3,1.4,2.0,504.0,672,0.05,4m,1.4,0.9,2.0,328,680.0,0.025,1m,0.5,0.9,1.5,808.0,192.0,0.025,2m,1.5,0.8,1.5,416.0,776.0,0.025,8m,0.6,1.1,1.6,656.0,0.3,10,COMPLETE
31,31,1.622929734711041,2025-06-16 00:40:22.570885,2025-06-16 00:40:29.031239,0 days 00:00:06.460354,840.0,0.05,3m,1.3,1.3,2.0,672.0,352.0,0.025,5m,1.3,0.8,1.3,248.0,88.0,0.025,8m,1.4,0.7,1.4000000000000001,864.0,,,,,,,,,,,,,,,640.0,0.05,6m,0.6,1.2000000000000002,1.9000000000000001,264.0,240,0.025,10m,1.2000000000000002,0.7,1.7000000000000002,464,160.0,0.025,3m,0.6,0.6,1.9000000000000001,248.0,832.0,0.05,2m,1.4,0.9,2.0,184.0,424.0,0.05,4m,0.6,1.0,1.9000000000000001,568.0,0.4,8,COMPLETE
32,32,-0.18010829156351,2025-06-16 00:40:29.094881,2025-06-16 00:40:36.631389,0 days 00:00:07.536508,680.0,0.05,7m,0.5,1.4,1.9000000000000001,904.0,552.0,0.025,5m,1.1,0.9,1.2000000000000002,192.0,120.0,0.025,8m,1.4,0.6,1.2000000000000002,608.0,,,,,,,,72.0,0.05,5m,0.5,0.9,1.7000000000000002,704.0,680.0,0.05,6m,0.7,1.3,1.9000000000000001,176.0,312,0.025,1m,1.1,0.7,1.7000000000000002,592,24.0,0.025,3m,0.6,0.6,2.0,112.0,696.0,0.025,10m,1.4,0.7,2.0,256.0,312.0,0.05,4m,0.5,0.9,2.0,392.0,0.35000000000000003,9,COMPLETE
33,33,2.2160363933261933,2025-06-16 00:40:36.697185,2025-06-16 00:40:44.055782,0 days 00:00:07.358597,848.0,0.05,7m,1.5,1.1,2.0,472.0,536.0,0.05,6m,1.5,1.0,1.7000000000000002,384.0,40.0,0.025,10m,1.4,0.8,1.4000000000000001,456.0,,,,,,,,832.0,0.025,3m,1.3,1.3,1.4000000000000001,736.0,544.0,0.05,6m,0.6,1.1,1.8000000000000003,128.0,160,0.025,6m,1.2000000000000002,1.0,1.8000000000000003,424,432.0,0.025,3m,0.6,0.5,1.8000000000000003,248.0,768.0,0.05,2m,1.2000000000000002,1.1,1.9000000000000001,16.0,912.0,0.05,4m,0.6,1.0,1.9000000000000001,624.0,0.3,9,COMPLETE
34,34,-1.3175941686501063,2025-06-16 00:40:44.121748,2025-06-16 00:40:49.893336,0 days 00:00:05.771588,784.0,0.05,1m,1.3,1.2000000000000002,1.7000000000000002,912.0,,,,,,,,160.0,0.025,6m,1.5,0.6,1.2000000000000002,880.0,,,,,,,,,,,,,,,784.0,0.05,9m,0.5,1.2000000000000002,2.0,280.0,1016,0.025,10m,1.3,1.4,1.7000000000000002,728,128.0,0.025,6m,0.8,0.7,1.9000000000000001,320.0,592.0,0.025,3m,1.3,0.6,1.8000000000000003,296.0,752.0,0.05,7m,0.8,1.3,2.0,544.0,0.4,7,COMPLETE
35,35,-4.344837760256246,2025-06-16 00:40:49.981456,2025-06-16 00:40:57.016982,0 days 00:00:07.035526,912.0,0.05,7m,1.1,1.4,1.9000000000000001,264.0,312.0,0.025,5m,0.8,0.7,1.4000000000000001,144.0,464.0,0.025,9m,1.2000000000000002,0.9,1.3,144.0,,,,,,,,376.0,0.05,2m,0.8,0.7,2.0,16.0,600.0,0.05,10m,1.1,1.4,1.1,152.0,448,0.025,8m,1.0,0.5,1.5,576,248.0,0.025,3m,0.5,0.8,2.0,168.0,376.0,0.05,2m,1.5,1.0,1.9000000000000001,88.0,488.0,0.05,2m,0.5,0.8,1.7000000000000002,832.0,0.45,9,COMPLETE
36,36,-3.0069123522386594,2025-06-16 00:40:57.079725,2025-06-16 00:41:00.344320,0 days 00:00:03.264595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.0,0.05,8m,0.7,1.3,1.9000000000000001,384.0,288,0.025,4m,1.1,1.2000000000000002,1.9000000000000001,224,408.0,0.025,3m,0.8,0.6,1.7000000000000002,376.0,880.0,0.025,8m,1.1,1.3,1.6,192.0,,,,,,,,0.35000000000000003,4,COMPLETE
37,37,-4.7355173943652495,2025-06-16 00:41:00.404883,2025-06-16 00:41:05.293376,0 days 00:00:04.888493,,,,,,,,,,,,,,,248.0,0.025,7m,1.4,0.6,1.4000000000000001,600.0,,,,,,,,,,,,,,,40.0,0.025,1m,0.6,1.5,1.7000000000000002,448.0,192,0.025,7m,1.4,0.6,1.6,360,256.0,0.05,10m,1.4,1.2000000000000002,1.9000000000000001,304.0,88.0,0.05,4m,1.4,0.9,2.0,728.0,216.0,0.05,6m,0.7,1.1,1.8000000000000003,672.0,0.15000000000000002,6,COMPLETE
38,38,2.5555619444593707,2025-06-16 00:41:05.386367,2025-06-16 00:41:13.115274,0 days 00:00:07.728907,472.0,0.05,3m,0.9,1.4,1.9000000000000001,560.0,824.0,0.05,5m,1.3,1.2000000000000002,1.2000000000000002,680.0,96.0,0.05,4m,1.2000000000000002,0.9,1.2000000000000002,864.0,648.0,0.05,4m,1.1,1.1,1.7000000000000002,24.0,784.0,0.025,10m,1.3,1.5,1.6,248.0,800.0,0.05,6m,1.5,1.0,1.1,16.0,352,0.025,5m,1.3,0.7,1.8000000000000003,488,544.0,0.025,7m,0.6,0.6,1.1,432.0,464.0,0.025,10m,0.5,0.7,1.3,256.0,600.0,0.05,9m,0.9,1.3,1.9000000000000001,480.0,0.4,10,COMPLETE
39,39,-0.13936199115434314,2025-06-16 00:41:13.178608,2025-06-16 00:41:19.664339,0 days 00:00:06.485731,624.0,0.05,2m,1.4,1.2000000000000002,1.4000000000000001,744.0,600.0,0.05,7m,1.1,0.9,1.5,416.0,336.0,0.025,2m,1.5,0.7,1.5,320.0,,,,,,,,,,,,,,,456.0,0.05,5m,0.9,1.2000000000000002,1.3,424.0,264,0.05,2m,1.5,1.3,1.2000000000000002,104,816.0,0.025,2m,0.8,1.4,1.2000000000000002,88.0,392.0,0.05,5m,1.2000000000000002,1.1,1.7000000000000002,1008.0,960.0,0.05,4m,0.6,1.0,2.0,376.0,0.35000000000000003,8,COMPLETE
40,40,1.3645558598270833,2025-06-16 00:41:19.736151,2025-06-16 00:41:25.210148,0 days 00:00:05.473997,920.0,0.025,10m,0.8,1.1,1.7000000000000002,1024.0,,,,,,,,200.0,0.05,5m,1.4,0.5,1.3,512.0,,,,,,,,,,,,,,,576.0,0.025,6m,1.1,0.7,1.8000000000000003,256.0,568,0.025,1m,0.9,0.9,2.0,688,128.0,0.025,6m,1.1,1.0,1.6,208.0,576.0,0.025,2m,1.3,1.2000000000000002,1.9000000000000001,336.0,760.0,0.05,7m,1.5,0.7,1.7000000000000002,1016.0,0.3,7,COMPLETE
41,41,2.807479116860871,2025-06-16 00:41:25.268025,2025-06-16 00:41:33.172181,0 days 00:00:07.904156,336.0,0.05,3m,0.9,1.4,1.9000000000000001,592.0,832.0,0.05,5m,1.3,1.2000000000000002,1.2000000000000002,680.0,72.0,0.05,4m,1.2000000000000002,0.9,1.2000000000000002,856.0,664.0,0.05,4m,1.1,1.1,1.7000000000000002,24.0,832.0,0.025,10m,1.3,1.5,1.6,240.0,816.0,0.05,6m,1.4,1.0,1.1,16.0,360,0.025,5m,1.3,0.7,1.8000000000000003,504,312.0,0.025,7m,0.6,0.5,1.1,408.0,464.0,0.025,10m,0.5,0.7,1.3,256.0,648.0,0.05,9m,1.1,1.4,1.9000000000000001,584.0,0.4,10,COMPLETE
42,42,1.2673457752201904,2025-06-16 00:41:33.241093,2025-06-16 00:41:41.034519,0 days 00:00:07.793426,264.0,0.05,3m,1.0,1.4,2.0,480.0,824.0,0.05,5m,1.3,1.3,1.2000000000000002,784.0,80.0,0.05,4m,1.1,1.1,1.2000000000000002,912.0,664.0,0.05,8m,1.1,1.1,1.7000000000000002,80.0,832.0,0.025,10m,1.4,1.3,1.8000000000000003,520.0,672.0,0.05,6m,1.5,0.9,1.2000000000000002,80.0,504,0.025,5m,1.4,0.5,1.9000000000000001,560,288.0,0.025,8m,0.5,0.5,1.1,280.0,320.0,0.025,10m,0.6,0.7,1.3,152.0,712.0,0.05,9m,1.1,1.5,1.9000000000000001,576.0,0.4,10,COMPLETE
43,43,-8.758442299210133,2025-06-16 00:41:41.112640,2025-06-16 00:41:47.924312,0 days 00:00:06.811672,464.0,0.05,6m,0.8,1.3,1.9000000000000001,632.0,936.0,0.05,5m,1.4,1.0,1.1,600.0,88.0,0.05,3m,1.2000000000000002,0.8,1.1,704.0,,,,,,,,1024.0,0.025,1m,1.1,1.1,1.3,264.0,712.0,0.05,10m,1.4,0.8,1.1,72.0,64,0.025,5m,1.2000000000000002,0.8,1.7000000000000002,504,184.0,0.025,7m,0.7,0.5,1.2000000000000002,616.0,168.0,0.025,10m,0.8,0.5,1.2000000000000002,64.0,496.0,0.05,9m,1.1,1.4,1.9000000000000001,704.0,0.45,9,COMPLETE
44,44,-8.261828998042427,2025-06-16 00:41:48.021668,2025-06-16 00:41:55.421646,0 days 00:00:07.399978,280.0,0.05,5m,1.1,1.5,2.0,864.0,656.0,0.05,8m,1.2000000000000002,1.5,1.3,792.0,192.0,0.05,8m,0.7,1.0,1.4000000000000001,800.0,744.0,0.025,7m,0.5,0.5,1.1,592.0,704.0,0.025,10m,1.5,1.5,1.5,864.0,960.0,0.05,6m,1.3,1.0,1.2000000000000002,176.0,392,0.025,7m,1.3,0.6,1.8000000000000003,632,320.0,0.025,7m,0.6,0.7,1.3,344.0,632.0,0.025,1m,0.9,0.6,1.4000000000000001,416.0,360.0,0.05,4m,1.3,1.2000000000000002,1.8000000000000003,792.0,0.4,10,COMPLETE
45,45,-1.1670281008825139,2025-06-16 00:41:55.499952,2025-06-16 00:42:02.452853,0 days 00:00:06.952901,584.0,0.05,8m,1.4,1.4,1.9000000000000001,928.0,456.0,0.025,6m,1.4,1.1,1.4000000000000001,952.0,16.0,0.05,4m,1.0,0.9,1.9000000000000001,936.0,,,,,,,,880.0,0.025,8m,1.3,1.3,1.2000000000000002,608.0,816.0,0.05,8m,0.9,1.3,1.4000000000000001,728.0,176,0.025,10m,0.5,0.7,1.9000000000000001,440,960.0,0.025,4m,1.2000000000000002,0.6,1.1,440.0,512.0,0.025,4m,0.7,0.6,1.5,120.0,632.0,0.05,3m,1.0,0.8,2.0,512.0,0.5,9,COMPLETE
46,46,0.8645751364556968,2025-06-16 00:42:02.533058,2025-06-16 00:42:08.531411,0 days 00:00:05.998353,728.0,0.05,3m,0.8,1.2000000000000002,2.0,704.0,808.0,0.05,9m,1.1,0.8,1.2000000000000002,408.0,232.0,0.025,8m,1.3,1.0,1.3,808.0,,,,,,,,,,,,,,,920.0,0.05,9m,1.3,1.1,1.3,552.0,536,0.025,9m,1.0,1.0,1.6,520,96.0,0.025,10m,0.7,0.5,1.4000000000000001,536.0,696.0,0.025,9m,1.4,0.7,1.1,552.0,848.0,0.05,4m,0.9,1.5,1.8000000000000003,600.0,0.35000000000000003,8,COMPLETE
47,47,-1.8091328101644504,2025-06-16 00:42:08.598541,2025-06-16 00:42:11.867325,0 days 00:00:03.268784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.0,0.025,2m,1.0,1.4,1.1,64.0,136,0.05,3m,0.7,0.9,2.0,752,384.0,0.025,5m,0.5,0.8,1.3,880.0,248.0,0.05,3m,0.6,0.8,1.2000000000000002,176.0,,,,,,,,0.45,4,COMPLETE
48,48,4.402039153646458,2025-06-16 00:42:11.937763,2025-06-16 00:42:15.767399,0 days 00:00:03.829636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0,0.025,6m,0.5,1.5,1.2000000000000002,232.0,432,0.025,1m,1.4,1.1,1.8000000000000003,400,1008.0,0.025,3m,1.2000000000000002,1.2000000000000002,1.2000000000000002,64.0,432.0,0.025,5m,0.8,0.6,1.8000000000000003,272.0,200.0,0.025,6m,0.5,1.3,1.3,672.0,0.05,5,COMPLETE
49,49,0.9050348822018212,2025-06-16 00:42:15.840556,2025-06-16 00:42:19.638797,0 days 00:00:03.798241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.0,0.025,6m,0.5,1.5,1.2000000000000002,120.0,616,0.025,1m,1.5,1.1,1.9000000000000001,304,1024.0,0.025,7m,1.0,1.2000000000000002,1.1,72.0,424.0,0.025,5m,0.8,0.5,1.8000000000000003,288.0,720.0,0.025,6m,1.1,1.3,1.2000000000000002,664.0,0.1,5,COMPLETE
50,50,-1.5490812709641106,2025-06-16 00:42:19.694417,2025-06-16 00:42:21.384292,0 days 00:00:01.689875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,0.05,1m,1.4,1.2000000000000002,1.2000000000000002,400,,,,,,,,536.0,0.025,5m,1.0,0.6,1.8000000000000003,400.0,,,,,,,,0.15000000000000002,2,COMPLETE
51,51,1.031538889300923,2025-06-16 00:42:21.440294,2025-06-16 00:42:25.252810,0 days 00:00:03.812516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.0,0.025,6m,0.6,1.5,1.3,232.0,360,0.025,1m,1.3,1.2000000000000002,1.8000000000000003,448,952.0,0.025,3m,1.2000000000000002,1.3,1.2000000000000002,168.0,448.0,0.025,5m,0.5,0.6,2.0,224.0,168.0,0.025,6m,0.5,1.4,1.4000000000000001,528.0,0.25,5,COMPLETE
52,52,-1.0738491218309523,2025-06-16 00:42:25.320151,2025-06-16 00:42:29.841633,0 days 00:00:04.521482,,,,,,,,,,,,,,,416.0,0.05,9m,1.4,0.7,1.2000000000000002,680.0,,,,,,,,,,,,,,,496.0,0.025,6m,0.5,1.4,1.2000000000000002,312.0,224,0.025,5m,1.4,1.1,1.7000000000000002,1024,856.0,0.025,3m,1.3,1.4,1.1,48.0,296.0,0.025,7m,0.7,0.7,1.9000000000000001,48.0,224.0,0.025,6m,0.5,1.2000000000000002,1.5,704.0,0.05,6,COMPLETE
53,53,0.5315691536781411,2025-06-16 00:42:29.950614,2025-06-16 00:42:35.248465,0 days 00:00:05.297851,864.0,0.05,4m,1.0,1.3,1.7000000000000002,824.0,,,,,,,,944.0,0.025,8m,1.3,1.1,1.5,600.0,,,,,,,,,,,,,,,624.0,0.025,8m,0.7,1.3,1.2000000000000002,56.0,408,0.025,1m,1.2000000000000002,1.3,1.8000000000000003,544,992.0,0.025,2m,1.2000000000000002,1.3,1.3,144.0,392.0,0.025,6m,0.6,0.5,2.0,336.0,360.0,0.025,9m,0.6,1.3,1.3,920.0,0.3,7,COMPLETE
54,54,-0.20837609876301255,2025-06-16 00:42:35.322282,2025-06-16 00:42:39.390441,0 days 00:00:04.068159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,0.025,3m,0.6,1.5,1.1,168.0,296,0.025,7m,0.6,1.0,1.9000000000000001,920,824.0,0.025,3m,1.3,1.1,1.2000000000000002,728.0,1024.0,0.025,2m,1.0,0.8,1.7000000000000002,248.0,24.0,0.025,2m,0.5,1.5,1.2000000000000002,624.0,0.1,5,COMPLETE
55,55,-6.885351719308836,2025-06-16 00:42:39.457616,2025-06-16 00:42:44.094209,0 days 00:00:04.636593,,,,,,,,,,,,,,,1024.0,0.05,4m,1.0,0.8,1.1,1024.0,,,,,,,,,,,,,,,752.0,0.025,7m,0.5,1.3,1.4000000000000001,480.0,472,0.025,4m,1.1,1.2000000000000002,2.0,352,904.0,0.025,9m,1.1,1.2000000000000002,2.0,496.0,944.0,0.025,5m,1.1,0.9,1.9000000000000001,840.0,800.0,0.05,1m,0.6,1.2000000000000002,2.0,568.0,0.35000000000000003,6,COMPLETE
56,56,-57.163852846342294,2025-06-16 00:42:44.176845,2025-06-16 00:42:47.234682,0 days 00:00:03.057837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,0.025,4m,0.8,1.4,2.0,584.0,352,0.025,6m,0.8,0.8,1.5,272,1000.0,0.025,1m,1.0,1.5,1.1,16.0,624.0,0.025,10m,0.8,1.5,2.0,160.0,,,,,,,,0.4,4,COMPLETE
57,57,1.8287037571322977,2025-06-16 00:42:47.349424,2025-06-16 00:43:04.153387,0 days 00:00:16.803963,24.0,0.025,9m,0.6,1.0,1.9000000000000001,976.0,192.0,0.05,4m,0.9,1.2000000000000002,1.3,32.0,624.0,0.025,3m,1.5,0.6,1.4000000000000001,744.0,152.0,0.05,4m,1.3,1.3,1.8000000000000003,376.0,488.0,0.025,2m,1.0,1.0,1.8000000000000003,400.0,504.0,0.025,6m,1.2000000000000002,1.0,1.6,200.0,920,0.025,10m,1.3,1.1,1.8000000000000003,616,280.0,0.05,3m,1.4,0.5,1.5,1016.0,208.0,0.025,2m,1.4,0.6,1.4000000000000001,112.0,168.0,0.025,5m,0.7,1.1,1.4000000000000001,456.0,0.2,10,COMPLETE
58,58,-8.06532261468746,2025-06-16 00:43:04.290090,2025-06-16 00:43:15.123071,0 days 00:00:10.832981,784.0,0.05,1m,0.9,1.5,1.6,352.0,920.0,0.025,10m,1.5,1.0,1.1,208.0,144.0,0.05,1m,1.2000000000000002,1.5,2.0,112.0,,,,,,,,936.0,0.05,6m,1.4,1.4,1.5,144.0,856.0,0.05,6m,1.4,1.2000000000000002,1.9000000000000001,656.0,272,0.025,8m,1.5,1.4,1.6,392,200.0,0.025,3m,0.7,1.0,1.8000000000000003,216.0,488.0,0.05,8m,1.3,0.8,1.5,216.0,280.0,0.05,10m,1.3,0.9,1.6,752.0,0.45,9,COMPLETE
59,59,-1.49216748701088,2025-06-16 00:43:15.199060,2025-06-16 00:43:17.544540,0 days 00:00:02.345480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,0.05,9m,1.0,1.1,1.8000000000000003,472,480.0,0.025,2m,1.2000000000000002,0.6,1.2000000000000002,360.0,336.0,0.025,5m,1.3,0.7,1.3,464.0,,,,,,,,0.5,3,COMPLETE
60,60,-0.6834414698202478,2025-06-16 00:43:17.618442,2025-06-16 00:43:22.150008,0 days 00:00:04.531566,,,,,,,,,,,,,,,720.0,0.025,6m,0.8,0.8,1.6,16.0,,,,,,,,,,,,,,,552.0,0.025,8m,0.5,0.8,1.5,112.0,328,0.025,2m,1.2000000000000002,0.6,1.3,120,920.0,0.025,8m,1.4,1.4,2.0,96.0,800.0,0.025,1m,1.5,1.4,1.9000000000000001,336.0,88.0,0.05,4m,0.8,1.4,1.7000000000000002,392.0,0.25,6,COMPLETE
61,61,1.2624833977507766,2025-06-16 00:43:22.217787,2025-06-16 00:43:29.795670,0 days 00:00:07.577883,448.0,0.05,3m,0.9,1.4,1.9000000000000001,552.0,840.0,0.05,5m,1.3,1.2000000000000002,1.2000000000000002,672.0,96.0,0.05,4m,1.1,0.9,1.2000000000000002,848.0,712.0,0.05,4m,1.0,1.0,1.6,24.0,760.0,0.025,10m,1.3,1.5,1.6,232.0,800.0,0.05,6m,1.5,1.0,1.1,40.0,384,0.025,5m,1.3,0.7,1.8000000000000003,496,24.0,0.025,7m,0.6,0.6,1.1,440.0,448.0,0.025,10m,0.5,0.7,1.2000000000000002,264.0,624.0,0.05,9m,0.5,1.3,1.9000000000000001,488.0,0.4,10,COMPLETE
62,62,-0.6712200538924349,2025-06-16 00:43:29.870567,2025-06-16 00:43:37.427490,0 days 00:00:07.556923,184.0,0.05,3m,0.8,1.4,2.0,592.0,752.0,0.05,5m,1.3,1.3,1.2000000000000002,720.0,80.0,0.05,4m,1.2000000000000002,0.9,1.2000000000000002,968.0,560.0,0.05,4m,1.1,1.1,1.8000000000000003,256.0,784.0,0.025,10m,1.2000000000000002,1.4,1.6,240.0,656.0,0.05,6m,1.5,0.9,1.1,32.0,424,0.025,5m,1.3,0.7,1.7000000000000002,496,600.0,0.025,7m,0.6,0.7,1.1,448.0,480.0,0.025,10m,0.5,0.7,1.3,280.0,576.0,0.05,9m,0.9,1.2000000000000002,1.9000000000000001,504.0,0.4,10,COMPLETE
63,63,-1.5743718521258265,2025-06-16 00:43:37.520450,2025-06-16 00:43:45.091454,0 days 00:00:07.571004,472.0,0.05,3m,0.7,1.3,1.8000000000000003,496.0,1024.0,0.05,5m,1.4,1.3,1.1,912.0,48.0,0.05,4m,1.4,1.0,1.3,808.0,848.0,0.05,1m,1.3,1.3,1.4000000000000001,744.0,584.0,0.025,10m,1.4,1.5,1.8000000000000003,344.0,752.0,0.05,6m,1.4,1.0,1.1,96.0,344,0.025,5m,1.2000000000000002,0.6,1.9000000000000001,64,536.0,0.025,7m,0.5,1.3,1.2000000000000002,416.0,552.0,0.025,10m,0.6,0.9,1.4000000000000001,224.0,672.0,0.05,9m,0.9,1.3,2.0,336.0,0.4,10,COMPLETE
64,64,-2.135216581380441,2025-06-16 00:43:45.178234,2025-06-16 00:43:52.384197,0 days 00:00:07.205963,368.0,0.05,7m,1.0,1.2000000000000002,1.2000000000000002,576.0,624.0,0.05,1m,1.2000000000000002,1.1,1.3,584.0,304.0,0.05,5m,1.2000000000000002,1.1,1.2000000000000002,920.0,,,,,,,,880.0,0.025,7m,1.3,1.2000000000000002,1.7000000000000002,592.0,888.0,0.05,6m,0.6,1.1,1.2000000000000002,1008.0,536,0.025,3m,1.4,0.8,1.8000000000000003,328,536.0,0.025,7m,0.6,0.5,1.1,272.0,112.0,0.025,2m,0.5,0.6,1.3,368.0,624.0,0.05,8m,1.0,1.4,1.9000000000000001,456.0,0.35000000000000003,9,COMPLETE
65,65,-0.11936255389862166,2025-06-16 00:43:52.451003,2025-06-16 00:43:58.771558,0 days 00:00:06.320555,648.0,0.05,9m,1.2000000000000002,1.5,1.9000000000000001,424.0,416.0,0.05,3m,1.3,0.8,1.4000000000000001,712.0,176.0,0.05,1m,1.3,0.9,1.1,248.0,,,,,,,,,,,,,,,616.0,0.05,1m,1.5,1.4,1.3,24.0,240,0.025,5m,1.1,1.3,1.7000000000000002,184,136.0,0.025,3m,1.3,0.6,1.9000000000000001,400.0,472.0,0.025,7m,0.6,0.5,1.1,136.0,544.0,0.05,9m,0.6,1.0,2.0,640.0,0.45,8,COMPLETE
66,66,-0.41687877852010935,2025-06-16 00:43:58.846244,2025-06-16 00:44:01.184711,0 days 00:00:02.338467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,0.025,4m,1.1,1.2000000000000002,1.9000000000000001,600,776.0,0.025,4m,0.7,0.6,1.1,472.0,528.0,0.025,10m,1.2000000000000002,1.0,1.8000000000000003,312.0,,,,,,,,0.35000000000000003,3,COMPLETE
67,67,-3.4999233930827747,2025-06-16 00:44:01.249056,2025-06-16 00:44:08.600414,0 days 00:00:07.351358,544.0,0.05,7m,0.7,1.4,1.8000000000000003,192.0,872.0,0.05,2m,1.4,1.4,1.6,496.0,56.0,0.05,2m,1.3,0.7,1.3,760.0,,,,,,,,344.0,0.025,9m,1.2000000000000002,1.4,1.4000000000000001,136.0,704.0,0.05,2m,1.3,1.5,1.8000000000000003,144.0,288,0.025,7m,1.3,0.7,2.0,424,968.0,0.025,5m,1.1,0.7,1.2000000000000002,520.0,896.0,0.025,9m,0.5,0.8,1.3,200.0,472.0,0.05,4m,0.7,1.1,1.9000000000000001,696.0,0.3,9,COMPLETE
68,68,1.6026976454413961,2025-06-16 00:44:08.678603,2025-06-16 00:44:16.646767,0 days 00:00:07.968164,1008.0,0.05,10m,1.4,1.5,2.0,976.0,760.0,0.05,7m,1.1,1.2000000000000002,1.2000000000000002,864.0,136.0,0.05,10m,1.1,0.5,1.3,416.0,488.0,0.05,9m,0.9,0.9,1.8000000000000003,176.0,760.0,0.025,4m,1.4,1.2000000000000002,1.6,888.0,816.0,0.05,5m,0.7,0.8,1.9000000000000001,16.0,472,0.025,1m,1.2000000000000002,0.8,1.9000000000000001,544,680.0,0.025,3m,0.5,0.5,1.4000000000000001,632.0,568.0,0.025,6m,0.9,1.3,1.6,248.0,704.0,0.05,3m,1.2000000000000002,1.3,1.8000000000000003,600.0,0.4,10,COMPLETE
69,69,3.760589692210596,2025-06-16 00:44:16.758912,2025-06-16 00:44:20.823898,0 days 00:00:04.064986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,0.025,6m,0.5,1.4,2.0,880.0,72,0.05,10m,1.4,0.9,1.8000000000000003,864,336.0,0.025,9m,0.6,1.1,1.8000000000000003,344.0,360.0,0.05,2m,1.0,0.6,2.0,88.0,816.0,0.05,6m,0.5,1.4,1.1,232.0,0.05,5,COMPLETE
