,number,value,datetime_start,datetime_complete,duration,params_AMZN_CTAS_beta_win,params_AMZN_CTAS_stop_loss,params_AMZN_CTAS_trade_freq,params_AMZN_CTAS_z_entry,params_AMZN_CTAS_z_exit,params_AMZN_CTAS_z_stop_scaler,params_AMZN_CTAS_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_CSGP_PYPL_beta_win,params_CSGP_PYPL_stop_loss,params_CSGP_PYPL_trade_freq,params_CSGP_PYPL_z_entry,params_CSGP_PYPL_z_exit,params_CSGP_PYPL_z_stop_scaler,params_CSGP_PYPL_z_win,params_DASH_LIN_beta_win,params_DASH_LIN_stop_loss,params_DASH_LIN_trade_freq,params_DASH_LIN_z_entry,params_DASH_LIN_z_exit,params_DASH_LIN_z_stop_scaler,params_DASH_LIN_z_win,params_DASH_PCAR_beta_win,params_DASH_PCAR_stop_loss,params_DASH_PCAR_trade_freq,params_DASH_PCAR_z_entry,params_DASH_PCAR_z_exit,params_DASH_PCAR_z_stop_scaler,params_DASH_PCAR_z_win,params_DXCM_PYPL_beta_win,params_DXCM_PYPL_stop_loss,params_DXCM_PYPL_trade_freq,params_DXCM_PYPL_z_entry,params_DXCM_PYPL_z_exit,params_DXCM_PYPL_z_stop_scaler,params_DXCM_PYPL_z_win,params_ISRG_MRVL_beta_win,params_ISRG_MRVL_stop_loss,params_ISRG_MRVL_trade_freq,params_ISRG_MRVL_z_entry,params_ISRG_MRVL_z_exit,params_ISRG_MRVL_z_stop_scaler,params_ISRG_MRVL_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_MCHP_PYPL_beta_win,params_MCHP_PYPL_stop_loss,params_MCHP_PYPL_trade_freq,params_MCHP_PYPL_z_entry,params_MCHP_PYPL_z_exit,params_MCHP_PYPL_z_stop_scaler,params_MCHP_PYPL_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
30,30,0.043323646837632866,2025-06-16 00:40:11.434488,2025-06-16 00:40:14.152946,0 days 00:00:02.718458,,,,,,,,,,,,,,,1016.0,0.05,5m,0.9,1.4,1.1,608.0,,,,,,,,752,0.05,7m,0.7,0.7,1.7000000000000002,600,,,,,,,,,,,,,,,,,,,,,,912.0,0.05,9m,1.1,0.8,1.7000000000000002,752.0,,,,,,,,0.25,3,COMPLETE
31,31,1.054953118107569,2025-06-16 00:40:14.217507,2025-06-16 00:40:16.809936,0 days 00:00:02.592429,,,,,,,,,,,,,,,568.0,0.05,5m,1.4,1.0,1.2000000000000002,696.0,,,,,,,,624,0.05,5m,1.2000000000000002,1.0,1.1,392,,,,,,,,,,,,,,,,,,,,,,792.0,0.025,9m,1.1,0.8,1.4000000000000001,928.0,,,,,,,,0.3,3,COMPLETE
32,32,-0.2853689468740949,2025-06-16 00:40:16.873183,2025-06-16 00:40:19.506141,0 days 00:00:02.632958,,,,,,,,,,,,,,,392.0,0.05,5m,1.5,0.9,1.2000000000000002,656.0,,,,,,,,568,0.05,5m,1.2000000000000002,1.0,1.1,336,,,,,,,,,,,,,,,,,,,,,,784.0,0.025,9m,1.1,0.8,1.4000000000000001,936.0,,,,,,,,0.3,3,COMPLETE
33,33,-0.22296829316350536,2025-06-16 00:40:19.582838,2025-06-16 00:40:20.571862,0 days 00:00:00.989024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,0.05,5m,1.0,1.1,1.7000000000000002,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
34,34,0.1462921751205989,2025-06-16 00:40:20.627369,2025-06-16 00:40:23.153576,0 days 00:00:02.526207,,,,,,,,,,,,,,,568.0,0.05,5m,1.5,1.0,1.1,392.0,,,,,,,,816,0.05,5m,1.1,0.9,1.9000000000000001,208,,,,,,,,,,,,,,,,,,,,,,920.0,0.025,9m,1.2000000000000002,0.7,1.5,1016.0,,,,,,,,0.3,3,COMPLETE
35,35,-0.19611449259180272,2025-06-16 00:40:23.212384,2025-06-16 00:40:25.048700,0 days 00:00:01.836316,,,,,,,,,,,,,,,792.0,0.05,10m,1.4,1.0,1.3,704.0,,,,,,,,720,0.025,7m,1.0,0.7,1.1,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
36,36,-1.6202028287827381,2025-06-16 00:40:25.124781,2025-06-16 00:40:28.607275,0 days 00:00:03.482494,,,,,,,,1016.0,0.05,10m,0.8,1.5,1.8000000000000003,80.0,640.0,0.05,3m,1.2000000000000002,1.3,1.4000000000000001,976.0,,,,,,,,592,0.05,6m,1.2000000000000002,0.9,1.5,88,,,,,,,,,,,,,,,,,,,,,,592.0,0.025,9m,1.3,0.9,1.4000000000000001,800.0,,,,,,,,0.15000000000000002,4,COMPLETE
37,37,-1.8330430765482912,2025-06-16 00:40:28.683280,2025-06-16 00:40:33.740585,0 days 00:00:05.057305,,,,,,,,768.0,0.05,3m,0.7,1.4,1.6,640.0,408.0,0.05,9m,1.3,1.2000000000000002,1.5,576.0,984.0,0.025,2m,1.2000000000000002,0.5,1.8000000000000003,720.0,960,0.025,10m,0.9,0.5,1.7000000000000002,456,712.0,0.05,6m,1.0,1.5,1.1,80.0,,,,,,,,,,,,,,,776.0,0.025,7m,1.1,0.9,1.3,928.0,,,,,,,,0.35000000000000003,6,COMPLETE
38,38,-1.4689041639974083,2025-06-16 00:40:33.821807,2025-06-16 00:40:39.666404,0 days 00:00:05.844597,,,,,,,,128.0,0.05,6m,0.5,1.1,2.0,136.0,904.0,0.05,5m,1.2000000000000002,0.8,1.2000000000000002,448.0,600.0,0.05,1m,1.4,0.8,1.5,424.0,296,0.05,8m,1.3,1.0,1.6,520,368.0,0.025,3m,0.8,1.3,1.4000000000000001,552.0,392.0,0.025,8m,1.1,1.5,1.4000000000000001,600.0,,,,,,,,952.0,0.025,2m,1.0,0.7,1.6,616.0,,,,,,,,0.3,7,COMPLETE
39,39,-0.5458654760099425,2025-06-16 00:40:39.742254,2025-06-16 00:40:44.127937,0 days 00:00:04.385683,,,,,,,,752.0,0.05,1m,1.5,1.1,1.6,352.0,248.0,0.05,3m,0.6,1.2000000000000002,1.4000000000000001,856.0,152.0,0.025,9m,0.5,1.4,1.1,192.0,640,0.05,5m,0.6,0.6,1.2000000000000002,384,,,,,,,,,,,,,,,,,,,,,,776.0,0.05,3m,1.0,1.0,1.2000000000000002,936.0,,,,,,,,0.25,5,COMPLETE
40,40,0.16991512793867145,2025-06-16 00:40:44.206756,2025-06-16 00:40:47.652680,0 days 00:00:03.445924,,,,,,,,888.0,0.05,7m,0.9,1.3,1.1,568.0,832.0,0.025,8m,1.4,1.0,1.1,664.0,,,,,,,,536,0.025,7m,1.2000000000000002,0.8,1.8000000000000003,320,,,,,,,,,,,,,,,,,,,,,,624.0,0.025,8m,1.4,0.6,1.5,416.0,,,,,,,,0.35000000000000003,4,COMPLETE
41,41,0.2704887835153079,2025-06-16 00:40:47.747115,2025-06-16 00:40:51.152376,0 days 00:00:03.405261,,,,,,,,296.0,0.025,5m,1.2000000000000002,0.8,1.5,760.0,720.0,0.05,4m,1.4,1.1,1.2000000000000002,792.0,,,,,,,,624,0.05,2m,1.5,1.5,1.3,400,,,,,,,,,,,,,,,,,,,,,,768.0,0.025,6m,0.8,0.7,1.3,848.0,,,,,,,,0.4,4,COMPLETE
42,42,-0.10659892014719277,2025-06-16 00:40:51.221416,2025-06-16 00:40:53.724364,0 days 00:00:02.502948,,,,,,,,,,,,,,,552.0,0.05,4m,1.5,1.1,1.2000000000000002,744.0,,,,,,,,688,0.05,9m,1.4,1.0,1.1,472,,,,,,,,,,,,,,,,,,,,,,728.0,0.025,9m,0.9,1.4,1.4000000000000001,816.0,,,,,,,,0.3,3,COMPLETE
43,43,0.3613226708836049,2025-06-16 00:40:53.801927,2025-06-16 00:40:55.682356,0 days 00:00:01.880429,,,,,,,,,,,,,,,664.0,0.05,5m,1.4,0.9,1.3,888.0,,,,,,,,608,0.05,10m,1.3,1.4,1.6,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
44,44,-0.05148735438140245,2025-06-16 00:40:55.770063,2025-06-16 00:40:59.138413,0 days 00:00:03.368350,,,,,,,,528.0,0.025,4m,1.1,0.6,1.3,936.0,456.0,0.05,2m,1.3,1.2000000000000002,1.2000000000000002,624.0,,,,,,,,448,0.05,7m,1.4,0.9,1.3,296,,,,,,,,,,,,,,,,,,,,,,856.0,0.025,4m,0.8,1.0,1.3,912.0,,,,,,,,0.2,4,COMPLETE
45,45,0.2499958057223427,2025-06-16 00:40:59.205013,2025-06-16 00:41:01.739548,0 days 00:00:02.534535,,,,,,,,,,,,,,,600.0,0.05,9m,1.4,0.8,1.1,800.0,,,,,,,,776,0.05,4m,1.3,1.1,2.0,544,,,,,,,,,,,,,,,,,,,,,,480.0,0.025,10m,1.3,1.4,1.2000000000000002,704.0,,,,,,,,0.3,3,COMPLETE
46,46,0.0685495623762298,2025-06-16 00:41:01.812039,2025-06-16 00:41:05.352433,0 days 00:00:03.540394,,,,,,,,152.0,0.025,2m,1.3,0.9,1.3,1024.0,48.0,0.05,10m,1.5,0.5,1.7000000000000002,992.0,,,,,,,,560,0.05,2m,1.5,1.2000000000000002,1.2000000000000002,376,,,,,,,,,,,,,,,,,,,,,,624.0,0.025,9m,1.0,0.5,1.4000000000000001,960.0,,,,,,,,0.35000000000000003,4,COMPLETE
47,47,-2.1376013762372774,2025-06-16 00:41:05.414409,2025-06-16 00:41:06.301194,0 days 00:00:00.886785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.05,5m,0.5,0.7,1.5,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
48,48,0.6093956031570434,2025-06-16 00:41:06.351897,2025-06-16 00:41:08.241361,0 days 00:00:01.889464,,,,,,,,,,,,,,,328.0,0.05,4m,1.3,1.3,1.5,536.0,,,,,,,,832,0.05,3m,1.0,0.8,1.3,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
49,49,-0.4136012810911518,2025-06-16 00:41:08.292539,2025-06-16 00:41:10.910794,0 days 00:00:02.618255,,,,,,,,,,,,,,,736.0,0.05,3m,1.2000000000000002,1.0,1.3,744.0,,,,,,,,200,0.05,9m,0.8,1.5,1.4000000000000001,568,,,,,,,,,,,,,,,,,,,,,,872.0,0.025,4m,1.1,1.1,1.5,616.0,,,,,,,,0.2,3,COMPLETE
50,50,-4.179802485761695,2025-06-16 00:41:10.990398,2025-06-16 00:41:15.075794,0 days 00:00:04.085396,,,,,,,,424.0,0.025,2m,1.1,1.0,1.3,936.0,528.0,0.05,1m,0.8,1.5,2.0,1024.0,808.0,0.05,3m,1.1,1.3,2.0,784.0,696,0.05,1m,1.0,1.0,1.9000000000000001,424,,,,,,,,,,,,,,,,,,,,,,568.0,0.025,7m,1.2000000000000002,1.2000000000000002,1.3,1024.0,,,,,,,,0.35000000000000003,5,COMPLETE
51,51,0.32399496920443616,2025-06-16 00:41:15.148965,2025-06-16 00:41:16.938453,0 days 00:00:01.789488,,,,,,,,,,,,,,,184.0,0.05,4m,1.4,1.3,1.6,520.0,,,,,,,,832,0.05,3m,1.0,0.8,1.3,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
52,52,-0.4064443386013498,2025-06-16 00:41:17.001251,2025-06-16 00:41:18.866952,0 days 00:00:01.865701,,,,,,,,,,,,,,,304.0,0.05,4m,1.3,1.3,1.7000000000000002,576.0,,,,,,,,744,0.05,3m,1.1,0.9,1.3,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
53,53,1.127228414011021,2025-06-16 00:41:18.921045,2025-06-16 00:41:19.947820,0 days 00:00:01.026775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,0.05,3m,0.9,0.8,1.2000000000000002,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
54,54,1.606959842817052,2025-06-16 00:41:20.004969,2025-06-16 00:41:20.901277,0 days 00:00:00.896308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,0.05,7m,0.9,0.7,1.1,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
55,55,1.0195402145093084,2025-06-16 00:41:20.993237,2025-06-16 00:41:21.915074,0 days 00:00:00.921837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,0.05,7m,0.8,0.7,1.1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
56,56,2.123183328022208,2025-06-16 00:41:21.985137,2025-06-16 00:41:23.007189,0 days 00:00:01.022052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,0.05,7m,0.9,0.6,1.1,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
57,57,3.639209248468763,2025-06-16 00:41:23.055879,2025-06-16 00:41:24.005454,0 days 00:00:00.949575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,0.05,7m,0.8,0.6,1.1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
58,58,0.9090837406634806,2025-06-16 00:41:24.071496,2025-06-16 00:41:25.056259,0 days 00:00:00.984763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,0.05,7m,0.9,0.6,1.1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
59,59,-3.2484100309318107,2025-06-16 00:41:25.126689,2025-06-16 00:41:26.105785,0 days 00:00:00.979096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016,0.05,3m,0.7,0.6,1.2000000000000002,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
60,60,-0.21258747380834386,2025-06-16 00:41:26.157164,2025-06-16 00:41:27.161682,0 days 00:00:01.004518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,0.05,6m,0.8,0.5,1.1,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
61,61,2.063144881947621,2025-06-16 00:41:27.211467,2025-06-16 00:41:28.149817,0 days 00:00:00.938350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,0.05,7m,0.8,0.7,1.1,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
62,62,1.669984708973109,2025-06-16 00:41:28.208264,2025-06-16 00:41:29.216384,0 days 00:00:01.008120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,0.05,7m,0.8,0.6,1.1,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
63,63,1.3742329731423693,2025-06-16 00:41:29.283740,2025-06-16 00:41:30.242220,0 days 00:00:00.958480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,0.05,7m,0.9,0.6,1.2000000000000002,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
64,64,-0.388272728888914,2025-06-16 00:41:30.334038,2025-06-16 00:41:31.344079,0 days 00:00:01.010041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,0.05,7m,0.8,0.5,1.1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
65,65,1.1323589800392255,2025-06-16 00:41:31.392529,2025-06-16 00:41:32.452693,0 days 00:00:01.060164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,0.05,7m,0.8,0.6,1.2000000000000002,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
66,66,3.0201448260923835,2025-06-16 00:41:32.494057,2025-06-16 00:41:33.399623,0 days 00:00:00.905566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,0.05,7m,0.7,0.5,1.1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
67,67,-0.1122737156889122,2025-06-16 00:41:33.452052,2025-06-16 00:41:35.156865,0 days 00:00:01.704813,,,,,,,,,,,,,,,112.0,0.025,6m,0.5,0.7,1.8000000000000003,144.0,,,,,,,,1024,0.05,7m,0.6,0.5,1.1,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
68,68,2.5962792271391577,2025-06-16 00:41:35.215599,2025-06-16 00:41:36.152257,0 days 00:00:00.936658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,0.05,7m,0.7,0.7,1.1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
69,69,3.202184656532095,2025-06-16 00:41:36.215354,2025-06-16 00:41:37.977942,0 days 00:00:01.762588,,,,,,,,,,,,,,,24.0,0.025,9m,0.9,0.5,1.9000000000000001,328.0,,,,,,,,936,0.05,7m,0.7,0.5,1.2000000000000002,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
70,70,0.3553957177608866,2025-06-16 00:41:38.036468,2025-06-16 00:41:39.898186,0 days 00:00:01.861718,,,,,,,,,,,,,,,216.0,0.025,9m,0.9,0.5,1.9000000000000001,280.0,,,,,,,,928,0.05,7m,0.7,0.5,1.2000000000000002,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
71,71,-0.34439631326236464,2025-06-16 00:41:39.968759,2025-06-16 00:41:40.915872,0 days 00:00:00.947113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,0.05,7m,0.7,0.6,1.1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
72,72,3.044872480283085,2025-06-16 00:41:40.981412,2025-06-16 00:41:42.644621,0 days 00:00:01.663209,,,,,,,,,,,,,,,80.0,0.025,9m,1.0,0.6,1.8000000000000003,176.0,,,,,,,,936,0.05,7m,0.7,0.5,1.1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
73,73,2.4311140561275857,2025-06-16 00:41:42.688626,2025-06-16 00:41:44.444104,0 days 00:00:01.755478,,,,,,,,,,,,,,,32.0,0.025,9m,1.0,0.6,1.9000000000000001,192.0,,,,,,,,920,0.05,7m,0.7,0.5,1.1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
74,74,-0.528841389314011,2025-06-16 00:41:44.489376,2025-06-16 00:41:46.207183,0 days 00:00:01.717807,,,,,,,,,,,,,,,24.0,0.025,9m,1.0,0.6,1.9000000000000001,192.0,,,,,,,,944,0.05,9m,0.6,0.5,1.2000000000000002,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
75,75,-0.7494211013932709,2025-06-16 00:41:46.294697,2025-06-16 00:41:48.083036,0 days 00:00:01.788339,,,,,,,,,,,,,,,72.0,0.025,9m,0.8,0.6,1.8000000000000003,56.0,,,,,,,,920,0.05,8m,0.7,0.5,1.2000000000000002,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
76,76,2.8265034314344044,2025-06-16 00:41:48.137581,2025-06-16 00:41:49.679510,0 days 00:00:01.541929,,,,,,,,,,,,,,,160.0,0.025,9m,1.0,0.5,2.0,352.0,,,,,,,,800,0.05,7m,0.6,0.5,1.1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
77,77,0.25124094435448713,2025-06-16 00:41:49.743734,2025-06-16 00:41:51.556709,0 days 00:00:01.812975,,,,,,,,,,,,,,,152.0,0.025,9m,1.0,0.5,2.0,336.0,,,,,,,,792,0.05,4m,0.6,0.5,1.2000000000000002,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
78,78,0.8524050097741659,2025-06-16 00:41:51.601632,2025-06-16 00:41:53.293368,0 days 00:00:01.691736,,,,,,,,,,,,,,,120.0,0.025,9m,1.1,0.7,1.9000000000000001,208.0,,,,,,,,840,0.05,7m,0.6,0.5,1.1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
79,79,-1.492537114066788,2025-06-16 00:41:53.367618,2025-06-16 00:41:59.742895,0 days 00:00:06.375277,1016.0,0.025,3m,1.0,1.1,2.0,16.0,912.0,0.05,3m,0.7,1.4,1.8000000000000003,280.0,88.0,0.025,9m,1.0,0.6,2.0,128.0,472.0,0.025,10m,0.8,1.1,1.6,624.0,896,0.05,7m,0.7,0.5,1.1,72,800.0,0.05,2m,1.5,0.6,1.8000000000000003,232.0,440.0,0.025,4m,1.1,0.6,1.4000000000000001,752.0,,,,,,,,264.0,0.05,6m,1.5,1.3,2.0,224.0,,,,,,,,0.45,8,COMPLETE
80,80,1.8233542088154193,2025-06-16 00:41:59.805036,2025-06-16 00:42:01.569067,0 days 00:00:01.764031,,,,,,,,,,,,,,,16.0,0.025,9m,0.9,0.5,1.9000000000000001,312.0,,,,,,,,800,0.025,10m,0.6,0.5,1.1,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
81,81,2.682239196685322,2025-06-16 00:42:01.622004,2025-06-16 00:42:02.568715,0 days 00:00:00.946711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,0.05,7m,0.7,0.6,1.1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
82,82,1.849036105340098,2025-06-16 00:42:02.660982,2025-06-16 00:42:04.292999,0 days 00:00:01.632017,,,,,,,,,,,,,,,184.0,0.025,9m,0.8,0.8,1.8000000000000003,256.0,,,,,,,,1000,0.05,7m,0.7,0.6,1.1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
83,83,0.7910772434551401,2025-06-16 00:42:04.345868,2025-06-16 00:42:06.887904,0 days 00:00:02.542036,,,,,,,,,,,,,,,72.0,0.025,7m,1.1,0.7,1.8000000000000003,432.0,,,,,,,,912,0.05,7m,0.7,0.5,1.2000000000000002,32,,,,,,,,,,,,,,,,,,,,,,192.0,0.05,3m,0.5,1.2000000000000002,1.9000000000000001,312.0,,,,,,,,0.45,3,COMPLETE
84,84,3.1674288650572406,2025-06-16 00:42:06.957523,2025-06-16 00:42:08.625432,0 days 00:00:01.667909,,,,,,,,,,,,,,,152.0,0.025,9m,1.0,0.6,2.0,88.0,,,,,,,,840,0.05,9m,0.6,0.6,1.1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
85,85,1.5663722958792392,2025-06-16 00:42:08.708197,2025-06-16 00:42:09.635021,0 days 00:00:00.926824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,0.05,9m,0.5,0.6,1.2000000000000002,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
86,86,2.8020133451798253,2025-06-16 00:42:09.689180,2025-06-16 00:42:11.558385,0 days 00:00:01.869205,,,,,,,,,,,,,,,152.0,0.025,9m,1.1,0.5,2.0,88.0,,,,,,,,848,0.05,9m,0.6,0.6,1.1,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
87,87,0.4299712140572846,2025-06-16 00:42:11.605318,2025-06-16 00:42:13.220972,0 days 00:00:01.615654,,,,,,,,,,,,,,,264.0,0.025,9m,1.1,0.5,2.0,80.0,,,,,,,,816,0.05,9m,0.6,0.6,1.1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
88,88,3.2185333800842177,2025-06-16 00:42:13.274902,2025-06-16 00:42:15.809936,0 days 00:00:02.535034,,,,,,,,,,,,,,,152.0,0.025,9m,1.0,0.5,2.0,80.0,,,,,,,,744,0.05,9m,0.5,0.6,1.2000000000000002,56,,,,,,,,,,,,,,,,,,,,,,368.0,0.05,8m,0.6,1.3,1.1,192.0,,,,,,,,0.5,3,COMPLETE
89,89,0.7995007778983436,2025-06-16 00:42:15.861373,2025-06-16 00:42:18.202532,0 days 00:00:02.341159,,,,,,,,,,,,,,,160.0,0.025,9m,1.0,0.5,2.0,96.0,,,,,,,,760,0.05,9m,0.5,0.6,1.2000000000000002,72,,,,,,,,,,,,,,,,,,,,,,384.0,0.05,8m,0.6,1.3,1.1,200.0,,,,,,,,0.5,3,COMPLETE
90,90,-2.3575357363655427,2025-06-16 00:42:18.292549,2025-06-16 00:42:20.875807,0 days 00:00:02.583258,,,,,,,,,,,,,,,208.0,0.025,9m,0.9,0.6,2.0,40.0,,,,,,,,776,0.05,9m,0.5,0.5,1.2000000000000002,976,,,,,,,,,,,,,,,,,,,,,,464.0,0.05,8m,0.6,1.5,1.1,424.0,,,,,,,,0.5,3,COMPLETE
91,91,0.16232739970807677,2025-06-16 00:42:20.922474,2025-06-16 00:42:22.574954,0 days 00:00:01.652480,,,,,,,,,,,,,,,112.0,0.025,9m,1.1,0.5,1.9000000000000001,112.0,,,,,,,,848,0.05,9m,0.6,0.6,1.1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
92,92,-0.2092091557501817,2025-06-16 00:42:22.650089,2025-06-16 00:42:25.120251,0 days 00:00:02.470162,,,,,,,,,,,,,,,232.0,0.025,9m,0.9,0.6,2.0,152.0,,,,,,,,816,0.05,9m,0.6,0.6,1.2000000000000002,96,,,,,,,,,,,,,,,,,,,,,,304.0,0.05,8m,0.7,1.1,1.2000000000000002,168.0,,,,,,,,0.5,3,COMPLETE
93,93,3.3555412006124516,2025-06-16 00:42:25.172077,2025-06-16 00:42:26.861679,0 days 00:00:01.689602,,,,,,,,,,,,,,,136.0,0.025,8m,0.9,0.5,2.0,16.0,,,,,,,,728,0.05,9m,0.5,0.5,1.3,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
94,94,1.3975604920418274,2025-06-16 00:42:26.912778,2025-06-16 00:42:28.705225,0 days 00:00:01.792447,,,,,,,,,,,,,,,136.0,0.025,8m,0.9,0.5,2.0,32.0,,,,,,,,736,0.05,9m,0.5,0.5,1.3,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
95,95,-0.848242475007229,2025-06-16 00:42:28.774059,2025-06-16 00:42:31.226579,0 days 00:00:02.452520,,,,,,,,,,,,,,,88.0,0.025,8m,1.0,0.5,1.9000000000000001,72.0,,,,,,,,656,0.05,9m,0.5,0.5,1.4000000000000001,160,,,,,,,,,,,,,,,,,,,,,,160.0,0.05,2m,0.6,1.1,1.7000000000000002,288.0,,,,,,,,0.5,3,COMPLETE
