,number,value,datetime_start,datetime_complete,duration,params_AMAT_TXN_beta_win,params_AMAT_TXN_stop_loss,params_AMAT_TXN_trade_freq,params_AMAT_TXN_z_entry,params_AMAT_TXN_z_exit,params_AMAT_TXN_z_stop_scaler,params_AMAT_TXN_z_win,params_AMZN_SIRI_beta_win,params_AMZN_SIRI_stop_loss,params_AMZN_SIRI_trade_freq,params_AMZN_SIRI_z_entry,params_AMZN_SIRI_z_exit,params_AMZN_SIRI_z_stop_scaler,params_AMZN_SIRI_z_win,params_BKNG_ZM_beta_win,params_BKNG_ZM_stop_loss,params_BKNG_ZM_trade_freq,params_BKNG_ZM_z_entry,params_BKNG_ZM_z_exit,params_BKNG_ZM_z_stop_scaler,params_BKNG_ZM_z_win,params_COST_PCAR_beta_win,params_COST_PCAR_stop_loss,params_COST_PCAR_trade_freq,params_COST_PCAR_z_entry,params_COST_PCAR_z_exit,params_COST_PCAR_z_stop_scaler,params_COST_PCAR_z_win,params_CSCO_TXN_beta_win,params_CSCO_TXN_stop_loss,params_CSCO_TXN_trade_freq,params_CSCO_TXN_z_entry,params_CSCO_TXN_z_exit,params_CSCO_TXN_z_stop_scaler,params_CSCO_TXN_z_win,params_CTAS_PCAR_beta_win,params_CTAS_PCAR_stop_loss,params_CTAS_PCAR_trade_freq,params_CTAS_PCAR_z_entry,params_CTAS_PCAR_z_exit,params_CTAS_PCAR_z_stop_scaler,params_CTAS_PCAR_z_win,params_JD_SIRI_beta_win,params_JD_SIRI_stop_loss,params_JD_SIRI_trade_freq,params_JD_SIRI_z_entry,params_JD_SIRI_z_exit,params_JD_SIRI_z_stop_scaler,params_JD_SIRI_z_win,params_LULU_PCAR_beta_win,params_LULU_PCAR_stop_loss,params_LULU_PCAR_trade_freq,params_LULU_PCAR_z_entry,params_LULU_PCAR_z_exit,params_LULU_PCAR_z_stop_scaler,params_LULU_PCAR_z_win,params_MDLZ_SIRI_beta_win,params_MDLZ_SIRI_stop_loss,params_MDLZ_SIRI_trade_freq,params_MDLZ_SIRI_z_entry,params_MDLZ_SIRI_z_exit,params_MDLZ_SIRI_z_stop_scaler,params_MDLZ_SIRI_z_win,params_SGEN_SIRI_beta_win,params_SGEN_SIRI_stop_loss,params_SGEN_SIRI_trade_freq,params_SGEN_SIRI_z_entry,params_SGEN_SIRI_z_exit,params_SGEN_SIRI_z_stop_scaler,params_SGEN_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
91,91,3.721175197576289,2025-06-15 23:09:45.261179,2025-06-15 23:09:48.471674,0 days 00:00:03.210495,,,,,,,,,,,,,,,,,,,,,,456.0,0.05,9m,0.9,1.3,1.2000000000000002,984.0,,,,,,,,,,,,,,,,,,,,,,960,0.025,2m,1.5,0.8,1.8000000000000003,16,824.0,0.05,6m,0.9,1.3,1.5,952.0,,,,,,,,0.45,3,COMPLETE
92,92,2.0551478284433085,2025-06-15 23:09:48.554802,2025-06-15 23:09:52.058805,0 days 00:00:03.504003,,,,,,,,,,,,,,,,,,,,,,448.0,0.05,9m,0.9,1.3,1.2000000000000002,992.0,,,,,,,,,,,,,,,,,,,,,,896,0.025,2m,1.5,0.8,1.8000000000000003,48,776.0,0.05,6m,1.0,1.3,1.5,936.0,,,,,,,,0.45,3,COMPLETE
93,93,0.9739998489103804,2025-06-15 23:09:52.169782,2025-06-15 23:09:56.699795,0 days 00:00:04.530013,,,,,,,,,,,,,,,976.0,0.05,3m,0.9,1.4,1.8000000000000003,168.0,616.0,0.05,9m,1.0,1.2000000000000002,1.3,832.0,,,,,,,,,,,,,,,,,,,,,,32,0.025,2m,1.5,1.5,1.8000000000000003,80,872.0,0.05,6m,0.9,1.4,1.6,960.0,,,,,,,,0.4,4,COMPLETE
94,94,0.9820468205115144,2025-06-15 23:09:56.765202,2025-06-15 23:09:58.871334,0 days 00:00:02.106132,,,,,,,,,,,,,,,,,,,,,,400.0,0.05,9m,0.9,1.4,1.4000000000000001,960.0,,,,,,,,,,,,,,,,,,,,,,952,0.025,2m,1.5,0.7,1.9000000000000001,40,,,,,,,,,,,,,,,0.5,2,COMPLETE
95,95,1.3524057717160318,2025-06-15 23:09:58.912761,2025-06-15 23:10:01.721208,0 days 00:00:02.808447,,,,,,,,,,,,,,,,,,,,,,576.0,0.05,9m,0.8,1.3,1.2000000000000002,912.0,,,,,,,,,,,,,,,,,,,,,,1000,0.025,2m,1.4,0.8,1.8000000000000003,264,832.0,0.05,6m,0.7,1.2000000000000002,1.4000000000000001,856.0,,,,,,,,0.45,3,COMPLETE
96,96,0.4139172514061943,2025-06-15 23:10:01.801460,2025-06-15 23:10:05.781118,0 days 00:00:03.979658,,,,,,,,,,,,,,,792.0,0.05,10m,1.0,1.1,1.9000000000000001,224.0,528.0,0.05,9m,1.3,1.4,1.2000000000000002,880.0,,,,,,,,,,,,,,,,,,,,,,936,0.025,2m,1.5,1.3,1.9000000000000001,920,944.0,0.05,5m,0.9,1.3,1.6,992.0,,,,,,,,0.4,4,COMPLETE
97,97,-0.3884295716562947,2025-06-15 23:10:05.853169,2025-06-15 23:10:08.871637,0 days 00:00:03.018468,,,,,,,,,,,,,,,,,,,,,,488.0,0.05,9m,1.0,1.3,1.3,944.0,,,,,,,,,,,,,,,,,,,,,,904,0.025,4m,1.3,0.6,2.0,104,296.0,0.05,6m,0.8,1.4,2.0,880.0,,,,,,,,0.45,3,COMPLETE
98,98,-0.038352522448760536,2025-06-15 23:10:08.925940,2025-06-15 23:10:10.790157,0 days 00:00:01.864217,,,,,,,,,,,,,,,,,,,,,,360.0,0.05,9m,1.1,1.4,1.2000000000000002,992.0,,,,,,,,,,,,,,,,,,,,,,840,0.025,5m,1.4,0.5,1.8000000000000003,648,,,,,,,,,,,,,,,0.5,2,COMPLETE
99,99,1.2430556438009808,2025-06-15 23:10:10.852395,2025-06-15 23:10:15.563491,0 days 00:00:04.711096,,,,,,,,,,,,,,,1016.0,0.05,7m,0.8,1.2000000000000002,2.0,120.0,200.0,0.05,2m,0.7,1.2000000000000002,1.5,448.0,416.0,0.025,6m,1.2000000000000002,0.6,1.5,896.0,,,,,,,,,,,,,,,968,0.025,2m,1.1,0.7,1.9000000000000001,16,784.0,0.05,10m,0.7,1.5,1.5,904.0,,,,,,,,0.25,5,COMPLETE
100,100,1.3687550312107162,2025-06-15 23:10:15.634413,2025-06-15 23:10:18.593685,0 days 00:00:02.959272,,,,,,,,,,,,,,,,,,,,,,448.0,0.05,3m,0.9,1.5,1.4000000000000001,808.0,,,,,,,,,,,,,,,,,,,,,,200,0.025,1m,1.5,0.8,2.0,224,912.0,0.05,6m,0.8,1.3,1.4000000000000001,624.0,,,,,,,,0.4,3,COMPLETE
101,101,2.7876134390202987,2025-06-15 23:10:18.657917,2025-06-15 23:10:21.489318,0 days 00:00:02.831401,,,,,,,,,,,,,,,,,,,,,,416.0,0.05,3m,0.9,1.2000000000000002,1.1,1000.0,,,,,,,,,,,,,,,,,,,,,,1024,0.025,2m,1.5,0.9,1.7000000000000002,64,824.0,0.05,6m,0.8,1.3,1.5,1024.0,,,,,,,,0.45,3,COMPLETE
102,102,2.20451391647843,2025-06-15 23:10:21.585099,2025-06-15 23:10:24.673005,0 days 00:00:03.087906,,,,,,,,,,,,,,,,,,,,,,320.0,0.05,3m,0.8,1.3,1.1,968.0,,,,,,,,,,,,,,,,,,,,,,984,0.025,2m,1.5,0.9,1.6,32,808.0,0.05,6m,1.0,1.2000000000000002,1.5,952.0,,,,,,,,0.45,3,COMPLETE
103,103,2.09975989145817,2025-06-15 23:10:24.761596,2025-06-15 23:10:26.825601,0 days 00:00:02.064005,,,,,,,,,,,,,,,,,,,,,,416.0,0.05,3m,1.0,1.4,1.1,936.0,,,,,,,,,,,,,,,,,,,,,,920,0.025,2m,1.4,0.8,1.7000000000000002,16,,,,,,,,,,,,,,,0.45,2,COMPLETE
104,104,1.6128483415672439,2025-06-15 23:10:26.889671,2025-06-15 23:10:30.763348,0 days 00:00:03.873677,,,,,,,,,,,,,,,712.0,0.05,5m,0.5,1.3,1.6,384.0,560.0,0.05,8m,0.9,1.3,1.2000000000000002,888.0,,,,,,,,,,,,,,,,,,,,,,864,0.025,2m,1.5,1.1,1.9000000000000001,64,848.0,0.05,6m,0.9,1.3,1.6,984.0,,,,,,,,0.5,4,COMPLETE
105,105,-0.6878455705241097,2025-06-15 23:10:30.892614,2025-06-15 23:10:33.843726,0 days 00:00:02.951112,,,,,,,,,,,,,,,,,,,,,,376.0,0.05,3m,0.9,0.9,1.1,1008.0,,,,,,,,,,,,,,,,,,,,,,1000,0.025,9m,1.5,0.9,1.5,136,744.0,0.05,6m,0.7,1.4,1.5,912.0,,,,,,,,0.3,3,COMPLETE
106,106,3.5085911258288816,2025-06-15 23:10:33.952102,2025-06-15 23:10:37.953608,0 days 00:00:04.001506,,,,,,,,,,,,,,,896.0,0.05,9m,0.6,1.4,1.9000000000000001,568.0,272.0,0.05,4m,1.0,1.4,1.3,976.0,,,,,,,,,,,,,,,,,,,,,,944,0.025,2m,1.4,0.8,1.7000000000000002,112,880.0,0.05,6m,0.8,1.0,1.4000000000000001,936.0,,,,,,,,0.45,4,COMPLETE
107,107,0.967248206312414,2025-06-15 23:10:38.025798,2025-06-15 23:10:42.318363,0 days 00:00:04.292565,,,,,,,,,,,,,,,848.0,0.05,9m,0.6,1.4,1.9000000000000001,528.0,288.0,0.05,4m,1.0,1.4,1.3,920.0,,,,,,,,,,,,,,,,,,,,,,944,0.025,10m,1.4,0.7,1.7000000000000002,192,888.0,0.025,10m,0.6,1.0,1.4000000000000001,936.0,,,,,,,,0.35000000000000003,4,COMPLETE
108,108,0.5834613817084521,2025-06-15 23:10:42.386565,2025-06-15 23:10:46.923041,0 days 00:00:04.536476,,,,,,,,,,,,,,,896.0,0.05,9m,0.7,1.5,1.9000000000000001,640.0,264.0,0.05,4m,1.0,1.5,1.4000000000000001,976.0,144.0,0.025,2m,1.1,0.9,1.1,608.0,,,,,,,,,,,,,,,880,0.025,3m,1.4,0.8,1.8000000000000003,112,912.0,0.05,6m,0.8,0.9,1.3,800.0,,,,,,,,0.4,5,COMPLETE
109,109,4.017592283762127,2025-06-15 23:10:46.988590,2025-06-15 23:10:50.959571,0 days 00:00:03.970981,,,,,,,,,,,,,,,936.0,0.05,9m,0.6,1.3,2.0,16.0,224.0,0.05,4m,1.1,0.8,1.3,856.0,,,,,,,,,,,,,,,,,,,,,,896,0.025,2m,1.3,0.6,1.7000000000000002,168,864.0,0.05,6m,0.7,1.0,1.4000000000000001,840.0,,,,,,,,0.5,4,COMPLETE
110,110,2.8257840384713515,2025-06-15 23:10:51.023542,2025-06-15 23:10:55.001746,0 days 00:00:03.978204,,,,,,,,,,,,,,,944.0,0.05,4m,0.6,1.3,1.8000000000000003,16.0,232.0,0.05,4m,1.0,0.8,1.2000000000000002,848.0,,,,,,,,,,,,,,,,,,,,,,912,0.025,7m,1.3,0.6,1.7000000000000002,168,872.0,0.05,6m,0.7,1.0,1.3,880.0,,,,,,,,0.5,4,COMPLETE
111,111,3.8857250002045496,2025-06-15 23:10:55.065712,2025-06-15 23:10:59.053986,0 days 00:00:03.988274,,,,,,,,,,,,,,,976.0,0.05,9m,0.6,1.4,2.0,584.0,224.0,0.05,4m,1.1,0.8,1.3,896.0,,,,,,,,,,,,,,,,,,,,,,896,0.025,2m,1.2000000000000002,0.6,1.7000000000000002,80,840.0,0.05,6m,0.7,1.0,1.4000000000000001,832.0,,,,,,,,0.5,4,COMPLETE
112,112,1.6022839918580174,2025-06-15 23:10:59.141495,2025-06-15 23:11:03.264787,0 days 00:00:04.123292,,,,,,,,,,,,,,,976.0,0.05,9m,0.6,1.4,2.0,568.0,160.0,0.05,4m,1.2000000000000002,0.7,1.3,872.0,,,,,,,,,,,,,,,,,,,,,,888,0.025,2m,1.2000000000000002,0.6,1.7000000000000002,144,792.0,0.05,6m,0.7,1.0,1.4000000000000001,760.0,,,,,,,,0.5,4,COMPLETE
113,113,1.7970607077414873,2025-06-15 23:11:03.351495,2025-06-15 23:11:08.273546,0 days 00:00:04.922051,,,,,,,,,,,,,,,928.0,0.05,9m,0.5,1.3,1.9000000000000001,576.0,272.0,0.05,4m,1.1,0.8,1.3,896.0,80.0,0.025,3m,1.2000000000000002,0.8,1.2000000000000002,760.0,,,,,,,,,,,,,,,856,0.025,2m,1.3,0.5,1.7000000000000002,88,864.0,0.05,6m,0.7,0.9,1.4000000000000001,464.0,,,,,,,,0.5,5,COMPLETE
114,114,3.132330193517016,2025-06-15 23:11:08.320197,2025-06-15 23:11:12.159511,0 days 00:00:03.839314,,,,,,,,,,,,,,,992.0,0.05,9m,0.6,1.4,2.0,64.0,216.0,0.05,4m,1.1,0.9,1.3,944.0,,,,,,,,,,,,,,,,,,,,,,928,0.025,2m,1.2000000000000002,0.6,1.8000000000000003,192,824.0,0.05,10m,0.6,1.1,1.3,344.0,,,,,,,,0.5,4,COMPLETE
115,115,-3.5553258194740636,2025-06-15 23:11:12.246589,2025-06-15 23:11:17.405429,0 days 00:00:05.158840,,,,,,,,,,,,,,,904.0,0.05,9m,0.5,1.4,2.0,496.0,152.0,0.05,4m,1.0,0.8,1.4000000000000001,808.0,320.0,0.025,1m,0.9,0.5,1.4000000000000001,960.0,,,,,,,,,,,,,,,832,0.025,5m,1.2000000000000002,0.6,1.7000000000000002,120,696.0,0.05,4m,0.8,1.0,1.5,856.0,,,,,,,,0.2,5,COMPLETE
116,116,-0.13706228079976052,2025-06-15 23:11:17.492995,2025-06-15 23:11:20.799087,0 days 00:00:03.306092,,,,,,,,,,,,,,,,,,,,,,184.0,0.05,4m,0.8,0.7,1.4000000000000001,864.0,,,,,,,,,,,,,,,,,,,,,,904,0.025,6m,1.3,0.5,1.7000000000000002,240,952.0,0.05,6m,0.8,0.9,1.2000000000000002,920.0,,,,,,,,0.5,3,COMPLETE
117,117,-0.162886449517638,2025-06-15 23:11:20.902665,2025-06-15 23:11:24.730538,0 days 00:00:03.827873,,,,,,,,,,,,,,,872.0,0.05,9m,0.7,1.3,1.9000000000000001,648.0,328.0,0.05,10m,1.2000000000000002,0.8,1.3,952.0,,,,,,,,,,,,,,,,,,,,,,464,0.025,2m,1.1,1.2000000000000002,1.8000000000000003,72,984.0,0.05,6m,0.9,1.0,1.4000000000000001,824.0,,,,,,,,0.45,4,COMPLETE
118,118,0.548645026412083,2025-06-15 23:11:24.836851,2025-06-15 23:11:29.022880,0 days 00:00:04.186029,,,,,,,,,,,,,,,1024.0,0.05,2m,0.6,1.4,2.0,456.0,304.0,0.05,4m,1.3,1.1,1.2000000000000002,832.0,,,,,,,,,,,,,,,,,,,,,,968,0.025,8m,1.2000000000000002,0.6,1.6,304,888.0,0.05,7m,0.6,1.0,1.4000000000000001,968.0,,,,,,,,0.5,4,COMPLETE
119,119,-2.6224947586677336,2025-06-15 23:11:29.100305,2025-06-15 23:11:34.184429,0 days 00:00:05.084124,,,,,,,,,,,,,,,960.0,0.05,1m,0.7,1.3,1.8000000000000003,592.0,112.0,0.05,6m,1.0,1.0,1.4000000000000001,904.0,224.0,0.025,8m,1.4,0.7,1.3,464.0,,,,,,,,,,,,,,,800,0.025,2m,1.1,1.1,1.7000000000000002,96,920.0,0.025,8m,0.5,1.0,1.5,736.0,,,,,,,,0.45,5,COMPLETE
120,120,-0.9280499354973218,2025-06-15 23:11:34.369551,2025-06-15 23:11:46.811436,0 days 00:00:12.441885,,,,,,,,,,,,,,,992.0,0.05,9m,0.5,1.3,1.9000000000000001,760.0,216.0,0.05,1m,0.9,0.8,1.6,576.0,48.0,0.025,7m,1.5,0.6,1.6,560.0,,,,,,,,664.0,0.025,10m,1.4,0.6,1.4000000000000001,384.0,552,0.025,5m,1.3,0.7,1.8000000000000003,208,808.0,0.05,3m,0.7,1.1,1.7000000000000002,896.0,,,,,,,,0.5,6,COMPLETE
121,121,2.5288899379603738,2025-06-15 23:11:46.996801,2025-06-15 23:11:58.348998,0 days 00:00:11.352197,,,,,,,,,,,,,,,856.0,0.05,9m,0.6,1.5,2.0,672.0,520.0,0.05,9m,1.1,1.4,1.3,920.0,,,,,,,,,,,,,,,,,,,,,,952,0.025,2m,1.4,0.6,2.0,40,480.0,0.05,6m,0.7,1.1,1.4000000000000001,840.0,,,,,,,,0.45,4,COMPLETE
122,122,3.3258209390318996,2025-06-15 23:11:58.518831,2025-06-15 23:12:06.547094,0 days 00:00:08.028263,,,,,,,,,,,,,,,920.0,0.05,9m,0.7,1.4,2.0,88.0,480.0,0.05,7m,1.1,1.4,1.3,776.0,,,,,,,,,,,,,,,,,,,,,,992,0.025,2m,1.4,0.7,1.9000000000000001,48,840.0,0.05,6m,0.6,1.1,1.3,808.0,,,,,,,,0.45,4,COMPLETE
123,123,3.395681100505489,2025-06-15 23:12:06.702185,2025-06-15 23:12:10.630893,0 days 00:00:03.928708,,,,,,,,,,,,,,,,,,,,,,472.0,0.05,7m,1.2000000000000002,1.4,1.3,760.0,,,,,,,,,,,,,,,,,,,,,,992,0.025,2m,1.5,0.7,1.9000000000000001,56,856.0,0.05,6m,0.6,1.1,1.3,784.0,,,,,,,,0.45,3,COMPLETE
124,124,3.733275767331725,2025-06-15 23:12:10.723597,2025-06-15 23:12:14.732048,0 days 00:00:04.008451,,,,,,,,,,,,,,,928.0,0.05,9m,0.7,1.4,1.9000000000000001,96.0,480.0,0.05,7m,1.2000000000000002,1.4,1.3,784.0,,,,,,,,,,,,,,,,,,,,,,1008,0.025,2m,1.4,0.7,1.9000000000000001,152,848.0,0.05,6m,0.6,1.1,1.3,784.0,,,,,,,,0.45,4,COMPLETE
125,125,4.711884844310004,2025-06-15 23:12:14.812969,2025-06-15 23:12:19.072605,0 days 00:00:04.259636,,,,,,,,,,,,,,,928.0,0.05,9m,0.7,1.4,1.9000000000000001,96.0,472.0,0.05,7m,1.2000000000000002,1.4,1.3,776.0,,,,,,,,,,,,,,,,,,,,,,1016,0.025,2m,1.3,0.7,1.9000000000000001,152,856.0,0.05,6m,0.6,1.1,1.3,784.0,,,,,,,,0.45,4,COMPLETE
126,126,3.495236995914929,2025-06-15 23:12:19.144873,2025-06-15 23:12:24.111507,0 days 00:00:04.966634,,,,,,,,,,,,,,,960.0,0.05,9m,0.7,1.4,1.9000000000000001,40.0,464.0,0.05,7m,1.2000000000000002,1.5,1.3,656.0,264.0,0.025,3m,1.3,1.0,1.4000000000000001,832.0,,,,,,,,,,,,,,,1008,0.025,2m,1.3,0.7,1.9000000000000001,160,864.0,0.05,10m,0.5,1.1,1.3,784.0,,,,,,,,0.5,5,COMPLETE
127,127,2.7455389234871626,2025-06-15 23:12:24.240439,2025-06-15 23:12:29.338328,0 days 00:00:05.097889,,,,,,,,,,,,,,,960.0,0.05,9m,0.7,1.4,1.9000000000000001,112.0,544.0,0.05,7m,1.2000000000000002,1.5,1.3,808.0,104.0,0.025,3m,1.3,1.0,1.4000000000000001,808.0,,,,,,,,,,,,,,,1016,0.025,2m,1.3,0.6,1.9000000000000001,168,896.0,0.05,10m,0.7,1.1,1.2000000000000002,744.0,,,,,,,,0.5,5,COMPLETE
128,128,0.8071447776641405,2025-06-15 23:12:29.419141,2025-06-15 23:12:34.380437,0 days 00:00:04.961296,,,,,,,,,,,,,,,936.0,0.05,9m,0.6,1.4,1.9000000000000001,56.0,464.0,0.05,7m,1.2000000000000002,1.5,1.4000000000000001,744.0,272.0,0.025,3m,1.2000000000000002,1.5,1.2000000000000002,872.0,,,,,,,,,,,,,,,1024,0.025,5m,1.2000000000000002,0.7,1.9000000000000001,144,928.0,0.05,10m,0.5,1.0,1.3,704.0,,,,,,,,0.5,5,COMPLETE
129,129,0.7264508506408787,2025-06-15 23:12:34.467029,2025-06-15 23:12:39.526084,0 days 00:00:05.059055,,,,,,,,,,,,,,,888.0,0.05,9m,0.7,1.4,1.9000000000000001,32.0,584.0,0.05,7m,1.3,1.5,1.3,720.0,176.0,0.025,3m,1.3,1.1,1.1,728.0,,,,,,,,,,,,,,,984,0.025,2m,1.3,0.6,1.9000000000000001,232,864.0,0.05,10m,0.5,1.1,1.3,776.0,,,,,,,,0.5,5,COMPLETE
130,130,0.6681550919608858,2025-06-15 23:12:39.616598,2025-06-15 23:12:44.918016,0 days 00:00:05.301418,,,,,,,,,,,,,,,992.0,0.05,9m,0.6,1.4,1.9000000000000001,144.0,504.0,0.05,7m,1.2000000000000002,1.4,1.3,672.0,16.0,0.025,10m,1.2000000000000002,1.0,1.3,672.0,,,,,,,,,,,,,,,968,0.025,4m,1.3,1.1,1.9000000000000001,272,784.0,0.05,2m,0.5,1.0,1.3,768.0,,,,,,,,0.5,5,COMPLETE
131,131,3.788298031766691,2025-06-15 23:12:45.000111,2025-06-15 23:12:49.228626,0 days 00:00:04.228515,,,,,,,,,,,,,,,952.0,0.05,9m,0.7,1.3,1.9000000000000001,96.0,464.0,0.05,7m,1.2000000000000002,1.4,1.3,776.0,,,,,,,,,,,,,,,,,,,,,,1008,0.025,2m,1.2000000000000002,0.7,1.9000000000000001,176,848.0,0.05,10m,0.6,1.1,1.3,784.0,,,,,,,,0.45,4,COMPLETE
132,132,2.65109884317114,2025-06-15 23:12:49.317189,2025-06-15 23:12:53.434749,0 days 00:00:04.117560,,,,,,,,,,,,,,,968.0,0.05,9m,0.7,1.3,1.9000000000000001,104.0,448.0,0.05,7m,1.2000000000000002,1.4,1.3,792.0,,,,,,,,,,,,,,,,,,,,,,1008,0.025,2m,1.2000000000000002,0.7,1.9000000000000001,192,880.0,0.05,10m,0.6,1.1,1.3,720.0,,,,,,,,0.45,4,COMPLETE
133,133,3.582593139435599,2025-06-15 23:12:53.516766,2025-06-15 23:12:57.868930,0 days 00:00:04.352164,,,,,,,,,,,,,,,904.0,0.05,9m,0.7,1.4,1.9000000000000001,40.0,496.0,0.05,7m,1.2000000000000002,1.4,1.3,720.0,,,,,,,,,,,,,,,,,,,,,,936,0.025,2m,1.2000000000000002,0.7,1.9000000000000001,144,840.0,0.05,10m,0.5,1.1,1.2000000000000002,792.0,,,,,,,,0.3,4,COMPLETE
134,134,2.9374193923239234,2025-06-15 23:12:57.947998,2025-06-15 23:13:02.382451,0 days 00:00:04.434453,,,,,,,,,,,,,,,920.0,0.05,9m,0.6,1.4,1.8000000000000003,32.0,520.0,0.05,7m,1.2000000000000002,1.4,1.3,704.0,,,,,,,,,,,,,,,,,,,,,,936,0.025,2m,1.2000000000000002,0.7,1.9000000000000001,176,904.0,0.05,10m,0.5,1.1,1.2000000000000002,784.0,,,,,,,,0.3,4,COMPLETE
135,135,2.9697567692229097,2025-06-15 23:13:02.488907,2025-06-15 23:13:07.195673,0 days 00:00:04.706766,,,,,,,,,,,,,,,952.0,0.05,9m,0.8,1.5,1.9000000000000001,72.0,488.0,0.05,7m,1.3,1.4,1.4000000000000001,776.0,,,,,,,,,,,,,,,,,,,,,,912,0.025,2m,1.2000000000000002,0.7,1.8000000000000003,208,848.0,0.05,10m,0.5,1.1,1.1,816.0,,,,,,,,0.3,4,COMPLETE
136,136,2.252278709103044,2025-06-15 23:13:07.272535,2025-06-15 23:13:13.758374,0 days 00:00:06.485839,,,,,,,,,,,,,,,392.0,0.05,8m,0.7,1.4,1.9000000000000001,16.0,440.0,0.05,7m,1.2000000000000002,1.5,1.3,640.0,136.0,0.025,3m,1.4,0.5,1.5,952.0,,,,,,,,104.0,0.025,1m,0.6,1.0,1.4000000000000001,1024.0,944,0.025,2m,1.1,0.7,1.9000000000000001,152,880.0,0.05,10m,0.5,1.0,1.2000000000000002,792.0,,,,,,,,0.25,6,COMPLETE
137,137,0.47760147679044307,2025-06-15 23:13:13.843063,2025-06-15 23:13:19.404937,0 days 00:00:05.561874,,,,,,,,,,,,,,,1008.0,0.05,9m,0.6,1.4,1.8000000000000003,160.0,536.0,0.05,7m,1.1,1.4,1.3,760.0,56.0,0.025,2m,1.5,0.8,1.2000000000000002,760.0,,,,,,,,,,,,,,,976,0.025,5m,1.2000000000000002,0.8,1.8000000000000003,128,152.0,0.05,10m,0.6,1.1,1.3,664.0,,,,,,,,0.3,5,COMPLETE
138,138,-42.416100287667824,2025-06-15 23:13:19.492937,2025-06-15 23:13:23.949483,0 days 00:00:04.456546,,,,,,,,,,,,,,,904.0,0.05,6m,0.6,1.3,1.9000000000000001,88.0,464.0,0.05,7m,1.2000000000000002,1.5,1.4000000000000001,712.0,,,,,,,,,,,,,,,,,,,,,,896,0.025,1m,1.3,0.6,1.9000000000000001,160,808.0,0.05,1m,0.6,1.0,1.2000000000000002,752.0,,,,,,,,0.25,4,COMPLETE
139,139,-0.3439988995121889,2025-06-15 23:13:24.017868,2025-06-15 23:13:28.439931,0 days 00:00:04.422063,,,,,,,,,,,,,,,936.0,0.05,3m,0.7,1.4,1.8000000000000003,128.0,424.0,0.05,7m,1.1,1.4,1.4000000000000001,672.0,,,,,,,,,,,,,,,,,,,,,,872,0.025,2m,1.2000000000000002,0.7,1.9000000000000001,216,840.0,0.05,10m,0.5,0.9,1.3,560.0,,,,,,,,0.3,4,COMPLETE
140,140,-3.8919321467162966,2025-06-15 23:13:28.523135,2025-06-15 23:13:33.872348,0 days 00:00:05.349213,,,,,,,,,,,,,,,984.0,0.05,10m,0.6,1.5,1.9000000000000001,56.0,248.0,0.05,7m,1.1,1.3,1.5,736.0,448.0,0.025,1m,1.1,0.6,1.4000000000000001,848.0,,,,,,,,,,,,,,,1024,0.025,7m,1.3,0.6,1.8000000000000003,256,760.0,0.05,9m,0.6,1.2000000000000002,1.2000000000000002,848.0,,,,,,,,0.45,5,COMPLETE
141,141,1.9101439786723482,2025-06-15 23:13:33.972642,2025-06-15 23:13:38.286477,0 days 00:00:04.313835,,,,,,,,,,,,,,,872.0,0.05,9m,0.7,1.4,1.9000000000000001,104.0,608.0,0.05,7m,1.2000000000000002,1.4,1.3,792.0,,,,,,,,,,,,,,,,,,,,,,1000,0.025,2m,1.2000000000000002,0.7,1.9000000000000001,120,824.0,0.05,5m,0.7,1.1,1.4000000000000001,808.0,,,,,,,,0.45,4,COMPLETE
142,142,1.9986193826276613,2025-06-15 23:13:38.374865,2025-06-15 23:13:42.453547,0 days 00:00:04.078682,,,,,,,,,,,,,,,912.0,0.05,9m,0.7,1.3,2.0,200.0,648.0,0.05,5m,1.3,1.4,1.3,856.0,,,,,,,,,,,,,,,,,,,,,,960,0.025,2m,1.1,0.6,1.9000000000000001,176,864.0,0.05,10m,1.1,1.0,1.3,760.0,,,,,,,,0.5,4,COMPLETE
143,143,5.085359206724049,2025-06-15 23:13:42.540100,2025-06-15 23:13:46.618074,0 days 00:00:04.077974,,,,,,,,,,,,,,,952.0,0.05,9m,0.8,1.3,1.9000000000000001,48.0,504.0,0.05,4m,1.2000000000000002,1.4,1.3,816.0,,,,,,,,,,,,,,,,,,,,,,928,0.025,2m,1.2000000000000002,0.7,2.0,104,792.0,0.05,10m,0.7,1.1,1.1,696.0,,,,,,,,0.5,4,COMPLETE
144,144,1.0872579534972855,2025-06-15 23:13:46.705714,2025-06-15 23:13:50.884917,0 days 00:00:04.179203,,,,,,,,,,,,,,,952.0,0.05,5m,0.8,1.4,1.9000000000000001,40.0,520.0,0.05,4m,1.2000000000000002,1.4,1.3,824.0,,,,,,,,,,,,,,,,,,,,,,928,0.025,10m,1.2000000000000002,0.7,2.0,104,800.0,0.05,10m,0.7,1.1,1.3,688.0,,,,,,,,0.35000000000000003,4,COMPLETE
