,number,value,datetime_start,datetime_complete,duration,params_AMAT_TXN_beta_win,params_AMAT_TXN_stop_loss,params_AMAT_TXN_trade_freq,params_AMAT_TXN_z_entry,params_AMAT_TXN_z_exit,params_AMAT_TXN_z_stop_scaler,params_AMAT_TXN_z_win,params_AMZN_SIRI_beta_win,params_AMZN_SIRI_stop_loss,params_AMZN_SIRI_trade_freq,params_AMZN_SIRI_z_entry,params_AMZN_SIRI_z_exit,params_AMZN_SIRI_z_stop_scaler,params_AMZN_SIRI_z_win,params_BKNG_ZM_beta_win,params_BKNG_ZM_stop_loss,params_BKNG_ZM_trade_freq,params_BKNG_ZM_z_entry,params_BKNG_ZM_z_exit,params_BKNG_ZM_z_stop_scaler,params_BKNG_ZM_z_win,params_COST_PCAR_beta_win,params_COST_PCAR_stop_loss,params_COST_PCAR_trade_freq,params_COST_PCAR_z_entry,params_COST_PCAR_z_exit,params_COST_PCAR_z_stop_scaler,params_COST_PCAR_z_win,params_CSCO_TXN_beta_win,params_CSCO_TXN_stop_loss,params_CSCO_TXN_trade_freq,params_CSCO_TXN_z_entry,params_CSCO_TXN_z_exit,params_CSCO_TXN_z_stop_scaler,params_CSCO_TXN_z_win,params_CTAS_PCAR_beta_win,params_CTAS_PCAR_stop_loss,params_CTAS_PCAR_trade_freq,params_CTAS_PCAR_z_entry,params_CTAS_PCAR_z_exit,params_CTAS_PCAR_z_stop_scaler,params_CTAS_PCAR_z_win,params_JD_SIRI_beta_win,params_JD_SIRI_stop_loss,params_JD_SIRI_trade_freq,params_JD_SIRI_z_entry,params_JD_SIRI_z_exit,params_JD_SIRI_z_stop_scaler,params_JD_SIRI_z_win,params_LULU_PCAR_beta_win,params_LULU_PCAR_stop_loss,params_LULU_PCAR_trade_freq,params_LULU_PCAR_z_entry,params_LULU_PCAR_z_exit,params_LULU_PCAR_z_stop_scaler,params_LULU_PCAR_z_win,params_MDLZ_SIRI_beta_win,params_MDLZ_SIRI_stop_loss,params_MDLZ_SIRI_trade_freq,params_MDLZ_SIRI_z_entry,params_MDLZ_SIRI_z_exit,params_MDLZ_SIRI_z_stop_scaler,params_MDLZ_SIRI_z_win,params_SGEN_SIRI_beta_win,params_SGEN_SIRI_stop_loss,params_SGEN_SIRI_trade_freq,params_SGEN_SIRI_z_entry,params_SGEN_SIRI_z_exit,params_SGEN_SIRI_z_stop_scaler,params_SGEN_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
36,36,-0.45975251276995255,2025-06-15 23:05:51.262461,2025-06-15 23:06:00.714204,0 days 00:00:09.451743,992.0,0.025,2m,1.5,1.5,1.1,40.0,,,,,,,,152.0,0.05,5m,0.7,0.7,1.8000000000000003,968.0,536.0,0.05,3m,1.2000000000000002,0.5,1.1,840.0,568.0,0.025,8m,0.6,1.3,1.3,336.0,784.0,0.025,6m,0.5,1.1,1.5,392.0,16.0,0.05,7m,1.1,1.1,1.6,456.0,712,0.05,10m,1.3,1.3,1.7000000000000002,280,928.0,0.025,6m,0.6,1.2000000000000002,1.4000000000000001,968.0,704.0,0.025,5m,0.9,1.2000000000000002,1.9000000000000001,392.0,0.45,9,COMPLETE
37,37,3.207526297356197,2025-06-15 23:06:00.835477,2025-06-15 23:06:04.246379,0 days 00:00:03.410902,,,,,,,,,,,,,,,,,,,,,,432.0,0.05,3m,1.4,0.9,1.1,1008.0,,,,,,,,,,,,,,,,,,,,,,824,0.025,2m,1.5,1.4,1.6,64,816.0,0.025,6m,0.6,1.4,1.5,880.0,,,,,,,,0.45,3,COMPLETE
38,38,2.82819649052347,2025-06-15 23:06:04.337978,2025-06-15 23:06:07.584953,0 days 00:00:03.246975,,,,,,,,,,,,,,,,,,,,,,424.0,0.05,3m,0.9,1.0,1.1,1024.0,,,,,,,,,,,,,,,,,,,,,,1008,0.025,2m,1.5,1.2000000000000002,1.6,16,808.0,0.05,6m,0.6,1.4,1.5,888.0,,,,,,,,0.45,3,COMPLETE
39,39,2.9346179804894854,2025-06-15 23:06:07.690274,2025-06-15 23:06:11.050977,0 days 00:00:03.360703,,,,,,,,,,,,,,,,,,,,,,416.0,0.05,3m,0.9,1.1,1.1,1016.0,,,,,,,,,,,,,,,,,,,,,,1008,0.025,2m,1.5,1.0,1.6,72,816.0,0.05,6m,0.8,1.3,1.6,1008.0,,,,,,,,0.45,3,COMPLETE
40,40,3.063179958687207,2025-06-15 23:06:11.115721,2025-06-15 23:06:14.638267,0 days 00:00:03.522546,,,,,,,,,,,,,,,,,,,,,,432.0,0.05,3m,0.9,1.3,1.1,1000.0,,,,,,,,,,,,,,,,,,,,,,976,0.025,2m,1.5,0.9,1.6,16,824.0,0.05,6m,0.8,1.3,1.5,1016.0,,,,,,,,0.45,3,COMPLETE
41,41,2.601884214714347,2025-06-15 23:06:14.738660,2025-06-15 23:06:17.728403,0 days 00:00:02.989743,,,,,,,,,,,,,,,,,,,,,,440.0,0.05,3m,0.9,1.3,1.1,1024.0,,,,,,,,,,,,,,,,,,,,,,1024,0.025,2m,1.5,0.8,1.6,16,832.0,0.05,6m,0.8,1.3,1.5,1024.0,,,,,,,,0.45,3,COMPLETE
42,42,1.3529891677794155,2025-06-15 23:06:17.803991,2025-06-15 23:06:20.014729,0 days 00:00:02.210738,,,,,,,,,,,,,,,,,,,,,,416.0,0.05,3m,0.9,1.4,1.1,1024.0,,,,,,,,,,,,,,,,,,,,,,1024,0.025,2m,1.5,0.8,1.6,32,,,,,,,,,,,,,,,0.45,2,COMPLETE
43,43,3.2325192394099282,2025-06-15 23:06:20.084726,2025-06-15 23:06:23.245306,0 days 00:00:03.160580,,,,,,,,,,,,,,,,,,,,,,336.0,0.05,3m,0.8,1.2000000000000002,1.2000000000000002,952.0,,,,,,,,,,,,,,,,,,,,,,960,0.025,2m,1.5,0.8,1.7000000000000002,24,824.0,0.05,6m,0.8,1.3,1.5,936.0,,,,,,,,0.45,3,COMPLETE
44,44,1.431872738575255,2025-06-15 23:06:23.296404,2025-06-15 23:06:24.352085,0 days 00:00:01.055681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,0.025,2m,1.5,0.8,1.8000000000000003,72,,,,,,,,,,,,,,,0.4,1,COMPLETE
45,45,3.8077245226356315,2025-06-15 23:06:24.400235,2025-06-15 23:06:27.225924,0 days 00:00:02.825689,,,,,,,,,,,,,,,,,,,,,,320.0,0.05,3m,0.8,1.1,1.2000000000000002,944.0,,,,,,,,,,,,,,,,,,,,,,960,0.025,2m,1.4,0.7,1.7000000000000002,104,800.0,0.05,6m,0.8,1.4,1.6,944.0,,,,,,,,0.45,3,COMPLETE
46,46,1.2958301556967702,2025-06-15 23:06:27.294364,2025-06-15 23:06:29.298713,0 days 00:00:02.004349,,,,,,,,,,,,,,,,,,,,,,344.0,0.05,3m,0.7,1.2000000000000002,1.2000000000000002,952.0,,,,,,,,,,,,,,,,,,,,,,952,0.025,2m,1.4,0.7,1.7000000000000002,96,,,,,,,,,,,,,,,0.4,2,COMPLETE
47,47,-0.9313457280590919,2025-06-15 23:06:29.364337,2025-06-15 23:06:33.431312,0 days 00:00:04.066975,,,,,,,,,,,,,,,192.0,0.05,4m,0.6,0.6,2.0,16.0,184.0,0.05,3m,0.8,1.2000000000000002,1.2000000000000002,952.0,,,,,,,,,,,,,,,,,,,,,,848,0.025,2m,1.3,0.7,1.8000000000000003,856,896.0,0.05,6m,0.8,1.3,1.6,960.0,,,,,,,,0.35000000000000003,4,COMPLETE
48,48,0.854281217639838,2025-06-15 23:06:33.488316,2025-06-15 23:06:35.573466,0 days 00:00:02.085150,,,,,,,,,,,,,,,,,,,,,,304.0,0.05,3m,0.6,1.1,1.2000000000000002,928.0,,,,,,,,,,,,,,,,,,,,,,896,0.025,2m,1.4,0.5,1.7000000000000002,96,,,,,,,,,,,,,,,0.5,2,COMPLETE
49,49,-1.9715613641768028,2025-06-15 23:06:35.643411,2025-06-15 23:06:39.545395,0 days 00:00:03.901984,,,,,,,,,,,,,,,16.0,0.05,1m,0.5,0.6,1.1,112.0,376.0,0.05,3m,0.8,1.3,1.1,976.0,,,,,,,,,,,,,,,,,,,,,,976,0.025,2m,1.5,0.7,1.8000000000000003,584,856.0,0.05,6m,0.7,1.4,1.6,936.0,,,,,,,,0.45,4,COMPLETE
50,50,0.5201545438741493,2025-06-15 23:06:39.637388,2025-06-15 23:06:42.775399,0 days 00:00:03.138011,,,,,,,,,,,,,,,,,,,,,,288.0,0.05,3m,0.6,1.1,1.2000000000000002,824.0,,,,,,,,,,,,,,,,,,,,,,808,0.025,5m,1.4,0.9,1.9000000000000001,64,720.0,0.05,6m,0.8,1.1,1.6,840.0,,,,,,,,0.35000000000000003,3,COMPLETE
51,51,2.2737818830017935,2025-06-15 23:06:42.886424,2025-06-15 23:06:46.126688,0 days 00:00:03.240264,,,,,,,,,,,,,,,,,,,,,,360.0,0.05,3m,0.9,1.0,1.1,992.0,,,,,,,,,,,,,,,,,,,,,,984,0.025,2m,1.5,0.9,1.6,24,808.0,0.05,6m,0.7,1.4,1.5,904.0,,,,,,,,0.45,3,COMPLETE
52,52,1.2180343245587948,2025-06-15 23:06:46.182056,2025-06-15 23:06:48.334768,0 days 00:00:02.152712,,,,,,,,,,,,,,,,,,,,,,432.0,0.05,3m,1.0,1.2000000000000002,1.1,896.0,,,,,,,,,,,,,,,,,,,,,,936,0.025,2m,1.5,0.6,1.6,128,,,,,,,,,,,,,,,0.4,2,COMPLETE
53,53,2.6745444676761543,2025-06-15 23:06:48.396956,2025-06-15 23:06:51.421565,0 days 00:00:03.024609,,,,,,,,,,,,,,,,,,,,,,592.0,0.05,3m,0.8,1.0,1.1,1008.0,,,,,,,,,,,,,,,,,,,,,,1000,0.025,2m,1.5,1.0,1.7000000000000002,64,816.0,0.05,6m,0.9,1.5,1.5,984.0,,,,,,,,0.5,3,COMPLETE
54,54,1.397659852616377,2025-06-15 23:06:51.499087,2025-06-15 23:06:55.472708,0 days 00:00:03.973621,,,,,,,,,,,,,,,104.0,0.05,5m,0.5,0.9,1.9000000000000001,368.0,328.0,0.05,8m,0.9,1.3,1.2000000000000002,944.0,,,,,,,,,,,,,,,,,,,,,,896,0.025,2m,1.4,0.8,1.6,152,800.0,0.05,6m,0.6,1.3,1.6,904.0,,,,,,,,0.45,4,COMPLETE
55,55,0.09312976629466721,2025-06-15 23:06:55.536219,2025-06-15 23:06:56.716510,0 days 00:00:01.180291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,0.025,10m,1.5,0.7,1.7000000000000002,56,,,,,,,,,,,,,,,0.4,1,COMPLETE
56,56,1.297600928614771,2025-06-15 23:06:56.766782,2025-06-15 23:06:59.622028,0 days 00:00:02.855246,,,,,,,,,,,,,,,,,,,,,,232.0,0.05,3m,0.8,1.2000000000000002,2.0,976.0,,,,,,,,,,,,,,,,,,,,,,952,0.025,4m,1.3,0.9,1.6,16,720.0,0.05,6m,0.8,1.4,1.5,936.0,,,,,,,,0.45,3,COMPLETE
57,57,-1.5974962604331882,2025-06-15 23:06:59.688317,2025-06-15 23:07:03.470230,0 days 00:00:03.781913,,,,,,,,,,,,,,,912.0,0.05,10m,0.7,0.7,1.8000000000000003,272.0,112.0,0.05,2m,1.0,1.1,1.1,808.0,,,,,,,,,,,,,,,,,,,,,,848,0.025,2m,1.5,1.0,1.8000000000000003,240,936.0,0.05,10m,0.7,1.5,1.4000000000000001,1000.0,,,,,,,,0.5,4,COMPLETE
58,58,-0.5695261320323145,2025-06-15 23:07:03.540445,2025-06-15 23:07:05.719542,0 days 00:00:02.179097,,,,,,,,,,,,,,,,,,,,,,392.0,0.05,10m,0.7,1.4,1.1,704.0,,,,,,,,,,,,,,,,,,,,,,984,0.025,1m,1.4,0.6,1.7000000000000002,104,,,,,,,,,,,,,,,0.45,2,COMPLETE
59,59,1.0385570589774322,2025-06-15 23:07:05.791829,2025-06-15 23:07:10.505927,0 days 00:00:04.714098,,,,,,,,,,,,,,,1024.0,0.05,6m,1.4,1.0,1.1,144.0,512.0,0.05,3m,0.9,1.0,1.9000000000000001,584.0,168.0,0.025,6m,1.4,0.5,1.2000000000000002,848.0,,,,,,,,,,,,,,,936,0.025,9m,1.4,0.8,1.6,1016,872.0,0.05,6m,0.7,1.3,1.5,840.0,,,,,,,,0.4,5,COMPLETE
60,60,2.627788228006754,2025-06-15 23:07:10.621629,2025-06-15 23:07:13.759844,0 days 00:00:03.138215,,,,,,,,,,,,,,,,,,,,,,1024.0,0.05,6m,0.7,0.9,1.2000000000000002,872.0,,,,,,,,,,,,,,,,,,,,,,904,0.025,2m,1.3,0.9,1.5,160,1016.0,0.05,6m,0.9,1.4,1.6,760.0,,,,,,,,0.5,3,COMPLETE
61,61,1.415141994404329,2025-06-15 23:07:13.832368,2025-06-15 23:07:16.706823,0 days 00:00:02.874455,,,,,,,,,,,,,,,,,,,,,,592.0,0.05,3m,0.8,1.0,1.1,1024.0,,,,,,,,,,,,,,,,,,,,,,1024,0.025,2m,1.5,1.0,1.7000000000000002,56,800.0,0.05,6m,0.9,1.5,1.5,976.0,,,,,,,,0.5,3,COMPLETE
62,62,1.357436409504153,2025-06-15 23:07:16.764520,2025-06-15 23:07:19.761155,0 days 00:00:02.996635,,,,,,,,,,,,,,,,,,,,,,288.0,0.05,3m,0.8,1.1,1.1,992.0,,,,,,,,,,,,,,,,,,,,,,984,0.025,2m,1.5,1.0,1.7000000000000002,120,752.0,0.05,6m,0.8,1.5,1.5,888.0,,,,,,,,0.45,3,COMPLETE
63,63,3.4466069017350023,2025-06-15 23:07:19.842004,2025-06-15 23:07:24.049818,0 days 00:00:04.207814,,,,,,,,,,,,,,,848.0,0.05,9m,0.7,1.2000000000000002,2.0,432.0,568.0,0.05,3m,0.9,0.9,1.1,912.0,,,,,,,,,,,,,,,,,,,,,,992,0.025,2m,1.5,1.1,1.9000000000000001,72,824.0,0.05,6m,0.9,1.5,1.4000000000000001,944.0,,,,,,,,0.5,4,COMPLETE
64,64,-0.49800684660763955,2025-06-15 23:07:24.114680,2025-06-15 23:07:28.059092,0 days 00:00:03.944412,,,,,,,,,,,,,,,816.0,0.05,9m,0.7,1.2000000000000002,2.0,456.0,464.0,0.05,1m,1.0,0.9,1.2000000000000002,912.0,,,,,,,,,,,,,,,,,,,,,,864,0.025,6m,1.5,1.1,1.9000000000000001,88,72.0,0.05,7m,0.8,1.4,1.4000000000000001,928.0,,,,,,,,0.45,4,COMPLETE
65,65,3.580403366384497,2025-06-15 23:07:28.150468,2025-06-15 23:07:32.052788,0 days 00:00:03.902320,,,,,,,,,,,,,,,936.0,0.05,9m,0.8,1.4,1.9000000000000001,296.0,560.0,0.05,9m,0.9,1.4,1.3,960.0,,,,,,,,,,,,,,,,,,,,,,952,0.025,2m,1.5,1.1,2.0,48,872.0,0.05,6m,0.7,1.3,1.4000000000000001,816.0,,,,,,,,0.35000000000000003,4,COMPLETE
66,66,0.6643615724430103,2025-06-15 23:07:32.110300,2025-06-15 23:07:36.849689,0 days 00:00:04.739389,,,,,,,,,,,,,,,944.0,0.05,9m,0.9,1.4,1.9000000000000001,304.0,552.0,0.05,9m,0.9,1.4,1.3,960.0,376.0,0.025,9m,1.4,0.7,1.3,976.0,,,,,,,,,,,,,,,768,0.025,8m,1.4,1.1,2.0,128,888.0,0.05,3m,0.9,1.3,1.7000000000000002,952.0,,,,,,,,0.35000000000000003,5,COMPLETE
67,67,3.1888595170401004,2025-06-15 23:07:36.907197,2025-06-15 23:07:40.731638,0 days 00:00:03.824441,,,,,,,,,,,,,,,824.0,0.05,9m,0.8,1.5,2.0,216.0,496.0,0.05,9m,1.1,1.4,1.3,920.0,,,,,,,,,,,,,,,,,,,,,,960,0.025,2m,1.4,0.7,2.0,40,840.0,0.05,6m,0.7,1.2000000000000002,1.4000000000000001,832.0,,,,,,,,0.4,4,COMPLETE
68,68,2.4477375748823866,2025-06-15 23:07:40.837471,2025-06-15 23:07:45.050306,0 days 00:00:04.212835,,,,,,,,,,,,,,,872.0,0.05,9m,0.8,1.5,2.0,216.0,616.0,0.05,9m,1.1,1.5,1.3,736.0,,,,,,,,,,,,,,,,,,,,,,952,0.025,2m,1.3,0.7,2.0,48,960.0,0.05,8m,0.7,1.2000000000000002,1.4000000000000001,824.0,,,,,,,,0.4,4,COMPLETE
69,69,4.798505921459007,2025-06-15 23:07:45.116717,2025-06-15 23:07:50.041351,0 days 00:00:04.924634,,,,,,,,,,,,,,,968.0,0.05,9m,0.6,1.4,1.9000000000000001,152.0,488.0,0.05,9m,1.0,1.4,1.4000000000000001,880.0,32.0,0.025,3m,1.3,0.6,1.2000000000000002,776.0,,,,,,,,,,,,,,,880,0.025,5m,1.4,0.6,1.9000000000000001,224,848.0,0.05,10m,0.7,1.2000000000000002,1.4000000000000001,776.0,,,,,,,,0.3,5,COMPLETE
70,70,3.9544736562200353,2025-06-15 23:07:50.130131,2025-06-15 23:07:55.205759,0 days 00:00:05.075628,,,,,,,,,,,,,,,960.0,0.05,9m,0.6,1.4,1.9000000000000001,104.0,488.0,0.05,9m,1.0,1.4,1.4000000000000001,800.0,40.0,0.025,3m,1.3,0.6,1.2000000000000002,808.0,,,,,,,,,,,,,,,880,0.025,5m,1.2000000000000002,0.6,1.9000000000000001,224,856.0,0.05,10m,0.7,1.0,1.3,768.0,,,,,,,,0.3,5,COMPLETE
71,71,3.8030410316358134,2025-06-15 23:07:55.293775,2025-06-15 23:08:00.263343,0 days 00:00:04.969568,,,,,,,,,,,,,,,968.0,0.05,9m,0.6,1.4,1.9000000000000001,152.0,496.0,0.05,9m,1.0,1.4,1.4000000000000001,800.0,16.0,0.025,3m,1.3,0.6,1.2000000000000002,784.0,,,,,,,,,,,,,,,832,0.025,5m,1.2000000000000002,0.6,1.9000000000000001,208,864.0,0.05,10m,0.7,1.1,1.3,752.0,,,,,,,,0.35000000000000003,5,COMPLETE
72,72,1.616814565895037,2025-06-15 23:08:00.352802,2025-06-15 23:08:05.091886,0 days 00:00:04.739084,,,,,,,,,,,,,,,960.0,0.05,9m,0.6,1.4,1.9000000000000001,136.0,568.0,0.05,9m,1.0,1.5,1.4000000000000001,792.0,16.0,0.025,3m,1.3,0.6,1.2000000000000002,792.0,,,,,,,,,,,,,,,768,0.025,5m,1.2000000000000002,0.5,1.9000000000000001,224,896.0,0.05,10m,0.6,1.1,1.3,712.0,,,,,,,,0.3,5,COMPLETE
73,73,0.696573384758558,2025-06-15 23:08:05.159332,2025-06-15 23:08:09.933403,0 days 00:00:04.774071,,,,,,,,,,,,,,,1000.0,0.05,9m,0.6,1.2000000000000002,1.8000000000000003,80.0,512.0,0.05,9m,1.0,1.4,1.5,848.0,120.0,0.025,3m,1.3,0.6,1.2000000000000002,680.0,,,,,,,,,,,,,,,824,0.025,5m,1.0,0.6,1.9000000000000001,320,864.0,0.05,10m,0.7,1.0,1.3,768.0,,,,,,,,0.3,5,COMPLETE
74,74,1.2933394016224677,2025-06-15 23:08:10.021832,2025-06-15 23:08:15.582759,0 days 00:00:05.560927,,,,,,,,,,,,,,,912.0,0.05,9m,0.5,1.4,1.9000000000000001,184.0,632.0,0.05,9m,1.0,1.5,1.4000000000000001,880.0,208.0,0.025,3m,1.2000000000000002,0.8,1.3,856.0,,,,,,,,200.0,0.025,2m,1.4,0.5,1.1,648.0,880,0.025,5m,1.1,0.6,1.9000000000000001,176,768.0,0.05,10m,0.7,1.0,1.4000000000000001,792.0,,,,,,,,0.3,6,COMPLETE
75,75,1.2332258657822697,2025-06-15 23:08:15.632895,2025-06-15 23:08:20.770893,0 days 00:00:05.137998,,,,,,,,,,,,,,,992.0,0.05,9m,0.6,1.3,1.8000000000000003,280.0,488.0,0.05,9m,1.1,1.4,1.3,728.0,64.0,0.025,3m,1.5,0.6,1.1,976.0,,,,,,,,,,,,,,,920,0.025,5m,1.2000000000000002,0.5,2.0,248,920.0,0.05,10m,0.6,1.1,1.4000000000000001,680.0,,,,,,,,0.35000000000000003,5,COMPLETE
76,76,0.37427400827971297,2025-06-15 23:08:20.839427,2025-06-15 23:08:26.411745,0 days 00:00:05.572318,,,,,,,,,,,,,,,896.0,0.05,9m,0.7,1.5,1.9000000000000001,344.0,552.0,0.05,7m,1.0,1.5,1.5,864.0,96.0,0.025,3m,1.1,0.8,1.2000000000000002,824.0,,,,,,,,,,,,,,,832,0.025,5m,1.4,0.6,1.9000000000000001,152,976.0,0.05,10m,0.9,1.2000000000000002,1.3,656.0,,,,,,,,0.3,5,COMPLETE
77,77,-3.0782049843925487,2025-06-15 23:08:26.484745,2025-06-15 23:08:32.706078,0 days 00:00:06.221333,,,,,,,,,,,,,,,1024.0,0.05,9m,0.7,1.4,2.0,256.0,688.0,0.05,9m,0.8,1.3,1.4000000000000001,824.0,200.0,0.025,3m,1.4,0.5,1.5,904.0,,,,,,,,624.0,0.025,6m,0.7,0.7,1.3,960.0,728,0.025,5m,1.3,0.6,2.0,280,704.0,0.05,10m,0.7,1.1,1.4000000000000001,752.0,,,,,,,,0.25,6,COMPLETE
78,78,-1.136798356815596,2025-06-15 23:08:32.788002,2025-06-15 23:08:37.275140,0 days 00:00:04.487138,,,,,,,,,,,,,,,776.0,0.05,9m,0.5,1.2000000000000002,1.7000000000000002,176.0,472.0,0.05,9m,1.1,1.4,1.4000000000000001,888.0,,,,,,,,,,,,,,,,,,,,,,680,0.025,5m,1.4,0.5,1.8000000000000003,384,936.0,0.05,9m,0.8,0.9,1.3,736.0,,,,,,,,0.3,4,COMPLETE
79,79,-45.5808535730029,2025-06-15 23:08:37.362414,2025-06-15 23:08:42.676927,0 days 00:00:05.314513,,,,,,,,,,,,,,,944.0,0.05,9m,0.6,1.4,1.9000000000000001,424.0,840.0,0.05,9m,0.7,1.4,1.4000000000000001,792.0,264.0,0.025,3m,1.3,0.6,1.3,704.0,,,,,,,,,,,,,,,880,0.025,4m,1.3,0.6,1.9000000000000001,208,856.0,0.05,1m,0.6,1.0,1.2000000000000002,872.0,,,,,,,,0.35000000000000003,5,COMPLETE
80,80,-0.120932648865097,2025-06-15 23:08:42.754443,2025-06-15 23:08:47.250020,0 days 00:00:04.495577,,,,,,,,,,,,,,,872.0,0.05,7m,0.9,1.3,1.8000000000000003,72.0,376.0,0.05,8m,0.9,0.9,1.3,936.0,,,,,,,,,,,,,,,,,,,,,,920,0.025,5m,1.4,0.7,1.8000000000000003,184,768.0,0.05,5m,1.0,1.1,1.4000000000000001,792.0,,,,,,,,0.35000000000000003,4,COMPLETE
81,81,0.5543640234158078,2025-06-15 23:08:47.340983,2025-06-15 23:08:51.913093,0 days 00:00:04.572110,,,,,,,,,,,,,,,840.0,0.05,9m,0.8,1.5,2.0,224.0,504.0,0.05,9m,1.1,1.4,1.3,928.0,,,,,,,,,,,,,,,,,,,,,,960,0.025,1m,1.0,0.7,2.0,104,848.0,0.05,10m,0.7,1.2000000000000002,1.4000000000000001,848.0,,,,,,,,0.4,4,COMPLETE
82,82,-0.7547640389997913,2025-06-15 23:08:51.983686,2025-06-15 23:08:57.394420,0 days 00:00:05.410734,,,,,,,,,,,,,,,816.0,0.05,9m,0.7,1.5,2.0,144.0,456.0,0.05,9m,1.0,1.3,1.3,912.0,376.0,0.025,7m,1.1,0.8,1.4000000000000001,576.0,,,,,,,,,,,,,,,792,0.025,10m,1.4,0.6,2.0,136,904.0,0.05,10m,0.7,1.1,1.4000000000000001,816.0,,,,,,,,0.35000000000000003,5,COMPLETE
83,83,-4.480605996127793,2025-06-15 23:08:57.469907,2025-06-15 23:09:07.665957,0 days 00:00:10.196050,72.0,0.025,1m,0.5,1.1,1.6,976.0,936.0,0.05,3m,0.5,1.5,1.1,32.0,920.0,0.05,9m,0.8,1.5,1.9000000000000001,96.0,592.0,0.05,9m,0.9,1.5,1.3,968.0,312.0,0.025,4m,1.0,0.7,1.1,912.0,656.0,0.05,2m,1.2000000000000002,1.5,1.7000000000000002,800.0,336.0,0.025,4m,0.8,0.8,1.3,600.0,856,0.025,5m,1.4,0.7,1.9000000000000001,40,792.0,0.05,7m,0.5,1.2000000000000002,1.3,864.0,1024.0,0.05,8m,0.5,1.5,2.0,32.0,0.4,10,COMPLETE
84,84,0.7348503260295313,2025-06-15 23:09:07.742448,2025-06-15 23:09:11.788867,0 days 00:00:04.046419,,,,,,,,,,,,,,,680.0,0.05,4m,0.6,1.3,2.0,184.0,544.0,0.05,9m,1.1,1.4,1.4000000000000001,904.0,,,,,,,,,,,,,,,,,,,,,,920,0.025,3m,1.2000000000000002,0.5,2.0,160,736.0,0.05,6m,0.8,1.2000000000000002,1.3,920.0,,,,,,,,0.3,4,COMPLETE
85,85,1.172924543957267,2025-06-15 23:09:11.870756,2025-06-15 23:09:16.343212,0 days 00:00:04.472456,,,,,,,,,,,,,,,976.0,0.05,9m,0.9,1.4,1.9000000000000001,248.0,528.0,0.05,2m,1.2000000000000002,1.3,1.2000000000000002,856.0,,,,,,,,,,,,,,,,,,,,,,880,0.025,6m,1.5,0.6,2.0,88,848.0,0.05,8m,0.6,1.3,1.4000000000000001,808.0,,,,,,,,0.35000000000000003,4,COMPLETE
86,86,-0.3628005461925098,2025-06-15 23:09:16.445337,2025-06-15 23:09:22.892776,0 days 00:00:06.447439,,,,,,,,,,,,,,,880.0,0.05,2m,0.7,1.5,2.0,312.0,480.0,0.05,10m,0.8,1.2000000000000002,1.3,976.0,168.0,0.025,3m,1.5,0.9,1.2000000000000002,1016.0,,,,,,,,176.0,0.025,3m,1.3,0.9,1.4000000000000001,864.0,816,0.025,9m,1.3,0.8,1.9000000000000001,40,992.0,0.05,3m,0.7,1.5,1.2000000000000002,728.0,,,,,,,,0.4,6,COMPLETE
87,87,-0.8853585763009921,2025-06-15 23:09:22.989502,2025-06-15 23:09:28.644818,0 days 00:00:05.655316,,,,,,,,,,,,,,,720.0,0.05,9m,0.8,1.3,1.7000000000000002,48.0,400.0,0.05,1m,1.0,0.9,1.5,936.0,64.0,0.025,3m,1.3,0.5,1.4000000000000001,504.0,,,,,,,,,,,,,,,776,0.025,8m,1.4,0.7,1.8000000000000003,504,632.0,0.05,4m,0.8,1.4,1.5,776.0,,,,,,,,0.5,5,COMPLETE
88,88,0.6342325486527466,2025-06-15 23:09:28.750473,2025-06-15 23:09:33.067021,0 days 00:00:04.316548,,,,,,,,,,,,,,,768.0,0.05,9m,0.5,1.4,1.9000000000000001,344.0,344.0,0.05,4m,0.9,1.4,1.2000000000000002,760.0,,,,,,,,,,,,,,,,,,,,,,936,0.025,2m,1.5,1.2000000000000002,1.9000000000000001,760,552.0,0.05,9m,0.7,1.3,1.4000000000000001,896.0,,,,,,,,0.25,4,COMPLETE
89,89,-26.869330108125606,2025-06-15 23:09:33.149341,2025-06-15 23:09:39.717989,0 days 00:00:06.568648,,,,,,,,,,,,,,,936.0,0.05,6m,0.6,1.2000000000000002,1.8000000000000003,488.0,504.0,0.05,6m,0.8,1.3,1.2000000000000002,688.0,232.0,0.025,9m,1.0,0.7,1.1,784.0,,,,,,,,840.0,0.025,9m,1.0,0.7,1.2000000000000002,816.0,968,0.025,5m,1.4,0.7,2.0,80,880.0,0.05,1m,0.8,1.2000000000000002,1.3,688.0,,,,,,,,0.35000000000000003,6,COMPLETE
90,90,-0.5511424934460015,2025-06-15 23:09:39.804297,2025-06-15 23:09:45.147080,0 days 00:00:05.342783,,,,,,,,,,,,,,,832.0,0.05,1m,0.7,1.5,2.0,424.0,256.0,0.05,7m,0.6,1.5,1.6,632.0,16.0,0.025,4m,1.4,0.7,1.3,648.0,,,,,,,,,,,,,,,1000,0.025,2m,1.5,0.6,1.9000000000000001,120,832.0,0.05,6m,0.6,0.7,1.5,832.0,,,,,,,,0.3,5,COMPLETE
