,number,value,datetime_start,datetime_complete,duration,params_AVGO_MRNA_beta_win,params_AVGO_MRNA_stop_loss,params_AVGO_MRNA_trade_freq,params_AVGO_MRNA_z_entry,params_AVGO_MRNA_z_exit,params_AVGO_MRNA_z_stop_scaler,params_AVGO_MRNA_z_win,params_CPRT_MRNA_beta_win,params_CPRT_MRNA_stop_loss,params_CPRT_MRNA_trade_freq,params_CPRT_MRNA_z_entry,params_CPRT_MRNA_z_exit,params_CPRT_MRNA_z_stop_scaler,params_CPRT_MRNA_z_win,params_FISV_MRNA_beta_win,params_FISV_MRNA_stop_loss,params_FISV_MRNA_trade_freq,params_FISV_MRNA_z_entry,params_FISV_MRNA_z_exit,params_FISV_MRNA_z_stop_scaler,params_FISV_MRNA_z_win,params_ISRG_MRNA_beta_win,params_ISRG_MRNA_stop_loss,params_ISRG_MRNA_trade_freq,params_ISRG_MRNA_z_entry,params_ISRG_MRNA_z_exit,params_ISRG_MRNA_z_stop_scaler,params_ISRG_MRNA_z_win,params_KLAC_MRNA_beta_win,params_KLAC_MRNA_stop_loss,params_KLAC_MRNA_trade_freq,params_KLAC_MRNA_z_entry,params_KLAC_MRNA_z_exit,params_KLAC_MRNA_z_stop_scaler,params_KLAC_MRNA_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_MCHP_MRNA_beta_win,params_MCHP_MRNA_stop_loss,params_MCHP_MRNA_trade_freq,params_MCHP_MRNA_z_entry,params_MCHP_MRNA_z_exit,params_MCHP_MRNA_z_stop_scaler,params_MCHP_MRNA_z_win,params_MDLZ_MRNA_beta_win,params_MDLZ_MRNA_stop_loss,params_MDLZ_MRNA_trade_freq,params_MDLZ_MRNA_z_entry,params_MDLZ_MRNA_z_exit,params_MDLZ_MRNA_z_stop_scaler,params_MDLZ_MRNA_z_win,params_MNST_MRNA_beta_win,params_MNST_MRNA_stop_loss,params_MNST_MRNA_trade_freq,params_MNST_MRNA_z_entry,params_MNST_MRNA_z_exit,params_MNST_MRNA_z_stop_scaler,params_MNST_MRNA_z_win,params_SBUX_MRNA_beta_win,params_SBUX_MRNA_stop_loss,params_SBUX_MRNA_trade_freq,params_SBUX_MRNA_z_entry,params_SBUX_MRNA_z_exit,params_SBUX_MRNA_z_stop_scaler,params_SBUX_MRNA_z_win,params_buffer_capital,params_pairs_to_trade,state
42,42,-2.074389986766337,2025-06-15 23:40:43.590323,2025-06-15 23:40:52.929524,0 days 00:00:09.339201,160.0,0.025,2m,0.6,0.7,2.0,616.0,952,0.025,5m,1.4,0.8,1.2000000000000002,80,600.0,0.05,10m,1.2000000000000002,1.0,1.3,456.0,,,,,,,,,,,,,,,1024.0,0.025,10m,0.7,1.3,1.3,32.0,720.0,0.05,1m,1.3,0.8,1.2000000000000002,560.0,904.0,0.05,8m,1.3,0.9,1.5,736.0,616.0,0.05,1m,1.3,0.8,1.6,288.0,,,,,,,,0.35000000000000003,7,COMPLETE
43,43,-2.112823807497306,2025-06-15 23:40:53.024909,2025-06-15 23:41:00.673007,0 days 00:00:07.648098,56.0,0.025,2m,0.5,0.6,1.9000000000000001,864.0,208,0.025,5m,1.4,0.8,1.3,24,168.0,0.05,9m,0.9,0.5,1.2000000000000002,200.0,,,,,,,,,,,,,,,752.0,0.05,5m,1.0,0.9,1.7000000000000002,352.0,904.0,0.05,3m,1.5,0.6,1.2000000000000002,144.0,552.0,0.05,8m,1.4,1.2000000000000002,1.3,840.0,,,,,,,,,,,,,,,0.25,6,COMPLETE
44,44,1.4077591419038016,2025-06-15 23:41:00.752492,2025-06-15 23:41:11.994869,0 days 00:00:11.242377,152.0,0.025,4m,0.7,0.7,1.8000000000000003,936.0,160,0.025,7m,1.3,1.0,1.1,136,416.0,0.05,6m,1.1,0.8,1.4000000000000001,792.0,16.0,0.025,1m,0.9,0.5,1.4000000000000001,816.0,,,,,,,,416.0,0.05,9m,1.2000000000000002,1.3,1.4000000000000001,584.0,568.0,0.05,4m,1.2000000000000002,1.0,1.4000000000000001,392.0,368.0,0.05,6m,1.5,1.1,1.2000000000000002,952.0,264.0,0.05,5m,0.8,1.4,1.8000000000000003,768.0,704.0,0.025,3m,0.9,0.7,1.4000000000000001,32.0,0.3,9,COMPLETE
45,45,-2.000352000294592,2025-06-15 23:41:12.103549,2025-06-15 23:41:23.832017,0 days 00:00:11.728468,320.0,0.025,4m,0.8,0.5,2.0,952.0,88,0.025,7m,1.3,0.5,1.1,312,872.0,0.05,6m,1.3,0.6,1.5,768.0,16.0,0.025,1m,0.9,0.6,1.4000000000000001,896.0,,,,,,,,368.0,0.05,9m,1.2000000000000002,1.3,1.5,552.0,560.0,0.05,4m,1.2000000000000002,1.0,1.4000000000000001,648.0,360.0,0.05,6m,1.3,0.7,1.6,976.0,256.0,0.05,5m,0.8,1.5,1.8000000000000003,776.0,720.0,0.025,3m,0.9,0.7,1.3,104.0,0.4,9,COMPLETE
46,46,-4.829341701038186,2025-06-15 23:41:23.921028,2025-06-15 23:41:36.702376,0 days 00:00:12.781348,168.0,0.025,4m,0.7,0.9,1.6,832.0,152,0.025,7m,1.5,0.9,1.1,72,624.0,0.025,6m,1.2000000000000002,0.8,1.7000000000000002,880.0,992.0,0.025,10m,0.8,1.2000000000000002,1.5,672.0,952.0,0.025,9m,0.7,1.0,2.0,800.0,200.0,0.05,9m,1.4,1.1,1.3,392.0,520.0,0.05,4m,1.1,1.1,1.5,456.0,264.0,0.05,6m,1.4,1.4,1.2000000000000002,352.0,248.0,0.05,5m,0.9,1.3,1.8000000000000003,648.0,632.0,0.025,10m,1.1,0.7,1.4000000000000001,672.0,0.35000000000000003,10,COMPLETE
47,47,-29.0512282867981,2025-06-15 23:41:36.794192,2025-06-15 23:41:48.271454,0 days 00:00:11.477262,256.0,0.025,4m,0.8,0.6,1.9000000000000001,944.0,592,0.025,7m,1.5,0.8,1.2000000000000002,584,192.0,0.05,1m,0.8,1.1,1.4000000000000001,512.0,312.0,0.025,1m,1.2000000000000002,0.5,1.3,280.0,,,,,,,,416.0,0.05,9m,1.1,1.4,1.5,656.0,272.0,0.05,5m,0.9,1.2000000000000002,1.3,288.0,136.0,0.05,6m,1.1,1.2000000000000002,1.8000000000000003,600.0,360.0,0.05,5m,0.6,1.0,2.0,424.0,880.0,0.025,1m,0.7,1.1,1.5,344.0,0.25,9,COMPLETE
48,48,-2.601471790345471,2025-06-15 23:41:48.356150,2025-06-15 23:41:56.145507,0 days 00:00:07.789357,200.0,0.025,4m,0.7,0.8,1.7000000000000002,536.0,64,0.05,6m,1.2000000000000002,0.6,1.1,128,376.0,0.05,2m,1.1,0.7,1.5,992.0,,,,,,,,,,,,,,,568.0,0.05,6m,1.2000000000000002,1.0,1.2000000000000002,808.0,680.0,0.025,4m,1.2000000000000002,0.8,1.4000000000000001,144.0,296.0,0.025,10m,0.8,1.3,1.1,480.0,168.0,0.05,9m,1.2000000000000002,1.1,1.7000000000000002,888.0,360.0,0.025,3m,0.7,0.7,1.8000000000000003,24.0,0.3,8,COMPLETE
49,49,-5.253652414286077,2025-06-15 23:41:56.207015,2025-06-15 23:42:05.077880,0 days 00:00:08.870865,448.0,0.025,10m,0.6,0.6,1.5,248.0,728,0.05,2m,1.3,0.7,1.6,224,688.0,0.05,5m,1.5,0.9,1.7000000000000002,376.0,752.0,0.05,5m,0.7,1.1,1.7000000000000002,688.0,112.0,0.05,4m,1.5,0.5,1.2000000000000002,40.0,232.0,0.05,2m,0.9,1.3,1.4000000000000001,192.0,96.0,0.05,4m,1.3,1.2000000000000002,1.7000000000000002,472.0,496.0,0.05,6m,1.5,1.1,1.4000000000000001,704.0,120.0,0.05,6m,0.8,1.3,1.4000000000000001,400.0,592.0,0.025,4m,0.9,0.9,1.8000000000000003,672.0,0.45,10,COMPLETE
50,50,-1.9695415120632178,2025-06-15 23:42:05.171392,2025-06-15 23:42:09.196785,0 days 00:00:04.025393,344.0,0.025,5m,0.9,0.7,2.0,928.0,304,0.025,10m,1.3,0.9,1.4000000000000001,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.0,0.05,5m,1.0,1.0,1.6,392.0,600.0,0.025,3m,0.5,0.5,1.2000000000000002,416.0,,,,,,,,,,,,,,,0.25,4,COMPLETE
51,51,-0.26629270302819885,2025-06-15 23:42:09.284805,2025-06-15 23:42:15.901570,0 days 00:00:06.616765,120.0,0.025,2m,0.5,0.7,1.8000000000000003,752.0,160,0.025,5m,1.4,1.0,1.3,216,472.0,0.05,8m,0.9,0.9,1.2000000000000002,624.0,,,,,,,,,,,,,,,680.0,0.025,5m,1.4,0.8,1.7000000000000002,528.0,848.0,0.05,1m,1.4,0.6,1.1,376.0,752.0,0.05,6m,1.5,1.0,1.3,952.0,592.0,0.025,4m,0.6,1.4,1.9000000000000001,664.0,,,,,,,,0.3,7,COMPLETE
52,52,-2.831323318675702,2025-06-15 23:42:15.970105,2025-06-15 23:42:23.735033,0 days 00:00:07.764928,80.0,0.025,1m,1.5,0.7,1.8000000000000003,832.0,256,0.025,4m,1.4,1.0,1.2000000000000002,152,472.0,0.05,7m,1.0,0.8,1.3,760.0,,,,,,,,,,,,,,,504.0,0.05,10m,1.2000000000000002,1.1,1.5,992.0,976.0,0.05,1m,1.5,0.8,1.1,576.0,368.0,0.05,4m,1.4,1.1,1.2000000000000002,816.0,480.0,0.05,7m,0.9,1.1,1.5,880.0,880.0,0.05,9m,1.2000000000000002,0.6,1.4000000000000001,264.0,0.3,8,COMPLETE
53,53,-4.321663911309941,2025-06-15 23:42:23.799557,2025-06-15 23:42:25.628879,0 days 00:00:01.829322,120.0,0.025,3m,0.7,0.5,1.9000000000000001,472.0,832,0.025,7m,1.4,1.2000000000000002,1.3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
54,54,-3.9776198919467514,2025-06-15 23:42:25.729401,2025-06-15 23:42:28.698843,0 days 00:00:02.969442,256.0,0.025,8m,0.6,0.6,1.8000000000000003,576.0,216,0.025,1m,1.5,1.1,1.2000000000000002,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,0.05,8m,1.5,0.9,1.1,1024.0,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
55,55,-2.020501710234937,2025-06-15 23:42:28.771371,2025-06-15 23:42:34.314033,0 days 00:00:05.542662,16.0,0.025,6m,0.8,0.9,1.7000000000000002,648.0,920,0.025,9m,1.4,1.0,1.1,288,424.0,0.05,6m,1.1,1.0,1.4000000000000001,856.0,,,,,,,,,,,,,,,120.0,0.05,3m,1.0,1.4,1.2000000000000002,424.0,712.0,0.05,10m,1.4,0.9,1.3,272.0,480.0,0.05,10m,1.4,1.3,1.5,880.0,,,,,,,,,,,,,,,0.25,6,COMPLETE
56,56,-2.51088960959547,2025-06-15 23:42:34.368545,2025-06-15 23:42:36.354162,0 days 00:00:01.985617,176.0,0.025,9m,0.5,0.8,1.9000000000000001,392.0,400,0.025,5m,0.6,0.9,1.6,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
57,57,-5.3027702616345405,2025-06-15 23:42:36.459200,2025-06-15 23:42:44.091726,0 days 00:00:07.632526,72.0,0.025,7m,0.6,1.0,1.8000000000000003,984.0,288,0.05,5m,1.2000000000000002,0.8,1.3,456,296.0,0.05,3m,1.0,0.6,1.2000000000000002,584.0,,,,,,,,,,,,,,,360.0,0.05,4m,1.4,0.9,1.7000000000000002,144.0,880.0,0.05,1m,1.3,0.7,1.2000000000000002,192.0,592.0,0.05,2m,1.2000000000000002,1.0,1.3,776.0,336.0,0.05,3m,1.1,0.9,1.7000000000000002,456.0,248.0,0.025,3m,0.8,1.0,1.7000000000000002,584.0,0.35000000000000003,8,COMPLETE
58,58,-0.914939652665553,2025-06-15 23:42:44.161505,2025-06-15 23:42:45.333653,0 days 00:00:01.172148,,,,,,,,720,0.025,5m,1.3,1.0,1.5,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
59,59,-3.482717057900694,2025-06-15 23:42:45.405295,2025-06-15 23:42:54.103848,0 days 00:00:08.698553,280.0,0.05,2m,1.2000000000000002,0.9,2.0,736.0,352,0.05,7m,1.5,1.1,1.4000000000000001,232,600.0,0.05,10m,1.3,1.1,1.1,688.0,336.0,0.025,4m,1.2000000000000002,1.3,1.4000000000000001,704.0,,,,,,,,264.0,0.025,7m,0.9,1.2000000000000002,1.6,584.0,576.0,0.05,6m,1.2000000000000002,0.5,1.1,328.0,704.0,0.025,9m,1.3,1.2000000000000002,1.1,680.0,192.0,0.025,2m,0.7,1.2000000000000002,1.3,144.0,704.0,0.025,7m,0.6,0.8,1.4000000000000001,840.0,0.25,9,COMPLETE
60,60,-4.326899678213118,2025-06-15 23:42:54.190359,2025-06-15 23:43:03.339325,0 days 00:00:09.148966,144.0,0.025,4m,1.0,0.5,1.9000000000000001,504.0,176,0.025,8m,1.4,0.9,1.1,112,848.0,0.05,7m,0.7,0.8,1.6,1016.0,48.0,0.05,8m,0.7,0.8,1.6,184.0,1016.0,0.025,10m,1.0,1.5,2.0,624.0,592.0,0.05,9m,1.2000000000000002,1.4,1.2000000000000002,304.0,632.0,0.05,2m,1.1,1.1,1.2000000000000002,440.0,880.0,0.05,7m,1.5,1.1,1.4000000000000001,920.0,32.0,0.05,1m,0.9,0.7,1.9000000000000001,920.0,944.0,0.05,2m,1.0,0.6,1.9000000000000001,424.0,0.35000000000000003,10,COMPLETE
61,61,1.6334152714879093,2025-06-15 23:43:03.413837,2025-06-15 23:43:04.430985,0 days 00:00:01.017148,,,,,,,,248,0.05,5m,1.4,0.9,1.2000000000000002,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
62,62,-0.28220644042453497,2025-06-15 23:43:04.472495,2025-06-15 23:43:05.427926,0 days 00:00:00.955431,,,,,,,,336,0.05,5m,1.3,1.0,1.2000000000000002,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
63,63,-1.3806345532964792,2025-06-15 23:43:05.503949,2025-06-15 23:43:07.476832,0 days 00:00:01.972883,368.0,0.05,8m,0.7,1.2000000000000002,1.6,304.0,232,0.05,5m,1.5,0.8,1.2000000000000002,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
64,64,-0.20350418016029306,2025-06-15 23:43:07.529338,2025-06-15 23:43:08.644017,0 days 00:00:01.114679,,,,,,,,472,0.05,6m,1.4,0.9,1.3,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
65,65,-0.28778438305725595,2025-06-15 23:43:08.692528,2025-06-15 23:43:10.571688,0 days 00:00:01.879160,416.0,0.025,2m,0.9,0.6,1.7000000000000002,672.0,144,0.05,4m,1.3,0.8,1.7000000000000002,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
66,66,0.7605797537647777,2025-06-15 23:43:10.629195,2025-06-15 23:43:11.792839,0 days 00:00:01.163644,,,,,,,,432,0.05,2m,1.4,0.7,1.2000000000000002,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
67,67,0.35031196872602893,2025-06-15 23:43:11.846840,2025-06-15 23:43:12.980063,0 days 00:00:01.133223,,,,,,,,568,0.05,2m,1.0,0.7,1.1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
68,68,1.2392392925590285,2025-06-15 23:43:13.061569,2025-06-15 23:43:14.132280,0 days 00:00:01.070711,,,,,,,,640,0.05,2m,1.5,0.6,1.2000000000000002,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
69,69,0.985480560262406,2025-06-15 23:43:14.235801,2025-06-15 23:43:15.339510,0 days 00:00:01.103709,,,,,,,,672,0.05,2m,1.3,0.6,1.1,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
70,70,-0.0910169126797501,2025-06-15 23:43:15.390020,2025-06-15 23:43:16.524911,0 days 00:00:01.134891,,,,,,,,640,0.05,2m,1.2000000000000002,0.6,1.1,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
71,71,0.2836615539245901,2025-06-15 23:43:16.580914,2025-06-15 23:43:17.742127,0 days 00:00:01.161213,,,,,,,,616,0.05,2m,1.3,0.6,1.1,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
72,72,0.07214850582867907,2025-06-15 23:43:17.788639,2025-06-15 23:43:18.804676,0 days 00:00:01.016037,,,,,,,,680,0.05,2m,1.4,0.5,1.2000000000000002,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
73,73,0.63110414863835,2025-06-15 23:43:18.865675,2025-06-15 23:43:19.901348,0 days 00:00:01.035673,,,,,,,,528,0.05,2m,1.3,0.7,1.2000000000000002,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
74,74,0.46915348148183855,2025-06-15 23:43:19.959368,2025-06-15 23:43:21.098046,0 days 00:00:01.138678,,,,,,,,768,0.05,2m,1.4,0.6,1.1,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
75,75,-5.648940069364904,2025-06-15 23:43:21.165050,2025-06-15 23:43:23.297088,0 days 00:00:02.132038,544.0,0.05,1m,1.3,1.2000000000000002,1.3,224.0,688,0.05,2m,0.9,0.5,1.2000000000000002,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
76,76,-2.6895103285263477,2025-06-15 23:43:23.348088,2025-06-15 23:43:25.232510,0 days 00:00:01.884422,736.0,0.05,5m,1.0,1.4,1.5,336.0,432,0.05,2m,1.5,0.7,1.2000000000000002,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
77,77,-0.1538348665580806,2025-06-15 23:43:25.291022,2025-06-15 23:43:26.345188,0 days 00:00:01.054166,,,,,,,,600,0.05,8m,1.4,0.6,1.1,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
78,78,-2.7593951530376852,2025-06-15 23:43:26.403709,2025-06-15 23:43:27.411905,0 days 00:00:01.008196,,,,,,,,544,0.05,1m,1.3,0.7,1.7000000000000002,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
79,79,-4.207462683526356,2025-06-15 23:43:27.488959,2025-06-15 23:43:29.271280,0 days 00:00:01.782321,488.0,0.05,9m,0.9,1.1,1.1,64.0,496,0.05,9m,1.2000000000000002,0.6,1.3,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
80,80,-3.450693354341152,2025-06-15 23:43:29.323791,2025-06-15 23:43:36.813976,0 days 00:00:07.490185,864.0,0.05,7m,1.2000000000000002,1.4,1.3,416.0,640,0.05,10m,1.2000000000000002,1.5,1.1,176,224.0,0.025,3m,1.4,1.4,1.8000000000000003,200.0,688.0,0.025,2m,1.1,0.9,1.1,536.0,,,,,,,,408.0,0.05,9m,1.5,0.7,1.5,880.0,496.0,0.025,8m,0.6,1.4,1.5,784.0,144.0,0.025,5m,0.8,1.5,1.9000000000000001,328.0,520.0,0.05,8m,0.6,1.4,1.2000000000000002,672.0,560.0,0.025,10m,1.2000000000000002,1.2000000000000002,1.2000000000000002,184.0,0.2,9,COMPLETE
81,81,0.5521160901195308,2025-06-15 23:43:36.870977,2025-06-15 23:43:37.918671,0 days 00:00:01.047694,,,,,,,,536,0.05,2m,1.3,0.7,1.2000000000000002,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
82,82,0.24779837054950732,2025-06-15 23:43:37.966674,2025-06-15 23:43:38.946383,0 days 00:00:00.979709,,,,,,,,592,0.05,2m,1.3,0.7,1.2000000000000002,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
83,83,1.4802733668231236,2025-06-15 23:43:38.994416,2025-06-15 23:43:40.042588,0 days 00:00:01.048172,,,,,,,,504,0.05,2m,1.4,0.6,1.2000000000000002,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
84,84,-0.03257981611774056,2025-06-15 23:43:40.098118,2025-06-15 23:43:41.051747,0 days 00:00:00.953629,,,,,,,,568,0.05,2m,1.5,0.6,1.1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
85,85,0.16119502461595817,2025-06-15 23:43:41.101268,2025-06-15 23:43:43.011856,0 days 00:00:01.910588,608.0,0.05,8m,1.1,1.1,1.4000000000000001,208.0,496,0.05,8m,1.4,0.5,1.6,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
86,86,-10.924968523231732,2025-06-15 23:43:43.085859,2025-06-15 23:43:45.858700,0 days 00:00:02.772841,448.0,0.05,6m,0.7,0.8,1.6,280.0,192,0.05,2m,1.5,0.6,1.2000000000000002,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,0.025,1m,0.6,0.6,1.6,600.0,,,,,,,,,,,,,,,0.2,3,COMPLETE
87,87,-0.6964564254762555,2025-06-15 23:43:45.935211,2025-06-15 23:43:46.973376,0 days 00:00:01.038165,,,,,,,,624,0.05,7m,1.4,0.6,1.3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
88,88,0.2751635994375557,2025-06-15 23:43:47.022392,2025-06-15 23:43:48.879221,0 days 00:00:01.856829,512.0,0.05,10m,1.5,1.0,1.2000000000000002,1024.0,736,0.05,3m,1.5,0.5,1.1,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
89,89,0.9555457150142355,2025-06-15 23:43:48.938631,2025-06-15 23:43:49.953854,0 days 00:00:01.015223,,,,,,,,56,0.05,2m,1.4,0.9,1.2000000000000002,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
90,90,-0.41575915358455257,2025-06-15 23:43:49.998884,2025-06-15 23:43:51.102633,0 days 00:00:01.103749,,,,,,,,56,0.05,2m,1.5,0.7,1.3,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
91,91,-0.8502419185853121,2025-06-15 23:43:51.172633,2025-06-15 23:43:52.156842,0 days 00:00:00.984209,,,,,,,,240,0.05,2m,1.4,0.9,1.2000000000000002,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
92,92,-1.8598063283178046,2025-06-15 23:43:52.216354,2025-06-15 23:43:53.296021,0 days 00:00:01.079667,,,,,,,,48,0.05,2m,1.4,0.8,1.5,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
93,93,-4.28302970488956,2025-06-15 23:43:53.346023,2025-06-15 23:43:55.312545,0 days 00:00:01.966522,704.0,0.05,3m,0.6,1.3,2.0,104.0,88,0.05,6m,1.4,0.9,1.2000000000000002,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
94,94,-0.9845856569487903,2025-06-15 23:43:55.390554,2025-06-15 23:43:56.557977,0 days 00:00:01.167423,,,,,,,,664,0.05,2m,0.7,0.9,1.2000000000000002,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
95,95,-0.8035302513505006,2025-06-15 23:43:56.626496,2025-06-15 23:43:58.569439,0 days 00:00:01.942943,240.0,0.05,8m,0.8,1.0,1.7000000000000002,800.0,120,0.05,8m,1.3,0.8,1.2000000000000002,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
96,96,0.3396705832837674,2025-06-15 23:43:58.635964,2025-06-15 23:43:59.684262,0 days 00:00:01.048298,,,,,,,,320,0.05,7m,1.5,0.6,1.1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
97,97,-1.7763889274866855,2025-06-15 23:43:59.730010,2025-06-15 23:44:07.311910,0 days 00:00:07.581900,328.0,0.05,4m,0.7,0.9,2.0,568.0,384,0.05,4m,1.4,1.0,1.3,16,104.0,0.025,6m,0.5,0.6,1.8000000000000003,104.0,352.0,0.05,3m,0.6,0.7,1.3,832.0,,,,,,,,136.0,0.025,9m,1.3,1.1,1.4000000000000001,112.0,376.0,0.025,5m,0.7,1.0,2.0,704.0,400.0,0.025,7m,1.2000000000000002,0.7,1.7000000000000002,128.0,744.0,0.05,10m,1.4,1.0,1.7000000000000002,520.0,688.0,0.025,8m,0.8,0.9,1.5,848.0,0.1,9,COMPLETE
98,98,-2.1948717476395365,2025-06-15 23:44:07.376909,2025-06-15 23:44:08.457615,0 days 00:00:01.080706,,,,,,,,272,0.05,1m,1.5,0.5,1.2000000000000002,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
99,99,-10.765132280881708,2025-06-15 23:44:08.517649,2025-06-15 23:44:10.347295,0 days 00:00:01.829646,392.0,0.05,1m,0.6,0.8,1.7000000000000002,984.0,24,0.05,5m,1.4,0.9,1.1,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
