,number,value,datetime_start,datetime_complete,duration,params_ADP_CTAS_beta_win,params_ADP_CTAS_stop_loss,params_ADP_CTAS_trade_freq,params_ADP_CTAS_z_entry,params_ADP_CTAS_z_exit,params_ADP_CTAS_z_stop_scaler,params_ADP_CTAS_z_win,params_ALXN_CHTR_beta_win,params_ALXN_CHTR_stop_loss,params_ALXN_CHTR_trade_freq,params_ALXN_CHTR_z_entry,params_ALXN_CHTR_z_exit,params_ALXN_CHTR_z_stop_scaler,params_ALXN_CHTR_z_win,params_AMD_CMCSA_beta_win,params_AMD_CMCSA_stop_loss,params_AMD_CMCSA_trade_freq,params_AMD_CMCSA_z_entry,params_AMD_CMCSA_z_exit,params_AMD_CMCSA_z_stop_scaler,params_AMD_CMCSA_z_win,params_AMD_PTON_beta_win,params_AMD_PTON_stop_loss,params_AMD_PTON_trade_freq,params_AMD_PTON_z_entry,params_AMD_PTON_z_exit,params_AMD_PTON_z_stop_scaler,params_AMD_PTON_z_win,params_CMCSA_PTON_beta_win,params_CMCSA_PTON_stop_loss,params_CMCSA_PTON_trade_freq,params_CMCSA_PTON_z_entry,params_CMCSA_PTON_z_exit,params_CMCSA_PTON_z_stop_scaler,params_CMCSA_PTON_z_win,params_CMCSA_QCOM_beta_win,params_CMCSA_QCOM_stop_loss,params_CMCSA_QCOM_trade_freq,params_CMCSA_QCOM_z_entry,params_CMCSA_QCOM_z_exit,params_CMCSA_QCOM_z_stop_scaler,params_CMCSA_QCOM_z_win,params_CMCSA_SPLK_beta_win,params_CMCSA_SPLK_stop_loss,params_CMCSA_SPLK_trade_freq,params_CMCSA_SPLK_z_entry,params_CMCSA_SPLK_z_exit,params_CMCSA_SPLK_z_stop_scaler,params_CMCSA_SPLK_z_win,params_CMCSA_XLNX_beta_win,params_CMCSA_XLNX_stop_loss,params_CMCSA_XLNX_trade_freq,params_CMCSA_XLNX_z_entry,params_CMCSA_XLNX_z_exit,params_CMCSA_XLNX_z_stop_scaler,params_CMCSA_XLNX_z_win,params_CPRT_ISRG_beta_win,params_CPRT_ISRG_stop_loss,params_CPRT_ISRG_trade_freq,params_CPRT_ISRG_z_entry,params_CPRT_ISRG_z_exit,params_CPRT_ISRG_z_stop_scaler,params_CPRT_ISRG_z_win,params_FOXA_XLNX_beta_win,params_FOXA_XLNX_stop_loss,params_FOXA_XLNX_trade_freq,params_FOXA_XLNX_z_entry,params_FOXA_XLNX_z_exit,params_FOXA_XLNX_z_stop_scaler,params_FOXA_XLNX_z_win,params_FOX_XLNX_beta_win,params_FOX_XLNX_stop_loss,params_FOX_XLNX_trade_freq,params_FOX_XLNX_z_entry,params_FOX_XLNX_z_exit,params_FOX_XLNX_z_stop_scaler,params_FOX_XLNX_z_win,params_INTC_MU_beta_win,params_INTC_MU_stop_loss,params_INTC_MU_trade_freq,params_INTC_MU_z_entry,params_INTC_MU_z_exit,params_INTC_MU_z_stop_scaler,params_INTC_MU_z_win,params_JD_CTAS_beta_win,params_JD_CTAS_stop_loss,params_JD_CTAS_trade_freq,params_JD_CTAS_z_entry,params_JD_CTAS_z_exit,params_JD_CTAS_z_stop_scaler,params_JD_CTAS_z_win,params_PTON_SGEN_beta_win,params_PTON_SGEN_stop_loss,params_PTON_SGEN_trade_freq,params_PTON_SGEN_z_entry,params_PTON_SGEN_z_exit,params_PTON_SGEN_z_stop_scaler,params_PTON_SGEN_z_win,params_PTON_XLNX_beta_win,params_PTON_XLNX_stop_loss,params_PTON_XLNX_trade_freq,params_PTON_XLNX_z_entry,params_PTON_XLNX_z_exit,params_PTON_XLNX_z_stop_scaler,params_PTON_XLNX_z_win,params_QCOM_CTAS_beta_win,params_QCOM_CTAS_stop_loss,params_QCOM_CTAS_trade_freq,params_QCOM_CTAS_z_entry,params_QCOM_CTAS_z_exit,params_QCOM_CTAS_z_stop_scaler,params_QCOM_CTAS_z_win,params_ROST_CTAS_beta_win,params_ROST_CTAS_stop_loss,params_ROST_CTAS_trade_freq,params_ROST_CTAS_z_entry,params_ROST_CTAS_z_exit,params_ROST_CTAS_z_stop_scaler,params_ROST_CTAS_z_win,params_SBUX_CTAS_beta_win,params_SBUX_CTAS_stop_loss,params_SBUX_CTAS_trade_freq,params_SBUX_CTAS_z_entry,params_SBUX_CTAS_z_exit,params_SBUX_CTAS_z_stop_scaler,params_SBUX_CTAS_z_win,params_TSLA_CTAS_beta_win,params_TSLA_CTAS_stop_loss,params_TSLA_CTAS_trade_freq,params_TSLA_CTAS_z_entry,params_TSLA_CTAS_z_exit,params_TSLA_CTAS_z_stop_scaler,params_TSLA_CTAS_z_win,params_VRTX_CHKP_beta_win,params_VRTX_CHKP_stop_loss,params_VRTX_CHKP_trade_freq,params_VRTX_CHKP_z_entry,params_VRTX_CHKP_z_exit,params_VRTX_CHKP_z_stop_scaler,params_VRTX_CHKP_z_win,params_buffer_capital,params_pairs_to_trade,state
10,10,-2.956705639214903,2025-06-21 19:05:24.757857,2025-06-21 19:05:30.694218,0 days 00:00:05.936361,,,,,,,,7584.0,0.02,1m,1.0,0.0,0.5,1000.0,,,,,,,,1104.0,0.015,2m,2.8,1.0,2.0,992.0,8088.0,0.02,5m,2.8,1.0,2.0,80.0,4968,0.02,1m,3.0,1.0,1.5,312,,,,,,,,3416.0,0.01,5m,1.2,0.2,1.5,64.0,1464.0,0.02,1m,2.8,1.0,2.0,144.0,7704.0,0.01,1m,1.2,1.0,0.5,992.0,1848.0,0.02,2m,2.2,0.0,1.0,728.0,8144.0,0.01,3m,2.4000000000000004,0.0,0.5,984.0,4832.0,0.02,4m,2.6,1.0,0.5,968.0,,,,,,,,4336.0,0.01,4m,2.8,1.0,0.5,480.0,8112.0,0.02,2m,1.0,0.0,2.0,88.0,3888.0,0.02,3m,2.4000000000000004,0.2,1.0,240.0,,,,,,,,,,,,,,,5704.0,0.01,2m,2.0,1.0,1.5,328.0,0.4,14,COMPLETE
11,11,-2.4927633039690433,2025-06-21 19:05:30.737634,2025-06-21 19:05:38.967356,0 days 00:00:08.229722,7264.0,0.01,4m,3.0,1.0,0.5,1016.0,1024.0,0.02,5m,2.8,1.0,2.0,560.0,2464.0,0.01,1m,1.4,1.0,1.5,888.0,7648.0,0.01,4m,1.8,0.2,2.0,504.0,1992.0,0.015,5m,1.0,1.0,1.0,1000.0,8176,0.01,4m,1.8,0.8,2.0,96,7648.0,0.01,5m,2.8,1.0,2.0,1000.0,4456.0,0.01,4m,1.0,0.4,2.0,176.0,7784.0,0.01,4m,1.0,0.6000000000000001,0.5,944.0,1144.0,0.015,4m,3.0,0.0,2.0,64.0,3936.0,0.015,2m,1.8,0.4,2.0,936.0,1496.0,0.01,5m,3.0,0.4,0.5,472.0,1128.0,0.01,3m,1.0,0.6000000000000001,0.5,688.0,6384.0,0.015,4m,3.0,0.0,1.0,88.0,4480.0,0.015,2m,3.0,0.0,2.0,984.0,5752.0,0.02,1m,1.6,1.0,0.5,792.0,4984.0,0.015,5m,2.0,0.2,2.0,1024.0,2104.0,0.02,4m,2.2,1.0,2.0,912.0,1216.0,0.01,3m,1.0,0.0,1.5,1000.0,6632.0,0.01,3m,2.4000000000000004,0.0,1.0,568.0,0.35000000000000003,20,COMPLETE
12,12,-1.4498093620440657,2025-06-21 19:05:39.052897,2025-06-21 19:05:45.705799,0 days 00:00:06.652902,,,,,,,,4472.0,0.015,5m,1.8,1.0,2.0,576.0,,,,,,,,4344.0,0.01,4m,2.2,1.0,1.5,136.0,4720.0,0.02,5m,1.8,0.4,1.0,240.0,4952,0.02,4m,1.4,0.0,2.0,272,,,,,,,,5880.0,0.01,1m,1.4,0.6000000000000001,1.5,336.0,7136.0,0.015,2m,1.2,0.6000000000000001,0.5,544.0,1088.0,0.015,2m,2.0,0.6000000000000001,2.0,528.0,4600.0,0.015,1m,1.8,0.4,2.0,792.0,4168.0,0.015,4m,2.4000000000000004,0.4,1.0,720.0,1400.0,0.01,3m,1.4,0.6000000000000001,1.0,64.0,,,,,,,,5600.0,0.015,1m,2.6,0.4,1.5,824.0,1296.0,0.01,1m,1.8,0.4,0.5,672.0,2608.0,0.02,4m,3.0,0.2,2.0,1008.0,,,,,,,,4304.0,0.015,3m,1.4,1.0,0.5,768.0,7992.0,0.015,2m,2.4000000000000004,0.2,0.5,392.0,0.2,15,COMPLETE
13,13,1.5337003062197638,2025-06-21 19:05:45.790527,2025-06-21 19:05:51.902687,0 days 00:00:06.112160,,,,,,,,1248.0,0.02,4m,3.0,0.6000000000000001,1.5,248.0,,,,,,,,8096.0,0.015,4m,1.0,0.4,1.0,752.0,6824.0,0.01,5m,1.4,0.8,2.0,1000.0,7104,0.015,3m,2.4000000000000004,0.8,1.5,256,,,,,,,,3400.0,0.01,5m,1.0,0.2,2.0,312.0,4896.0,0.02,3m,2.0,0.0,1.0,640.0,3728.0,0.02,5m,2.0,0.4,1.5,472.0,2960.0,0.015,2m,2.4000000000000004,0.6000000000000001,2.0,1024.0,6040.0,0.015,3m,2.4000000000000004,0.6000000000000001,1.5,288.0,3488.0,0.01,5m,1.8,0.0,1.5,496.0,,,,,,,,3296.0,0.01,4m,3.0,0.0,2.0,832.0,4920.0,0.015,3m,2.2,0.4,1.5,992.0,5128.0,0.015,5m,2.2,0.0,2.0,864.0,,,,,,,,,,,,,,,4864.0,0.01,5m,2.6,0.8,1.0,728.0,0.35000000000000003,14,COMPLETE
14,14,2.6362836295582404,2025-06-21 19:05:51.984903,2025-06-21 19:05:57.857420,0 days 00:00:05.872517,,,,,,,,,,,,,,,,,,,,,,7496.0,0.015,5m,1.0,0.2,1.0,952.0,7864.0,0.01,5m,2.4000000000000004,0.8,2.0,248.0,5664,0.01,3m,2.6,0.8,1.5,376,,,,,,,,3192.0,0.015,5m,1.4,0.2,1.5,448.0,2936.0,0.02,3m,2.6,0.0,1.5,520.0,4376.0,0.02,5m,1.4,0.6000000000000001,1.0,808.0,3088.0,0.015,2m,3.0,0.2,1.0,760.0,6216.0,0.015,3m,2.2,0.2,1.5,712.0,4224.0,0.015,5m,2.2,0.0,2.0,248.0,,,,,,,,3576.0,0.01,4m,2.6,0.0,1.5,904.0,5424.0,0.02,3m,1.4,0.4,2.0,984.0,6016.0,0.02,5m,2.2,0.0,1.0,864.0,,,,,,,,,,,,,,,4720.0,0.01,2m,1.8,1.0,1.0,752.0,0.4,13,COMPLETE
15,15,1.057667462435183,2025-06-21 19:05:57.949238,2025-06-21 19:06:03.397876,0 days 00:00:05.448638,,,,,,,,,,,,,,,,,,,,,,8160.0,0.015,5m,1.0,0.2,1.0,960.0,8184.0,0.01,1m,2.4000000000000004,0.8,2.0,848.0,7312,0.01,3m,2.6,0.8,1.5,320,,,,,,,,3768.0,0.015,5m,1.4,0.2,2.0,512.0,2592.0,0.02,3m,2.6,0.0,1.5,528.0,4240.0,0.02,5m,1.2,0.6000000000000001,1.0,840.0,3184.0,0.015,2m,2.4000000000000004,0.2,1.0,680.0,6256.0,0.015,3m,2.2,0.2,1.5,728.0,4152.0,0.015,5m,2.2,0.0,2.0,248.0,,,,,,,,3456.0,0.01,4m,2.8,0.0,2.0,512.0,5352.0,0.02,3m,1.2,0.4,2.0,1016.0,5888.0,0.015,5m,2.2,0.0,1.0,360.0,,,,,,,,,,,,,,,4664.0,0.01,1m,1.8,1.0,1.0,768.0,0.35000000000000003,13,COMPLETE
16,16,-0.8767965311882373,2025-06-21 19:06:03.465152,2025-06-21 19:06:08.659583,0 days 00:00:05.194431,,,,,,,,,,,,,,,,,,,,,,7192.0,0.015,5m,1.4,0.2,1.0,784.0,7144.0,0.01,3m,2.6,0.8,2.0,544.0,5696,0.01,3m,2.6,1.0,1.0,424,,,,,,,,2368.0,0.02,5m,1.0,0.2,1.5,432.0,3720.0,0.02,3m,2.2,0.0,1.0,344.0,4256.0,0.02,5m,1.8,0.4,1.5,672.0,2832.0,0.01,2m,2.6,0.8,0.5,440.0,5896.0,0.015,3m,1.8,0.2,1.5,736.0,,,,,,,,,,,,,,,3752.0,0.01,4m,2.6,0.0,1.5,704.0,7056.0,0.015,3m,1.6,0.2,1.5,1024.0,5616.0,0.015,4m,2.0,0.0,1.0,936.0,,,,,,,,,,,,,,,4608.0,0.01,3m,1.6,0.8,0.5,736.0,0.45,12,COMPLETE
17,17,1.3949201018549728,2025-06-21 19:06:08.755506,2025-06-21 19:06:15.961603,0 days 00:00:07.206097,,,,,,,,7064.0,0.015,4m,2.2,0.6000000000000001,1.0,104.0,,,,,,,,5152.0,0.015,2m,1.0,0.4,1.0,768.0,7576.0,0.01,5m,2.0,0.4,2.0,384.0,7272,0.01,3m,3.0,0.8,1.5,224,,,,,,,,1128.0,0.015,5m,1.6,0.2,0.5,672.0,4552.0,0.02,3m,2.2,0.2,1.0,696.0,3216.0,0.02,3m,1.6,0.8,0.5,576.0,3752.0,0.015,3m,2.8,0.2,1.0,840.0,5528.0,0.01,3m,2.6,0.6000000000000001,1.5,384.0,4080.0,0.015,5m,2.0,0.0,1.5,336.0,7584.0,0.01,3m,1.0,1.0,0.5,992.0,5376.0,0.01,4m,1.0,0.0,2.0,888.0,4384.0,0.02,3m,2.0,0.6000000000000001,2.0,536.0,6648.0,0.02,3m,1.6,0.4,1.0,424.0,,,,,,,,7864.0,0.02,4m,2.8,0.8,2.0,64.0,4592.0,0.01,5m,1.6,0.8,1.0,712.0,0.3,16,COMPLETE
18,18,2.6118860023722417,2025-06-21 19:06:16.049699,2025-06-21 19:06:20.850509,0 days 00:00:04.800810,,,,,,,,,,,,,,,,,,,,,,8192.0,0.02,3m,2.0,0.4,1.0,776.0,6544.0,0.01,5m,2.4000000000000004,0.8,2.0,640.0,5496,0.02,3m,2.4000000000000004,0.8,1.0,640,,,,,,,,3848.0,0.02,5m,1.2,0.4,2.0,440.0,,,,,,,,6072.0,0.02,5m,1.0,0.4,1.5,752.0,5264.0,0.015,1m,2.4000000000000004,0.2,1.0,72.0,6704.0,0.015,3m,2.0,0.2,2.0,624.0,,,,,,,,,,,,,,,3552.0,0.015,4m,3.0,0.8,1.5,1024.0,4504.0,0.01,4m,1.4,0.2,1.5,856.0,7992.0,0.015,2m,2.2,0.4,1.5,848.0,,,,,,,,,,,,,,,3368.0,0.01,2m,2.2,1.0,1.5,480.0,0.45,11,COMPLETE
19,19,1.4320363377547498,2025-06-21 19:06:20.920189,2025-06-21 19:06:25.332410,0 days 00:00:04.412221,,,,,,,,,,,,,,,,,,,,,,3224.0,0.02,3m,2.2,0.0,0.5,872.0,6248.0,0.01,5m,3.0,0.8,2.0,672.0,4112,0.02,3m,2.8,1.0,1.0,696,,,,,,,,3824.0,0.02,3m,2.4000000000000004,0.6000000000000001,1.5,440.0,,,,,,,,6472.0,0.01,5m,1.0,0.8,1.0,808.0,5680.0,0.01,1m,1.4,0.2,1.0,64.0,6944.0,0.015,4m,1.8,0.2,2.0,624.0,,,,,,,,,,,,,,,5144.0,0.015,4m,2.6,0.8,1.5,1016.0,6384.0,0.01,4m,1.4,0.2,2.0,840.0,8160.0,0.02,2m,1.8,1.0,1.5,632.0,,,,,,,,,,,,,,,3040.0,0.01,2m,2.0,1.0,1.5,456.0,0.45,11,COMPLETE
20,20,-0.025082039236617584,2025-06-21 19:06:25.397213,2025-06-21 19:06:26.815519,0 days 00:00:01.418306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7568.0,0.01,2m,2.2,0.4,1.0,280.0,5528,0.02,3m,2.4000000000000004,0.6000000000000001,1.0,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3952.0,0.015,4m,2.8,0.8,1.5,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
21,21,1.1331867896926304,2025-06-21 19:06:26.889670,2025-06-21 19:06:32.645022,0 days 00:00:05.755352,,,,,,,,,,,,,,,,,,,,,,8112.0,0.015,3m,1.8,0.4,1.0,672.0,7064.0,0.01,5m,2.4000000000000004,0.8,2.0,888.0,6656,0.02,3m,2.4000000000000004,0.8,1.5,592,,,,,,,,2432.0,0.015,5m,1.2,0.4,2.0,424.0,3088.0,0.02,5m,3.0,0.2,2.0,720.0,5896.0,0.02,5m,1.6,0.4,1.5,720.0,4880.0,0.015,1m,2.4000000000000004,0.4,0.5,584.0,5080.0,0.015,3m,2.0,0.4,2.0,624.0,3312.0,0.015,1m,2.0,0.2,1.5,112.0,,,,,,,,3168.0,0.01,4m,3.0,0.8,2.0,896.0,4272.0,0.01,4m,2.0,0.2,1.5,888.0,7224.0,0.015,2m,2.2,0.4,1.5,888.0,,,,,,,,,,,,,,,3656.0,0.01,2m,2.6,1.0,1.5,848.0,0.4,13,COMPLETE
22,22,-1.3762021183932924,2025-06-21 19:06:32.694070,2025-06-21 19:06:37.481330,0 days 00:00:04.787260,,,,,,,,,,,,,,,,,,,,,,7104.0,0.02,1m,2.6,0.4,1.5,672.0,7552.0,0.01,5m,2.4000000000000004,1.0,2.0,632.0,5696,0.015,3m,2.4000000000000004,0.8,1.5,368,,,,,,,,4040.0,0.02,5m,1.2,0.2,2.0,232.0,,,,,,,,,,,,,,,4624.0,0.015,1m,2.6,0.6000000000000001,1.0,64.0,6824.0,0.015,3m,2.2,0.2,1.5,840.0,,,,,,,,,,,,,,,1976.0,0.015,4m,3.0,0.0,1.5,768.0,5168.0,0.015,3m,1.0,0.4,1.5,656.0,5656.0,0.015,2m,2.4000000000000004,0.0,1.0,832.0,,,,,,,,,,,,,,,4000.0,0.01,2m,2.2,0.8,1.0,640.0,0.3,10,COMPLETE
23,23,0.11869770313659775,2025-06-21 19:06:37.565293,2025-06-21 19:06:43.741631,0 days 00:00:06.176338,,,,,,,,5264.0,0.01,4m,1.6,0.6000000000000001,1.5,312.0,,,,,,,,7136.0,0.015,5m,1.2,0.2,1.0,864.0,4344.0,0.01,5m,1.8,0.6000000000000001,1.5,440.0,7680,0.01,3m,2.8,0.6000000000000001,1.0,656,,,,,,,,3040.0,0.02,5m,1.6,0.4,2.0,600.0,5576.0,0.01,3m,1.8,0.0,1.5,400.0,3000.0,0.02,5m,1.0,0.4,1.5,448.0,3328.0,0.015,4m,2.2,0.2,1.0,424.0,6320.0,0.015,3m,2.6,0.6000000000000001,2.0,608.0,5720.0,0.01,5m,2.4000000000000004,0.2,2.0,496.0,,,,,,,,3440.0,0.01,4m,2.8,0.2,1.5,1024.0,3880.0,0.01,4m,1.4,0.6000000000000001,1.5,920.0,7456.0,0.015,5m,2.2,0.4,0.5,960.0,,,,,,,,,,,,,,,2480.0,0.01,2m,2.2,1.0,1.0,472.0,0.4,14,COMPLETE
24,24,-1.8081338092651151,2025-06-21 19:06:43.832570,2025-06-21 19:06:47.862587,0 days 00:00:04.030017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6568.0,0.01,1m,2.6,0.8,2.0,736.0,4320,0.02,3m,2.2,1.0,1.5,64,,,,,,,,5160.0,0.015,5m,1.2,0.0,1.5,120.0,,,,,,,,,,,,,,,2464.0,0.015,2m,2.8,0.8,1.5,856.0,7888.0,0.01,1m,1.6,0.0,1.5,872.0,,,,,,,,,,,,,,,4848.0,0.01,4m,2.4000000000000004,0.8,2.0,904.0,6216.0,0.02,3m,2.2,0.2,2.0,1024.0,6232.0,0.015,5m,1.8,0.0,1.5,672.0,,,,,,,,,,,,,,,5208.0,0.01,5m,1.6,0.8,1.5,688.0,0.5,9,COMPLETE
25,25,2.3715032359691675,2025-06-21 19:06:47.932237,2025-06-21 19:06:53.231631,0 days 00:00:05.299394,,,,,,,,,,,,,,,,,,,,,,8176.0,0.02,3m,1.8,0.8,1.0,1024.0,1688.0,0.015,5m,2.2,0.6000000000000001,1.5,912.0,5264,0.015,1m,2.8,0.8,1.0,480,,,,,,,,4192.0,0.02,5m,1.0,0.8,2.0,296.0,1032.0,0.02,3m,2.4000000000000004,0.4,1.0,664.0,5768.0,0.02,5m,1.4,0.2,1.0,944.0,7064.0,0.015,2m,2.2,0.4,0.5,640.0,3760.0,0.015,5m,2.2,0.4,1.0,144.0,,,,,,,,,,,,,,,4120.0,0.01,3m,2.6,1.0,1.0,856.0,4824.0,0.015,4m,1.8,0.4,1.5,704.0,5064.0,0.02,2m,2.4000000000000004,0.0,1.0,816.0,,,,,,,,,,,,,,,1240.0,0.01,2m,2.6,1.0,0.5,824.0,0.35000000000000003,12,COMPLETE
26,26,0.06371123718830697,2025-06-21 19:06:53.290908,2025-06-21 19:06:58.708470,0 days 00:00:05.417562,,,,,,,,,,,,,,,,,,,,,,5360.0,0.02,3m,1.8,0.8,1.5,1016.0,1624.0,0.015,3m,2.2,0.6000000000000001,1.5,880.0,3576,0.01,1m,2.8,0.4,1.0,496,,,,,,,,6320.0,0.02,5m,1.8,1.0,1.0,480.0,1056.0,0.015,5m,2.6,0.4,1.5,336.0,5696.0,0.015,5m,1.4,0.2,1.0,1024.0,7384.0,0.01,1m,1.6,0.2,0.5,664.0,4264.0,0.015,5m,2.0,0.2,1.0,136.0,,,,,,,,,,,,,,,4024.0,0.015,3m,2.2,1.0,1.0,728.0,3520.0,0.015,4m,1.6,0.6000000000000001,1.0,688.0,4136.0,0.02,2m,2.6,0.4,1.0,96.0,,,,,,,,,,,,,,,1160.0,0.01,2m,1.8,1.0,0.5,848.0,0.45,12,COMPLETE
27,27,-2.1946930907386704,2025-06-21 19:06:58.818580,2025-06-21 19:07:06.816561,0 days 00:00:07.997981,1176.0,0.02,5m,1.0,0.0,2.0,328.0,6000.0,0.01,3m,1.0,0.0,0.5,1016.0,,,,,,,,6720.0,0.02,3m,2.2,0.8,0.5,912.0,1152.0,0.015,5m,2.6,0.2,1.5,600.0,5312,0.015,1m,3.0,0.8,1.0,464,6704.0,0.02,2m,1.0,0.0,2.0,152.0,8040.0,0.02,3m,1.4,0.8,1.5,392.0,2440.0,0.02,2m,2.4000000000000004,0.8,1.0,768.0,6864.0,0.02,2m,1.4,0.2,1.0,880.0,7216.0,0.02,2m,2.0,0.4,0.5,424.0,3488.0,0.01,5m,2.2,0.4,1.0,408.0,6432.0,0.02,1m,3.0,1.0,1.0,888.0,5192.0,0.01,2m,1.0,0.4,0.5,992.0,5720.0,0.01,3m,2.6,1.0,1.0,944.0,6928.0,0.01,4m,1.4,0.2,2.0,584.0,2728.0,0.02,2m,2.4000000000000004,0.2,1.0,792.0,,,,,,,,8056.0,0.01,5m,2.2,0.6000000000000001,2.0,120.0,2472.0,0.015,2m,2.2,1.0,0.5,1008.0,0.3,18,COMPLETE
28,28,0.7270060665884596,2025-06-21 19:07:06.907807,2025-06-21 19:07:12.316425,0 days 00:00:05.408618,,,,,,,,,,,,,,,,,,,,,,7480.0,0.02,3m,2.4000000000000004,0.8,1.0,856.0,4504.0,0.015,5m,2.2,0.6000000000000001,1.0,472.0,6040,0.02,1m,2.6,0.6000000000000001,1.0,800,,,,,,,,4384.0,0.02,2m,1.2,0.8,2.0,256.0,1768.0,0.015,1m,3.0,0.4,2.0,152.0,5184.0,0.02,3m,1.0,0.6000000000000001,0.5,920.0,6568.0,0.015,3m,2.2,0.2,0.5,200.0,5192.0,0.02,5m,2.6,0.2,0.5,832.0,,,,,,,,,,,,,,,4736.0,0.015,3m,2.4000000000000004,0.8,1.0,864.0,4648.0,0.02,2m,1.8,0.0,1.5,776.0,7536.0,0.02,2m,2.0,1.0,0.5,448.0,,,,,,,,,,,,,,,1288.0,0.01,2m,2.6,0.8,0.5,904.0,0.4,12,COMPLETE
29,29,-0.05832990451948439,2025-06-21 19:07:12.383900,2025-06-21 19:07:16.005178,0 days 00:00:03.621278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3808.0,0.015,5m,1.8,1.0,1.5,320.0,3416,0.01,2m,2.8,1.0,0.5,576,,,,,,,,5128.0,0.015,5m,1.0,0.6000000000000001,2.0,696.0,,,,,,,,,,,,,,,5368.0,0.015,4m,1.8,0.4,1.0,640.0,3632.0,0.015,5m,1.6,0.4,1.0,560.0,,,,,,,,,,,,,,,1816.0,0.01,3m,1.6,1.0,1.5,448.0,,,,,,,,4328.0,0.02,2m,3.0,0.8,1.0,624.0,,,,,,,,,,,,,,,4160.0,0.01,2m,2.0,1.0,1.5,512.0,0.05,8,COMPLETE
30,30,-0.19470150047257181,2025-06-21 19:07:16.074504,2025-06-21 19:07:20.906899,0 days 00:00:04.832395,,,,,,,,,,,,,,,,,,,,,,8192.0,0.02,3m,1.6,0.0,1.0,1024.0,2496.0,0.01,4m,2.0,0.4,2.0,144.0,4632,0.02,1m,2.6,0.4,0.5,664,,,,,,,,2024.0,0.02,5m,1.8,0.8,1.5,576.0,,,,,,,,7296.0,0.015,5m,1.4,0.2,1.0,728.0,6904.0,0.01,1m,2.8,0.0,1.0,760.0,7248.0,0.015,1m,2.2,0.0,2.0,704.0,,,,,,,,,,,,,,,2800.0,0.015,1m,2.0,0.6000000000000001,1.5,584.0,5736.0,0.01,4m,1.2,0.4,1.5,456.0,6296.0,0.02,3m,2.8,0.0,1.5,928.0,,,,,,,,,,,,,,,2816.0,0.015,1m,1.4,0.6000000000000001,0.5,792.0,0.45,11,COMPLETE
31,31,1.17689853487151,2025-06-21 19:07:20.990253,2025-06-21 19:07:27.588378,0 days 00:00:06.598125,,,,,,,,3208.0,0.02,4m,2.4000000000000004,0.4,1.5,328.0,,,,,,,,7672.0,0.015,4m,1.2,0.4,1.0,752.0,6904.0,0.01,5m,1.6,0.8,2.0,952.0,5272,0.015,3m,2.4000000000000004,0.8,1.5,344,,,,,,,,3408.0,0.02,5m,1.0,0.4,2.0,288.0,4280.0,0.02,3m,2.0,0.2,1.0,640.0,3384.0,0.02,5m,2.2,0.4,1.5,432.0,4064.0,0.015,2m,2.4000000000000004,0.6000000000000001,2.0,536.0,6304.0,0.015,3m,2.4000000000000004,0.6000000000000001,1.5,184.0,2784.0,0.015,5m,1.6,0.0,1.5,680.0,,,,,,,,3240.0,0.01,4m,2.8,0.2,1.5,664.0,4840.0,0.015,3m,2.0,0.4,1.5,920.0,5192.0,0.015,5m,2.2,0.0,1.0,856.0,,,,,,,,6200.0,0.02,1m,2.2,0.4,1.0,416.0,5472.0,0.01,3m,2.6,0.8,1.0,672.0,0.35000000000000003,15,COMPLETE
32,32,0.08206779853514677,2025-06-21 19:07:27.683150,2025-06-21 19:07:33.902559,0 days 00:00:06.219409,,,,,,,,3240.0,0.015,2m,3.0,0.8,2.0,784.0,,,,,,,,8192.0,0.015,4m,2.0,0.4,1.0,656.0,4984.0,0.01,5m,2.4000000000000004,0.8,2.0,1024.0,6048,0.015,3m,2.2,0.8,1.5,256,,,,,,,,4064.0,0.015,5m,1.2,0.2,2.0,352.0,3416.0,0.02,3m,2.4000000000000004,0.0,1.0,488.0,5208.0,0.02,5m,1.8,0.4,1.5,632.0,5240.0,0.015,2m,2.4000000000000004,0.8,1.5,504.0,5056.0,0.015,3m,2.0,0.4,1.5,320.0,2856.0,0.01,5m,1.8,0.4,2.0,232.0,,,,,,,,4136.0,0.01,3m,3.0,0.8,1.0,856.0,5224.0,0.015,3m,1.8,0.4,1.5,848.0,5296.0,0.015,4m,1.8,0.0,2.0,760.0,,,,,,,,,,,,,,,4952.0,0.01,5m,2.8,1.0,1.0,888.0,0.35000000000000003,14,COMPLETE
