,number,value,datetime_start,datetime_complete,duration,params_ADP_CTAS_beta_win,params_ADP_CTAS_stop_loss,params_ADP_CTAS_trade_freq,params_ADP_CTAS_z_entry,params_ADP_CTAS_z_exit,params_ADP_CTAS_z_stop_scaler,params_ADP_CTAS_z_win,params_ALXN_CHTR_beta_win,params_ALXN_CHTR_stop_loss,params_ALXN_CHTR_trade_freq,params_ALXN_CHTR_z_entry,params_ALXN_CHTR_z_exit,params_ALXN_CHTR_z_stop_scaler,params_ALXN_CHTR_z_win,params_AMD_CMCSA_beta_win,params_AMD_CMCSA_stop_loss,params_AMD_CMCSA_trade_freq,params_AMD_CMCSA_z_entry,params_AMD_CMCSA_z_exit,params_AMD_CMCSA_z_stop_scaler,params_AMD_CMCSA_z_win,params_AMD_PTON_beta_win,params_AMD_PTON_stop_loss,params_AMD_PTON_trade_freq,params_AMD_PTON_z_entry,params_AMD_PTON_z_exit,params_AMD_PTON_z_stop_scaler,params_AMD_PTON_z_win,params_CMCSA_PTON_beta_win,params_CMCSA_PTON_stop_loss,params_CMCSA_PTON_trade_freq,params_CMCSA_PTON_z_entry,params_CMCSA_PTON_z_exit,params_CMCSA_PTON_z_stop_scaler,params_CMCSA_PTON_z_win,params_CMCSA_QCOM_beta_win,params_CMCSA_QCOM_stop_loss,params_CMCSA_QCOM_trade_freq,params_CMCSA_QCOM_z_entry,params_CMCSA_QCOM_z_exit,params_CMCSA_QCOM_z_stop_scaler,params_CMCSA_QCOM_z_win,params_CMCSA_SPLK_beta_win,params_CMCSA_SPLK_stop_loss,params_CMCSA_SPLK_trade_freq,params_CMCSA_SPLK_z_entry,params_CMCSA_SPLK_z_exit,params_CMCSA_SPLK_z_stop_scaler,params_CMCSA_SPLK_z_win,params_CMCSA_XLNX_beta_win,params_CMCSA_XLNX_stop_loss,params_CMCSA_XLNX_trade_freq,params_CMCSA_XLNX_z_entry,params_CMCSA_XLNX_z_exit,params_CMCSA_XLNX_z_stop_scaler,params_CMCSA_XLNX_z_win,params_CPRT_ISRG_beta_win,params_CPRT_ISRG_stop_loss,params_CPRT_ISRG_trade_freq,params_CPRT_ISRG_z_entry,params_CPRT_ISRG_z_exit,params_CPRT_ISRG_z_stop_scaler,params_CPRT_ISRG_z_win,params_FOXA_XLNX_beta_win,params_FOXA_XLNX_stop_loss,params_FOXA_XLNX_trade_freq,params_FOXA_XLNX_z_entry,params_FOXA_XLNX_z_exit,params_FOXA_XLNX_z_stop_scaler,params_FOXA_XLNX_z_win,params_FOX_XLNX_beta_win,params_FOX_XLNX_stop_loss,params_FOX_XLNX_trade_freq,params_FOX_XLNX_z_entry,params_FOX_XLNX_z_exit,params_FOX_XLNX_z_stop_scaler,params_FOX_XLNX_z_win,params_INTC_MU_beta_win,params_INTC_MU_stop_loss,params_INTC_MU_trade_freq,params_INTC_MU_z_entry,params_INTC_MU_z_exit,params_INTC_MU_z_stop_scaler,params_INTC_MU_z_win,params_JD_CTAS_beta_win,params_JD_CTAS_stop_loss,params_JD_CTAS_trade_freq,params_JD_CTAS_z_entry,params_JD_CTAS_z_exit,params_JD_CTAS_z_stop_scaler,params_JD_CTAS_z_win,params_PTON_SGEN_beta_win,params_PTON_SGEN_stop_loss,params_PTON_SGEN_trade_freq,params_PTON_SGEN_z_entry,params_PTON_SGEN_z_exit,params_PTON_SGEN_z_stop_scaler,params_PTON_SGEN_z_win,params_PTON_XLNX_beta_win,params_PTON_XLNX_stop_loss,params_PTON_XLNX_trade_freq,params_PTON_XLNX_z_entry,params_PTON_XLNX_z_exit,params_PTON_XLNX_z_stop_scaler,params_PTON_XLNX_z_win,params_QCOM_CTAS_beta_win,params_QCOM_CTAS_stop_loss,params_QCOM_CTAS_trade_freq,params_QCOM_CTAS_z_entry,params_QCOM_CTAS_z_exit,params_QCOM_CTAS_z_stop_scaler,params_QCOM_CTAS_z_win,params_ROST_CTAS_beta_win,params_ROST_CTAS_stop_loss,params_ROST_CTAS_trade_freq,params_ROST_CTAS_z_entry,params_ROST_CTAS_z_exit,params_ROST_CTAS_z_stop_scaler,params_ROST_CTAS_z_win,params_SBUX_CTAS_beta_win,params_SBUX_CTAS_stop_loss,params_SBUX_CTAS_trade_freq,params_SBUX_CTAS_z_entry,params_SBUX_CTAS_z_exit,params_SBUX_CTAS_z_stop_scaler,params_SBUX_CTAS_z_win,params_TSLA_CTAS_beta_win,params_TSLA_CTAS_stop_loss,params_TSLA_CTAS_trade_freq,params_TSLA_CTAS_z_entry,params_TSLA_CTAS_z_exit,params_TSLA_CTAS_z_stop_scaler,params_TSLA_CTAS_z_win,params_VRTX_CHKP_beta_win,params_VRTX_CHKP_stop_loss,params_VRTX_CHKP_trade_freq,params_VRTX_CHKP_z_entry,params_VRTX_CHKP_z_exit,params_VRTX_CHKP_z_stop_scaler,params_VRTX_CHKP_z_win,params_buffer_capital,params_pairs_to_trade,state
56,56,1.699352452463118,2025-06-21 19:09:48.428296,2025-06-21 19:09:55.842727,0 days 00:00:07.414431,3520.0,0.01,5m,2.4000000000000004,0.6000000000000001,1.0,328.0,2528.0,0.015,4m,2.2,0.2,1.5,192.0,,,,,,,,6864.0,0.015,3m,1.0,0.6000000000000001,1.5,1024.0,7504.0,0.01,2m,1.6,0.8,2.0,744.0,7784,0.02,3m,3.0,0.0,2.0,384,,,,,,,,3872.0,0.02,3m,1.6,0.2,2.0,248.0,2888.0,0.02,3m,1.6,0.0,0.5,696.0,1848.0,0.02,5m,2.4000000000000004,0.0,1.5,192.0,7624.0,0.02,2m,2.6,0.4,1.0,800.0,2616.0,0.015,5m,2.6,0.8,1.5,768.0,1864.0,0.015,5m,2.4000000000000004,0.2,2.0,632.0,2928.0,0.01,5m,1.4,0.8,2.0,280.0,4464.0,0.02,5m,2.6,0.0,2.0,896.0,3128.0,0.015,3m,1.0,1.0,2.0,232.0,2888.0,0.015,4m,2.0,0.2,1.5,1024.0,,,,,,,,7032.0,0.015,4m,1.4,0.2,1.5,152.0,5264.0,0.01,5m,2.4000000000000004,0.4,1.5,576.0,0.3,17,COMPLETE
57,57,2.2639556178016806,2025-06-21 19:09:55.929164,2025-06-21 19:10:03.170762,0 days 00:00:07.241598,6296.0,0.015,1m,1.8,0.2,1.5,312.0,1848.0,0.02,4m,2.4000000000000004,0.4,1.0,256.0,,,,,,,,7320.0,0.015,3m,1.2,1.0,1.0,824.0,7128.0,0.01,3m,2.0,1.0,2.0,864.0,6480,0.01,3m,2.8,0.8,2.0,200,,,,,,,,3232.0,0.015,5m,1.2,0.0,1.5,424.0,3456.0,0.02,3m,2.0,0.4,1.5,896.0,6768.0,0.02,5m,3.0,0.6000000000000001,1.0,192.0,8168.0,0.015,3m,1.6,0.8,1.5,760.0,3912.0,0.015,5m,2.6,0.8,1.5,944.0,3976.0,0.015,5m,2.0,0.4,2.0,728.0,4088.0,0.015,5m,2.4000000000000004,0.2,1.0,552.0,4304.0,0.01,4m,2.4000000000000004,0.0,1.5,992.0,4320.0,0.015,3m,1.2,0.0,1.5,984.0,4472.0,0.015,4m,2.2,0.0,1.0,736.0,,,,,,,,5184.0,0.01,4m,1.8,0.0,1.0,336.0,3848.0,0.01,1m,2.2,0.8,2.0,496.0,0.25,17,COMPLETE
58,58,0.19709511124016577,2025-06-21 19:10:03.229378,2025-06-21 19:10:09.020967,0 days 00:00:05.791589,,,,,,,,,,,,,,,,,,,,,,7768.0,0.015,3m,1.0,0.8,1.5,952.0,7888.0,0.01,5m,2.4000000000000004,0.8,2.0,176.0,7328,0.015,4m,2.4000000000000004,0.8,1.5,336,,,,,,,,3768.0,0.02,2m,1.8,0.0,2.0,352.0,4336.0,0.02,4m,2.6,0.2,1.5,736.0,2312.0,0.01,5m,2.2,0.6000000000000001,1.5,368.0,6984.0,0.015,1m,1.8,0.0,1.0,992.0,1912.0,0.015,1m,2.4000000000000004,1.0,1.0,664.0,2544.0,0.015,4m,1.6,0.0,2.0,872.0,,,,,,,,7216.0,0.015,5m,2.8,0.8,1.5,1024.0,4048.0,0.015,1m,1.4,0.6000000000000001,2.0,896.0,3736.0,0.01,4m,1.6,0.0,1.0,800.0,,,,,,,,,,,,,,,4664.0,0.01,2m,2.8,1.0,1.5,648.0,0.35000000000000003,13,COMPLETE
59,59,-0.5768133589257165,2025-06-21 19:10:09.098178,2025-06-21 19:10:15.911805,0 days 00:00:06.813627,,,,,,,,4224.0,0.015,2m,2.8,0.6000000000000001,2.0,360.0,,,,,,,,6424.0,0.015,3m,1.6,0.6000000000000001,0.5,864.0,7592.0,0.01,5m,1.8,0.8,1.5,792.0,5064,0.02,3m,2.6,0.6000000000000001,1.5,232,,,,,,,,2064.0,0.01,1m,1.2,0.2,1.5,552.0,2600.0,0.02,3m,2.2,0.6000000000000001,1.0,848.0,4608.0,0.02,4m,2.6,0.0,1.5,248.0,7904.0,0.015,2m,2.8,0.6000000000000001,2.0,472.0,4656.0,0.015,5m,1.6,0.8,1.5,800.0,4776.0,0.015,5m,1.2,0.2,2.0,560.0,2080.0,0.01,5m,1.2,0.8,1.5,800.0,4680.0,0.01,1m,1.4,1.0,2.0,928.0,3576.0,0.015,3m,1.2,0.8,1.5,952.0,4240.0,0.015,4m,1.4,0.2,1.5,856.0,,,,,,,,7312.0,0.02,4m,1.2,0.6000000000000001,1.5,736.0,4360.0,0.01,3m,2.0,0.2,1.5,440.0,0.3,16,COMPLETE
60,60,1.2877947486101853,2025-06-21 19:10:15.991205,2025-06-21 19:10:22.118402,0 days 00:00:06.127197,,,,,,,,3472.0,0.015,3m,2.0,0.8,1.5,72.0,,,,,,,,3256.0,0.015,1m,1.4,0.8,2.0,984.0,6416.0,0.015,5m,2.2,1.0,2.0,72.0,5488,0.01,2m,2.4000000000000004,1.0,2.0,496,,,,,,,,2880.0,0.02,5m,1.6,0.2,2.0,152.0,4096.0,0.02,4m,1.6,1.0,1.5,576.0,1880.0,0.02,5m,2.4000000000000004,0.2,2.0,64.0,7472.0,0.01,5m,3.0,0.2,0.5,368.0,3224.0,0.015,1m,1.2,0.4,1.5,584.0,1728.0,0.02,3m,2.0,0.0,2.0,608.0,,,,,,,,3008.0,0.01,4m,2.8,0.0,1.5,888.0,4376.0,0.01,3m,1.6,1.0,1.5,992.0,3216.0,0.02,4m,1.8,0.2,1.0,496.0,,,,,,,,,,,,,,,3376.0,0.01,5m,2.4000000000000004,1.0,2.0,704.0,0.15000000000000002,14,COMPLETE
61,61,1.3790150404397157,2025-06-21 19:10:22.186590,2025-06-21 19:10:29.582964,0 days 00:00:07.396374,6264.0,0.015,1m,1.8,0.2,1.5,288.0,1680.0,0.02,4m,2.4000000000000004,0.4,1.0,248.0,,,,,,,,7320.0,0.015,3m,1.2,1.0,1.0,816.0,7176.0,0.01,3m,2.0,1.0,2.0,864.0,6344,0.01,3m,2.8,0.8,2.0,152,,,,,,,,3280.0,0.015,5m,1.2,0.0,1.5,1024.0,3360.0,0.02,3m,2.0,0.4,1.5,904.0,6624.0,0.02,5m,3.0,0.6000000000000001,1.0,152.0,8160.0,0.015,3m,1.6,1.0,1.5,752.0,4000.0,0.015,5m,2.6,0.8,1.5,984.0,4088.0,0.015,5m,2.2,0.4,2.0,736.0,4128.0,0.015,5m,2.4000000000000004,0.2,1.0,560.0,3968.0,0.01,4m,2.4000000000000004,0.0,1.5,976.0,4400.0,0.015,3m,1.2,0.0,1.5,976.0,4440.0,0.015,4m,2.2,0.0,1.0,640.0,,,,,,,,5472.0,0.01,4m,1.8,0.0,1.0,344.0,4040.0,0.01,1m,2.2,0.8,2.0,496.0,0.25,17,COMPLETE
62,62,2.366288433628462,2025-06-21 19:10:29.666101,2025-06-21 19:10:37.578706,0 days 00:00:07.912605,6448.0,0.015,1m,2.4000000000000004,0.2,1.5,224.0,2712.0,0.02,4m,2.4000000000000004,0.4,1.0,160.0,,,,,,,,7888.0,0.015,3m,1.0,1.0,1.0,904.0,7048.0,0.01,3m,1.8,1.0,2.0,960.0,6560,0.01,3m,2.8,0.8,2.0,192,4568.0,0.01,5m,2.2,0.4,1.0,720.0,4224.0,0.015,5m,1.4,0.0,1.5,408.0,3536.0,0.02,3m,1.8,0.4,1.5,856.0,7344.0,0.02,5m,3.0,0.6000000000000001,1.0,144.0,1056.0,0.015,3m,1.4,0.8,1.5,128.0,3888.0,0.015,5m,2.6,0.8,1.5,1024.0,3320.0,0.015,5m,2.0,0.4,2.0,704.0,5496.0,0.015,5m,2.2,0.2,1.0,408.0,5040.0,0.01,4m,2.6,0.0,1.5,992.0,3888.0,0.015,3m,1.0,0.0,1.5,984.0,4880.0,0.015,4m,2.0,0.0,1.0,728.0,,,,,,,,5880.0,0.01,4m,1.6,0.0,1.0,200.0,2800.0,0.01,1m,2.2,1.0,2.0,560.0,0.25,18,COMPLETE
63,63,1.4239642979226763,2025-06-21 19:10:37.661799,2025-06-21 19:10:45.702832,0 days 00:00:08.041033,4272.0,0.02,3m,2.4000000000000004,0.2,2.0,168.0,2560.0,0.02,4m,2.8,0.2,1.0,152.0,,,,,,,,7808.0,0.015,3m,1.0,1.0,1.0,888.0,7496.0,0.01,3m,1.8,0.8,2.0,944.0,6952,0.01,3m,3.0,0.8,2.0,296,4504.0,0.01,5m,2.2,0.4,1.0,784.0,4272.0,0.015,5m,1.4,0.0,1.5,440.0,4824.0,0.02,3m,1.8,0.6000000000000001,1.5,992.0,7392.0,0.02,5m,2.8,0.8,1.0,144.0,1688.0,0.015,3m,1.4,0.8,2.0,136.0,4384.0,0.015,5m,2.8,1.0,1.5,504.0,3376.0,0.015,5m,2.0,0.2,2.0,816.0,5696.0,0.02,5m,2.0,0.4,1.5,376.0,4984.0,0.01,4m,2.6,0.0,1.5,1024.0,3136.0,0.015,3m,1.0,0.0,1.5,1000.0,1936.0,0.015,4m,2.0,0.0,1.0,776.0,2256.0,0.01,2m,1.0,1.0,0.5,952.0,6064.0,0.015,4m,1.6,0.2,1.0,184.0,2784.0,0.01,1m,2.6,1.0,2.0,544.0,0.2,19,COMPLETE
64,64,-1.7969170031675563,2025-06-21 19:10:45.810491,2025-06-21 19:10:52.334940,0 days 00:00:06.524449,,,,,,,,2600.0,0.02,4m,2.6,0.6000000000000001,1.5,152.0,,,,,,,,3952.0,0.015,2m,1.0,0.8,1.0,944.0,7008.0,0.01,3m,1.8,1.0,2.0,968.0,6136,0.01,3m,2.8,0.8,2.0,104,,,,,,,,3680.0,0.015,5m,1.6,0.0,1.5,328.0,3032.0,0.02,3m,1.4,0.4,2.0,848.0,6144.0,0.02,5m,2.8,0.6000000000000001,1.0,368.0,1128.0,0.015,3m,1.2,0.2,1.0,128.0,2792.0,0.015,4m,2.4000000000000004,0.8,1.0,664.0,3112.0,0.015,5m,2.6,0.4,2.0,568.0,,,,,,,,3696.0,0.01,4m,2.6,0.0,1.0,912.0,3816.0,0.015,3m,1.8,0.2,1.5,1024.0,4824.0,0.015,2m,1.8,0.0,1.0,832.0,,,,,,,,6768.0,0.01,4m,2.0,0.4,0.5,208.0,2304.0,0.01,1m,2.0,1.0,1.5,600.0,0.3,15,COMPLETE
65,65,-3.3751305135543874,2025-06-21 19:10:52.434025,2025-06-21 19:10:58.866381,0 days 00:00:06.432356,,,,,,,,3576.0,0.015,1m,2.2,0.4,1.5,216.0,,,,,,,,7896.0,0.015,3m,3.0,0.6000000000000001,1.0,912.0,7960.0,0.01,5m,1.6,0.8,2.0,896.0,7872,0.01,1m,2.6,1.0,2.0,552,,,,,,,,2488.0,0.015,4m,1.4,0.2,2.0,504.0,1480.0,0.02,1m,2.4000000000000004,0.0,1.5,496.0,7152.0,0.02,1m,3.0,0.6000000000000001,1.5,280.0,7216.0,0.015,1m,1.4,0.4,2.0,120.0,3536.0,0.015,5m,2.6,0.2,1.5,200.0,1088.0,0.015,2m,1.6,0.2,2.0,656.0,,,,,,,,5776.0,0.01,3m,2.8,0.2,1.5,864.0,4632.0,0.015,2m,1.4,0.2,1.5,888.0,4912.0,0.015,4m,2.2,0.0,1.5,720.0,,,,,,,,,,,,,,,1984.0,0.01,2m,2.4000000000000004,1.0,1.5,760.0,0.25,14,COMPLETE
66,66,0.03156138589796727,2025-06-21 19:10:58.934382,2025-06-21 19:11:07.329866,0 days 00:00:08.395484,6664.0,0.01,2m,2.6,0.8,1.0,480.0,1768.0,0.02,5m,2.8,0.6000000000000001,1.0,376.0,,,,,,,,7112.0,0.02,5m,1.0,1.0,1.0,1000.0,6016.0,0.01,3m,2.4000000000000004,0.8,1.0,1016.0,5880,0.01,3m,2.8,0.8,1.5,232,5944.0,0.01,5m,1.8,0.6000000000000001,1.5,720.0,4664.0,0.015,5m,1.2,0.0,1.0,456.0,3656.0,0.02,3m,2.0,0.2,1.0,944.0,2752.0,0.02,5m,1.2,0.6000000000000001,1.5,512.0,1440.0,0.015,4m,2.4000000000000004,0.8,1.5,248.0,2616.0,0.01,5m,2.4000000000000004,0.0,1.5,904.0,3752.0,0.02,5m,1.8,0.6000000000000001,2.0,976.0,5328.0,0.015,5m,1.8,0.6000000000000001,1.0,208.0,4736.0,0.01,4m,2.8,0.2,2.0,960.0,5472.0,0.015,3m,1.0,0.0,2.0,928.0,5976.0,0.02,2m,2.0,0.4,1.0,872.0,4320.0,0.015,3m,2.0,0.0,1.5,600.0,7576.0,0.015,2m,1.6,0.2,1.0,488.0,5056.0,0.01,2m,2.2,1.0,1.5,808.0,0.35000000000000003,19,COMPLETE
67,67,1.1667677827069907,2025-06-21 19:11:07.423265,2025-06-21 19:11:12.591472,0 days 00:00:05.168207,,,,,,,,,,,,,,,,,,,,,,7872.0,0.015,3m,1.2,0.4,1.0,784.0,7696.0,0.01,1m,1.0,1.0,2.0,328.0,7544,0.015,3m,2.6,0.6000000000000001,1.5,352,,,,,,,,4144.0,0.02,5m,1.0,1.0,2.0,384.0,2720.0,0.02,3m,2.2,0.6000000000000001,0.5,656.0,7680.0,0.02,5m,2.8,0.8,1.0,664.0,4912.0,0.015,2m,2.2,0.6000000000000001,1.0,96.0,3864.0,0.015,5m,1.4,0.2,1.0,264.0,,,,,,,,,,,,,,,4072.0,0.01,4m,2.4000000000000004,0.8,1.5,800.0,4064.0,0.01,5m,1.4,0.4,1.0,88.0,6544.0,0.015,3m,2.0,0.0,1.5,952.0,,,,,,,,,,,,,,,3472.0,0.01,1m,3.0,1.0,2.0,368.0,0.2,12,COMPLETE
68,68,2.0572254502512894,2025-06-21 19:11:12.677653,2025-06-21 19:11:17.790055,0 days 00:00:05.112402,,,,,,,,,,,,,,,,,,,,,,7448.0,0.01,5m,1.0,0.6000000000000001,1.5,216.0,4864.0,0.02,5m,2.6,0.8,2.0,648.0,6656,0.015,3m,3.0,0.8,2.0,1024,,,,,,,,2776.0,0.02,5m,1.4,0.2,1.5,192.0,,,,,,,,4952.0,0.02,2m,2.2,0.2,1.0,128.0,3664.0,0.015,3m,1.2,0.2,1.0,592.0,7464.0,0.015,2m,2.2,0.8,1.5,1024.0,,,,,,,,,,,,,,,6440.0,0.01,3m,2.6,1.0,2.0,400.0,2096.0,0.015,3m,1.8,0.6000000000000001,1.5,640.0,4976.0,0.015,2m,2.4000000000000004,0.2,1.0,904.0,,,,,,,,,,,,,,,1024.0,0.01,5m,2.2,0.8,1.5,656.0,0.3,11,COMPLETE
69,69,-1.393089231231076,2025-06-21 19:11:17.868572,2025-06-21 19:11:25.268088,0 days 00:00:07.399516,,,,,,,,5080.0,0.02,4m,1.8,1.0,1.5,128.0,,,,,,,,2176.0,0.015,3m,1.4,0.2,1.0,976.0,1192.0,0.01,4m,2.2,1.0,1.5,904.0,8144,0.015,1m,2.4000000000000004,0.6000000000000001,1.0,688,,,,,,,,3848.0,0.02,5m,2.2,0.2,2.0,408.0,2264.0,0.015,2m,1.8,0.0,1.0,776.0,5512.0,0.02,4m,1.0,0.4,1.5,976.0,2784.0,0.015,2m,2.4000000000000004,1.0,2.0,936.0,3208.0,0.015,1m,2.0,0.4,1.5,624.0,4376.0,0.015,3m,2.2,0.2,1.5,432.0,6664.0,0.015,3m,2.2,0.2,1.0,416.0,5328.0,0.01,4m,2.8,0.0,1.0,992.0,3368.0,0.015,1m,1.6,0.2,2.0,864.0,7832.0,0.015,4m,2.2,0.8,0.5,800.0,,,,,,,,5664.0,0.01,1m,1.2,0.0,1.5,616.0,2928.0,0.02,2m,2.6,1.0,1.0,872.0,0.35000000000000003,16,COMPLETE
70,70,-0.8521799005052979,2025-06-21 19:11:25.360090,2025-06-21 19:11:33.718733,0 days 00:00:08.358643,5144.0,0.015,5m,2.2,0.4,1.5,224.0,3912.0,0.015,2m,2.6,0.4,1.5,512.0,,,,,,,,7992.0,0.02,3m,2.2,0.8,0.5,720.0,7440.0,0.01,5m,2.8,0.8,2.0,520.0,7248,0.02,3m,2.8,1.0,1.0,608,2784.0,0.015,4m,2.6,0.2,1.0,336.0,3120.0,0.01,3m,1.8,0.0,2.0,368.0,4576.0,0.02,4m,2.6,0.0,1.5,680.0,5960.0,0.02,5m,1.2,0.4,1.0,568.0,7752.0,0.01,1m,2.2,0.6000000000000001,0.5,552.0,6592.0,0.015,5m,2.8,0.6000000000000001,1.0,384.0,5096.0,0.015,4m,1.2,0.8,0.5,712.0,3528.0,0.01,2m,2.8,0.4,1.5,72.0,8056.0,0.015,5m,2.6,0.0,1.5,928.0,5040.0,0.01,3m,1.2,0.4,1.5,808.0,7256.0,0.02,2m,2.4000000000000004,0.0,1.5,648.0,,,,,,,,4688.0,0.015,5m,2.0,0.4,1.0,336.0,4544.0,0.01,5m,2.4000000000000004,1.0,1.5,712.0,0.3,18,COMPLETE
71,71,1.0325438944315068,2025-06-21 19:11:33.825890,2025-06-21 19:11:41.412286,0 days 00:00:07.586396,6024.0,0.015,1m,1.6,0.2,1.5,416.0,1760.0,0.02,4m,2.4000000000000004,0.4,1.0,272.0,,,,,,,,7360.0,0.015,3m,1.2,1.0,1.0,832.0,7168.0,0.01,3m,2.0,1.0,2.0,856.0,6520,0.01,3m,2.8,0.8,2.0,184,,,,,,,,3224.0,0.015,5m,1.2,0.0,1.5,416.0,3352.0,0.02,3m,2.0,0.4,1.5,872.0,6816.0,0.02,5m,3.0,0.6000000000000001,1.0,208.0,6656.0,0.015,3m,1.6,0.8,1.5,688.0,3784.0,0.015,5m,2.6,0.8,1.5,920.0,3864.0,0.015,5m,2.0,0.4,2.0,696.0,4816.0,0.015,5m,2.6,0.2,1.0,560.0,4344.0,0.01,4m,2.4000000000000004,0.0,1.5,992.0,4392.0,0.015,3m,1.0,0.0,1.5,984.0,4624.0,0.015,4m,2.2,0.0,1.0,744.0,,,,,,,,4728.0,0.01,4m,1.8,0.0,1.0,368.0,4728.0,0.01,1m,2.2,0.8,2.0,488.0,0.25,17,COMPLETE
72,72,1.0033441760879462,2025-06-21 19:11:41.487812,2025-06-21 19:11:47.427701,0 days 00:00:05.939889,,,,,,,,,,,,,,,,,,,,,,7024.0,0.015,3m,1.2,1.0,1.0,888.0,6952.0,0.01,3m,1.8,1.0,2.0,824.0,5592,0.01,3m,2.6,0.8,2.0,200,,,,,,,,3608.0,0.015,5m,1.2,0.0,1.5,472.0,3736.0,0.02,3m,1.8,0.4,1.5,744.0,6648.0,0.02,5m,2.8,0.6000000000000001,1.0,240.0,2048.0,0.015,3m,1.8,0.8,1.5,864.0,4264.0,0.015,5m,2.6,0.8,1.5,968.0,1440.0,0.015,5m,2.0,0.6000000000000001,2.0,776.0,,,,,,,,4248.0,0.01,4m,2.2,0.0,1.5,1000.0,4128.0,0.015,3m,1.2,0.0,1.5,928.0,4040.0,0.015,4m,2.2,0.0,1.0,736.0,,,,,,,,,,,,,,,3928.0,0.01,1m,2.0,1.0,2.0,528.0,0.25,13,COMPLETE
73,73,1.2651110722599832,2025-06-21 19:11:47.486089,2025-06-21 19:11:54.437078,0 days 00:00:06.950989,6824.0,0.015,1m,2.0,0.2,1.5,64.0,2752.0,0.02,4m,2.4000000000000004,0.2,1.0,72.0,,,,,,,,6680.0,0.015,3m,1.0,1.0,1.0,856.0,6520.0,0.01,3m,2.0,1.0,2.0,944.0,6848,0.01,3m,3.0,0.8,2.0,272,,,,,,,,1864.0,0.015,5m,1.0,0.0,1.5,416.0,3184.0,0.02,3m,2.0,0.4,1.5,416.0,1032.0,0.02,5m,3.0,0.6000000000000001,1.0,80.0,7960.0,0.015,3m,1.6,0.8,1.5,752.0,5928.0,0.015,5m,2.4000000000000004,0.8,1.5,928.0,4400.0,0.015,5m,1.8,0.4,2.0,632.0,3992.0,0.015,5m,2.2,0.0,1.0,504.0,5088.0,0.01,4m,2.6,0.0,1.5,976.0,3752.0,0.015,3m,1.4,0.0,1.5,1024.0,4368.0,0.015,4m,2.0,0.0,1.0,600.0,,,,,,,,5872.0,0.01,4m,1.6,0.0,1.0,256.0,3760.0,0.01,1m,2.2,0.8,2.0,560.0,0.3,17,COMPLETE
74,74,0.34866188575245327,2025-06-21 19:11:54.506432,2025-06-21 19:12:00.451469,0 days 00:00:05.945037,,,,,,,,1888.0,0.02,4m,2.6,0.4,1.0,224.0,,,,,,,,7536.0,0.015,3m,1.2,1.0,1.0,784.0,8000.0,0.01,3m,2.2,1.0,2.0,680.0,6504,0.01,3m,2.8,0.8,2.0,112,,,,,,,,4944.0,0.015,5m,1.2,0.0,1.5,640.0,6528.0,0.02,3m,2.2,0.2,1.5,912.0,4664.0,0.02,3m,1.6,0.6000000000000001,1.5,328.0,8192.0,0.015,3m,1.4,0.8,1.5,648.0,3376.0,0.015,5m,2.6,0.8,0.5,1024.0,2488.0,0.015,5m,2.4000000000000004,0.0,2.0,848.0,,,,,,,,3408.0,0.01,4m,2.4000000000000004,0.2,1.5,232.0,4616.0,0.015,3m,1.0,0.0,1.5,960.0,5544.0,0.015,4m,2.2,0.0,1.0,840.0,,,,,,,,6680.0,0.01,4m,2.2,0.2,0.5,336.0,3272.0,0.01,1m,2.4000000000000004,1.0,2.0,432.0,0.25,15,COMPLETE
75,75,0.3507714237214828,2025-06-21 19:12:00.518903,2025-06-21 19:12:06.559104,0 days 00:00:06.040201,,,,,,,,2096.0,0.02,4m,2.0,0.4,0.5,184.0,,,,,,,,8152.0,0.015,5m,1.0,0.0,1.0,928.0,6768.0,0.01,2m,2.0,0.8,2.0,968.0,6200,0.01,3m,2.6,0.8,2.0,464,,,,,,,,4536.0,0.015,5m,1.4,0.2,1.0,280.0,3624.0,0.02,5m,2.4000000000000004,0.6000000000000001,2.0,936.0,7000.0,0.02,5m,3.0,0.8,0.5,776.0,7600.0,0.015,2m,2.0,0.6000000000000001,2.0,808.0,4104.0,0.015,4m,2.4000000000000004,0.2,1.5,944.0,3104.0,0.015,5m,2.2,0.4,2.0,720.0,,,,,,,,3976.0,0.01,4m,2.8,0.0,1.5,888.0,4848.0,0.015,3m,1.2,0.2,1.5,912.0,5088.0,0.015,4m,2.4000000000000004,0.0,1.0,336.0,,,,,,,,,,,,,,,3832.0,0.01,2m,2.0,1.0,2.0,464.0,0.2,14,COMPLETE
