,number,value,datetime_start,datetime_complete,duration,params_AAPL_PANW_beta_win,params_AAPL_PANW_stop_loss,params_AAPL_PANW_trade_freq,params_AAPL_PANW_z_entry,params_AAPL_PANW_z_exit,params_AAPL_PANW_z_stop_scaler,params_AAPL_PANW_z_win,params_ADI_PDD_beta_win,params_ADI_PDD_stop_loss,params_ADI_PDD_trade_freq,params_ADI_PDD_z_entry,params_ADI_PDD_z_exit,params_ADI_PDD_z_stop_scaler,params_ADI_PDD_z_win,params_AEP_ATVI_beta_win,params_AEP_ATVI_stop_loss,params_AEP_ATVI_trade_freq,params_AEP_ATVI_z_entry,params_AEP_ATVI_z_exit,params_AEP_ATVI_z_stop_scaler,params_AEP_ATVI_z_win,params_AMZN_DXCM_beta_win,params_AMZN_DXCM_stop_loss,params_AMZN_DXCM_trade_freq,params_AMZN_DXCM_z_entry,params_AMZN_DXCM_z_exit,params_AMZN_DXCM_z_stop_scaler,params_AMZN_DXCM_z_win,params_AMZN_ORLY_beta_win,params_AMZN_ORLY_stop_loss,params_AMZN_ORLY_trade_freq,params_AMZN_ORLY_z_entry,params_AMZN_ORLY_z_exit,params_AMZN_ORLY_z_stop_scaler,params_AMZN_ORLY_z_win,params_ATVI_EXC_beta_win,params_ATVI_EXC_stop_loss,params_ATVI_EXC_trade_freq,params_ATVI_EXC_z_entry,params_ATVI_EXC_z_exit,params_ATVI_EXC_z_stop_scaler,params_ATVI_EXC_z_win,params_ATVI_JD_beta_win,params_ATVI_JD_stop_loss,params_ATVI_JD_trade_freq,params_ATVI_JD_z_entry,params_ATVI_JD_z_exit,params_ATVI_JD_z_stop_scaler,params_ATVI_JD_z_win,params_AVGO_PDD_beta_win,params_AVGO_PDD_stop_loss,params_AVGO_PDD_trade_freq,params_AVGO_PDD_z_entry,params_AVGO_PDD_z_exit,params_AVGO_PDD_z_stop_scaler,params_AVGO_PDD_z_win,params_DLTR_ILMN_beta_win,params_DLTR_ILMN_stop_loss,params_DLTR_ILMN_trade_freq,params_DLTR_ILMN_z_entry,params_DLTR_ILMN_z_exit,params_DLTR_ILMN_z_stop_scaler,params_DLTR_ILMN_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_DXCM_SGEN_beta_win,params_DXCM_SGEN_stop_loss,params_DXCM_SGEN_trade_freq,params_DXCM_SGEN_z_entry,params_DXCM_SGEN_z_exit,params_DXCM_SGEN_z_stop_scaler,params_DXCM_SGEN_z_win,params_FANG_ILMN_beta_win,params_FANG_ILMN_stop_loss,params_FANG_ILMN_trade_freq,params_FANG_ILMN_z_entry,params_FANG_ILMN_z_exit,params_FANG_ILMN_z_stop_scaler,params_FANG_ILMN_z_win,params_GILD_MNST_beta_win,params_GILD_MNST_stop_loss,params_GILD_MNST_trade_freq,params_GILD_MNST_z_entry,params_GILD_MNST_z_exit,params_GILD_MNST_z_stop_scaler,params_GILD_MNST_z_win,params_HON_TEAM_beta_win,params_HON_TEAM_stop_loss,params_HON_TEAM_trade_freq,params_HON_TEAM_z_entry,params_HON_TEAM_z_exit,params_HON_TEAM_z_stop_scaler,params_HON_TEAM_z_win,params_KHC_ZS_beta_win,params_KHC_ZS_stop_loss,params_KHC_ZS_trade_freq,params_KHC_ZS_z_entry,params_KHC_ZS_z_exit,params_KHC_ZS_z_stop_scaler,params_KHC_ZS_z_win,params_MRNA_ZS_beta_win,params_MRNA_ZS_stop_loss,params_MRNA_ZS_trade_freq,params_MRNA_ZS_z_entry,params_MRNA_ZS_z_exit,params_MRNA_ZS_z_stop_scaler,params_MRNA_ZS_z_win,params_ORLY_SGEN_beta_win,params_ORLY_SGEN_stop_loss,params_ORLY_SGEN_trade_freq,params_ORLY_SGEN_z_entry,params_ORLY_SGEN_z_exit,params_ORLY_SGEN_z_stop_scaler,params_ORLY_SGEN_z_win,params_ORLY_TEAM_beta_win,params_ORLY_TEAM_stop_loss,params_ORLY_TEAM_trade_freq,params_ORLY_TEAM_z_entry,params_ORLY_TEAM_z_exit,params_ORLY_TEAM_z_stop_scaler,params_ORLY_TEAM_z_win,params_PEP_SGEN_beta_win,params_PEP_SGEN_stop_loss,params_PEP_SGEN_trade_freq,params_PEP_SGEN_z_entry,params_PEP_SGEN_z_exit,params_PEP_SGEN_z_stop_scaler,params_PEP_SGEN_z_win,params_REGN_SGEN_beta_win,params_REGN_SGEN_stop_loss,params_REGN_SGEN_trade_freq,params_REGN_SGEN_z_entry,params_REGN_SGEN_z_exit,params_REGN_SGEN_z_stop_scaler,params_REGN_SGEN_z_win,params_buffer_capital,params_pairs_to_trade,state
56,56,1.9654363649378737,2025-06-21 19:24:40.967878,2025-06-21 19:24:45.940781,0 days 00:00:04.972903,,,,,,,,,,,,,,,3416.0,0.01,1m,1.4,0.4,1.5,752.0,,,,,,,,,,,,,,,3048,0.02,2m,1.8,0.8,0.5,648,,,,,,,,3488.0,0.02,4m,1.0,0.2,1.5,976.0,7776.0,0.01,3m,2.0,0.8,1.5,216.0,6752.0,0.015,1m,2.0,0.2,1.5,432.0,,,,,,,,8120.0,0.02,2m,2.2,0.8,1.0,952.0,7064.0,0.015,4m,2.0,0.4,1.0,248.0,,,,,,,,3008.0,0.01,3m,1.6,0.6000000000000001,1.5,696.0,2552.0,0.015,5m,1.2,0.8,2.0,648.0,,,,,,,,3008.0,0.015,5m,1.8,0.0,1.5,816.0,,,,,,,,,,,,,,,0.1,10,COMPLETE
57,57,1.0603706122919128,2025-06-21 19:24:46.016488,2025-06-21 19:24:50.551538,0 days 00:00:04.535050,,,,,,,,,,,,,,,3472.0,0.01,1m,1.6,0.4,2.0,728.0,,,,,,,,,,,,,,,1976,0.02,2m,1.8,1.0,0.5,656,,,,,,,,3408.0,0.02,4m,1.0,0.2,2.0,960.0,7496.0,0.01,3m,2.2,0.6000000000000001,1.5,160.0,6696.0,0.015,5m,1.8,0.0,2.0,328.0,,,,,,,,8104.0,0.02,2m,2.0,0.8,1.0,960.0,7128.0,0.015,1m,2.0,0.4,0.5,104.0,,,,,,,,2672.0,0.01,3m,1.2,0.6000000000000001,1.5,568.0,2424.0,0.02,5m,1.2,1.0,1.5,640.0,,,,,,,,1880.0,0.015,5m,1.8,0.2,2.0,816.0,,,,,,,,,,,,,,,0.05,10,COMPLETE
58,58,0.06753534681394303,2025-06-21 19:24:50.630676,2025-06-21 19:24:54.807849,0 days 00:00:04.177173,,,,,,,,,,,,,,,3408.0,0.01,1m,1.6,0.4,2.0,752.0,,,,,,,,,,,,,,,1024,0.02,2m,1.4,1.0,0.5,640,,,,,,,,3216.0,0.02,4m,1.0,0.4,2.0,976.0,6792.0,0.01,3m,2.2,0.6000000000000001,1.5,176.0,6768.0,0.02,5m,1.6,0.0,2.0,328.0,,,,,,,,8160.0,0.02,2m,2.0,0.8,0.5,840.0,7312.0,0.01,1m,2.0,0.2,0.5,64.0,,,,,,,,,,,,,,,2040.0,0.02,5m,1.0,1.0,1.5,664.0,,,,,,,,1856.0,0.015,5m,1.8,0.2,2.0,816.0,,,,,,,,,,,,,,,0.05,9,COMPLETE
59,59,0.6707845824749163,2025-06-21 19:24:54.908135,2025-06-21 19:24:59.423063,0 days 00:00:04.514928,,,,,,,,,,,,,,,3640.0,0.01,1m,1.2,0.4,2.0,808.0,,,,,,,,,,,,,,,2024,0.02,2m,1.8,1.0,0.5,760,,,,,,,,1224.0,0.02,4m,1.0,0.2,2.0,976.0,5656.0,0.015,1m,2.2,0.6000000000000001,1.0,72.0,5784.0,0.015,5m,1.8,0.0,2.0,416.0,,,,,,,,7888.0,0.02,1m,1.8,1.0,1.0,936.0,7744.0,0.015,1m,2.0,0.4,0.5,128.0,,,,,,,,2440.0,0.01,3m,1.2,0.4,1.5,552.0,2528.0,0.02,5m,1.2,1.0,1.5,616.0,,,,,,,,1600.0,0.015,2m,2.0,0.6000000000000001,2.0,784.0,,,,,,,,,,,,,,,0.05,10,COMPLETE
60,60,-0.9249669528673803,2025-06-21 19:24:59.526197,2025-06-21 19:25:05.110835,0 days 00:00:05.584638,7192.0,0.01,4m,2.0,0.8,1.0,664.0,,,,,,,,2048.0,0.01,1m,1.6,0.4,2.0,696.0,,,,,,,,,,,,,,,1328,0.02,2m,1.2,1.0,0.5,720,,,,,,,,2856.0,0.02,4m,1.4,0.4,1.5,904.0,7616.0,0.01,3m,2.0,0.8,2.0,352.0,5184.0,0.02,2m,1.4,0.6000000000000001,2.0,328.0,,,,,,,,7664.0,0.02,2m,2.4000000000000004,0.8,1.0,960.0,7096.0,0.01,1m,2.0,0.2,2.0,264.0,,,,,,,,2368.0,0.015,3m,1.0,0.6000000000000001,1.0,440.0,1696.0,0.02,5m,1.2,1.0,1.5,512.0,,,,,,,,2928.0,0.02,4m,1.8,0.4,2.0,912.0,,,,,,,,3616.0,0.015,3m,1.4,0.0,1.0,144.0,0.1,12,COMPLETE
61,61,1.5722325791988603,2025-06-21 19:25:05.187945,2025-06-21 19:25:09.926687,0 days 00:00:04.738742,,,,,,,,,,,,,,,3672.0,0.01,1m,1.2,0.4,2.0,808.0,,,,,,,,,,,,,,,2056,0.02,2m,1.8,1.0,0.5,784,,,,,,,,1192.0,0.02,4m,1.0,0.2,2.0,992.0,4984.0,0.015,1m,2.2,0.6000000000000001,1.0,64.0,6672.0,0.015,5m,1.8,0.0,2.0,224.0,,,,,,,,7920.0,0.02,1m,1.8,1.0,1.0,936.0,7760.0,0.015,1m,2.0,0.4,0.5,120.0,,,,,,,,2896.0,0.01,3m,1.2,0.4,1.5,560.0,2472.0,0.02,5m,1.2,1.0,1.5,624.0,,,,,,,,1560.0,0.015,2m,1.8,0.6000000000000001,2.0,776.0,,,,,,,,,,,,,,,0.05,10,COMPLETE
62,62,-0.19732453520301904,2025-06-21 19:25:10.009986,2025-06-21 19:25:14.090411,0 days 00:00:04.080425,,,,,,,,,,,,,,,3208.0,0.01,1m,1.0,0.6000000000000001,2.0,744.0,,,,,,,,,,,,,,,1760,0.02,2m,1.8,1.0,0.5,696,,,,,,,,2144.0,0.02,4m,1.2,0.2,2.0,992.0,4624.0,0.015,1m,2.2,0.6000000000000001,1.0,104.0,6632.0,0.015,5m,1.8,0.0,2.0,176.0,,,,,,,,8136.0,0.02,1m,2.0,1.0,1.0,768.0,7800.0,0.015,1m,2.0,0.4,0.5,144.0,,,,,,,,,,,,,,,2336.0,0.02,5m,1.0,1.0,1.5,656.0,,,,,,,,2088.0,0.015,2m,1.8,0.6000000000000001,2.0,760.0,,,,,,,,,,,,,,,0.05,9,COMPLETE
63,63,-0.22866181959520604,2025-06-21 19:25:14.191813,2025-06-21 19:25:18.380066,0 days 00:00:04.188253,,,,,,,,,,,,,,,4360.0,0.01,1m,1.2,0.6000000000000001,2.0,672.0,,,,,,,,,,,,,,,2712,0.02,2m,1.6,0.8,0.5,672,,,,,,,,3384.0,0.02,4m,1.0,0.2,2.0,1024.0,,,,,,,,7688.0,0.015,5m,1.6,0.0,2.0,160.0,,,,,,,,7288.0,0.02,1m,1.8,1.0,1.0,872.0,8072.0,0.015,1m,1.8,0.4,0.5,88.0,,,,,,,,,,,,,,,1800.0,0.02,5m,1.2,1.0,1.5,544.0,,,,,,,,1160.0,0.015,2m,1.6,0.6000000000000001,2.0,848.0,,,,,,,,,,,,,,,0.05,8,COMPLETE
64,64,-2.044073141391997,2025-06-21 19:25:18.488597,2025-06-21 19:25:23.261874,0 days 00:00:04.773277,,,,,,,,,,,,,,,3408.0,0.01,1m,1.4,0.4,2.0,792.0,,,,,,,,,,,,,,,2192,0.02,2m,1.8,1.0,0.5,824,,,,,,,,4000.0,0.015,4m,1.0,0.4,2.0,864.0,5072.0,0.015,1m,2.4000000000000004,0.6000000000000001,1.0,192.0,7048.0,0.015,3m,2.0,0.0,2.0,192.0,,,,,,,,7936.0,0.02,2m,2.0,0.8,1.0,992.0,7416.0,0.015,1m,2.2,0.4,0.5,216.0,,,,,,,,2840.0,0.01,3m,1.2,0.4,1.5,584.0,2744.0,0.02,5m,1.2,0.8,2.0,760.0,,,,,,,,2568.0,0.015,5m,2.0,0.4,2.0,824.0,,,,,,,,,,,,,,,0.1,10,COMPLETE
65,65,-1.2371062459859512,2025-06-21 19:25:23.359210,2025-06-21 19:25:27.747520,0 days 00:00:04.388310,,,,,,,,,,,,,,,1088.0,0.01,1m,1.0,0.4,0.5,944.0,,,,,,,,,,,,,,,1984,0.02,2m,1.6,0.8,0.5,624,,,,,,,,1656.0,0.02,4m,1.2,0.2,1.5,944.0,7696.0,0.01,5m,2.0,0.4,1.5,112.0,6184.0,0.015,5m,1.4,0.4,1.0,240.0,,,,,,,,7712.0,0.02,2m,2.4000000000000004,1.0,1.0,944.0,5112.0,0.015,5m,1.6,0.4,0.5,320.0,,,,,,,,3528.0,0.01,3m,1.4,0.6000000000000001,1.5,680.0,2240.0,0.02,5m,1.0,1.0,1.5,616.0,,,,,,,,1552.0,0.015,5m,1.6,0.8,1.5,968.0,,,,,,,,,,,,,,,0.15000000000000002,10,COMPLETE
66,66,-1.6549012061688295,2025-06-21 19:25:27.832587,2025-06-21 19:25:31.183904,0 days 00:00:03.351317,,,,,,,,,,,,,,,3072.0,0.01,1m,1.2,0.6000000000000001,2.0,624.0,,,,,,,,,,,,,,,1360,0.02,2m,2.2,1.0,0.5,992,,,,,,,,1128.0,0.02,3m,1.0,0.2,2.0,976.0,,,,,,,,,,,,,,,,,,,,,,7024.0,0.02,1m,1.8,0.8,1.0,824.0,7000.0,0.015,1m,2.0,0.2,1.5,184.0,,,,,,,,,,,,,,,3008.0,0.015,5m,1.6,0.8,2.0,736.0,,,,,,,,4440.0,0.015,2m,1.8,0.0,1.5,712.0,,,,,,,,,,,,,,,0.05,7,COMPLETE
67,67,-0.683448154719748,2025-06-21 19:25:31.246889,2025-06-21 19:25:36.592751,0 days 00:00:05.345862,5008.0,0.02,2m,2.6,0.4,0.5,232.0,,,,,,,,3824.0,0.01,1m,1.4,0.4,2.0,680.0,,,,,,,,,,,,,,,3568,0.02,2m,1.8,0.8,0.5,448,,,,,,,,2472.0,0.015,4m,1.2,1.0,1.5,912.0,4168.0,0.01,1m,2.6,0.8,1.0,192.0,7248.0,0.01,4m,1.8,0.0,2.0,464.0,,,,,,,,8176.0,0.02,2m,2.0,0.8,0.5,896.0,7920.0,0.015,3m,2.6,0.4,0.5,104.0,,,,,,,,2096.0,0.01,4m,1.2,0.6000000000000001,1.5,464.0,1712.0,0.015,2m,1.2,1.0,1.5,648.0,,,,,,,,2280.0,0.015,5m,2.0,0.0,2.0,784.0,,,,,,,,7168.0,0.015,2m,2.6,0.8,2.0,736.0,0.5,12,COMPLETE
68,68,-0.06248733092433857,2025-06-21 19:25:36.695867,2025-06-21 19:25:40.500917,0 days 00:00:03.805050,,,,,,,,,,,,,,,4912.0,0.01,1m,1.6,0.4,2.0,544.0,,,,,,,,,,,,,,,5864,0.02,4m,1.6,1.0,0.5,928,,,,,,,,3376.0,0.02,4m,1.4,0.2,2.0,744.0,1744.0,0.015,4m,2.2,0.8,1.5,144.0,3976.0,0.015,2m,2.0,0.2,0.5,360.0,,,,,,,,7520.0,0.02,1m,2.8,1.0,1.0,984.0,7464.0,0.015,4m,2.2,0.2,1.0,480.0,,,,,,,,,,,,,,,4904.0,0.015,5m,1.2,0.6000000000000001,2.0,584.0,,,,,,,,3224.0,0.015,5m,1.6,0.6000000000000001,1.5,888.0,,,,,,,,,,,,,,,0.45,9,COMPLETE
69,69,-0.048921161363800855,2025-06-21 19:25:40.584778,2025-06-21 19:25:44.216949,0 days 00:00:03.632171,,,,,,,,,,,,,,,4448.0,0.01,3m,1.8,0.6000000000000001,1.5,776.0,,,,,,,,,,,,,,,2616,0.02,2m,2.0,0.8,0.5,792,,,,,,,,4768.0,0.02,4m,2.2,0.4,1.5,264.0,,,,,,,,7752.0,0.015,5m,1.8,0.0,1.0,112.0,,,,,,,,7192.0,0.02,2m,2.2,0.8,1.0,656.0,8184.0,0.015,1m,2.0,0.4,0.5,152.0,,,,,,,,,,,,,,,6112.0,0.015,5m,1.6,0.6000000000000001,2.0,520.0,,,,,,,,2752.0,0.015,5m,1.8,0.2,2.0,224.0,,,,,,,,,,,,,,,0.1,8,COMPLETE
70,70,0.2349378482537322,2025-06-21 19:25:44.300185,2025-06-21 19:25:50.442184,0 days 00:00:06.141999,2240.0,0.015,1m,1.6,1.0,2.0,464.0,8176.0,0.02,4m,1.4,0.6000000000000001,1.0,344.0,3576.0,0.01,4m,1.2,0.0,1.5,736.0,,,,,,,,5544.0,0.02,5m,1.0,0.8,1.5,288.0,1728,0.02,3m,1.8,0.8,1.5,520,,,,,,,,5240.0,0.015,5m,1.0,0.2,2.0,856.0,7056.0,0.01,2m,2.6,0.8,1.5,64.0,6512.0,0.02,5m,2.0,0.8,2.0,432.0,,,,,,,,7936.0,0.01,2m,1.8,0.4,1.0,832.0,6296.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.5,200.0,,,,,,,,2760.0,0.01,5m,1.0,0.6000000000000001,1.5,688.0,5640.0,0.02,1m,1.0,0.8,1.5,800.0,,,,,,,,1816.0,0.015,4m,1.2,0.0,1.5,656.0,,,,,,,,2736.0,0.015,4m,1.6,0.0,1.0,216.0,0.15000000000000002,14,COMPLETE
71,71,0.30033849863423684,2025-06-21 19:25:50.532811,2025-06-21 19:25:55.168227,0 days 00:00:04.635416,,,,,,,,,,,,,,,3640.0,0.01,1m,1.2,0.4,2.0,824.0,,,,,,,,,,,,,,,2080,0.02,2m,1.8,1.0,0.5,752,,,,,,,,1544.0,0.02,4m,1.0,0.2,2.0,968.0,5688.0,0.015,1m,2.2,0.6000000000000001,1.0,80.0,5768.0,0.015,5m,1.8,0.0,2.0,408.0,,,,,,,,7888.0,0.02,1m,1.8,1.0,1.0,944.0,7688.0,0.015,1m,2.0,0.4,0.5,112.0,,,,,,,,2192.0,0.01,3m,1.2,0.4,1.5,536.0,2512.0,0.02,5m,1.2,1.0,1.5,616.0,,,,,,,,1712.0,0.015,2m,2.0,0.6000000000000001,2.0,784.0,,,,,,,,,,,,,,,0.05,10,COMPLETE
72,72,-0.07259910034771265,2025-06-21 19:25:55.259013,2025-06-21 19:25:59.535922,0 days 00:00:04.276909,,,,,,,,,,,,,,,2600.0,0.01,1m,1.4,0.4,2.0,800.0,,,,,,,,,,,,,,,3064,0.02,2m,1.8,1.0,0.5,744,,,,,,,,1224.0,0.02,4m,1.0,0.2,2.0,992.0,5304.0,0.015,1m,2.4000000000000004,0.6000000000000001,1.0,624.0,6128.0,0.015,5m,1.6,0.0,2.0,288.0,,,,,,,,7648.0,0.02,1m,2.0,1.0,1.0,912.0,7344.0,0.015,1m,1.8,0.4,0.5,96.0,,,,,,,,2728.0,0.01,3m,1.4,0.4,1.5,520.0,3160.0,0.02,5m,1.4,1.0,1.5,712.0,,,,,,,,1424.0,0.015,2m,1.8,0.6000000000000001,2.0,600.0,,,,,,,,,,,,,,,0.05,10,COMPLETE
73,73,-0.28838648363807595,2025-06-21 19:25:59.611545,2025-06-21 19:26:06.342947,0 days 00:00:06.731402,,,,,,,,,,,,,,,3368.0,0.01,1m,1.0,0.6000000000000001,2.0,648.0,,,,,,,,,,,,,,,1944,0.02,2m,2.2,1.0,0.5,784,,,,,,,,1392.0,0.02,4m,2.8,0.0,2.0,480.0,5784.0,0.015,1m,2.0,0.4,0.5,104.0,5080.0,0.015,5m,1.8,0.0,2.0,496.0,,,,,,,,7992.0,0.02,1m,1.6,1.0,1.0,936.0,6920.0,0.015,1m,2.0,0.4,0.5,152.0,,,,,,,,1768.0,0.01,1m,1.0,0.2,1.5,584.0,2504.0,0.02,5m,1.2,1.0,1.5,440.0,,,,,,,,2464.0,0.015,2m,2.2,0.6000000000000001,2.0,728.0,,,,,,,,4080.0,0.015,3m,2.6,0.8,2.0,736.0,0.05,11,COMPLETE
74,74,-0.12938475169109093,2025-06-21 19:26:06.423348,2025-06-21 19:26:12.127624,0 days 00:00:05.704276,4352.0,0.01,5m,2.2,0.0,1.0,1008.0,,,,,,,,4232.0,0.01,1m,1.2,0.2,2.0,984.0,,,,,,,,6752.0,0.015,3m,2.4000000000000004,0.2,0.5,464.0,3992,0.02,2m,2.0,1.0,0.5,680,,,,,,,,2984.0,0.02,3m,1.2,0.2,2.0,928.0,1088.0,0.015,5m,2.2,0.6000000000000001,1.0,64.0,5896.0,0.015,4m,1.4,0.6000000000000001,2.0,424.0,,,,,,,,7320.0,0.02,1m,1.8,1.0,1.0,856.0,7936.0,0.015,1m,1.6,1.0,0.5,672.0,,,,,,,,3248.0,0.01,3m,1.4,0.4,1.0,400.0,2016.0,0.02,5m,1.4,0.8,1.0,632.0,,,,,,,,1288.0,0.015,2m,2.0,0.6000000000000001,2.0,984.0,,,,,,,,5248.0,0.015,1m,1.8,0.2,1.0,296.0,0.1,13,COMPLETE
75,75,0.264046098635399,2025-06-21 19:26:12.221826,2025-06-21 19:26:16.299255,0 days 00:00:04.077429,,,,,,,,,,,,,,,3008.0,0.01,1m,1.4,0.4,2.0,912.0,,,,,,,,,,,,,,,3424,0.02,2m,1.6,1.0,0.5,744,,,,,,,,1832.0,0.02,4m,1.0,0.0,2.0,896.0,7800.0,0.01,1m,1.8,0.6000000000000001,1.0,288.0,5400.0,0.015,3m,1.8,0.2,1.5,352.0,,,,,,,,7648.0,0.02,1m,2.2,0.6000000000000001,1.0,888.0,4088.0,0.015,4m,2.2,0.4,1.0,288.0,,,,,,,,,,,,,,,4104.0,0.015,2m,1.0,0.8,2.0,696.0,,,,,,,,1952.0,0.015,2m,1.6,0.4,1.5,864.0,,,,,,,,,,,,,,,0.1,9,COMPLETE
76,76,-1.9541303233444198,2025-06-21 19:26:16.377736,2025-06-21 19:26:21.140605,0 days 00:00:04.762869,,,,,,,,,,,,,,,3776.0,0.01,1m,1.6,0.2,1.5,520.0,,,,,,,,,,,,,,,2128,0.015,4m,1.8,0.8,1.0,816,,,,,,,,1984.0,0.02,4m,1.2,0.6000000000000001,1.5,1016.0,4168.0,0.02,3m,1.4,0.4,1.5,160.0,7016.0,0.015,5m,2.0,0.4,1.0,232.0,,,,,,,,7784.0,0.02,2m,2.0,0.8,0.5,984.0,5880.0,0.015,3m,1.8,0.6000000000000001,0.5,352.0,,,,,,,,4216.0,0.01,2m,1.2,0.2,1.5,520.0,2744.0,0.015,5m,3.0,0.4,2.0,576.0,,,,,,,,5576.0,0.015,5m,2.2,0.0,2.0,768.0,,,,,,,,7504.0,0.015,2m,1.4,0.0,0.5,864.0,0.05,11,COMPLETE
77,77,-1.3817819841129892,2025-06-21 19:26:21.219878,2025-06-21 19:26:25.821298,0 days 00:00:04.601420,,,,,,,,,,,,,,,3272.0,0.01,1m,1.2,0.4,0.5,720.0,,,,,,,,,,,,,,,2560,0.02,2m,2.0,1.0,0.5,616,,,,,,,,3792.0,0.02,4m,1.0,0.0,2.0,960.0,6368.0,0.01,4m,2.0,0.8,1.5,496.0,6512.0,0.015,1m,1.6,0.2,0.5,288.0,,,,,,,,8192.0,0.02,2m,1.6,1.0,1.0,776.0,7528.0,0.015,5m,2.2,0.4,1.0,232.0,,,,,,,,1040.0,0.01,3m,1.4,0.6000000000000001,1.5,584.0,1104.0,0.015,1m,1.2,1.0,1.5,288.0,,,,,,,,1632.0,0.015,5m,2.0,0.8,1.5,320.0,,,,,,,,,,,,,,,0.1,10,COMPLETE
78,78,-1.2620442198154744,2025-06-21 19:26:25.916423,2025-06-21 19:26:29.469854,0 days 00:00:03.553431,,,,,,,,,,,,,,,4128.0,0.02,3m,1.0,0.2,1.0,816.0,,,,,,,,,,,,,,,1504,0.02,5m,1.4,0.8,1.5,712,,,,,,,,4144.0,0.02,1m,1.2,0.2,1.5,680.0,,,,,,,,7832.0,0.015,2m,2.0,0.2,1.5,464.0,,,,,,,,1032.0,0.02,2m,2.0,0.6000000000000001,1.0,736.0,7200.0,0.015,4m,2.0,0.6000000000000001,1.0,552.0,,,,,,,,,,,,,,,3696.0,0.02,5m,1.6,0.8,2.0,112.0,,,,,,,,7480.0,0.015,5m,1.8,0.0,1.5,912.0,,,,,,,,,,,,,,,0.05,8,COMPLETE
79,79,-2.435966118011457,2025-06-21 19:26:29.544462,2025-06-21 19:26:34.804718,0 days 00:00:05.260256,,,,,,,,,,,,,,,3576.0,0.01,4m,1.4,0.4,1.5,848.0,,,,,,,,,,,,,,,2288,0.02,3m,1.6,0.4,0.5,1024,,,,,,,,3376.0,0.015,5m,1.0,0.0,1.0,800.0,5424.0,0.01,3m,1.8,0.6000000000000001,1.5,392.0,7376.0,0.01,1m,2.2,0.0,1.0,608.0,,,,,,,,7456.0,0.02,1m,2.2,0.8,1.0,1000.0,7720.0,0.015,1m,1.6,0.4,1.0,64.0,,,,,,,,6080.0,0.01,4m,1.0,0.6000000000000001,1.5,616.0,7032.0,0.015,3m,2.8,1.0,1.0,816.0,,,,,,,,2072.0,0.02,3m,1.6,0.0,2.0,680.0,,,,,,,,6560.0,0.01,4m,2.8,0.6000000000000001,2.0,592.0,0.15000000000000002,11,COMPLETE
80,80,-1.1371404052616432,2025-06-21 19:26:34.900797,2025-06-21 19:26:40.434022,0 days 00:00:05.533225,5640.0,0.02,3m,1.2,0.6000000000000001,1.5,664.0,,,,,,,,3912.0,0.01,2m,1.6,0.2,1.5,760.0,,,,,,,,,,,,,,,1744,0.02,5m,1.8,1.0,1.0,896,,,,,,,,3832.0,0.02,1m,1.2,0.2,1.0,1024.0,7248.0,0.015,2m,2.4000000000000004,0.4,1.5,200.0,7840.0,0.015,5m,1.8,0.0,2.0,376.0,,,,,,,,7040.0,0.02,2m,1.8,0.6000000000000001,1.0,216.0,6472.0,0.015,4m,2.4000000000000004,0.2,0.5,432.0,,,,,,,,2392.0,0.01,3m,1.2,0.4,1.0,720.0,4640.0,0.02,4m,1.4,0.8,2.0,960.0,,,,,,,,1064.0,0.015,2m,1.4,0.2,1.5,808.0,,,,,,,,5352.0,0.02,1m,1.0,0.2,1.0,680.0,0.1,12,COMPLETE
81,81,0.48948442067840797,2025-06-21 19:26:40.520279,2025-06-21 19:26:45.413889,0 days 00:00:04.893610,,,,,,,,,,,,,,,4688.0,0.01,2m,1.4,0.2,1.5,560.0,,,,,,,,,,,,,,,2752,0.02,5m,2.0,0.6000000000000001,1.0,584,,,,,,,,3608.0,0.02,1m,1.0,0.0,1.0,840.0,7840.0,0.01,3m,1.4,1.0,1.5,256.0,7080.0,0.015,1m,2.2,0.2,1.5,528.0,,,,,,,,7968.0,0.02,2m,2.2,0.6000000000000001,1.0,960.0,6816.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.0,168.0,,,,,,,,4352.0,0.01,3m,1.6,0.6000000000000001,2.0,800.0,2504.0,0.015,3m,1.4,0.8,2.0,912.0,,,,,,,,3832.0,0.015,5m,1.4,0.0,1.5,944.0,,,,,,,,4248.0,0.02,5m,2.4000000000000004,0.4,1.5,408.0,0.1,11,COMPLETE
