,number,value,datetime_start,datetime_complete,duration,params_AEP_MCHP_beta_win,params_AEP_MCHP_stop_loss,params_AEP_MCHP_trade_freq,params_AEP_MCHP_z_entry,params_AEP_MCHP_z_exit,params_AEP_MCHP_z_stop_scaler,params_AEP_MCHP_z_win,params_AMGN_DASH_beta_win,params_AMGN_DASH_stop_loss,params_AMGN_DASH_trade_freq,params_AMGN_DASH_z_entry,params_AMGN_DASH_z_exit,params_AMGN_DASH_z_stop_scaler,params_AMGN_DASH_z_win,params_ASML_SNPS_beta_win,params_ASML_SNPS_stop_loss,params_ASML_SNPS_trade_freq,params_ASML_SNPS_z_entry,params_ASML_SNPS_z_exit,params_ASML_SNPS_z_stop_scaler,params_ASML_SNPS_z_win,params_AZN_FTNT_beta_win,params_AZN_FTNT_stop_loss,params_AZN_FTNT_trade_freq,params_AZN_FTNT_z_entry,params_AZN_FTNT_z_exit,params_AZN_FTNT_z_stop_scaler,params_AZN_FTNT_z_win,params_AZN_INTC_beta_win,params_AZN_INTC_stop_loss,params_AZN_INTC_trade_freq,params_AZN_INTC_z_entry,params_AZN_INTC_z_exit,params_AZN_INTC_z_stop_scaler,params_AZN_INTC_z_win,params_AZN_MCHP_beta_win,params_AZN_MCHP_stop_loss,params_AZN_MCHP_trade_freq,params_AZN_MCHP_z_entry,params_AZN_MCHP_z_exit,params_AZN_MCHP_z_stop_scaler,params_AZN_MCHP_z_win,params_CCEP_MCHP_beta_win,params_CCEP_MCHP_stop_loss,params_CCEP_MCHP_trade_freq,params_CCEP_MCHP_z_entry,params_CCEP_MCHP_z_exit,params_CCEP_MCHP_z_stop_scaler,params_CCEP_MCHP_z_win,params_CEG_MCHP_beta_win,params_CEG_MCHP_stop_loss,params_CEG_MCHP_trade_freq,params_CEG_MCHP_z_entry,params_CEG_MCHP_z_exit,params_CEG_MCHP_z_stop_scaler,params_CEG_MCHP_z_win,params_CMCSA_CSCO_beta_win,params_CMCSA_CSCO_stop_loss,params_CMCSA_CSCO_trade_freq,params_CMCSA_CSCO_z_entry,params_CMCSA_CSCO_z_exit,params_CMCSA_CSCO_z_stop_scaler,params_CMCSA_CSCO_z_win,params_CRWD_ISRG_beta_win,params_CRWD_ISRG_stop_loss,params_CRWD_ISRG_trade_freq,params_CRWD_ISRG_z_entry,params_CRWD_ISRG_z_exit,params_CRWD_ISRG_z_stop_scaler,params_CRWD_ISRG_z_win,params_GOOGL_DLTR_beta_win,params_GOOGL_DLTR_stop_loss,params_GOOGL_DLTR_trade_freq,params_GOOGL_DLTR_z_entry,params_GOOGL_DLTR_z_exit,params_GOOGL_DLTR_z_stop_scaler,params_GOOGL_DLTR_z_win,params_GOOG_DLTR_beta_win,params_GOOG_DLTR_stop_loss,params_GOOG_DLTR_trade_freq,params_GOOG_DLTR_z_entry,params_GOOG_DLTR_z_exit,params_GOOG_DLTR_z_stop_scaler,params_GOOG_DLTR_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_HON_REGN_beta_win,params_HON_REGN_stop_loss,params_HON_REGN_trade_freq,params_HON_REGN_z_entry,params_HON_REGN_z_exit,params_HON_REGN_z_stop_scaler,params_HON_REGN_z_win,params_ILMN_MCHP_beta_win,params_ILMN_MCHP_stop_loss,params_ILMN_MCHP_trade_freq,params_ILMN_MCHP_z_entry,params_ILMN_MCHP_z_exit,params_ILMN_MCHP_z_stop_scaler,params_ILMN_MCHP_z_win,params_INTC_CSX_beta_win,params_INTC_CSX_stop_loss,params_INTC_CSX_trade_freq,params_INTC_CSX_z_entry,params_INTC_CSX_z_exit,params_INTC_CSX_z_stop_scaler,params_INTC_CSX_z_win,params_INTC_MCHP_beta_win,params_INTC_MCHP_stop_loss,params_INTC_MCHP_trade_freq,params_INTC_MCHP_z_entry,params_INTC_MCHP_z_exit,params_INTC_MCHP_z_stop_scaler,params_INTC_MCHP_z_win,params_LIN_SMCI_beta_win,params_LIN_SMCI_stop_loss,params_LIN_SMCI_trade_freq,params_LIN_SMCI_z_entry,params_LIN_SMCI_z_exit,params_LIN_SMCI_z_stop_scaler,params_LIN_SMCI_z_win,params_LRCX_META_beta_win,params_LRCX_META_stop_loss,params_LRCX_META_trade_freq,params_LRCX_META_z_entry,params_LRCX_META_z_exit,params_LRCX_META_z_stop_scaler,params_LRCX_META_z_win,params_MRNA_MCHP_beta_win,params_MRNA_MCHP_stop_loss,params_MRNA_MCHP_trade_freq,params_MRNA_MCHP_z_entry,params_MRNA_MCHP_z_exit,params_MRNA_MCHP_z_stop_scaler,params_MRNA_MCHP_z_win,params_buffer_capital,params_pairs_to_trade,state
113,113,1.1357070514423793,2025-06-21 19:44:33.360285,2025-06-21 19:44:35.673965,0 days 00:00:02.313680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7040.0,0.02,2m,1.4,1.0,1.5,256.0,,,,,,,,,,,,,,,7200.0,0.01,3m,2.6,0.4,0.5,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7672,0.015,1m,1.6,0.2,2.0,352,,,,,,,,6072.0,0.01,4m,1.8,1.0,1.0,280.0,,,,,,,,6288.0,0.01,3m,1.6,1.0,2.0,880.0,0.5,5,COMPLETE
114,114,4.4073788043319535,2025-06-21 19:44:35.727382,2025-06-21 19:44:39.547476,0 days 00:00:03.820094,1432.0,0.015,3m,1.2,1.0,0.5,768.0,2736.0,0.02,4m,2.0,0.0,1.5,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6368.0,0.02,2m,1.2,1.0,1.5,296.0,,,,,,,,,,,,,,,6664.0,0.01,3m,3.0,0.2,0.5,576.0,1024.0,0.01,3m,2.6,0.0,1.5,464.0,,,,,,,,6280.0,0.02,5m,2.8,0.8,2.0,552.0,,,,,,,,7400,0.015,1m,1.4,0.2,2.0,296,,,,,,,,6336.0,0.01,4m,1.6,1.0,1.0,416.0,,,,,,,,7608.0,0.01,3m,1.6,1.0,2.0,824.0,0.5,9,COMPLETE
115,115,0.8397311474965727,2025-06-21 19:44:39.627151,2025-06-21 19:44:43.910238,0 days 00:00:04.283087,1432.0,0.015,3m,1.2,1.0,0.5,664.0,2768.0,0.02,4m,2.0,0.0,1.5,152.0,,,,,,,,8152.0,0.01,4m,3.0,0.6000000000000001,2.0,840.0,,,,,,,,,,,,,,,,,,,,,,3176.0,0.02,2m,1.4,1.0,1.5,232.0,,,,,,,,,,,,,,,6688.0,0.01,3m,2.8,0.2,0.5,600.0,2272.0,0.01,3m,2.6,0.0,1.5,464.0,,,,,,,,6480.0,0.02,5m,2.8,0.8,2.0,560.0,,,,,,,,7816,0.015,5m,1.6,0.2,2.0,296,,,,,,,,6280.0,0.01,4m,1.6,1.0,1.0,416.0,,,,,,,,7616.0,0.01,3m,1.6,1.0,2.0,760.0,0.5,10,COMPLETE
116,116,0.7906602913835679,2025-06-21 19:44:44.007132,2025-06-21 19:44:47.706381,0 days 00:00:03.699249,1064.0,0.015,3m,1.0,1.0,0.5,744.0,3544.0,0.02,4m,2.0,0.0,1.5,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6464.0,0.02,5m,1.2,1.0,1.5,272.0,,,,,,,,,,,,,,,7944.0,0.01,3m,1.2,0.2,0.5,544.0,1768.0,0.01,3m,2.6,0.0,1.5,584.0,,,,,,,,5472.0,0.02,5m,2.4000000000000004,0.6000000000000001,2.0,456.0,,,,,,,,7456,0.015,1m,1.2,0.2,2.0,224,,,,,,,,5216.0,0.01,4m,1.6,1.0,1.0,312.0,,,,,,,,6536.0,0.01,3m,1.4,1.0,2.0,824.0,0.5,9,COMPLETE
117,117,2.3425336656978644,2025-06-21 19:44:47.777776,2025-06-21 19:44:51.843927,0 days 00:00:04.066151,2368.0,0.015,3m,1.6,1.0,0.5,832.0,2280.0,0.02,4m,1.8,0.0,1.5,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6304.0,0.02,2m,1.2,1.0,1.5,320.0,,,,,,,,,,,,,,,7448.0,0.01,3m,2.6,0.2,0.5,136.0,1208.0,0.01,3m,2.8,0.0,1.5,536.0,,,,,,,,7472.0,0.02,5m,2.4000000000000004,1.0,2.0,296.0,,,,,,,,7200,0.015,1m,1.4,0.2,2.0,288,,,,,,,,5616.0,0.01,1m,2.0,1.0,1.0,448.0,,,,,,,,6944.0,0.01,3m,1.8,0.8,2.0,840.0,0.45,9,COMPLETE
118,118,-0.5650633252652786,2025-06-21 19:44:51.941725,2025-06-21 19:44:55.159635,0 days 00:00:03.217910,2992.0,0.015,4m,1.2,1.0,0.5,976.0,2752.0,0.02,4m,2.0,0.0,1.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7624.0,0.02,2m,1.2,1.0,1.5,176.0,,,,,,,,,,,,,,,7632.0,0.01,3m,2.8,0.2,0.5,592.0,1616.0,0.01,3m,2.4000000000000004,0.4,2.0,424.0,,,,,,,,,,,,,,,,,,,,,,6984,0.015,3m,1.8,0.0,2.0,240,,,,,,,,5960.0,0.01,4m,1.8,1.0,1.0,336.0,,,,,,,,5824.0,0.01,3m,1.6,1.0,2.0,792.0,0.5,8,COMPLETE
119,119,3.472948357713511,2025-06-21 19:44:55.253111,2025-06-21 19:44:58.588671,0 days 00:00:03.335560,1432.0,0.015,2m,1.0,0.8,0.5,768.0,3128.0,0.02,5m,2.2,0.0,1.5,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6744.0,0.02,2m,1.2,1.0,1.5,360.0,,,,,,,,,,,,,,,6104.0,0.015,3m,3.0,0.4,0.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7456,0.015,1m,1.6,0.2,2.0,384,,,,,,,,4824.0,0.01,4m,1.8,1.0,1.0,384.0,,,,,,,,6168.0,0.01,3m,1.4,1.0,2.0,936.0,0.45,7,COMPLETE
120,120,3.0554716215363174,2025-06-21 19:44:58.668995,2025-06-21 19:45:03.225712,0 days 00:00:04.556717,1416.0,0.015,3m,1.4,0.8,0.5,760.0,3112.0,0.02,5m,2.2,0.2,1.5,192.0,,,,,,,,7296.0,0.02,2m,3.0,0.6000000000000001,2.0,648.0,,,,,,,,,,,,,,,,,,,,,,6728.0,0.02,2m,1.4,1.0,1.5,368.0,,,,,,,,,,,,,,,6064.0,0.015,3m,3.0,0.2,0.5,648.0,1024.0,0.01,1m,3.0,0.0,2.0,344.0,,,,,,,,6240.0,0.02,5m,3.0,0.8,2.0,136.0,2632.0,0.02,2m,1.0,0.2,2.0,64.0,7952,0.015,1m,2.0,0.2,2.0,384,,,,,,,,4768.0,0.01,4m,1.8,0.8,1.0,368.0,,,,,,,,7840.0,0.01,3m,1.2,1.0,2.0,464.0,0.45,11,COMPLETE
121,121,4.579433429415995,2025-06-21 19:45:03.320122,2025-06-21 19:45:06.884617,0 days 00:00:03.564495,1872.0,0.015,2m,1.0,1.0,0.5,704.0,3480.0,0.02,5m,2.0,0.0,1.5,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6928.0,0.02,2m,1.2,1.0,1.5,304.0,,,,,,,,,,,,,,,6856.0,0.015,3m,3.0,0.4,0.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7448,0.015,1m,1.6,0.2,2.0,344,,,,,,,,4448.0,0.01,4m,1.8,1.0,1.0,408.0,,,,,,,,7208.0,0.01,3m,1.4,1.0,2.0,864.0,0.5,7,COMPLETE
122,122,3.1381166882746117,2025-06-21 19:45:06.965191,2025-06-21 19:45:10.523991,0 days 00:00:03.558800,1936.0,0.015,2m,1.2,0.8,0.5,720.0,3536.0,0.02,5m,1.8,0.0,1.5,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6936.0,0.02,2m,1.2,1.0,1.5,416.0,,,,,,,,,,,,,,,6560.0,0.015,3m,3.0,0.4,0.5,88.0,2256.0,0.01,3m,2.4000000000000004,0.2,1.5,248.0,,,,,,,,,,,,,,,,,,,,,,7448,0.015,1m,1.6,0.2,2.0,320,,,,,,,,4456.0,0.01,4m,2.0,1.0,1.0,384.0,,,,,,,,7224.0,0.01,3m,1.4,1.0,2.0,928.0,0.5,8,COMPLETE
123,123,1.657831707028351,2025-06-21 19:45:10.607242,2025-06-21 19:45:13.557729,0 days 00:00:02.950487,1368.0,0.015,2m,1.0,1.0,0.5,648.0,2888.0,0.02,5m,2.2,0.0,1.5,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7144.0,0.02,2m,1.0,1.0,1.5,296.0,,,,,,,,,,,,,,,6880.0,0.015,3m,2.8,0.4,0.5,568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7680,0.015,1m,1.6,0.2,2.0,344,,,,,,,,4408.0,0.01,4m,1.8,1.0,1.0,408.0,,,,,,,,8088.0,0.01,3m,1.4,1.0,2.0,864.0,0.5,7,COMPLETE
124,124,0.8581289038584363,2025-06-21 19:45:13.620243,2025-06-21 19:45:16.349937,0 days 00:00:02.729694,,,,,,,,2648.0,0.02,5m,2.0,0.0,1.5,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7384.0,0.02,2m,1.2,1.0,1.5,392.0,,,,,,,,,,,,,,,6256.0,0.015,3m,3.0,0.2,0.5,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7320,0.015,1m,1.6,0.2,2.0,136,,,,,,,,3968.0,0.01,4m,1.8,1.0,1.0,440.0,,,,,,,,7376.0,0.01,3m,1.2,1.0,2.0,904.0,0.5,6,COMPLETE
125,125,3.303691086916155,2025-06-21 19:45:16.440535,2025-06-21 19:45:20.752144,0 days 00:00:04.311609,2280.0,0.015,2m,1.2,1.0,1.0,616.0,3424.0,0.02,5m,2.0,0.2,1.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6568.0,0.02,2m,1.0,1.0,1.5,264.0,,,,,,,,,,,,,,,5640.0,0.015,3m,2.8,0.2,0.5,168.0,1912.0,0.01,3m,3.0,0.4,2.0,728.0,,,,,,,,7592.0,0.015,5m,2.6,0.6000000000000001,2.0,416.0,,,,,,,,7176,0.015,1m,1.8,0.2,2.0,304,,,,,,,,5040.0,0.01,3m,1.8,1.0,1.0,296.0,,,,,,,,6800.0,0.01,3m,1.4,1.0,2.0,824.0,0.5,9,COMPLETE
126,126,2.87616694114126,2025-06-21 19:45:20.844610,2025-06-21 19:45:28.647787,0 days 00:00:07.803177,1200.0,0.015,2m,1.0,0.8,0.5,768.0,3104.0,0.02,5m,1.8,0.0,1.5,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7776.0,0.02,1m,1.4,1.0,1.5,328.0,,,,,,,,,,,,,,,7240.0,0.015,5m,3.0,0.2,0.5,200.0,4088.0,0.01,5m,2.8,0.6000000000000001,1.5,680.0,,,,,,,,,,,,,,,,,,,,,,8168,0.015,1m,1.4,0.2,2.0,272,,,,,,,,3624.0,0.01,4m,2.0,1.0,1.0,352.0,,,,,,,,6152.0,0.01,3m,1.4,1.0,2.0,936.0,0.45,8,COMPLETE
127,127,1.051415858630569,2025-06-21 19:45:28.808410,2025-06-21 19:45:34.894336,0 days 00:00:06.085926,1864.0,0.015,2m,1.2,1.0,0.5,704.0,2224.0,0.02,2m,2.4000000000000004,0.0,1.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5976.0,0.02,2m,1.2,1.0,1.5,304.0,,,,,,,,,,,,,,,6600.0,0.015,3m,3.0,0.4,0.5,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7816,0.015,1m,1.6,0.2,2.0,376,,,,,,,,4056.0,0.01,4m,1.4,1.0,1.0,480.0,,,,,,,,7712.0,0.01,3m,1.6,1.0,2.0,1008.0,0.5,7,COMPLETE
128,128,5.2935079102027185,2025-06-21 19:45:34.975453,2025-06-21 19:45:38.018680,0 days 00:00:03.043227,,,,,,,,2896.0,0.02,5m,2.2,0.0,1.5,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6360.0,0.02,2m,1.0,1.0,1.5,280.0,,,,,,,,,,,,,,,7040.0,0.015,3m,2.8,0.6000000000000001,1.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7552,0.015,1m,1.6,0.2,2.0,328,,,,,,,,4832.0,0.01,4m,1.8,1.0,1.0,424.0,,,,,,,,6520.0,0.01,3m,1.2,1.0,2.0,912.0,0.5,6,COMPLETE
129,129,5.285989691052685,2025-06-21 19:45:38.125361,2025-06-21 19:45:40.763999,0 days 00:00:02.638638,,,,,,,,2856.0,0.02,4m,1.8,0.0,1.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6376.0,0.02,2m,1.0,1.0,1.5,280.0,,,,,,,,,,,,,,,7088.0,0.01,3m,2.6,0.6000000000000001,1.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8048,0.015,1m,1.8,0.2,2.0,192,,,,,,,,5152.0,0.01,4m,1.2,1.0,1.0,424.0,,,,,,,,7224.0,0.01,3m,1.2,0.8,2.0,888.0,0.5,6,COMPLETE
130,130,-0.12511813771498737,2025-06-21 19:45:40.841298,2025-06-21 19:45:43.366375,0 days 00:00:02.525077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800.0,0.02,3m,1.0,0.8,1.5,488.0,,,,,,,,,,,,,,,7056.0,0.01,3m,2.6,0.6000000000000001,1.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8024,0.015,1m,1.8,0.2,2.0,192,,,,,,,,5312.0,0.01,4m,1.0,1.0,1.0,424.0,,,,,,,,6976.0,0.01,3m,1.2,0.8,2.0,896.0,0.5,5,COMPLETE
131,131,4.069820781092322,2025-06-21 19:45:43.459285,2025-06-21 19:45:46.192442,0 days 00:00:02.733157,,,,,,,,2888.0,0.02,4m,1.8,0.0,1.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6448.0,0.02,2m,1.0,1.0,1.5,280.0,,,,,,,,,,,,,,,6800.0,0.01,3m,2.8,0.2,1.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7704,0.015,1m,1.6,0.2,2.0,248,,,,,,,,5096.0,0.01,4m,1.2,1.0,1.0,464.0,,,,,,,,7264.0,0.01,3m,1.0,1.0,2.0,856.0,0.5,6,COMPLETE
132,132,4.286493550609236,2025-06-21 19:45:46.269224,2025-06-21 19:45:48.816914,0 days 00:00:02.547690,,,,,,,,2824.0,0.02,4m,2.0,0.0,1.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6416.0,0.02,2m,1.0,1.0,1.5,288.0,,,,,,,,,,,,,,,6784.0,0.01,3m,2.6,0.6000000000000001,1.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7720,0.015,1m,1.6,0.2,2.0,232,,,,,,,,5064.0,0.01,4m,1.2,1.0,1.0,464.0,,,,,,,,7176.0,0.01,3m,1.0,0.8,2.0,840.0,0.5,6,COMPLETE
133,133,4.0286645374576375,2025-06-21 19:45:48.894421,2025-06-21 19:45:51.788899,0 days 00:00:02.894478,,,,,,,,2832.0,0.02,4m,2.0,0.0,1.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6304.0,0.02,2m,1.0,1.0,1.5,280.0,,,,,,,,,,,,,,,6792.0,0.01,3m,2.6,0.6000000000000001,1.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7680,0.015,1m,1.6,0.2,2.0,248,,,,,,,,5080.0,0.01,4m,1.2,1.0,1.0,464.0,,,,,,,,7280.0,0.01,3m,1.0,1.0,2.0,808.0,0.5,6,COMPLETE
134,134,4.932018180522853,2025-06-21 19:45:51.861299,2025-06-21 19:45:54.594649,0 days 00:00:02.733350,,,,,,,,2840.0,0.02,4m,2.0,0.0,1.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6344.0,0.02,2m,1.0,1.0,1.5,280.0,,,,,,,,,,,,,,,6816.0,0.01,3m,2.6,0.6000000000000001,1.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7872,0.015,1m,1.4,0.2,2.0,176,,,,,,,,5104.0,0.01,4m,1.2,1.0,1.0,408.0,,,,,,,,7256.0,0.01,3m,1.0,1.0,2.0,808.0,0.5,6,COMPLETE
135,135,4.316622244985121,2025-06-21 19:45:54.666679,2025-06-21 19:45:57.278299,0 days 00:00:02.611620,,,,,,,,2808.0,0.02,4m,2.0,0.0,1.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392.0,0.02,2m,1.0,1.0,1.5,272.0,,,,,,,,,,,,,,,6824.0,0.01,3m,2.6,0.6000000000000001,1.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7760,0.015,1m,1.4,0.2,2.0,136,,,,,,,,4616.0,0.01,4m,1.0,1.0,1.0,400.0,,,,,,,,7240.0,0.01,3m,1.0,0.8,2.0,768.0,0.5,6,COMPLETE
136,136,4.195005079427812,2025-06-21 19:45:57.371915,2025-06-21 19:46:00.580283,0 days 00:00:03.208368,3312.0,0.015,4m,1.4,1.0,1.0,896.0,2608.0,0.02,4m,2.0,0.0,1.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6336.0,0.02,2m,1.0,1.0,1.5,216.0,,,,,,,,,,,,,,,6840.0,0.01,3m,2.4000000000000004,0.6000000000000001,1.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7728,0.015,1m,1.4,0.2,2.0,136,,,,,,,,4656.0,0.01,4m,1.0,1.0,1.0,400.0,,,,,,,,7488.0,0.01,3m,1.0,0.8,2.0,776.0,0.5,7,COMPLETE
137,137,5.238152814532857,2025-06-21 19:46:00.657933,2025-06-21 19:46:03.756698,0 days 00:00:03.098765,3136.0,0.015,4m,1.6,1.0,1.0,912.0,2592.0,0.02,4m,2.0,0.0,1.5,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6344.0,0.02,2m,1.0,1.0,1.5,224.0,,,,,,,,,,,,,,,6440.0,0.01,3m,2.4000000000000004,0.6000000000000001,1.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7960,0.015,1m,1.4,0.2,2.0,176,,,,,,,,4608.0,0.01,4m,1.0,1.0,1.0,400.0,,,,,,,,7504.0,0.01,3m,1.0,0.8,2.0,736.0,0.5,7,COMPLETE
138,138,0.9388609576282217,2025-06-21 19:46:03.844157,2025-06-21 19:46:07.180557,0 days 00:00:03.336400,3392.0,0.015,4m,1.6,1.0,1.0,896.0,2584.0,0.02,4m,2.0,0.0,1.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6960.0,0.02,2m,1.0,1.0,1.5,216.0,,,,,,,,,,,,,,,6336.0,0.01,3m,2.4000000000000004,0.6000000000000001,1.0,120.0,2944.0,0.01,1m,2.6,0.0,1.5,608.0,,,,,,,,,,,,,,,,,,,,,,7880,0.015,1m,1.2,0.2,2.0,112,,,,,,,,4616.0,0.01,4m,1.0,1.0,1.0,400.0,,,,,,,,7496.0,0.01,3m,1.0,0.8,2.0,696.0,0.5,8,COMPLETE
139,139,0.6267339768089003,2025-06-21 19:46:07.259393,2025-06-21 19:46:10.344961,0 days 00:00:03.085568,3008.0,0.015,4m,1.4,1.0,1.0,936.0,2360.0,0.02,4m,2.0,0.0,1.5,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6640.0,0.02,2m,1.0,1.0,1.5,232.0,,,,,,,,,,,,,,,6512.0,0.01,3m,2.4000000000000004,0.6000000000000001,1.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8016,0.015,2m,1.4,0.2,2.0,72,,,,,,,,4368.0,0.01,1m,1.0,1.0,1.0,376.0,,,,,,,,7872.0,0.01,3m,1.0,0.8,2.0,768.0,0.5,7,COMPLETE
140,140,3.6495334068226075,2025-06-21 19:46:10.435878,2025-06-21 19:46:13.742645,0 days 00:00:03.306767,4824.0,0.015,4m,1.8,1.0,1.0,808.0,2704.0,0.02,4m,2.0,0.0,1.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6336.0,0.02,2m,1.0,1.0,1.5,208.0,,,,,,,,,,,,,,,7152.0,0.01,3m,2.4000000000000004,0.6000000000000001,1.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8192,0.015,5m,1.4,0.2,2.0,176,,,,,,,,4624.0,0.01,5m,1.0,1.0,1.0,328.0,,,,,,,,7160.0,0.01,3m,1.0,0.8,2.0,736.0,0.5,7,COMPLETE
141,141,3.710920741790146,2025-06-21 19:46:13.824234,2025-06-21 19:46:16.606915,0 days 00:00:02.782681,,,,,,,,3272.0,0.02,4m,2.0,0.0,1.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6776.0,0.02,2m,1.0,1.0,1.5,264.0,,,,,,,,,,,,,,,6872.0,0.01,3m,2.6,0.6000000000000001,1.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7760,0.015,1m,1.4,0.2,2.0,152,,,,,,,,4896.0,0.01,4m,1.0,1.0,1.0,416.0,,,,,,,,7448.0,0.01,3m,1.0,0.8,2.0,800.0,0.5,6,COMPLETE
142,142,-1.380678510678338,2025-06-21 19:46:16.687057,2025-06-21 19:46:19.953689,0 days 00:00:03.266632,2656.0,0.015,4m,1.4,1.0,1.0,824.0,2528.0,0.02,4m,2.0,0.0,1.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8144.0,0.02,2m,1.0,1.0,1.5,280.0,,,,,,,,,,,,,,,6672.0,0.01,3m,2.6,0.6000000000000001,1.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7552,0.015,1m,1.4,0.2,2.0,128,,,,,,,,4152.0,0.01,4m,1.2,1.0,1.0,440.0,,,,,,,,8048.0,0.01,3m,1.0,0.8,2.0,776.0,0.5,7,COMPLETE
143,143,4.691919971526503,2025-06-21 19:46:20.053465,2025-06-21 19:46:24.095701,0 days 00:00:04.042236,2328.0,0.015,4m,1.6,1.0,1.0,880.0,2896.0,0.02,4m,2.0,0.0,1.5,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6432.0,0.02,2m,1.0,1.0,1.5,240.0,,,,,,,,,,,,,,,6776.0,0.01,3m,2.6,0.6000000000000001,1.0,144.0,3144.0,0.01,3m,2.4000000000000004,0.4,2.0,512.0,,,,,,,,,,,,,,,,,,,,,,7944,0.015,1m,1.4,0.2,2.0,160,,,,,,,,4512.0,0.01,4m,1.2,1.0,1.0,400.0,,,,,,,,7632.0,0.01,3m,1.0,0.8,2.0,832.0,0.5,8,COMPLETE
