,number,value,datetime_start,datetime_complete,duration,params_AMD_FAST_beta_win,params_AMD_FAST_stop_loss,params_AMD_FAST_trade_freq,params_AMD_FAST_z_entry,params_AMD_FAST_z_exit,params_AMD_FAST_z_stop_scaler,params_AMD_FAST_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ASML_AVGO_beta_win,params_ASML_AVGO_stop_loss,params_ASML_AVGO_trade_freq,params_ASML_AVGO_z_entry,params_ASML_AVGO_z_exit,params_ASML_AVGO_z_stop_scaler,params_ASML_AVGO_z_win,params_ASML_TXN_beta_win,params_ASML_TXN_stop_loss,params_ASML_TXN_trade_freq,params_ASML_TXN_z_entry,params_ASML_TXN_z_exit,params_ASML_TXN_z_stop_scaler,params_ASML_TXN_z_win,params_ATVI_ILMN_beta_win,params_ATVI_ILMN_stop_loss,params_ATVI_ILMN_trade_freq,params_ATVI_ILMN_z_entry,params_ATVI_ILMN_z_exit,params_ATVI_ILMN_z_stop_scaler,params_ATVI_ILMN_z_win,params_ATVI_PYPL_beta_win,params_ATVI_PYPL_stop_loss,params_ATVI_PYPL_trade_freq,params_ATVI_PYPL_z_entry,params_ATVI_PYPL_z_exit,params_ATVI_PYPL_z_stop_scaler,params_ATVI_PYPL_z_win,params_AVGO_XEL_beta_win,params_AVGO_XEL_stop_loss,params_AVGO_XEL_trade_freq,params_AVGO_XEL_z_entry,params_AVGO_XEL_z_exit,params_AVGO_XEL_z_stop_scaler,params_AVGO_XEL_z_win,params_CHTR_MDLZ_beta_win,params_CHTR_MDLZ_stop_loss,params_CHTR_MDLZ_trade_freq,params_CHTR_MDLZ_z_entry,params_CHTR_MDLZ_z_exit,params_CHTR_MDLZ_z_stop_scaler,params_CHTR_MDLZ_z_win,params_CTSH_FAST_beta_win,params_CTSH_FAST_stop_loss,params_CTSH_FAST_trade_freq,params_CTSH_FAST_z_entry,params_CTSH_FAST_z_exit,params_CTSH_FAST_z_stop_scaler,params_CTSH_FAST_z_win,params_CTSH_TMUS_beta_win,params_CTSH_TMUS_stop_loss,params_CTSH_TMUS_trade_freq,params_CTSH_TMUS_z_entry,params_CTSH_TMUS_z_exit,params_CTSH_TMUS_z_stop_scaler,params_CTSH_TMUS_z_win,params_FAST_TMUS_beta_win,params_FAST_TMUS_stop_loss,params_FAST_TMUS_trade_freq,params_FAST_TMUS_z_entry,params_FAST_TMUS_z_exit,params_FAST_TMUS_z_stop_scaler,params_FAST_TMUS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_ILMN_PYPL_beta_win,params_ILMN_PYPL_stop_loss,params_ILMN_PYPL_trade_freq,params_ILMN_PYPL_z_entry,params_ILMN_PYPL_z_exit,params_ILMN_PYPL_z_stop_scaler,params_ILMN_PYPL_z_win,params_ILMN_SWKS_beta_win,params_ILMN_SWKS_stop_loss,params_ILMN_SWKS_trade_freq,params_ILMN_SWKS_z_entry,params_ILMN_SWKS_z_exit,params_ILMN_SWKS_z_stop_scaler,params_ILMN_SWKS_z_win,params_KLAC_TXN_beta_win,params_KLAC_TXN_stop_loss,params_KLAC_TXN_trade_freq,params_KLAC_TXN_z_entry,params_KLAC_TXN_z_exit,params_KLAC_TXN_z_stop_scaler,params_KLAC_TXN_z_win,params_LRCX_TXN_beta_win,params_LRCX_TXN_stop_loss,params_LRCX_TXN_trade_freq,params_LRCX_TXN_z_entry,params_LRCX_TXN_z_exit,params_LRCX_TXN_z_stop_scaler,params_LRCX_TXN_z_win,params_MSFT_PCAR_beta_win,params_MSFT_PCAR_stop_loss,params_MSFT_PCAR_trade_freq,params_MSFT_PCAR_z_entry,params_MSFT_PCAR_z_exit,params_MSFT_PCAR_z_stop_scaler,params_MSFT_PCAR_z_win,params_MU_TXN_beta_win,params_MU_TXN_stop_loss,params_MU_TXN_trade_freq,params_MU_TXN_z_entry,params_MU_TXN_z_exit,params_MU_TXN_z_stop_scaler,params_MU_TXN_z_win,params_NXPI_TXN_beta_win,params_NXPI_TXN_stop_loss,params_NXPI_TXN_trade_freq,params_NXPI_TXN_z_entry,params_NXPI_TXN_z_exit,params_NXPI_TXN_z_stop_scaler,params_NXPI_TXN_z_win,params_REGN_SBUX_beta_win,params_REGN_SBUX_stop_loss,params_REGN_SBUX_trade_freq,params_REGN_SBUX_z_entry,params_REGN_SBUX_z_exit,params_REGN_SBUX_z_stop_scaler,params_REGN_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
94,94,-1.1263791623602408,2025-06-21 19:12:21.882487,2025-06-21 19:12:26.862270,0 days 00:00:04.979783,,,,,,,,5696.0,0.01,2m,1.0,0.2,0.5,856.0,1432.0,0.015,5m,1.8,0.4,0.5,720.0,7712.0,0.015,1m,1.4,0.0,1.5,776.0,1256.0,0.01,5m,1.2,0.2,1.0,576.0,6536.0,0.01,1m,1.8,0.8,1.5,552.0,,,,,,,,,,,,,,,1888.0,0.015,5m,2.2,0.6000000000000001,2.0,416.0,5520.0,0.015,3m,2.6,0.0,1.5,592.0,,,,,,,,7928,0.01,5m,2.6,0.8,2.0,136,7576.0,0.015,4m,2.4000000000000004,0.0,1.0,112.0,,,,,,,,1672.0,0.015,2m,2.4000000000000004,0.0,1.0,312.0,5312.0,0.02,1m,2.2,0.6000000000000001,2.0,88.0,,,,,,,,,,,,,,,,,,,,,,4440.0,0.015,1m,2.4000000000000004,0.0,0.5,168.0,0.45,12,COMPLETE
95,95,1.152806941444481,2025-06-21 19:12:26.905966,2025-06-21 19:12:33.036274,0 days 00:00:06.130308,,,,,,,,6336.0,0.01,2m,1.2,0.2,0.5,904.0,1664.0,0.015,5m,1.6,0.4,0.5,832.0,7368.0,0.015,1m,1.6,0.0,1.5,720.0,1600.0,0.01,5m,1.2,0.2,1.0,552.0,7016.0,0.01,1m,1.4,0.8,1.5,672.0,,,,,,,,,,,,,,,2264.0,0.015,5m,2.0,0.4,2.0,480.0,5120.0,0.015,3m,2.2,0.2,1.5,864.0,,,,,,,,7488,0.01,5m,2.8,0.8,2.0,264,6512.0,0.015,5m,2.2,0.0,1.0,192.0,,,,,,,,1360.0,0.015,2m,2.6,0.0,1.0,464.0,5744.0,0.02,1m,2.2,0.6000000000000001,2.0,176.0,7784.0,0.02,3m,2.8,0.0,0.5,608.0,4680.0,0.01,5m,2.6,0.8,0.5,248.0,,,,,,,,3800.0,0.015,1m,2.2,0.0,0.5,112.0,0.45,14,COMPLETE
96,96,-0.6484400880703162,2025-06-21 19:12:33.104286,2025-06-21 19:12:39.634698,0 days 00:00:06.530412,,,,,,,,5976.0,0.01,2m,1.2,0.2,0.5,1024.0,1696.0,0.015,5m,1.6,0.4,0.5,648.0,7056.0,0.015,1m,1.6,0.0,1.5,720.0,1592.0,0.01,5m,1.4,0.2,1.0,552.0,7360.0,0.01,1m,1.4,1.0,1.5,664.0,,,,,,,,,,,,,,,2192.0,0.015,5m,2.0,0.4,2.0,616.0,5032.0,0.015,3m,2.2,0.2,1.5,880.0,,,,,,,,7328,0.01,5m,3.0,0.8,2.0,232,6536.0,0.015,5m,2.2,0.0,1.0,208.0,6296.0,0.015,2m,2.4000000000000004,0.4,1.0,680.0,1176.0,0.015,2m,2.6,0.0,1.0,448.0,5528.0,0.02,1m,2.2,0.6000000000000001,2.0,176.0,7744.0,0.02,3m,2.8,0.0,0.5,528.0,5616.0,0.01,5m,2.6,0.8,0.5,224.0,1152.0,0.01,1m,2.8,0.2,1.5,760.0,4176.0,0.015,1m,2.2,0.0,0.5,112.0,0.45,16,COMPLETE
97,97,-1.3210704344540298,2025-06-21 19:12:39.731508,2025-06-21 19:12:45.996960,0 days 00:00:06.265452,,,,,,,,5104.0,0.01,2m,1.8,0.2,1.0,880.0,1320.0,0.015,5m,1.6,0.2,0.5,696.0,7880.0,0.015,1m,1.8,0.0,1.5,808.0,1400.0,0.01,5m,1.0,0.2,1.0,616.0,6912.0,0.01,1m,1.6,0.8,1.5,744.0,,,,,,,,,,,,,,,2768.0,0.015,5m,1.8,0.4,2.0,472.0,5440.0,0.015,3m,2.2,0.2,1.5,784.0,,,,,,,,7424,0.01,5m,2.8,0.8,2.0,272,6248.0,0.015,5m,2.0,0.0,1.0,312.0,,,,,,,,1448.0,0.015,2m,2.6,0.0,1.0,352.0,6016.0,0.02,1m,2.4000000000000004,0.8,2.0,120.0,8184.0,0.02,3m,3.0,0.0,0.5,616.0,4840.0,0.01,5m,2.8,0.8,0.5,152.0,5040.0,0.02,3m,2.0,0.8,0.5,592.0,3336.0,0.015,1m,2.0,0.0,0.5,152.0,0.4,15,COMPLETE
98,98,-0.5312804471920322,2025-06-21 19:12:46.065530,2025-06-21 19:12:51.920758,0 days 00:00:05.855228,,,,,,,,6272.0,0.01,2m,1.4,0.2,0.5,960.0,1992.0,0.015,5m,1.8,0.4,0.5,784.0,7944.0,0.015,1m,1.6,0.0,1.5,664.0,1128.0,0.01,5m,1.2,0.0,1.0,688.0,7624.0,0.01,1m,1.4,0.8,1.5,624.0,,,,,,,,,,,,,,,1832.0,0.015,5m,2.0,0.4,2.0,400.0,4824.0,0.015,3m,2.0,0.2,1.5,832.0,,,,,,,,6792,0.01,5m,2.8,1.0,1.0,312,5792.0,0.015,5m,2.4000000000000004,0.0,1.0,152.0,,,,,,,,1920.0,0.015,2m,2.4000000000000004,0.0,1.5,472.0,5904.0,0.02,1m,2.2,0.6000000000000001,2.0,144.0,6824.0,0.02,3m,2.8,0.0,0.5,704.0,4080.0,0.01,5m,2.4000000000000004,0.6000000000000001,1.0,312.0,,,,,,,,3752.0,0.015,1m,2.2,0.0,0.5,64.0,0.45,14,COMPLETE
99,99,-2.8164715185729055,2025-06-21 19:12:51.991597,2025-06-21 19:12:57.236220,0 days 00:00:05.244623,,,,,,,,5304.0,0.01,2m,1.2,0.2,0.5,920.0,1712.0,0.015,5m,1.4,0.4,0.5,816.0,7336.0,0.015,1m,1.4,0.0,1.5,744.0,2040.0,0.01,5m,1.4,0.2,1.0,504.0,7272.0,0.01,3m,1.2,0.8,1.5,688.0,,,,,,,,,,,,,,,1488.0,0.015,5m,1.8,0.6000000000000001,2.0,536.0,5896.0,0.015,2m,2.4000000000000004,0.0,1.5,912.0,,,,,,,,8168,0.01,5m,2.6,0.8,2.0,160,7088.0,0.015,1m,2.2,0.0,1.0,120.0,,,,,,,,1656.0,0.015,2m,2.8,0.0,1.0,520.0,4248.0,0.02,1m,2.4000000000000004,0.6000000000000001,2.0,96.0,7616.0,0.02,3m,3.0,0.0,0.5,504.0,,,,,,,,,,,,,,,4032.0,0.015,1m,2.4000000000000004,0.2,0.5,200.0,0.4,13,COMPLETE
100,100,-0.3829968574932952,2025-06-21 19:12:57.312218,2025-06-21 19:13:01.936123,0 days 00:00:04.623905,,,,,,,,5624.0,0.01,2m,1.6,0.2,0.5,744.0,2096.0,0.015,5m,1.8,0.2,0.5,752.0,8184.0,0.015,1m,1.6,0.0,1.5,704.0,1824.0,0.01,5m,1.2,0.2,1.0,648.0,6464.0,0.01,1m,1.8,1.0,1.5,728.0,,,,,,,,,,,,,,,2416.0,0.015,5m,1.2,0.4,2.0,488.0,5296.0,0.015,3m,2.2,0.2,1.5,552.0,,,,,,,,7512,0.015,5m,2.8,0.8,1.5,264,,,,,,,,,,,,,,,1384.0,0.015,2m,2.6,0.0,1.0,400.0,4480.0,0.02,1m,2.2,0.6000000000000001,2.0,832.0,,,,,,,,,,,,,,,,,,,,,,4432.0,0.015,1m,2.0,0.0,1.5,104.0,0.45,11,COMPLETE
101,101,1.5416626380837628,2025-06-21 19:13:02.005466,2025-06-21 19:13:07.220009,0 days 00:00:05.214543,,,,,,,,6512.0,0.01,2m,1.0,0.2,0.5,976.0,1544.0,0.015,5m,2.0,0.4,0.5,888.0,7704.0,0.015,1m,1.8,0.0,1.5,600.0,1568.0,0.01,5m,1.2,0.2,1.0,608.0,7040.0,0.01,1m,1.2,0.6000000000000001,1.5,632.0,,,,,,,,,,,,,,,1984.0,0.015,5m,2.2,0.2,2.0,544.0,5040.0,0.015,3m,2.4000000000000004,0.4,1.5,968.0,,,,,,,,7872,0.01,5m,2.8,0.8,2.0,360,6656.0,0.015,4m,2.2,0.2,1.0,96.0,,,,,,,,2160.0,0.015,2m,2.4000000000000004,0.2,1.0,256.0,5688.0,0.02,1m,2.2,0.6000000000000001,2.0,216.0,6984.0,0.02,3m,2.6,0.2,0.5,640.0,,,,,,,,,,,,,,,3832.0,0.015,1m,2.2,0.0,0.5,240.0,0.45,13,COMPLETE
102,102,1.2747311735852915,2025-06-21 19:13:07.313085,2025-06-21 19:13:13.133090,0 days 00:00:05.820005,,,,,,,,6424.0,0.01,2m,1.0,0.2,0.5,992.0,1528.0,0.015,5m,1.8,0.4,0.5,832.0,7648.0,0.015,1m,1.8,0.0,1.5,600.0,1680.0,0.01,5m,1.2,0.2,1.0,528.0,6768.0,0.01,1m,1.2,0.6000000000000001,1.5,632.0,,,,,,,,,,,,,,,1992.0,0.015,5m,2.2,0.4,2.0,560.0,5024.0,0.015,3m,2.4000000000000004,0.4,1.5,968.0,,,,,,,,7992,0.01,5m,2.8,0.8,2.0,360,6088.0,0.015,3m,2.2,0.2,1.0,96.0,,,,,,,,2248.0,0.015,2m,2.4000000000000004,0.2,1.0,256.0,4800.0,0.02,1m,2.2,0.8,2.0,200.0,6976.0,0.02,3m,2.6,0.0,0.5,640.0,5504.0,0.015,5m,2.2,1.0,0.5,280.0,,,,,,,,7224.0,0.015,1m,2.2,0.0,0.5,264.0,0.45,14,COMPLETE
103,103,1.2360801842033078,2025-06-21 19:13:13.220937,2025-06-21 19:13:19.037691,0 days 00:00:05.816754,,,,,,,,6440.0,0.01,2m,1.0,0.2,0.5,992.0,1488.0,0.015,5m,1.8,0.4,0.5,904.0,6944.0,0.015,1m,2.0,0.0,1.5,576.0,1520.0,0.01,5m,1.2,0.2,1.0,576.0,6784.0,0.01,1m,1.2,0.6000000000000001,1.5,640.0,,,,,,,,,,,,,,,1968.0,0.015,5m,2.2,0.4,2.0,608.0,4592.0,0.015,3m,2.4000000000000004,0.2,1.5,968.0,,,,,,,,7936,0.01,5m,3.0,1.0,2.0,352,6640.0,0.015,3m,2.0,0.2,1.0,64.0,,,,,,,,2160.0,0.015,2m,2.4000000000000004,0.0,1.0,256.0,4824.0,0.02,1m,2.2,0.8,2.0,232.0,7064.0,0.02,3m,2.6,0.0,0.5,632.0,5600.0,0.015,5m,2.2,1.0,0.5,280.0,,,,,,,,8024.0,0.015,1m,2.2,0.0,0.5,256.0,0.45,14,COMPLETE
104,104,0.4436524505401221,2025-06-21 19:13:19.112367,2025-06-21 19:13:24.776492,0 days 00:00:05.664125,,,,,,,,6480.0,0.01,2m,1.0,0.2,0.5,984.0,1536.0,0.015,5m,1.6,0.4,0.5,912.0,6920.0,0.015,1m,1.8,0.0,1.5,592.0,1464.0,0.01,5m,1.2,0.2,1.0,528.0,6736.0,0.01,1m,1.2,0.6000000000000001,1.5,624.0,,,,,,,,,,,,,,,1864.0,0.015,5m,2.2,0.4,2.0,664.0,4520.0,0.015,3m,2.4000000000000004,0.2,1.5,968.0,,,,,,,,7944,0.01,5m,3.0,1.0,2.0,216,6560.0,0.015,3m,2.0,0.2,1.0,96.0,,,,,,,,2320.0,0.015,2m,2.4000000000000004,0.0,1.0,224.0,4872.0,0.02,1m,2.4000000000000004,0.8,2.0,208.0,6976.0,0.02,3m,2.6,0.0,0.5,640.0,5368.0,0.015,5m,2.2,1.0,0.5,256.0,,,,,,,,8176.0,0.015,1m,2.2,0.0,0.5,320.0,0.45,14,COMPLETE
105,105,-3.0921943699793024,2025-06-21 19:13:24.869449,2025-06-21 19:13:31.220736,0 days 00:00:06.351287,,,,,,,,1096.0,0.01,2m,1.2,0.2,0.5,1000.0,1864.0,0.015,5m,1.8,0.4,0.5,984.0,7312.0,0.015,1m,2.0,0.0,1.5,624.0,1544.0,0.01,5m,1.0,0.2,1.0,464.0,6792.0,0.01,5m,1.2,0.6000000000000001,1.5,648.0,,,,,,,,,,,,,,,2024.0,0.015,5m,2.2,0.6000000000000001,2.0,616.0,4688.0,0.015,3m,2.4000000000000004,0.2,1.5,984.0,,,,,,,,7608,0.01,5m,3.0,1.0,2.0,312,7352.0,0.015,3m,2.2,0.2,1.0,80.0,,,,,,,,2168.0,0.015,2m,2.4000000000000004,0.0,1.0,272.0,4792.0,0.02,1m,2.2,0.8,2.0,296.0,7376.0,0.02,3m,2.6,0.0,0.5,592.0,5864.0,0.015,5m,2.2,1.0,0.5,128.0,2424.0,0.015,3m,1.2,0.4,2.0,880.0,7664.0,0.015,1m,2.2,0.2,0.5,248.0,0.45,15,COMPLETE
106,106,-0.37938648631211697,2025-06-21 19:13:31.297679,2025-06-21 19:13:37.213286,0 days 00:00:05.915607,,,,,,,,6128.0,0.01,2m,1.0,0.2,0.5,920.0,1576.0,0.015,5m,1.8,0.4,0.5,824.0,6712.0,0.015,1m,2.0,0.0,0.5,576.0,1656.0,0.01,5m,1.0,0.2,1.0,504.0,6192.0,0.01,1m,1.0,0.8,1.5,560.0,,,,,,,,,,,,,,,1680.0,0.015,2m,2.2,0.4,2.0,560.0,5024.0,0.015,3m,2.6,0.2,1.5,936.0,,,,,,,,8024,0.01,5m,2.8,0.8,2.0,296,6968.0,0.015,3m,1.8,0.2,1.0,160.0,,,,,,,,1936.0,0.015,2m,2.4000000000000004,0.0,1.0,280.0,5376.0,0.02,1m,2.2,0.8,2.0,240.0,6464.0,0.02,3m,2.4000000000000004,0.0,0.5,664.0,6424.0,0.015,5m,2.4000000000000004,1.0,0.5,288.0,,,,,,,,7216.0,0.015,1m,2.4000000000000004,0.0,0.5,272.0,0.4,14,COMPLETE
107,107,0.1462906089590584,2025-06-21 19:13:37.267013,2025-06-21 19:13:42.662001,0 days 00:00:05.394988,,,,,,,,6360.0,0.01,2m,1.0,0.2,0.5,952.0,1232.0,0.015,5m,1.6,0.4,0.5,872.0,6168.0,0.015,1m,1.8,0.0,1.5,640.0,5664.0,0.01,5m,1.2,0.2,1.0,392.0,7048.0,0.01,1m,1.2,0.6000000000000001,1.5,608.0,,,,,,,,,,,,,,,3312.0,0.015,5m,2.0,0.2,2.0,608.0,3928.0,0.015,1m,2.4000000000000004,0.0,1.5,896.0,,,,,,,,7192,0.01,5m,3.0,0.8,2.0,352,6656.0,0.015,3m,2.0,0.2,1.0,96.0,,,,,,,,1736.0,0.015,2m,2.6,0.2,1.0,184.0,5704.0,0.02,1m,2.4000000000000004,0.4,0.5,216.0,6952.0,0.02,3m,2.8,0.0,0.5,744.0,,,,,,,,,,,,,,,6448.0,0.015,1m,2.2,0.0,0.5,264.0,0.45,13,COMPLETE
108,108,-2.687600634326153,2025-06-21 19:13:42.759035,2025-06-21 19:13:49.840643,0 days 00:00:07.081608,,,,,,,,2968.0,0.01,2m,2.2,0.2,0.5,992.0,2160.0,0.015,5m,1.4,0.4,0.5,936.0,7016.0,0.015,1m,1.6,0.0,1.5,840.0,1152.0,0.01,5m,1.2,0.2,1.0,568.0,7048.0,0.015,1m,1.4,0.6000000000000001,1.5,512.0,,,,,,,,,,,,,,,2776.0,0.015,5m,2.2,0.4,2.0,648.0,4880.0,0.015,5m,2.4000000000000004,0.2,1.5,968.0,,,,,,,,7864,0.01,5m,2.8,0.8,2.0,392,5400.0,0.015,3m,2.2,0.2,0.5,64.0,3824.0,0.02,1m,1.4,0.6000000000000001,1.5,288.0,1568.0,0.015,2m,2.4000000000000004,0.2,1.0,176.0,5768.0,0.02,1m,2.6,0.8,2.0,256.0,7872.0,0.02,3m,2.6,0.2,0.5,552.0,4752.0,0.015,5m,1.8,1.0,0.5,200.0,4872.0,0.02,1m,1.8,0.0,1.0,688.0,7352.0,0.015,1m,2.6,0.0,0.5,184.0,0.4,16,COMPLETE
109,109,-1.9203979811917489,2025-06-21 19:13:49.915215,2025-06-21 19:14:01.550437,0 days 00:00:11.635222,,,,,,,,6704.0,0.01,2m,3.0,0.2,0.5,968.0,2424.0,0.015,5m,1.8,0.4,0.5,864.0,7704.0,0.015,1m,1.4,0.0,1.5,680.0,1360.0,0.01,5m,1.2,0.0,1.0,584.0,7504.0,0.01,1m,1.2,0.8,1.5,656.0,,,,,,,,,,,,,,,1312.0,0.015,5m,2.2,0.4,2.0,544.0,5616.0,0.015,4m,2.2,0.2,1.5,944.0,,,,,,,,7344,0.01,5m,2.6,1.0,2.0,336,8064.0,0.015,3m,2.2,0.0,1.0,144.0,,,,,,,,7920.0,0.015,2m,2.4000000000000004,0.0,1.0,336.0,6416.0,0.02,1m,2.2,1.0,2.0,728.0,6216.0,0.02,3m,2.4000000000000004,0.0,0.5,608.0,5360.0,0.015,5m,2.8,0.8,0.5,72.0,,,,,,,,8112.0,0.015,1m,2.4000000000000004,0.2,0.5,616.0,0.45,14,COMPLETE
110,110,-0.8142212992267769,2025-06-21 19:14:01.633641,2025-06-21 19:14:08.079036,0 days 00:00:06.445395,,,,,,,,6480.0,0.01,2m,1.0,0.2,0.5,1024.0,1328.0,0.015,5m,2.6,0.4,1.0,904.0,7304.0,0.015,1m,1.8,0.0,0.5,616.0,2128.0,0.01,5m,1.0,0.2,1.0,552.0,5984.0,0.015,1m,1.0,0.6000000000000001,1.5,584.0,,,,,,,,,,,,,,,2064.0,0.015,5m,2.4000000000000004,0.2,2.0,504.0,4088.0,0.015,3m,2.6,0.4,1.5,1024.0,,,,,,,,6984,0.01,5m,3.0,0.8,1.0,368,6008.0,0.015,5m,2.4000000000000004,0.2,1.0,184.0,,,,,,,,2072.0,0.015,2m,2.6,0.2,1.0,280.0,5056.0,0.02,5m,2.0,0.6000000000000001,2.0,536.0,7424.0,0.02,3m,2.6,0.0,0.5,672.0,6728.0,0.015,5m,2.6,1.0,1.0,360.0,6384.0,0.01,2m,2.4000000000000004,0.6000000000000001,1.5,488.0,7008.0,0.015,1m,2.2,0.0,0.5,568.0,0.4,15,COMPLETE
111,111,0.25412499502156277,2025-06-21 19:14:08.142394,2025-06-21 19:14:13.599762,0 days 00:00:05.457368,,,,,,,,7008.0,0.01,2m,1.2,0.2,0.5,944.0,1816.0,0.015,5m,2.0,0.4,0.5,832.0,7664.0,0.015,1m,1.6,0.0,1.5,584.0,1024.0,0.01,5m,1.2,0.2,1.0,608.0,6800.0,0.01,1m,1.2,0.6000000000000001,1.5,704.0,,,,,,,,,,,,,,,1216.0,0.015,5m,2.0,0.4,2.0,424.0,5264.0,0.015,3m,2.2,0.4,1.5,736.0,,,,,,,,6784,0.01,5m,2.8,0.8,2.0,224,6832.0,0.015,2m,2.0,0.2,1.0,208.0,,,,,,,,1072.0,0.015,2m,2.2,0.0,1.0,376.0,5208.0,0.02,1m,2.0,0.8,2.0,112.0,6688.0,0.02,3m,2.8,0.2,0.5,632.0,,,,,,,,,,,,,,,3656.0,0.015,1m,2.2,0.0,0.5,216.0,0.45,13,COMPLETE
112,112,1.2362293046386175,2025-06-21 19:14:13.669328,2025-06-21 19:14:18.846548,0 days 00:00:05.177220,,,,,,,,6272.0,0.01,2m,1.0,0.2,0.5,904.0,1968.0,0.015,5m,1.8,0.4,0.5,608.0,5768.0,0.015,1m,1.8,0.0,1.5,896.0,1680.0,0.01,5m,1.4,0.2,1.0,664.0,7464.0,0.01,1m,1.4,0.6000000000000001,1.5,640.0,,,,,,,,,,,,,,,8072.0,0.015,5m,2.0,0.4,2.0,568.0,4656.0,0.015,3m,2.0,0.4,1.5,816.0,,,,,,,,7808,0.01,5m,2.8,0.8,2.0,408,6408.0,0.015,2m,1.8,0.2,1.0,256.0,,,,,,,,2384.0,0.015,2m,2.2,0.2,1.0,256.0,4744.0,0.02,1m,2.2,0.6000000000000001,2.0,80.0,7096.0,0.02,4m,2.6,0.2,0.5,696.0,,,,,,,,,,,,,,,3856.0,0.015,1m,2.0,0.0,0.5,128.0,0.45,13,COMPLETE
113,113,0.29244427044692733,2025-06-21 19:14:18.918483,2025-06-21 19:14:24.663787,0 days 00:00:05.745304,,,,,,,,6216.0,0.01,2m,1.0,0.2,0.5,912.0,1920.0,0.015,5m,1.6,0.4,0.5,624.0,5696.0,0.015,1m,2.0,0.0,1.5,952.0,1616.0,0.01,5m,1.6,0.2,1.0,664.0,7048.0,0.01,1m,1.6,0.6000000000000001,1.5,688.0,,,,,,,,,,,,,,,6960.0,0.015,5m,2.0,0.4,2.0,568.0,4616.0,0.015,3m,2.0,0.4,1.5,832.0,,,,,,,,8072,0.01,5m,2.8,0.8,2.0,408,6472.0,0.015,1m,1.8,0.2,1.0,96.0,,,,,,,,2400.0,0.015,2m,2.4000000000000004,0.8,1.0,240.0,4736.0,0.02,1m,2.2,0.6000000000000001,2.0,64.0,7112.0,0.02,4m,2.6,0.2,0.5,696.0,4504.0,0.02,5m,2.2,1.0,0.5,416.0,,,,,,,,7760.0,0.015,1m,2.0,0.0,0.5,136.0,0.45,14,COMPLETE
114,114,-0.733075226606432,2025-06-21 19:14:24.732300,2025-06-21 19:14:30.301331,0 days 00:00:05.569031,,,,,,,,5912.0,0.01,2m,1.0,0.2,0.5,864.0,1552.0,0.015,5m,1.8,0.4,0.5,984.0,5128.0,0.015,1m,1.8,1.0,1.5,888.0,1920.0,0.01,5m,1.2,0.2,1.0,640.0,7432.0,0.01,1m,1.4,0.6000000000000001,1.5,616.0,,,,,,,,,,,,,,,2392.0,0.015,5m,1.8,0.4,2.0,680.0,4352.0,0.015,3m,1.8,0.4,1.5,808.0,,,,,,,,7568,0.01,5m,2.8,0.8,2.0,264,5672.0,0.015,2m,1.8,0.4,1.0,280.0,,,,,,,,2744.0,0.015,2m,2.2,0.2,1.0,144.0,4504.0,0.02,1m,2.2,0.4,2.0,144.0,7952.0,0.02,4m,2.6,0.0,0.5,752.0,,,,,,,,,,,,,,,3872.0,0.015,1m,2.0,0.0,0.5,184.0,0.45,13,COMPLETE
115,115,-0.7227362656209155,2025-06-21 19:14:30.388847,2025-06-21 19:14:35.895198,0 days 00:00:05.506351,,,,,,,,5760.0,0.01,2m,1.0,0.2,0.5,832.0,1256.0,0.015,5m,1.8,0.4,0.5,560.0,6432.0,0.015,1m,1.6,0.0,1.5,520.0,1384.0,0.01,5m,1.4,0.2,1.0,696.0,6632.0,0.01,1m,1.6,0.6000000000000001,1.5,640.0,,,,,,,,,,,,,,,6928.0,0.015,5m,2.2,0.6000000000000001,2.0,592.0,4744.0,0.015,3m,2.4000000000000004,0.2,1.5,920.0,,,,,,,,7688,0.01,5m,2.6,0.8,2.0,432,6264.0,0.015,3m,2.4000000000000004,0.2,1.0,448.0,,,,,,,,2184.0,0.015,2m,2.4000000000000004,0.2,1.0,256.0,5096.0,0.02,1m,2.4000000000000004,0.6000000000000001,2.0,192.0,7568.0,0.02,4m,2.8,0.2,0.5,648.0,,,,,,,,,,,,,,,4272.0,0.015,1m,2.2,0.0,1.5,232.0,0.5,13,COMPLETE
