,number,value,datetime_start,datetime_complete,duration,params_ADSK_CRWD_beta_win,params_ADSK_CRWD_stop_loss,params_ADSK_CRWD_trade_freq,params_ADSK_CRWD_z_entry,params_ADSK_CRWD_z_exit,params_ADSK_CRWD_z_stop_scaler,params_ADSK_CRWD_z_win,params_APP_CRWD_beta_win,params_APP_CRWD_stop_loss,params_APP_CRWD_trade_freq,params_APP_CRWD_z_entry,params_APP_CRWD_z_exit,params_APP_CRWD_z_stop_scaler,params_APP_CRWD_z_win,params_AXON_CRWD_beta_win,params_AXON_CRWD_stop_loss,params_AXON_CRWD_trade_freq,params_AXON_CRWD_z_entry,params_AXON_CRWD_z_exit,params_AXON_CRWD_z_stop_scaler,params_AXON_CRWD_z_win,params_BIIB_CRWD_beta_win,params_BIIB_CRWD_stop_loss,params_BIIB_CRWD_trade_freq,params_BIIB_CRWD_z_entry,params_BIIB_CRWD_z_exit,params_BIIB_CRWD_z_stop_scaler,params_BIIB_CRWD_z_win,params_BKNG_CRWD_beta_win,params_BKNG_CRWD_stop_loss,params_BKNG_CRWD_trade_freq,params_BKNG_CRWD_z_entry,params_BKNG_CRWD_z_exit,params_BKNG_CRWD_z_stop_scaler,params_BKNG_CRWD_z_win,params_COST_CTSH_beta_win,params_COST_CTSH_stop_loss,params_COST_CTSH_trade_freq,params_COST_CTSH_z_entry,params_COST_CTSH_z_exit,params_COST_CTSH_z_stop_scaler,params_COST_CTSH_z_win,params_CRWD_CSCO_beta_win,params_CRWD_CSCO_stop_loss,params_CRWD_CSCO_trade_freq,params_CRWD_CSCO_z_entry,params_CRWD_CSCO_z_exit,params_CRWD_CSCO_z_stop_scaler,params_CRWD_CSCO_z_win,params_CRWD_DASH_beta_win,params_CRWD_DASH_stop_loss,params_CRWD_DASH_trade_freq,params_CRWD_DASH_z_entry,params_CRWD_DASH_z_exit,params_CRWD_DASH_z_stop_scaler,params_CRWD_DASH_z_win,params_CRWD_FTNT_beta_win,params_CRWD_FTNT_stop_loss,params_CRWD_FTNT_trade_freq,params_CRWD_FTNT_z_entry,params_CRWD_FTNT_z_exit,params_CRWD_FTNT_z_stop_scaler,params_CRWD_FTNT_z_win,params_CRWD_ISRG_beta_win,params_CRWD_ISRG_stop_loss,params_CRWD_ISRG_trade_freq,params_CRWD_ISRG_z_entry,params_CRWD_ISRG_z_exit,params_CRWD_ISRG_z_stop_scaler,params_CRWD_ISRG_z_win,params_CRWD_NFLX_beta_win,params_CRWD_NFLX_stop_loss,params_CRWD_NFLX_trade_freq,params_CRWD_NFLX_z_entry,params_CRWD_NFLX_z_exit,params_CRWD_NFLX_z_stop_scaler,params_CRWD_NFLX_z_win,params_CRWD_NXPI_beta_win,params_CRWD_NXPI_stop_loss,params_CRWD_NXPI_trade_freq,params_CRWD_NXPI_z_entry,params_CRWD_NXPI_z_exit,params_CRWD_NXPI_z_stop_scaler,params_CRWD_NXPI_z_win,params_CRWD_ORLY_beta_win,params_CRWD_ORLY_stop_loss,params_CRWD_ORLY_trade_freq,params_CRWD_ORLY_z_entry,params_CRWD_ORLY_z_exit,params_CRWD_ORLY_z_stop_scaler,params_CRWD_ORLY_z_win,params_CRWD_PLTR_beta_win,params_CRWD_PLTR_stop_loss,params_CRWD_PLTR_trade_freq,params_CRWD_PLTR_z_entry,params_CRWD_PLTR_z_exit,params_CRWD_PLTR_z_stop_scaler,params_CRWD_PLTR_z_win,params_CRWD_PYPL_beta_win,params_CRWD_PYPL_stop_loss,params_CRWD_PYPL_trade_freq,params_CRWD_PYPL_z_entry,params_CRWD_PYPL_z_exit,params_CRWD_PYPL_z_stop_scaler,params_CRWD_PYPL_z_win,params_HON_ISRG_beta_win,params_HON_ISRG_stop_loss,params_HON_ISRG_trade_freq,params_HON_ISRG_z_entry,params_HON_ISRG_z_exit,params_HON_ISRG_z_stop_scaler,params_HON_ISRG_z_win,params_LULU_MRVL_beta_win,params_LULU_MRVL_stop_loss,params_LULU_MRVL_trade_freq,params_LULU_MRVL_z_entry,params_LULU_MRVL_z_exit,params_LULU_MRVL_z_stop_scaler,params_LULU_MRVL_z_win,params_LULU_ON_beta_win,params_LULU_ON_stop_loss,params_LULU_ON_trade_freq,params_LULU_ON_z_entry,params_LULU_ON_z_exit,params_LULU_ON_z_stop_scaler,params_LULU_ON_z_win,params_MRVL_ON_beta_win,params_MRVL_ON_stop_loss,params_MRVL_ON_trade_freq,params_MRVL_ON_z_entry,params_MRVL_ON_z_exit,params_MRVL_ON_z_stop_scaler,params_MRVL_ON_z_win,params_ORLY_PCAR_beta_win,params_ORLY_PCAR_stop_loss,params_ORLY_PCAR_trade_freq,params_ORLY_PCAR_z_entry,params_ORLY_PCAR_z_exit,params_ORLY_PCAR_z_stop_scaler,params_ORLY_PCAR_z_win,params_buffer_capital,params_pairs_to_trade,state
126,126,0.8736110426078681,2025-06-21 19:54:06.607038,2025-06-21 19:54:12.349151,0 days 00:00:05.742113,3552.0,0.015,2m,2.2,0.8,1.0,872.0,7984.0,0.01,2m,2.8,1.0,0.5,752.0,6880.0,0.01,5m,1.0,1.0,0.5,936.0,4184.0,0.015,5m,1.2,0.2,1.5,296.0,7608.0,0.015,4m,2.4000000000000004,0.0,0.5,968.0,2112.0,0.02,5m,2.6,0.6000000000000001,1.5,456.0,5704.0,0.02,5m,1.8,1.0,1.0,816.0,1216.0,0.015,4m,2.4000000000000004,0.0,2.0,96.0,2424.0,0.015,2m,2.4000000000000004,1.0,2.0,320.0,4912,0.01,2m,2.8,0.2,0.5,328,3280.0,0.01,2m,2.8,0.8,1.5,816.0,2128.0,0.02,3m,2.8,0.8,2.0,896.0,7016.0,0.015,5m,1.8,0.2,1.0,504.0,1744.0,0.02,4m,1.2,0.4,2.0,720.0,2024.0,0.015,5m,2.2,0.6000000000000001,1.5,152.0,5048.0,0.01,3m,3.0,0.4,0.5,824.0,6456.0,0.02,2m,2.2,1.0,0.5,328.0,,,,,,,,,,,,,,,7576.0,0.015,4m,1.4,0.6000000000000001,2.0,936.0,0.15000000000000002,18,COMPLETE
127,127,-1.251429593664114,2025-06-21 19:54:12.413535,2025-06-21 19:54:18.186890,0 days 00:00:05.773355,2208.0,0.015,2m,2.0,0.8,1.0,1000.0,7904.0,0.01,2m,2.8,1.0,0.5,792.0,6768.0,0.02,5m,1.2,1.0,0.5,904.0,2320.0,0.015,5m,1.2,0.2,1.5,184.0,7760.0,0.015,4m,2.4000000000000004,0.0,0.5,968.0,2520.0,0.02,5m,2.8,0.6000000000000001,1.5,368.0,5856.0,0.02,5m,1.8,1.0,1.0,944.0,1384.0,0.015,2m,2.4000000000000004,0.0,2.0,96.0,2464.0,0.015,2m,2.4000000000000004,1.0,2.0,360.0,4520,0.01,2m,2.8,0.2,0.5,296,3280.0,0.01,2m,2.6,0.8,1.5,776.0,1736.0,0.02,3m,2.6,0.8,2.0,944.0,7008.0,0.015,5m,1.6,0.2,1.0,496.0,,,,,,,,2520.0,0.015,5m,2.2,1.0,1.5,168.0,4648.0,0.01,3m,3.0,0.4,0.5,816.0,7464.0,0.02,2m,2.4000000000000004,1.0,0.5,352.0,,,,,,,,,,,,,,,7440.0,0.015,4m,1.4,0.6000000000000001,2.0,880.0,0.2,17,COMPLETE
128,128,-2.974362126196877,2025-06-21 19:54:18.254478,2025-06-21 19:54:24.437464,0 days 00:00:06.182986,4376.0,0.015,2m,2.6,0.8,1.5,832.0,8016.0,0.01,2m,2.8,1.0,0.5,736.0,7024.0,0.01,1m,1.0,1.0,0.5,928.0,4296.0,0.015,2m,1.0,0.2,1.5,256.0,6920.0,0.015,4m,2.6,0.0,0.5,936.0,1664.0,0.02,5m,2.4000000000000004,0.4,2.0,456.0,5608.0,0.02,5m,1.6,1.0,1.0,856.0,1024.0,0.015,4m,2.4000000000000004,0.0,2.0,88.0,2728.0,0.015,2m,2.4000000000000004,1.0,2.0,320.0,4992,0.01,2m,2.8,0.4,0.5,320,2896.0,0.01,2m,2.8,0.8,1.5,920.0,2512.0,0.02,3m,3.0,0.8,2.0,832.0,7144.0,0.015,5m,1.6,0.2,0.5,400.0,1264.0,0.02,4m,1.4,0.4,2.0,736.0,1744.0,0.015,5m,2.0,0.6000000000000001,1.5,136.0,4912.0,0.01,3m,3.0,0.6000000000000001,0.5,824.0,5696.0,0.02,2m,2.2,1.0,0.5,280.0,5840.0,0.01,1m,1.8,0.6000000000000001,1.5,624.0,4968.0,0.015,1m,2.0,0.4,0.5,640.0,5336.0,0.015,4m,1.0,0.6000000000000001,2.0,840.0,0.2,20,COMPLETE
129,129,-1.3882107246714992,2025-06-21 19:54:24.502745,2025-06-21 19:54:30.809722,0 days 00:00:06.306977,3576.0,0.015,2m,2.2,0.8,0.5,936.0,8168.0,0.01,3m,2.6,1.0,0.5,872.0,6440.0,0.01,5m,2.4000000000000004,1.0,0.5,408.0,4088.0,0.015,5m,1.2,0.2,1.5,304.0,7688.0,0.015,4m,2.4000000000000004,0.0,0.5,904.0,2544.0,0.02,5m,2.8,0.6000000000000001,1.0,712.0,6408.0,0.02,5m,1.8,1.0,2.0,688.0,1840.0,0.015,4m,2.4000000000000004,0.0,2.0,104.0,2064.0,0.015,2m,2.6,1.0,2.0,288.0,4192,0.01,3m,2.6,0.2,0.5,280,4696.0,0.01,2m,3.0,0.8,1.5,704.0,3560.0,0.02,3m,2.8,0.6000000000000001,2.0,936.0,7776.0,0.015,5m,1.8,0.2,1.0,552.0,2304.0,0.02,4m,1.2,0.4,2.0,648.0,2840.0,0.015,5m,2.2,0.6000000000000001,1.5,856.0,3968.0,0.01,3m,2.8,0.4,0.5,968.0,6952.0,0.02,2m,2.6,1.0,0.5,312.0,,,,,,,,4720.0,0.02,2m,1.6,0.4,1.5,304.0,7920.0,0.01,4m,1.4,0.6000000000000001,2.0,800.0,0.15000000000000002,19,COMPLETE
130,130,-0.20094004676833435,2025-06-21 19:54:30.888670,2025-06-21 19:54:36.876532,0 days 00:00:05.987862,2344.0,0.02,2m,1.8,1.0,1.0,744.0,6752.0,0.01,4m,2.8,0.6000000000000001,0.5,600.0,7768.0,0.01,5m,2.0,1.0,1.5,960.0,3640.0,0.015,5m,2.6,0.2,1.5,224.0,5112.0,0.015,4m,2.2,0.2,0.5,1024.0,1544.0,0.015,1m,2.6,0.2,1.5,528.0,3552.0,0.02,5m,2.2,0.8,1.5,632.0,2192.0,0.015,4m,2.2,0.0,2.0,136.0,2600.0,0.015,2m,2.4000000000000004,0.2,1.5,240.0,4896,0.01,2m,2.8,0.2,0.5,344,3728.0,0.01,2m,2.0,0.8,1.5,368.0,1536.0,0.02,5m,2.6,0.8,2.0,168.0,7248.0,0.015,5m,1.8,0.6000000000000001,1.0,576.0,1776.0,0.02,3m,1.2,0.6000000000000001,2.0,808.0,7760.0,0.015,5m,2.2,0.8,1.5,200.0,6128.0,0.01,1m,2.6,0.2,0.5,776.0,6392.0,0.02,2m,2.0,1.0,0.5,424.0,,,,,,,,,,,,,,,4200.0,0.015,4m,1.0,0.8,1.5,952.0,0.25,18,COMPLETE
131,131,0.3064114282583196,2025-06-21 19:54:36.943523,2025-06-21 19:54:42.766658,0 days 00:00:05.823135,3656.0,0.015,2m,2.2,0.4,1.0,880.0,7296.0,0.01,2m,2.8,1.0,0.5,472.0,4560.0,0.01,5m,1.0,1.0,0.5,936.0,4488.0,0.015,5m,1.2,0.2,1.5,280.0,6320.0,0.015,1m,2.2,0.0,0.5,880.0,2064.0,0.02,5m,2.6,0.8,1.5,576.0,5072.0,0.02,5m,2.0,0.4,1.0,800.0,1600.0,0.015,4m,2.4000000000000004,0.0,2.0,64.0,2336.0,0.015,2m,2.4000000000000004,1.0,2.0,400.0,4680,0.01,2m,2.8,0.2,0.5,392,3016.0,0.01,2m,2.8,0.8,1.5,808.0,2208.0,0.02,3m,2.8,0.8,2.0,840.0,7488.0,0.015,5m,1.8,0.2,1.0,64.0,5832.0,0.02,4m,1.0,0.2,2.0,640.0,2048.0,0.015,5m,2.4000000000000004,0.6000000000000001,1.5,152.0,5384.0,0.01,3m,2.8,0.2,1.0,912.0,6696.0,0.02,2m,2.2,1.0,0.5,376.0,,,,,,,,,,,,,,,6288.0,0.015,4m,1.2,0.6000000000000001,2.0,944.0,0.15000000000000002,18,COMPLETE
132,132,0.24888234526024858,2025-06-21 19:54:42.850219,2025-06-21 19:54:47.971215,0 days 00:00:05.120996,2976.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.0,848.0,7496.0,0.01,2m,3.0,1.0,0.5,576.0,5560.0,0.01,5m,1.0,1.0,0.5,1000.0,4840.0,0.015,5m,1.4,0.2,1.5,336.0,6672.0,0.015,1m,2.2,0.0,1.0,848.0,,,,,,,,4576.0,0.02,5m,2.0,0.8,1.0,792.0,1232.0,0.015,4m,2.4000000000000004,0.0,2.0,80.0,2192.0,0.015,2m,1.8,1.0,2.0,168.0,5336,0.01,2m,2.8,0.2,0.5,344,3488.0,0.01,2m,2.8,0.8,1.5,824.0,2464.0,0.015,3m,2.8,0.8,2.0,912.0,7584.0,0.015,5m,2.6,0.2,1.0,608.0,,,,,,,,2200.0,0.015,5m,2.2,0.6000000000000001,1.5,96.0,4360.0,0.01,3m,3.0,0.2,1.0,952.0,6088.0,0.02,2m,2.2,1.0,0.5,464.0,,,,,,,,,,,,,,,5696.0,0.015,4m,1.2,0.6000000000000001,2.0,976.0,0.15000000000000002,16,COMPLETE
133,133,0.46328816736573947,2025-06-21 19:54:48.028400,2025-06-21 19:54:53.229729,0 days 00:00:05.201329,3624.0,0.015,1m,2.2,0.4,1.0,944.0,7240.0,0.01,5m,2.6,1.0,0.5,392.0,6032.0,0.01,5m,1.0,1.0,0.5,904.0,1352.0,0.015,5m,1.2,0.2,1.5,336.0,6312.0,0.015,1m,2.0,0.0,1.0,736.0,,,,,,,,7248.0,0.02,5m,1.8,0.4,1.0,880.0,1224.0,0.015,4m,2.4000000000000004,0.0,2.0,120.0,1928.0,0.015,2m,2.4000000000000004,1.0,2.0,328.0,4896,0.01,2m,2.8,0.2,0.5,320,2712.0,0.01,2m,2.8,0.8,1.5,1024.0,1712.0,0.02,3m,3.0,1.0,1.5,680.0,7336.0,0.015,5m,2.4000000000000004,0.2,1.0,560.0,,,,,,,,2392.0,0.015,5m,2.4000000000000004,0.6000000000000001,1.5,144.0,5648.0,0.01,3m,2.8,0.6000000000000001,0.5,872.0,6624.0,0.02,2m,2.2,1.0,0.5,400.0,,,,,,,,,,,,,,,7576.0,0.015,4m,1.4,0.6000000000000001,2.0,864.0,0.2,16,COMPLETE
134,134,-2.8135177108444687,2025-06-21 19:54:53.292465,2025-06-21 19:54:59.235633,0 days 00:00:05.943168,4704.0,0.015,2m,2.0,0.6000000000000001,1.0,808.0,6504.0,0.01,2m,2.8,1.0,0.5,416.0,6992.0,0.01,5m,1.2,1.0,0.5,840.0,4624.0,0.015,3m,1.0,0.2,1.5,288.0,6936.0,0.015,5m,2.4000000000000004,0.0,0.5,984.0,1920.0,0.02,5m,2.4000000000000004,0.6000000000000001,1.5,424.0,5504.0,0.02,2m,2.2,1.0,1.0,968.0,1400.0,0.015,4m,2.4000000000000004,0.0,2.0,104.0,2608.0,0.015,2m,2.2,1.0,2.0,360.0,5544,0.01,2m,2.6,0.2,0.5,264,2000.0,0.01,2m,2.6,0.8,1.5,864.0,1944.0,0.02,5m,3.0,1.0,2.0,1024.0,6784.0,0.015,5m,2.2,0.2,1.0,504.0,1712.0,0.02,4m,1.2,0.2,2.0,664.0,1936.0,0.015,5m,1.8,0.6000000000000001,1.5,168.0,4992.0,0.01,5m,2.6,0.0,1.0,1016.0,6520.0,0.02,2m,2.4000000000000004,1.0,0.5,360.0,,,,,,,,,,,,,,,6160.0,0.015,3m,1.4,0.6000000000000001,2.0,776.0,0.15000000000000002,18,COMPLETE
135,135,1.117537581879686,2025-06-21 19:54:59.298818,2025-06-21 19:55:05.430527,0 days 00:00:06.131709,2864.0,0.015,3m,1.8,0.4,0.5,880.0,7696.0,0.01,1m,3.0,0.8,0.5,520.0,7304.0,0.01,5m,1.0,1.0,0.5,544.0,4272.0,0.015,5m,1.6,0.2,1.5,368.0,7920.0,0.015,3m,2.2,0.2,1.0,928.0,3000.0,0.02,5m,2.8,0.8,1.5,568.0,6032.0,0.02,5m,1.6,0.6000000000000001,1.0,808.0,1944.0,0.015,4m,2.2,0.0,2.0,160.0,3048.0,0.015,5m,2.0,1.0,2.0,728.0,5152,0.01,2m,2.8,0.2,0.5,440,3216.0,0.01,2m,3.0,0.8,1.5,744.0,2952.0,0.015,2m,2.6,0.6000000000000001,2.0,808.0,6952.0,0.015,1m,2.0,0.2,1.0,464.0,5584.0,0.02,4m,1.0,0.2,2.0,840.0,1800.0,0.015,5m,2.2,0.4,1.5,120.0,6712.0,0.01,3m,2.8,0.2,1.5,864.0,6888.0,0.02,2m,2.0,1.0,0.5,312.0,,,,,,,,6824.0,0.015,4m,2.6,1.0,1.5,496.0,6512.0,0.015,1m,1.2,0.8,2.0,912.0,0.15000000000000002,19,COMPLETE
136,136,0.9276617816251497,2025-06-21 19:55:05.478155,2025-06-21 19:55:11.519776,0 days 00:00:06.041621,2600.0,0.015,3m,1.8,0.2,0.5,736.0,8184.0,0.02,1m,3.0,0.8,0.5,688.0,7408.0,0.01,5m,1.0,1.0,0.5,896.0,3968.0,0.015,5m,1.6,1.0,1.5,368.0,7904.0,0.015,3m,1.8,0.2,1.5,928.0,2920.0,0.02,2m,3.0,0.6000000000000001,1.5,512.0,5968.0,0.02,3m,1.6,0.4,1.5,576.0,2448.0,0.015,5m,2.2,0.0,2.0,152.0,3064.0,0.015,1m,1.6,1.0,2.0,720.0,5232,0.01,2m,2.8,0.6000000000000001,2.0,448,3112.0,0.01,2m,3.0,0.8,1.5,744.0,2952.0,0.02,2m,2.6,0.6000000000000001,1.5,792.0,6944.0,0.015,1m,2.0,0.2,1.0,424.0,6944.0,0.02,1m,1.2,0.0,2.0,864.0,2120.0,0.015,5m,2.0,0.4,1.5,120.0,3064.0,0.01,4m,3.0,0.2,1.5,104.0,7264.0,0.02,5m,2.0,0.8,0.5,304.0,,,,,,,,6840.0,0.015,4m,2.8,1.0,1.5,1016.0,7056.0,0.015,1m,1.0,1.0,2.0,1016.0,0.2,19,COMPLETE
137,137,1.1783544141122368,2025-06-21 19:55:11.586566,2025-06-21 19:55:17.960069,0 days 00:00:06.373503,2672.0,0.015,3m,1.8,0.0,0.5,720.0,7744.0,0.02,1m,3.0,0.8,0.5,592.0,7616.0,0.01,5m,1.0,1.0,0.5,584.0,3904.0,0.015,5m,1.6,0.2,0.5,368.0,7808.0,0.015,3m,1.6,0.2,1.5,928.0,3056.0,0.02,2m,3.0,0.6000000000000001,1.5,528.0,6096.0,0.02,3m,1.6,0.4,1.5,584.0,2016.0,0.015,5m,2.2,0.0,2.0,160.0,3112.0,0.015,5m,1.6,1.0,2.0,752.0,5088,0.01,2m,2.8,0.6000000000000001,2.0,456,3176.0,0.01,2m,3.0,0.8,1.5,672.0,3040.0,0.02,2m,2.6,0.6000000000000001,1.5,808.0,6960.0,0.015,1m,2.0,0.2,1.0,456.0,6832.0,0.02,1m,1.2,0.0,2.0,864.0,1752.0,0.015,5m,2.0,0.4,1.5,112.0,2736.0,0.01,4m,3.0,0.2,1.5,840.0,7248.0,0.02,5m,2.0,0.8,0.5,248.0,5504.0,0.015,3m,2.8,0.6000000000000001,1.5,696.0,6912.0,0.015,4m,2.8,1.0,1.5,1024.0,7032.0,0.015,1m,1.0,1.0,2.0,1024.0,0.2,20,COMPLETE
138,138,1.014372803389717,2025-06-21 19:55:18.034252,2025-06-21 19:55:24.265591,0 days 00:00:06.231339,2656.0,0.015,3m,1.8,0.0,0.5,712.0,7840.0,0.02,1m,3.0,0.8,0.5,704.0,7768.0,0.01,5m,1.2,1.0,0.5,608.0,3904.0,0.015,5m,1.6,1.0,0.5,376.0,7808.0,0.015,3m,1.6,0.2,1.5,920.0,2928.0,0.02,2m,3.0,0.6000000000000001,1.5,552.0,6120.0,0.02,3m,1.6,0.4,1.5,584.0,2408.0,0.015,5m,2.0,0.0,2.0,160.0,3184.0,0.015,5m,1.6,1.0,2.0,728.0,5144,0.01,2m,2.6,0.6000000000000001,2.0,480,3280.0,0.01,2m,3.0,0.8,1.5,672.0,3096.0,0.02,2m,2.6,0.6000000000000001,1.5,808.0,6416.0,0.015,1m,2.0,0.2,1.0,456.0,6904.0,0.02,1m,1.2,0.0,2.0,888.0,1456.0,0.015,5m,2.0,0.4,1.5,120.0,2360.0,0.01,4m,3.0,0.2,1.5,152.0,7264.0,0.02,5m,2.0,0.8,0.5,216.0,5624.0,0.015,3m,3.0,0.6000000000000001,1.5,712.0,6912.0,0.015,4m,2.8,1.0,1.5,896.0,6928.0,0.015,1m,1.0,1.0,2.0,1016.0,0.2,20,COMPLETE
139,139,0.2757916791972224,2025-06-21 19:55:24.313238,2025-06-21 19:55:30.634857,0 days 00:00:06.321619,2504.0,0.015,3m,1.8,0.0,0.5,728.0,8176.0,0.02,1m,3.0,0.8,0.5,712.0,7792.0,0.01,5m,1.0,1.0,0.5,592.0,3208.0,0.015,5m,1.6,0.4,0.5,376.0,7952.0,0.015,3m,1.6,0.2,1.5,928.0,3072.0,0.02,2m,3.0,0.6000000000000001,1.5,528.0,6168.0,0.02,3m,1.6,0.4,1.5,608.0,2496.0,0.015,5m,2.0,0.0,2.0,168.0,3200.0,0.015,5m,1.6,1.0,2.0,776.0,5120,0.01,2m,2.6,0.6000000000000001,2.0,480,3376.0,0.01,2m,3.0,0.8,1.5,680.0,2960.0,0.02,2m,2.6,0.6000000000000001,1.5,816.0,7048.0,0.015,1m,2.0,0.2,1.0,448.0,7016.0,0.02,1m,1.2,0.0,2.0,880.0,1432.0,0.015,5m,2.0,0.4,1.5,120.0,2576.0,0.01,4m,3.0,0.2,1.5,264.0,7296.0,0.02,5m,2.0,0.8,0.5,184.0,5504.0,0.015,3m,3.0,0.6000000000000001,1.5,712.0,6864.0,0.015,4m,2.8,1.0,1.5,1000.0,6960.0,0.015,1m,1.0,1.0,2.0,1016.0,0.2,20,COMPLETE
140,140,-1.3675920441479716,2025-06-21 19:55:30.698946,2025-06-21 19:55:36.919533,0 days 00:00:06.220587,2752.0,0.015,3m,1.6,0.0,0.5,616.0,7728.0,0.02,1m,3.0,0.8,0.5,616.0,7536.0,0.01,5m,3.0,1.0,0.5,624.0,3944.0,0.015,5m,1.6,1.0,0.5,368.0,8128.0,0.015,3m,1.6,0.2,1.5,944.0,2952.0,0.02,2m,3.0,0.6000000000000001,1.5,504.0,6024.0,0.02,3m,1.6,0.4,1.5,568.0,2384.0,0.015,5m,1.8,0.0,2.0,216.0,2992.0,0.015,5m,1.4,0.4,2.0,720.0,5416,0.01,2m,2.4000000000000004,0.6000000000000001,2.0,448,3096.0,0.01,2m,3.0,0.6000000000000001,0.5,624.0,3168.0,0.02,2m,2.6,0.6000000000000001,1.5,784.0,6424.0,0.015,1m,2.0,0.2,1.0,408.0,7024.0,0.02,1m,1.2,0.0,2.0,880.0,1200.0,0.015,5m,2.0,0.4,1.5,184.0,2928.0,0.01,4m,3.0,0.2,1.5,80.0,7576.0,0.02,5m,2.0,0.8,0.5,232.0,,,,,,,,7064.0,0.015,4m,3.0,1.0,1.5,952.0,6488.0,0.015,1m,1.0,1.0,2.0,984.0,0.2,19,COMPLETE
141,141,1.2399698097563634,2025-06-21 19:55:37.014286,2025-06-21 19:55:43.386517,0 days 00:00:06.372231,1944.0,0.015,3m,1.8,0.0,0.5,752.0,7816.0,0.02,1m,3.0,0.8,0.5,680.0,8160.0,0.01,5m,1.2,1.0,0.5,552.0,3752.0,0.015,5m,1.6,1.0,0.5,400.0,7568.0,0.015,3m,1.6,0.2,1.5,976.0,3208.0,0.02,2m,2.8,0.6000000000000001,1.5,568.0,6552.0,0.02,3m,1.6,0.4,1.5,520.0,1936.0,0.015,5m,2.2,0.0,2.0,128.0,3104.0,0.015,5m,1.6,1.0,2.0,784.0,4968,0.01,2m,2.8,0.6000000000000001,2.0,448,2960.0,0.01,2m,3.0,0.8,1.5,712.0,2792.0,0.02,2m,2.6,0.6000000000000001,1.5,824.0,6776.0,0.015,1m,2.0,0.2,1.0,464.0,6592.0,0.02,1m,1.2,0.0,2.0,896.0,1720.0,0.015,5m,2.0,0.4,1.5,88.0,1728.0,0.01,4m,3.0,0.2,1.5,104.0,6968.0,0.02,5m,2.0,0.8,0.5,256.0,6344.0,0.015,3m,2.6,0.8,1.5,784.0,7112.0,0.015,4m,2.6,1.0,1.5,1016.0,7344.0,0.015,1m,1.0,1.0,2.0,912.0,0.2,20,COMPLETE
142,142,-0.2876033481433394,2025-06-21 19:55:43.465376,2025-06-21 19:55:49.669901,0 days 00:00:06.204525,2224.0,0.015,3m,1.8,0.0,0.5,728.0,7776.0,0.02,1m,3.0,0.8,0.5,672.0,8136.0,0.01,5m,2.8,1.0,0.5,520.0,3656.0,0.015,5m,1.6,1.0,0.5,1016.0,7472.0,0.015,3m,1.6,0.2,1.5,976.0,3288.0,0.02,2m,2.8,0.6000000000000001,1.5,568.0,6648.0,0.02,3m,1.6,0.4,1.5,496.0,1904.0,0.015,5m,2.2,0.0,2.0,160.0,3096.0,0.015,5m,1.6,1.0,2.0,736.0,5224,0.01,2m,2.8,0.6000000000000001,2.0,528,2792.0,0.01,2m,3.0,0.8,1.5,664.0,2872.0,0.02,2m,2.6,0.6000000000000001,1.5,808.0,6728.0,0.015,1m,2.0,0.2,1.0,472.0,6592.0,0.02,1m,1.2,0.0,2.0,896.0,1744.0,0.015,5m,2.0,0.4,1.5,96.0,1736.0,0.01,4m,3.0,0.2,1.5,96.0,6880.0,0.02,5m,2.0,0.8,0.5,248.0,6248.0,0.015,3m,2.6,0.8,1.5,784.0,7192.0,0.015,4m,2.6,1.0,1.5,1024.0,7680.0,0.015,1m,1.0,1.0,2.0,912.0,0.2,20,COMPLETE
143,143,1.4980135352379,2025-06-21 19:55:49.733624,2025-06-21 19:55:56.115791,0 days 00:00:06.382167,2824.0,0.015,3m,1.6,0.0,0.5,784.0,7624.0,0.02,1m,3.0,0.8,0.5,728.0,7608.0,0.01,5m,1.2,1.0,0.5,576.0,3816.0,0.015,5m,1.6,1.0,0.5,400.0,7776.0,0.015,3m,1.8,0.2,1.5,912.0,2624.0,0.02,2m,3.0,0.6000000000000001,1.5,552.0,6584.0,0.02,3m,1.8,0.4,1.5,568.0,2064.0,0.015,5m,2.0,0.0,2.0,128.0,2816.0,0.015,5m,1.6,1.0,2.0,456.0,4976,0.01,2m,2.8,0.6000000000000001,2.0,432,3240.0,0.01,2m,3.0,0.8,1.5,576.0,3672.0,0.02,2m,2.6,0.6000000000000001,1.5,712.0,6288.0,0.015,1m,2.0,0.2,1.0,472.0,6512.0,0.02,1m,1.2,0.0,2.0,960.0,1528.0,0.015,5m,2.0,0.4,1.5,64.0,1592.0,0.01,4m,3.0,0.2,2.0,112.0,7144.0,0.02,5m,2.0,0.8,0.5,320.0,6320.0,0.015,3m,2.6,0.8,1.5,808.0,7224.0,0.015,4m,2.6,1.0,1.5,896.0,7304.0,0.015,1m,1.0,1.0,2.0,1000.0,0.2,20,COMPLETE
