,number,value,datetime_start,datetime_complete,duration,params_ADSK_BIIB_beta_win,params_ADSK_BIIB_stop_loss,params_ADSK_BIIB_trade_freq,params_ADSK_BIIB_z_entry,params_ADSK_BIIB_z_exit,params_ADSK_BIIB_z_stop_scaler,params_ADSK_BIIB_z_win,params_ADSK_LRCX_beta_win,params_ADSK_LRCX_stop_loss,params_ADSK_LRCX_trade_freq,params_ADSK_LRCX_z_entry,params_ADSK_LRCX_z_exit,params_ADSK_LRCX_z_stop_scaler,params_ADSK_LRCX_z_win,params_ALGN_NFLX_beta_win,params_ALGN_NFLX_stop_loss,params_ALGN_NFLX_trade_freq,params_ALGN_NFLX_z_entry,params_ALGN_NFLX_z_exit,params_ALGN_NFLX_z_stop_scaler,params_ALGN_NFLX_z_win,params_ALGN_ZS_beta_win,params_ALGN_ZS_stop_loss,params_ALGN_ZS_trade_freq,params_ALGN_ZS_z_entry,params_ALGN_ZS_z_exit,params_ALGN_ZS_z_stop_scaler,params_ALGN_ZS_z_win,params_AMD_NFLX_beta_win,params_AMD_NFLX_stop_loss,params_AMD_NFLX_trade_freq,params_AMD_NFLX_z_entry,params_AMD_NFLX_z_exit,params_AMD_NFLX_z_stop_scaler,params_AMD_NFLX_z_win,params_ASML_BIIB_beta_win,params_ASML_BIIB_stop_loss,params_ASML_BIIB_trade_freq,params_ASML_BIIB_z_entry,params_ASML_BIIB_z_exit,params_ASML_BIIB_z_stop_scaler,params_ASML_BIIB_z_win,params_ASML_CPRT_beta_win,params_ASML_CPRT_stop_loss,params_ASML_CPRT_trade_freq,params_ASML_CPRT_z_entry,params_ASML_CPRT_z_exit,params_ASML_CPRT_z_stop_scaler,params_ASML_CPRT_z_win,params_ASML_EBAY_beta_win,params_ASML_EBAY_stop_loss,params_ASML_EBAY_trade_freq,params_ASML_EBAY_z_entry,params_ASML_EBAY_z_exit,params_ASML_EBAY_z_stop_scaler,params_ASML_EBAY_z_win,params_ATVI_MRNA_beta_win,params_ATVI_MRNA_stop_loss,params_ATVI_MRNA_trade_freq,params_ATVI_MRNA_z_entry,params_ATVI_MRNA_z_exit,params_ATVI_MRNA_z_stop_scaler,params_ATVI_MRNA_z_win,params_ATVI_NTES_beta_win,params_ATVI_NTES_stop_loss,params_ATVI_NTES_trade_freq,params_ATVI_NTES_z_entry,params_ATVI_NTES_z_exit,params_ATVI_NTES_z_stop_scaler,params_ATVI_NTES_z_win,params_BIIB_CPRT_beta_win,params_BIIB_CPRT_stop_loss,params_BIIB_CPRT_trade_freq,params_BIIB_CPRT_z_entry,params_BIIB_CPRT_z_exit,params_BIIB_CPRT_z_stop_scaler,params_BIIB_CPRT_z_win,params_BIIB_EBAY_beta_win,params_BIIB_EBAY_stop_loss,params_BIIB_EBAY_trade_freq,params_BIIB_EBAY_z_entry,params_BIIB_EBAY_z_exit,params_BIIB_EBAY_z_stop_scaler,params_BIIB_EBAY_z_win,params_BIIB_FISV_beta_win,params_BIIB_FISV_stop_loss,params_BIIB_FISV_trade_freq,params_BIIB_FISV_z_entry,params_BIIB_FISV_z_exit,params_BIIB_FISV_z_stop_scaler,params_BIIB_FISV_z_win,params_BIIB_KLAC_beta_win,params_BIIB_KLAC_stop_loss,params_BIIB_KLAC_trade_freq,params_BIIB_KLAC_z_entry,params_BIIB_KLAC_z_exit,params_BIIB_KLAC_z_stop_scaler,params_BIIB_KLAC_z_win,params_CSCO_EBAY_beta_win,params_CSCO_EBAY_stop_loss,params_CSCO_EBAY_trade_freq,params_CSCO_EBAY_z_entry,params_CSCO_EBAY_z_exit,params_CSCO_EBAY_z_stop_scaler,params_CSCO_EBAY_z_win,params_DLTR_EA_beta_win,params_DLTR_EA_stop_loss,params_DLTR_EA_trade_freq,params_DLTR_EA_z_entry,params_DLTR_EA_z_exit,params_DLTR_EA_z_stop_scaler,params_DLTR_EA_z_win,params_EBAY_FISV_beta_win,params_EBAY_FISV_stop_loss,params_EBAY_FISV_trade_freq,params_EBAY_FISV_z_entry,params_EBAY_FISV_z_exit,params_EBAY_FISV_z_stop_scaler,params_EBAY_FISV_z_win,params_EBAY_MSFT_beta_win,params_EBAY_MSFT_stop_loss,params_EBAY_MSFT_trade_freq,params_EBAY_MSFT_z_entry,params_EBAY_MSFT_z_exit,params_EBAY_MSFT_z_stop_scaler,params_EBAY_MSFT_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_EXC_NTES_beta_win,params_EXC_NTES_stop_loss,params_EXC_NTES_trade_freq,params_EXC_NTES_z_entry,params_EXC_NTES_z_exit,params_EXC_NTES_z_stop_scaler,params_EXC_NTES_z_win,params_FAST_TXN_beta_win,params_FAST_TXN_stop_loss,params_FAST_TXN_trade_freq,params_FAST_TXN_z_entry,params_FAST_TXN_z_exit,params_FAST_TXN_z_stop_scaler,params_FAST_TXN_z_win,params_FB_MRNA_beta_win,params_FB_MRNA_stop_loss,params_FB_MRNA_trade_freq,params_FB_MRNA_z_entry,params_FB_MRNA_z_exit,params_FB_MRNA_z_stop_scaler,params_FB_MRNA_z_win,params_FB_NTES_beta_win,params_FB_NTES_stop_loss,params_FB_NTES_trade_freq,params_FB_NTES_z_entry,params_FB_NTES_z_exit,params_FB_NTES_z_stop_scaler,params_FB_NTES_z_win,params_FB_PYPL_beta_win,params_FB_PYPL_stop_loss,params_FB_PYPL_trade_freq,params_FB_PYPL_z_entry,params_FB_PYPL_z_exit,params_FB_PYPL_z_stop_scaler,params_FB_PYPL_z_win,params_FISV_HON_beta_win,params_FISV_HON_stop_loss,params_FISV_HON_trade_freq,params_FISV_HON_z_entry,params_FISV_HON_z_exit,params_FISV_HON_z_stop_scaler,params_FISV_HON_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_MCHP_CPRT_beta_win,params_MCHP_CPRT_stop_loss,params_MCHP_CPRT_trade_freq,params_MCHP_CPRT_z_entry,params_MCHP_CPRT_z_exit,params_MCHP_CPRT_z_stop_scaler,params_MCHP_CPRT_z_win,params_MRNA_NTES_beta_win,params_MRNA_NTES_stop_loss,params_MRNA_NTES_trade_freq,params_MRNA_NTES_z_entry,params_MRNA_NTES_z_exit,params_MRNA_NTES_z_stop_scaler,params_MRNA_NTES_z_win,params_MSFT_CPRT_beta_win,params_MSFT_CPRT_stop_loss,params_MSFT_CPRT_trade_freq,params_MSFT_CPRT_z_entry,params_MSFT_CPRT_z_exit,params_MSFT_CPRT_z_stop_scaler,params_MSFT_CPRT_z_win,params_MTCH_NFLX_beta_win,params_MTCH_NFLX_stop_loss,params_MTCH_NFLX_trade_freq,params_MTCH_NFLX_z_entry,params_MTCH_NFLX_z_exit,params_MTCH_NFLX_z_stop_scaler,params_MTCH_NFLX_z_win,params_MTCH_NTES_beta_win,params_MTCH_NTES_stop_loss,params_MTCH_NTES_trade_freq,params_MTCH_NTES_z_entry,params_MTCH_NTES_z_exit,params_MTCH_NTES_z_stop_scaler,params_MTCH_NTES_z_win,params_OKTA_ZS_beta_win,params_OKTA_ZS_stop_loss,params_OKTA_ZS_trade_freq,params_OKTA_ZS_z_entry,params_OKTA_ZS_z_exit,params_OKTA_ZS_z_stop_scaler,params_OKTA_ZS_z_win,params_PDD_NTES_beta_win,params_PDD_NTES_stop_loss,params_PDD_NTES_trade_freq,params_PDD_NTES_z_entry,params_PDD_NTES_z_exit,params_PDD_NTES_z_stop_scaler,params_PDD_NTES_z_win,params_PYPL_MRNA_beta_win,params_PYPL_MRNA_stop_loss,params_PYPL_MRNA_trade_freq,params_PYPL_MRNA_z_entry,params_PYPL_MRNA_z_exit,params_PYPL_MRNA_z_stop_scaler,params_PYPL_MRNA_z_win,params_PYPL_NTES_beta_win,params_PYPL_NTES_stop_loss,params_PYPL_NTES_trade_freq,params_PYPL_NTES_z_entry,params_PYPL_NTES_z_exit,params_PYPL_NTES_z_stop_scaler,params_PYPL_NTES_z_win,params_PYPL_ZM_beta_win,params_PYPL_ZM_stop_loss,params_PYPL_ZM_trade_freq,params_PYPL_ZM_z_entry,params_PYPL_ZM_z_exit,params_PYPL_ZM_z_stop_scaler,params_PYPL_ZM_z_win,params_ROST_MRNA_beta_win,params_ROST_MRNA_stop_loss,params_ROST_MRNA_trade_freq,params_ROST_MRNA_z_entry,params_ROST_MRNA_z_exit,params_ROST_MRNA_z_stop_scaler,params_ROST_MRNA_z_win,params_TEAM_ZS_beta_win,params_TEAM_ZS_stop_loss,params_TEAM_ZS_trade_freq,params_TEAM_ZS_z_entry,params_TEAM_ZS_z_exit,params_TEAM_ZS_z_stop_scaler,params_TEAM_ZS_z_win,params_ZM_NTES_beta_win,params_ZM_NTES_stop_loss,params_ZM_NTES_trade_freq,params_ZM_NTES_z_entry,params_ZM_NTES_z_exit,params_ZM_NTES_z_stop_scaler,params_ZM_NTES_z_win,params_buffer_capital,params_pairs_to_trade,state
40,40,-0.09590269567925176,2025-06-21 19:18:33.444225,2025-06-21 19:18:40.961803,0 days 00:00:07.517578,1384.0,0.01,2m,2.0,0.0,1.0,776.0,,,,,,,,,,,,,,,3320.0,0.02,5m,2.2,0.4,1.5,472.0,7128.0,0.02,3m,2.8,0.4,1.5,656.0,,,,,,,,1616,0.01,3m,2.4000000000000004,0.0,1.5,672,,,,,,,,4656.0,0.01,4m,2.8,0.0,0.5,824.0,,,,,,,,,,,,,,,5064.0,0.02,3m,2.0,0.4,0.5,880.0,3080.0,0.02,4m,1.4,0.4,2.0,936.0,,,,,,,,,,,,,,,4848.0,0.015,1m,2.6,0.0,1.5,384.0,8112.0,0.015,2m,1.8,0.2,1.5,1024.0,3528.0,0.02,1m,1.4,1.0,1.0,904.0,,,,,,,,,,,,,,,5816.0,0.015,3m,1.6,0.4,1.5,792.0,,,,,,,,1976.0,0.01,3m,1.8,0.0,1.0,672.0,2792.0,0.015,5m,1.8,0.2,1.0,128.0,,,,,,,,,,,,,,,7064.0,0.01,4m,1.2,0.4,2.0,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.0,0.015,2m,2.6,0.2,1.0,576.0,,,,,,,,2472.0,0.015,2m,2.8,0.6000000000000001,1.5,720.0,,,,,,,,,,,,,,,4584.0,0.02,2m,1.2,0.4,2.0,512.0,1040,0.02,4m,2.6,1.0,1.5,720,,,,,,,,0.05,9,COMPLETE
41,41,0.8613649575363659,2025-06-21 19:18:41.034803,2025-06-21 19:18:45.129202,0 days 00:00:04.094399,2880.0,0.01,3m,2.2,0.0,1.5,824.0,,,,,,,,,,,,,,,2496.0,0.015,4m,1.6,0.6000000000000001,1.5,624.0,,,,,,,,,,,,,,,2184,0.015,5m,2.8,0.2,0.5,176,,,,,,,,7440.0,0.015,2m,2.6,0.8,1.0,728.0,,,,,,,,,,,,,,,,,,,,,,2496.0,0.02,5m,1.6,0.6000000000000001,1.5,520.0,,,,,,,,,,,,,,,6568.0,0.015,5m,2.0,0.0,1.5,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688.0,0.015,3m,1.8,0.8,1.0,624.0,,,,,,,,,,,,,,,2248.0,0.015,5m,2.8,0.6000000000000001,1.0,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816.0,0.015,2m,1.8,1.0,1.0,640.0,,,,,,,,,,,,,,,,,,,,,,2128,0.02,4m,1.8,1.0,0.5,416,,,,,,,,0.35000000000000003,5,COMPLETE
42,42,0.84697900737107,2025-06-21 19:18:45.192407,2025-06-21 19:18:49.271999,0 days 00:00:04.079592,2376.0,0.01,3m,2.2,0.0,1.5,880.0,,,,,,,,,,,,,,,2432.0,0.015,4m,1.6,0.8,1.0,616.0,,,,,,,,,,,,,,,1408,0.015,5m,2.8,0.2,0.5,176,,,,,,,,7776.0,0.015,2m,2.8,0.8,1.0,704.0,,,,,,,,,,,,,,,,,,,,,,1568.0,0.02,5m,1.6,0.8,1.5,472.0,,,,,,,,,,,,,,,7288.0,0.015,5m,1.8,0.0,1.5,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2680.0,0.015,3m,2.0,0.8,1.0,536.0,,,,,,,,,,,,,,,1456.0,0.015,5m,2.8,0.6000000000000001,1.5,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416.0,0.015,2m,1.8,0.8,1.0,600.0,,,,,,,,,,,,,,,,,,,,,,2064,0.02,4m,1.8,1.0,0.5,352,,,,,,,,0.4,5,COMPLETE
43,43,0.0011942850515417372,2025-06-21 19:18:49.302550,2025-06-21 19:18:50.902129,0 days 00:00:01.599579,2768.0,0.01,3m,2.6,0.0,1.5,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408,0.015,5m,2.8,0.2,0.5,192,,,,,,,,7832.0,0.015,2m,2.4000000000000004,0.8,1.0,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2152,0.02,4m,1.8,1.0,0.5,368,,,,,,,,0.4,2,COMPLETE
44,44,0.12487648605138137,2025-06-21 19:18:50.960454,2025-06-21 19:18:55.136614,0 days 00:00:04.176160,2360.0,0.01,3m,2.2,0.0,1.5,944.0,,,,,,,,,,,,,,,2408.0,0.015,4m,1.6,0.8,1.0,600.0,,,,,,,,,,,,,,,2016,0.015,5m,3.0,0.0,0.5,280,,,,,,,,7184.0,0.015,2m,2.8,0.8,1.0,584.0,,,,,,,,,,,,,,,,,,,,,,1664.0,0.02,5m,1.8,0.8,1.5,464.0,,,,,,,,,,,,,,,7416.0,0.015,5m,1.8,0.0,1.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2576.0,0.015,3m,1.8,0.8,1.0,528.0,,,,,,,,,,,,,,,1376.0,0.015,5m,2.8,0.6000000000000001,1.5,656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.0,0.015,2m,1.8,0.8,1.0,736.0,,,,,,,,,,,,,,,,,,,,,,2936,0.02,4m,1.4,1.0,0.5,456,,,,,,,,0.45,5,COMPLETE
45,45,-0.0582491367752912,2025-06-21 19:18:55.168399,2025-06-21 19:18:56.095750,0 days 00:00:00.927351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448,0.015,5m,2.8,0.2,0.5,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,0.02,4m,1.6,1.0,0.5,440,,,,,,,,0.35000000000000003,1,COMPLETE
46,46,0.814997227424309,2025-06-21 19:18:56.145028,2025-06-21 19:19:01.636995,0 days 00:00:05.491967,3264.0,0.01,5m,2.4000000000000004,0.0,1.5,976.0,,,,,,,,,,,,,,,1400.0,0.015,4m,1.8,0.8,1.0,784.0,1816.0,0.01,5m,1.2,0.0,1.0,904.0,,,,,,,,2424,0.015,4m,2.2,0.0,1.0,120,,,,,,,,6760.0,0.015,2m,2.6,0.6000000000000001,1.0,896.0,,,,,,,,,,,,,,,,,,,,,,1496.0,0.02,5m,1.6,0.8,1.5,360.0,,,,,,,,,,,,,,,7968.0,0.015,5m,2.2,0.2,1.5,128.0,,,,,,,,7440.0,0.01,4m,2.4000000000000004,0.4,1.5,648.0,,,,,,,,,,,,,,,1752.0,0.015,3m,1.4,1.0,0.5,360.0,,,,,,,,3976.0,0.02,1m,2.2,0.6000000000000001,1.5,904.0,2472.0,0.015,5m,2.6,0.6000000000000001,1.5,632.0,,,,,,,,,,,,,,,7680.0,0.02,2m,3.0,0.0,0.5,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.0,0.015,2m,2.2,0.8,1.0,864.0,,,,,,,,,,,,,,,,,,,,,,2176,0.015,4m,2.0,0.8,0.5,504,,,,,,,,0.4,7,COMPLETE
47,47,1.3197066249577787,2025-06-21 19:19:01.688913,2025-06-21 19:19:07.218890,0 days 00:00:05.529977,4304.0,0.01,5m,2.4000000000000004,0.0,2.0,1024.0,,,,,,,,,,,,,,,1376.0,0.015,4m,1.8,0.8,0.5,848.0,1680.0,0.01,5m,1.2,0.0,1.0,880.0,,,,,,,,2384,0.015,4m,2.2,0.0,1.0,104,,,,,,,,6704.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.0,912.0,,,,,,,,,,,,,,,,,,,,,,1568.0,0.02,5m,2.0,0.8,1.5,280.0,,,,,,,,,,,,,,,7816.0,0.015,5m,2.2,0.2,2.0,264.0,,,,,,,,7264.0,0.01,4m,2.6,0.4,1.5,632.0,,,,,,,,,,,,,,,1848.0,0.01,3m,1.4,1.0,0.5,320.0,,,,,,,,3680.0,0.02,1m,2.2,0.6000000000000001,1.5,912.0,3552.0,0.015,5m,2.6,0.6000000000000001,1.5,632.0,,,,,,,,,,,,,,,8080.0,0.02,2m,3.0,0.0,0.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.0,0.015,2m,2.2,0.8,0.5,856.0,,,,,,,,,,,,,,,,,,,,,,6048,0.015,4m,2.0,0.8,0.5,512,,,,,,,,0.4,7,COMPLETE
48,48,0.37504527379362856,2025-06-21 19:19:07.262577,2025-06-21 19:19:12.782343,0 days 00:00:05.519766,4312.0,0.01,5m,2.8,0.0,2.0,1008.0,,,,,,,,,,,,,,,1336.0,0.015,4m,1.8,0.8,0.5,856.0,1848.0,0.01,5m,1.2,0.0,1.0,896.0,,,,,,,,2728,0.015,4m,2.2,0.0,1.0,96,,,,,,,,6680.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.0,896.0,,,,,,,,,,,,,,,,,,,,,,1416.0,0.02,5m,2.0,0.8,1.5,272.0,,,,,,,,,,,,,,,7960.0,0.015,5m,2.2,0.2,2.0,120.0,,,,,,,,7320.0,0.01,4m,2.6,0.4,1.5,664.0,,,,,,,,,,,,,,,1672.0,0.01,3m,1.4,1.0,0.5,168.0,,,,,,,,4000.0,0.02,1m,2.2,0.6000000000000001,1.5,904.0,2352.0,0.015,5m,2.6,0.6000000000000001,1.5,664.0,,,,,,,,,,,,,,,8176.0,0.02,2m,3.0,0.0,0.5,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,0.015,2m,2.2,0.8,0.5,872.0,,,,,,,,,,,,,,,,,,,,,,3456,0.015,4m,2.0,0.8,0.5,504,,,,,,,,0.4,7,COMPLETE
49,49,-0.7159101181712149,2025-06-21 19:19:12.838242,2025-06-21 19:19:19.652629,0 days 00:00:06.814387,4920.0,0.01,5m,2.4000000000000004,0.0,2.0,976.0,,,,,,,,,,,,,,,1312.0,0.015,4m,2.0,1.0,0.5,776.0,1888.0,0.01,5m,1.2,0.2,1.0,840.0,,,,,,,,1096,0.015,4m,1.6,0.0,1.0,64,,,,,,,,6320.0,0.015,2m,2.6,0.4,0.5,992.0,,,,,,,,,,,,,,,2664.0,0.015,2m,2.6,1.0,2.0,416.0,2048.0,0.02,5m,1.6,1.0,1.5,408.0,,,,,,,,,,,,,,,7752.0,0.015,5m,2.2,0.2,2.0,256.0,,,,,,,,7304.0,0.01,4m,2.6,0.4,1.5,520.0,,,,,,,,,,,,,,,1736.0,0.01,3m,1.2,1.0,0.5,360.0,,,,,,,,5368.0,0.02,1m,2.4000000000000004,0.6000000000000001,1.5,904.0,3568.0,0.015,5m,2.4000000000000004,0.6000000000000001,1.5,616.0,,,,,,,,,,,,,,,7496.0,0.02,2m,2.6,0.2,0.5,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,0.015,2m,2.4000000000000004,0.8,0.5,1024.0,,,,,,,,,,,,,,,6960.0,0.015,3m,1.8,1.0,0.5,192.0,6144,0.015,4m,2.0,0.6000000000000001,0.5,632,,,,,,,,0.45,8,COMPLETE
50,50,-0.9256136577140023,2025-06-21 19:19:19.744156,2025-06-21 19:19:27.018991,0 days 00:00:07.274835,3816.0,0.01,5m,2.6,0.0,2.0,1024.0,,,,,,,,,,,,,,,2200.0,0.015,4m,2.0,0.8,0.5,880.0,3368.0,0.01,5m,1.6,0.0,0.5,1008.0,,,,,,,,2928,0.015,4m,2.0,0.0,1.0,160,,,,,,,,5768.0,0.02,1m,2.2,0.6000000000000001,1.0,936.0,,,,,,,,,,,,,,,7352.0,0.02,3m,2.8,0.0,1.5,712.0,1936.0,0.02,5m,2.2,0.8,1.5,352.0,,,,,,,,,,,,,,,7208.0,0.015,5m,2.6,0.2,1.5,128.0,6272.0,0.01,4m,1.0,0.8,1.0,288.0,5952.0,0.01,4m,2.2,0.2,2.0,640.0,,,,,,,,,,,,,,,1832.0,0.01,3m,1.2,1.0,0.5,392.0,,,,,,,,3384.0,0.02,1m,2.0,0.8,2.0,712.0,2848.0,0.015,5m,3.0,0.8,1.5,744.0,,,,,,,,,,,,,,,6632.0,0.02,2m,2.8,0.0,0.5,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2744.0,0.02,3m,1.4,0.8,1.5,72.0,,,,,,,,1024.0,0.015,2m,2.0,0.6000000000000001,1.0,960.0,,,,,,,,,,,,,,,5472.0,0.02,5m,2.8,0.0,1.0,896.0,2736,0.015,4m,2.2,0.8,0.5,352,,,,,,,,0.4,9,COMPLETE
51,51,0.24309022963644647,2025-06-21 19:19:27.102866,2025-06-21 19:19:34.174966,0 days 00:00:07.072100,3136.0,0.01,5m,2.4000000000000004,0.0,1.5,896.0,,,,,,,,,,,,,,,1512.0,0.015,4m,1.8,0.8,1.0,664.0,,,,,,,,,,,,,,,2248,0.015,4m,2.0,0.0,1.0,184,,,,,,,,7112.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.0,888.0,,,,,,,,,,,,,,,,,,,,,,1328.0,0.02,5m,2.0,1.0,1.5,480.0,,,,,,,,,,,,,,,8120.0,0.015,5m,2.4000000000000004,0.4,1.5,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3496.0,0.015,5m,2.6,0.8,2.0,536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6720,0.015,4m,2.0,0.8,0.5,536,,,,,,,,0.45,4,COMPLETE
52,52,0.9912519140799291,2025-06-21 19:19:34.307460,2025-06-21 19:19:43.188697,0 days 00:00:08.881237,4304.0,0.02,5m,2.8,0.8,1.0,976.0,,,,,,,,,,,,,,,2760.0,0.015,4m,2.2,0.8,0.5,712.0,1424.0,0.01,5m,1.2,0.0,1.0,920.0,,,,,,,,2376,0.015,4m,2.2,0.0,1.5,120,,,,,,,,8152.0,0.015,2m,2.6,0.8,1.0,840.0,,,,,,,,,,,,,,,,,,,,,,2432.0,0.02,2m,1.4,0.8,2.0,152.0,,,,,,,,,,,,,,,7712.0,0.015,5m,1.8,0.0,2.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.0,0.015,3m,1.6,0.8,0.5,544.0,,,,,,,,,,,,,,,4216.0,0.015,5m,2.2,0.6000000000000001,1.5,408.0,,,,,,,,,,,,,,,7776.0,0.02,2m,2.6,0.0,1.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616.0,0.015,2m,2.4000000000000004,0.8,0.5,872.0,,,,,,,,,,,,,,,,,,,,,,5824,0.015,4m,2.0,1.0,2.0,480,,,,,,,,0.5,6,COMPLETE
53,53,1.9025571024429289,2025-06-21 19:19:43.301179,2025-06-21 19:19:48.660577,0 days 00:00:05.359398,4360.0,0.02,5m,2.8,0.8,1.0,968.0,,,,,,,,,,,,,,,2776.0,0.015,4m,2.2,0.8,0.5,720.0,2248.0,0.01,5m,1.2,0.0,1.0,928.0,,,,,,,,2424,0.015,4m,2.2,0.0,1.0,120,,,,,,,,8056.0,0.015,2m,2.6,0.4,1.0,848.0,,,,,,,,,,,,,,,,,,,,,,2408.0,0.02,2m,1.4,0.8,2.0,128.0,,,,,,,,,,,,,,,7712.0,0.015,5m,1.8,0.0,2.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0,0.015,3m,1.6,0.8,0.5,544.0,,,,,,,,,,,,,,,4360.0,0.015,5m,2.2,0.6000000000000001,1.5,424.0,,,,,,,,,,,,,,,7664.0,0.02,2m,3.0,0.0,1.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,0.015,2m,2.4000000000000004,0.8,0.5,856.0,,,,,,,,,,,,,,,,,,,,,,5256,0.015,4m,1.8,0.8,0.5,480,,,,,,,,0.5,6,COMPLETE
54,54,1.2276529515318344,2025-06-21 19:19:48.695740,2025-06-21 19:19:53.754231,0 days 00:00:05.058491,4304.0,0.02,5m,2.8,0.8,1.0,832.0,,,,,,,,,,,,,,,2736.0,0.015,4m,2.2,1.0,0.5,696.0,1040.0,0.01,5m,1.0,0.2,1.0,752.0,,,,,,,,3480,0.015,4m,1.8,0.0,1.5,96,,,,,,,,8112.0,0.015,3m,2.6,0.4,1.0,816.0,,,,,,,,,,,,,,,,,,,,,,2288.0,0.02,2m,1.4,0.8,2.0,136.0,,,,,,,,,,,,,,,7712.0,0.015,5m,1.8,0.0,2.0,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,0.015,3m,1.6,0.8,0.5,528.0,,,,,,,,,,,,,,,4272.0,0.015,5m,2.0,0.6000000000000001,1.5,368.0,,,,,,,,,,,,,,,6936.0,0.02,2m,2.6,0.2,1.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2504.0,0.015,2m,2.4000000000000004,1.0,0.5,856.0,,,,,,,,,,,,,,,,,,,,,,5192,0.015,4m,1.8,0.2,2.0,480,,,,,,,,0.5,6,COMPLETE
