,number,value,datetime_start,datetime_complete,duration,params_ADSK_BIIB_beta_win,params_ADSK_BIIB_stop_loss,params_ADSK_BIIB_trade_freq,params_ADSK_BIIB_z_entry,params_ADSK_BIIB_z_exit,params_ADSK_BIIB_z_stop_scaler,params_ADSK_BIIB_z_win,params_ADSK_LRCX_beta_win,params_ADSK_LRCX_stop_loss,params_ADSK_LRCX_trade_freq,params_ADSK_LRCX_z_entry,params_ADSK_LRCX_z_exit,params_ADSK_LRCX_z_stop_scaler,params_ADSK_LRCX_z_win,params_ALGN_NFLX_beta_win,params_ALGN_NFLX_stop_loss,params_ALGN_NFLX_trade_freq,params_ALGN_NFLX_z_entry,params_ALGN_NFLX_z_exit,params_ALGN_NFLX_z_stop_scaler,params_ALGN_NFLX_z_win,params_ALGN_ZS_beta_win,params_ALGN_ZS_stop_loss,params_ALGN_ZS_trade_freq,params_ALGN_ZS_z_entry,params_ALGN_ZS_z_exit,params_ALGN_ZS_z_stop_scaler,params_ALGN_ZS_z_win,params_AMD_NFLX_beta_win,params_AMD_NFLX_stop_loss,params_AMD_NFLX_trade_freq,params_AMD_NFLX_z_entry,params_AMD_NFLX_z_exit,params_AMD_NFLX_z_stop_scaler,params_AMD_NFLX_z_win,params_ASML_BIIB_beta_win,params_ASML_BIIB_stop_loss,params_ASML_BIIB_trade_freq,params_ASML_BIIB_z_entry,params_ASML_BIIB_z_exit,params_ASML_BIIB_z_stop_scaler,params_ASML_BIIB_z_win,params_ASML_CPRT_beta_win,params_ASML_CPRT_stop_loss,params_ASML_CPRT_trade_freq,params_ASML_CPRT_z_entry,params_ASML_CPRT_z_exit,params_ASML_CPRT_z_stop_scaler,params_ASML_CPRT_z_win,params_ASML_EBAY_beta_win,params_ASML_EBAY_stop_loss,params_ASML_EBAY_trade_freq,params_ASML_EBAY_z_entry,params_ASML_EBAY_z_exit,params_ASML_EBAY_z_stop_scaler,params_ASML_EBAY_z_win,params_ATVI_MRNA_beta_win,params_ATVI_MRNA_stop_loss,params_ATVI_MRNA_trade_freq,params_ATVI_MRNA_z_entry,params_ATVI_MRNA_z_exit,params_ATVI_MRNA_z_stop_scaler,params_ATVI_MRNA_z_win,params_ATVI_NTES_beta_win,params_ATVI_NTES_stop_loss,params_ATVI_NTES_trade_freq,params_ATVI_NTES_z_entry,params_ATVI_NTES_z_exit,params_ATVI_NTES_z_stop_scaler,params_ATVI_NTES_z_win,params_BIIB_CPRT_beta_win,params_BIIB_CPRT_stop_loss,params_BIIB_CPRT_trade_freq,params_BIIB_CPRT_z_entry,params_BIIB_CPRT_z_exit,params_BIIB_CPRT_z_stop_scaler,params_BIIB_CPRT_z_win,params_BIIB_EBAY_beta_win,params_BIIB_EBAY_stop_loss,params_BIIB_EBAY_trade_freq,params_BIIB_EBAY_z_entry,params_BIIB_EBAY_z_exit,params_BIIB_EBAY_z_stop_scaler,params_BIIB_EBAY_z_win,params_BIIB_FISV_beta_win,params_BIIB_FISV_stop_loss,params_BIIB_FISV_trade_freq,params_BIIB_FISV_z_entry,params_BIIB_FISV_z_exit,params_BIIB_FISV_z_stop_scaler,params_BIIB_FISV_z_win,params_BIIB_KLAC_beta_win,params_BIIB_KLAC_stop_loss,params_BIIB_KLAC_trade_freq,params_BIIB_KLAC_z_entry,params_BIIB_KLAC_z_exit,params_BIIB_KLAC_z_stop_scaler,params_BIIB_KLAC_z_win,params_CSCO_EBAY_beta_win,params_CSCO_EBAY_stop_loss,params_CSCO_EBAY_trade_freq,params_CSCO_EBAY_z_entry,params_CSCO_EBAY_z_exit,params_CSCO_EBAY_z_stop_scaler,params_CSCO_EBAY_z_win,params_DLTR_EA_beta_win,params_DLTR_EA_stop_loss,params_DLTR_EA_trade_freq,params_DLTR_EA_z_entry,params_DLTR_EA_z_exit,params_DLTR_EA_z_stop_scaler,params_DLTR_EA_z_win,params_EBAY_FISV_beta_win,params_EBAY_FISV_stop_loss,params_EBAY_FISV_trade_freq,params_EBAY_FISV_z_entry,params_EBAY_FISV_z_exit,params_EBAY_FISV_z_stop_scaler,params_EBAY_FISV_z_win,params_EBAY_MSFT_beta_win,params_EBAY_MSFT_stop_loss,params_EBAY_MSFT_trade_freq,params_EBAY_MSFT_z_entry,params_EBAY_MSFT_z_exit,params_EBAY_MSFT_z_stop_scaler,params_EBAY_MSFT_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_EXC_NTES_beta_win,params_EXC_NTES_stop_loss,params_EXC_NTES_trade_freq,params_EXC_NTES_z_entry,params_EXC_NTES_z_exit,params_EXC_NTES_z_stop_scaler,params_EXC_NTES_z_win,params_FAST_TXN_beta_win,params_FAST_TXN_stop_loss,params_FAST_TXN_trade_freq,params_FAST_TXN_z_entry,params_FAST_TXN_z_exit,params_FAST_TXN_z_stop_scaler,params_FAST_TXN_z_win,params_FB_MRNA_beta_win,params_FB_MRNA_stop_loss,params_FB_MRNA_trade_freq,params_FB_MRNA_z_entry,params_FB_MRNA_z_exit,params_FB_MRNA_z_stop_scaler,params_FB_MRNA_z_win,params_FB_NTES_beta_win,params_FB_NTES_stop_loss,params_FB_NTES_trade_freq,params_FB_NTES_z_entry,params_FB_NTES_z_exit,params_FB_NTES_z_stop_scaler,params_FB_NTES_z_win,params_FB_PYPL_beta_win,params_FB_PYPL_stop_loss,params_FB_PYPL_trade_freq,params_FB_PYPL_z_entry,params_FB_PYPL_z_exit,params_FB_PYPL_z_stop_scaler,params_FB_PYPL_z_win,params_FISV_HON_beta_win,params_FISV_HON_stop_loss,params_FISV_HON_trade_freq,params_FISV_HON_z_entry,params_FISV_HON_z_exit,params_FISV_HON_z_stop_scaler,params_FISV_HON_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_MCHP_CPRT_beta_win,params_MCHP_CPRT_stop_loss,params_MCHP_CPRT_trade_freq,params_MCHP_CPRT_z_entry,params_MCHP_CPRT_z_exit,params_MCHP_CPRT_z_stop_scaler,params_MCHP_CPRT_z_win,params_MRNA_NTES_beta_win,params_MRNA_NTES_stop_loss,params_MRNA_NTES_trade_freq,params_MRNA_NTES_z_entry,params_MRNA_NTES_z_exit,params_MRNA_NTES_z_stop_scaler,params_MRNA_NTES_z_win,params_MSFT_CPRT_beta_win,params_MSFT_CPRT_stop_loss,params_MSFT_CPRT_trade_freq,params_MSFT_CPRT_z_entry,params_MSFT_CPRT_z_exit,params_MSFT_CPRT_z_stop_scaler,params_MSFT_CPRT_z_win,params_MTCH_NFLX_beta_win,params_MTCH_NFLX_stop_loss,params_MTCH_NFLX_trade_freq,params_MTCH_NFLX_z_entry,params_MTCH_NFLX_z_exit,params_MTCH_NFLX_z_stop_scaler,params_MTCH_NFLX_z_win,params_MTCH_NTES_beta_win,params_MTCH_NTES_stop_loss,params_MTCH_NTES_trade_freq,params_MTCH_NTES_z_entry,params_MTCH_NTES_z_exit,params_MTCH_NTES_z_stop_scaler,params_MTCH_NTES_z_win,params_OKTA_ZS_beta_win,params_OKTA_ZS_stop_loss,params_OKTA_ZS_trade_freq,params_OKTA_ZS_z_entry,params_OKTA_ZS_z_exit,params_OKTA_ZS_z_stop_scaler,params_OKTA_ZS_z_win,params_PDD_NTES_beta_win,params_PDD_NTES_stop_loss,params_PDD_NTES_trade_freq,params_PDD_NTES_z_entry,params_PDD_NTES_z_exit,params_PDD_NTES_z_stop_scaler,params_PDD_NTES_z_win,params_PYPL_MRNA_beta_win,params_PYPL_MRNA_stop_loss,params_PYPL_MRNA_trade_freq,params_PYPL_MRNA_z_entry,params_PYPL_MRNA_z_exit,params_PYPL_MRNA_z_stop_scaler,params_PYPL_MRNA_z_win,params_PYPL_NTES_beta_win,params_PYPL_NTES_stop_loss,params_PYPL_NTES_trade_freq,params_PYPL_NTES_z_entry,params_PYPL_NTES_z_exit,params_PYPL_NTES_z_stop_scaler,params_PYPL_NTES_z_win,params_PYPL_ZM_beta_win,params_PYPL_ZM_stop_loss,params_PYPL_ZM_trade_freq,params_PYPL_ZM_z_entry,params_PYPL_ZM_z_exit,params_PYPL_ZM_z_stop_scaler,params_PYPL_ZM_z_win,params_ROST_MRNA_beta_win,params_ROST_MRNA_stop_loss,params_ROST_MRNA_trade_freq,params_ROST_MRNA_z_entry,params_ROST_MRNA_z_exit,params_ROST_MRNA_z_stop_scaler,params_ROST_MRNA_z_win,params_TEAM_ZS_beta_win,params_TEAM_ZS_stop_loss,params_TEAM_ZS_trade_freq,params_TEAM_ZS_z_entry,params_TEAM_ZS_z_exit,params_TEAM_ZS_z_stop_scaler,params_TEAM_ZS_z_win,params_ZM_NTES_beta_win,params_ZM_NTES_stop_loss,params_ZM_NTES_trade_freq,params_ZM_NTES_z_entry,params_ZM_NTES_z_exit,params_ZM_NTES_z_stop_scaler,params_ZM_NTES_z_win,params_buffer_capital,params_pairs_to_trade,state
10,10,-4.327295391116835,2025-06-21 19:16:07.853899,2025-06-21 19:16:15.058258,0 days 00:00:07.204359,7808.0,0.01,5m,1.0,0.0,2.0,416.0,,,,,,,,,,,,,,,1080.0,0.01,5m,3.0,1.0,1.0,968.0,4976.0,0.01,4m,3.0,1.0,2.0,360.0,,,,,,,,5640,0.02,4m,1.8,0.0,2.0,1008,,,,,,,,3392.0,0.01,3m,2.4000000000000004,1.0,2.0,176.0,,,,,,,,,,,,,,,8144.0,0.02,3m,3.0,0.0,2.0,984.0,7464.0,0.01,3m,3.0,1.0,0.5,72.0,,,,,,,,,,,,,,,3464.0,0.02,3m,2.4000000000000004,1.0,1.5,944.0,1048.0,0.02,5m,1.0,0.0,2.0,256.0,1448.0,0.02,2m,2.4000000000000004,1.0,0.5,1024.0,,,,,,,,,,,,,,,1112.0,0.01,5m,1.6,0.0,0.5,64.0,,,,,,,,1416.0,0.02,2m,1.0,0.0,2.0,144.0,8024.0,0.02,3m,2.8,1.0,2.0,1008.0,,,,,,,,,,,,,,,8136.0,0.02,3m,1.0,0.0,0.5,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8088.0,0.015,2m,3.0,0.4,0.5,424.0,,,,,,,,7584.0,0.02,3m,2.0,0.0,2.0,1000.0,,,,,,,,,,,,,,,8080.0,0.01,4m,3.0,1.0,0.5,64.0,3352,0.01,1m,1.0,0.0,1.5,72,,,,,,,,0.5,9,COMPLETE
11,11,-0.005695204600808284,2025-06-21 19:16:15.164422,2025-06-21 19:16:16.233478,0 days 00:00:01.069056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,0.01,4m,1.6,0.0,2.0,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5896,0.015,3m,2.0,0.6000000000000001,2.0,776,,,,,,,,0.05,1,COMPLETE
12,12,-100.0,2025-06-21 19:16:16.285170,2025-06-21 19:16:17.255656,0 days 00:00:00.970486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,0.01,4m,2.2,0.2,1.0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3104,0.015,4m,3.0,1.0,1.5,464,,,,,,,,0.5,1,COMPLETE
13,13,-1.4043887471321144,2025-06-21 19:16:17.315924,2025-06-21 19:16:21.337563,0 days 00:00:04.021639,6480.0,0.015,2m,1.4,0.4,0.5,728.0,,,,,,,,,,,,,,,7792.0,0.015,2m,1.0,0.0,1.0,352.0,,,,,,,,,,,,,,,6008,0.015,4m,3.0,0.6000000000000001,2.0,384,,,,,,,,1288.0,0.01,2m,1.0,1.0,0.5,240.0,,,,,,,,,,,,,,,,,,,,,,8080.0,0.01,4m,2.6,0.2,0.5,328.0,,,,,,,,,,,,,,,6072.0,0.02,3m,1.0,0.6000000000000001,0.5,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8072.0,0.01,2m,3.0,0.4,0.5,64.0,,,,,,,,,,,,,,,6424.0,0.02,2m,3.0,0.4,2.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5904.0,0.02,3m,2.0,0.4,2.0,784.0,,,,,,,,,,,,,,,,,,,,,,6248,0.01,1m,2.0,0.2,2.0,280,,,,,,,,0.4,5,COMPLETE
14,14,-3.413272204557152,2025-06-21 19:16:21.398708,2025-06-21 19:16:32.113918,0 days 00:00:10.715210,4056.0,0.015,2m,1.4,0.0,0.5,1008.0,8128.0,0.015,2m,1.0,1.0,0.5,64.0,1064.0,0.02,4m,2.6,1.0,0.5,896.0,1224.0,0.01,5m,3.0,0.6000000000000001,1.5,736.0,8176.0,0.02,1m,1.0,1.0,1.5,392.0,,,,,,,,2616,0.01,1m,1.6,0.2,1.0,896,8176.0,0.015,5m,3.0,1.0,2.0,160.0,2840.0,0.01,2m,1.0,0.8,0.5,512.0,,,,,,,,,,,,,,,2008.0,0.02,4m,3.0,0.2,0.5,80.0,5888.0,0.01,3m,2.4000000000000004,0.6000000000000001,1.0,64.0,7968.0,0.015,5m,1.0,1.0,2.0,184.0,,,,,,,,7944.0,0.015,5m,3.0,0.4,1.5,1008.0,5120.0,0.02,3m,1.4,0.2,1.5,432.0,1120.0,0.015,2m,1.0,1.0,1.0,344.0,1392.0,0.015,5m,2.0,0.0,2.0,408.0,,,,,,,,4048.0,0.02,4m,2.4000000000000004,0.2,1.5,280.0,1256.0,0.02,1m,3.0,1.0,0.5,80.0,8152.0,0.015,1m,1.6,0.0,1.5,544.0,5944.0,0.01,5m,2.0,1.0,1.5,688.0,,,,,,,,,,,,,,,6216.0,0.02,5m,1.0,1.0,0.5,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5944.0,0.015,4m,3.0,1.0,1.0,496.0,,,,,,,,6288.0,0.02,4m,1.6,0.6000000000000001,1.0,416.0,7952.0,0.01,2m,1.0,1.0,0.5,928.0,,,,,,,,5624.0,0.01,2m,1.0,0.0,2.0,1024.0,8080,0.015,2m,2.2,0.6000000000000001,1.5,608,1216.0,0.02,2m,3.0,0.0,0.5,136.0,0.4,13,COMPLETE
15,15,0.0020949370537837212,2025-06-21 19:16:32.183095,2025-06-21 19:16:38.414839,0 days 00:00:06.231744,7072.0,0.02,2m,1.0,0.6000000000000001,0.5,720.0,,,,,,,,,,,,,,,5784.0,0.015,5m,1.4,1.0,0.5,72.0,5424.0,0.01,1m,2.2,0.0,1.0,1008.0,,,,,,,,5864,0.015,4m,2.2,0.8,1.5,616,,,,,,,,6064.0,0.015,2m,1.4,0.6000000000000001,2.0,320.0,,,,,,,,,,,,,,,,,,,,,,1480.0,0.015,4m,1.0,0.8,2.0,456.0,,,,,,,,,,,,,,,3232.0,0.02,1m,2.4000000000000004,0.8,2.0,856.0,,,,,,,,3416.0,0.02,3m,2.6,0.6000000000000001,1.0,768.0,,,,,,,,,,,,,,,6856.0,0.01,5m,1.6,0.2,1.0,712.0,,,,,,,,5856.0,0.015,2m,1.6,1.0,0.5,1000.0,2608.0,0.02,3m,2.4000000000000004,0.4,1.5,72.0,,,,,,,,,,,,,,,3256.0,0.015,1m,2.4000000000000004,0.8,2.0,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.0,0.01,5m,3.0,0.2,1.5,792.0,,,,,,,,,,,,,,,,,,,,,,4216,0.015,3m,3.0,0.2,2.0,800,,,,,,,,0.05,7,COMPLETE
16,16,-1.6710786344758506,2025-06-21 19:16:38.462775,2025-06-21 19:16:41.028309,0 days 00:00:02.565534,5160.0,0.015,4m,1.6,0.2,1.5,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4624,0.01,4m,1.4,0.2,1.0,408,,,,,,,,1336.0,0.01,3m,2.4000000000000004,0.8,1.5,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696.0,0.015,3m,1.4,0.2,1.5,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7016.0,0.015,3m,1.6,0.8,1.0,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5352,0.02,4m,1.8,1.0,1.5,240,,,,,,,,0.35000000000000003,3,COMPLETE
17,17,-0.6996676810044405,2025-06-21 19:16:41.080234,2025-06-21 19:16:47.756872,0 days 00:00:06.676638,2920.0,0.01,5m,2.2,0.6000000000000001,0.5,664.0,,,,,,,,,,,,,,,2736.0,0.015,2m,2.6,0.6000000000000001,1.5,400.0,1056.0,0.01,5m,2.2,0.4,1.5,424.0,,,,,,,,2352,0.02,4m,2.0,0.6000000000000001,2.0,832,,,,,,,,5088.0,0.015,5m,1.2,1.0,0.5,792.0,,,,,,,,,,,,,,,8040.0,0.01,3m,2.6,0.4,2.0,1000.0,5064.0,0.015,3m,3.0,0.2,1.0,1000.0,,,,,,,,,,,,,,,4168.0,0.02,2m,2.0,0.8,0.5,792.0,,,,,,,,8072.0,0.015,1m,1.6,0.8,1.0,400.0,,,,,,,,,,,,,,,4488.0,0.015,4m,2.6,0.6000000000000001,1.5,280.0,,,,,,,,6288.0,0.02,5m,1.6,0.2,1.5,352.0,4008.0,0.02,5m,1.8,0.2,2.0,600.0,,,,,,,,,,,,,,,6048.0,0.02,5m,1.4,0.0,1.5,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6440.0,0.015,4m,2.4000000000000004,0.8,0.5,360.0,,,,,,,,,,,,,,,3448.0,0.015,3m,1.4,0.4,0.5,320.0,7112,0.01,3m,2.6,0.4,0.5,456,,,,,,,,0.15000000000000002,8,COMPLETE
18,18,-0.8282242913437877,2025-06-21 19:16:47.839842,2025-06-21 19:16:50.489971,0 days 00:00:02.650129,6232.0,0.02,2m,1.6,0.4,1.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6288,0.015,1m,2.4000000000000004,0.8,1.5,616,,,,,,,,7976.0,0.01,2m,2.0,0.6000000000000001,2.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6232.0,0.015,4m,2.6,0.2,1.5,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5424.0,0.01,2m,3.0,0.4,1.5,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3024,0.015,4m,1.0,0.0,2.0,656,,,,,,,,0.45,3,COMPLETE
19,19,-0.013235980224819968,2025-06-21 19:16:50.541367,2025-06-21 19:16:51.569103,0 days 00:00:01.027736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4072,0.01,3m,3.0,0.2,1.0,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7008,0.015,2m,2.2,0.6000000000000001,1.5,848,,,,,,,,0.2,1,COMPLETE
20,20,-2.7152702484373035,2025-06-21 19:16:51.624467,2025-06-21 19:17:02.408642,0 days 00:00:10.784175,4672.0,0.015,2m,2.4000000000000004,0.2,0.5,872.0,1344.0,0.01,4m,2.0,0.0,0.5,112.0,4048.0,0.01,2m,2.2,1.0,0.5,664.0,8160.0,0.02,3m,2.4000000000000004,0.2,1.0,256.0,3840.0,0.02,4m,1.0,0.8,1.0,248.0,,,,,,,,5216,0.01,5m,1.8,0.0,2.0,456,5064.0,0.015,4m,3.0,0.0,2.0,984.0,2576.0,0.01,4m,1.6,0.8,1.5,64.0,,,,,,,,,,,,,,,3632.0,0.01,2m,1.6,0.0,1.0,752.0,6784.0,0.02,1m,2.4000000000000004,0.8,1.5,224.0,7368.0,0.02,3m,1.8,1.0,1.0,424.0,,,,,,,,5368.0,0.015,4m,1.0,0.6000000000000001,2.0,184.0,4920.0,0.015,3m,1.6,1.0,1.0,400.0,6584.0,0.02,5m,2.2,0.4,1.5,320.0,8184.0,0.01,3m,2.0,0.0,0.5,504.0,,,,,,,,6928.0,0.015,1m,1.4,0.8,0.5,288.0,1136.0,0.015,2m,1.0,0.4,0.5,280.0,1288.0,0.015,4m,2.2,1.0,1.0,64.0,2488.0,0.015,1m,2.4000000000000004,1.0,1.0,400.0,,,,,,,,,,,,,,,3352.0,0.015,4m,2.4000000000000004,0.8,0.5,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600.0,0.02,4m,1.4,0.6000000000000001,1.0,360.0,,,,,,,,8160.0,0.015,5m,1.6,0.8,1.5,240.0,1176.0,0.015,4m,1.0,0.4,0.5,960.0,,,,,,,,7104.0,0.02,1m,3.0,0.6000000000000001,2.0,88.0,2488,0.02,1m,1.8,0.2,2.0,568,7600.0,0.01,5m,2.8,0.0,2.0,664.0,0.45,13,COMPLETE
21,21,-2.293982672198395,2025-06-21 19:17:02.509280,2025-06-21 19:17:07.386366,0 days 00:00:04.877086,2088.0,0.01,3m,1.8,0.2,1.5,608.0,,,,,,,,,,,,,,,2432.0,0.02,4m,1.0,0.0,2.0,184.0,5928.0,0.02,3m,3.0,0.4,2.0,96.0,,,,,,,,3448,0.015,5m,2.6,0.4,0.5,552,,,,,,,,8168.0,0.02,4m,2.6,0.8,1.5,608.0,,,,,,,,,,,,,,,,,,,,,,3216.0,0.02,5m,1.0,0.2,1.5,872.0,,,,,,,,,,,,,,,7032.0,0.01,4m,1.6,0.0,0.5,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5312.0,0.015,2m,2.0,0.6000000000000001,1.0,824.0,,,,,,,,,,,,,,,1920.0,0.01,4m,2.6,0.0,0.5,592.0,,,,,,,,,,,,,,,1232.0,0.015,1m,1.4,0.6000000000000001,2.0,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2792.0,0.01,1m,1.2,1.0,2.0,632.0,,,,,,,,,,,,,,,,,,,,,,1192,0.02,3m,2.4000000000000004,0.8,1.0,392,,,,,,,,0.1,6,COMPLETE
22,22,0.08820426016846677,2025-06-21 19:17:07.436361,2025-06-21 19:17:10.135750,0 days 00:00:02.699389,1944.0,0.01,3m,1.8,0.0,1.5,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864,0.02,5m,2.6,0.4,1.5,568,,,,,,,,6936.0,0.015,4m,2.2,0.6000000000000001,1.0,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6960.0,0.01,4m,1.6,0.2,0.5,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880.0,0.01,4m,2.6,0.0,1.0,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192,0.02,3m,2.8,0.8,1.0,184,,,,,,,,0.1,3,COMPLETE
23,23,-0.5579465731310974,2025-06-21 19:17:10.208607,2025-06-21 19:17:14.422290,0 days 00:00:04.213683,3568.0,0.01,3m,1.2,0.4,1.5,608.0,,,,,,,,,,,,,,,5464.0,0.02,4m,1.4,0.0,2.0,72.0,,,,,,,,,,,,,,,3656,0.015,5m,2.8,0.6000000000000001,0.5,816,,,,,,,,7272.0,0.015,4m,3.0,1.0,2.0,1024.0,,,,,,,,,,,,,,,,,,,,,,1064.0,0.02,5m,1.0,0.0,2.0,832.0,,,,,,,,,,,,,,,8192.0,0.01,4m,2.0,0.4,0.5,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3784.0,0.015,2m,2.0,0.6000000000000001,1.0,856.0,,,,,,,,,,,,,,,1944.0,0.01,4m,2.8,0.2,0.5,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5160.0,0.01,1m,1.0,1.0,2.0,544.0,,,,,,,,,,,,,,,,,,,,,,1896,0.02,3m,2.4000000000000004,1.0,0.5,312,,,,,,,,0.15000000000000002,5,COMPLETE
24,24,-1.6544836979728903,2025-06-21 19:17:14.493160,2025-06-21 19:17:19.835922,0 days 00:00:05.342762,1952.0,0.01,3m,1.8,0.2,2.0,928.0,,,,,,,,,,,,,,,4880.0,0.02,4m,1.2,0.4,2.0,504.0,4152.0,0.02,3m,2.6,0.8,2.0,248.0,,,,,,,,6608,0.01,2m,2.6,0.2,1.0,488,,,,,,,,5440.0,0.02,2m,1.8,0.8,1.5,544.0,,,,,,,,,,,,,,,,,,,,,,2736.0,0.02,5m,1.2,0.4,1.5,520.0,,,,,,,,,,,,,,,6048.0,0.01,4m,1.4,0.0,0.5,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120.0,0.01,2m,2.4000000000000004,0.2,1.5,632.0,,,,,,,,,,,,,,,3712.0,0.01,4m,2.2,0.0,1.0,528.0,,,,,,,,,,,,,,,2224.0,0.01,1m,1.4,0.8,2.0,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3152.0,0.01,1m,1.4,0.6000000000000001,2.0,64.0,,,,,,,,,,,,,,,,,,,,,,4152,0.015,3m,2.8,0.8,1.0,384,,,,,,,,0.05,6,COMPLETE
