,number,value,datetime_start,datetime_complete,duration,params_AEP_DOCU_beta_win,params_AEP_DOCU_stop_loss,params_AEP_DOCU_trade_freq,params_AEP_DOCU_z_entry,params_AEP_DOCU_z_exit,params_AEP_DOCU_z_stop_scaler,params_AEP_DOCU_z_win,params_AEP_IDXX_beta_win,params_AEP_IDXX_stop_loss,params_AEP_IDXX_trade_freq,params_AEP_IDXX_z_entry,params_AEP_IDXX_z_exit,params_AEP_IDXX_z_stop_scaler,params_AEP_IDXX_z_win,params_ATVI_INTC_beta_win,params_ATVI_INTC_stop_loss,params_ATVI_INTC_trade_freq,params_ATVI_INTC_z_entry,params_ATVI_INTC_z_exit,params_ATVI_INTC_z_stop_scaler,params_ATVI_INTC_z_win,params_CDNS_EXC_beta_win,params_CDNS_EXC_stop_loss,params_CDNS_EXC_trade_freq,params_CDNS_EXC_z_entry,params_CDNS_EXC_z_exit,params_CDNS_EXC_z_stop_scaler,params_CDNS_EXC_z_win,params_CERN_ROST_beta_win,params_CERN_ROST_stop_loss,params_CERN_ROST_trade_freq,params_CERN_ROST_z_entry,params_CERN_ROST_z_exit,params_CERN_ROST_z_stop_scaler,params_CERN_ROST_z_win,params_CHKP_DOCU_beta_win,params_CHKP_DOCU_stop_loss,params_CHKP_DOCU_trade_freq,params_CHKP_DOCU_z_entry,params_CHKP_DOCU_z_exit,params_CHKP_DOCU_z_stop_scaler,params_CHKP_DOCU_z_win,params_CHTR_IDXX_beta_win,params_CHTR_IDXX_stop_loss,params_CHTR_IDXX_trade_freq,params_CHTR_IDXX_z_entry,params_CHTR_IDXX_z_exit,params_CHTR_IDXX_z_stop_scaler,params_CHTR_IDXX_z_win,params_COST_INTU_beta_win,params_COST_INTU_stop_loss,params_COST_INTU_trade_freq,params_COST_INTU_z_entry,params_COST_INTU_z_exit,params_COST_INTU_z_stop_scaler,params_COST_INTU_z_win,params_CRWD_OKTA_beta_win,params_CRWD_OKTA_stop_loss,params_CRWD_OKTA_trade_freq,params_CRWD_OKTA_z_entry,params_CRWD_OKTA_z_exit,params_CRWD_OKTA_z_stop_scaler,params_CRWD_OKTA_z_win,params_CSCO_ISRG_beta_win,params_CSCO_ISRG_stop_loss,params_CSCO_ISRG_trade_freq,params_CSCO_ISRG_z_entry,params_CSCO_ISRG_z_exit,params_CSCO_ISRG_z_stop_scaler,params_CSCO_ISRG_z_win,params_DOCU_HON_beta_win,params_DOCU_HON_stop_loss,params_DOCU_HON_trade_freq,params_DOCU_HON_z_entry,params_DOCU_HON_z_exit,params_DOCU_HON_z_stop_scaler,params_DOCU_HON_z_win,params_DOCU_IDXX_beta_win,params_DOCU_IDXX_stop_loss,params_DOCU_IDXX_trade_freq,params_DOCU_IDXX_z_entry,params_DOCU_IDXX_z_exit,params_DOCU_IDXX_z_stop_scaler,params_DOCU_IDXX_z_win,params_DOCU_SBUX_beta_win,params_DOCU_SBUX_stop_loss,params_DOCU_SBUX_trade_freq,params_DOCU_SBUX_z_entry,params_DOCU_SBUX_z_exit,params_DOCU_SBUX_z_stop_scaler,params_DOCU_SBUX_z_win,params_EXC_LULU_beta_win,params_EXC_LULU_stop_loss,params_EXC_LULU_trade_freq,params_EXC_LULU_z_entry,params_EXC_LULU_z_exit,params_EXC_LULU_z_stop_scaler,params_EXC_LULU_z_win,params_EXC_MSFT_beta_win,params_EXC_MSFT_stop_loss,params_EXC_MSFT_trade_freq,params_EXC_MSFT_z_entry,params_EXC_MSFT_z_exit,params_EXC_MSFT_z_stop_scaler,params_EXC_MSFT_z_win,params_GILD_PCAR_beta_win,params_GILD_PCAR_stop_loss,params_GILD_PCAR_trade_freq,params_GILD_PCAR_z_entry,params_GILD_PCAR_z_exit,params_GILD_PCAR_z_stop_scaler,params_GILD_PCAR_z_win,params_HON_IDXX_beta_win,params_HON_IDXX_stop_loss,params_HON_IDXX_trade_freq,params_HON_IDXX_z_entry,params_HON_IDXX_z_exit,params_HON_IDXX_z_stop_scaler,params_HON_IDXX_z_win,params_IDXX_SBUX_beta_win,params_IDXX_SBUX_stop_loss,params_IDXX_SBUX_trade_freq,params_IDXX_SBUX_z_entry,params_IDXX_SBUX_z_exit,params_IDXX_SBUX_z_stop_scaler,params_IDXX_SBUX_z_win,params_LRCX_MU_beta_win,params_LRCX_MU_stop_loss,params_LRCX_MU_trade_freq,params_LRCX_MU_z_entry,params_LRCX_MU_z_exit,params_LRCX_MU_z_stop_scaler,params_LRCX_MU_z_win,params_NTES_PCAR_beta_win,params_NTES_PCAR_stop_loss,params_NTES_PCAR_trade_freq,params_NTES_PCAR_z_entry,params_NTES_PCAR_z_exit,params_NTES_PCAR_z_stop_scaler,params_NTES_PCAR_z_win,params_PYPL_XLNX_beta_win,params_PYPL_XLNX_stop_loss,params_PYPL_XLNX_trade_freq,params_PYPL_XLNX_z_entry,params_PYPL_XLNX_z_exit,params_PYPL_XLNX_z_stop_scaler,params_PYPL_XLNX_z_win,params_buffer_capital,params_pairs_to_trade,state
109,109,0.7295599290816515,2025-06-21 19:10:48.763788,2025-06-21 19:10:50.918059,0 days 00:00:02.154271,,,,,,,,,,,,,,,3376,0.01,5m,3.0,0.8,2.0,96,2920.0,0.015,5m,2.2,0.4,1.0,656.0,4808.0,0.02,2m,2.4000000000000004,1.0,1.0,752.0,,,,,,,,,,,,,,,5192,0.015,4m,1.8,0.8,1.5,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.0,0.01,1m,1.6,0.4,1.5,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
110,110,-0.34196418615728663,2025-06-21 19:10:50.988849,2025-06-21 19:10:53.491119,0 days 00:00:02.502270,,,,,,,,2744.0,0.015,2m,2.0,0.6000000000000001,1.5,264.0,3312,0.01,5m,2.4000000000000004,0.8,2.0,88,2168.0,0.015,5m,2.2,0.4,1.0,648.0,2856.0,0.01,2m,2.4000000000000004,1.0,1.0,760.0,,,,,,,,,,,,,,,4544,0.015,3m,1.8,0.2,1.5,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536.0,0.01,1m,1.6,0.4,1.5,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5,COMPLETE
111,111,-0.25740621379984524,2025-06-21 19:10:53.526865,2025-06-21 19:10:55.628128,0 days 00:00:02.101263,,,,,,,,,,,,,,,3072,0.01,5m,3.0,0.8,2.0,64,2848.0,0.015,5m,2.4000000000000004,0.4,1.0,608.0,4880.0,0.02,2m,2.4000000000000004,1.0,1.0,744.0,,,,,,,,,,,,,,,5168,0.015,4m,1.6,0.8,1.5,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.0,0.01,1m,1.6,0.4,1.5,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
112,112,-1.1455519007017418,2025-06-21 19:10:55.701522,2025-06-21 19:10:58.670343,0 days 00:00:02.968821,,,,,,,,6392.0,0.01,3m,2.2,0.4,1.5,592.0,3824,0.01,5m,3.0,0.8,2.0,96,3048.0,0.015,5m,2.2,0.4,1.0,768.0,5192.0,0.02,2m,2.2,1.0,1.0,784.0,,,,,,,,,,,,,,,4736,0.015,4m,1.8,0.8,1.5,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736.0,0.01,1m,1.4,0.4,1.5,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,5,COMPLETE
113,113,0.22481053428454753,2025-06-21 19:10:58.705343,2025-06-21 19:11:00.688630,0 days 00:00:01.983287,,,,,,,,,,,,,,,3576,0.01,5m,3.0,0.8,2.0,176,1608.0,0.015,5m,2.8,0.4,1.0,696.0,4592.0,0.02,2m,2.4000000000000004,1.0,1.0,104.0,,,,,,,,,,,,,,,5368,0.015,4m,1.6,0.8,1.5,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2104.0,0.01,1m,1.8,0.6000000000000001,1.5,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
114,114,0.0679486285629839,2025-06-21 19:11:00.747637,2025-06-21 19:11:02.104904,0 days 00:00:01.357267,,,,,,,,,,,,,,,4104,0.01,2m,2.8,0.8,2.0,784,,,,,,,,4744.0,0.02,2m,2.6,1.0,1.0,672.0,,,,,,,,,,,,,,,5008,0.015,4m,1.8,0.8,1.5,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
115,115,-2.7539982935996603,2025-06-21 19:11:02.171089,2025-06-21 19:11:05.886081,0 days 00:00:03.714992,,,,,,,,1352.0,0.01,3m,2.4000000000000004,0.6000000000000001,2.0,224.0,2936,0.01,5m,3.0,0.2,2.0,200,7472.0,0.015,5m,2.0,0.2,1.5,728.0,4120.0,0.02,1m,2.4000000000000004,1.0,1.0,168.0,,,,,,,,,,,,,,,2248,0.015,5m,1.6,0.8,1.5,648,,,,,,,,,,,,,,,6600.0,0.015,2m,1.2,0.2,0.5,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.0,0.01,1m,1.4,0.4,1.5,240.0,3000.0,0.01,1m,1.6,0.6000000000000001,1.0,576.0,,,,,,,,,,,,,,,,,,,,,,0.45,7,COMPLETE
116,116,0.7025279980923624,2025-06-21 19:11:05.953076,2025-06-21 19:11:07.747824,0 days 00:00:01.794748,,,,,,,,,,,,,,,4720,0.01,1m,2.8,0.4,2.0,120,,,,,,,,7600.0,0.02,4m,2.8,0.8,1.0,240.0,,,,,,,,,,,,,,,4184,0.015,4m,1.8,0.2,1.0,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.0,0.01,5m,1.2,0.4,1.5,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
117,117,-0.9189205871032581,2025-06-21 19:11:07.810347,2025-06-21 19:11:09.400959,0 days 00:00:01.590612,,,,,,,,,,,,,,,4712,0.01,1m,2.8,0.6000000000000001,2.0,136,,,,,,,,8192.0,0.01,2m,2.8,0.8,0.5,200.0,,,,,,,,,,,,,,,4224,0.015,1m,1.2,0.2,1.5,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264.0,0.01,5m,1.2,0.4,1.5,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
118,118,-0.15082163675124674,2025-06-21 19:11:09.453963,2025-06-21 19:11:11.779334,0 days 00:00:02.325371,,,,,,,,,,,,,,,4952,0.01,1m,2.6,0.0,2.0,112,3280.0,0.015,5m,2.0,0.4,0.5,664.0,7616.0,0.02,5m,2.8,0.8,1.0,80.0,,,,,,,,,,,,,,,3480,0.015,4m,1.8,0.2,1.0,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,0.01,5m,1.2,0.4,1.5,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
119,119,-2.6656720263692186,2025-06-21 19:11:11.841332,2025-06-21 19:11:14.525933,0 days 00:00:02.684601,,,,,,,,3880.0,0.01,3m,2.0,0.4,1.0,320.0,4664,0.01,1m,1.2,0.8,2.0,144,4488.0,0.015,5m,2.2,0.6000000000000001,2.0,624.0,7448.0,0.01,2m,2.6,0.8,1.0,696.0,,,,,,,,,,,,,,,3992,0.015,5m,2.0,0.2,1.5,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0,0.01,5m,1.4,0.4,1.5,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,5,COMPLETE
120,120,-0.392250621781593,2025-06-21 19:11:14.603454,2025-06-21 19:11:18.924645,0 days 00:00:04.321191,,,,,,,,1976.0,0.015,1m,1.8,0.6000000000000001,2.0,464.0,3392,0.015,1m,2.8,0.2,2.0,168,4048.0,0.015,4m,2.6,0.4,2.0,808.0,7760.0,0.02,4m,2.8,0.6000000000000001,0.5,792.0,,,,,,,,,,,,,,,3096,0.015,4m,2.2,0.0,1.0,944,,,,,,,,,,,,,,,3304.0,0.01,5m,2.2,0.6000000000000001,1.5,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456.0,0.015,2m,1.6,1.0,0.5,416.0,2488.0,0.01,5m,1.2,0.4,1.5,456.0,1768.0,0.02,2m,2.8,0.2,2.0,864.0,2344.0,0.01,5m,1.2,0.8,2.0,544.0,,,,,,,,,,,,,,,0.45,9,COMPLETE
121,121,0.07463342007375781,2025-06-21 19:11:19.002286,2025-06-21 19:11:20.906623,0 days 00:00:01.904337,,,,,,,,,,,,,,,5128,0.01,2m,3.0,0.4,2.0,608,,,,,,,,4312.0,0.02,4m,2.6,0.8,1.0,432.0,,,,,,,,,,,,,,,4424,0.015,4m,1.8,0.2,1.0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.0,0.01,5m,1.8,0.4,1.5,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
122,122,0.2810867505009842,2025-06-21 19:11:20.987143,2025-06-21 19:11:22.160846,0 days 00:00:01.173703,,,,,,,,,,,,,,,4864,0.01,3m,2.8,0.4,2.0,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2904,0.015,4m,1.6,0.2,1.0,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
123,123,0.44390802882365543,2025-06-21 19:11:22.225351,2025-06-21 19:11:23.961000,0 days 00:00:01.735649,,,,,,,,,,,,,,,5656,0.01,1m,3.0,0.4,2.0,880,,,,,,,,5304.0,0.02,4m,2.6,1.0,1.0,144.0,,,,,,,,,,,,,,,4272,0.015,4m,2.4000000000000004,1.0,1.0,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2824.0,0.01,3m,1.6,0.6000000000000001,1.5,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
124,124,0.13128646544656974,2025-06-21 19:11:24.052528,2025-06-21 19:11:25.541114,0 days 00:00:01.488586,,,,,,,,,,,,,,,5456,0.01,2m,2.2,0.4,2.0,656,,,,,,,,7320.0,0.02,4m,2.0,1.0,1.0,656.0,,,,,,,,,,,,,,,7664,0.015,4m,1.6,0.8,1.0,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
125,125,0.08429488828707962,2025-06-21 19:11:25.604631,2025-06-21 19:11:26.952884,0 days 00:00:01.348253,,,,,,,,,,,,,,,4288,0.01,4m,3.0,0.4,0.5,120,,,,,,,,5800.0,0.02,4m,2.4000000000000004,1.0,1.0,720.0,,,,,,,,,,,,,,,4624,0.015,4m,1.8,0.2,1.0,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
126,126,-2.4910366453348174,2025-06-21 19:11:26.993396,2025-06-21 19:11:30.215561,0 days 00:00:03.222165,,,,,,,,1760.0,0.01,5m,1.6,0.2,1.5,96.0,6216,0.01,3m,2.8,0.6000000000000001,1.5,216,5640.0,0.015,1m,1.0,0.6000000000000001,1.0,600.0,6720.0,0.02,4m,2.6,1.0,1.0,120.0,,,,,,,,,,,,,,,2680,0.015,5m,1.8,0.8,1.0,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.0,0.01,2m,1.0,0.4,1.5,472.0,3536.0,0.015,5m,2.0,0.6000000000000001,1.0,392.0,,,,,,,,,,,,,,,,,,,,,,0.5,6,COMPLETE
127,127,-0.6841204463142543,2025-06-21 19:11:30.273086,2025-06-21 19:11:35.108820,0 days 00:00:04.835734,,,,,,,,4264.0,0.01,3m,2.4000000000000004,0.4,2.0,768.0,5784,0.01,2m,1.2,0.2,2.0,152,2368.0,0.015,5m,1.2,0.4,2.0,552.0,4528.0,0.02,2m,2.8,0.8,1.0,88.0,,,,,,,,,,,,,,,5568,0.015,4m,2.0,0.8,1.5,904,,,,,,,,,,,,,,,5984.0,0.015,1m,1.8,0.4,1.5,504.0,,,,,,,,1936.0,0.02,5m,2.2,0.2,2.0,232.0,,,,,,,,,,,,,,,3496.0,0.02,3m,1.8,0.8,2.0,512.0,5600.0,0.015,2m,1.2,0.2,1.5,368.0,2416.0,0.015,2m,2.2,0.4,2.0,776.0,4216.0,0.02,2m,1.4,0.6000000000000001,1.5,1024.0,,,,,,,,,,,,,,,0.45,10,COMPLETE
128,128,0.5990021257041158,2025-06-21 19:11:35.150811,2025-06-21 19:11:37.137502,0 days 00:00:01.986691,,,,,,,,,,,,,,,3784,0.015,3m,2.6,0.4,2.0,632,5336.0,0.01,2m,1.8,0.2,1.5,584.0,8024.0,0.02,4m,2.2,1.0,1.0,104.0,,,,,,,,,,,,,,,3576,0.015,4m,1.6,0.2,1.0,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0,0.01,4m,1.4,0.4,1.5,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
129,129,-0.26002910189813927,2025-06-21 19:11:37.214020,2025-06-21 19:11:39.762981,0 days 00:00:02.548961,,,,,,,,,,,,,,,3752,0.015,3m,2.6,0.8,2.0,744,4992.0,0.01,2m,1.8,0.0,1.5,576.0,8064.0,0.02,2m,2.2,1.0,0.5,224.0,,,,,,,,,,,,,,,4040,0.015,5m,1.4,0.2,1.0,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2288.0,0.01,4m,1.4,0.4,1.5,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
130,130,0.148412583286685,2025-06-21 19:11:39.832489,2025-06-21 19:11:41.795752,0 days 00:00:01.963263,,,,,,,,,,,,,,,3936,0.015,2m,2.4000000000000004,0.2,2.0,696,5360.0,0.01,2m,1.8,0.2,1.5,640.0,7888.0,0.01,4m,2.2,0.8,1.0,248.0,,,,,,,,,,,,,,,3632,0.015,4m,2.4000000000000004,0.2,1.5,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888.0,0.01,4m,1.2,0.4,1.5,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
131,131,0.32521173386082924,2025-06-21 19:11:41.834753,2025-06-21 19:11:44.407040,0 days 00:00:02.572287,,,,,,,,1240.0,0.015,2m,2.2,1.0,2.0,136.0,3240,0.015,3m,2.6,0.4,2.0,624,6056.0,0.01,2m,2.0,0.2,1.5,688.0,7632.0,0.02,4m,2.0,1.0,1.0,104.0,,,,,,,,,,,,,,,3808,0.015,4m,1.6,0.2,1.0,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.0,0.01,4m,1.4,0.4,1.5,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,5,COMPLETE
132,132,-0.2551326348054084,2025-06-21 19:11:44.487995,2025-06-21 19:11:46.521427,0 days 00:00:02.033432,,,,,,,,,,,,,,,3448,0.015,3m,3.0,0.4,2.0,672,,,,,,,,8088.0,0.02,4m,2.6,1.0,1.0,80.0,,,,,,,,,,,,,,,3136,0.015,4m,1.6,0.2,1.0,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616.0,0.01,4m,1.2,0.4,1.5,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
133,133,0.419324720330086,2025-06-21 19:11:46.584778,2025-06-21 19:11:48.969762,0 days 00:00:02.384984,,,,,,,,5776.0,0.01,3m,2.0,0.0,1.5,440.0,4504,0.015,3m,2.8,0.4,2.0,640,4704.0,0.01,2m,1.6,0.2,1.5,64.0,7864.0,0.02,4m,2.4000000000000004,1.0,1.0,136.0,,,,,,,,,,,,,,,2912,0.015,4m,1.6,0.2,1.0,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696.0,0.01,4m,1.4,0.4,1.5,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5,COMPLETE
134,134,0.10162404908855732,2025-06-21 19:11:49.033630,2025-06-21 19:11:50.913738,0 days 00:00:01.880108,,,,,,,,,,,,,,,2800,0.015,3m,2.6,0.4,1.5,536,,,,,,,,4944.0,0.02,4m,2.4000000000000004,1.0,1.0,112.0,,,,,,,,,,,,,,,2032,0.015,4m,1.6,0.8,1.0,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,0.01,2m,1.6,0.6000000000000001,1.5,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
135,135,-0.0493911566909978,2025-06-21 19:11:50.994159,2025-06-21 19:11:51.981728,0 days 00:00:00.987569,,,,,,,,,,,,,,,6504,0.01,3m,3.0,0.6000000000000001,2.0,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240,0.015,4m,1.4,0.2,1.0,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
136,136,0.17388384422595468,2025-06-21 19:11:52.042681,2025-06-21 19:11:53.374895,0 days 00:00:01.332214,,,,,,,,,,,,,,,3608,0.01,4m,2.2,0.4,2.0,64,,,,,,,,6160.0,0.02,2m,2.8,1.0,1.0,736.0,,,,,,,,,,,,,,,3424,0.015,5m,1.8,0.8,1.0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
137,137,-0.24927558554375895,2025-06-21 19:11:53.429989,2025-06-21 19:11:55.323699,0 days 00:00:01.893710,,,,,,,,,,,,,,,4192,0.015,3m,1.0,0.4,2.0,808,6264.0,0.01,5m,1.8,0.4,2.0,496.0,3984.0,0.02,4m,2.2,1.0,1.0,760.0,,,,,,,,,,,,,,,2496,0.015,4m,1.8,0.0,1.5,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2992.0,0.015,4m,1.2,0.4,1.5,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
138,138,0.9003069908345644,2025-06-21 19:11:55.372157,2025-06-21 19:11:58.437649,0 days 00:00:03.065492,,,,,,,,2424.0,0.01,3m,1.8,0.8,0.5,952.0,6088,0.01,2m,1.4,0.2,1.5,128,7288.0,0.01,2m,1.4,0.6000000000000001,1.5,664.0,2264.0,0.02,4m,2.6,0.8,0.5,168.0,,,,,,,,,,,,,,,4160,0.015,4m,2.2,0.8,1.0,688,,,,,,,,,,,,,,,1480.0,0.015,2m,1.4,0.6000000000000001,1.5,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.0,0.015,2m,2.0,0.2,1.5,552.0,1360.0,0.01,2m,2.6,0.6000000000000001,2.0,464.0,,,,,,,,,,,,,,,,,,,,,,0.45,7,COMPLETE
139,139,-1.0349538062167034,2025-06-21 19:11:58.510265,2025-06-21 19:12:02.093949,0 days 00:00:03.583684,,,,,,,,2880.0,0.01,3m,1.8,0.8,0.5,944.0,5328,0.01,2m,1.4,0.2,2.0,120,7304.0,0.01,2m,1.4,0.6000000000000001,1.5,712.0,1584.0,0.02,2m,2.6,0.8,0.5,168.0,,,,,,,,,,,,,,,4160,0.015,3m,2.2,0.2,1.0,696,,,,,,,,,,,,,,,1456.0,0.015,2m,1.4,0.6000000000000001,1.5,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.0,0.015,5m,1.4,0.6000000000000001,1.0,64.0,1784.0,0.015,2m,2.0,0.2,1.5,600.0,2768.0,0.01,2m,2.6,0.6000000000000001,2.0,648.0,1072.0,0.01,1m,1.6,0.8,1.5,944.0,,,,,,,,,,,,,,,0.5,9,COMPLETE
140,140,-0.13404381409209,2025-06-21 19:12:02.158509,2025-06-21 19:12:05.170651,0 days 00:00:03.012142,,,,,,,,2568.0,0.01,3m,2.0,1.0,0.5,968.0,3152,0.01,2m,1.2,0.2,1.5,856,6952.0,0.01,2m,2.0,0.4,1.5,632.0,2224.0,0.01,3m,2.6,0.8,0.5,152.0,,,,,,,,,,,,,,,4512,0.015,1m,2.4000000000000004,0.8,1.0,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,0.015,2m,2.0,0.2,1.5,544.0,1320.0,0.01,2m,3.0,0.6000000000000001,2.0,608.0,,,,,,,,,,,,,,,,,,,,,,0.45,6,COMPLETE
141,141,1.9126598451665315,2025-06-21 19:12:05.207997,2025-06-21 19:12:08.570165,0 days 00:00:03.362168,,,,,,,,1624.0,0.01,3m,1.4,0.8,1.0,896.0,6080,0.01,2m,1.2,0.2,1.5,104,7936.0,0.01,2m,1.8,0.6000000000000001,1.5,672.0,2656.0,0.02,4m,2.6,0.8,0.5,120.0,,,,,,,,,,,,,,,3848,0.015,4m,2.0,0.8,1.0,664,,,,,,,,,,,,,,,1848.0,0.015,2m,1.0,0.6000000000000001,1.5,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.0,0.015,2m,2.0,0.2,1.5,496.0,2120.0,0.01,2m,2.8,0.6000000000000001,2.0,360.0,,,,,,,,,,,,,,,,,,,,,,0.45,7,COMPLETE
142,142,1.5931654746930533,2025-06-21 19:12:08.646800,2025-06-21 19:12:12.276852,0 days 00:00:03.630052,,,,,,,,1656.0,0.01,3m,1.4,0.8,1.0,912.0,6120,0.01,2m,1.2,0.2,1.5,104,7880.0,0.01,2m,1.8,0.6000000000000001,1.5,656.0,2504.0,0.02,4m,2.6,0.8,0.5,192.0,,,,,,,,,,,,,,,3576,0.015,4m,2.0,0.8,1.0,632,,,,,,,,,,,,,,,1952.0,0.015,2m,1.0,0.6000000000000001,1.5,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,0.02,1m,2.0,1.0,2.0,320.0,1312.0,0.015,2m,2.0,0.2,1.5,504.0,2160.0,0.01,2m,2.8,0.6000000000000001,2.0,464.0,,,,,,,,,,,,,,,,,,,,,,0.45,8,COMPLETE
